field_serial	field_id	page	record_unit_id	locus	field_ordinal_in_locus	field_ordinal_in_record	event_count	surface_sequence	formal_sequence_opaque	FORMAL_VALUE	source_closure_status	boundary_before	statement_id	field_position_in_statement	statement_spans_physical_lines	exact_short_mnemonics_in_field	exact_anchor_count_in_field	unknown_exemplar_events_in_field	anchor_silent_trace_in_field	canonical_local_expansion_unchanged	statement_german_source_expansion	silent_additions_rule	source_clause_type	strongest_historical_rival	interpretation_status	source_lineage
54	F054	f82r	B2	f82r.7	2	10	3	sotaiin qokar shedy	MARK(<ARG_AIIN>) | SET(<ARG_AR>) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B2_S009	1/1	NO	NONE	0	3	[EXEMPLAR:für dieselbe Dauer wie zuvor] | [EXEMPLAR:über der örtlich bezeichneten Stelle] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	für dieselbe Dauer wie zuvor ; über der örtlich bezeichneten Stelle ; lasse es bis zur Bereitschaft stehen und beende den Schritt	für dieselbe Dauer wie zuvor; über der örtlich bezeichneten Stelle; lasse es bis zur Bereitschaft stehen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Fluss bewegen [Ganzfeldexemplar B2, Feld 10/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
55	F055	f82r	B2	f82r.7	3	11	1	solshedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B2_S010	1/1	NO	NONE	0	1	[EXEMPLAR:halte es warm und beende den Schritt]	halte es warm und beende den Schritt	halte es warm und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Fluss bewegen [Ganzfeldexemplar B2, Feld 11/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
56	F056	f82r	B2	f82r.7	4	12	4	qokeey qoky ls cheey	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B2_S011	1/1	NO	OKEEY=TEMPERIEREN? | OKY=ANWENDEN? | EY=KLAR?	3	1	{qokeey/OKEEY=TEMPERIEREN?}[STILL_GRAMMAR:Arbeitsflüssigkeit, Temperaturgrad und Dauer] | {qoky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs] | [EXEMPLAR:die erste Öffnung] | {cheey/EY=KLAR?}[STILL_GRAMMAR:Trägerflüssigkeit, Zustandsverb und gegebenenfalls Ablauf]	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	temperiere die Arbeitsflüssigkeit und halte sie lauwarm; Die aktive Portion verwenden; die erste Öffnung; Bis die Flüssigkeit klar abläuft.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Fluss bewegen [Ganzfeldexemplar B2, Feld 12/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
57	F057	f82r	B2	f82r.19	1	13	4	okain char okain qokeedy	SET(<ARG_AIN>) | OPAQUE_PAYLOAD | SET(<ARG_AIN>) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	NEXT_PARALLEL_CELL	B2_S012	1/1	NO	NONE	0	4	[EXEMPLAR:gib einen abgemessenen Anteil in das Gefäß] | [EXEMPLAR:Daraus, aus demselben Ansatz] | [EXEMPLAR:gib einen abgemessenen Anteil in das Gefäß] | [EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	gib einen abgemessenen Anteil in das Gefäß; Daraus, aus demselben Ansatz; gib einen abgemessenen Anteil in das Gefäß; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARALLEL_WORKCELL	Fluss bewegen [Ganzfeldexemplar B2, Feld 13/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
58	F058	f82r	B2	f82r.19	2	14	1	lchy	OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B2_S013	1/1	NO	NONE	0	1	[EXEMPLAR:ziehe die klare Flüssigkeit ab]	ziehe die klare Flüssigkeit ab	ziehe die klare Flüssigkeit ab.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	filtern und ablassen [Ganzfeldexemplar B2, Feld 14/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
59	F059	f82r	B2	f82r.23	1	15	7	cheey qcthey qokeey lcheey daiin chey qokeeedy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	RESUME_ACTIVE_ITEM	B2_S014	1/1	NO	EY=KLAR? | OKEEY=TEMPERIEREN? | AIIN=MASS?	3	4	{cheey/EY=KLAR?}[STILL_GRAMMAR:Trägerflüssigkeit, Zustandsverb und gegebenenfalls Ablauf] | [EXEMPLAR:unter derselben Einstellung] | {qokeey/OKEEY=TEMPERIEREN?}[STILL_GRAMMAR:Arbeitsflüssigkeit, Temperaturgrad und Dauer] | [EXEMPLAR:der eingetauchte Teil] | {daiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:Diese aktive Portion] | [EXEMPLAR:tauche vollständig ein und beende den Schritt]	Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	Bis die Flüssigkeit klar abläuft; unter derselben Einstellung; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; der eingetauchte Teil; Ein vorgeschriebenes Maß; Diese aktive Portion; tauche vollständig ein und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_ACTIVE_FLUID_OR_STATION_RESUMPTION	filtern und ablassen [Ganzfeldexemplar B2, Feld 15/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
60	F060	f82r	B2	f82r.23	2	16	1	lchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B2_S015	1/1	NO	LCHE=ABLASSEN?	1	0	{lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	filtern und ablassen [Ganzfeldexemplar B2, Feld 16/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
61	F061	f82r	B2	f82r.23	3	17	1	lar	LINK(<ARG_AR>)	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B2_S016	1/1	NO	NONE	0	1	[EXEMPLAR:schließe den unteren Ablauf]	schließe den unteren Ablauf	schließe den unteren Ablauf.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	filtern und ablassen [Ganzfeldexemplar B2, Feld 17/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
62	F062	f82r	B2	f82r.26	1	18	2	tshey qokeedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	START_NEW_CLAUSE	B2_S017	1/1	NO	NONE	0	2	[EXEMPLAR:beginne die Spülung] | [EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	beginne die Spülung ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	beginne die Spülung; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	filtern und ablassen [Ganzfeldexemplar B2, Feld 18/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
63	F063	f82r	B2	f82r.26	2	19	7	cheal lchedar ches aiin oteey qokaiin okey	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD + <ARG_AR> | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | FRAME_OT(OPAQUE_PAYLOAD) | SET(<ARG_AIIN>) | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B2_S018	1/2	YES	AL=ZIEL? | AIIN=MASS?	2	5	{cheal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil] | [EXEMPLAR:kühles Wasser] | [EXEMPLAR:zu gleichen Anteilen] | {aiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:das bereitete Öl] | [EXEMPLAR:beginne den nächsten abgemessenen Posten] | [EXEMPLAR:warmes Wasser]	An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; das bereitete Öl ; beginne den nächsten abgemessenen Posten ; warmes Wasser	An die bezeichnete Zielstelle führen; kühles Wasser; zu gleichen Anteilen; Ein vorgeschriebenes Maß; das bereitete Öl; beginne den nächsten abgemessenen Posten; warmes Wasser; ziehe es ab und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_REFLOWED_WORKCELL_CLAUSE	filtern und ablassen [Ganzfeldexemplar B2, Feld 19/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
64	F064	f82r	B2	f82r.27	1	20	1	pchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	CONTINUE_SAME_CLAUSE	B2_S018	2/2	YES	NONE	0	1	[EXEMPLAR:ziehe es ab und beende den Schritt]	ziehe es ab und beende den Schritt	An die bezeichnete Zielstelle führen; kühles Wasser; zu gleichen Anteilen; Ein vorgeschriebenes Maß; das bereitete Öl; beginne den nächsten abgemessenen Posten; warmes Wasser; ziehe es ab und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_REFLOWED_WORKCELL_CLAUSE	filtern und ablassen [Ganzfeldexemplar B2, Feld 20/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
65	F065	f82r	B2	f82r.27	2	21	2	rsheal daldy	OPAQUE_PAYLOAD + <ARG_AL> | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B2_S019	1/1	NO	NONE	0	2	[EXEMPLAR:gieße das erwärmte Wasser ein] | [EXEMPLAR:wiederhole es an der zweiten Öffnung und beende den Schritt]	gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt	gieße das erwärmte Wasser ein; wiederhole es an der zweiten Öffnung und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 21/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
66	F066	f82r	B2	f82r.27	3	22	1	qokeedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B2_S020	1/1	NO	NONE	0	1	[EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 22/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
67	F067	f82r	B2	f82r.27	4	23	1	rshedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B2_S021	1/1	NO	NONE	0	1	[EXEMPLAR:trinke den angegebenen Anteil und beende den Schritt]	trinke den angegebenen Anteil und beende den Schritt	trinke den angegebenen Anteil und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 23/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
68	F068	f82r	B2	f82r.27	5	24	1	qoteedy	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B2_S022	1/1	NO	NONE	0	1	[EXEMPLAR:binde es auf die Stelle und beende den Schritt]	binde es auf die Stelle und beende den Schritt	binde es auf die Stelle und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 24/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
69	F069	f82r	B2	f82r.27	6	25	1	qokeedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B2_S023	1/1	NO	NONE	0	1	[EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 25/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
70	F070	f82r	B2	f82r.27	7	26	1	lochedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B2_S024	1/1	NO	NONE	0	1	[EXEMPLAR:mische zu gleichen Teilen und beende den Schritt]	mische zu gleichen Teilen und beende den Schritt	mische zu gleichen Teilen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 26/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
71	F071	f83r	B3	f83r.3	1	1	1	olkeedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	RECORD_START	B3_S001	1/1	NO	NONE	0	1	[EXEMPLAR:lasse die Flüssigkeit sich setzen und beende den Schritt]	lasse die Flüssigkeit sich setzen und beende den Schritt	lasse die Flüssigkeit sich setzen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 1/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
72	F072	f83r	B3	f83r.3	2	2	2	qotal chkeedy	MARK(<ARG_AL>) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S002	1/1	NO	NONE	0	2	[EXEMPLAR:zum unteren Ablauf hin] | [EXEMPLAR:tauche vollständig ein und beende den Schritt]	zum unteren Ablauf hin ; tauche vollständig ein und beende den Schritt	zum unteren Ablauf hin; tauche vollständig ein und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 2/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
73	F073	f83r	B3	f83r.3	3	3	4	chey daiin chey lchedy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S003	1/1	NO	AIIN=MASS? | LCHE=ABLASSEN?	2	2	[EXEMPLAR:Diese aktive Portion] | {daiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:Diese aktive Portion] | {lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Diese aktive Portion; Ein vorgeschriebenes Maß; Diese aktive Portion; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 3/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
74	F074	f83r	B3	f83r.3	4	4	3	qokaiin qotal dar	SET(<ARG_AIIN>) | MARK(<ARG_AL>) | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B3_S004	1/2	YES	NONE	0	3	[EXEMPLAR:beginne den nächsten abgemessenen Posten] | [EXEMPLAR:zum unteren Ablauf hin] | [EXEMPLAR:Daraus, aus demselben Ansatz]	beginne den nächsten abgemessenen Posten ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz	beginne den nächsten abgemessenen Posten; zum unteren Ablauf hin; Daraus, aus demselben Ansatz; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_REFLOWED_WORKCELL_CLAUSE	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 4/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
75	F075	f83r	B3	f83r.6	1	5	1	schedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	CONTINUE_SAME_CLAUSE	B3_S004	2/2	YES	NONE	0	1	[EXEMPLAR:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	beginne den nächsten abgemessenen Posten; zum unteren Ablauf hin; Daraus, aus demselben Ansatz; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_REFLOWED_WORKCELL_CLAUSE	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 5/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
76	F076	f83r	B3	f83r.6	2	6	3	chedchy qokal olchedy	VARIANT_D(OPAQUE_PAYLOAD) | SET(<ARG_AL>) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S005	1/1	NO	NONE	0	3	[EXEMPLAR:gieße das erwärmte Wasser ein] | [EXEMPLAR:mische beide Anteile zusammen] | [EXEMPLAR:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	gieße das erwärmte Wasser ein ; mische beide Anteile zusammen ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	gieße das erwärmte Wasser ein; mische beide Anteile zusammen; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 6/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
