statement_id	record_unit_id	page	field_ids	loci	field_count	event_count	spans_physical_lines	entry_relation	interline_relations_inside_statement	final_closure_status	exact_short_mnemonic_sequence	exact_anchor_count	unknown_exemplar_event_count	anchor_silent_trace	silent_anchor_grammar	silent_unknown_event_expansions	german_source_expansion	source_clause_type	historical_mechanism	strongest_historical_rival	interpretation_status	source_lineage
B3_S006	B3	f83r	F077	f83r.6	1	3	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	3	[EXEMPLAR:beginne den nächsten abgemessenen Posten] | [EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	NONE	beginne den nächsten abgemessenen Posten | rühre, bis alles gleichmäßig vermischt ist | bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	beginne den nächsten abgemessenen Posten; rühre, bis alles gleichmäßig vermischt ist; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 7/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S007	B3	f83r	F078	f83r.6	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	LCHE=ABLASSEN?	1	0	{lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	verbrauchte Flüssigkeit, Zielgefäß und Zellschluss	NONE	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 8/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S008	B3	f83r	F079	f83r.6	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	OKY=ANWENDEN?	1	0	{qoky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs]	Objekt, Ziel und Flexion des Gebrauchsverbs	NONE	Die aktive Portion verwenden.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 9/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S009	B3	f83r	F080	f83r.8	1	2	NO	NEXT_PARALLEL_CELL	NONE	TERMINAL	NONE	0	2	[EXEMPLAR:fülle danach das Gefäß] | [EXEMPLAR:lasse es bis zur Klarheit ziehen und beende den Schritt]	NONE	fülle danach das Gefäß | lasse es bis zur Klarheit ziehen und beende den Schritt	fülle danach das Gefäß; lasse es bis zur Klarheit ziehen und beende den Schritt.	BIO_PARALLEL_WORKCELL	Benachbarte kurze Zellen werden als parallele Bade-/Gefäßanweisungen gelesen, nicht als durchlaufender grammatischer Satz.	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 10/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S010	B3	f83r	F081	f83r.8	1	4	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	OKY=ANWENDEN?	1	3	[EXEMPLAR:wende es an der markierten Stelle an] | {qoky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs] | [EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:und lasse es abkühlen]	Objekt, Ziel und Flexion des Gebrauchsverbs	wende es an der markierten Stelle an | rühre, bis alles gleichmäßig vermischt ist | und lasse es abkühlen	wende es an der markierten Stelle an; Die aktive Portion verwenden; rühre, bis alles gleichmäßig vermischt ist; und lasse es abkühlen.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	durch Stationen führen [Ganzfeldexemplar B3, Feld 11/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S011	B3	f83r	F082	f83r.11	1	2	NO	RESUME_ACTIVE_ITEM	NONE	TERMINAL	OR=ANSATZ?	1	1	{sor/OR=ANSATZ?}[STILL_GRAMMAR:Artikel, Materialart und Herstellungszustand] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	Artikel, Materialart und Herstellungszustand	lasse es bis zur Bereitschaft stehen und beende den Schritt	Die bereitete Arbeitsflüssigkeit; lasse es bis zur Bereitschaft stehen und beende den Schritt.	BIO_ACTIVE_FLUID_OR_STATION_RESUMPTION	Arbeitsflüssigkeit, Gefäß oder Station bleibt als aktiver Registerposten still und wird in einer neuen Kurzklausel wieder aufgenommen.	durch Stationen führen [Ganzfeldexemplar B3, Feld 12/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S012	B3	f83r	F083	f83r.11	1	4	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	OKE=SPÜLEN?	1	3	[EXEMPLAR:beginne den nächsten abgemessenen Posten] | [EXEMPLAR:ein abgemessener Anteil] | [EXEMPLAR:unter derselben Einstellung] | {qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	Objekt oder Ort, Wiederholungszahl und Zellschluss	beginne den nächsten abgemessenen Posten | ein abgemessener Anteil | unter derselben Einstellung	beginne den nächsten abgemessenen Posten; ein abgemessener Anteil; unter derselben Einstellung; spüle die bezeichnete Stelle einmal und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	durch Stationen führen [Ganzfeldexemplar B3, Feld 13/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S013	B3	f83r	F084	f83r.11	1	2	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	2	[EXEMPLAR:öffne danach den oberen Lauf] | [EXEMPLAR:wasche einmal und beende den Schritt]	NONE	öffne danach den oberen Lauf | wasche einmal und beende den Schritt	öffne danach den oberen Lauf; wasche einmal und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	durch Stationen führen [Ganzfeldexemplar B3, Feld 14/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S014	B3	f83r	F085	f83r.11	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	LCHE=ABLASSEN?	1	0	{lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	verbrauchte Flüssigkeit, Zielgefäß und Zellschluss	NONE	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	durch Stationen führen [Ganzfeldexemplar B3, Feld 15/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S015	B3	f83r	F086	f83r.11	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	NONE	0	1	[EXEMPLAR:schließe den unteren Ablauf]	NONE	schließe den unteren Ablauf	schließe den unteren Ablauf.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	durch Stationen führen [Ganzfeldexemplar B3, Feld 16/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S016	B3	f83r	F087	f83r.14	1	1	NO	START_NEW_CLAUSE	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:lasse es abkühlen und beende den Schritt]	NONE	lasse es abkühlen und beende den Schritt	lasse es abkühlen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	durch Stationen führen [Ganzfeldexemplar B3, Feld 17/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S017	B3	f83r	F088	f83r.14	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	durch Stationen führen [Ganzfeldexemplar B3, Feld 18/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S018	B3	f83r	F089	f83r.14	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	NONE	lasse es bis zur Bereitschaft stehen und beende den Schritt	lasse es bis zur Bereitschaft stehen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	durch Stationen führen [Ganzfeldexemplar B3, Feld 19/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S019	B3	f83r	F090	f83r.14	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:koche sanft und beende diesen Arbeitsschritt]	NONE	koche sanft und beende diesen Arbeitsschritt	koche sanft und beende diesen Arbeitsschritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	absetzen und klären [Ganzfeldexemplar B3, Feld 20/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S020	B3	f83r	F091	f83r.14	1	2	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	AL=ZIEL? | LCHE=ABLASSEN?	2	0	{dal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil] | {lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	Bewegungsverb, Deixis und konkreter Ort oder Körperteil | verbrauchte Flüssigkeit, Zielgefäß und Zellschluss	NONE	An die bezeichnete Zielstelle führen; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	absetzen und klären [Ganzfeldexemplar B3, Feld 21/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S021	B3	f83r	F092|F093	f83r.14|f83r.15	2	11	YES	INTRA_LINE_FIELD_BREAK	CONTINUE_SAME_CLAUSE	TERMINAL	CTHY=BEREIT? | AL=ZIEL? | AIIN=MASS? | AL=ZIEL? | CTHY=BEREIT?	5	6	[EXEMPLAR:beginne den nächsten abgemessenen Posten] | {shcthy/CTHY=BEREIT?}[STILL_GRAMMAR:Subjekt, Kopula und zeitliche Schwellenkonstruktion] | {dal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil] | [EXEMPLAR:Diese aktive Portion] || {saiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:für einen Zeitabschnitt] | [EXEMPLAR:warmes Wasser] | [EXEMPLAR:Diese aktive Portion] | {tal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil] | {shcthy/CTHY=BEREIT?}[STILL_GRAMMAR:Subjekt, Kopula und zeitliche Schwellenkonstruktion] | [EXEMPLAR:behalte den Rückstand und beende den Schritt]	Subjekt, Kopula und zeitliche Schwellenkonstruktion | Bewegungsverb, Deixis und konkreter Ort oder Körperteil | Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff	beginne den nächsten abgemessenen Posten | Diese aktive Portion | für einen Zeitabschnitt | warmes Wasser | Diese aktive Portion | behalte den Rückstand und beende den Schritt	beginne den nächsten abgemessenen Posten; Sobald die Zubereitung gebrauchsfertig ist; An die bezeichnete Zielstelle führen; Diese aktive Portion; Ein vorgeschriebenes Maß; für einen Zeitabschnitt; warmes Wasser; Diese aktive Portion; An die bezeichnete Zielstelle führen; Sobald die Zubereitung gebrauchsfertig ist; behalte den Rückstand und beende den Schritt.	BIO_REFLOWED_WORKCELL_CLAUSE	Ein offener Bade-, Gefäß- oder Leitungsprozess läuft in der nächsten physischen Zeile bis zur lokalen Operation oder Terminalformel weiter.	absetzen und klären [Ganzfeldexemplar B3, Feld 22/38] | absetzen und klären [Ganzfeldexemplar B3, Feld 23/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S022	B3	f83r	F094	f83r.15	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:mische zu gleichen Teilen und beende den Schritt]	NONE	mische zu gleichen Teilen und beende den Schritt	mische zu gleichen Teilen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	absetzen und klären [Ganzfeldexemplar B3, Feld 24/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S023	B3	f83r	F095	f83r.15	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	LCHE=ABLASSEN?	1	0	{lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	verbrauchte Flüssigkeit, Zielgefäß und Zellschluss	NONE	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	absetzen und klären [Ganzfeldexemplar B3, Feld 25/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S024	B3	f83r	F096	f83r.16	1	1	NO	NEXT_PARALLEL_CELL	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	NONE	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	BIO_PARALLEL_WORKCELL	Benachbarte kurze Zellen werden als parallele Bade-/Gefäßanweisungen gelesen, nicht als durchlaufender grammatischer Satz.	absetzen und klären [Ganzfeldexemplar B3, Feld 26/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S025	B3	f83r	F097	f83r.16	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:erwärme es einmal und beende den Schritt]	NONE	erwärme es einmal und beende den Schritt	erwärme es einmal und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	absetzen und klären [Ganzfeldexemplar B3, Feld 27/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S026	B3	f83r	F098|F099	f83r.16|f83r.20	2	7	YES	INTRA_LINE_FIELD_BREAK	CONTINUE_SAME_CLAUSE	TERMINAL	CTHY=BEREIT?	1	6	[EXEMPLAR:setze die Person an das Becken] | [EXEMPLAR:nach dem Absetzen] | [EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:gib einen abgemessenen Anteil in das Gefäß] | {checthy/CTHY=BEREIT?}[STILL_GRAMMAR:Subjekt, Kopula und zeitliche Schwellenkonstruktion] | [EXEMPLAR:bis der Strom klar wird] || [EXEMPLAR:lasse die Flüssigkeit sich setzen und beende den Schritt]	Subjekt, Kopula und zeitliche Schwellenkonstruktion	setze die Person an das Becken | nach dem Absetzen | rühre, bis alles gleichmäßig vermischt ist | gib einen abgemessenen Anteil in das Gefäß | bis der Strom klar wird | lasse die Flüssigkeit sich setzen und beende den Schritt	setze die Person an das Becken; nach dem Absetzen; rühre, bis alles gleichmäßig vermischt ist; gib einen abgemessenen Anteil in das Gefäß; Sobald die Zubereitung gebrauchsfertig ist; bis der Strom klar wird; lasse die Flüssigkeit sich setzen und beende den Schritt.	BIO_REFLOWED_WORKCELL_CLAUSE	Ein offener Bade-, Gefäß- oder Leitungsprozess läuft in der nächsten physischen Zeile bis zur lokalen Operation oder Terminalformel weiter.	absetzen und klären [Ganzfeldexemplar B3, Feld 28/38] | absetzen und klären [Ganzfeldexemplar B3, Feld 29/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S027	B3	f83r	F100	f83r.20	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:binde es auf die Stelle und beende den Schritt]	NONE	binde es auf die Stelle und beende den Schritt	binde es auf die Stelle und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 30/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S028	B3	f83r	F101	f83r.20	1	2	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	OKEEY=TEMPERIEREN? | OKE=SPÜLEN?	2	0	{qokeey/OKEEY=TEMPERIEREN?}[STILL_GRAMMAR:Arbeitsflüssigkeit, Temperaturgrad und Dauer] | {qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	Arbeitsflüssigkeit, Temperaturgrad und Dauer | Objekt oder Ort, Wiederholungszahl und Zellschluss	NONE	temperiere die Arbeitsflüssigkeit und halte sie lauwarm; spüle die bezeichnete Stelle einmal und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 31/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S029	B3	f83r	F102	f83r.20	1	3	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	OKE=SPÜLEN?	1	2	[EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:nach der ersten Spülung] | {qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	Objekt oder Ort, Wiederholungszahl und Zellschluss	Mit der vorigen Zubereitung weiter | nach der ersten Spülung	Mit der vorigen Zubereitung weiter; nach der ersten Spülung; spüle die bezeichnete Stelle einmal und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 32/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S030	B3	f83r	F103	f83r.20	1	2	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	OKY=ANWENDEN? | AIIN=MASS?	2	0	{qoky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs] | {saiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff]	Objekt, Ziel und Flexion des Gebrauchsverbs | Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff	NONE	Die aktive Portion verwenden; Ein vorgeschriebenes Maß.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 33/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S031	B3	f83r	F104	f83r.22	1	2	NO	RESUME_ACTIVE_ITEM	NONE	TERMINAL	NONE	0	2	[EXEMPLAR:ziehe die klare Flüssigkeit ab] | [EXEMPLAR:mische zu gleichen Teilen und beende den Schritt]	NONE	ziehe die klare Flüssigkeit ab | mische zu gleichen Teilen und beende den Schritt	ziehe die klare Flüssigkeit ab; mische zu gleichen Teilen und beende den Schritt.	BIO_ACTIVE_FLUID_OR_STATION_RESUMPTION	Arbeitsflüssigkeit, Gefäß oder Station bleibt als aktiver Registerposten still und wird in einer neuen Kurzklausel wieder aufgenommen.	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 34/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S032	B3	f83r	F105	f83r.22	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 35/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S033	B3	f83r	F106	f83r.22	1	5	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	5	[EXEMPLAR:beginne die Spülung] | [EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:das breite Gefäß] | [EXEMPLAR:für dieselbe Dauer wie zuvor] | [EXEMPLAR:lasse es bis zur Klarheit ziehen und beende den Schritt]	NONE	beginne die Spülung | rühre, bis alles gleichmäßig vermischt ist | das breite Gefäß | für dieselbe Dauer wie zuvor | lasse es bis zur Klarheit ziehen und beende den Schritt	beginne die Spülung; rühre, bis alles gleichmäßig vermischt ist; das breite Gefäß; für dieselbe Dauer wie zuvor; lasse es bis zur Klarheit ziehen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 36/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S034	B3	f83r	F107	f83r.22	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:ziehe es ab und beende den Schritt]	NONE	ziehe es ab und beende den Schritt	ziehe es ab und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 37/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
