boundary_id	bundle_id	physical_page	register	page_bundle_ordinal	locus	owner_de	previous_bundle_id	surface_sequence	recipe_sequence	leading_root	leading_root_meaning_de	order_occurrence_trace	boundary_role	begins_new_record	record_id	page_record_ordinal	bundle_ordinal_in_record	selected_model	selected_bundle_reading_de	itinerary_line_de	claim_status	record_bundle_count
G475-B104	G474-B104	f88v	PHARMA	4	f88v.4	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	G474-B103	otar|arody	OT+AR / AR	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R097	4	1	CATALOGUE	1. Eintrag »otar« — Folgevermerk, Ausgangszuordnung. 2. Droge »ody« — Ausgangszuordnung.	Danach: nächster gleichrangiger Eintrag — 1. Eintrag »otar« — Folgevermerk, Ausgangszuordnung. 2. Droge »ody« — Ausgangszuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B105	G474-B105	f88v	PHARMA	5	f88v.5	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	G474-B104	otokol	OT+OK+OL	OT	DANACH	E1:A1:OT|E1:A3:OL	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R098	5	1	INSTRUCTION	Danach und weiter setze den Eintrag als Ansatz an.	Danach: nächster gleichrangiger Eintrag — Danach und weiter setze den Eintrag als Ansatz an.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B106	G474-B106	f88v	PHARMA	6	f88v.11	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	G474-B105	otoram	OT+AM_ADDR	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R099	6	1	CATALOGUE	Droge »or« — Folgevermerk, Hier-Vermerk.	Danach: nächster gleichrangiger Eintrag — Droge »or« — Folgevermerk, Hier-Vermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B107	G474-B107	f88v	PHARMA	7	f88v.12	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	G474-B106	otora	OT	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R100	7	1	CATALOGUE	Droge »ora« — Folgevermerk.	Danach: nächster gleichrangiger Eintrag — Droge »ora« — Folgevermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B108	G474-B108	f88v	PHARMA	8	f88v.13	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	G474-B107	cheosdy	NONE	NONE	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R101	8	1	CATALOGUE	Droge »cheosdy« — Drogenfamilie »cheo«.	Neuer sichtbarer Locus — Droge »cheosdy« — Drogenfamilie »cheo«.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B109	G474-B109	f88v	PHARMA	9	f88v.14	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	G474-B108	okaiin	OK+AIIN	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R102	9	1	INSTRUCTION	Setze den Mengenwert als Ansatz an.	Neuer sichtbarer Locus — Setze den Mengenwert als Ansatz an.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B110	G474-B110	f88v	PHARMA	10	f88v.27	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	G474-B109	daramdal	AR+AL	AR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R103	10	1	CATALOGUE	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	Neuer sichtbarer Locus — Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B111	G474-B111	f88v	PHARMA	11	f88v.28	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	G474-B110	otydary	OT+D_ADDR+AR	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R104	11	1	CATALOGUE	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung.	Danach: nächster gleichrangiger Eintrag — Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B112	G474-B112	f88v	PHARMA	12	f88v.29	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	G474-B111	otdordy	OT	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R105	12	1	CATALOGUE	Droge »dordy« — Folgevermerk.	Danach: nächster gleichrangiger Eintrag — Droge »dordy« — Folgevermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B113	G474-B113	f88v	PHARMA	13	f88v.30	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	G474-B112	dararda	AR+AR	AR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R106	13	1	CATALOGUE	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	Neuer sichtbarer Locus — Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B114	G474-B114	f89r	PHARMA	1	f89r1.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	NONE	okchshy	OK+CH+Y	OK	NONE	NONE	PAGE_START	YES	G475-R107	1	1	INSTRUCTION	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	Seitenbeginn — Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	3
G475-B115	G474-B115	f89r	PHARMA	2	f89r1.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	G474-B114	qkol	OL	OL	FORTSETZEN	E1:A1:OL	EXPLICIT_CONTINUATION_OL	NO	G475-R107	1	2	CATALOGUE	Droge »qk« — Fortsetzungsvermerk.	Fortsetzung desselben Mikroregisters — Droge »qk« — Fortsetzungsvermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	3
G475-B116	G474-B116	f89r	PHARMA	3	f89r1.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	G474-B115	oldam	OL+AM_ADDR	OL	FORTSETZEN	E1:A1:OL	EXPLICIT_CONTINUATION_OL	NO	G475-R107	1	3	CATALOGUE	Droge »d« — Fortsetzungsvermerk, Hier-Vermerk.	Fortsetzung desselben Mikroregisters — Droge »d« — Fortsetzungsvermerk, Hier-Vermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	3
G475-B117	G474-B117	f89r	PHARMA	4	f89r1.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	G474-B116	otoldy	OT+OL	OT	DANACH	E1:A1:OT|E1:A2:OL	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R108	2	1	CATALOGUE	Droge »dy« — Folgevermerk, Fortsetzungsvermerk.	Danach: nächster gleichrangiger Eintrag — Droge »dy« — Folgevermerk, Fortsetzungsvermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B118	G474-B118	f89r	PHARMA	5	f89r1.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	G474-B117	ararchodaiin	AR+AR+AIIN	AR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R109	3	1	CATALOGUE	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	Neuer sichtbarer Locus — Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B119	G474-B119	f89r	PHARMA	6	f89r1.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	G474-B118	ykyd	Y+K+Y+D_ADDR	Y	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R110	4	1	INSTRUCTION	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	Neuer sichtbarer Locus — Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	2
G475-B120	G474-B120	f89r	PHARMA	7	f89r1.12	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	G474-B119	chol|ches	OL / CH+E+S	OL	FORTSETZEN	E1:A1:OL	EXPLICIT_CONTINUATION_OL	NO	G475-R110	4	2	INSTRUCTION	1. Weiter beziehe den Eintrag. 2. Nimm den Eintrag und wähle den Eintrag, auf Grad I.	Fortsetzung desselben Mikroregisters — 1. Weiter beziehe den Eintrag. 2. Nimm den Eintrag und wähle den Eintrag, auf Grad I.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	2
G475-B121	G474-B121	f89r	PHARMA	8	f89r1.13	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	G474-B120	otorain	OT+AIN	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R111	5	1	CATALOGUE	Droge »or« — Folgevermerk, Anteilsangabe.	Danach: nächster gleichrangiger Eintrag — Droge »or« — Folgevermerk, Anteilsangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B122	G474-B122	f89r	PHARMA	9	f89r1.14	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	G474-B121	okaiin|dan	OK+AIIN / AIN	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R112	6	1	INSTRUCTION	1. Setze den Mengenwert als Ansatz an. 2. Im selben Gang setze den Drogenanteil als Ansatz an.	Neuer sichtbarer Locus — 1. Setze den Mengenwert als Ansatz an. 2. Im selben Gang setze den Drogenanteil als Ansatz an.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B123	G474-B123	f89r	PHARMA	10	f89r1.24	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	G474-B122	ykocfhy	CH+LOCAL_CHAR_F+Y	CH	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R113	7	1	INSTRUCTION	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	Neuer sichtbarer Locus — Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B124	G474-B124	f89r	PHARMA	11	f89r1.25	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	G474-B123	saldam	AL+AM_ADDR	AL	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R114	8	1	CATALOGUE	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	Neuer sichtbarer Locus — Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B125	G474-B125	f89r	PHARMA	12	f89r1.26	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	G474-B124	sydarary	D_ADDR+AR+AR	D_ADDR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R115	9	1	CATALOGUE	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	Neuer sichtbarer Locus — Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B126	G474-B126	f89r	PHARMA	13	f89r1.27	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	G474-B125	yddy	Y+D_ADDR+Y	Y	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R116	10	1	COORDINATE	Adressspur: Drogenposten → hier → Drogenposten.	Neuer sichtbarer Locus — Adressspur: Drogenposten → hier → Drogenposten.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B127	G474-B127	f89r	PHARMA	14	f89r2.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	G474-B126	odory	OR+Y	OR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R117	11	1	CATALOGUE	Droge »od« — Einheitsangabe, Postenangabe.	Neuer sichtbarer Locus — Droge »od« — Einheitsangabe, Postenangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	2
G475-B128	G474-B128	f89r	PHARMA	15	f89r2.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	G474-B127	doly	OL+Y	OL	FORTSETZEN	E1:A1:OL	EXPLICIT_CONTINUATION_OL	NO	G475-R117	11	2	CATALOGUE	Droge »d« — Fortsetzungsvermerk, Postenangabe.	Fortsetzung desselben Mikroregisters — Droge »d« — Fortsetzungsvermerk, Postenangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	2
G475-B129	G474-B129	f89r	PHARMA	16	f89r2.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	G474-B128	opchosam	AM_ADDR	AM_ADDR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R118	12	1	CATALOGUE	Droge »opchos« — Hier-Vermerk.	Neuer sichtbarer Locus — Droge »opchos« — Hier-Vermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B130	G474-B130	f89r	PHARMA	17	f89r2.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	G474-B129	saloiinsheol	AL+SH+OL	AL	NONE	E1:A3:OL	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	YES	G475-R119	13	1	INSTRUCTION	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß.	Neuer sichtbarer Locus; Reihenfolge bleibt kartenintern — Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B131	G474-B131	f89r	PHARMA	18	f89r2.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	G474-B130	opcheor	O+P+CH+E+OR	O	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R120	14	1	INSTRUCTION	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	Neuer sichtbarer Locus — Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B132	G474-B132	f89r	PHARMA	19	f89r2.9	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	G474-B131	otold|y	OT+OL / Y	OT	DANACH	E1:A1:OT|E1:A2:OL	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R121	15	1	CATALOGUE	1. Droge »d« — Folgevermerk, Fortsetzungsvermerk. 2. Eintrag »y« — Postenangabe.	Danach: nächster gleichrangiger Eintrag — 1. Droge »d« — Folgevermerk, Fortsetzungsvermerk. 2. Eintrag »y« — Postenangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B133	G474-B133	f89r	PHARMA	20	f89r2.10	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	G474-B132	okol|shol|dy	OK+OL / SH+OL / Y	OK	NONE	E1:A2:OL|E2:A2:OL	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	YES	G475-R122	16	1	INSTRUCTION	1. Weiter setze den Eintrag als Ansatz an. 2. Weiter halte den Eintrag. 3. Im selben Gang halte den Drogenposten.	Neuer sichtbarer Locus; Reihenfolge bleibt kartenintern — 1. Weiter setze den Eintrag als Ansatz an. 2. Weiter halte den Eintrag. 3. Im selben Gang halte den Drogenposten.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B134	G474-B134	f89r	PHARMA	21	f89r2.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	G474-B133	opchoroiin	O+IIN	O	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R123	17	1	CATALOGUE	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	Neuer sichtbarer Locus — Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B135	G474-B135	f89r	PHARMA	22	f89r2.16	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	G474-B134	korainy	K+OR+AIN+Y	K	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R124	18	1	INSTRUCTION	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	Neuer sichtbarer Locus — Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B136	G474-B136	f89r	PHARMA	23	f89r2.17	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	G474-B135	sodar	S+O+DA+R	S	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R125	19	1	INSTRUCTION	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	Neuer sichtbarer Locus — Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B137	G474-B137	f89r	PHARMA	24	f89r2.18	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	G474-B136	cheys	Y+S	Y	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R126	20	1	INSTRUCTION	Wähle den Drogenposten.	Neuer sichtbarer Locus — Wähle den Drogenposten.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B138	G474-B138	f89r	PHARMA	25	f89r2.19	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	G474-B137	cheody	CH+E+O+Y	CH	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R127	21	1	INSTRUCTION	Nimm den Drogenposten, auf Grad I und als Ausführung.	Neuer sichtbarer Locus — Nimm den Drogenposten, auf Grad I und als Ausführung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B139	G474-B139	f89r	PHARMA	26	f89r2.20	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	G474-B138	oporain	AIN	AIN	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R128	22	1	CATALOGUE	Droge »opor« — Anteilsangabe.	Neuer sichtbarer Locus — Droge »opor« — Anteilsangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B140	G474-B140	f89r	PHARMA	27	f89r2.21	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	G474-B139	okshdchos	OK+SH	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R129	23	1	INSTRUCTION	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	Neuer sichtbarer Locus — Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B141	G474-B141	f89r	PHARMA	28	f89r2.29	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	G474-B140	okain	OK+AIN	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R130	24	1	INSTRUCTION	Setze den Drogenanteil als Ansatz an.	Neuer sichtbarer Locus — Setze den Drogenanteil als Ansatz an.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B142	G474-B142	f89r	PHARMA	29	f89r2.30	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	G474-B141	yorain	AIN	AIN	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R131	25	1	CATALOGUE	Droge »yor« — Anteilsangabe.	Neuer sichtbarer Locus — Droge »yor« — Anteilsangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B143	G474-B143	f89r	PHARMA	30	f89r2.31	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	G474-B142	ofakal	O+LOCAL_CHAR_F+AL	O	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R132	26	1	CATALOGUE	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	Neuer sichtbarer Locus — Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B144	G474-B144	f89r	PHARMA	31	f89r2.32	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	G474-B143	otalsy	OT+AL+Y	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R133	27	1	COORDINATE	Adressspur: danach → Zielgefäß → Drogenposten.	Danach: nächster gleichrangiger Eintrag — Adressspur: danach → Zielgefäß → Drogenposten.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B145	G474-B145	f89r	PHARMA	32	f89r2.33	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	G474-B144	ytarem	AR	AR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R134	28	1	CATALOGUE	Droge »yt« / Droge »em« — Ausgangszuordnung.	Neuer sichtbarer Locus — Droge »yt« / Droge »em« — Ausgangszuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B146	G474-B146	f89r	PHARMA	33	f89r2.34	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	G474-B145	otolarol	OT+OL+AR+OL	OT	DANACH	E1:A1:OT|E1:A2:OL|E1:A4:OL	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R135	29	1	COORDINATE	Adressspur: danach → weiter → Ausgangsgefäß → weiter.	Danach: nächster gleichrangiger Eintrag — Adressspur: danach → weiter → Ausgangsgefäß → weiter.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
