changed_event_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	sigla_card_ids	source_clause_de	target_clause_de	source_roundtrip_de	guard
363	G407-E2706	G407-S392	f77r	BIOLOGICAL	saiisol	S+A_ADDR+IIN+S+OL	GDT576-C02	Weiter: wähle denselben Stationsposten und wähle ihn; an der bezeichneten Stelle; auf der bezeichneten Stufe.	Weiter: wähle denselben Stationsposten und wähle ihn; an der A-Stelle; auf der bezeichneten Stufe.	Weiter: wähle denselben Stationsposten und wähle ihn; an der bezeichneten Stelle; auf der bezeichneten Stufe.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
364	G407-E2708	G407-S392	f77r	BIOLOGICAL	dalo	D_ADDR+AL+O	GDT576-C01	Im laufenden Gang wähle denselben Stationsposten; zur Zielstation; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang wähle denselben Stationsposten; zur Zielstation; als Ausführung; an der D-Stelle.	Im laufenden Gang wähle denselben Stationsposten; zur Zielstation; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
365	G407-E2711	G407-S392	f77r	BIOLOGICAL	dalo	D_ADDR+AL+O	GDT576-C01	Im laufenden Gang markiere denselben Stationsposten; zur Zielstation; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang markiere denselben Stationsposten; zur Zielstation; als Ausführung; an der D-Stelle.	Im laufenden Gang markiere denselben Stationsposten; zur Zielstation; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
366	G407-E2719	G407-S396	f81r	BIOLOGICAL	ofshdy	O+LOCAL_CHAR_F+SH+D_ADDR+Y	GDT576-C05|GDT576-C01	Halte den Stationsposten; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Halte den Stationsposten; als Ausführung; bei der f-Kennmarke und an der D-Stelle.	Halte den Stationsposten; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
367	G407-E2731	G407-S396	f81r	BIOLOGICAL	chees	SH+EE+S_ADDR	GDT576-C04	Halte denselben Stationsposten; auf Grad II; an der bezeichneten Stelle.	Halte denselben Stationsposten; auf Grad II; an der S-Stelle.	Halte denselben Stationsposten; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
368	G407-E2737	G407-S397	f81r	BIOLOGICAL	dchedy	D_ADDR+CHD+Y	GDT576-C01	Bearbeite den Stationsposten; an der bezeichneten Stelle.	Bearbeite den Stationsposten; an der D-Stelle.	Bearbeite den Stationsposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
369	G407-E2742	G407-S397	f81r	BIOLOGICAL	ykeedy	Y+K+EE+D_ADDR+Y	GDT576-C01	Führe den äußeren Stationsposten und den inneren Stationsposten zu; auf Grad II; an der bezeichneten Stelle.	Führe den äußeren Stationsposten und den inneren Stationsposten zu; auf Grad II; an der D-Stelle.	Führe den äußeren Stationsposten und den inneren Stationsposten zu; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
370	G407-E2760	G407-S397	f81r	BIOLOGICAL	dshees	D_ADDR+SH+EE+S	GDT576-C01	Halte denselben Stationsposten und wähle ihn; auf Grad II; an der bezeichneten Stelle.	Halte denselben Stationsposten und wähle ihn; auf Grad II; an der D-Stelle.	Halte denselben Stationsposten und wähle ihn; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
371	G407-E2791	G407-S406	f81r	BIOLOGICAL	dchol	D_ADDR+OL	GDT576-C01	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; an der D-Stelle.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
372	G407-E2805	G407-S411	f81r	BIOLOGICAL	cheedy	CH+EE+D_ADDR+Y	GDT576-C01	Entnimm den Stationsposten; auf Grad II; an der bezeichneten Stelle.	Entnimm den Stationsposten; auf Grad II; an der D-Stelle.	Entnimm den Stationsposten; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
373	G407-E2831	G407-S424	f81r	BIOLOGICAL	olam	OL+AM_ADDR	GDT576-C03	Weiter im laufenden Gang: bearbeite denselben Stationsposten; an der bezeichneten Stelle.	Weiter im laufenden Gang: bearbeite denselben Stationsposten; an der AM-Stelle.	Weiter im laufenden Gang: bearbeite denselben Stationsposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
374	G407-E2836	G407-S424	f81r	BIOLOGICAL	odaiin	O+D_ADDR+AIIN	GDT576-C01	Im laufenden Gang setze den Stationswert im Stationsgang an; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang setze den Stationswert im Stationsgang an; als Ausführung; an der D-Stelle.	Im laufenden Gang setze den Stationswert im Stationsgang an; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
375	G407-E2865	G407-S426	f81r	BIOLOGICAL	qotaldar	OT+AL+D_ADDR+AR	GDT576-C01	Danach im laufenden Gang: entnimm denselben Stationsposten; zur Zielstation; an der bezeichneten Stelle; von der Ausgangsstation.	Danach im laufenden Gang: entnimm denselben Stationsposten; zur Zielstation; an der D-Stelle; von der Ausgangsstation.	Danach im laufenden Gang: entnimm denselben Stationsposten; zur Zielstation; an der bezeichneten Stelle; von der Ausgangsstation.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
376	G407-E2882	G407-S430	f81r	BIOLOGICAL	qcthdys	CH+T+D_ADDR+Y+S	GDT576-C01	Entnimm den Stationsposten, stelle ihn ein und wähle ihn; an der bezeichneten Stelle.	Entnimm den Stationsposten, stelle ihn ein und wähle ihn; an der D-Stelle.	Entnimm den Stationsposten, stelle ihn ein und wähle ihn; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
377	G407-E2887	G407-S432	f81r	BIOLOGICAL	dol	D_ADDR+OL	GDT576-C01	Weiter im laufenden Gang: führe denselben Stationsposten zu; an der bezeichneten Stelle.	Weiter im laufenden Gang: führe denselben Stationsposten zu; an der D-Stelle.	Weiter im laufenden Gang: führe denselben Stationsposten zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
378	G407-E2912	G407-S436	f81r	BIOLOGICAL	olkshdy	OL+K+SH+D_ADDR+Y	GDT576-C01	Weiter: führe den Stationsposten zu und halte ihn; an der bezeichneten Stelle.	Weiter: führe den Stationsposten zu und halte ihn; an der D-Stelle.	Weiter: führe den Stationsposten zu und halte ihn; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
379	G407-E2923	G407-S440	f81r	BIOLOGICAL	oraiiin	OR+LOCAL_CHAR_I+AIIN	GDT576-C08	Im laufenden Gang wähle die Stationseinheit und den Stationswert; mit der lokalen Variante.	Im laufenden Gang wähle die Stationseinheit und den Stationswert; mit der i-Variante.	Im laufenden Gang wähle die Stationseinheit und den Stationswert; mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
380	G407-E2929	G407-S442	f81v	BIOLOGICAL	dar	D_ADDR+AR	GDT576-C01	Im laufenden Gang führe denselben Stationsposten zu; von der Ausgangsstation; an der bezeichneten Stelle.	Im laufenden Gang führe denselben Stationsposten zu; von der Ausgangsstation; an der D-Stelle.	Im laufenden Gang führe denselben Stationsposten zu; von der Ausgangsstation; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
381	G407-E2934	G407-S443	f81v	BIOLOGICAL	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+L+SH+E+K+Y	GDT576-C05|GDT576-C02	Halte den Stationsposten und führe ihn zu; über die sichtbare Verbindung; als Ausführung und auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	Halte den Stationsposten und führe ihn zu; über die sichtbare Verbindung; als Ausführung und auf Grad I; bei der f-Kennmarke und an der A-Stelle.	Halte den Stationsposten und führe ihn zu; über die sichtbare Verbindung; als Ausführung und auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
382	G407-E2951	G407-S446	f81v	BIOLOGICAL	dykain	D_ADDR+Y+K+AIN	GDT576-C01	Führe den Stationsposten und den Stationsanteil zu; an der bezeichneten Stelle.	Führe den Stationsposten und den Stationsanteil zu; an der D-Stelle.	Führe den Stationsposten und den Stationsanteil zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
383	G407-E2999	G407-S452	f81v	BIOLOGICAL	qolkeedy	OL+K+EE+D_ADDR+Y	GDT576-C01	Weiter: führe den Stationsposten zu; auf Grad II; an der bezeichneten Stelle.	Weiter: führe den Stationsposten zu; auf Grad II; an der D-Stelle.	Weiter: führe den Stationsposten zu; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
384	G407-E3001	G407-S452	f81v	BIOLOGICAL	dkain	D_ADDR+K+AIN	GDT576-C01	Führe den Stationsanteil zu; an der bezeichneten Stelle.	Führe den Stationsanteil zu; an der D-Stelle.	Führe den Stationsanteil zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
385	G407-E3013	G407-S455	f81v	BIOLOGICAL	ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	GDT576-C02|GDT576-C01	Halte den Stationsposten und stelle ihn ein; auf Grad II; an der bezeichneten Stelle und an der bezeichneten Stelle.	Halte den Stationsposten und stelle ihn ein; auf Grad II; an der A-Stelle und an der D-Stelle.	Halte den Stationsposten und stelle ihn ein; auf Grad II; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
386	G407-E3019	G407-S458	f81v	BIOLOGICAL	dairam	D_ADDR+AIR+A_ADDR+AM_ADDR	GDT576-C01|GDT576-C02|GDT576-C03	Im laufenden Gang halte denselben Stationsposten; entlang der Stationsbahn; an der bezeichneten Stelle, an der bezeichneten Stelle und an der bezeichneten Stelle.	Im laufenden Gang halte denselben Stationsposten; entlang der Stationsbahn; an der D-Stelle, an der A-Stelle und an der AM-Stelle.	Im laufenden Gang halte denselben Stationsposten; entlang der Stationsbahn; an der bezeichneten Stelle, an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
387	G407-E3030	G407-S458	f81v	BIOLOGICAL	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	GDT576-C01|GDT576-C01	Weiter: halte den Stationsposten; an der bezeichneten Stelle und an der bezeichneten Stelle.	Weiter: halte den Stationsposten; an der D-Stelle und an der D-Stelle.	Weiter: halte den Stationsposten; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
388	G407-E3037	G407-S461	f81v	BIOLOGICAL	chetedy	CH+E+T+E+D_ADDR+Y	GDT576-C01	Entnimm den Stationsposten und stelle ihn ein; auf Grad I und auf Grad I; an der bezeichneten Stelle.	Entnimm den Stationsposten und stelle ihn ein; auf Grad I und auf Grad I; an der D-Stelle.	Entnimm den Stationsposten und stelle ihn ein; auf Grad I und auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
389	G407-E3038	G407-S461	f81v	BIOLOGICAL	lkedey	L+K+E+D_ADDR+E+Y	GDT576-C01	Führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad I und auf Grad I; an der bezeichneten Stelle.	Führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad I und auf Grad I; an der D-Stelle.	Führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad I und auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
390	G407-E3041	G407-S462	f81v	BIOLOGICAL	dchsed	D_ADDR+CH+S+E+D_ADDR	GDT576-C01|GDT576-C01	Entnimm denselben Stationsposten und wähle ihn; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	Entnimm denselben Stationsposten und wähle ihn; auf Grad I; an der D-Stelle und an der D-Stelle.	Entnimm denselben Stationsposten und wähle ihn; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
391	G407-E3044	G407-S464	f81v	BIOLOGICAL	dar	D_ADDR+AR	GDT576-C01	Im laufenden Gang stelle denselben Stationsposten ein; von der Ausgangsstation; an der bezeichneten Stelle.	Im laufenden Gang stelle denselben Stationsposten ein; von der Ausgangsstation; an der D-Stelle.	Im laufenden Gang stelle denselben Stationsposten ein; von der Ausgangsstation; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
392	G407-E3050	G407-S466	f81v	BIOLOGICAL	ykeedy	Y+K+EE+D_ADDR+Y	GDT576-C01	Führe den äußeren Stationsposten und den inneren Stationsposten zu; auf Grad II; an der bezeichneten Stelle.	Führe den äußeren Stationsposten und den inneren Stationsposten zu; auf Grad II; an der D-Stelle.	Führe den äußeren Stationsposten und den inneren Stationsposten zu; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
393	G407-E3054	G407-S467	f81v	BIOLOGICAL	qokeed	OK+EE+D_ADDR	GDT576-C01	Setze denselben Stationswert im Stationsgang an; auf Grad II; an der bezeichneten Stelle.	Setze denselben Stationswert im Stationsgang an; auf Grad II; an der D-Stelle.	Setze denselben Stationswert im Stationsgang an; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
394	G407-E3061	G407-S468	f81v	BIOLOGICAL	salshcthdy	S+A_ADDR+L+SH+CH+T+D_ADDR+Y	GDT576-C02|GDT576-C01	Wähle den Stationsposten, halte ihn, entnimm ihn und stelle ihn ein; über die sichtbare Verbindung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Wähle den Stationsposten, halte ihn, entnimm ihn und stelle ihn ein; über die sichtbare Verbindung; an der A-Stelle und an der D-Stelle.	Wähle den Stationsposten, halte ihn, entnimm ihn und stelle ihn ein; über die sichtbare Verbindung; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
395	G407-E3062	G407-S468	f81v	BIOLOGICAL	qofchedy	CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y	GDT576-C05	Bearbeite den Stationsposten; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	Bearbeite den Stationsposten; als neuen Einsatz und als Ausführung; bei der f-Kennmarke.	Bearbeite den Stationsposten; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
396	G407-E3068	G407-S469	f81v	BIOLOGICAL	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	GDT576-C01	Im laufenden Gang halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der bezeichneten Stelle.	Im laufenden Gang halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der D-Stelle.	Im laufenden Gang halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
397	G407-E3071	G407-S469	f81v	BIOLOGICAL	rshdy	R+SH+D_ADDR+Y	GDT576-C01	Markiere den Stationsposten und halte ihn; an der bezeichneten Stelle.	Markiere den Stationsposten und halte ihn; an der D-Stelle.	Markiere den Stationsposten und halte ihn; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
398	G407-E3073	G407-S470	f81v	BIOLOGICAL	dar	D_ADDR+AR	GDT576-C01	Im laufenden Gang halte denselben Stationsposten; von der Ausgangsstation; an der bezeichneten Stelle.	Im laufenden Gang halte denselben Stationsposten; von der Ausgangsstation; an der D-Stelle.	Im laufenden Gang halte denselben Stationsposten; von der Ausgangsstation; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
399	G407-E3100	G407-S478	f81v	BIOLOGICAL	dedy	D_ADDR+E+DY	GDT576-C01	Im laufenden Gang: Führe denselben Stationsposten zu; an der bezeichneten Stelle; auf Grad I; schließe den Schritt.	Im laufenden Gang: Führe denselben Stationsposten zu; an der D-Stelle; auf Grad I; schließe den Schritt.	Im laufenden Gang: Führe denselben Stationsposten zu; an der bezeichneten Stelle; auf Grad I; schließe den Schritt.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
400	G407-E3103	G407-S479	f81v	BIOLOGICAL	dol	D_ADDR+OL	GDT576-C01	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; an der D-Stelle.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
401	G407-E3129	G407-S485	f81v	BIOLOGICAL	salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	GDT576-C01	Wähle den Stationsposten, entnimm ihn, stelle ihn ein und stelle ihn ein; zur Zielstation und von der Ausgangsstation; auf Grad I; an der bezeichneten Stelle.	Wähle den Stationsposten, entnimm ihn, stelle ihn ein und stelle ihn ein; zur Zielstation und von der Ausgangsstation; auf Grad I; an der D-Stelle.	Wähle den Stationsposten, entnimm ihn, stelle ihn ein und stelle ihn ein; zur Zielstation und von der Ausgangsstation; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
402	G407-E3136	G407-S486	f81v	BIOLOGICAL	dchedy	D_ADDR+CHD+Y	GDT576-C01	Bearbeite den Stationsposten; an der bezeichneten Stelle.	Bearbeite den Stationsposten; an der D-Stelle.	Bearbeite den Stationsposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
403	G407-E3138	G407-S486	f81v	BIOLOGICAL	olcthdy	OL+CH+T+D_ADDR+Y	GDT576-C01	Weiter: entnimm den Stationsposten und stelle ihn ein; an der bezeichneten Stelle.	Weiter: entnimm den Stationsposten und stelle ihn ein; an der D-Stelle.	Weiter: entnimm den Stationsposten und stelle ihn ein; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
404	G407-E3144	G407-S487	f81v	BIOLOGICAL	cheedy	CH+EE+D_ADDR+Y	GDT576-C01	Entnimm den Stationsposten; auf Grad II; an der bezeichneten Stelle.	Entnimm den Stationsposten; auf Grad II; an der D-Stelle.	Entnimm den Stationsposten; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
405	G407-E3177	G407-S495	f82r	BIOLOGICAL	qosheedy	CARRIER_Q+O+SH+EE+D_ADDR+Y	GDT576-C01	Halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der bezeichneten Stelle.	Halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der D-Stelle.	Halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
406	G407-E3185	G407-S495	f82r	BIOLOGICAL	dchedy	D_ADDR+CHD+Y	GDT576-C01	Bearbeite den Stationsposten; an der bezeichneten Stelle.	Bearbeite den Stationsposten; an der D-Stelle.	Bearbeite den Stationsposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
407	G407-E3245	G407-S507	f82r	BIOLOGICAL	chkedy	CH+K+E+D_ADDR+Y	GDT576-C01	Entnimm den Stationsposten und führe ihn zu; auf Grad I; an der bezeichneten Stelle.	Entnimm den Stationsposten und führe ihn zu; auf Grad I; an der D-Stelle.	Entnimm den Stationsposten und führe ihn zu; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
408	G407-E3247	G407-S507	f82r	BIOLOGICAL	dairchey	D_ADDR+AIR+CH+E+Y	GDT576-C01	Entnimm den Stationsposten; entlang der Stationsbahn; auf Grad I; an der bezeichneten Stelle.	Entnimm den Stationsposten; entlang der Stationsbahn; auf Grad I; an der D-Stelle.	Entnimm den Stationsposten; entlang der Stationsbahn; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
409	G407-E3252	G407-S509	f82r	BIOLOGICAL	qotedor	OT+E+D_ADDR+OR	GDT576-C01	Danach im laufenden Gang: setze die Stationseinheit ein; auf Grad I; an der bezeichneten Stelle.	Danach im laufenden Gang: setze die Stationseinheit ein; auf Grad I; an der D-Stelle.	Danach im laufenden Gang: setze die Stationseinheit ein; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
410	G407-E3256	G407-S509	f82r	BIOLOGICAL	kam	K+AM_ADDR	GDT576-C03	Führe denselben Stationsposten zu; an der bezeichneten Stelle.	Führe denselben Stationsposten zu; an der AM-Stelle.	Führe denselben Stationsposten zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
411	G407-E3258	G407-S510	f82r	BIOLOGICAL	qodched	CARRIER_Q+O+D_ADDR+CHD	GDT576-C01	Bearbeite denselben Stationsposten; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	Bearbeite denselben Stationsposten; als neuen Einsatz und als Ausführung; an der D-Stelle.	Bearbeite denselben Stationsposten; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
412	G407-E3260	G407-S510	f82r	BIOLOGICAL	dar	D_ADDR+AR	GDT576-C01	Im laufenden Gang bearbeite denselben Stationsposten; von der Ausgangsstation; an der bezeichneten Stelle.	Im laufenden Gang bearbeite denselben Stationsposten; von der Ausgangsstation; an der D-Stelle.	Im laufenden Gang bearbeite denselben Stationsposten; von der Ausgangsstation; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
413	G407-E3278	G407-S513	f82r	BIOLOGICAL	deeedy	D_ADDR+EEE+D_ADDR+Y	GDT576-C01|GDT576-C01	Im laufenden Gang setze den Stationsposten im Stationsgang an; auf Grad III; an der bezeichneten Stelle und an der bezeichneten Stelle.	Im laufenden Gang setze den Stationsposten im Stationsgang an; auf Grad III; an der D-Stelle und an der D-Stelle.	Im laufenden Gang setze den Stationsposten im Stationsgang an; auf Grad III; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
414	G407-E3286	G407-S518	f82r	BIOLOGICAL	lkeedy	L+K+EE+D_ADDR+Y	GDT576-C01	Führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	Führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad II; an der D-Stelle.	Führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
415	G407-E3302	G407-S521	f82r	BIOLOGICAL	ra	R+A_ADDR	GDT576-C02	Markiere denselben Stationsposten; an der bezeichneten Stelle.	Markiere denselben Stationsposten; an der A-Stelle.	Markiere denselben Stationsposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
416	G407-E3303	G407-S521	f82r	BIOLOGICAL	dam	DA+AM_ADDR	GDT576-C03	Im laufenden Gang markiere denselben Stationsposten; auf der zweiten Stufe; an der bezeichneten Stelle.	Im laufenden Gang markiere denselben Stationsposten; auf der zweiten Stufe; an der AM-Stelle.	Im laufenden Gang markiere denselben Stationsposten; auf der zweiten Stufe; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
417	G407-E3309	G407-S523	f82r	BIOLOGICAL	lteedy	L+T+EE+D_ADDR+Y	GDT576-C01	Stelle den Stationsposten ein; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	Stelle den Stationsposten ein; über die sichtbare Verbindung; auf Grad II; an der D-Stelle.	Stelle den Stationsposten ein; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
418	G407-E3329	G407-S527	f82r	BIOLOGICAL	posalshy	P+O+S+A_ADDR+L+SH+Y	GDT576-C02	Setze den Stationsposten ein, wähle ihn und halte ihn; über die sichtbare Verbindung; als Ausführung; an der bezeichneten Stelle.	Setze den Stationsposten ein, wähle ihn und halte ihn; über die sichtbare Verbindung; als Ausführung; an der A-Stelle.	Setze den Stationsposten ein, wähle ihn und halte ihn; über die sichtbare Verbindung; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
419	G407-E3334	G407-S529	f82r	BIOLOGICAL	keeedy	K+EEE+D_ADDR+Y	GDT576-C01	Führe den Stationsposten zu; auf Grad III; an der bezeichneten Stelle.	Führe den Stationsposten zu; auf Grad III; an der D-Stelle.	Führe den Stationsposten zu; auf Grad III; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
420	G407-E3341	G407-S531	f82r	BIOLOGICAL	salshey	S+A_ADDR+L+SH+E+Y	GDT576-C02	Wähle den Stationsposten und halte ihn; über die sichtbare Verbindung; auf Grad I; an der bezeichneten Stelle.	Wähle den Stationsposten und halte ihn; über die sichtbare Verbindung; auf Grad I; an der A-Stelle.	Wähle den Stationsposten und halte ihn; über die sichtbare Verbindung; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
