root	atomic_value_de	owner_class	owner_item	owner_target	owner_source	owner_run	owner_set	owner_result	spoken_owner_expansion_de	apprentice_command_de	register_evidence	observed_or_training	root_meaning_changed	concrete_noun_supplied_by_owner	caution_de
TY	TEIL	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	Teil von der aktuelle Pflanzenposten	Unter PLANT_BATCH: Teil von der aktuelle Pflanzenposten.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
TY	TEIL	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	Teil von die aktuelle Beckencharge	Unter BASIN_STATION: Teil von die aktuelle Beckencharge.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
TY	TEIL	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	Teil von der aktuelle Tuchposten	Unter CLOTH_FILTER: Teil von der aktuelle Tuchposten.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
TY	TEIL	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	Teil von der aktuelle Tabellenwert	Unter CELESTIAL_TABLE: Teil von der aktuelle Tabellenwert.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
TY	TEIL	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	Teil von das aktuelle Werkstück	Unter GENERIC_WORKPIECE: Teil von das aktuelle Werkstück.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SH	HALTEN	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	der aktuelle Pflanzenposten halten	Unter PLANT_BATCH: der aktuelle Pflanzenposten halten.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SH	HALTEN	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	die aktuelle Beckencharge halten	Unter BASIN_STATION: die aktuelle Beckencharge halten.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SH	HALTEN	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	der aktuelle Tuchposten halten	Unter CLOTH_FILTER: der aktuelle Tuchposten halten.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SH	HALTEN	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	der aktuelle Tabellenwert halten	Unter CELESTIAL_TABLE: der aktuelle Tabellenwert halten.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SH	HALTEN	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	das aktuelle Werkstück halten	Unter GENERIC_WORKPIECE: das aktuelle Werkstück halten.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CHEEY	SICHTBARES_ERGEBNIS	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	der sichtbare Auszug	Unter PLANT_BATCH: der sichtbare Auszug.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	Klarauszug oder Tabellenablesung
CHEEY	SICHTBARES_ERGEBNIS	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	der sichtbare Ablaufzustand	Unter BASIN_STATION: der sichtbare Ablaufzustand.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	Klarauszug oder Tabellenablesung
CHEEY	SICHTBARES_ERGEBNIS	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	das sichtbare Filtrat	Unter CLOTH_FILTER: das sichtbare Filtrat.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	Klarauszug oder Tabellenablesung
CHEEY	SICHTBARES_ERGEBNIS	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	der sichtbare Ablesewert	Unter CELESTIAL_TABLE: der sichtbare Ablesewert.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	Klarauszug oder Tabellenablesung
CHEEY	SICHTBARES_ERGEBNIS	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	das sichtbare Arbeitsergebnis	Unter GENERIC_WORKPIECE: das sichtbare Arbeitsergebnis.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	Klarauszug oder Tabellenablesung
