dy_ordinal	cohort	event_id	source_event_id	statement_id	physical_page	register	card_ordinal_in_statement	statement_event_count	distance_to_statement_end	surface	recipe	dy_occurrence_in_recipe	dy_atom_position	recipe_atom_count	dy_recipe_terminal	closure_scope	statement_end_mode	explicit_action_roots	current_reading_de	successor_event_id	successor_surface	successor_recipe	successor_reading_de	successor_inherited_action_source_event_id	successor_inherited_argument_source_event_id	guard
357	OLD26_GDT407	G407-E2806	G404-E0393	G407-S411	f81r	BIOLOGICAL	4	4	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
358	OLD26_GDT407	G407-E2807	G404-E0394	G407-S412	f81r	BIOLOGICAL	1	1	0	otedy	OT+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
359	OLD26_GDT407	G407-E2808	G404-E0395	G407-S413	f81r	BIOLOGICAL	1	1	0	polchdy	P+OL+CHD+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	P|CHD	EINSETZEN · FORTSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
360	OLD26_GDT407	G407-E2811	G404-E0398	G407-S414	f81r	BIOLOGICAL	3	3	0	olpchedy	OL+P+CHD+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	P|CHD	FORTSETZEN · EINSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
361	OLD26_GDT407	G407-E2816	G404-E0403	G407-S415	f81r	BIOLOGICAL	5	5	0	okeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
362	OLD26_GDT407	G407-E2818	G404-E0405	G407-S416	f81r	BIOLOGICAL	2	2	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
363	OLD26_GDT407	G407-E2821	G404-E0408	G407-S417	f81r	BIOLOGICAL	3	3	0	osheedy	O+SH+EE+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	AUSFÜHRUNG · HALTEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
364	OLD26_GDT407	G407-E2822	G404-E0409	G407-S418	f81r	BIOLOGICAL	1	1	0	shedy	SH+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
365	OLD26_GDT407	G407-E2824	G404-E0411	G407-S419	f81r	BIOLOGICAL	2	2	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
366	OLD26_GDT407	G407-E2825	G404-E0412	G407-S420	f81r	BIOLOGICAL	1	1	0	okeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
367	OLD26_GDT407	G407-E2827	G404-E0414	G407-S421	f81r	BIOLOGICAL	2	2	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
368	OLD26_GDT407	G407-E2828	G404-E0415	G407-S422	f81r	BIOLOGICAL	1	1	0	sheedy	SH+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
369	OLD26_GDT407	G407-E2830	G404-E0417	G407-S423	f81r	BIOLOGICAL	2	2	0	qoteedy	OT+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
370	OLD26_GDT407	G407-E2839	G404-E0426	G407-S424	f81r	BIOLOGICAL	9	9	0	dshedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
371	OLD26_GDT407	G407-E2862	G404-E0449	G407-S425	f81r	BIOLOGICAL	23	23	0	ody	O+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
372	OLD26_GDT407	G407-E2866	G404-E0453	G407-S426	f81r	BIOLOGICAL	4	4	0	otedy	OT+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
373	OLD26_GDT407	G407-E2869	G404-E0456	G407-S427	f81r	BIOLOGICAL	3	3	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
374	OLD26_GDT407	G407-E2876	G404-E0463	G407-S428	f81r	BIOLOGICAL	7	7	0	pchedy	P+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	P|CHD	EINSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
375	OLD26_GDT407	G407-E2881	G404-E0468	G407-S429	f81r	BIOLOGICAL	5	5	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
376	OLD26_GDT407	G407-E2885	G404-E0472	G407-S430	f81r	BIOLOGICAL	4	4	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
377	OLD26_GDT407	G407-E2886	G404-E0473	G407-S431	f81r	BIOLOGICAL	1	1	0	olkedy	OL+K+E+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	K	FORTSETZEN · GEBEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
378	OLD26_GDT407	G407-E2889	G404-E0476	G407-S432	f81r	BIOLOGICAL	3	3	0	qokesdy	OK+E+S+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK|S	SETZEN · GRAD I · WÄHLEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
379	OLD26_GDT407	G407-E2897	G404-E0484	G407-S433	f81r	BIOLOGICAL	8	8	0	sheedy	SH+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
380	OLD26_GDT407	G407-E2906	G404-E0493	G407-S434	f81r	BIOLOGICAL	9	9	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
381	OLD26_GDT407	G407-E2907	G404-E0494	G407-S435	f81r	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
382	OLD26_GDT407	G407-E2914	G404-E0501	G407-S436	f81r	BIOLOGICAL	7	7	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
383	OLD26_GDT407	G407-E2916	G404-E0503	G407-S437	f81r	BIOLOGICAL	2	2	0	lchedy	L+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
384	OLD26_GDT407	G407-E2917	G404-E0504	G407-S438	f81r	BIOLOGICAL	1	1	0	shedy	SH+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
385	OLD26_GDT407	G407-E2919	G404-E0506	G407-S439	f81r	BIOLOGICAL	2	2	0	olkedy	OL+K+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	FORTSETZEN · GEBEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
386	OLD26_GDT407	G407-E2926	P912-E0860	G407-S441	f81v	BIOLOGICAL	3	3	0	keedy	K+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	GEBEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
387	OLD26_GDT407	G407-E2931	P912-E0865	G407-S442	f81v	BIOLOGICAL	5	5	0	pchedy	P+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	P|CHD	EINSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
388	OLD26_GDT407	G407-E2935	P912-E0869	G407-S443	f81v	BIOLOGICAL	4	4	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
389	OLD26_GDT407	G407-E2949	P912-E0883	G407-S444	f81v	BIOLOGICAL	14	14	0	olkeedy	OL+K+EE+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	FORTSETZEN · GEBEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
390	OLD26_GDT407	G407-E2950	P912-E0884	G407-S445	f81v	BIOLOGICAL	1	1	0	okedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
391	OLD26_GDT407	G407-E2955	P912-E0889	G407-S446	f81v	BIOLOGICAL	5	5	0	oldy	OL+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	FORTSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
392	OLD26_GDT407	G407-E2970	P912-E0904	G407-S447	f81v	BIOLOGICAL	15	15	0	okeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
393	OLD26_GDT407	G407-E2985	P912-E0919	G407-S448	f81v	BIOLOGICAL	15	15	0	daldy	AL+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	ZIELORT · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
394	OLD26_GDT407	G407-E2993	P912-E0927	G407-S449	f81v	BIOLOGICAL	8	8	0	schedy	CHD+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
395	OLD26_GDT407	G407-E2997	P912-E0931	G407-S450	f81v	BIOLOGICAL	4	4	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
396	OLD26_GDT407	G407-E2998	P912-E0932	G407-S451	f81v	BIOLOGICAL	1	1	0	sheedy	SH+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
397	OLD26_GDT407	G407-E3002	P912-E0936	G407-S452	f81v	BIOLOGICAL	4	4	0	cphedy	CH+P+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CH|P	NEHMEN · EINSETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
398	OLD26_GDT407	G407-E3003	P912-E0937	G407-S453	f81v	BIOLOGICAL	1	1	0	oldy	OL+DY	1	2	2	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	FORTSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
399	OLD26_GDT407	G407-E3011	P912-E0945	G407-S454	f81v	BIOLOGICAL	8	8	0	daiidy	DA+IIN+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	ZWEITE STUFE · STUFE · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
400	OLD26_GDT407	G407-E3015	P912-E0949	G407-S455	f81v	BIOLOGICAL	4	4	0	okeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
401	OLD26_GDT407	G407-E3016	P912-E0950	G407-S456	f81v	BIOLOGICAL	1	1	0	otedy	OT+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
402	OLD26_GDT407	G407-E3017	P912-E0951	G407-S457	f81v	BIOLOGICAL	1	1	0	okshedy	OK+SH+E+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK|SH	SETZEN · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
403	OLD26_GDT407	G407-E3034	P912-E0968	G407-S458	f81v	BIOLOGICAL	17	17	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
404	OLD26_GDT407	G407-E3035	P912-E0969	G407-S459	f81v	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
405	OLD26_GDT407	G407-E3036	P912-E0970	G407-S460	f81v	BIOLOGICAL	1	1	0	ytedy	Y+T+E+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	T	AKTIVER POSTEN · EINSTELLEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
406	OLD26_GDT407	G407-E3039	P912-E0973	G407-S461	f81v	BIOLOGICAL	3	3	0	ytedy	Y+T+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	T	AKTIVER POSTEN · EINSTELLEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
407	OLD26_GDT407	G407-E3042	P912-E0976	G407-S462	f81v	BIOLOGICAL	3	3	0	ytedy	Y+T+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	T	AKTIVER POSTEN · EINSTELLEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
408	OLD26_GDT407	G407-E3043	P912-E0977	G407-S463	f81v	BIOLOGICAL	1	1	0	ytedy	Y+T+E+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	T	AKTIVER POSTEN · EINSTELLEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
409	OLD26_GDT407	G407-E3047	P912-E0981	G407-S464	f81v	BIOLOGICAL	4	4	0	ykedy	Y+K+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	AKTIVER POSTEN · GEBEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
410	OLD26_GDT407	G407-E3049	P912-E0983	G407-S465	f81v	BIOLOGICAL	2	2	0	dshedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
411	OLD26_GDT407	G407-E3053	P912-E0987	G407-S466	f81v	BIOLOGICAL	4	4	0	okedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
412	OLD26_GDT407	G407-E3055	P912-E0989	G407-S467	f81v	BIOLOGICAL	2	2	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
413	OLD26_GDT407	G407-E3067	P912-E1001	G407-S468	f81v	BIOLOGICAL	12	12	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
414	OLD26_GDT407	G407-E3072	P912-E1006	G407-S469	f81v	BIOLOGICAL	5	5	0	lshedy	L+SH+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	VERBINDUNG · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
415	OLD26_GDT407	G407-E3076	P912-E1010	G407-S470	f81v	BIOLOGICAL	4	4	0	sshkchdy	SH+K+CHD+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH|K|CHD	HALTEN · GEBEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
416	OLD26_GDT407	G407-E3079	P912-E1013	G407-S471	f81v	BIOLOGICAL	3	3	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
417	OLD26_GDT407	G407-E3080	P912-E1014	G407-S472	f81v	BIOLOGICAL	1	1	0	qolchedy	OL+CHD+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CHD	FORTSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
418	OLD26_GDT407	G407-E3085	P912-E1019	G407-S473	f81v	BIOLOGICAL	5	5	0	qokchdy	OK+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK|CHD	SETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
419	OLD26_GDT407	G407-E3090	P912-E1024	G407-S474	f81v	BIOLOGICAL	5	5	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
420	OLD26_GDT407	G407-E3091	P912-E1025	G407-S475	f81v	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
