unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	content_unit_id	medical_master_frame	nonmedical_master_frame	formal_reading_changed	surface_changed
373	BIOLOGICAL_PROSE	f83r	B6-S001	E373	solkeey	B6_RIGHT_S_RUN_MULTIPORT_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: länger sammeln.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	Richte den rechten Mehrarmknoten ohne Kochen ein, benutze die erste Öffnung, bemesse den Posten, führe ihn durch Tuch und gebrauche die gefilterte Portion an der bezeichneten Stelle.	Richte den Mehrarmknoten ohne Kochen ein, wähle die erste Öffnung, bemesse, führe durch Tuch und gib die gefilterte Portion an die Zielstation.	NO	NO
374	BIOLOGICAL_PROSE	f83r	B6-S001	E374	qekey	B6_RIGHT_S_RUN_MULTIPORT_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: aktuellen Posten kurz bearbeiten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	Richte den rechten Mehrarmknoten ohne Kochen ein, benutze die erste Öffnung, bemesse den Posten, führe ihn durch Tuch und gebrauche die gefilterte Portion an der bezeichneten Stelle.	Richte den Mehrarmknoten ohne Kochen ein, wähle die erste Öffnung, bemesse, führe durch Tuch und gib die gefilterte Portion an die Zielstation.	NO	NO
375	BIOLOGICAL_PROSE	f83r	B6-S001	E375	raly	B6_RIGHT_S_RUN_MULTIPORT_STATION	C11	Setze die bezeichnete Zielstelle: diesen Posten dorthin.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	Richte den rechten Mehrarmknoten ohne Kochen ein, benutze die erste Öffnung, bemesse den Posten, führe ihn durch Tuch und gebrauche die gefilterte Portion an der bezeichneten Stelle.	Richte den Mehrarmknoten ohne Kochen ein, wähle die erste Öffnung, bemesse, führe durch Tuch und gib die gefilterte Portion an die Zielstation.	NO	NO
376	BIOLOGICAL_PROSE	f83r	B6-S001	E376	ol	B6_RIGHT_S_RUN_MULTIPORT_STATION	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	Richte den rechten Mehrarmknoten ohne Kochen ein, benutze die erste Öffnung, bemesse den Posten, führe ihn durch Tuch und gebrauche die gefilterte Portion an der bezeichneten Stelle.	Richte den Mehrarmknoten ohne Kochen ein, wähle die erste Öffnung, bemesse, führe durch Tuch und gib die gefilterte Portion an die Zielstation.	NO	NO
377	BIOLOGICAL_PROSE	f83r	B6-S001	E377	daiin	B6_RIGHT_S_RUN_MULTIPORT_STATION	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	Richte den rechten Mehrarmknoten ohne Kochen ein, benutze die erste Öffnung, bemesse den Posten, führe ihn durch Tuch und gebrauche die gefilterte Portion an der bezeichneten Stelle.	Richte den Mehrarmknoten ohne Kochen ein, wähle die erste Öffnung, bemesse, führe durch Tuch und gib die gefilterte Portion an die Zielstation.	NO	NO
378	BIOLOGICAL_PROSE	f83r	B6-S001	E378	ol	B6_RIGHT_S_RUN_MULTIPORT_STATION	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	Richte den rechten Mehrarmknoten ohne Kochen ein, benutze die erste Öffnung, bemesse den Posten, führe ihn durch Tuch und gebrauche die gefilterte Portion an der bezeichneten Stelle.	Richte den Mehrarmknoten ohne Kochen ein, wähle die erste Öffnung, bemesse, führe durch Tuch und gib die gefilterte Portion an die Zielstation.	NO	NO
379	BIOLOGICAL_PROSE	f83r	B6-S001	E379	dain	B6_RIGHT_S_RUN_MULTIPORT_STATION	C01	Setze die gelernte Fachkarte: Tuch.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	Richte den rechten Mehrarmknoten ohne Kochen ein, benutze die erste Öffnung, bemesse den Posten, führe ihn durch Tuch und gebrauche die gefilterte Portion an der bezeichneten Stelle.	Richte den Mehrarmknoten ohne Kochen ein, wähle die erste Öffnung, bemesse, führe durch Tuch und gib die gefilterte Portion an die Zielstation.	NO	NO
380	BIOLOGICAL_PROSE	f83r	B6-S001	E380	chey	B6_RIGHT_S_RUN_MULTIPORT_STATION	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	Richte den rechten Mehrarmknoten ohne Kochen ein, benutze die erste Öffnung, bemesse den Posten, führe ihn durch Tuch und gebrauche die gefilterte Portion an der bezeichneten Stelle.	Richte den Mehrarmknoten ohne Kochen ein, wähle die erste Öffnung, bemesse, führe durch Tuch und gib die gefilterte Portion an die Zielstation.	NO	NO
381	BIOLOGICAL_PROSE	f83r	B6-S001	E381	ldalor	B6_RIGHT_S_RUN_MULTIPORT_STATION	C11	Setze die bezeichnete Zielstelle: Endziel.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	Richte den rechten Mehrarmknoten ohne Kochen ein, benutze die erste Öffnung, bemesse den Posten, führe ihn durch Tuch und gebrauche die gefilterte Portion an der bezeichneten Stelle.	Richte den Mehrarmknoten ohne Kochen ein, wähle die erste Öffnung, bemesse, führe durch Tuch und gib die gefilterte Portion an die Zielstation.	NO	NO
382	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.1	A001	A1:G001	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
383	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.1	A002	A1:G002	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
384	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.1	A003	A1:G003	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
385	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.2	A004	A1:G004	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
386	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.2	A005	A1:G005	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
387	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.2	A006	A1:G006	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
388	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.3	A007	A1:G007	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_03	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
389	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.3	A008	A1:G008	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_03	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
390	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.3	A009	A1:G009	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_03	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
391	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.4	A010	A1:G010	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_04	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
392	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.4	A011	A1:G011	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_04	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
393	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.5	A012	A1:G012	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_05	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
394	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.5	A013	A1:G013	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_05	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
395	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.6	A014	A1:G014	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_06	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
396	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.7	A015	A1:G015	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
397	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.7	A016	A1:G016	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
398	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.7	A017	A1:G017	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
399	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.8	A018	A1:G018	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_08	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
400	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.9	A019	A1:G019	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_09	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
401	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.9	A020	A1:G020	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_09	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
402	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.10	A021	A1:G021	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_10	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
403	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.10	A022	A1:G022	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_10	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
404	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.10	A023	A1:G023	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_10	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
405	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.11	A024	A1:G024	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_11	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
406	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.11	A025	A1:G025	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_11	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
407	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.11	A026	A1:G026	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_11	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
408	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.12	A027	A1:G027	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_12	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
409	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.12	A028	A1:G028	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_12	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
410	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.13	A029	A1:G029	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
411	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.13	A030	A1:G030	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
412	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.13	A031	A1:G031	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
