event_id	phase_id	clause_id	physical_page	locus	surface	component_recipe	current_spoken_unit	current_reading_de
P912-E0175	P925-P180	P915-C005	f13r	f13r.3	shaiin	SH+AIIN	P917-I0105	Nach Sollmaß halten.
P912-E0176	P925-P181	P915-C005	f13r	f13r.3	oeees	O+EEE+S	P917-I0106	Vollständig ausführen und wählen.
P912-E0177	P925-P182	P915-C005	f13r	f13r.3	ykor	Y+K+OR	P917-I0107	Diesen Posten und den Ansatz zugeben.
P912-E0178	P925-P183	P915-C005	f13r	f13r.3	chor	CH+OR	P917-I0108	Den Ansatz entnehmen.
P912-E0179	P925-P184	P915-C005	f13r	f13r.3	ytshy	Y+T+Y	P917-I0109	Diesen Posten einstellen.
P912-E0180	P925-P185	P915-C005	f13r	f13r.3	ykchy	Y+K+Y	P917-I0110	Diesen Posten zugeben.
P912-E0181	P925-P185	P915-C005	f13r	f13r.3	kchy	K+Y	P917-I0111	Diesen Posten zugeben.
P912-E0182	P925-P186	P915-C005	f13r	f13r.3	dar	D_ADDR+AR	P917-I0112	Aus diesem Teil von der Entnahmestelle diesen Posten ausführen.
P912-E0183	P925-P186	P915-C005	f13r	f13r.4	qodchy	O+D_ADDR+Y	P917-I0112	Aus diesem Teil von der Entnahmestelle diesen Posten ausführen.
P912-E0184	P925-P186	P915-C005	f13r	f13r.4	ytchy	Y+T+Y	P917-I0113	Diesen Posten einstellen.
P912-E0185	P925-P187	P915-C005	f13r	f13r.4	otchor	OT+CH+OR	P917-I0114	Danach den Ansatz entnehmen.
P912-E0186	P925-P188	P915-C005	f13r	f13r.5	shorodo	SH+OR+O+D_ADDR+O	P917-I0115	Aus diesem Teil den Ansatz halten und ausführen.
P912-E0187	P925-P189	P915-C005	f13r	f13r.5	shy	Y	P917-I0116	Diesen Posten einstellen.
P912-E0188	P925-P189	P915-C005	f13r	f13r.5	tshy	T+Y	P917-I0116	Diesen Posten einstellen.
P912-E0189	P925-P190	P915-C005	f13r	f13r.5	kchol	K+OL	P917-I0117	Weiter zugeben.
P912-E0190	P925-P190	P915-C005	f13r	f13r.5	dpchy	D_ADDR+P+Y	P917-I0118	Aus diesem Teil diesen Posten einsetzen.
P912-E0191	P925-P190	P915-C005	f13r	f13r.5	qopchy	O+P+Y	P917-I0119	Diesen Posten ausführen und einsetzen.
P912-E0192	P925-P191	P915-C005	f13r	f13r.5	otchol	OT+CH+OL	P917-I0120	Danach weiter entnehmen.
P912-E0193	P925-P192	P915-C005	f13r	f13r.5	cfholdy	CFH+OL+DY	P917-I0121	Weiter trennen; fertig.
P912-E2471	P925-P193	P915-C354	f88r	f88r.27	qokol	OK+OL	P917-I1414	Weiter ansetzen.
P912-E2472	P925-P193	P915-C354	f88r	f88r.27	chol	OL	P917-I1415	Weiter ansetzen.
P912-E2473	P925-P193	P915-C354	f88r	f88r.27	qokol	OK+OL	P917-I1415	Weiter ansetzen.
P912-E2474	P925-P193	P915-C354	f88r	f88r.27	qokol	OK+OL	P917-I1416	Weiter ansetzen.
P912-E2475	P925-P194	P915-C354	f88r	f88r.27	chol	OL	P917-I1417	Weiter diesen Posten länger halten.
P912-E2476	P925-P194	P915-C354	f88r	f88r.27	cheey	SH+EE+Y	P917-I1417	Weiter diesen Posten länger halten.
P912-E2477	P925-P195	P915-C354	f88r	f88r.27	or	OR	P917-I1418	Weiter von der Entnahmestelle nach Sollmaß auf der zweiten Stufe den Ansatz und diesen Posten zugeben in den nächsten Lauf.
P912-E2478	P925-P195	P915-C354	f88r	f88r.27	aiin	AIIN	P917-I1418	Weiter von der Entnahmestelle nach Sollmaß auf der zweiten Stufe den Ansatz und diesen Posten zugeben in den nächsten Lauf.
P912-E2479	P925-P195	P915-C354	f88r	f88r.27	oldal	OL+DA+L	P917-I1418	Weiter von der Entnahmestelle nach Sollmaß auf der zweiten Stufe den Ansatz und diesen Posten zugeben in den nächsten Lauf.
P912-E2480	P925-P195	P915-C354	f88r	f88r.28	ykar	Y+K+AR	P917-I1418	Weiter von der Entnahmestelle nach Sollmaß auf der zweiten Stufe den Ansatz und diesen Posten zugeben in den nächsten Lauf.
P912-E2481	P925-P196	P915-C354	f88r	f88r.28	cheol	CHEO+L	P917-I1419	Weiter den Auszug und diesen Posten kurz wählen in den nächsten Lauf durch den Durchlass.
P912-E2482	P925-P196	P915-C354	f88r	f88r.28	chol	OL	P917-I1419	Weiter den Auszug und diesen Posten kurz wählen in den nächsten Lauf durch den Durchlass.
P912-E2483	P925-P196	P915-C354	f88r	f88r.28	chey	Y	P917-I1419	Weiter den Auszug und diesen Posten kurz wählen in den nächsten Lauf durch den Durchlass.
P912-E2484	P925-P196	P915-C354	f88r	f88r.28	ckhey	CKH+E+Y	P917-I1419	Weiter den Auszug und diesen Posten kurz wählen in den nächsten Lauf durch den Durchlass.
P912-E2485	P925-P196	P915-C354	f88r	f88r.28	s	S	P917-I1419	Weiter den Auszug und diesen Posten kurz wählen in den nächsten Lauf durch den Durchlass.
P912-E2486	P925-P197	P915-C354	f88r	f88r.28	or	OR	P917-I1420	Von der Entnahmestelle den Ansatz kurz halten.
P912-E2487	P925-P197	P915-C354	f88r	f88r.28	shear	SH+E+AR	P917-I1420	Von der Entnahmestelle den Ansatz kurz halten.
P912-E2488	P925-P198	P915-C354	f88r	f88r.28	ar	AR	P917-I1421	Von der Entnahmestelle diesen Posten wählen zur Ziel- oder Anschlussstelle.
P912-E2489	P925-P198	P915-C354	f88r	f88r.28	alsy	AL+S+Y	P917-I1421	Von der Entnahmestelle diesen Posten wählen zur Ziel- oder Anschlussstelle.
P912-E2490	P925-P199	P915-C354	f88r	f88r.29	kor	K+OR	P917-I1422	Den Ansatz zugeben.
P912-E2491	P925-P199	P915-C354	f88r	f88r.29	chey	Y	P917-I1423	Weiter diesen Posten ansetzen.
P912-E2492	P925-P199	P915-C354	f88r	f88r.29	qokol	OK+OL	P917-I1423	Weiter diesen Posten ansetzen.
P912-E2493	P925-P200	P915-C354	f88r	f88r.29	cheol	CHEO+L	P917-I1424	Aus diesem Teil den Auszug und diesen Posten entnehmen und ausführen in den nächsten Lauf.
P912-E2494	P925-P200	P915-C354	f88r	f88r.29	chody	CH+O+D_ADDR+Y	P917-I1424	Aus diesem Teil den Auszug und diesen Posten entnehmen und ausführen in den nächsten Lauf.
P912-E2495	P925-P201	P915-C354	f88r	f88r.29	qokol	OK+OL	P917-I1425	Weiter ansetzen.
P912-E2496	P925-P201	P915-C354	f88r	f88r.29	kchor	K+CH+OR	P917-I1426	Den Ansatz zugeben und entnehmen.
P912-E2497	P925-P201	P915-C354	f88r	f88r.29	chol	OL	P917-I1427	Weiter diesen Posten vollständig zugeben zur Ziel- oder Anschlussstelle.
P912-E2498	P925-P201	P915-C354	f88r	f88r.29	dal	AL	P917-I1427	Weiter diesen Posten vollständig zugeben zur Ziel- oder Anschlussstelle.
P912-E2499	P925-P201	P915-C354	f88r	f88r.30	ykeeey	Y+K+EEE+Y	P917-I1427	Weiter diesen Posten vollständig zugeben zur Ziel- oder Anschlussstelle.
P912-E2500	P925-P202	P915-C354	f88r	f88r.30	cheor	CHEO+R	P917-I1428	Den Auszug kennzeichnen.
P912-E2501	P925-P203	P915-C354	f88r	f88r.30	cheotey	CHEO+T+E+Y	P917-I1429	Den Auszug und diesen Posten kurz einstellen.
P912-E2502	P925-P204	P915-C354	f88r	f88r.30	cheol	CHEO+L	P917-I1430	Den Auszug und den Ansatz kurz ansetzen in den nächsten Lauf.
P912-E2503	P925-P204	P915-C354	f88r	f88r.30	qokeor	OK+E+OR	P917-I1430	Den Auszug und den Ansatz kurz ansetzen in den nächsten Lauf.
P912-E2504	P925-P205	P915-C354	f88r	f88r.30	chetchy	CH+E+T+CH+Y	P917-I1431	Diesen Posten kurz entnehmen, einstellen und entnehmen.
P912-E2505	P925-P205	P915-C354	f88r	f88r.30	ofal	O+LOCAL_CHAR_F+AL	P917-I1432	Ausführen zur Ziel- oder Anschlussstelle mit f-Zeichen.
P912-E2506	P925-P206	P915-C354	f88r	f88r.31	dar	D_ADDR+AR	P917-I1433	Aus diesem Teil von der Entnahmestelle kurz entnehmen.
P912-E2507	P925-P206	P915-C354	f88r	f88r.31	chear	CH+E+AR	P917-I1433	Aus diesem Teil von der Entnahmestelle kurz entnehmen.
P912-E2508	P925-P207	P915-C354	f88r	f88r.31	chol	OL	P917-I1434	Weiter aus diesem Teil den Ansatz kurz ausführen und zugeben unter q-Träger.
P912-E2509	P925-P207	P915-C354	f88r	f88r.31	dol	D_ADDR+OL	P917-I1434	Weiter aus diesem Teil den Ansatz kurz ausführen und zugeben unter q-Träger.
P912-E2510	P925-P207	P915-C354	f88r	f88r.31	qoekeor	CARRIER_Q+O+E+K+E+OR	P917-I1434	Weiter aus diesem Teil den Ansatz kurz ausführen und zugeben unter q-Träger.
P912-E2511	P925-P208	P915-C354	f88r	f88r.31	cheom	CHEO+AM_ADDR	P917-I1435	Den Auszug zur Innenstelle weiterarbeiten.
P912-E0001	P925-P209	P915-C001	f10r	f10r.1	pchocthy	P+CH+O+CTH+Y	P917-I0001	Diesen Posten einsetzen, entnehmen, ausführen und bereitstellen.
P912-E0002	P925-P209	P915-C001	f10r	f10r.1	shor	SH+OR	P917-I0002	Den Ansatz halten.
P912-E0003	P925-P209	P915-C001	f10r	f10r.1	octhody	O+CTH+O+D_ADDR+Y	P917-I0003	Aus diesem Teil diesen Posten ausführen, bereitstellen und ausführen.
P912-E0004	P925-P210	P915-C001	f10r	f10r.1	chorchy	CH+OR+CH+Y	P917-I0004	Den Ansatz und diesen Posten entnehmen.
P912-E0005	P925-P211	P915-C001	f10r	f10r.1	pchodol	P+CH+O+D_ADDR+OL	P917-I0005	Weiter aus diesem Teil einsetzen, entnehmen und ausführen.
P912-E0006	P925-P211	P915-C001	f10r	f10r.1	chopchal	CH+O+P+CH+AL	P917-I0006	Entnehmen, ausführen, einsetzen und entnehmen zur Ziel- oder Anschlussstelle.
P912-E0007	P925-P211	P915-C001	f10r	f10r.1	ypch	Y+P+CH	P917-I0007	Diesen Posten einsetzen und entnehmen.
P912-E0008	P925-P211	P915-C001	f10r	f10r.1	kom	K+O+M_LOCAL	P917-I0008	Zugeben und ausführen mit m-Zeichen.
P912-E0009	P925-P212	P915-C001	f10r	f10r.2	dchey	CH+E+Y	P917-I0009	Diesen Posten kurz entnehmen.
P912-E0010	P925-P213	P915-C001	f10r	f10r.2	cthoor	CTH+O+OR	P917-I0010	Den Ansatz bereitstellen und ausführen.
P912-E0011	P925-P214	P915-C001	f10r	f10r.2	char	AR	P917-I0011	Von der Entnahmestelle diesen Posten entnehmen und einstellen.
P912-E0012	P925-P214	P915-C001	f10r	f10r.2	chty	CH+T+Y	P917-I0011	Von der Entnahmestelle diesen Posten entnehmen und einstellen.
P912-E0013	P925-P215	P915-C001	f10r	f10r.2	os	OS	P917-I0012	Auch entnehmen entlang des Laufs.
P912-E0014	P925-P215	P915-C001	f10r	f10r.2	chair	CH+AIR	P917-I0012	Auch entnehmen entlang des Laufs.
P912-E0015	P925-P216	P915-C001	f10r	f10r.2	otytchol	OT+Y+T+CH+OL	P917-I0013	Danach weiter diesen Posten einstellen und entnehmen.
P912-E0016	P925-P217	P915-C001	f10r	f10r.2	oky	OK+Y	P917-I0014	Diesen Posten ansetzen.
P912-E0017	P925-P218	P915-C001	f10r	f10r.2	daiin	AIIN	P917-I0015	Nach Sollmaß diesen Posten kurz einstellen.
P912-E0018	P925-P218	P915-C001	f10r	f10r.2	etyd	E+T+Y	P917-I0015	Nach Sollmaß diesen Posten kurz einstellen.
P912-E0019	P925-P218	P915-C001	f10r	f10r.3	qotor	OT+OR	P917-I0016	Danach den Ansatz ausführen.
P912-E0020	P925-P218	P915-C001	f10r	f10r.3	o	O	P917-I0016	Danach den Ansatz ausführen.
P912-E0021	P925-P218	P915-C001	f10r	f10r.3	tchy	T+Y	P917-I0017	Diesen Posten einstellen.
P912-E0022	P925-P219	P915-C001	f10r	f10r.3	daiin	AIIN	P917-I0018	Nach Sollmaß diesen Posten entnehmen, ausführen und bereitstellen.
P912-E0023	P925-P219	P915-C001	f10r	f10r.3	chocthy	CH+O+CTH+Y	P917-I0018	Nach Sollmaß diesen Posten entnehmen, ausführen und bereitstellen.
P912-E0024	P925-P220	P915-C001	f10r	f10r.3	qotchy	OT+Y	P917-I0019	Danach weiter diesen Posten und den Ansatz einstellen.
P912-E0025	P925-P220	P915-C001	f10r	f10r.3	chol	OL	P917-I0019	Danach weiter diesen Posten und den Ansatz einstellen.
P912-E0026	P925-P220	P915-C001	f10r	f10r.3	or	OR	P917-I0019	Danach weiter diesen Posten und den Ansatz einstellen.
P912-E0027	P925-P220	P915-C001	f10r	f10r.3	yty	Y+T+Y	P917-I0019	Danach weiter diesen Posten und den Ansatz einstellen.
P912-E0028	P925-P221	P915-C001	f10r	f10r.3	dy	Y	P917-I0020	Diesen Posten und den Ansatz wählen.
P912-E0029	P925-P221	P915-C001	f10r	f10r.3	dy	Y	P917-I0020	Diesen Posten und den Ansatz wählen.
P912-E0030	P925-P221	P915-C001	f10r	f10r.4	sor	S+OR	P917-I0020	Diesen Posten und den Ansatz wählen.
P912-E0031	P925-P221	P915-C001	f10r	f10r.4	chaiin	CH+AIIN	P917-I0021	Nach Sollmaß entnehmen.
P912-E0032	P925-P222	P915-C001	f10r	f10r.4	chcthy	CH+CTH+Y	P917-I0022	Diesen Posten entnehmen und bereitstellen.
P912-E0033	P925-P222	P915-C001	f10r	f10r.4	ctho	CTH+O	P917-I0023	Bereitstellen und ausführen.
P912-E0034	P925-P223	P915-C001	f10r	f10r.4	ckhy	CKH+Y	P917-I0024	Nach Sollmaß diesen Posten und den Ansatz entnehmen, einstellen und entnehmen durch den Durchlass.
P912-E0035	P925-P223	P915-C001	f10r	f10r.4	or	OR	P917-I0024	Nach Sollmaß diesen Posten und den Ansatz entnehmen, einstellen und entnehmen durch den Durchlass.
P912-E0036	P925-P223	P915-C001	f10r	f10r.4	aiin	AIIN	P917-I0024	Nach Sollmaß diesen Posten und den Ansatz entnehmen, einstellen und entnehmen durch den Durchlass.
P912-E0037	P925-P223	P915-C001	f10r	f10r.4	chtchor	CH+T+CH+OR	P917-I0024	Nach Sollmaß diesen Posten und den Ansatz entnehmen, einstellen und entnehmen durch den Durchlass.
P912-E0038	P925-P224	P915-C001	f10r	f10r.4	doiir	D_ADDR+O+IIN+R	P917-I0025	Aus diesem Teil auf der angegebenen Stufe ausführen und kennzeichnen.
P912-E0039	P925-P225	P915-C001	f10r	f10r.4	ody	O+DY	P917-I0026	Ausführen; fertig.
P912-E1903	P925-P226	P915-C346	f67r2	f67r2.72	dar	D_ADDR+AR	P917-I1296	Aus diesem Teil von der Entnahmestelle nach Sollmaß diesen Posten zugeben und ausführen zur Ziel- oder Anschlussstelle unter q-Träger.
P912-E1904	P925-P226	P915-C346	f67r2	f67r2.72	aldaiin	AL+D_ADDR+AIIN	P917-I1296	Aus diesem Teil von der Entnahmestelle nach Sollmaß diesen Posten zugeben und ausführen zur Ziel- oder Anschlussstelle unter q-Träger.
P912-E1905	P925-P226	P915-C346	f67r2	f67r2.72	ydaiin	Y+D_ADDR+AIIN	P917-I1296	Aus diesem Teil von der Entnahmestelle nach Sollmaß diesen Posten zugeben und ausführen zur Ziel- oder Anschlussstelle unter q-Träger.
P912-E1906	P925-P226	P915-C346	f67r2	f67r2.72	qkoy	CARRIER_Q+K+O+Y	P917-I1296	Aus diesem Teil von der Entnahmestelle nach Sollmaß diesen Posten zugeben und ausführen zur Ziel- oder Anschlussstelle unter q-Träger.
P912-E1907	P925-P227	P915-C346	f67r2	f67r2.72	ydaiin	Y+D_ADDR+AIIN	P917-I1297	Aus diesem Teil nach Sollmaß diesen Posten ausführen entlang des Laufs unter q-Träger mit f-Zeichen.
P912-E1908	P925-P227	P915-C346	f67r2	f67r2.72	qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	P917-I1297	Aus diesem Teil nach Sollmaß diesen Posten ausführen entlang des Laufs unter q-Träger mit f-Zeichen.
P912-E1909	P925-P228	P915-C346	f67r2	f67r2.72	ypair	Y+P+AIR	P917-I1298	Diesen Posten einsetzen entlang des Laufs.
P912-E1910	P925-P228	P915-C346	f67r2	f67r2.72	ykoaiin	Y+K+O+AIIN	P917-I1299	Nach Sollmaß diesen Posten zugeben und ausführen.
P912-E1911	P925-P229	P915-C346	f67r2	f67r2.72	ydoly	Y+D_ADDR+OL+Y	P917-I1300	Weiter aus diesem Teil diesen Posten einstellen, entnehmen, ausführen und wählen zur Ziel- oder Anschlussstelle.
P912-E1912	P925-P229	P915-C346	f67r2	f67r2.72	ytalchos	Y+T+AL+CH+O+S	P917-I1300	Weiter aus diesem Teil diesen Posten einstellen, entnehmen, ausführen und wählen zur Ziel- oder Anschlussstelle.
P912-E1913	P925-P230	P915-C346	f67r2	f67r2.72	oly	OL+Y	P917-I1301	Weiter diesen Posten kurz ansetzen.
P912-E1914	P925-P230	P915-C346	f67r2	f67r2.72	okey	OK+E+Y	P917-I1301	Weiter diesen Posten kurz ansetzen.
P912-E1915	P925-P231	P915-C346	f67r2	f67r2.73	sshey	S+SH+E+Y	P917-I1302	Diesen Posten kurz wählen und halten.
P912-E1916	P925-P231	P915-C346	f67r2	f67r2.73	sy	Y	P917-I1303	Diesen Posten länger halten und wählen.
P912-E1917	P925-P231	P915-C346	f67r2	f67r2.73	shees	SH+EE+S	P917-I1303	Diesen Posten länger halten und wählen.
P912-E1918	P925-P232	P915-C346	f67r2	f67r2.73	qeykeey	CARRIER_Q+E+Y+K+EE+Y	P917-I1304	Diesen Posten kurz länger zugeben unter q-Träger.
P912-E1919	P925-P232	P915-C346	f67r2	f67r2.73	ykchey	Y+K+CH+E+Y	P917-I1305	Diesen Posten kurz zugeben und entnehmen.
P912-E1920	P925-P232	P915-C346	f67r2	f67r2.73	ykchey	Y+K+CH+E+Y	P917-I1306	Diesen Posten kurz zugeben und entnehmen.
P912-E1921	P925-P232	P915-C346	f67r2	f67r2.73	qokeochy	OK+E+O+CH+Y	P917-I1307	Diesen Posten kurz ansetzen, ausführen und entnehmen.
P912-E1922	P925-P233	P915-C346	f67r2	f67r2.73	oaiin	O+AIIN	P917-I1308	Nach Sollmaß ausführen.
P912-E1923	P925-P234	P915-C346	f67r2	f67r2.73	okol	OK+OL	P917-I1309	Weiter ansetzen.
P912-E1924	P925-P235	P915-C346	f67r2	f67r2.73	ar	AR	P917-I1310	Weiter von der Entnahmestelle diesen Posten kurz halten.
P912-E1925	P925-P235	P915-C346	f67r2	f67r2.73	olar	OL+AR	P917-I1310	Weiter von der Entnahmestelle diesen Posten kurz halten.
P912-E1926	P925-P235	P915-C346	f67r2	f67r2.74	yshey	Y+SH+E+Y	P917-I1310	Weiter von der Entnahmestelle diesen Posten kurz halten.
P912-E1927	P925-P236	P915-C346	f67r2	f67r2.74	qokeeody	OK+EE+O+D_ADDR+Y	P917-I1311	Aus diesem Teil diesen Posten länger ansetzen und ausführen.
P912-E1928	P925-P237	P915-C346	f67r2	f67r2.74	cheos	CHEO+S	P917-I1312	Den Auszug wählen.
P912-E1929	P925-P238	P915-C346	f67r2	f67r2.74	oeeos	O+EE+O+S	P917-I1313	Länger ausführen und wählen.
P912-E1930	P925-P238	P915-C346	f67r2	f67r2.74	qockhy	CARRIER_Q+O+CKH+Y	P917-I1314	Diesen Posten ausführen durch den Durchlass unter q-Träger.
P912-E1931	P925-P238	P915-C346	f67r2	f67r2.74	chos	CH+O+S	P917-I1315	Entnehmen, ausführen und wählen.
P912-E1932	P925-P239	P915-C346	f67r2	f67r2.74	aiin	AIIN	P917-I1316	Aus diesem Teil nach Sollmaß diesen Posten länger ansetzen und ausführen.
P912-E1933	P925-P239	P915-C346	f67r2	f67r2.74	okeeody	OK+EE+O+D_ADDR+Y	P917-I1316	Aus diesem Teil nach Sollmaß diesen Posten länger ansetzen und ausführen.
P912-E1934	P925-P239	P915-C346	f67r2	f67r2.74	qokoaiin	OK+O+AIIN	P917-I1317	Nach Sollmaß ansetzen und ausführen.
P912-E1935	P925-P240	P915-C346	f67r2	f67r2.74	odain	O+D_ADDR+AIN	P917-I1318	Aus diesem Teil als eine Portion ausführen.
P912-E1936	P925-P241	P915-C346	f67r2	f67r2.74	ar	AR	P917-I1319	Von der Entnahmestelle von der lokalen Stelle diesen Posten entlang des Laufs weiterarbeiten.
P912-E1937	P925-P241	P915-C346	f67r2	f67r2.74	air	AIR	P917-I1319	Von der Entnahmestelle von der lokalen Stelle diesen Posten entlang des Laufs weiterarbeiten.
P912-E1938	P925-P241	P915-C346	f67r2	f67r2.74	ay	A_ADDR+Y	P917-I1319	Von der Entnahmestelle von der lokalen Stelle diesen Posten entlang des Laufs weiterarbeiten.
P912-E2427	P925-P242	P915-C352	f88r	f88r.18	salsaly	S+AL+S+AL+Y	P917-I1385	Diesen Posten wählen zur Ziel- oder Anschlussstelle.
P912-E2428	P925-P242	P915-C352	f88r	f88r.19	dchey	CH+E+Y	P917-I1386	Diesen Posten kurz entnehmen.
P912-E2429	P925-P243	P915-C352	f88r	f88r.19	chokol	OK+OL	P917-I1387	Weiter ansetzen.
P912-E2430	P925-P243	P915-C352	f88r	f88r.19	daiin	AIIN	P917-I1388	Weiter nach Sollmaß kurz ausführen und zugeben unter q-Träger.
P912-E2431	P925-P243	P915-C352	f88r	f88r.19	qoekol	CARRIER_Q+O+E+K+OL	P917-I1388	Weiter nach Sollmaß kurz ausführen und zugeben unter q-Träger.
P912-E2432	P925-P243	P915-C352	f88r	f88r.19	qoekol	CARRIER_Q+O+E+K+OL	P917-I1389	Weiter kurz ausführen und zugeben unter q-Träger.
P912-E2433	P925-P244	P915-C352	f88r	f88r.19	qockhol	CARRIER_Q+O+CKH+OL	P917-I1390	Weiter ausführen durch den Durchlass unter q-Träger.
P912-E2434	P925-P245	P915-C352	f88r	f88r.19	okol	OK+OL	P917-I1391	Weiter ansetzen.
P912-E2435	P925-P246	P915-C352	f88r	f88r.19	cheol	CHEO+L	P917-I1392	Weiter den Auszug kurz halten in den nächsten Lauf.
P912-E2436	P925-P246	P915-C352	f88r	f88r.20	dsheol	SH+E+OL	P917-I1392	Weiter den Auszug kurz halten in den nächsten Lauf.
P912-E2437	P925-P247	P915-C352	f88r	f88r.20	qokeey	OK+EE+Y	P917-I1393	Diesen Posten länger ansetzen.
P912-E2438	P925-P248	P915-C352	f88r	f88r.20	s	S	P917-I1394	Wählen.
P912-E2439	P925-P248	P915-C352	f88r	f88r.20	chy	Y	P917-I1395	Diesen Posten wählen.
P912-E2440	P925-P248	P915-C352	f88r	f88r.20	s	S	P917-I1395	Diesen Posten wählen.
P912-E2441	P925-P248	P915-C352	f88r	f88r.20	aiin	AIIN	P917-I1396	Nach Sollmaß den Ansatz entnehmen.
P912-E2442	P925-P248	P915-C352	f88r	f88r.20	chor	CH+OR	P917-I1396	Nach Sollmaß den Ansatz entnehmen.
P912-E2443	P925-P249	P915-C352	f88r	f88r.20	oteor	OT+E+OR	P917-I1397	Danach nach Sollmaß den Ansatz kurz entnehmen, ausführen und wählen zur Ziel- oder Anschlussstelle.
P912-E2444	P925-P249	P915-C352	f88r	f88r.20	aiin	AIIN	P917-I1397	Danach nach Sollmaß den Ansatz kurz entnehmen, ausführen und wählen zur Ziel- oder Anschlussstelle.
P912-E2445	P925-P249	P915-C352	f88r	f88r.20	chosals	CH+O+S+AL+S	P917-I1397	Danach nach Sollmaß den Ansatz kurz entnehmen, ausführen und wählen zur Ziel- oder Anschlussstelle.
P912-E2446	P925-P250	P915-C352	f88r	f88r.21	teol	E+OL	P917-I1398	Weiter den Ansatz kurz entnehmen.
P912-E2447	P925-P250	P915-C352	f88r	f88r.21	chor	CH+OR	P917-I1398	Weiter den Ansatz kurz entnehmen.
P912-E2448	P925-P251	P915-C352	f88r	f88r.21	olsheody	O+LSH+E+O+D_ADDR+Y	P917-I1399	Aus diesem Teil diesen Posten kurz ausführen, spülen und ausführen.
P912-E2449	P925-P252	P915-C352	f88r	f88r.21	qokeol	OK+E+OL	P917-I1400	Weiter kurz ansetzen.
P912-E2450	P925-P253	P915-C352	f88r	f88r.21	shoy	SH+O+Y	P917-I1401	Diesen Posten halten und ausführen.
P912-E2451	P925-P253	P915-C352	f88r	f88r.21	ol	OL	P917-I1402	Weiter länger halten.
P912-E2452	P925-P253	P915-C352	f88r	f88r.21	sheeol	SH+EE+OL	P917-I1402	Weiter länger halten.
P912-E2453	P925-P253	P915-C352	f88r	f88r.21	sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	P917-I1403	Weiter aus diesem Teil kurz halten mit g-Zeichen.
P912-E2454	P925-P254	P915-C352	f88r	f88r.22	ychey	Y+Y	P917-I1404	Nach Sollmaß diesen Posten ansetzen.
P912-E2455	P925-P254	P915-C352	f88r	f88r.22	okaiin	OK+AIIN	P917-I1404	Nach Sollmaß diesen Posten ansetzen.
P912-E2456	P925-P255	P915-C352	f88r	f88r.22	chol	OL	P917-I1405	Weiter den Auszug kennzeichnen.
P912-E2457	P925-P255	P915-C352	f88r	f88r.22	cheor	CHEO+R	P917-I1405	Weiter den Auszug kennzeichnen.
P912-E2458	P925-P256	P915-C352	f88r	f88r.22	ol	OL	P917-I1406	Weiter den Ansatz entnehmen und wählen zur Ziel- oder Anschlussstelle.
P912-E2459	P925-P256	P915-C352	f88r	f88r.22	chorcholsal	CH+OR+OL+S+AL	P917-I1406	Weiter den Ansatz entnehmen und wählen zur Ziel- oder Anschlussstelle.
P912-E1278	P925-P257	P915-C219	f82r	f82r.21	salshey	S+A_ADDR+LSH+E+Y	P917-I0884	Von der lokalen Stelle diesen Posten kurz wählen und spülen.
P912-E1279	P925-P257	P915-C219	f82r	f82r.21	daiin	AIIN	P917-I0885	Weiter nach Sollmaß diesen Posten umsetzen.
P912-E1280	P925-P257	P915-C219	f82r	f82r.21	chey	Y	P917-I0885	Weiter nach Sollmaß diesen Posten umsetzen.
P912-E1281	P925-P257	P915-C219	f82r	f82r.21	qol	OL	P917-I0885	Weiter nach Sollmaß diesen Posten umsetzen.
P912-E1282	P925-P257	P915-C219	f82r	f82r.21	chedy	CHD+Y	P917-I0885	Weiter nach Sollmaß diesen Posten umsetzen.
P912-E1283	P925-P258	P915-C219	f82r	f82r.21	qokeey	OK+EE+Y	P917-I0886	Diesen Posten länger ansetzen.
P912-E1284	P925-P258	P915-C219	f82r	f82r.21	dal	AL	P917-I0887	Nach Sollmaß ansetzen zur Ziel- oder Anschlussstelle.
P912-E1285	P925-P258	P915-C219	f82r	f82r.22	qokaiin	OK+AIIN	P917-I0887	Nach Sollmaß ansetzen zur Ziel- oder Anschlussstelle.
P912-E1286	P925-P259	P915-C219	f82r	f82r.22	cheor	CHEO+R	P917-I0888	Den Auszug kennzeichnen.
P912-E1287	P925-P259	P915-C219	f82r	f82r.22	sheey	SH+EE+Y	P917-I0889	Diesen Posten länger halten.
P912-E1288	P925-P260	P915-C219	f82r	f82r.22	qokaiin	OK+AIIN	P917-I0890	Nach Sollmaß ansetzen.
P912-E1289	P925-P261	P915-C219	f82r	f82r.22	shckhey	SH+CKH+E+Y	P917-I0891	Diesen Posten kurz halten durch den Durchlass.
P912-E1290	P925-P262	P915-C219	f82r	f82r.22	qol	OL	P917-I0892	Weiter aus diesem Teil diesen Posten vollständig zugeben.
P912-E1291	P925-P262	P915-C219	f82r	f82r.22	keeedy	K+EEE+D_ADDR+Y	P917-I0892	Weiter aus diesem Teil diesen Posten vollständig zugeben.
P912-E1292	P925-P262	P915-C219	f82r	f82r.22	qokeeey	OK+EEE+Y	P917-I0893	Diesen Posten vollständig ansetzen.
