event_serial	statement_id	record_unit_id	page	locus	field_id	master_card_id	card_value_de	observed_surface	observed_habit	applied_layers	final_predicted_habit	predicted_canonical_surface	habit_match	exact_surface_match	apprentice_treatment	master_recovery
342	B4-S011	B4	f83r	f83r.35	F120	MC074	überführen	chdy	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chdy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
343	B4-S011	B4	f83r	f83r.37	F121	MC153	weiter	sol	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sol	YES	YES	WORKSHOP_RULE_EXACT	EXACT
345	B4-S012	B4	f83r	f83r.37	F122	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
347	B4-S013	B4	f83r	f83r.37	F123	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
348	B4-S014	B4	f83r	f83r.38	F124	MC080	Ansatz	or	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shor	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
349	B4-S014	B4	f83r	f83r.38	F124	MC123	dies	chey	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	OPEN_CH_ENTRY	chey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
352	B4-S015	B4	f83r	f83r.39	F125	MC017	Anteil zugeben	qokain	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokain	YES	YES	WORKSHOP_RULE_EXACT	EXACT
353	B4-S015	B4	f83r	f83r.39	F125	MC119	Klarauszug	shey	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
354	B4-S015	B4	f83r	f83r.39	F125	MC105	Anteil	kain	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	kain	YES	YES	WORKSHOP_RULE_EXACT	EXACT
357	B4-S015	B4	f83r	f83r.41	F126	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
358	B4-S016	B4	f83r	f83r.41	F127	MC097	weiterer Anteil	qolkain	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qolkain	YES	YES	WORKSHOP_RULE_EXACT	EXACT
359	B4-S016	B4	f83r	f83r.41	F127	MC154	dorthin	dal	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sal	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
361	B4-S016	B4	f83r	f83r.44	F128	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
363	B5-S002	B5	f83r	f83r.47	F130	MC088	einführen; Schluss	qokchdy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokchdy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
364	B5-S003	B5	f83r	f83r.47	F131	MC113	am Ziel absetzen	shedal	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	shedal	YES	YES	WORKSHOP_RULE_EXACT	EXACT
365	B5-S003	B5	f83r	f83r.48	F132	MC154	dorthin	dal	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sal	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
366	B5-S003	B5	f83r	f83r.48	F132	MC153	weiter	cheol	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
369	B5-S003	B5	f83r	f83r.48	F132	MC039	Sollmaß	aiin	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	S_FLOW_ENTRY	saiin	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
370	B5-S003	B5	f83r	f83r.49	F133	MC153	weiter	sol	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sol	YES	YES	WORKSHOP_RULE_EXACT	EXACT
372	B5-S003	B5	f83r	f83r.49	F133	MC074	überführen	chedy	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING	EXACT
376	B6-S001	B6	f83r	f83r.52	F134	MC153	weiter	ol	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_CARD_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	WORKSHOP_RULE_EXACT	EXACT
377	B6-S001	B6	f83r	f83r.54	F135	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	saiin	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
378	B6-S001	B6	f83r	f83r.54	F135	MC153	weiter	ol	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM > RECORD_CARD_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	WORKSHOP_RULE_EXACT	EXACT
379	B6-S001	B6	f83r	f83r.54	F135	MC059	Einlage	dain	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	dain	YES	YES	WORKSHOP_RULE_EXACT	EXACT
380	B6-S001	B6	f83r	f83r.54	F135	MC123	dies	chey	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	OPEN_CH_ENTRY	chey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
