global_ordinal	line_ordinal	page	locus	token_index	eva	section	language	hand	v48_line_surface_match	route	review_class	review_position	raw_v48_unknown_before	working_meaning_de	contextual_render_de	composition	semantic_features	confidence	meaning_source	scope_state	baseline_v48_gloss_de	baseline_v48_source	baseline_v48_scope_state	value_attachment	explicit_action	explicit_action_de
115	19	f81r	f81r.19	2	sheedy	B	B	2	1	INHERITED_V48	E	0	0	feucht am Ende des Grades, abgeschlossen	feucht am Ende des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	READER_BOUNDARY_UNSTABLE	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	feucht am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	0	0	NONE
116	19	f81r	f81r.19	3	chedy	B	B	2	1	INHERITED_V48	E	0	0	trocken in der Mitte des Grades, abgeschlossen	trocken in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
117	19	f81r	f81r.19	4	qoteedy	B	B	2	1	INHERITED_V48	E	0	0	kalt am Ende des Grades, abgeschlossen	kalt am Ende des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	kalt am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
118	19	f81r	f81r.19	5	olam	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	ein Maß Holzdroge im Ansatz	ein Maß Holzdroge im Ansatz	O_PREP+L_WOOD+AM_UNIT_I	QUANTITY+MATERIAL	HIGH	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[olam:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
119	20	f81r	f81r.20	1	qopchedy	B	B	2	1	INHERITED_V48	E	0	0	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	INHERITED_V48_LINE_CARD	ACTION+STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT666:EXACT_WHOLE:qopchedy	KNOWN_EXACT_WHOLE	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT666:EXACT_WHOLE:qopchedy	KNOWN_EXACT_WHOLE	0	1	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat
120	20	f81r	f81r.20	2	qol	B	B	2	1	INHERITED_V48	E	0	0	Drogenstoff zugeben	Drogenstoff zugeben	INHERITED_V48_LINE_CARD	ACTION+MATERIAL	KNOWN_EXACT_WHOLE	GDT662:EXACT_WHOLE:qol	KNOWN_EXACT_WHOLE	Drogenstoff zugeben	GDT662:EXACT_WHOLE:qol	KNOWN_EXACT_WHOLE	0	1	Drogenstoff zugeben
121	20	f81r	f81r.20	3	chedy	B	B	2	1	INHERITED_V48	E	0	0	trocken in der Mitte des Grades, abgeschlossen	trocken in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
122	20	f81r	f81r.20	4	qokeey	B	B	2	1	INHERITED_V48	E	0	0	heiß am Ende des Grades	heiß am Ende des Grades	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	heiß am Ende des Grades	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
123	20	f81r	f81r.20	5	odaiin	B	B	2	1	INHERITED_V48	E	0	0	Zubereitungsdosis III	Zubereitungsdosis III des fertig getrockneten Pulverpräparats	INHERITED_V48_LINE_CARD	MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT648:STRICT_WHOLE_COMPLETION	KNOWN_EXACT_WHOLE	Zubereitungsdosis III	GDT648:STRICT_WHOLE_COMPLETION	KNOWN_EXACT_WHOLE	1	0	NONE
124	20	f81r	f81r.20	6	rain	B	B	2	1	INHERITED_V48	E	0	0	Wurzeldroge in Charge II	Wurzeldroge in Charge II	INHERITED_V48_LINE_CARD	QUANTITY+MATERIAL	KNOWN_EXACT_WHOLE	GDT665:EXACT_WHOLE:rain	KNOWN_EXACT_WHOLE	Wurzeldroge in Charge II	GDT665:EXACT_WHOLE:rain	KNOWN_EXACT_WHOLE	0	0	NONE
125	20	f81r	f81r.20	7	daly	B	B	2	1	INHERITED_V48	E	0	0	abgemessene Rohstoffmenge I, Grundform	abgemessene Rohstoffmenge I, Grundform	INHERITED_V48_LINE_CARD	MATERIAL	READER_BOUNDARY_UNSTABLE	GDT655:NEW_EXACT_WHOLE	READER_BOUNDARY_UNSTABLE	abgemessene Rohstoffmenge I, Grundform	GDT655:NEW_EXACT_WHOLE	READER_BOUNDARY_UNSTABLE	0	0	NONE
126	21	f81r	f81r.21	1	dshedy	B	B	2	1	INHERITED_V48	E	0	0	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab	INHERITED_V48_LINE_CARD	ACTION+QUANTITY+STAGE+MATERIAL	KNOWN_EXACT_WHOLE	GDT665:EXACT_WHOLE:dshedy	KNOWN_EXACT_WHOLE	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab	GDT665:EXACT_WHOLE:dshedy	KNOWN_EXACT_WHOLE	0	1	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab
127	21	f81r	f81r.21	2	qokal	B	B	2	1	INHERITED_V48	E	0	0	Rohstoffklasse I, heiß am Gradanfang	Rohstoffklasse I, heiß am Gradanfang	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT656:REVISE_AL_QUALITY_MODEL	KNOWN_EXACT_WHOLE	Rohstoffklasse I, heiß am Gradanfang	GDT656:REVISE_AL_QUALITY_MODEL	KNOWN_EXACT_WHOLE	0	0	NONE
128	21	f81r	f81r.21	3	olkeey	B	B	2	1	INHERITED_V48	E	0	0	Holzdrogenansatz vollständig erhitzt	Holzdrogenansatz vollständig erhitzt	INHERITED_V48_LINE_CARD	MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT664:EXACT_WHOLE:olkeey	KNOWN_EXACT_WHOLE	Holzdrogenansatz vollständig erhitzt	GDT664:EXACT_WHOLE:olkeey	KNOWN_EXACT_WHOLE	0	0	NONE
129	21	f81r	f81r.21	4	oteey	B	B	2	1	INHERITED_V48	E	0	0	kalter Ansatz am Ende des Grades	kalter Ansatz am Ende des Grades	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	kalter Ansatz am Ende des Grades	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
130	21	f81r	f81r.21	5	olshey	B	B	2	1	INHERITED_V48	E	0	0	eingeweichte Drogenbasis, Mittelstufe	eingeweichte Drogenbasis, Mittelstufe	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT663:EXACT_WHOLE:olshey	KNOWN_EXACT_WHOLE	eingeweichte Drogenbasis, Mittelstufe	GDT663:EXACT_WHOLE:olshey	KNOWN_EXACT_WHOLE	0	0	NONE
131	21	f81r	f81r.21	6	otey	B	B	2	1	INHERITED_V48	E	0	0	kalter Ansatz in der Mitte des Grades	kalter Ansatz in der Mitte des Grades	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	kalter Ansatz in der Mitte des Grades	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
132	21	f81r	f81r.21	7	lol	B	B	2	1	INHERITED_V48	E	0	0	Holzstoff	Holzstoff	INHERITED_V48_LINE_CARD	MATERIAL	KNOWN_EXACT_WHOLE	V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE	Holzstoff	V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE	0	0	NONE
133	22	f81r	f81r.22	1	qotal	B	B	2	1	INHERITED_V48	E	0	0	Rohstoffklasse I, kalt am Gradanfang	Rohstoffklasse I, kalt am Gradanfang	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT656:NEW_EXACT_WHOLE	KNOWN_EXACT_WHOLE	Rohstoffklasse I, kalt am Gradanfang	GDT656:NEW_EXACT_WHOLE	KNOWN_EXACT_WHOLE	0	0	NONE
134	22	f81r	f81r.22	2	chedy	B	B	2	1	INHERITED_V48	E	0	0	trocken in der Mitte des Grades, abgeschlossen	trocken in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
135	22	f81r	f81r.22	3	qol	B	B	2	1	INHERITED_V48	E	0	0	Drogenstoff zugeben	Drogenstoff zugeben	INHERITED_V48_LINE_CARD	ACTION+MATERIAL	KNOWN_EXACT_WHOLE	GDT662:EXACT_WHOLE:qol	KNOWN_EXACT_WHOLE	Drogenstoff zugeben	GDT662:EXACT_WHOLE:qol	KNOWN_EXACT_WHOLE	0	1	Drogenstoff zugeben
136	22	f81r	f81r.22	4	ol	B	B	2	1	INHERITED_V48	E	0	0	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_V48_LINE_CARD	MATERIAL	AMBIGUOUS_ACTIVE_RIVAL	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	0	0	NONE
137	22	f81r	f81r.22	5	daiin	B	B	2	1	INHERITED_V48	E	0	0	Qualitätsgrad III	Qualitätsgrad III des unmittelbar vorangehenden Grundansatzes	INHERITED_V48_LINE_CARD	MATERIAL	KNOWN_CONTEXT_LICENSED	V13:CONTEXTUAL_VALUE_SERIES	KNOWN_CONTEXT_LICENSED	Qualitätsgrad III	V13:CONTEXTUAL_VALUE_SERIES	KNOWN_CONTEXT_LICENSED	1	0	NONE
138	22	f81r	f81r.22	6	ol	B	B	2	1	INHERITED_V48	E	0	0	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_V48_LINE_CARD	MATERIAL	AMBIGUOUS_ACTIVE_RIVAL	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	0	0	NONE
139	22	f81r	f81r.22	7	chedar	B	B	2	1	INHERITED_V48	E	0	0	abgemessene Trockenfraktion I, Mittelstufe	abgemessene Trockenfraktion I, Mittelstufe	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT663:EXACT_WHOLE:chedar	KNOWN_EXACT_WHOLE	abgemessene Trockenfraktion I, Mittelstufe	GDT663:EXACT_WHOLE:chedar	KNOWN_EXACT_WHOLE	0	0	NONE
140	22	f81r	f81r.22	8	ol	B	B	2	1	INHERITED_V48	E	0	0	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_V48_LINE_CARD	MATERIAL	AMBIGUOUS_ACTIVE_RIVAL	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	0	0	NONE
141	22	f81r	f81r.22	9	oly	B	B	2	1	INHERITED_V48	E	0	0	abseihen	abseihen	INHERITED_V48_LINE_CARD	ACTION	KNOWN_EXACT_WHOLE	GDT662:EXACT_WHOLE:oly	KNOWN_EXACT_WHOLE	abseihen	GDT662:EXACT_WHOLE:oly	KNOWN_EXACT_WHOLE	0	1	abseihen
142	23	f81r	f81r.23	1	chey	B	B	2	1	INHERITED_V48	E	0	0	trocken in der Mitte des Grades	trocken in der Mitte des Grades	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
143	23	f81r	f81r.23	2	okain	B	B	2	1	INHERITED_V48	E	0	0	heiß im Zubereitungsrahmen, Grad II	heiß im Zubereitungsrahmen, Grad II	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_CONTEXT_LICENSED	V13:QUALITY_DEGREE_SERIES	KNOWN_CONTEXT_LICENSED	heiß im Zubereitungsrahmen, Grad II	V13:QUALITY_DEGREE_SERIES	KNOWN_CONTEXT_LICENSED	0	0	NONE
144	23	f81r	f81r.23	3	sheckhy	B	B	2	1	INHERITED_V48	E	0	0	feuchtes Arzneikompositum am Gradanfang	feuchtes Arzneikompositum am Gradanfang	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT651:REVISED_FOUR_SHELL_CKH_GRID	KNOWN_EXACT_WHOLE	feuchtes Arzneikompositum am Gradanfang	GDT651:REVISED_FOUR_SHELL_CKH_GRID	KNOWN_EXACT_WHOLE	0	0	NONE
145	23	f81r	f81r.23	4	soiin	B	B	2	1	INHERITED_V48	E	0	0	Samen/Saatgutzubereitung, Form III	Samen/Saatgutzubereitung, Form III	INHERITED_V48_LINE_CARD	MATERIAL	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_EXACT_WHOLE	Samen/Saatgutzubereitung, Form III	V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_EXACT_WHOLE	0	0	NONE
146	23	f81r	f81r.23	5	chey	B	B	2	1	INHERITED_V48	E	0	0	trocken in der Mitte des Grades	trocken in der Mitte des Grades	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
147	23	f81r	f81r.23	6	lchey	B	B	2	1	INHERITED_V48	E	0	0	Drogenholz, trocken gebunden, Form I	Drogenholz, trocken gebunden, Form I	INHERITED_V48_LINE_CARD	MATERIAL+STATE	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_EXACT_WHOLE	Drogenholz, trocken gebunden, Form I	V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_EXACT_WHOLE	0	0	NONE
148	24	f81r	f81r.24	1	par	B	B	2	1	INHERITED_V48	E	0	0	Pulverfraktion I	Pulverfraktion I	INHERITED_V48_LINE_CARD	MATERIAL	READER_BOUNDARY_UNSTABLE	V13:SCOPED_RESIDUAL_HEAD_FORM	READER_BOUNDARY_UNSTABLE	Pulverfraktion I	V13:SCOPED_RESIDUAL_HEAD_FORM	READER_BOUNDARY_UNSTABLE	0	0	NONE
149	24	f81r	f81r.24	2	ody	B	B	2	1	INHERITED_V48	E	0	0	fertiggestellter Ansatz	fertiggestellter Ansatz	INHERITED_V48_LINE_CARD	MATERIAL+STATE	READER_BOUNDARY_UNSTABLE	GDT665:EXACT_WHOLE:ody	READER_BOUNDARY_UNSTABLE	fertiggestellter Ansatz	GDT665:EXACT_WHOLE:ody	READER_BOUNDARY_UNSTABLE	0	0	NONE
150	24	f81r	f81r.24	3	shecphy	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	Arzneikompositum bis zur Mittelstufe einweichen und abschließen	Arzneikompositum bis zur Mittelstufe einweichen und abschließen	SH_MOIST+E_MIDDLE+CPH_COMPOSITE+Y_START_OR_CLOSE	ACTION+STAGE+MATERIAL	MEDIUM	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[shecphy:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
151	24	f81r	f81r.24	4	cheol	B	B	2	1	INHERITED_V48	E	0	0	trockener Drogenstoff	trockener Drogenstoff	INHERITED_V48_LINE_CARD	MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT642:ROUND_01	KNOWN_EXACT_WHOLE	trockener Drogenstoff	GDT642:ROUND_01	KNOWN_EXACT_WHOLE	0	0	NONE
152	24	f81r	f81r.24	5	qotaldar	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	erste Fraktion gekühlter Rohdroge I abmessen	erste Fraktion gekühlter Rohdroge I abmessen	QO_COMMAND+T_COLD+AL_RAW_I+D_MEASURE+AR_FRACTION_I	ACTION+QUANTITY+MATERIAL+STATE	HIGH	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[qotaldar:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
153	24	f81r	f81r.24	6	otedy	B	B	2	1	INHERITED_V48	E	0	0	kalter Ansatz in der Mitte des Grades, abgeschlossen	kalter Ansatz in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	kalter Ansatz in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
154	24	f81r	f81r.24	7	oly	B	B	2	1	INHERITED_V48	E	0	0	abseihen	abseihen	INHERITED_V48_LINE_CARD	ACTION	KNOWN_EXACT_WHOLE	GDT662:EXACT_WHOLE:oly	KNOWN_EXACT_WHOLE	abseihen	GDT662:EXACT_WHOLE:oly	KNOWN_EXACT_WHOLE	0	1	abseihen
155	25	f81r	f81r.25	1	sar	B	B	2	1	INHERITED_V48	E	0	0	Samenfraktion I	Samenfraktion I	INHERITED_V48_LINE_CARD	MATERIAL	READER_BOUNDARY_UNSTABLE	V13:SCOPED_RESIDUAL_HEAD_FORM	READER_BOUNDARY_UNSTABLE	Samenfraktion I	V13:SCOPED_RESIDUAL_HEAD_FORM	READER_BOUNDARY_UNSTABLE	0	0	NONE
156	25	f81r	f81r.25	2	shedy	B	B	2	1	INHERITED_V48	E	0	0	feucht in der Mitte des Grades, abgeschlossen	feucht in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
157	25	f81r	f81r.25	3	qol	B	B	2	1	INHERITED_V48	E	0	0	Drogenstoff zugeben	Drogenstoff zugeben	INHERITED_V48_LINE_CARD	ACTION+MATERIAL	KNOWN_EXACT_WHOLE	GDT662:EXACT_WHOLE:qol	KNOWN_EXACT_WHOLE	Drogenstoff zugeben	GDT662:EXACT_WHOLE:qol	KNOWN_EXACT_WHOLE	0	1	Drogenstoff zugeben
158	25	f81r	f81r.25	4	otain	B	B	2	1	INHERITED_V48	E	0	0	kalt im Zubereitungsrahmen, Grad II	kalt im Zubereitungsrahmen, Grad II	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_CONTEXT_LICENSED	V13:QUALITY_DEGREE_SERIES	KNOWN_CONTEXT_LICENSED	kalt im Zubereitungsrahmen, Grad II	V13:QUALITY_DEGREE_SERIES	KNOWN_CONTEXT_LICENSED	0	0	NONE
159	25	f81r	f81r.25	5	okair	B	B	2	1	INHERITED_V48	E	0	0	heiße Drogenfraktion II im Ansatz	heiße Drogenfraktion II im Ansatz	INHERITED_V48_LINE_CARD	MATERIAL+STATE	READER_BOUNDARY_UNSTABLE	GDT663:EXACT_WHOLE:okair	READER_BOUNDARY_UNSTABLE	heiße Drogenfraktion II im Ansatz	GDT663:EXACT_WHOLE:okair	READER_BOUNDARY_UNSTABLE	0	0	NONE
160	25	f81r	f81r.25	6	okal	B	B	2	1	INHERITED_V48	E	0	0	Rohstoffklasse I im Ansatz, heiß am Gradanfang	Rohstoffklasse I im Ansatz, heiß am Gradanfang	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT656:REVISE_AL_QUALITY_MODEL	KNOWN_EXACT_WHOLE	Rohstoffklasse I im Ansatz, heiß am Gradanfang	GDT656:REVISE_AL_QUALITY_MODEL	KNOWN_EXACT_WHOLE	0	0	NONE
161	25	f81r	f81r.25	7	chedy	B	B	2	1	INHERITED_V48	E	0	0	trocken in der Mitte des Grades, abgeschlossen	trocken in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
162	25	f81r	f81r.25	8	dy	B	B	2	1	OCCURRENCE_CONTEXT_REVIEW	O	1	0	Qualitäts-/Wertfeld geschlossen	Qualitäts-/Wertfeld geschlossen	LINE_FINAL_DY_FIELD_CLOSE	DESCRIPTOR	MEDIUM	GDT674_CONTEXT_RECHECK_OF_V48	OCCURRENCE_ONLY_NOT_PROMOTED	Qualitäts-/Wertfeld geschlossen	GDT660:DY_EOS	KNOWN_CONTEXT_LICENSED	0	0	NONE
163	26	f81r	f81r.26	1	pchedy	B	B	2	1	INHERITED_V48	E	0	0	getrocknetes Pulver	getrocknetes Pulver	INHERITED_V48_LINE_CARD	MATERIAL	KNOWN_EXACT_WHOLE	V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE	getrocknetes Pulver	V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE	0	0	NONE
164	26	f81r	f81r.26	2	qokey	B	B	2	1	INHERITED_V48	E	0	0	heiß in der Mitte des Grades	heiß in der Mitte des Grades	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	heiß in der Mitte des Grades	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
165	26	f81r	f81r.26	3	oteol	B	B	2	1	INHERITED_V48	E	0	0	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	INHERITED_V48_LINE_CARD	ACTION+STAGE+MATERIAL	KNOWN_EXACT_WHOLE	GDT667:EXACT_WHOLE:oteol	KNOWN_EXACT_WHOLE	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	GDT667:EXACT_WHOLE:oteol	KNOWN_EXACT_WHOLE	0	0	NONE
166	26	f81r	f81r.26	4	qol	B	B	2	1	INHERITED_V48	E	0	0	Drogenstoff zugeben	Drogenstoff zugeben	INHERITED_V48_LINE_CARD	ACTION+MATERIAL	KNOWN_EXACT_WHOLE	GDT662:EXACT_WHOLE:qol	KNOWN_EXACT_WHOLE	Drogenstoff zugeben	GDT662:EXACT_WHOLE:qol	KNOWN_EXACT_WHOLE	0	1	Drogenstoff zugeben
167	26	f81r	f81r.26	5	sheor	B	B	2	1	INHERITED_V48	E	0	0	feuchter Drogenteil	feuchter Drogenteil	INHERITED_V48_LINE_CARD	MATERIAL+STATE	READER_BOUNDARY_UNSTABLE	GDT648:STRICT_WHOLE_COMPLETION	READER_BOUNDARY_UNSTABLE	feuchter Drogenteil	GDT648:STRICT_WHOLE_COMPLETION	READER_BOUNDARY_UNSTABLE	0	0	NONE
168	26	f81r	f81r.26	6	shedy	B	B	2	1	INHERITED_V48	E	0	0	feucht in der Mitte des Grades, abgeschlossen	feucht in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
169	26	f81r	f81r.26	7	qcthdys	B	B	2	1	INHERITED_V48	E	0	0	stelle eine Charge Krautdroge fertig	stelle eine Charge Krautdroge fertig	INHERITED_V48_LINE_CARD	ACTION+QUANTITY+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT668:EXACT_WHOLE:qcthdys	KNOWN_EXACT_WHOLE	stelle eine Charge Krautdroge fertig	GDT668:EXACT_WHOLE:qcthdys	KNOWN_EXACT_WHOLE	0	1	stelle eine Charge Krautdroge fertig
170	27	f81r	f81r.27	1	sol	B	B	2	1	INHERITED_V48	E	0	0	Samenmaterial/Saatgut	Samenmaterial/Saatgut	INHERITED_V48_LINE_CARD	MATERIAL	READER_BOUNDARY_UNSTABLE	V13:SCOPED_CONCRETE_HEAD_FORM	READER_BOUNDARY_UNSTABLE	Samenmaterial/Saatgut	V13:SCOPED_CONCRETE_HEAD_FORM	READER_BOUNDARY_UNSTABLE	0	0	NONE
171	27	f81r	f81r.27	2	chedy	B	B	2	1	INHERITED_V48	E	0	0	trocken in der Mitte des Grades, abgeschlossen	trocken in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	READER_BOUNDARY_UNSTABLE	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	0	0	NONE
172	27	f81r	f81r.27	3	qokedy	B	B	2	1	INHERITED_V48	E	0	0	heiß in der Mitte des Grades, abgeschlossen	heiß in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	READER_BOUNDARY_UNSTABLE	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	heiß in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	0	0	NONE
173	27	f81r	f81r.27	4	olkedy	B	B	2	1	INHERITED_V48	E	0	0	erhitzte Drogenbasis, fertig	erhitzte Drogenbasis, fertig	INHERITED_V48_LINE_CARD	MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT662:EXACT_WHOLE:olkedy	KNOWN_EXACT_WHOLE	erhitzte Drogenbasis, fertig	GDT662:EXACT_WHOLE:olkedy	KNOWN_EXACT_WHOLE	0	0	NONE
