page	diagram_id	locus	local_image_owner	local_namespace	visible_sequence	portable_core_chain	complete_local_label_de	group_count	group_serials	orientation_status	f68_f69_mapping
f68r1	A2	f68r1.21	A2_STAR_STATION_13	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	ockhy	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S13: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S13 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	235	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.22	A2_STAR_STATION_14	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	ofcheor	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S14: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S14 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	236	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.23	A2_STAR_STATION_15	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	otchdy	FOLGEPLATZ_UEBERTRAGEN__SCHLUSS	f68r1, sichtbarer Sternplatz S15: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S15 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	237	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.24	A2_STAR_STATION_16	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	otykchs	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S16: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S16 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	238	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.25	A2_STAR_STATION_17	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	otol	DANACH_FORTSETZEN	f68r1, sichtbarer Sternplatz S17: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S17 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	239	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.26	A2_STAR_STATION_18	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	otor	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S18: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S18 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	240	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.27	A2_STAR_STATION_19	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	oiinar	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S19: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S19 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	241	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.28	A2_STAR_STATION_20	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	okoldy	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S20: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S20 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	242	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.29	A2_STAR_STATION_21	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	ykchdy	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S21: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S21 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	243	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.30	A2_STAR_STATION_22	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	oeeody	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S22: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S22 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	244	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.31	A2_STAR_STATION_23	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	ocphy	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S23: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S23 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	245	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.32	A2_STAR_STATION_24	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	okeeodal	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S24: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S24 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	246	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.33	A2_STAR_STATION_25	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	okshor	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S25: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S25 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	247	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.34	A2_STAR_STATION_26	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	osdaiin	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S26: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S26 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	248	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.35	A2_STAR_STATION_27	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	otochedy	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S27: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S27 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	249	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.36	A2_STAR_STATION_28	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	dolchedy	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S28: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S28 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	250	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	A2_LOCAL_OWNER_UNRESOLVED	oky okchdy okardy qear oygy	einsetzen | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	f68r1, unaufgelöste Zentrallegende eines Teilbildes: Ein lokaler Himmels- oder Kalenderhinweis wird aus dem Exemplar kopiert, aber weder Zentrum noch Paneel noch Lesereihenfolge sind sichtbar eindeutig.	5	251|252|253|254|255	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.1	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	dair cheyky otaza sar ar chykar okoirsh ar chetody okeeos o tey otokeeey okeeody okeey doiir teeo y chey ot y okedy chsdy okeod y dy choaiin okar okar chol chees yto odair oty oteeo dar o eykeody dchor char	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | davon | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LANGSTUFE_SETZEN | LOCAL_LABEL | LOCAL_LABEL | dies | dies | LOCAL_LABEL | dies | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | dies | dies | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | weiter | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | davon | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | davon	f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	40	256|257|258|259|260|261|262|263|264|265|266|267|268|269|270|271|272|273|274|275|276|277|278|279|280|281|282|283|284|285|286|287|288|289|290|291|292|293|294|295	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	LOCAL_LABEL | weiter | LOCAL_LABEL | dorthin | LOCAL_LABEL | LOCAL_LABEL | Freigabewert | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | POSITION_LAENGER_HALTEN | Sollwert | dies | LOCAL_LABEL | LOCAL_LABEL | dorthin | LOCAL_LABEL | LOCAL_LABEL | dies | dies | LOCAL_LABEL | LOCAL_LABEL | dies | dies | weiter | LOCAL_LABEL | weiter | dies | LOCAL_LABEL | dies | dorthin | POSTEN_ZURUECKNEHMEN__SCHLUSS | LOCAL_LABEL | einsetzen | LOCAL_LABEL | dies	f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	38	296|297|298|299|300|301|302|303|304|305|306|307|308|309|310|311|312|313|314|315|316|317|318|319|320|321|322|323|324|325|326|327|328|329|330|331|332|333	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | überführen | LOCAL_LABEL | LOCAL_LABEL | dies | LOCAL_LABEL | EINGANGSBEDINGUNG | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | dies | LOCAL_LABEL | dorthin | NAECHSTER_LANGSTUFENPOSTEN | NAECHSTER_LANGSTUFENPOSTEN	f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	29	334|335|336|337|338|339|340|341|342|343|344|345|346|347|348|349|350|351|352|353|354|355|356|357|358|359|360|361|362	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.4	A3_LEFT_RADIAL_SLOT_01	A3_LEFT_WHEEL_ONLY	okeey sar	LANGSTUFE_SETZEN | davon	f69v, linker Radialplatz L01: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L01 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	2	363|364	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.5	A3_LEFT_RADIAL_SLOT_02	A3_LEFT_WHEEL_ONLY	okeo dy	LOCAL_LABEL | dies	f69v, linker Radialplatz L02: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L02 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	2	365|366	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.6	A3_LEFT_RADIAL_SLOT_03	A3_LEFT_WHEEL_ONLY	ochoyk	LOCAL_LABEL	f69v, linker Radialplatz L03: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L03 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	367	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.7	A3_LEFT_RADIAL_SLOT_04	A3_LEFT_WHEEL_ONLY	ykeey	LOCAL_LABEL	f69v, linker Radialplatz L04: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L04 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	368	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.8	A3_LEFT_RADIAL_SLOT_05	A3_LEFT_WHEEL_ONLY	ytory	LOCAL_LABEL	f69v, linker Radialplatz L05: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L05 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	369	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.9	A3_LEFT_RADIAL_SLOT_06	A3_LEFT_WHEEL_ONLY	oeesy	LOCAL_LABEL	f69v, linker Radialplatz L06: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L06 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	370	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.10	A3_LEFT_RADIAL_SLOT_07	A3_LEFT_WHEEL_ONLY	ytody	LOCAL_LABEL	f69v, linker Radialplatz L07: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L07 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	371	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.11	A3_LEFT_RADIAL_SLOT_08	A3_LEFT_WHEEL_ONLY	okody	LOCAL_LABEL	f69v, linker Radialplatz L08: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L08 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	372	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.12	A3_LEFT_RADIAL_SLOT_09	A3_LEFT_WHEEL_ONLY	otody	LOCAL_LABEL	f69v, linker Radialplatz L09: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L09 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	373	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.13	A3_LEFT_RADIAL_SLOT_10	A3_LEFT_WHEEL_ONLY	okeal	LOCAL_LABEL	f69v, linker Radialplatz L10: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L10 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	374	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.14	A3_LEFT_RADIAL_SLOT_11	A3_LEFT_WHEEL_ONLY	okeod	LOCAL_LABEL	f69v, linker Radialplatz L11: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L11 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	375	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.15	A3_LEFT_RADIAL_SLOT_12	A3_LEFT_WHEEL_ONLY	oteeys	LOCAL_LABEL	f69v, linker Radialplatz L12: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L12 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	376	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.16	A3_LEFT_RADIAL_SLOT_13	A3_LEFT_WHEEL_ONLY	oteol	LOCAL_LABEL	f69v, linker Radialplatz L13: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L13 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	377	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.17	A3_LEFT_RADIAL_SLOT_14	A3_LEFT_WHEEL_ONLY	ykeydy	LOCAL_LABEL	f69v, linker Radialplatz L14: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L14 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	378	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.18	A3_LEFT_RADIAL_SLOT_15	A3_LEFT_WHEEL_ONLY	okeod	LOCAL_LABEL	f69v, linker Radialplatz L15: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L15 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	379	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.19	A3_LEFT_RADIAL_SLOT_16	A3_LEFT_WHEEL_ONLY	saral	LOCAL_LABEL	f69v, linker Radialplatz L16: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L16 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	380	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.20	A3_LEFT_RADIAL_SLOT_17	A3_LEFT_WHEEL_ONLY	saiir	LOCAL_LABEL	f69v, linker Radialplatz L17: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L17 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	381	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.21	A3_LEFT_RADIAL_SLOT_18	A3_LEFT_WHEEL_ONLY	okolar	LOCAL_LABEL	f69v, linker Radialplatz L18: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L18 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	382	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.22	A3_LEFT_RADIAL_SLOT_19	A3_LEFT_WHEEL_ONLY	ykeody	LOCAL_LABEL	f69v, linker Radialplatz L19: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L19 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	383	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.23	A3_LEFT_RADIAL_SLOT_20	A3_LEFT_WHEEL_ONLY	sarydy	LOCAL_LABEL	f69v, linker Radialplatz L20: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L20 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	384	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.24	A3_LEFT_RADIAL_SLOT_21	A3_LEFT_WHEEL_ONLY	otchy	LOCAL_LABEL	f69v, linker Radialplatz L21: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L21 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	385	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.25	A3_LEFT_RADIAL_SLOT_22	A3_LEFT_WHEEL_ONLY	okeey dy	LANGSTUFE_SETZEN | dies	f69v, linker Radialplatz L22: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L22 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	2	386|387	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.26	A3_LEFT_RADIAL_SLOT_23	A3_LEFT_WHEEL_ONLY	okey d	KURZSTUFE_SETZEN | LOCAL_LABEL	f69v, linker Radialplatz L23: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L23 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	2	388|389	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.27	A3_LEFT_RADIAL_SLOT_24	A3_LEFT_WHEEL_ONLY	okeod	LOCAL_LABEL	f69v, linker Radialplatz L24: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L24 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	390	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.28	A3_LEFT_RADIAL_SLOT_25	A3_LEFT_WHEEL_ONLY	okodchy	LOCAL_LABEL	f69v, linker Radialplatz L25: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L25 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	391	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.29	A3_LEFT_RADIAL_SLOT_26	A3_LEFT_WHEEL_ONLY	okeody	LOCAL_LABEL	f69v, linker Radialplatz L26: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L26 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	392	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f69v	A3	f69v.30	A3_LEFT_RADIAL_SLOT_27	A3_LEFT_WHEEL_ONLY	okcheys	LOCAL_LABEL	f69v, linker Radialplatz L27: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L27 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	1	393	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
