audit_id	event_id	physical_page	register	statement_id	locus	surface	source_surface	edit_operation	old_char	new_char	edit_index	source_current_recipe	old_target_recipe	corrected_recipe	removed_atoms	added_atoms	renderer_or_composition_rule	audit_decision	confidence	short_reason
P1026-A0190	P1008-E1014	f76r	BIOLOGICAL	P1008-S140	f76r.54	qolaiin	olaiin	INS	NONE	q	0	OL+AIIN	OL+AIIN	OL+AIIN	NONE	NONE	LICENSED_Q_WRAPPER	LICENSED_SAME_RECIPE	HIGH	q wrapper does not add an atom
P1026-A0191	P1008-E1017	f76r	BIOLOGICAL	P1008-S141	f76r.54	chdol	chedol	DEL	e	NONE	2	CHD+OL	CHD+OL	CHD+OL	NONE	NONE	LICENSED_CHD_CHED	LICENSED_SAME_RECIPE	HIGH	expanded CHD spelling
P1026-A0192	P1008-E1027	f76r	BIOLOGICAL	P1008-S142	f76r.55	solshey	solshedy	DEL	d	NONE	6	OL+SH+E+DY	OL+SH+E+DY	OL+SH+E+Y	DY	Y	VISIBLE_REMOVE_CLOSE	RESEGMENT_VISIBLE_EDIT	WORKING	removing d opens DY to Y
P1026-A0193	P1008-E1029	f76r	BIOLOGICAL	P1008-S144	f76r.55	ldaiin	daiin	INS	NONE	l	0	AIIN	AIIN	L+AIIN	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0194	P1008-E1030	f76r	BIOLOGICAL	P1008-S144	f76r.55	checkhey	checkhy	INS	NONE	e	6	CH+E+CH+K+Y	CH+E+CH+K+Y	CH+E+CH+K+E+Y	NONE	E	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0195	P1008-E1043	f89r	PHARMA	P1008-S146	f89r1.6	qoar	qodar	DEL	d	NONE	2	O+D_ADDR+AR	O+D_ADDR+AR	O+AR	D_ADDR	NONE	VISIBLE_REMOVE_D_ADDRESS	RESEGMENT_VISIBLE_EDIT	WORKING	visible local d disappears
P1026-A0196	P1008-E1044	f89r	PHARMA	P1008-S146	f89r1.6	shar	shear	DEL	e	NONE	2	SH+E+AR	SH+E+AR	SH+AR	E	NONE	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0197	P1008-E1046	f89r	PHARMA	P1008-S146	f89r1.6	qokod	qokody	DEL	y	NONE	5	OK+O+DY	OK+O+DY	OK+O+D_ADDR	DY	D_ADDR	VISIBLE_REMOVE_Y	RESEGMENT_VISIBLE_EDIT	WORKING	visible active-posten sign disappears
P1026-A0198	P1008-E1047	f89r	PHARMA	P1008-S147	f89r1.6	chepy	chey	INS	NONE	p	3	Y	Y	CH+E+P+Y	NONE	CH+E+P	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0199	P1008-E1051	f89r	PHARMA	P1008-S147	f89r1.6	sheeos	shees	INS	NONE	o	4	SH+EE+S	SH+EE+S	SH+EE+O+S	NONE	O	VISIBLE_INSERT_O	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0200	P1008-E1052	f89r	PHARMA	P1008-S147	f89r1.6	oldain	oldaiin	DEL	i	NONE	4	OL+D_ADDR+AIIN	OL+D_ADDR+AIIN	OL+AIN	D_ADDR+AIIN	AIN	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0201	P1008-E1053	f89r	PHARMA	P1008-S147	f89r1.7	dshody	dshedy	SUB	e	o	3	SH+E+DY	SH+E+DY	SH+O+DY	E	O	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0202	P1008-E1054	f89r	PHARMA	P1008-S148	f89r1.7	qocthy	qodcthy	DEL	d	NONE	2	O+D_ADDR+CH+T+Y	O+D_ADDR+CH+T+Y	O+CH+T+Y	D_ADDR	NONE	VISIBLE_REMOVE_D_ADDRESS	RESEGMENT_VISIBLE_EDIT	WORKING	visible local d disappears
P1026-A0203	P1008-E1059	f89r	PHARMA	P1008-S148	f89r1.7	daldaiin	saldaiin	SUB	s	d	0	S+AL+D_ADDR+AIIN	S+AL+D_ADDR+AIIN	AL+AIIN	S+D_ADDR	NONE	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0204	P1008-E1064	f89r	PHARMA	P1008-S148	f89r1.8	qodaiin	qoaiin	INS	NONE	d	2	CARRIER_Q+O+AIIN	CARRIER_Q+O+AIIN	CARRIER_Q+O+AIIN	NONE	NONE	DIRECT_VISIBLE_PACKAGE	LICENSED_SAME_RECIPE	HIGH	target package read directly
P1026-A0205	P1008-E1067	f89r	PHARMA	P1008-S148	f89r1.8	qokechy	qokchy	INS	NONE	e	3	OK+Y	OK+Y	OK+E+Y	NONE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0206	P1008-E1069	f89r	PHARMA	P1008-S148	f89r1.8	ctheody	cheody	INS	NONE	t	1	CH+E+O+Y	CH+E+O+Y	CH+T+E+O+Y	NONE	T	VISIBLE_INSERT_T	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0207	P1008-E1071	f89r	PHARMA	P1008-S148	f89r1.9	yshor	shor	INS	NONE	y	0	SH+OR	SH+OR	Y+SH+OR	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0208	P1008-E1077	f89r	PHARMA	P1008-S148	f89r1.9	ckhol	chol	INS	NONE	k	1	OL	OL	CH+K+OL	NONE	CH+K	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0209	P1008-E1080	f89r	PHARMA	P1008-S148	f89r1.10	tdain	dain	INS	NONE	t	0	AIN	AIN	T+AIN	NONE	T	VISIBLE_INSERT_T	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0210	P1008-E1097	f89r	PHARMA	P1008-S149	f89r1.15	qoeair	qofair	SUB	f	e	2	CARRIER_Q+O+LOCAL_CHAR_F+AIR	CARRIER_Q+O+LOCAL_CHAR_F+AIR	CARRIER_Q+O+E+AIR	LOCAL_CHAR_F	E	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0211	P1008-E1115	f89r	PHARMA	P1008-S150	f89r1.17	qeaiin	qoaiin	SUB	o	e	1	CARRIER_Q+O+AIIN	CARRIER_Q+O+AIIN	CARRIER_Q+E+AIIN	O	E	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0212	P1008-E1116	f89r	PHARMA	P1008-S150	f89r1.17	cheyl	chey	INS	NONE	l	4	Y	Y	Y+L	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0213	P1008-E1117	f89r	PHARMA	P1008-S150	f89r1.17	seey	sheey	DEL	h	NONE	1	SH+EE+Y	SH+EE+Y	S+EE+Y	SH	S	VISIBLE_REMOVE_H	RESEGMENT_VISIBLE_EDIT	WORKING	SH falls back to S
P1026-A0214	P1008-E1119	f89r	PHARMA	P1008-S150	f89r1.17	qokeeol	qokeol	INS	NONE	e	3	OK+E+OL	OK+E+OL	OK+EE+OL	E	EE	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0215	P1008-E1121	f89r	PHARMA	P1008-S150	f89r1.17	edy	dy	INS	NONE	e	0	Y	Y	E+Y	NONE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0216	P1008-E1124	f89r	PHARMA	P1008-S150	f89r1.18	dals	dal	INS	NONE	s	3	AL	AL	AL+S	NONE	S	VISIBLE_INSERT_S	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0217	P1008-E1130	f89r	PHARMA	P1008-S151	f89r1.18	daldal	dalal	INS	NONE	d	3	AL+AL	AL+AL	AL+AL	NONE	NONE	DIRECT_VISIBLE_PACKAGE	LICENSED_SAME_RECIPE	HIGH	target package read directly
P1026-A0218	P1008-E1131	f89r	PHARMA	P1008-S152	f89r1.19	pshol	shol	INS	NONE	p	0	SH+OL	SH+OL	P+SH+OL	NONE	P	VISIBLE_INSERT_P	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0219	P1008-E1133	f89r	PHARMA	P1008-S152	f89r1.19	qoay	koay	SUB	k	q	0	K+O+A_ADDR+Y	K+O+A_ADDR+Y	CARRIER_Q+O+A_ADDR+Y	K	CARRIER_Q	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0220	P1008-E1134	f89r	PHARMA	P1008-S152	f89r1.19	cheocphy	cheockhy	SUB	k	p	5	CH+E+O+CH+K+Y	CH+E+O+CH+K+Y	CH+E+O+CH+P+Y	K	P	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0221	P1008-E1136	f89r	PHARMA	P1008-S152	f89r1.19	sheyr	shey	INS	NONE	r	4	SH+E+Y	SH+E+Y	SH+E+Y+R	NONE	R	VISIBLE_INSERT_R	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0222	P1008-E1139	f89r	PHARMA	P1008-S152	f89r1.19	daly	dal	INS	NONE	y	3	AL	AL	AL+Y	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0223	P1008-E1140	f89r	PHARMA	P1008-S152	f89r1.20	daim	dain	SUB	n	m	3	AIN	AIN	A_ADDR+LOCAL_CHAR_I+M_LOCAL	AIN	A_ADDR+LOCAL_CHAR_I+M_LOCAL	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0224	P1008-E1142	f89r	PHARMA	P1008-S152	f89r1.20	qoay	koay	SUB	k	q	0	K+O+A_ADDR+Y	K+O+A_ADDR+Y	CARRIER_Q+O+A_ADDR+Y	K	CARRIER_Q	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0225	P1008-E1145	f89r	PHARMA	P1008-S152	f89r1.20	ldain	dain	INS	NONE	l	0	AIN	AIN	L+AIN	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0226	P1008-E1147	f89r	PHARMA	P1008-S152	f89r1.20	chom	cho	INS	NONE	m	3	HO	HO	HO+M_LOCAL	NONE	M_LOCAL	VISIBLE_INSERT_M	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0227	P1008-E1151	f89r	PHARMA	P1008-S152	f89r1.21	shoety	sheety	SUB	e	o	2	SH+EE+T+Y	SH+EE+T+Y	SH+O+E+T+Y	EE	O+E	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0228	P1008-E1154	f89r	PHARMA	P1008-S152	f89r1.21	ykchdy	kchdy	INS	NONE	y	0	K+CHD+Y	K+CHD+Y	Y+K+CHD+Y	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0229	P1008-E1162	f89r	PHARMA	P1008-S152	f89r1.22	qockhedy	qockhey	INS	NONE	d	6	O+CH+K+E+Y	O+CH+K+E+Y	O+CH+K+E+Y	NONE	NONE	DIRECT_VISIBLE_PACKAGE	LICENSED_SAME_RECIPE	HIGH	target package read directly
P1026-A0230	P1008-E1166	f89r	PHARMA	P1008-S152	f89r1.22	chead	chear	SUB	r	d	4	CH+E+AR	CH+E+AR	CH+E+A_ADDR+D_ADDR	AR	A_ADDR+D_ADDR	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0231	P1008-E1170	f89r	PHARMA	P1008-S152	f89r1.23	oteos	oteeos	DEL	e	NONE	2	OT+EE+O+S_ADDR	OT+EE+O+S_ADDR	OT+E+O+S_ADDR	EE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0232	P1008-E1172	f89r	PHARMA	P1008-S152	f89r1.23	cheodain	chedain	INS	NONE	o	3	CHD+AIN	CHD+AIN	CH+E+O+D_ADDR+AIN	CHD	CH+E+O+D_ADDR	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0233	P1008-E1185	f89r	PHARMA	P1008-S153	f89r2.6	cheodal	cheokal	SUB	k	d	4	CH+E+O+K+AL	CH+E+O+K+AL	CH+E+O+AL	K	NONE	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0234	P1008-E1190	f89r	PHARMA	P1008-S155	f89r2.6	cheo	cheol	DEL	l	NONE	4	CH+E+O+L	CH+E+O	CH+E+O	L	NONE	DIRECT_VISIBLE_PACKAGE	CURRENT_ALREADY_REPAIRED	HIGH	target package read directly
P1026-A0235	P1008-E1192	f89r	PHARMA	P1008-S155	f89r2.6	qoaiis	qoaiin	SUB	n	s	5	CARRIER_Q+O+AIIN	CARRIER_Q+O+AIIN	CARRIER_Q+O+IIN+S	AIIN	IIN+S	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0236	P1008-E1197	f89r	PHARMA	P1008-S155	f89r2.6	chaldy	chaly	INS	NONE	d	4	CH+AL+Y	CH+AL+Y	CH+AL+Y	NONE	NONE	DIRECT_VISIBLE_PACKAGE	LICENSED_SAME_RECIPE	HIGH	target package read directly
P1026-A0237	P1008-E1198	f89r	PHARMA	P1008-S155	f89r2.6	daim	dain	SUB	n	m	3	AIN	AIN	A_ADDR+LOCAL_CHAR_I+M_LOCAL	AIN	A_ADDR+LOCAL_CHAR_I+M_LOCAL	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0238	P1008-E1201	f89r	PHARMA	P1008-S155	f89r2.7	cheodal	cheokal	SUB	k	d	4	CH+E+O+K+AL	CH+E+O+K+AL	CH+E+O+AL	K	NONE	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0239	P1008-E1209	f89r	PHARMA	P1008-S155	f89r2.7	tchodol	pchodol	SUB	p	t	0	P+CH+O+D_ADDR+OL	P+CH+O+D_ADDR+OL	T+CH+O+D_ADDR+OL	P	T	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0240	P1008-E1211	f89r	PHARMA	P1008-S155	f89r2.7	choldy	choly	INS	NONE	d	4	OL+Y	OL+Y	OL+Y	NONE	NONE	DIRECT_VISIBLE_PACKAGE	LICENSED_SAME_RECIPE	HIGH	target package read directly
P1026-A0241	P1008-E1220	f89r	PHARMA	P1008-S155	f89r2.8	cheoldy	cheody	INS	NONE	l	4	CH+E+O+Y	CH+E+O+Y	CH+E+O+L+Y	NONE	L	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0242	P1008-E1235	f89r	PHARMA	P1008-S157	f89r2.12	yody	ytody	DEL	t	NONE	1	Y+T+O+DY	Y+T+O+DY	Y+O+DY	T	NONE	VISIBLE_DELETE_T	RESEGMENT_VISIBLE_EDIT	WORKING	deleted sign removes its atom
P1026-A0243	P1008-E1236	f89r	PHARMA	P1008-S158	f89r2.12	qoteol	oteol	INS	NONE	q	0	OT+E+OL	OT+E+OL	OT+E+OL	NONE	NONE	LICENSED_Q_WRAPPER	LICENSED_SAME_RECIPE	HIGH	q wrapper does not add an atom
P1026-A0244	P1008-E1248	f89r	PHARMA	P1008-S158	f89r2.12	oeeor	oteor	SUB	t	e	1	OT+E+OR	OT+E+OR	O+EE+OR	OT+E	O+EE	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0245	P1008-E1251	f89r	PHARMA	P1008-S158	f89r2.13	olkey	olkeey	DEL	e	NONE	3	OL+K+EE+Y	OL+K+EE+Y	OL+K+E+Y	EE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0246	P1008-E1279	f89r	PHARMA	P1008-S160	f89r2.14	eky	ey	INS	NONE	k	1	E+Y	E+Y	E+K+Y	NONE	K	VISIBLE_INSERT_K	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0247	P1008-E1283	f89r	PHARMA	P1008-S160	f89r2.14	cheeody	cheedy	INS	NONE	o	4	CH+EE+D_ADDR+Y	CH+EE+D_ADDR+Y	CH+EE+O+D_ADDR+Y	NONE	O	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0248	P1008-E1284	f89r	PHARMA	P1008-S160	f89r2.14	oeckhy	ockhy	INS	NONE	e	1	O+CH+K+Y	O+CH+K+Y	O+E+CH+K+Y	NONE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0249	P1008-E1285	f89r	PHARMA	P1008-S160	f89r2.15	ycheo	ycheor	DEL	r	NONE	5	Y+CH+E+O+R	Y+CH+E+O+R	Y+CH+E+O	R	NONE	VISIBLE_DELETE_R	RESEGMENT_VISIBLE_EDIT	WORKING	deleted sign removes its atom
P1026-A0250	P1008-E1286	f89r	PHARMA	P1008-S160	f89r2.15	keeo	keeod	DEL	d	NONE	4	K+EE+O+D_ADDR	K+EE+O+D_ADDR	K+EE+O	D_ADDR	NONE	VISIBLE_REMOVE_D_ADDRESS	RESEGMENT_VISIBLE_EDIT	WORKING	visible local d disappears
P1026-A0251	P1008-E1287	f89r	PHARMA	P1008-S160	f89r2.15	ckho	ckhy	SUB	y	o	3	CH+K+Y	CH+K+Y	CH+K+O	Y	O	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0252	P1008-E1306	f89r	PHARMA	P1008-S161	f89r2.22	opcheor	opchor	INS	NONE	e	4	O+P+CH+OR	O+P+CH+OR	O+P+CH+E+OR	NONE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0253	P1008-E1307	f89r	PHARMA	P1008-S161	f89r2.22	opcheol	opcheeol	DEL	e	NONE	4	O+P+CH+EE+OL	O+P+CH+EE+OL	O+P+CH+E+OL	EE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0254	P1008-E1309	f89r	PHARMA	P1008-S162	f89r2.22	sholdy	soldy	INS	NONE	h	1	S+OL+D_ADDR+Y	S+OL+D_ADDR+Y	SH+OL+D_ADDR+Y	S	SH	VISIBLE_SH_FRAME	RESEGMENT_VISIBLE_EDIT	WORKING	s+h carries the SH action
P1026-A0255	P1008-E1313	f89r	PHARMA	P1008-S163	f89r2.22	sheodal	shedal	INS	NONE	o	3	SH+E+AL	SH+E+AL	SH+E+O+AL	NONE	O	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0256	P1008-E1316	f89r	PHARMA	P1008-S164	f89r2.23	cheok	cheol	SUB	l	k	4	CH+E+O+L	CH+E+O+L	CH+E+O+K	L	K	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0257	P1008-E1325	f89r	PHARMA	P1008-S164	f89r2.23	ykeody	ykedy	INS	NONE	o	3	Y+K+E+DY	Y+K+E+DY	Y+K+E+O+DY	NONE	O	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0258	P1008-E1326	f89r	PHARMA	P1008-S165	f89r2.23	okeeey	okeey	INS	NONE	e	2	OK+EE+Y	OK+EE+Y	OK+EEE+Y	EE	EEE	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0259	P1008-E1330	f89r	PHARMA	P1008-S165	f89r2.23	cheo	cheol	DEL	l	NONE	4	CH+E+O+L	CH+E+O	CH+E+O	L	NONE	DIRECT_VISIBLE_PACKAGE	CURRENT_ALREADY_REPAIRED	HIGH	target package read directly
P1026-A0260	P1008-E1332	f89r	PHARMA	P1008-S165	f89r2.24	yokeeol	okeeol	INS	NONE	y	0	OK+EE+OL	OK+EE+OL	Y+OK+EE+OL	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0261	P1008-E1337	f89r	PHARMA	P1008-S165	f89r2.24	cheokor	chokor	INS	NONE	e	2	OK+OR	OK+OR	OK+E+OR	NONE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0262	P1008-E1345	f89r	PHARMA	P1008-S165	f89r2.24	oteos	oteeos	DEL	e	NONE	2	OT+EE+O+S_ADDR	OT+EE+O+S_ADDR	OT+E+O+S_ADDR	EE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0263	P1008-E1353	f89r	PHARMA	P1008-S165	f89r2.25	qokeeyl	qokeey	INS	NONE	l	6	OK+EE+Y	OK+EE+Y	OK+EE+Y+L	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0264	P1008-E1357	f89r	PHARMA	P1008-S165	f89r2.25	ykeo	lkeo	SUB	l	y	0	L+K+E+O	L+K+E+O	Y+K+E+O	L	Y	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0265	P1008-E1360	f89r	PHARMA	P1008-S165	f89r2.25	cheo	cheol	DEL	l	NONE	4	CH+E+O+L	CH+E+O	CH+E+O	L	NONE	DIRECT_VISIBLE_PACKAGE	CURRENT_ALREADY_REPAIRED	HIGH	target package read directly
P1026-A0266	P1008-E1361	f89r	PHARMA	P1008-S165	f89r2.25	loiiin	oiiin	INS	NONE	l	0	O+IIN	O+IIN	L+O+IIN	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0267	P1008-E1363	f89r	PHARMA	P1008-S165	f89r2.26	scheor	cheor	INS	NONE	s	0	CH+E+O+R	CH+E+O+R	S+CH+E+O+R	NONE	S	VISIBLE_INSERT_S	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0268	P1008-E1380	f89r	PHARMA	P1008-S165	f89r2.27	okoiin	okaiin	SUB	a	o	2	OK+AIIN	OK+AIIN	OK+O+IIN	AIIN	O+IIN	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0269	P1008-E1381	f89r	PHARMA	P1008-S165	f89r2.27	okeoy	qokeoy	DEL	q	NONE	0	OK+E+O+Y	OK+E+O+Y	OK+E+O+Y	NONE	NONE	LICENSED_Q_WRAPPER	LICENSED_SAME_RECIPE	HIGH	q wrapper does not add an atom
P1026-A0270	P1008-E1389	f89r	PHARMA	P1008-S165	f89r2.27	ocheol	cheol	INS	NONE	o	0	CH+E+O+L	CH+E+O+L	O+CH+E+O+L	NONE	O	VISIBLE_INSERT_O	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0271	P1008-E1403	f89r	PHARMA	P1008-S165	f89r2.28	chkaiin	chaiin	INS	NONE	k	2	CH+AIIN	CH+AIIN	CH+K+AIIN	NONE	K	VISIBLE_INSERT_K	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
