identity_profile_id	surface	side	neighbour_surface	anchor_kind	axis_tags	external_occurrences	physical_folios	target_token_stable_occurrences	neighbour_token_stable_occurrences	pair_sequence_stable_occurrences	pair_sequence_stable_folios	semantic_credit	confirmed_lexeme	component_export_credit
G805-I0532	ol	L1	chees	UNMAPPED	NONE	3	3	2	2	0	0	0	0	0
G805-I0533	ol	L1	cheey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0534	ol	L1	chekain	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|DRY|VALUE|PROCESS	1	1	1	1	1	1	0	0	0
G805-I0535	ol	L1	chekl	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0536	ol	L1	cheky	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0537	ol	L1	cheodaiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0538	ol	L1	cheokaiin	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0539	ol	L1	cheol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	2	2	2	2	2	2	0	0	0
G805-I0540	ol	L1	cheop	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0541	ol	L1	cheor	UNMAPPED	NONE	5	5	3	3	2	2	0	0	0
G805-I0542	ol	L1	chery	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0543	ol	L1	ches	UNMAPPED	NONE	2	2	1	2	2	2	0	0	0
G805-I0544	ol	L1	chetain	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0545	ol	L1	chetchy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0546	ol	L1	chey	UNMAPPED	NONE	6	6	5	6	4	4	0	0	0
G805-I0547	ol	L1	chkaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0548	ol	L1	chkain	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|DRY|VALUE	1	1	1	1	1	1	0	0	0
G805-I0549	ol	L1	chkar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0550	ol	L1	chl	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PROCESS	2	2	2	2	2	2	0	0	0
G805-I0551	ol	L1	cho	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I0552	ol	L1	chol	UNMAPPED	NONE	7	7	5	6	4	4	0	0	0
G805-I0553	ol	L1	choltaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0554	ol	L1	chor	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0555	ol	L1	choty	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0556	ol	L1	chs	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0557	ol	L1	chsey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0558	ol	L1	chy	UNMAPPED	NONE	2	2	2	0	0	0	0	0	0
G805-I0559	ol	L1	ckhol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0560	ol	L1	cphar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0561	ol	L1	d	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0562	ol	L1	daiiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0563	ol	L1	daiin	UNMAPPED	NONE	5	5	4	5	4	4	0	0	0
G805-I0564	ol	L1	dain	UNMAPPED	NONE	3	2	3	3	3	2	0	0	0
G805-I0565	ol	L1	dair	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0566	ol	L1	dairn	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0567	ol	L1	dal	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I0568	ol	L1	dar	UNMAPPED	NONE	5	5	4	3	3	3	0	0	0
G805-I0569	ol	L1	darchd	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0570	ol	L1	dcheey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0571	ol	L1	dckhy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0572	ol	L1	doiir	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0573	ol	L1	dol	UNMAPPED	NONE	3	3	3	2	2	2	0	0	0
G805-I0574	ol	L1	doraiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0575	ol	L1	dy	UNMAPPED	NONE	1	1	1	1	0	0	0	0	0
G805-I0576	ol	L1	dykshy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0577	ol	L1	kaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	2	2	1	1	1	1	0	0	0
G805-I0578	ol	L1	kar	UNMAPPED	NONE	2	2	1	2	1	1	0	0	0
G805-I0579	ol	L1	kchar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0580	ol	L1	kchol	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0581	ol	L1	kchor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0582	ol	L1	keedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0583	ol	L1	keor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0584	ol	L1	kochor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0585	ol	L1	kor	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0586	ol	L1	l	UNMAPPED	NONE	2	2	0	1	0	0	0	0	0
G805-I0587	ol	L1	lcheckhy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0588	ol	L1	lchedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0589	ol	L1	lcheol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0590	ol	L1	ldchey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0591	ol	L1	lfol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0592	ol	L1	lkaiin	UNMAPPED	NONE	3	3	2	2	1	1	0	0	0
G805-I0593	ol	L1	lkar	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0594	ol	L1	lkeam	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0595	ol	L1	lkees	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0596	ol	L1	lkl	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0597	ol	L1	lksheey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0598	ol	L1	lor	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0599	ol	L1	lpchees	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0600	ol	L1	oaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	AMOUNT|PREPARATION	2	2	2	2	2	2	0	0	0
G805-I0601	ol	L1	ocheey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0602	ol	L1	ochol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0603	ol	L1	oeedaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0604	ol	L1	oeees	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0605	ol	L1	oees	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0606	ol	L1	ofaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0607	ol	L1	oiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0608	ol	L1	ok	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0609	ol	L1	okaiin	UNMAPPED	NONE	4	4	4	3	3	3	0	0	0
G805-I0610	ol	L1	okain	UNMAPPED	NONE	5	4	2	5	2	2	0	0	0
G805-I0611	ol	L1	okal	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	1	1	1	1	1	1	0	0	0
G805-I0612	ol	L1	okar	UNMAPPED	NONE	6	6	5	4	3	3	0	0	0
G805-I0613	ol	L1	okeedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE|PREPARATION|CLOSE	1	1	0	0	0	0	0	0	0
G805-I0614	ol	L1	okeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0615	ol	L1	okeol	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0616	ol	L1	okey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I0617	ol	L1	okiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0618	ol	L1	okol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0619	ol	L1	okoldy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0620	ol	L1	okor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0621	ol	L1	oky	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0622	ol	L1	ol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	7	5	7	7	7	5	0	0	0
G805-I0623	ol	L1	olaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	AMOUNT|MATERIAL	1	1	1	0	0	0	0	0	0
G805-I0624	ol	L1	olar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0625	ol	L1	olchaj	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0626	ol	L1	olchar	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0627	ol	L1	olchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0628	ol	L1	olcheees	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0629	ol	L1	olchesy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0630	ol	L1	olkaiin	UNMAPPED	NONE	3	3	3	3	3	3	0	0	0
G805-I0631	ol	L1	olkain	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE|MATERIAL	3	2	2	3	2	2	0	0	0
G805-I0632	ol	L1	olkal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0633	ol	L1	olkar	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0634	ol	L1	olkedykain	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0635	ol	L1	olkeechy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0636	ol	L1	olkeedy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0637	ol	L1	olkeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0638	ol	L1	olkor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0639	ol	L1	olol	UNMAPPED	NONE	2	2	1	2	1	1	0	0	0
G805-I0640	ol	L1	olor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0641	ol	L1	ols	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MATERIAL	1	1	1	1	1	1	0	0	0
G805-I0642	ol	L1	olshees	UNMAPPED	NONE	1	1	1	1	0	0	0	0	0
G805-I0643	ol	L1	opaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0644	ol	L1	opchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0645	ol	L1	opchol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0646	ol	L1	or	UNMAPPED	NONE	4	4	4	3	3	3	0	0	0
G805-I0647	ol	L1	oraiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0648	ol	L1	orain	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0649	ol	L1	orar	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0650	ol	L1	oro	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0651	ol	L1	osal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0652	ol	L1	otaiin	UNMAPPED	NONE	4	4	4	4	4	4	0	0	0
G805-I0653	ol	L1	otail	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0654	ol	L1	otain	UNMAPPED	NONE	3	3	2	3	2	2	0	0	0
G805-I0655	ol	L1	otair	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0656	ol	L1	otakeol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0657	ol	L1	otal	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	4	4	3	4	4	4	0	0	0
G805-I0658	ol	L1	otar	UNMAPPED	NONE	3	2	2	3	2	2	0	0	0
G805-I0659	ol	L1	otary	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0660	ol	L1	otcham	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0661	ol	L1	otchdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0662	ol	L1	otcheedaiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0663	ol	L1	otchody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0664	ol	L1	otchol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0665	ol	L1	otchor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0666	ol	L1	otchotar	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0667	ol	L1	otedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0668	ol	L1	oteedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0669	ol	L1	otees	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0670	ol	L1	oteey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE|PREPARATION	3	3	3	3	3	3	0	0	0
G805-I0671	ol	L1	otol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0672	ol	L1	pchodar	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0673	ol	L1	pdar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0674	ol	L1	pol	UNMAPPED	NONE	2	2	1	2	1	1	0	0	0
G805-I0675	ol	L1	poldarais	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0676	ol	L1	qa	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0677	ol	L1	qoain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0678	ol	L1	qockhy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0679	ol	L1	qodair	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0680	ol	L1	qoedy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0681	ol	L1	qoeedaiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0682	ol	L1	qoeedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0683	ol	L1	qoeekain	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0684	ol	L1	qofchey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0685	ol	L1	qoin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0686	ol	L1	qokaiin	UNMAPPED	NONE	8	8	7	8	7	7	0	0	0
G805-I0687	ol	L1	qokain	UNMAPPED	NONE	10	7	9	9	8	5	0	0	0
G805-I0688	ol	L1	qokal	UNMAPPED	NONE	4	4	4	4	4	4	0	0	0
G805-I0689	ol	L1	qokan	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0690	ol	L1	qokar	UNMAPPED	NONE	5	3	5	4	4	3	0	0	0
G805-I0691	ol	L1	qokchdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0692	ol	L1	qokchol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0693	ol	L1	qokechy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0694	ol	L1	qoked	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0695	ol	L1	qokedy	UNMAPPED	NONE	5	5	3	4	3	3	0	0	0
G805-I0696	ol	L1	qokeey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	4	4	4	4	3	3	0	0	0
G805-I0697	ol	L1	qokl	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0698	ol	L1	qoky	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	1	1	1	0	0	0
G805-I0699	ol	L1	qol	UNMAPPED	NONE	4	4	4	4	3	3	0	0	0
G805-I0700	ol	L1	qolcheol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0701	ol	L1	qolkain	UNMAPPED	NONE	1	1	1	1	0	0	0	0	0
G805-I0702	ol	L1	qoshedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0703	ol	L1	qotaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0704	ol	L1	qotain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0705	ol	L1	qotal	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	1	1	1	1	1	1	0	0	0
G805-I0706	ol	L1	qotar	UNMAPPED	NONE	3	3	2	3	2	2	0	0	0
G805-I0707	ol	L1	qotdain	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0708	ol	L1	qotedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0709	ol	L1	qotey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0710	ol	L1	qoty	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0711	ol	L1	r	UNMAPPED	NONE	8	8	5	5	5	5	0	0	0
G805-I0712	ol	L1	raly	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0713	ol	L1	s	UNMAPPED	NONE	3	3	1	1	1	1	0	0	0
G805-I0714	ol	L1	saiin	UNMAPPED	NONE	3	3	2	3	2	2	0	0	0
G805-I0715	ol	L1	sain	UNMAPPED	NONE	5	5	5	4	4	4	0	0	0
G805-I0716	ol	L1	saino	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0717	ol	L1	sair	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I0718	ol	L1	sal	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0719	ol	L1	san	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0720	ol	L1	sar	UNMAPPED	NONE	3	3	3	2	2	2	0	0	0
G805-I0721	ol	L1	shchey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0722	ol	L1	shckhy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0723	ol	L1	shear	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0724	ol	L1	shecthy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0725	ol	L1	shedy	UNMAPPED	NONE	5	4	5	3	2	2	0	0	0
G805-I0726	ol	L1	sheedy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0727	ol	L1	sheekshy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0728	ol	L1	sheeol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0729	ol	L1	sheey	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I0730	ol	L1	sheo	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MOIST|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I0731	ol	L1	sheocthy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0732	ol	L1	sheol	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MOIST|MATERIAL	1	1	1	0	0	0	0	0	0
G805-I0733	ol	L1	sheor	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MOIST|PART|MATERIAL	2	2	1	2	1	1	0	0	0
G805-I0734	ol	L1	shey	UNMAPPED	NONE	4	4	4	3	3	3	0	0	0
G805-I0735	ol	L1	sho	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0736	ol	L1	sholol	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0737	ol	L1	shor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0738	ol	L1	shoy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0739	ol	L1	soiin	UNMAPPED	NONE	2	2	1	2	1	1	0	0	0
G805-I0740	ol	L1	sol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0741	ol	L1	solkeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0742	ol	L1	ssheedal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0743	ol	L1	ssheky	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0744	ol	L1	tadaiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0745	ol	L1	taiin	UNMAPPED	NONE	3	3	3	3	3	3	0	0	0
G805-I0746	ol	L1	tal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0747	ol	L1	talkl	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0748	ol	L1	talor	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0749	ol	L1	tar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0750	ol	L1	tchar	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0751	ol	L1	tedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0752	ol	L1	tees	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0753	ol	L1	toiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0754	ol	L1	ty	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0755	ol	L1	y	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0756	ol	L1	ycheedaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0757	ol	L1	ykal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0758	ol	L1	ykar	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|PART|MATERIAL	1	1	1	1	1	1	0	0	0
G805-I0759	ol	L1	ykcheshd	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0760	ol	L1	ykoda	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0761	ol	L1	yoiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0762	ol	L1	ypchdair	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0763	ol	L1	yshear	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0764	ol	L1	ysheey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0765	ol	L1	ysheeyqorar	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0766	ol	L1	ysheor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0767	ol	L1	ytaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE	1	1	1	1	1	1	0	0	0
G805-I0768	ol	R1	NONE	BOUNDARY	BOUNDARY	42	28	37	0	0	0	0	0	0
G805-I0769	ol	R1	aiin	UNMAPPED	NONE	11	11	9	10	9	9	0	0	0
G805-I0770	ol	R1	aiios	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0771	ol	R1	ain	UNMAPPED	NONE	2	2	1	1	1	1	0	0	0
G805-I0772	ol	R1	air	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0773	ol	R1	al	UNMAPPED	NONE	2	2	2	2	1	1	0	0	0
G805-I0774	ol	R1	alor	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0775	ol	R1	ar	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0776	ol	R1	arag	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0777	ol	R1	chaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0778	ol	R1	char	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0779	ol	R1	chckhy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0780	ol	R1	chcphy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0781	ol	R1	chcthdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0782	ol	R1	chcthy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0783	ol	R1	chdy	UNMAPPED	NONE	4	4	4	3	3	3	0	0	0
G805-I0784	ol	R1	cheal	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|MATERIAL	2	2	2	2	2	2	0	0	0
G805-I0785	ol	R1	chealor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0786	ol	R1	checholtar	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0787	ol	R1	checkhy	GDT739_EXACT_ACTIVE_CELL	DRY|VALUE|PREPARATION	3	3	2	2	2	2	0	0	0
G805-I0788	ol	R1	chedaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0789	ol	R1	chedar	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|PART	2	2	2	2	2	2	0	0	0
G805-I0790	ol	R1	cheday	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0791	ol	R1	chedol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0792	ol	R1	chedor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0793	ol	R1	chedy	UNMAPPED	NONE	17	14	12	10	8	8	0	0	0
G805-I0794	ol	R1	chedydy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0795	ol	R1	chedyo	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0796	ol	R1	cheeb	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0797	ol	R1	cheedaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0798	ol	R1	cheedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|CLOSE	6	6	5	5	4	4	0	0	0
G805-I0799	ol	R1	cheeky	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0800	ol	R1	cheeol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0801	ol	R1	cheeor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0802	ol	R1	cheey	UNMAPPED	NONE	10	9	9	8	8	7	0	0	0
G805-I0803	ol	R1	cheky	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0804	ol	R1	cheo	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PREPARATION	1	1	0	1	0	0	0	0	0
G805-I0805	ol	R1	cheodaiiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
