clause_id	physical_page	register	start_event	end_event	events	instruction_count	instruction_ids	crosses_physical_line	end_reason	fluent_clause_de
P915-C156	f81v	BIOLOGICAL	P912-E0990	P912-E1001	12	10	P917-I0664|P917-I0665|P917-I0666|P917-I0667|P917-I0668|P917-I0669|P917-I0670|P917-I0671|P917-I0672|P917-I0673	YES	LICENSED_DY_CLOSE	Diesen Posten entnehmen, einsetzen und umsetzen in den nächsten Lauf. Ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten umsetzen. Weiter diesen Posten länger halten. Von der lokalen Stelle aus diesem Teil diesen Posten prüfen, spülen und bis bereit führen. Diesen Posten bearbeiten und umsetzen unter q-Träger mit f-Zeichen. Den Zustand markieren. Diesen Posten umsetzen. Von der Entnahmestelle diesen Posten bearbeiten in den nächsten Lauf. Den Ansatz ruhen lassen in den nächsten Lauf; fertig.
P915-C157	f81v	BIOLOGICAL	P912-E1002	P912-E1006	5	3	P917-I0674|P917-I0675|P917-I0676	NO	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten länger bearbeiten unter q-Träger. Weiter aus diesem Teil diesen Posten den Zustand markieren und halten. Kurz spülen; fertig.
P915-C158	f81v	BIOLOGICAL	P912-E1007	P912-E1010	4	3	P917-I0677|P917-I0678|P917-I0679	YES	LICENSED_DY_CLOSE	Aus diesem Teil von der Entnahmestelle diesen Posten umsetzen. Diesen Posten einsetzen und umsetzen. Halten, zugeben oder zuordnen und umsetzen; fertig.
P915-C159	f81v	BIOLOGICAL	P912-E1011	P912-E1013	3	2	P917-I0680|P917-I0681	NO	LICENSED_DY_CLOSE	Diesen Posten umsetzen. Weiter ruhen lassen; fertig.
P915-C160	f81v	BIOLOGICAL	P912-E1014	P912-E1014	1	1	P917-I0682	NO	LICENSED_DY_CLOSE	Weiter umsetzen; fertig.
P915-C161	f81v	BIOLOGICAL	P912-E1015	P912-E1019	5	3	P917-I0683|P917-I0684|P917-I0685	YES	LICENSED_DY_CLOSE	Als eine Portion ansetzen. Diesen Posten den Zustand markieren durch den Durchlass in den nächsten Lauf zur Ziel- oder Anschlussstelle. Ansetzen und umsetzen; fertig.
P915-C162	f81v	BIOLOGICAL	P912-E1020	P912-E1024	5	2	P917-I0686|P917-I0687	NO	LICENSED_DY_CLOSE	Weiter diesen Posten kurz behandeln. Weiter ruhen lassen; fertig.
P915-C163	f81v	BIOLOGICAL	P912-E1025	P912-E1025	1	1	P917-I0688	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C164	f81v	BIOLOGICAL	P912-E1026	P912-E1026	1	1	P917-I0689	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C165	f81v	BIOLOGICAL	P912-E1027	P912-E1031	5	3	P917-I0690|P917-I0691|P917-I0692	YES	LICENSED_DY_CLOSE	Diesen Posten ansetzen durch den Durchlass. Diesen Posten länger an der Sammelstelle aufnehmen. Weiter ruhen lassen; fertig.
P915-C166	f81v	BIOLOGICAL	P912-E1032	P912-E1034	3	3	P917-I0693|P917-I0694|P917-I0695	NO	LICENSED_DY_CLOSE	Von der Entnahmestelle ansetzen. Diesen Posten halten durch den Durchlass. Aus diesem Teil kurz weiterarbeiten; fertig.
P915-C167	f81v	BIOLOGICAL	P912-E1035	P912-E1042	8	6	P917-I0696|P917-I0697|P917-I0698|P917-I0699|P917-I0700|P917-I0701	YES	LICENSED_DY_CLOSE	Von der Entnahmestelle ansetzen. Ansetzen zur Ziel- oder Anschlussstelle. Weiter aus diesem Teil diesen Posten kurz bearbeiten und bis bereit führen unter q-Träger. Behandeln zur Ziel- oder Anschlussstelle. Diesen Posten umsetzen. Kurz ansetzen; fertig.
P915-C168	f81v	BIOLOGICAL	P912-E1043	P912-E1044	2	2	P917-I0702|P917-I0703	NO	LICENSED_DY_CLOSE	Diesen Posten kurz spülen und bearbeiten. Weiter weiterarbeiten; fertig.
P915-C169	f81v	BIOLOGICAL	P912-E1045	P912-E1045	1	1	P917-I0704	NO	LICENSED_DY_CLOSE	Kurz bearbeiten in den nächsten Lauf; fertig.
P915-C170	f81v	BIOLOGICAL	P912-E1046	P912-E1049	4	3	P917-I0705|P917-I0706|P917-I0707	YES	LICENSED_DY_CLOSE	Danach als eine Portion spülen und bearbeiten. Diesen Posten kurz ansetzen. Kurz spülen; fertig.
P915-C171	f81v	BIOLOGICAL	P912-E1050	P912-E1050	1	1	P917-I0708	NO	LICENSED_DY_CLOSE	Kurz spülen; fertig.
P915-C172	f81v	BIOLOGICAL	P912-E1051	P912-E1061	11	7	P917-I0709|P917-I0710|P917-I0711|P917-I0712|P917-I0713|P917-I0714|P917-I0715	YES	LICENSED_DY_CLOSE	Diesen Posten umsetzen. Diesen Posten an der Sammelstelle aufnehmen. Umsetzen in den nächsten Lauf zur Ziel- oder Anschlussstelle. Weiter danach von der Entnahmestelle ansetzen zur Ziel- oder Anschlussstelle. Weiter auf der angegebenen Stufe bearbeiten. Diesen Posten länger halten. Umsetzen zur Ziel- oder Anschlussstelle in den nächsten Lauf; fertig.
P915-C173	f81v	BIOLOGICAL	P912-E1062	P912-E1068	7	7	P917-I0716|P917-I0717|P917-I0718|P917-I0719|P917-I0720|P917-I0721|P917-I0722	YES	LICENSED_DY_CLOSE	Diesen Posten umsetzen. Aus diesem Teil von der Entnahmestelle diesen Posten kurz prüfen, entnehmen und bearbeiten zur Ziel- oder Anschlussstelle. Weiter halten. Diesen Posten kurz bearbeiten und entnehmen unter q-Träger. Nach Sollmaß diesen Posten zugeben oder zuordnen. Weiter als eine Portion zugeben oder zuordnen. Ruhen lassen; fertig.
P915-C174	f81v	BIOLOGICAL	P912-E1069	P912-E1074	6	6	P917-I0723|P917-I0724|P917-I0725|P917-I0726|P917-I0727|P917-I0728	YES	LICENSED_DY_CLOSE	Diesen Posten ansetzen. Aus diesem Teil diesen Posten umsetzen. Weiter den Zustand markieren. Weiter aus diesem Teil diesen Posten bis bereit führen. Diesen Posten kurz bearbeiten. Ansetzen und umsetzen; fertig.
P915-C175	f81v	BIOLOGICAL	P912-E1075	P912-E1081	7	5	P917-I0729|P917-I0730|P917-I0731|P917-I0732|P917-I0733	NO	LICENSED_DY_CLOSE	Ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten länger ansetzen. Weiter aus diesem Teil diesen Posten länger entnehmen. Prüfen zur Ziel- oder Anschlussstelle. Weiter kurz umsetzen; fertig.
P915-C176	f81v	BIOLOGICAL	P912-E1082	P912-E1084	3	2	P917-I0734|P917-I0735	YES	LICENSED_DY_CLOSE	Diesen Posten bearbeiten und ruhen lassen in den nächsten Lauf. Danach kurz weiterarbeiten; fertig.
P915-C177	f81v	BIOLOGICAL	P912-E1085	P912-E1098	14	9	P917-I0736|P917-I0737|P917-I0738|P917-I0739|P917-I0740|P917-I0741|P917-I0742|P917-I0743|P917-I0744	YES	LICENSED_DY_CLOSE	Weiter halten. Diesen Posten umsetzen. Diesen Posten halten. Weiter diesen Posten umsetzen. Bearbeiten und umsetzen. Diesen Posten ansetzen. Weiter von der Entnahmestelle kurz entnehmen und bearbeiten. Auf der angegebenen Stufe bearbeiten. Kurz ansetzen; fertig.
P915-C178	f81v	BIOLOGICAL	P912-E1099	P912-E1102	4	3	P917-I0745|P917-I0746|P917-I0747	NO	LICENSED_DY_CLOSE	Diesen Posten kurz halten zur Ziel- oder Anschlussstelle. Weiter kurz zugeben oder zuordnen. Länger an der Sammelstelle aufnehmen; fertig.
P915-C179	f81v	BIOLOGICAL	P912-E1103	P912-E1106	4	4	P917-I0748|P917-I0749|P917-I0750|P917-I0751	YES	LICENSED_DY_CLOSE	Weiter kurz ansetzen. Weiter kurz halten. Auf der angegebenen Stufe bearbeiten. Länger an der Sammelstelle aufnehmen; fertig.
P915-C180	f81v	BIOLOGICAL	P912-E1107	P912-E1107	1	1	P917-I0752	NO	LICENSED_DY_CLOSE	Kurz bearbeiten; fertig.
P915-C181	f81v	BIOLOGICAL	P912-E1108	P912-E1109	2	2	P917-I0753|P917-I0754	NO	LICENSED_DY_CLOSE	Diesen Posten kurz behandeln. Kurz halten durch den Durchlass; fertig.
P915-C182	f81v	BIOLOGICAL	P912-E1110	P912-E1110	1	1	P917-I0755	NO	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Entnehmen zur Ziel- oder Anschlussstelle.
P915-C183	f82r	BIOLOGICAL	P912-E1113	P912-E1122	10	8	P917-I0756|P917-I0757|P917-I0758|P917-I0759|P917-I0760|P917-I0761|P917-I0762|P917-I0763	YES	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten länger bearbeiten und halten unter q-Träger. Weiter kurz ansetzen. Nach Sollmaß diesen Posten halten durch den Durchlass. Den Ansatz länger ansetzen. Diesen Posten länger halten. Nach Sollmaß diesen Posten kurz halten. Aus diesem Teil diesen Posten umsetzen. Weiter umsetzen; fertig.
P915-C184	f82r	BIOLOGICAL	P912-E1123	P912-E1125	3	2	P917-I0764|P917-I0765	NO	LICENSED_DY_CLOSE	Als eine Portion ansetzen. Diesen Posten länger ansetzen; fertig.
P915-C185	f82r	BIOLOGICAL	P912-E1126	P912-E1130	5	4	P917-I0766|P917-I0767|P917-I0768|P917-I0769	YES	LICENSED_DY_CLOSE	Ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten umsetzen in den nächsten Lauf durch den Durchlass. Diesen Posten länger ansetzen. In den nächsten Lauf durch den Durchlass kurz weiterarbeiten; fertig.
P915-C186	f82r	BIOLOGICAL	P912-E1131	P912-E1138	8	7	P917-I0770|P917-I0771|P917-I0772|P917-I0773|P917-I0774|P917-I0775|P917-I0776	YES	LICENSED_DY_CLOSE	Diesen Posten ansetzen zur Ziel- oder Anschlussstelle. Nach Sollmaß an der Sammelstelle aufnehmen. Nach Sollmaß diesen Posten ansetzen durch den Durchlass. Nach Sollmaß ansetzen. Weiter kurz bearbeiten und bis bereit führen. Diesen Posten länger behandeln. In den nächsten Lauf weiterarbeiten; fertig.
P915-C187	f82r	BIOLOGICAL	P912-E1139	P912-E1145	7	5	P917-I0777|P917-I0778|P917-I0779|P917-I0780|P917-I0781	YES	LICENSED_DY_CLOSE	Danach diesen Posten länger ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten kurz halten durch den Durchlass. Diesen Posten ansetzen. Weiter diesen Posten zugeben oder zuordnen und umsetzen in den nächsten Lauf. Länger ansetzen; fertig.
P915-C188	f82r	BIOLOGICAL	P912-E1146	P912-E1149	4	4	P917-I0782|P917-I0783|P917-I0784|P917-I0785	NO	LICENSED_DY_CLOSE	Ansetzen zur Ziel- oder Anschlussstelle. Weiter bis bereit führen. Diesen Posten umsetzen. Danach länger weiterarbeiten; fertig.
P915-C189	f82r	BIOLOGICAL	P912-E1150	P912-E1152	3	3	P917-I0786|P917-I0787|P917-I0788	YES	LICENSED_DY_CLOSE	Ansetzen zur Ziel- oder Anschlussstelle. Von der Entnahmestelle prüfen. Ruhen lassen; fertig.
P915-C190	f82r	BIOLOGICAL	P912-E1153	P912-E1160	8	6	P917-I0789|P917-I0790|P917-I0791|P917-I0792|P917-I0793|P917-I0794	YES	LICENSED_DY_CLOSE	Weiter nach Sollmaß ruhen lassen. Diesen Posten kurz halten durch den Durchlass. Ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten kurz halten und zugeben oder zuordnen. Danach weiter nach Sollmaß umsetzen. Kurz halten; fertig.
P915-C191	f82r	BIOLOGICAL	P912-E1161	P912-E1163	3	3	P917-I0795|P917-I0796|P917-I0797	NO	LICENSED_DY_CLOSE	Danach nach Sollmaß prüfen. Von der Entnahmestelle ansetzen. Ruhen lassen; fertig.
P915-C192	f82r	BIOLOGICAL	P912-E1164	P912-E1164	1	1	P917-I0798	NO	LICENSED_DY_CLOSE	Weiter kurz halten; fertig.
P915-C193	f82r	BIOLOGICAL	P912-E1165	P912-E1170	6	5	P917-I0799|P917-I0800|P917-I0801|P917-I0802|P917-I0803	YES	LICENSED_DY_CLOSE	Diesen Posten länger ansetzen. Diesen Posten ansetzen. Weiter diesen Posten länger halten. Diesen Posten kurz länger zugeben oder zuordnen unter q-Träger. Länger halten; fertig.
P915-C194	f82r	BIOLOGICAL	P912-E1171	P912-E1171	1	1	P917-I0804	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C195	f82r	BIOLOGICAL	P912-E1172	P912-E1184	13	11	P917-I0805|P917-I0806|P917-I0807|P917-I0808|P917-I0809|P917-I0810|P917-I0811|P917-I0812|P917-I0813|P917-I0814|P917-I0815	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Entnehmen und bearbeiten in den nächsten Lauf. Den Zustand markieren. Diesen Posten länger halten. Diesen Posten kurz ansetzen. Danach diesen Posten umsetzen zur Ziel- oder Anschlussstelle. Danach den Ansatz und diesen Posten kurz prüfen, halten, bearbeiten, spülen und bis bereit führen. Nach Sollmaß ansetzen. Aus diesem Teil diesen Posten kurz behandeln. Diesen Posten kurz den Zustand markieren und entnehmen. Aus diesem Teil diesen Posten kurz entnehmen entlang des Laufs. Nach Sollmaß ansetzen.
P915-C196	f82r	BIOLOGICAL	P912-E1186	P912-E1187	2	2	P917-I0816|P917-I0817	NO	LICENSED_DY_CLOSE	Weiter diesen Posten zugeben oder zuordnen und umsetzen. Kurz ansetzen; fertig.
P915-C197	f82r	BIOLOGICAL	P912-E1188	P912-E1194	7	5	P917-I0818|P917-I0819|P917-I0820|P917-I0821|P917-I0822	YES	LICENSED_DY_CLOSE	Weiter bearbeiten und einsetzen unter q-Träger. Danach aus diesem Teil den Ansatz und diesen Posten kurz entnehmen, bearbeiten, einsetzen und umsetzen. Danach diesen Posten umsetzen zur Ziel- oder Anschlussstelle. Zugeben oder zuordnen zur Innenstelle. Danach kurz weiterarbeiten; fertig.
P915-C198	f82r	BIOLOGICAL	P912-E1195	P912-E1203	9	7	P917-I0823|P917-I0824|P917-I0825|P917-I0826|P917-I0827|P917-I0828|P917-I0829	YES	LICENSED_DY_CLOSE	Aus diesem Teil bearbeiten und umsetzen unter q-Träger. Weiter bearbeiten unter q-Träger. Aus diesem Teil von der Entnahmestelle kurz entnehmen und bearbeiten durch den Durchlass. Weiter ansetzen in den nächsten Lauf zur Ziel- oder Anschlussstelle. Von der Entnahmestelle diesen Posten ansetzen und umsetzen. Den Auszug bearbeiten in den nächsten Lauf. Weiter umsetzen; fertig.
P915-C199	f82r	BIOLOGICAL	P912-E1204	P912-E1204	1	1	P917-I0830	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C200	f82r	BIOLOGICAL	P912-E1205	P912-E1205	1	1	P917-I0831	NO	LICENSED_DY_CLOSE	Danach kurz weiterarbeiten; fertig.
P915-C201	f82r	BIOLOGICAL	P912-E1206	P912-E1218	13	10	P917-I0832|P917-I0833|P917-I0834|P917-I0835|P917-I0836|P917-I0837|P917-I0838|P917-I0839|P917-I0840|P917-I0841	YES	LICENSED_DY_CLOSE	Von der Entnahmestelle umsetzen. Diesen Posten länger halten. Weiter von der Entnahmestelle diesen Posten prüfen in den nächsten Lauf. Den Zustand markieren. Weiter diesen Posten entnehmen. Ansetzen zur Ziel- oder Anschlussstelle. Als eine Portion diesen Posten ansetzen. Aus diesem Teil diesen Posten vollständig länger ansetzen. Nach Sollmaß ansetzen. Weiter umsetzen; fertig.
P915-C202	f82r	BIOLOGICAL	P912-E1219	P912-E1219	1	1	P917-I0842	NO	LICENSED_DY_CLOSE	Kurz zugeben oder zuordnen; fertig.
P915-C203	f82r	BIOLOGICAL	P912-E1220	P912-E1220	1	1	P917-I0843	NO	LICENSED_DY_CLOSE	Umsetzen in den nächsten Lauf; fertig.
P915-C204	f82r	BIOLOGICAL	P912-E1221	P912-E1221	1	1	P917-I0844	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C205	f82r	BIOLOGICAL	P912-E1222	P912-E1222	1	1	P917-I0845	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C206	f82r	BIOLOGICAL	P912-E1223	P912-E1229	7	4	P917-I0846|P917-I0847|P917-I0848|P917-I0849	YES	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten länger zugeben oder zuordnen in den nächsten Lauf. Nach Sollmaß ansetzen. Nach Sollmaß diesen Posten umsetzen. Diesen Posten länger ansetzen; fertig.
P915-C207	f82r	BIOLOGICAL	P912-E1230	P912-E1230	1	1	P917-I0850	NO	LICENSED_DY_CLOSE	Umsetzen in den nächsten Lauf; fertig.
P915-C208	f82r	BIOLOGICAL	P912-E1231	P912-E1231	1	1	P917-I0851	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C209	f82r	BIOLOGICAL	P912-E1232	P912-E1241	10	5	P917-I0852|P917-I0853|P917-I0854|P917-I0855|P917-I0856	YES	LICENSED_DY_CLOSE	Diesen Posten länger halten. Den Zustand markieren. Weiter den Ansatz prüfen. Von der lokalen Stelle nach Sollmaß diesen Posten den Zustand markieren. Auf der zweiten Stufe kurz halten zur Innenstelle; fertig.
P915-C210	f82r	BIOLOGICAL	P912-E1242	P912-E1245	4	3	P917-I0857|P917-I0858|P917-I0859	NO	LICENSED_DY_CLOSE	Danach diesen Posten länger umsetzen. Diesen Posten vollständig ansetzen. Kurz ansetzen; fertig.
P915-C211	f82r	BIOLOGICAL	P912-E1246	P912-E1247	2	2	P917-I0860|P917-I0861	NO	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten länger bearbeiten in den nächsten Lauf. Länger ansetzen; fertig.
P915-C212	f82r	BIOLOGICAL	P912-E1248	P912-E1251	4	3	P917-I0862|P917-I0863|P917-I0864	YES	LICENSED_DY_CLOSE	Diesen Posten kurz den Zustand markieren und entnehmen zur Ziel- oder Anschlussstelle. Weiter einsetzen und umsetzen. Danach als eine Portion ruhen lassen; fertig.
P915-C213	f82r	BIOLOGICAL	P912-E1252	P912-E1252	1	1	P917-I0865	NO	LICENSED_DY_CLOSE	Ruhen lassen; fertig.
P915-C214	f82r	BIOLOGICAL	P912-E1253	P912-E1264	12	7	P917-I0866|P917-I0867|P917-I0868|P917-I0869|P917-I0870|P917-I0871|P917-I0872	YES	LICENSED_DY_CLOSE	Von der Entnahmestelle umsetzen zur Ziel- oder Anschlussstelle. Diesen Posten länger ansetzen. Diesen Posten länger zugeben oder zuordnen. Prüfen in den nächsten Lauf. Von der Entnahmestelle nach Sollmaß als eine Portion den Ansatz und diesen Posten ansetzen. Von der Entnahmestelle als eine Portion ansetzen. Länger ansetzen; fertig.
P915-C215	f82r	BIOLOGICAL	P912-E1265	P912-E1267	3	3	P917-I0873|P917-I0874|P917-I0875	YES	LICENSED_DY_CLOSE	Diesen Posten entnehmen in den nächsten Lauf. Von der lokalen Stelle diesen Posten einsetzen, bearbeiten, prüfen und spülen. Kurz ansetzen; fertig.
P915-C216	f82r	BIOLOGICAL	P912-E1268	P912-E1269	2	2	P917-I0876|P917-I0877	NO	LICENSED_DY_CLOSE	In den Gegengang führen zur Ziel- oder Anschlussstelle. Ruhen lassen; fertig.
P915-C217	f82r	BIOLOGICAL	P912-E1270	P912-E1273	4	4	P917-I0878|P917-I0879|P917-I0880|P917-I0881	NO	LICENSED_DY_CLOSE	Weiter kurz halten. Aus diesem Teil diesen Posten vollständig zugeben oder zuordnen. Nach Sollmaß zugeben oder zuordnen in den nächsten Lauf. Ruhen lassen; fertig.
P915-C218	f82r	BIOLOGICAL	P912-E1274	P912-E1277	4	2	P917-I0882|P917-I0883	YES	LICENSED_DY_CLOSE	Weiter nach Sollmaß diesen Posten und den Auszug zugeben oder zuordnen. Kurz zugeben oder zuordnen in den nächsten Lauf; fertig.
P915-C219	f82r	BIOLOGICAL	P912-E1278	P912-E1300	23	15	P917-I0884|P917-I0885|P917-I0886|P917-I0887|P917-I0888|P917-I0889|P917-I0890|P917-I0891|P917-I0892|P917-I0893|P917-I0894|P917-I0895|P917-I0896|P917-I0897|P917-I0898	YES	LICENSED_DY_CLOSE	Von der lokalen Stelle diesen Posten kurz prüfen und spülen. Weiter nach Sollmaß diesen Posten umsetzen. Diesen Posten länger ansetzen. Nach Sollmaß ansetzen zur Ziel- oder Anschlussstelle. Den Auszug den Zustand markieren. Diesen Posten länger halten. Nach Sollmaß ansetzen. Diesen Posten kurz halten durch den Durchlass. Weiter aus diesem Teil diesen Posten vollständig zugeben oder zuordnen. Diesen Posten vollständig ansetzen. Von der lokalen Stelle diesen Posten den Zustand markieren und prüfen. Diesen Posten länger halten. Diesen Posten kurz bis bereit führen. Diesen Posten länger ansetzen. Nach Sollmaß diesen Posten länger vollständig ansetzen in den nächsten Lauf; fertig.
P915-C220	f82r	BIOLOGICAL	P912-E1301	P912-E1301	1	1	P917-I0899	NO	LICENSED_DY_CLOSE	Umsetzen in den nächsten Lauf; fertig.
P915-C221	f82r	BIOLOGICAL	P912-E1302	P912-E1303	2	1	P917-I0900	YES	LICENSED_DY_CLOSE	Von der Entnahmestelle länger ansetzen in den nächsten Lauf; fertig.
P915-C222	f82r	BIOLOGICAL	P912-E1304	P912-E1312	9	9	P917-I0901|P917-I0902|P917-I0903|P917-I0904|P917-I0905|P917-I0906|P917-I0907|P917-I0908|P917-I0909	NO	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten länger entnehmen in den nächsten Lauf. Diesen Posten kurz ansetzen und bearbeiten. Prüfen zur Ziel- oder Anschlussstelle. Nach Sollmaß den Zustand markieren. Diesen Posten länger ansetzen. Diesen Posten länger zugeben oder zuordnen in den nächsten Lauf. Diesen Posten länger ansetzen. Nach Sollmaß den Zustand markieren. Mit diesen Posten weiterarbeiten; fertig.
P915-C223	f82r	BIOLOGICAL	P912-E1313	P912-E1314	2	1	P917-I0910	NO	LICENSED_DY_CLOSE	Weiter aus diesem Teil kurz bearbeiten und prüfen unter q-Träger; fertig.
P915-C224	f82r	BIOLOGICAL	P912-E1315	P912-E1316	2	2	P917-I0911|P917-I0912	NO	LICENSED_DY_CLOSE	Länger halten zur Ziel- oder Anschlussstelle. Länger halten; fertig.
P915-C225	f82r	BIOLOGICAL	P912-E1317	P912-E1319	3	3	P917-I0913|P917-I0914|P917-I0915	NO	LICENSED_DY_CLOSE	Ruhen lassen in den nächsten Lauf. Diesen Posten kurz bearbeiten durch den Durchlass. Umsetzen in den nächsten Lauf; fertig.
P915-C226	f82r	BIOLOGICAL	P912-E1320	P912-E1324	5	4	P917-I0916|P917-I0917|P917-I0918|P917-I0919	YES	LICENSED_DY_CLOSE	Von der Entnahmestelle diesen Posten länger halten in den nächsten Lauf. Diesen Posten den Zustand markieren. Diesen Posten kurz halten. Länger ansetzen; fertig.
P915-C227	f82r	BIOLOGICAL	P912-E1325	P912-E1332	8	5	P917-I0920|P917-I0921|P917-I0922|P917-I0923|P917-I0924	YES	LICENSED_DY_CLOSE	Von der Entnahmestelle umsetzen zur Ziel- oder Anschlussstelle in den nächsten Lauf. Kurz entnehmen und prüfen. Danach nach Sollmaß diesen Posten länger ansetzen. Diesen Posten kurz ansetzen. Einsetzen und umsetzen; fertig.
P915-C228	f82r	BIOLOGICAL	P912-E1333	P912-E1334	2	2	P917-I0925|P917-I0926	NO	LICENSED_DY_CLOSE	Kurz den Zustand markieren und halten zur Ziel- oder Anschlussstelle. Zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
P915-C229	f82r	BIOLOGICAL	P912-E1335	P912-E1335	1	1	P917-I0927	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C230	f82r	BIOLOGICAL	P912-E1336	P912-E1336	1	1	P917-I0928	NO	LICENSED_DY_CLOSE	Den Zustand markieren und ruhen lassen; fertig.
P915-C231	f82r	BIOLOGICAL	P912-E1337	P912-E1337	1	1	P917-I0929	NO	LICENSED_DY_CLOSE	Danach länger weiterarbeiten; fertig.
P915-C232	f82r	BIOLOGICAL	P912-E1338	P912-E1338	1	1	P917-I0930	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C233	f82r	BIOLOGICAL	P912-E1339	P912-E1339	1	1	P917-I0931	NO	LICENSED_DY_CLOSE	Bearbeiten und umsetzen in den nächsten Lauf; fertig.
P915-C234	f82r	BIOLOGICAL	P912-E1340	P912-E1341	2	2	P917-I0932|P917-I0933	NO	LICENSED_DY_CLOSE	Auf der angegebenen Stufe ansetzen und bearbeiten. Ruhen lassen; fertig.
P915-C235	f82r	BIOLOGICAL	P912-E1342	P912-E1342	1	1	P917-I0934	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C236	f82r	BIOLOGICAL	P912-E1343	P912-E1351	9	4	P917-I0935|P917-I0936|P917-I0937|P917-I0938	YES	LICENSED_DY_CLOSE	Danach nach Sollmaß diesen Posten kurz entnehmen und bis bereit führen. Danach weiter nach Sollmaß diesen Posten länger ansetzen. Weiter aus diesem Teil diesen Posten länger halten. Umsetzen in den nächsten Lauf; fertig.
P915-C237	f82r	BIOLOGICAL	P912-E1352	P912-E1352	1	1	P917-I0939	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C238	f82r	BIOLOGICAL	P912-E1353	P912-E1353	1	1	P917-I0940	NO	LICENSED_DY_CLOSE	Umsetzen in den nächsten Lauf; fertig.
P915-C239	f82r	BIOLOGICAL	P912-E1354	P912-E1356	3	3	P917-I0941|P917-I0942|P917-I0943	NO	LICENSED_DY_CLOSE	Diesen Posten den Zustand markieren und umsetzen. Diesen Posten ansetzen. Danach kurz weiterarbeiten; fertig.
P915-C240	f82r	BIOLOGICAL	P912-E1357	P912-E1363	7	2	P917-I0944|P917-I0945	YES	LICENSED_DY_CLOSE	Danach nach Sollmaß diesen Posten länger den Zustand markieren. Danach den Auszug und diesen Posten länger ruhen lassen in den nächsten Lauf; fertig.
P915-C241	f82r	BIOLOGICAL	P912-E1364	P912-E1365	2	2	P917-I0946|P917-I0947	NO	LICENSED_DY_CLOSE	Diesen Posten länger ansetzen. Kurz spülen; fertig.
P915-C242	f82r	BIOLOGICAL	P912-E1366	P912-E1366	1	1	P917-I0948	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C243	f82r	BIOLOGICAL	P912-E1367	P912-E1371	5	3	P917-I0949|P917-I0950|P917-I0951	YES	LICENSED_DY_CLOSE	Von der lokalen Stelle den Zustand markieren. Weiter aus diesem Teil den Auszug und diesen Posten länger den Zustand markieren und halten in den nächsten Lauf. Umsetzen in den nächsten Lauf; fertig.
P915-C244	f82r	BIOLOGICAL	P912-E1372	P912-E1391	20	13	P917-I0952|P917-I0953|P917-I0954|P917-I0955|P917-I0956|P917-I0957|P917-I0958|P917-I0959|P917-I0960|P917-I0961|P917-I0962|P917-I0963|P917-I0964	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Danach diesen Posten und den Ansatz länger entnehmen in den nächsten Lauf. Als eine Portion ansetzen. Aus diesem Teil diesen Posten länger entnehmen. Umsetzen in den nächsten Lauf. Nach Sollmaß bearbeiten. Nach Sollmaß ruhen lassen. Diesen Posten kurz entnehmen durch den Durchlass. Diesen Posten länger halten in den nächsten Lauf durch den Durchlass. Den Zustand markieren in den nächsten Lauf. Als eine Portion diesen Posten den Zustand markieren. Als eine Portion prüfen. Weiter den Auszug und diesen Posten kurz den Zustand markieren in den nächsten Lauf. Mit diesen Posten weiterarbeiten.
P915-C245	f83r	BIOLOGICAL	P912-E1404	P912-E1406	3	3	P917-I0965|P917-I0966|P917-I0967	NO	LICENSED_DY_CLOSE	Diesen Posten bearbeiten und umsetzen. Diesen Posten einsetzen und umsetzen in den nächsten Lauf. Kurz bearbeiten und einsetzen; fertig.
