event_id	instruction_id	clause_id	physical_page	surface	component_recipe	workshop_phrase_de
P912-E0578	P917-I0388	P915-C048	f75r	dshedy	SH+E+DY	kurz halten; fertig
P912-E0579	P917-I0389	P915-C049	f75r	qokar	OK+AR	von der Entnahmestelle ansetzen
P912-E0580	P917-I0390	P915-C049	f75r	sheedy	SH+EE+DY	länger halten; fertig
P912-E0581	P917-I0391	P915-C050	f75r	lch	L+CH	leiten; entnehmen
P912-E0582	P917-I0392	P915-C050	f75r	shokain	SH+OK+AIN	halten; eine Portion ansetzen
P912-E0583	P917-I0393	P915-C050	f75r	chy	Y	dies
P912-E0584	P917-I0393	P915-C050	f75r	okshedy	OK+SH+E+DY	ansetzen; kurz halten; fertig
P912-E0585	P917-I0394	P915-C051	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0586	P917-I0395	P915-C051	f75r	chedy	CHD+Y	dies umsetzen
P912-E0587	P917-I0396	P915-C051	f75r	pchedar	P+CHD+AR	einsetzen; umsetzen; Entnahmestelle
P912-E0588	P917-I0397	P915-C051	f75r	shepchy	SH+E+P+Y	halten; kurz; einsetzen; dies
P912-E0589	P917-I0398	P915-C051	f75r	lshedary	L+SH+E+D_ADDR+AR+Y	leiten; halten; kurz; aus diesem Teil entnehmen; dies
P912-E0590	P917-I0399	P915-C051	f75r	dal	AL	Zielstelle
P912-E0591	P917-I0399	P915-C051	f75r	shal	SH+AL	halten; Zielstelle
P912-E0592	P917-I0400	P915-C051	f75r	shy	Y	dies
P912-E0593	P917-I0400	P915-C051	f75r	kol	K+OL	zuordnen; fortsetzen
P912-E0594	P917-I0401	P915-C051	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0595	P917-I0402	P915-C052	f75r	qokam	OK+AM_ADDR	ansetzen; Innenstelle
P912-E0596	P917-I0403	P915-C052	f75r	sol	OL	fortsetzen
P912-E0597	P917-I0403	P915-C052	f75r	sheedy	SH+EE+DY	länger halten; fertig
P912-E0598	P917-I0404	P915-C053	f75r	qol	OL	fortsetzen
P912-E0599	P917-I0404	P915-C053	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0600	P917-I0405	P915-C054	f75r	qol	OL	fortsetzen
P912-E0601	P917-I0405	P915-C054	f75r	otain	OT+AIN	danach; Portion
P912-E0602	P917-I0405	P915-C054	f75r	char	AR	Entnahmestelle
P912-E0603	P917-I0405	P915-C054	f75r	sar	S+AR	die Entnahmestelle prüfen
P912-E0604	P917-I0406	P915-C054	f75r	oly	OL+Y	mit diesem fortsetzen
P912-E0605	P917-I0406	P915-C054	f75r	qokshedy	OK+SH+E+DY	ansetzen; kurz halten; fertig
P912-E0606	P917-I0407	P915-C055	f75r	qol	OL	fortsetzen
P912-E0607	P917-I0407	P915-C055	f75r	shey	SH+E+Y	dies kurz halten
P912-E0608	P917-I0408	P915-C055	f75r	qoky	OK+Y	ansetzen; dies
P912-E0609	P917-I0409	P915-C055	f75r	shey	SH+E+Y	dies kurz halten
P912-E0610	P917-I0410	P915-C055	f75r	ey	E+Y	kurz; dies
P912-E0611	P917-I0410	P915-C055	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0612	P917-I0411	P915-C055	f75r	ar	AR	Entnahmestelle
P912-E0613	P917-I0411	P915-C055	f75r	ry	R+Y	Zustand; dies
P912-E0614	P917-I0412	P915-C055	f75r	shey	SH+E+Y	dies kurz halten
P912-E0615	P917-I0413	P915-C055	f75r	qor	OR	Ansatz
P912-E0616	P917-I0413	P915-C055	f75r	chey	Y	dies
P912-E0617	P917-I0413	P915-C055	f75r	lchey	L+Y	leiten; dies
P912-E0618	P917-I0413	P915-C055	f75r	lo	L+O	leiten; Arbeitsgang
P912-E0619	P917-I0414	P915-C055	f75r	ydain	Y+AIN	dies; Portion
P912-E0620	P917-I0414	P915-C055	f75r	shey	SH+E+Y	dies kurz halten
P912-E0621	P917-I0415	P915-C055	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0622	P917-I0416	P915-C055	f75r	oqokain	O+OK+AIN	Arbeitsgang; eine Portion ansetzen
P912-E0623	P917-I0417	P915-C055	f75r	chey	Y	dies
P912-E0624	P917-I0417	P915-C055	f75r	qckhsy	CKH+Y	dies durch den Durchlass
P912-E0625	P917-I0417	P915-C055	f75r	or	OR	Ansatz
P912-E0626	P917-I0417	P915-C055	f75r	ysheor	Y+SH+E+OR	dies; halten; kurz; Ansatz
P912-E0627	P917-I0418	P915-C055	f75r	ol	OL	fortsetzen
P912-E0628	P917-I0418	P915-C055	f75r	lor	L+OR	leiten; Ansatz
P912-E0629	P917-I0418	P915-C055	f75r	am	AM_ADDR	Innenstelle
P912-E0630	P917-I0418	P915-C055	f75r	odar	O+D_ADDR+AR	Arbeitsgang; aus diesem Teil entnehmen
P912-E0631	P917-I0419	P915-C055	f75r	shey	SH+E+Y	dies kurz halten
P912-E0632	P917-I0420	P915-C055	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0633	P917-I0421	P915-C055	f75r	chedy	CHD+Y	dies umsetzen
P912-E0634	P917-I0422	P915-C055	f75r	or	OR	Ansatz
P912-E0635	P917-I0422	P915-C055	f75r	shey	SH+E+Y	dies kurz halten
P912-E0636	P917-I0423	P915-C055	f75r	kar	K+AR	zuordnen; Entnahmestelle
P912-E0637	P917-I0424	P915-C055	f75r	chedy	CHD+Y	dies umsetzen
P912-E0638	P917-I0425	P915-C055	f75r	sar	S+AR	die Entnahmestelle prüfen
P912-E0639	P917-I0426	P915-C055	f75r	pchey	P+Y	einsetzen; dies
P912-E0640	P917-I0427	P915-C055	f75r	kshey	K+SH+E+Y	zuordnen; dies kurz halten
P912-E0641	P917-I0428	P915-C055	f75r	qokeey	OK+EE+Y	dies länger ansetzen
P912-E0642	P917-I0429	P915-C055	f75r	qokal	OK+AL	an der Zielstelle ansetzen
P912-E0643	P917-I0430	P915-C055	f75r	sshey	S+SH+E+Y	prüfen; dies kurz halten
P912-E0644	P917-I0431	P915-C055	f75r	qol	OL	fortsetzen
P912-E0645	P917-I0431	P915-C055	f75r	chedyqokam	CHD+Y+OK+AM_ADDR	dies umsetzen; ansetzen; Innenstelle
P912-E0646	P917-I0432	P915-C055	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0647	P917-I0433	P915-C055	f75r	olkeey	SOLK+EE+Y	dies länger an der Sammelstelle halten
P912-E0648	P917-I0434	P915-C055	f75r	qolkary	SOLK+AR+Y	Sammelstelle; Entnahmestelle; dies
P912-E0649	P917-I0435	P915-C055	f75r	sain	S+AIN	die Portion prüfen
P912-E0650	P917-I0436	P915-C055	f75r	checthy	CTH+Y	die Bereitschaft dieses Postens prüfen
P912-E0651	P917-I0437	P915-C055	f75r	lor	L+OR	leiten; Ansatz
P912-E0652	P917-I0437	P915-C055	f75r	ol	OL	fortsetzen
P912-E0653	P917-I0437	P915-C055	f75r	sain	S+AIN	die Portion prüfen
P912-E0654	P917-I0438	P915-C055	f75r	shckhy	SH+CKH+Y	halten; dies durch den Durchlass
P912-E0655	P917-I0439	P915-C055	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0656	P917-I0440	P915-C056	f75r	shy	Y	dies
P912-E0657	P917-I0440	P915-C056	f75r	dy	Y	dies
P912-E0658	P917-I0440	P915-C056	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0659	P917-I0441	P915-C057	f75r	lchedy	L+CHD+DY	abführen und umsetzen; fertig
P912-E0660	P917-I0442	P915-C058	f75r	ram	R+AM_ADDR	Zustand; Innenstelle
P912-E0661	P917-I0443	P915-C058	f75r	dain	AIN	Portion
P912-E0662	P917-I0443	P915-C058	f75r	ol	OL	fortsetzen
P912-E0663	P917-I0443	P915-C058	f75r	sheol	SH+E+OL	halten; kurz; fortsetzen
P912-E0664	P917-I0444	P915-C058	f75r	dain	AIN	Portion
P912-E0665	P917-I0444	P915-C058	f75r	ol	OL	fortsetzen
P912-E0666	P917-I0444	P915-C058	f75r	qoly	OL+Y	mit diesem fortsetzen
P912-E0667	P917-I0444	P915-C058	f75r	dar	D_ADDR+AR	aus diesem Teil entnehmen
P912-E0668	P917-I0444	P915-C058	f75r	ajy	A_ADDR+Y	Adresse; dies
P912-E0669	P917-I0444	P915-C058	f75r	pdalshor	P+D_ADDR+AL+SH+OR	einsetzen; Teilstelle; Zielstelle; den Ansatz halten
P912-E0670	P917-I0445	P915-C058	f75r	shtol	SH+T+OL	halten; bearbeiten; fortsetzen
P912-E0671	P917-I0446	P915-C058	f75r	qoty	OT+Y	danach diesen Posten
P912-E0672	P917-I0446	P915-C058	f75r	pshar	P+SH+AR	einsetzen; halten; Entnahmestelle
P912-E0673	P917-I0447	P915-C058	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0674	P917-I0448	P915-C059	f75r	okaldy	OK+AL+DY	an der Zielstelle ansetzen; Schluss
P912-E0675	P917-I0449	P915-C060	f75r	dar	D_ADDR+AR	aus diesem Teil entnehmen
P912-E0676	P917-I0449	P915-C060	f75r	otar	OT+AR	danach; Entnahmestelle
P912-E0677	P917-I0449	P915-C060	f75r	otody	OT+O+DY	danach; Arbeitsgang; Schluss
P912-E0678	P917-I0450	P915-C061	f75r	dy	Y	dies
P912-E0679	P917-I0450	P915-C061	f75r	rol	R+OL	Zustand; fortsetzen
P912-E0680	P917-I0451	P915-C061	f75r	tchedy	T+CHD+Y	bearbeiten; dies umsetzen
P912-E0681	P917-I0452	P915-C061	f75r	pchedy	P+CHD+DY	einsetzen und umsetzen; fertig
P912-E0682	P917-I0453	P915-C062	f75r	qokeey	OK+EE+Y	dies länger ansetzen
P912-E0683	P917-I0454	P915-C062	f75r	sol	OL	fortsetzen
P912-E0684	P917-I0454	P915-C062	f75r	oldair	OL+D_ADDR+AIR	fortsetzen; Teilstelle; Lauf
P912-E0685	P917-I0454	P915-C062	f75r	shecthy	SH+E+CTH+Y	halten; kurz; die Bereitschaft dieses Postens prüfen
P912-E0686	P917-I0455	P915-C062	f75r	qol	OL	fortsetzen
P912-E0687	P917-I0455	P915-C062	f75r	l	L	leiten
P912-E0688	P917-I0455	P915-C062	f75r	sheedy	SH+EE+DY	länger halten; fertig
P912-E0689	P917-I0456	P915-C063	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0690	P917-I0457	P915-C064	f75r	lolchedy	L+OL+CHD+DY	leiten; weiter umsetzen; fertig
P912-E0691	P917-I0458	P915-C065	f75r	dain	AIN	Portion
P912-E0692	P917-I0458	P915-C065	f75r	chkal	CHK+AL	behandeln; Zielstelle
P912-E0693	P917-I0459	P915-C065	f75r	dy	Y	dies
P912-E0694	P917-I0459	P915-C065	f75r	lo	L+O	leiten; Arbeitsgang
P912-E0695	P917-I0460	P915-C065	f75r	lkaiin	L+K+AIIN	leiten; nach Sollmaß zuordnen
P912-E0696	P917-I0461	P915-C065	f75r	ol	OL	fortsetzen
P912-E0697	P917-I0461	P915-C065	f75r	okeedyqol	OK+EE+DY+OL	länger ansetzen; fertig; fortsetzen
P912-E0698	P917-I0462	P915-C065	f75r	dain	AIN	Portion
P912-E0699	P917-I0462	P915-C065	f75r	olchey	OL+Y	mit diesem fortsetzen
P912-E0700	P917-I0462	P915-C065	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0701	P917-I0463	P915-C066	f75r	chedy	CHD+Y	dies umsetzen
P912-E0702	P917-I0464	P915-C066	f75r	qotan	OT+AN	danach; Zusatz
P912-E0703	P917-I0464	P915-C066	f75r	qo	O	Arbeitsgang
P912-E0704	P917-I0465	P915-C066	f75r	dain	AIN	Portion
P912-E0705	P917-I0465	P915-C066	f75r	cheeky	CHK+EE+Y	dies länger behandeln
P912-E0706	P917-I0466	P915-C066	f75r	qokey	OK+E+Y	dies kurz ansetzen
P912-E0707	P917-I0467	P915-C066	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0708	P917-I0468	P915-C066	f75r	cheky	CHK+E+Y	dies kurz behandeln
P912-E0709	P917-I0469	P915-C066	f75r	qokal	OK+AL	an der Zielstelle ansetzen
P912-E0710	P917-I0470	P915-C066	f75r	dain	AIN	Portion
P912-E0711	P917-I0470	P915-C066	f75r	chedy	CHD+Y	dies umsetzen
P912-E0712	P917-I0471	P915-C066	f75r	o	O	Arbeitsgang
P912-E0713	P917-I0472	P915-C066	f75r	kalol	K+AL+OL	der Zielstelle zuordnen; fortsetzen
P912-E0714	P917-I0473	P915-C066	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0715	P917-I0474	P915-C067	f75r	okar	OK+AR	von der Entnahmestelle ansetzen
P912-E0716	P917-I0475	P915-C067	f75r	olom	OL+O+AM_ADDR	fortsetzen; Arbeitsgang; Innenstelle
P912-E0717	P917-I0476	P915-C067	f75r	dshedy	SH+E+DY	kurz halten; fertig
P912-E0718	P917-I0477	P915-C068	f75r	qokey	OK+E+Y	dies kurz ansetzen
P912-E0719	P917-I0478	P915-C068	f75r	chckhy	CKH+Y	dies durch den Durchlass
P912-E0720	P917-I0478	P915-C068	f75r	qokar	OK+AR	von der Entnahmestelle ansetzen
P912-E0721	P917-I0479	P915-C068	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0722	P917-I0480	P915-C069	f75r	chey	Y	dies
P912-E0723	P917-I0480	P915-C069	f75r	qoked	OK+E+D_ADDR	ansetzen; kurz; Teilstelle
P912-E0724	P917-I0481	P915-C069	f75r	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0725	P917-I0482	P915-C070	f75r	daldy	AL+DY	Zielstelle; Schluss
P912-E0726	P917-I0483	P915-C071	f75r	polshy	P+OL+SH+Y	einsetzen; fortsetzen; halten; dies
P912-E0727	P917-I0484	P915-C071	f75r	dal	AL	Zielstelle
P912-E0728	P917-I0484	P915-C071	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0729	P917-I0485	P915-C072	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0730	P917-I0486	P915-C072	f75r	dar	D_ADDR+AR	aus diesem Teil entnehmen
P912-E0731	P917-I0486	P915-C072	f75r	chsdy	CH+S+DY	entnehmen; prüfen; Schluss
P912-E0732	P917-I0487	P915-C073	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0733	P917-I0488	P915-C074	f75r	qotar	OT+AR	danach; Entnahmestelle
P912-E0734	P917-I0488	P915-C074	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0735	P917-I0489	P915-C075	f75r	ldy	L+DY	leiten; Schluss
P912-E0736	P917-I0490	P915-C076	f75r	qokeey	OK+EE+Y	dies länger ansetzen
P912-E0737	P917-I0491	P915-C076	f75r	l	L	leiten
P912-E0738	P917-I0491	P915-C076	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0739	P917-I0492	P915-C077	f75r	qo	O	Arbeitsgang
P912-E0740	P917-I0493	P915-C077	f75r	l	L	leiten
P912-E0741	P917-I0493	P915-C077	f75r	chedy	CHD+Y	dies umsetzen
P912-E0742	P917-I0494	P915-C077	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0743	P917-I0495	P915-C077	f75r	chcthedy	CH+CTH+E+DY	entnehmen; Bereitschaft; kurz; Schluss
P912-E0744	P917-I0496	P915-C078	f75r	ltedy	L+T+E+DY	leiten; bearbeiten; kurz; Schluss
P912-E0745	P917-I0497	P915-C079	f75r	darom	D_ADDR+AR+O+AM_ADDR	aus diesem Teil entnehmen; Arbeitsgang; Innenstelle
P912-E0746	P917-I0498	P915-C079	f75r	s	S	prüfen
P912-E0747	P917-I0499	P915-C079	f75r	olkedy	SOLK+E+DY	Sammelstelle; kurz; Schluss
P912-E0748	P917-I0500	P915-C080	f75r	okal	OK+AL	an der Zielstelle ansetzen
P912-E0749	P917-I0501	P915-C080	f75r	dar	D_ADDR+AR	aus diesem Teil entnehmen
P912-E0750	P917-I0501	P915-C080	f75r	oty	OT+Y	danach diesen Posten
P912-E0751	P917-I0501	P915-C080	f75r	okar	OK+AR	von der Entnahmestelle ansetzen
P912-E0752	P917-I0502	P915-C080	f75r	otar	OT+AR	danach; Entnahmestelle
P912-E0753	P917-I0502	P915-C080	f75r	ol	OL	fortsetzen
P912-E0754	P917-I0502	P915-C080	f75r	kain	K+AIN	eine Portion zuordnen
P912-E0755	P917-I0503	P915-C080	f75r	oltedy	OL+T+E+DY	fortsetzen; bearbeiten; kurz; Schluss
P912-E0756	P917-I0504	P915-C081	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0757	P917-I0505	P915-C081	f75r	sheety	SH+EE+T+Y	halten; länger; bearbeiten; dies
P912-E0758	P917-I0506	P915-C081	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0759	P917-I0507	P915-C081	f75r	dar	D_ADDR+AR	aus diesem Teil entnehmen
P912-E0760	P917-I0507	P915-C081	f75r	dar	D_ADDR+AR	aus diesem Teil entnehmen
P912-E0761	P917-I0507	P915-C081	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0762	P917-I0508	P915-C082	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0763	P917-I0509	P915-C082	f75r	oldy	OL+DY	fortsetzen; fertig
P912-E0764	P917-I0510	P915-C083	f75r	sol	OL	fortsetzen
P912-E0765	P917-I0510	P915-C083	f75r	keedy	K+EE+DY	zuordnen; länger; Schluss
P912-E0766	P917-I0511	P915-C084	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0767	P917-I0512	P915-C085	f75r	qokey	OK+E+Y	dies kurz ansetzen
P912-E0768	P917-I0513	P915-C085	f75r	okar	OK+AR	von der Entnahmestelle ansetzen
P912-E0769	P917-I0514	P915-C085	f75r	otar	OT+AR	danach; Entnahmestelle
P912-E0770	P917-I0514	P915-C085	f75r	dardardy	D_ADDR+AR+D_ADDR+AR+DY	aus diesem Teil entnehmen; aus diesem Teil entnehmen; Schluss
P912-E0771	P917-I0515	P915-C086	f75r	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0772	P917-I0516	P915-C087	f75r	dy	Y	dies
P912-E0773	P917-I0516	P915-C087	f75r	sheety	SH+EE+T+Y	halten; länger; bearbeiten; dies
P912-E0774	P917-I0517	P915-C087	f75r	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0775	P917-I0518	P915-C088	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0776	P917-I0519	P915-C089	f75r	qokechdy	OK+E+CHD+DY	ansetzen; kurz; umsetzen; Schluss
P912-E0777	P917-I0520	P915-C090	f75r	lol	L+OL	leiten; fortsetzen
P912-E0778	P917-I0520	P915-C090	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0779	P917-I0521	P915-C091	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0780	P917-I0522	P915-C092	f75r	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0781	P917-I0523	P915-C093	f75r	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0782	P917-I0524	P915-C094	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0783	P917-I0525	P915-C095	f75r	ldy	L+DY	leiten; Schluss
P912-E0784	P917-I0526	P915-C096	f75r	yshedy	Y+SH+E+DY	dies; kurz halten; fertig
P912-E0785	P917-I0527	P915-C097	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0786	P917-I0528	P915-C098	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0787	P917-I0529	P915-C099	f75r	olkeedy	SOLK+EE+DY	Sammelstelle; länger; Schluss
P912-E0788	P917-I0530	P915-C100	f75r	otey	OT+E+Y	danach; kurz; dies
P912-E0789	P917-I0530	P915-C100	f75r	koldy	K+OL+DY	zuordnen; fortsetzen; fertig
P912-E0790	P917-I0531	P915-C101	f75r	dar	D_ADDR+AR	aus diesem Teil entnehmen
P912-E0791	P917-I0531	P915-C101	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0792	P917-I0532	P915-C102	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0793	P917-I0533	P915-C102	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0794	P917-I0534	P915-C103	f75r	dal	AL	Zielstelle
P912-E0795	P917-I0534	P915-C103	f75r	keedy	K+EE+DY	zuordnen; länger; Schluss
P912-E0796	P917-I0535	P915-C104	f75r	rshedy	R+SHED+DY	Zustand; ruhen lassen; fertig
P912-E0797	P917-I0536	P915-C105	f75r	sokeedy	S+OK+EE+DY	prüfen; länger ansetzen; fertig
P912-E0798	P917-I0537	P915-C106	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0799	P917-I0538	P915-C107	f75r	oteedy	OT+EE+DY	danach länger; fertig
P912-E0800	P917-I0539	P915-C108	f75r	qoky	OK+Y	ansetzen; dies
P912-E0801	P917-I0540	P915-C108	f75r	dy	Y	dies
P912-E0802	P917-I0540	P915-C108	f75r	keedy	K+EE+DY	zuordnen; länger; Schluss
P912-E0803	P917-I0541	P915-C109	f75r	sy	Y	dies
P912-E0804	P917-I0541	P915-C109	f75r	dshedy	SH+E+DY	kurz halten; fertig
P912-E0805	P917-I0542	P915-C110	f75r	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0806	P917-I0543	P915-C111	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0807	P917-I0544	P915-C112	f75r	qoteey	OT+EE+Y	danach; länger; dies
P912-E0808	P917-I0544	P915-C112	f75r	qoteedy	OT+EE+DY	danach länger; fertig
P912-E0809	P917-I0545	P915-C113	f75r	dor	D_ADDR+OR	Teilstelle; Ansatz
P912-E0810	P917-I0545	P915-C113	f75r	yshedy	Y+SH+E+DY	dies; kurz halten; fertig
P912-E0811	P917-I0546	P915-C114	f75r	chekar	CHK+AR	behandeln; Entnahmestelle
P912-E0812	P917-I0547	P915-C114	f75r	oldy	OL+DY	fortsetzen; fertig
P912-E0813	P917-I0548	P915-C115	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0814	P917-I0549	P915-C115	f75r	chkar	CHK+AR	behandeln; Entnahmestelle
P912-E0815	P917-I0550	P915-C115	f75r	otar	OT+AR	danach; Entnahmestelle
P912-E0816	P917-I0550	P915-C115	f75r	oldy	OL+DY	fortsetzen; fertig
P912-E0817	P917-I0551	P915-C116	f75r	dchedy	D_ADDR+CHD+Y	Teilstelle; dies umsetzen
P912-E0818	P917-I0552	P915-C116	f75r	sain	S+AIN	die Portion prüfen
P912-E0819	P917-I0553	P915-C116	f75r	okedy	OK+E+DY	kurz ansetzen; fertig
P912-E0820	P917-I0554	P915-C117	f75r	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0821	P917-I0555	P915-C118	f75r	otedy	OT+E+DY	danach kurz; fertig
P912-E0822	P917-I0556	P915-C119	f75r	okoldy	OK+OL+DY	den Gang beginnen und fortsetzen; Schluss
P912-E0823	P917-I0557	P915-C120	f75r	otar	OT+AR	danach; Entnahmestelle
P912-E0824	P917-I0557	P915-C120	f75r	otam	OT+AM_ADDR	danach; Innenstelle
P912-E0825	P917-I0557	P915-C120	f75r	olaiin	OL+AIIN	fortsetzen; Sollmaß
P912-E0826	P917-I0557	P915-C120	f75r	ch	CH	entnehmen
P912-E0827	P917-I0558	P915-C120	f75r	dar	D_ADDR+AR	aus diesem Teil entnehmen
P912-E0828	P917-I0558	P915-C120	f75r	dy	Y	dies
P912-E0829	P917-I0558	P915-C120	f75r	sshedy	S+SH+E+DY	prüfen; kurz halten; fertig
P912-E0830	P917-I0559	P915-C121	f75r	shckhy	SH+CKH+Y	halten; dies durch den Durchlass
P912-E0831	P917-I0560	P915-C121	f75r	qokey	OK+E+Y	dies kurz ansetzen
P912-E0832	P917-I0561	P915-C121	f75r	okedy	OK+E+DY	kurz ansetzen; fertig
P912-E0833	P917-I0562	P915-C122	f75r	sarol	S+AR+OL	die Entnahmestelle prüfen; fortsetzen
P912-E0834	P917-I0563	P915-C122	f75r	oty	OT+Y	danach diesen Posten
P912-E0835	P917-I0563	P915-C122	f75r	otedy	OT+E+DY	danach kurz; fertig
P912-E0836	P917-I0564	P915-C123	f75r	qotedy	OT+E+DY	danach kurz; fertig
P912-E0837	P917-I0565	P915-C124	f75r	otedy	OT+E+DY	danach kurz; fertig
P912-E0838	P917-I0566	P915-C125	f75r	okaiin	OK+AIIN	nach Sollmaß ansetzen
P912-E0839	P917-I0567	P915-C125	f75r	qokey	OK+E+Y	dies kurz ansetzen
P912-E0840	P917-I0568	P915-C125	f75r	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0841	P917-I0569	P915-C126	f75r	sheol	SH+E+OL	halten; kurz; fortsetzen
P912-E0842	P917-I0570	P915-C126	f75r	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0843	P917-I0571	P915-C127	f75r	dain	AIN	Portion
P912-E0844	P917-I0571	P915-C127	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0845	P917-I0572	P915-C128	f75r	otol	OT+OL	danach; fortsetzen
P912-E0846	P917-I0572	P915-C128	f75r	chedy	CHD+Y	dies umsetzen
P912-E0847	P917-I0573	P915-C128	f75r	olor	OL+OR	mit dem Ansatz fortsetzen
P912-E0858	P917-I0574	P915-C129	f81v	par	P+AR	einsetzen; Entnahmestelle
P912-E0859	P917-I0575	P915-C129	f81v	shey	SH+E+Y	dies kurz halten
P912-E0860	P917-I0576	P915-C129	f81v	keedy	K+EE+DY	zuordnen; länger; Schluss
P912-E0861	P917-I0577	P915-C130	f81v	shekal	SH+E+K+AL	halten; kurz; der Zielstelle zuordnen
P912-E0862	P917-I0578	P915-C130	f81v	dal	AL	Zielstelle
P912-E0863	P917-I0578	P915-C130	f81v	dar	D_ADDR+AR	aus diesem Teil entnehmen
P912-E0864	P917-I0578	P915-C130	f81v	ol	OL	fortsetzen
P912-E0865	P917-I0578	P915-C130	f81v	pchedy	P+CHD+DY	einsetzen und umsetzen; fertig
P912-E0866	P917-I0579	P915-C131	f81v	shek	SH+E+K	halten; kurz; zuordnen
P912-E0867	P917-I0580	P915-C131	f81v	dain	AIN	Portion
P912-E0868	P917-I0580	P915-C131	f81v	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	Arbeitsgang; f-Zeichen; Adresse; spülen; kurz; zuordnen; dies
P912-E0869	P917-I0581	P915-C131	f81v	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0870	P917-I0582	P915-C132	f81v	okaiin	OK+AIIN	nach Sollmaß ansetzen
P912-E0871	P917-I0583	P915-C132	f81v	kair	K+AIR	zuordnen; Lauf
P912-E0872	P917-I0584	P915-C132	f81v	okal	OK+AL	an der Zielstelle ansetzen
P912-E0873	P917-I0585	P915-C132	f81v	sar	S+AR	die Entnahmestelle prüfen
P912-E0874	P917-I0586	P915-C132	f81v	ol	OL	fortsetzen
P912-E0875	P917-I0586	P915-C132	f81v	kain	K+AIN	eine Portion zuordnen
P912-E0876	P917-I0587	P915-C132	f81v	olkain	OL+K+AIN	fortsetzen; eine Portion zuordnen
P912-E0877	P917-I0588	P915-C132	f81v	al	AL	Zielstelle
P912-E0878	P917-I0588	P915-C132	f81v	ol	OL	fortsetzen
P912-E0879	P917-I0588	P915-C132	f81v	rol	R+OL	Zustand; fortsetzen
P912-E0880	P917-I0589	P915-C132	f81v	dl	L	leiten
P912-E0881	P917-I0589	P915-C132	f81v	saiin	S+AIIN	das Sollmaß prüfen
P912-E0882	P917-I0590	P915-C132	f81v	daiin	AIIN	Sollmaß
P912-E0883	P917-I0590	P915-C132	f81v	olkeedy	SOLK+EE+DY	Sammelstelle; länger; Schluss
P912-E0884	P917-I0591	P915-C133	f81v	okedy	OK+E+DY	kurz ansetzen; fertig
