event_serial	record_unit_id	statement_id	page	visible_surface	master_card_id	visible_owner	apprentice_layer	card_value_de	terminal_status	spoken_role	role_spoken_atom_de
266	B3	B3-S018	f83r	shedy	MC128	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	kurz absetzen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz absetzen; Schluss]
267	B3	B3-S019	f83r	qokshedy	MC151	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOKALKARTE	einsetzen · absetzen; schließen	TERMINAL	PROCESS_OR_STATE	PROCESS_OR_STATE[einsetzen · absetzen; schließen]
268	B3	B3-S020	f83r	dal	MC154	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	dorthin	NONCLOSE	ANAPHOR	ANAPHOR[dorthin]
269	B3	B3-S020	f83r	lchedy	MC155	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	abführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[abführen; Schluss]
270	B3	B3-S021	f83r	qokaiin	MC120	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	bemessen	NONCLOSE	OPERATION	OPERATION[bemessen]
271	B3	B3-S021	f83r	shcthy	MC161	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	bereit	NONCLOSE	STATE	STATE[bereit]
272	B3	B3-S021	f83r	dal	MC154	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	dorthin	NONCLOSE	ANAPHOR	ANAPHOR[dorthin]
273	B3	B3-S021	f83r	sy	MC123	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	dies	NONCLOSE	ANAPHOR	ANAPHOR[dies]
274	B3	B3-S021	f83r	saiin	MC039	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	Sollmaß	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Sollmaß]
275	B3	B3-S021	f83r	shedal	MC113	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	am Ziel absetzen	NONCLOSE	STATE	STATE[am Ziel absetzen]
276	B3	B3-S021	f83r	shecthy	MC137	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOKALKARTE	bereitstellen · kurz · Posten	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[bereitstellen · kurz · Posten]
277	B3	B3-S021	f83r	chey	MC123	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	dies	NONCLOSE	ANAPHOR	ANAPHOR[dies]
278	B3	B3-S021	f83r	tal	MC154	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	dorthin	NONCLOSE	ANAPHOR	ANAPHOR[dorthin]
279	B3	B3-S021	f83r	shcthy	MC161	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	bereit	NONCLOSE	STATE	STATE[bereit]
280	B3	B3-S021	f83r	dalchdy	MC031	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOKALKARTE	Ziel · übertragen; schließen	TERMINAL	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[Ziel · übertragen; schließen]
281	B3	B3-S022	f83r	qotchedy	MC057	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOKALKARTE	danach · übertragen; schließen	TERMINAL	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[danach · übertragen; schließen]
282	B3	B3-S023	f83r	lchedy	MC155	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	abführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[abführen; Schluss]
283	B3	B3-S024	f83r	tchedy	MC025	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	überführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[überführen; Schluss]
284	B3	B3-S025	f83r	qokchdy	MC088	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	einführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[einführen; Schluss]
285	B3	B3-S026	f83r	cheedar	MC042	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOKALKARTE	übertragen · Quelle	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[übertragen · Quelle]
286	B3	B3-S026	f83r	chldaiin	MC144	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOKALKARTE	absetzen · Sollmaß	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[absetzen · Sollmaß]
287	B3	B3-S026	f83r	chedy	MC074	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	überführen	NONCLOSE	OPERATION	OPERATION[überführen]
288	B3	B3-S026	f83r	qokain	MC017	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	Anteil zugeben	NONCLOSE	OPERATION	OPERATION[Anteil zugeben]
289	B3	B3-S026	f83r	checthy	MC161	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	bereit	NONCLOSE	STATE	STATE[bereit]
290	B3	B3-S026	f83r	chealror	MC146	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOKALKARTE	Ziel · Bereitung	NONCLOSE	OBJECT	OBJECT[Ziel · Bereitung]
291	B3	B3-S026	f83r	solkeedy	MC045	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange sammeln; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[lange sammeln; Schluss]
292	B3	B3-S027	f83r	qoteedy	MC173	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange Folgestufe; Schluss	TERMINAL	STATE_CLOSE	STATE_CLOSE[lange Folgestufe; Schluss]
293	B3	B3-S028	f83r	qokeey	MC002	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange einwirken	NONCLOSE	OPERATION	OPERATION[lange einwirken]
294	B3	B3-S028	f83r	qokedy	MC083	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	kurz einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz einwirken; Schluss]
295	B3	B3-S029	f83r	sol	MC153	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	weiter	NONCLOSE	LINK_OR_ORDER	LINK_OR_ORDER[weiter]
296	B3	B3-S029	f83r	cheeety	MC094	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	vollständig · Teil	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[vollständig · Teil]
297	B3	B3-S029	f83r	qokedy	MC083	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	kurz einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz einwirken; Schluss]
298	B3	B3-S030	f83r	qoky	MC026	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	einsetzen	NONCLOSE	OPERATION	OPERATION[einsetzen]
299	B3	B3-S030	f83r	saiin	MC039	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	Sollmaß	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Sollmaß]
300	B3	B3-S030	f83r	schedair	MC116	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	Lauf	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[Lauf]
301	B3	B3-S030	f83r	otchedy	MC057	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	danach · übertragen; schließen	TERMINAL	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[danach · übertragen; schließen]
302	B3	B3-S031	f83r	qokeedy	MC082	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[lange einwirken; Schluss]
303	B3	B3-S032	f83r	chedain	MC145	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	übertragen · Anteil	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[übertragen · Anteil]
304	B3	B3-S032	f83r	chedy	MC074	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	überführen	NONCLOSE	OPERATION	OPERATION[überführen]
305	B3	B3-S032	f83r	qotedaiin	MC018	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	danach · kurz · Sollmaß	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[danach · kurz · Sollmaß]
306	B3	B3-S032	f83r	otaiin	MC060	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	Folgemaß	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Folgemaß]
307	B3	B3-S032	f83r	otedy	MC135	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	danach · kurz; schließen	TERMINAL	PROCESS_OR_STATE	PROCESS_OR_STATE[danach · kurz; schließen]
308	B3	B3-S033	f83r	ldy	MC004	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	abziehen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[abziehen; Schluss]
309	B3	B3-S034	f83r	soiiin	MC033	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	Arbeitsstufe	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Arbeitsstufe]
310	B3	B3-S034	f83r	checthy	MC161	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	bereit	NONCLOSE	STATE	STATE[bereit]
311	B3	B3-S034	f83r	chety	MC086	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	Anteil	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Anteil]
312	B3	B3-S034	f83r	otaiin	MC060	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	Folgemaß	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Folgemaß]
313	B3	B3-S034	f83r	olsaly	MC078	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	Ziel · Posten	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[Ziel · Posten]
314	B3	B3-S034	f83r	shedy	MC128	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	kurz absetzen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz absetzen; Schluss]
315	B4	B4-S001	f83r	qokeedy	MC082	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[lange einwirken; Schluss]
316	B4	B4-S002	f83r	qolchey	MC162	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	weiter · Posten	NONCLOSE	LINK_OR_ORDER	LINK_OR_ORDER[weiter · Posten]
317	B4	B4-S002	f83r	qokeey	MC002	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange einwirken	NONCLOSE	OPERATION	OPERATION[lange einwirken]
318	B4	B4-S002	f83r	qokedy	MC083	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	kurz einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz einwirken; Schluss]
319	B4	B4-S003	f83r	chedy	MC074	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	überführen	NONCLOSE	OPERATION	OPERATION[überführen]
320	B4	B4-S003	f83r	otal	MC093	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	danach dorthin	NONCLOSE	ANAPHOR	ANAPHOR[danach dorthin]
321	B4	B4-S003	f83r	otchey	MC171	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	das nächste	NONCLOSE	ANAPHOR	ANAPHOR[das nächste]
322	B4	B4-S003	f83r	qokeey	MC002	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange einwirken	NONCLOSE	OPERATION	OPERATION[lange einwirken]
323	B4	B4-S003	f83r	qoky	MC026	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	einsetzen	NONCLOSE	OPERATION	OPERATION[einsetzen]
324	B4	B4-S003	f83r	tol	MC153	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	weiter	NONCLOSE	LINK_OR_ORDER	LINK_OR_ORDER[weiter]
325	B4	B4-S003	f83r	shedy	MC128	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	kurz absetzen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz absetzen; Schluss]
326	B4	B4-S004	f83r	qokylddy	MC164	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	einsetzen · Posten · festbinden	TERMINAL	OPERATION	OPERATION[einsetzen · Posten · festbinden]
327	B4	B4-S005	f83r	dain	MC059	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	Einlage	NONCLOSE	OBJECT	OBJECT[Einlage]
328	B4	B4-S005	f83r	chedy	MC074	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	überführen	NONCLOSE	OPERATION	OPERATION[überführen]
329	B4	B4-S005	f83r	qokeedy	MC082	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[lange einwirken; Schluss]
330	B4	B4-S006	f83r	shckhedy	MC143	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	seihen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[seihen; Schluss]
331	B4	B4-S007	f83r	shckhedy	MC143	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	seihen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[seihen; Schluss]
332	B4	B4-S008	f83r	saiin	MC039	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	Sollmaß	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Sollmaß]
333	B4	B4-S008	f83r	cheeky	MC032	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	länger bearbeiten	NONCLOSE	OPERATION	OPERATION[länger bearbeiten]
334	B4	B4-S008	f83r	sheey	MC095	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	halten · länger · Posten	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[halten · länger · Posten]
335	B4	B4-S008	f83r	qokedy	MC083	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	kurz einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz einwirken; Schluss]
336	B4	B4-S009	f83r	shedy	MC128	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	kurz absetzen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz absetzen; Schluss]
337	B4	B4-S010	f83r	oldy	MC019	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	fertig	TERMINAL	STATE_CLOSE	STATE_CLOSE[fertig]
338	B4	B4-S011	f83r	saiin	MC039	linke offene Fransen-/Unterlaufstation	LEHRWORT	Sollmaß	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Sollmaß]
339	B4	B4-S011	f83r	cheky	MC147	linke offene Fransen-/Unterlaufstation	LEHRWORT	kurz wärmen	NONCLOSE	OPERATION	OPERATION[kurz wärmen]
340	B4	B4-S011	f83r	okeeol	MC150	linke offene Fransen-/Unterlaufstation	LOKALKARTE	einsetzen · länger · weiter	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[einsetzen · länger · weiter]
341	B4	B4-S011	f83r	okain	MC017	linke offene Fransen-/Unterlaufstation	LEHRWORT	Anteil zugeben	NONCLOSE	OPERATION	OPERATION[Anteil zugeben]
342	B4	B4-S011	f83r	chdy	MC074	linke offene Fransen-/Unterlaufstation	LEHRWORT	überführen	NONCLOSE	OPERATION	OPERATION[überführen]
343	B4	B4-S011	f83r	sol	MC153	linke offene Fransen-/Unterlaufstation	LEHRWORT	weiter	NONCLOSE	LINK_OR_ORDER	LINK_OR_ORDER[weiter]
344	B4	B4-S011	f83r	lkedy	MC124	linke offene Fransen-/Unterlaufstation	LOKALKARTE	abführen · kurz; schließen	TERMINAL	PROCESS_OR_STATE	PROCESS_OR_STATE[abführen · kurz; schließen]
345	B4	B4-S012	f83r	lchedy	MC155	linke offene Fransen-/Unterlaufstation	LEHRWORT	abführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[abführen; Schluss]
346	B4	B4-S013	f83r	qokol	MC024	linke offene Fransen-/Unterlaufstation	LOKALKARTE	einsetzen · weiter	NONCLOSE	LINK_OR_ORDER	LINK_OR_ORDER[einsetzen · weiter]
347	B4	B4-S013	f83r	shedy	MC128	linke offene Fransen-/Unterlaufstation	LEHRWORT	kurz absetzen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz absetzen; Schluss]
348	B4	B4-S014	f83r	or	MC080	linke offene Fransen-/Unterlaufstation	LEHRWORT	Ansatz	NONCLOSE	OBJECT	OBJECT[Ansatz]
349	B4	B4-S014	f83r	chey	MC123	linke offene Fransen-/Unterlaufstation	LEHRWORT	dies	NONCLOSE	ANAPHOR	ANAPHOR[dies]
350	B4	B4-S014	f83r	qockhey	MC165	linke offene Fransen-/Unterlaufstation	LOKALKARTE	Kurzpassage	NONCLOSE	PATH_OPERATION	PATH_OPERATION[Kurzpassage]
351	B4	B4-S014	f83r	dairydy	MC091	linke offene Fransen-/Unterlaufstation	LOKALKARTE	Lauf · Posten; schließen	TERMINAL	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[Lauf · Posten; schließen]
352	B4	B4-S015	f83r	qokain	MC017	linke offene Fransen-/Unterlaufstation	LEHRWORT	Anteil zugeben	NONCLOSE	OPERATION	OPERATION[Anteil zugeben]
353	B4	B4-S015	f83r	shey	MC119	linke offene Fransen-/Unterlaufstation	LEHRWORT	Klarauszug	NONCLOSE	OBJECT	OBJECT[Klarauszug]
354	B4	B4-S015	f83r	kain	MC105	linke offene Fransen-/Unterlaufstation	LEHRWORT	Anteil	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Anteil]
355	B4	B4-S015	f83r	chckhal	MC022	linke offene Fransen-/Unterlaufstation	LOKALKARTE	Passage · Ziel	NONCLOSE	PATH_OPERATION	PATH_OPERATION[Passage · Ziel]
356	B4	B4-S015	f83r	solkey	MC050	rechte S-Lauf-/Mehrarmknotenstation	LOKALKARTE	auffangen · kurz · Posten	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[auffangen · kurz · Posten]
357	B4	B4-S015	f83r	lchedy	MC155	rechte S-Lauf-/Mehrarmknotenstation	LEHRWORT	abführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[abführen; Schluss]
358	B4	B4-S016	f83r	qolkain	MC097	rechte S-Lauf-/Mehrarmknotenstation	LEHRWORT	weiterer Anteil	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[weiterer Anteil]
359	B4	B4-S016	f83r	dal	MC154	rechte S-Lauf-/Mehrarmknotenstation	LEHRWORT	dorthin	NONCLOSE	ANAPHOR	ANAPHOR[dorthin]
360	B4	B4-S016	f83r	skar	MC089	rechte S-Lauf-/Mehrarmknotenstation	LOKALKARTE	ausgießen · Quelle	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[ausgießen · Quelle]
361	B4	B4-S016	f83r	shedy	MC128	rechte S-Lauf-/Mehrarmknotenstation	LEHRWORT	kurz absetzen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz absetzen; Schluss]
362	B5	B5-S001	f83r	otchdy	MC067	linker offener Fransen-Endposten	LOKALKARTE	danach · übertragen; schließen	TERMINAL	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[danach · übertragen; schließen]
363	B5	B5-S002	f83r	qokchdy	MC088	linker offener Fransen-Endposten	LEHRWORT	einführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[einführen; Schluss]
364	B5	B5-S003	f83r	shedal	MC113	linker offener Fransen-Endposten	LEHRWORT	am Ziel absetzen	NONCLOSE	STATE	STATE[am Ziel absetzen]
365	B5	B5-S003	f83r	dal	MC154	linker offener Fransen-Endposten	LEHRWORT	dorthin	NONCLOSE	ANAPHOR	ANAPHOR[dorthin]
366	B5	B5-S003	f83r	cheol	MC153	linker offener Fransen-Endposten	LEHRWORT	weiter	NONCLOSE	LINK_OR_ORDER	LINK_OR_ORDER[weiter]
367	B5	B5-S003	f83r	lol	MC092	linker offener Fransen-Endposten	LOKALKARTE	abführen · weiter	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[abführen · weiter]
368	B5	B5-S003	f83r	chdal	MC001	linker offener Fransen-Endposten	LOKALKARTE	übertragen · Ziel	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[übertragen · Ziel]
369	B5	B5-S003	f83r	aiin	MC039	linker offener Fransen-Endposten	LEHRWORT	Sollmaß	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Sollmaß]
370	B5	B5-S003	f83r	sol	MC153	linker offener Fransen-Endposten	LEHRWORT	weiter	NONCLOSE	LINK_OR_ORDER	LINK_OR_ORDER[weiter]
371	B5	B5-S003	f83r	daiiin	MC172	linker offener Fransen-Endposten	LOKALKARTE	Arbeitsstufe	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Arbeitsstufe]
372	B5	B5-S003	f83r	chedy	MC074	linker offener Fransen-Endposten	LEHRWORT	überführen	NONCLOSE	OPERATION	OPERATION[überführen]
373	B6	B6-S001	f83r	solkeey	MC020	rechter S-Lauf-/Mehrarm-Endposten	LOKALKARTE	auffangen · länger · Posten	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[auffangen · länger · Posten]
374	B6	B6-S001	f83r	qekey	MC052	rechter S-Lauf-/Mehrarm-Endposten	LOKALKARTE	bearbeiten · kurz · Posten	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[bearbeiten · kurz · Posten]
375	B6	B6-S001	f83r	raly	MC046	rechter S-Lauf-/Mehrarm-Endposten	LOKALKARTE	Ziel · Posten	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[Ziel · Posten]
376	B6	B6-S001	f83r	ol	MC153	rechter S-Lauf-/Mehrarm-Endposten	LEHRWORT	weiter	NONCLOSE	LINK_OR_ORDER	LINK_OR_ORDER[weiter]
377	B6	B6-S001	f83r	daiin	MC039	rechter S-Lauf-/Mehrarm-Endposten	LEHRWORT	Sollmaß	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Sollmaß]
378	B6	B6-S001	f83r	ol	MC153	rechter S-Lauf-/Mehrarm-Endposten	LEHRWORT	weiter	NONCLOSE	LINK_OR_ORDER	LINK_OR_ORDER[weiter]
379	B6	B6-S001	f83r	dain	MC059	rechter S-Lauf-/Mehrarm-Endposten	LEHRWORT	Einlage	NONCLOSE	OBJECT	OBJECT[Einlage]
380	B6	B6-S001	f83r	chey	MC123	rechter S-Lauf-/Mehrarm-Endposten	LEHRWORT	dies	NONCLOSE	ANAPHOR	ANAPHOR[dies]
381	B6	B6-S001	f83r	ldalor	MC101	rechter S-Lauf-/Mehrarm-Endposten	LOKALKARTE	Ziel	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[Ziel]
