unified_serial	domain	page	unit_id	local_address	visible_identity	owner_or_namespace	construction_or_event	short_form_reading	concrete_unit_reading_de	content_precision
468	CELESTIAL_ALMANAC	f67r2	A1	f67r2.35:2	A1:G087	A1_LEFT_LOCAL_FIELD_35 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_35.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
469	CELESTIAL_ALMANAC	f67r2	A1	f67r2.35:3	A1:G088	A1_LEFT_LOCAL_FIELD_35 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_35.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
470	CELESTIAL_ALMANAC	f67r2	A1	f67r2.36:1	A1:G089	A1_LEFT_LOCAL_FIELD_36 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_36.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
471	CELESTIAL_ALMANAC	f67r2	A1	f67r2.36:2	A1:G090	A1_LEFT_LOCAL_FIELD_36 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_36.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
472	CELESTIAL_ALMANAC	f67r2	A1	f67r2.36:3	A1:G091	A1_LEFT_LOCAL_FIELD_36 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_36.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
473	CELESTIAL_ALMANAC	f67r2	A1	f67r2.37:1	A1:G092	A1_LEFT_LOCAL_FIELD_37 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_37.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
474	CELESTIAL_ALMANAC	f67r2	A1	f67r2.38:1	A1:G093	A1_LEFT_LOCAL_FIELD_38 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_38.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
475	CELESTIAL_ALMANAC	f67r2	A1	f67r2.38:2	A1:G094	A1_LEFT_LOCAL_FIELD_38 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_38.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
476	CELESTIAL_ALMANAC	f67r2	A1	f67r2.39:1	A1:G095	A1_LEFT_LOCAL_FIELD_39 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_39.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
477	CELESTIAL_ALMANAC	f67r2	A1	f67r2.39:2	A1:G096	A1_LEFT_LOCAL_FIELD_39 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_39.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
478	CELESTIAL_ALMANAC	f67r2	A1	f67r2.39:3	A1:G097	A1_LEFT_LOCAL_FIELD_39 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_39.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
479	CELESTIAL_ALMANAC	f67r2	A1	f67r2.40:1	A1:G098	A1_LEFT_LOCAL_FIELD_40 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_40.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
480	CELESTIAL_ALMANAC	f67r2	A1	f67r2.40:2	A1:G099	A1_LEFT_LOCAL_FIELD_40 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_40.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
481	CELESTIAL_ALMANAC	f67r2	A1	f67r2.40:3	A1:G100	A1_LEFT_LOCAL_FIELD_40 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_40.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
482	CELESTIAL_ALMANAC	f67r2	A1	f67r2.41:1	A1:G101	A1_LEFT_LOCAL_FIELD_41 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_41.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
483	CELESTIAL_ALMANAC	f67r2	A1	f67r2.41:2	A1:G102	A1_LEFT_LOCAL_FIELD_41 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_41.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
484	CELESTIAL_ALMANAC	f67r2	A1	f67r2.42:1	A1:G103	A1_LEFT_LOCAL_FIELD_42 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_42.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
485	CELESTIAL_ALMANAC	f67r2	A1	f67r2.42:2	A1:G104	A1_LEFT_LOCAL_FIELD_42 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_42.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
486	CELESTIAL_ALMANAC	f67r2	A1	f67r2.42:3	A1:G105	A1_LEFT_LOCAL_FIELD_42 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_42.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
487	CELESTIAL_ALMANAC	f67r2	A1	f67r2.43:1	A1:G106	A1_LEFT_LOCAL_FIELD_43 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_43.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
488	CELESTIAL_ALMANAC	f67r2	A1	f67r2.43:2	A1:G107	A1_LEFT_LOCAL_FIELD_43 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_43.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
489	CELESTIAL_ALMANAC	f67r2	A1	f67r2.43:3	A1:G108	A1_LEFT_LOCAL_FIELD_43 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_43.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
490	CELESTIAL_ALMANAC	f67r2	A1	f67r2.43:4	A1:G109	A1_LEFT_LOCAL_FIELD_43 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 4 am Besitzer A1_LEFT_LOCAL_FIELD_43.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
491	CELESTIAL_ALMANAC	f67r2	A1	f67r2.44:1	A1:G110	A1_LEFT_LOCAL_FIELD_44 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_44.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
492	CELESTIAL_ALMANAC	f67r2	A1	f67r2.44:2	A1:G111	A1_LEFT_LOCAL_FIELD_44 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_44.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
493	CELESTIAL_ALMANAC	f67r2	A1	f67r2.44:3	A1:G112	A1_LEFT_LOCAL_FIELD_44 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_44.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
494	CELESTIAL_ALMANAC	f67r2	A1	f67r2.45:1	A1:G113	A1_LEFT_LOCAL_FIELD_45 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_45.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
495	CELESTIAL_ALMANAC	f67r2	A1	f67r2.45:2	A1:G114	A1_LEFT_LOCAL_FIELD_45 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_45.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
496	CELESTIAL_ALMANAC	f67r2	A1	f67r2.45:3	A1:G115	A1_LEFT_LOCAL_FIELD_45 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_45.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
497	CELESTIAL_ALMANAC	f67r2	A1	f67r2.46:1	A1:G116	A1_LEFT_LOCAL_FIELD_46 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_46.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
498	CELESTIAL_ALMANAC	f67r2	A1	f67r2.46:2	A1:G117	A1_LEFT_LOCAL_FIELD_46 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_46.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
499	CELESTIAL_ALMANAC	f67r2	A1	f67r2.47:1	A1:G118	A1_LEFT_LOCAL_FIELD_47 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_47.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
500	CELESTIAL_ALMANAC	f67r2	A1	f67r2.48:1	A1:G119	A1_LEFT_LOCAL_FIELD_48 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_48.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
501	CELESTIAL_ALMANAC	f67r2	A1	f67r2.48:2	A1:G120	A1_LEFT_LOCAL_FIELD_48 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_48.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
502	CELESTIAL_ALMANAC	f67r2	A1	f67r2.48:3	A1:G121	A1_LEFT_LOCAL_FIELD_48 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_48.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
503	CELESTIAL_ALMANAC	f67r2	A1	f67r2.49:1	A1:G122	A1_LEFT_LOCAL_FIELD_49 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_49.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
504	CELESTIAL_ALMANAC	f67r2	A1	f67r2.49:2	A1:G123	A1_LEFT_LOCAL_FIELD_49 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_49.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
505	CELESTIAL_ALMANAC	f67r2	A1	f67r2.49:3	A1:G124	A1_LEFT_LOCAL_FIELD_49 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_49.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
506	CELESTIAL_ALMANAC	f67r2	A1	f67r2.50:1	A1:G125	A1_LEFT_LOCAL_FIELD_50 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_50.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
507	CELESTIAL_ALMANAC	f67r2	A1	f67r2.50:2	A1:G126	A1_LEFT_LOCAL_FIELD_50 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_50.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
508	CELESTIAL_ALMANAC	f67r2	A1	f67r2.51:1	A1:G127	A1_LEFT_LOCAL_FIELD_51 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_51.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
509	CELESTIAL_ALMANAC	f67r2	A1	f67r2.52:1	A1:G128	A1_LEFT_OUTER_STAR_STATION_01 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_01.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
510	CELESTIAL_ALMANAC	f67r2	A1	f67r2.53:1	A1:G129	A1_LEFT_OUTER_STAR_STATION_02 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_02.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
511	CELESTIAL_ALMANAC	f67r2	A1	f67r2.54:1	A1:G130	A1_LEFT_OUTER_STAR_STATION_03 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_03.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
512	CELESTIAL_ALMANAC	f67r2	A1	f67r2.54:2	A1:G131	A1_LEFT_OUTER_STAR_STATION_03 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_STAR_STATION_03.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
513	CELESTIAL_ALMANAC	f67r2	A1	f67r2.55:1	A1:G132	A1_LEFT_OUTER_STAR_STATION_04 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_04.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
514	CELESTIAL_ALMANAC	f67r2	A1	f67r2.56:1	A1:G133	A1_LEFT_OUTER_STAR_STATION_05 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_05.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
