pair_id	prefix_character	prefix_surface	base_surface	base_initial	base_length	prefix_canonical_axes	base_canonical_axes	prefix_quality_stage_axes	base_quality_stage_axes	quality_stage_exactly_preserved	preparation_relation	axes_shared	axes_prefix_only	axes_base_only	prefix_clean_mode_support	prefix_clean_axis_occurrences	base_clean_mode_support	base_clean_axis_occurrences	prefix_reader_exact_occurrences	base_reader_exact_occurrences	prefix_reader_exact_pages	base_reader_exact_pages	prefix_mean_normalized_position	base_mean_normalized_position	raw_position_delta_prefix_minus_base	section_residual_position_delta_prefix_minus_base	line_first_delta_prefix_minus_base	line_last_delta_prefix_minus_base	paragraph_first_delta_prefix_minus_base	paragraph_last_delta_prefix_minus_base	paragraph_start_line_delta_prefix_minus_base	paragraph_end_line_delta_prefix_minus_base	direct_contacts	direct_contact_pages	prefix_then_base_contacts	base_then_prefix_contacts	contacts_per_1000_min_occurrences	literal_identity	confirmed_lexeme	component_export_credit
G751-C128	y	ycho	cho	c	3	DRY|PREPARATION	DRY|PREPARATION	DRY	DRY	1	BOTH	DRY|PREPARATION	NONE	NONE	2	2	45	45	2	45	2	33	0.000000	0.443631	-0.443631	-0.445702	0.977778	-0.022222	0.000000	0.000000	-0.111111	0.366667	0	0	0	0	0.000000	OPEN	0	0
G751-C129	y	ychol	chol	c	4	DRY|MATERIAL	DRY	DRY	DRY	1	NEITHER	DRY	MATERIAL	NONE	9	9	6	6	9	303	9	121	0.027778	0.422209	-0.394431	-0.394235	0.836084	-0.016502	0.000000	-0.009901	-0.046205	0.184818	2	2	2	0	222.222222	OPEN	0	0
G751-C130	y	ychor	chor	c	4	PART	PART	NONE	NONE	1	NEITHER	PART	NONE	NONE	13	13	2	2	13	176	13	94	0.000000	0.408564	-0.408564	-0.403621	0.943182	-0.028409	0.000000	-0.017045	-0.142045	0.077360	2	2	2	0	153.846154	OPEN	0	0
G751-C131	y	ychos	chos	c	4	DRY|PREPARATION	DRY|PREPARATION	DRY	DRY	1	BOTH	DRY|PREPARATION	NONE	NONE	1	1	1	1	1	27	1	21	0.000000	0.498981	-0.498981	-0.505396	0.925926	-0.111111	0.000000	-0.074074	-0.111111	-0.222222	0	0	0	0	0.000000	OPEN	0	0
G751-C132	y	ychy	chy	c	3	DRY	DRY|BEGIN_STAGE	DRY	DRY|BEGIN_STAGE	0	NEITHER	DRY	NONE	BEGIN_STAGE	3	3	2	2	3	114	3	74	0.518519	0.506829	0.011690	0.010584	0.315789	0.236842	0.000000	-0.017544	0.236842	-0.114035	0	0	0	0	0.000000	OPEN	0	0
G751-C133	y	ydain	dain	d	4	AMOUNT	LEVEL_II	NONE	NONE	1	NEITHER	NONE	AMOUNT	LEVEL_II	4	4	1	1	4	149	4	76	0.581250	0.472035	0.109215	0.108256	-0.261745	0.135906	-0.013423	-0.013423	0.426174	-0.154362	0	0	0	0	0.000000	OPEN	0	0
G751-C134	y	ydair	dair	d	4	PART	PART	NONE	NONE	1	NEITHER	PART	NONE	NONE	2	2	3	3	2	63	2	51	0.000000	0.436748	-0.436748	-0.428339	0.714286	-0.079365	0.000000	0.000000	-0.190476	0.277778	0	0	0	0	0.000000	OPEN	0	0
G751-C135	y	ykaiin	kaiin	k	5	HOT|LEVEL_III|PROCESS	HOT|LEVEL_III	HOT	HOT	1	NEITHER	HOT|LEVEL_III	PROCESS	NONE	1	1	44	44	33	44	18	30	0.395011	0.521874	-0.126863	-0.121739	0.250000	0.007576	-0.022727	0.000000	-0.113636	-0.060606	0	0	0	0	0.000000	OPEN	0	0
G751-C136	y	ykain	kain	k	4	HOT|LEVEL_II|PROCESS	HOT|LEVEL_II	HOT	HOT	1	NEITHER	HOT|LEVEL_II	PROCESS	NONE	1	1	4	4	7	36	5	24	0.500361	0.506288	-0.005927	-0.002970	0.142857	0.087302	0.000000	0.000000	-0.111111	0.059524	0	0	0	0	0.000000	OPEN	0	0
G751-C137	y	ykair	kair	k	4	HOT|PART|MATERIAL	HOT|PART|MATERIAL	HOT	HOT	1	NEITHER	HOT|PART|MATERIAL	NONE	NONE	7	7	8	8	7	8	7	7	0.473455	0.442221	0.031234	0.030212	0.142857	0.142857	0.000000	0.000000	-0.107143	-0.232143	0	0	0	0	0.000000	OPEN	0	0
G751-C138	y	ykar	kar	k	3	HOT|PART|MATERIAL	HOT|PART|MATERIAL	HOT	HOT	1	NEITHER	HOT|PART|MATERIAL	NONE	NONE	27	27	42	42	27	42	20	32	0.588135	0.563701	0.024435	0.030000	0.161376	-0.034392	0.000000	0.000000	-0.105820	-0.021164	0	0	0	0	0.000000	OPEN	0	0
G751-C139	y	ykchol	kchol	k	5	HOT|DRY|MATERIAL|PROCESS	HOT|DRY	HOT|DRY	HOT|DRY	1	NEITHER	HOT|DRY	MATERIAL|PROCESS	NONE	5	5	19	19	5	19	4	16	0.338889	0.393609	-0.054720	-0.046976	0.094737	0.000000	-0.105263	0.000000	-0.063158	0.147368	0	0	0	0	0.000000	OPEN	0	0
G751-C140	y	ykchor	kchor	k	5	HOT|PART|PROCESS	HOT|DRY|AMOUNT|MATERIAL	HOT	HOT|DRY	0	NEITHER	HOT	PART|PROCESS	DRY|AMOUNT|MATERIAL	4	4	18	18	4	18	3	18	0.323864	0.292130	0.031734	0.031983	0.166667	-0.055556	-0.111111	0.000000	-0.166667	-0.055556	0	0	0	0	0.000000	OPEN	0	0
G751-C141	y	ykchy	kchy	k	4	HOT|DRY|BEGIN_STAGE	HOT|DRY|BEGIN_STAGE	HOT|DRY|BEGIN_STAGE	HOT|DRY|BEGIN_STAGE	1	NEITHER	HOT|DRY|BEGIN_STAGE	NONE	NONE	15	15	21	21	15	21	12	19	0.466349	0.538605	-0.072256	-0.070855	0.266667	0.019048	0.000000	0.000000	0.085714	-0.104762	1	1	1	0	66.666667	OPEN	0	0
G751-C142	y	ykedy	kedy	k	4	HOT|MIDDLE_STAGE|PROCESS	HOT|MIDDLE_STAGE|END_STAGE|CLOSE	HOT|MIDDLE_STAGE	HOT|MIDDLE_STAGE|END_STAGE	0	NEITHER	HOT|MIDDLE_STAGE	PROCESS	END_STAGE|CLOSE	6	6	16	16	6	16	6	12	0.674140	0.574251	0.099889	0.102898	0.000000	0.104167	0.000000	0.000000	-0.062500	-0.125000	1	1	1	0	166.666667	OPEN	0	0
G751-C143	y	ykeedy	keedy	k	5	HOT|END_STAGE|CLOSE	HOT|END_STAGE|CLOSE	HOT|END_STAGE	HOT|END_STAGE	1	NEITHER	HOT|END_STAGE|CLOSE	NONE	NONE	19	19	22	22	19	22	18	16	0.443524	0.460783	-0.017260	-0.016484	0.210526	0.052632	0.000000	0.052632	-0.454545	0.059809	0	0	0	0	0.000000	OPEN	0	0
G751-C144	y	ykeey	keey	k	4	HOT|END_STAGE|PROCESS	HOT|END_STAGE	HOT|END_STAGE	HOT|END_STAGE	1	NEITHER	HOT|END_STAGE	PROCESS	NONE	41	41	2	2	41	27	33	23	0.336730	0.477717	-0.140987	-0.137574	0.219512	0.000000	0.000000	0.000000	-0.049684	-0.100271	0	0	0	0	0.000000	OPEN	0	0
G751-C145	y	ykeor	keor	k	4	HOT|MIDDLE_STAGE|AMOUNT|PROCESS	HOT|AMOUNT|MATERIAL	HOT|MIDDLE_STAGE	HOT	0	NEITHER	HOT|AMOUNT	MIDDLE_STAGE|PROCESS	MATERIAL	4	4	5	5	4	5	4	5	0.345238	0.316667	0.028571	0.030796	0.300000	0.000000	0.000000	0.000000	0.000000	0.250000	0	0	0	0	0.000000	OPEN	0	0
G751-C146	y	ykey	key	k	3	HOT|MIDDLE_STAGE|PROCESS	HOT|MIDDLE_STAGE	HOT|MIDDLE_STAGE	HOT|MIDDLE_STAGE	1	NEITHER	HOT|MIDDLE_STAGE	PROCESS	NONE	5	5	8	8	5	8	5	8	0.466667	0.466204	0.000462	0.003241	0.200000	0.200000	0.000000	0.000000	0.000000	0.075000	0	0	0	0	0.000000	OPEN	0	0
G751-C147	y	yodaiin	odaiin	o	6	AMOUNT|PREPARATION|PROCESS	LEVEL_III|PREPARATION	NONE	NONE	1	BOTH	PREPARATION	AMOUNT|PROCESS	LEVEL_III	1	1	42	42	1	42	1	34	0.000000	0.489684	-0.489684	-0.491765	0.880952	-0.047619	0.000000	0.000000	-0.119048	-0.119048	0	0	0	0	0.000000	OPEN	0	0
G751-C148	y	yshedy	shedy	s	5	MIDDLE_STAGE	MOIST|MIDDLE_STAGE	MIDDLE_STAGE	MOIST|MIDDLE_STAGE	0	NEITHER	MIDDLE_STAGE	NONE	MOIST	6	6	2	2	6	219	5	58	0.000000	0.467110	-0.467110	-0.466729	0.986301	-0.050228	0.000000	-0.031963	-0.251142	-0.109589	0	0	0	0	0.000000	OPEN	0	0
G751-C149	y	yshey	shey	s	4	MIDDLE_STAGE	MOIST|MIDDLE_STAGE	MIDDLE_STAGE	MOIST|MIDDLE_STAGE	0	NEITHER	MIDDLE_STAGE	NONE	MOIST	8	8	1	1	8	179	7	69	0.093750	0.440805	-0.347055	-0.346418	0.858240	-0.055866	0.125000	-0.011173	-0.109637	0.365922	0	0	0	0	0.000000	OPEN	0	0
G751-C150	y	yshol	shol	s	4	MATERIAL	MOIST	NONE	MOIST	0	NEITHER	NONE	MATERIAL	MOIST	2	2	1	1	2	146	2	82	0.000000	0.369250	-0.369250	-0.371272	0.897260	-0.020548	0.000000	-0.020548	-0.260274	-0.102740	0	0	0	0	0.000000	OPEN	0	0
G751-C151	y	ytar	tar	t	3	PART|MATERIAL	COLD|PART|MATERIAL	NONE	COLD	0	NEITHER	PART|MATERIAL	NONE	COLD	21	21	2	2	21	33	15	28	0.470839	0.392943	0.077897	0.080089	-0.155844	-0.012987	-0.090909	0.000000	-0.056277	-0.056277	0	0	0	0	0.000000	OPEN	0	0
G751-C152	y	ytchor	tchor	t	5	COLD|DRY|AMOUNT|MATERIAL	COLD|DRY|AMOUNT|MATERIAL	COLD|DRY	COLD|DRY	1	NEITHER	COLD|DRY|AMOUNT|MATERIAL	NONE	NONE	8	8	17	17	8	17	7	15	0.455208	0.171662	0.283546	0.280877	-0.272059	0.125000	-0.294118	0.125000	-0.352941	0.125000	0	0	0	0	0.000000	OPEN	0	0
G751-C153	y	ytchy	tchy	t	4	COLD|DRY|BEGIN_STAGE	COLD|DRY|BEGIN_STAGE	COLD|DRY|BEGIN_STAGE	COLD|DRY|BEGIN_STAGE	1	NEITHER	COLD|DRY|BEGIN_STAGE	NONE	NONE	14	14	15	15	14	15	12	13	0.365809	0.480767	-0.114959	-0.112336	0.147619	-0.066667	-0.066667	0.000000	-0.333333	0.076190	0	0	0	0	0.000000	OPEN	0	0
G751-C154	y	ytedy	tedy	t	4	COLD|MIDDLE_STAGE|PROCESS	COLD|MIDDLE_STAGE|END_STAGE|CLOSE	COLD|MIDDLE_STAGE	COLD|MIDDLE_STAGE|END_STAGE	0	NEITHER	COLD|MIDDLE_STAGE	PROCESS	END_STAGE|CLOSE	12	12	16	16	12	16	11	15	0.406860	0.457880	-0.051020	-0.049839	0.104167	0.083333	-0.062500	0.000000	-0.125000	-0.125000	0	0	0	0	0.000000	OPEN	0	0
G751-C155	y	yteedy	teedy	t	5	HOT|COLD|END_STAGE|PART|MATERIAL|PROCESS	COLD|END_STAGE|CLOSE	HOT|COLD|END_STAGE	COLD|END_STAGE	0	NEITHER	COLD|END_STAGE	HOT|PART|MATERIAL|PROCESS	CLOSE	1	1	7	7	19	7	15	7	0.310923	0.421119	-0.110195	-0.107983	0.263158	0.000000	0.000000	0.000000	0.067669	0.157895	0	0	0	0	0.000000	OPEN	0	0
G751-C156	y	yteey	teey	t	4	END_STAGE	COLD|END_STAGE	END_STAGE	COLD|END_STAGE	0	NEITHER	END_STAGE	NONE	COLD	20	20	14	14	20	14	14	10	0.366160	0.555908	-0.189748	-0.189180	0.128571	0.000000	0.000000	0.000000	0.057143	-0.092857	1	1	1	0	71.428571	OPEN	0	0
G751-C157	y	yteody	teody	t	5	COLD|END_STAGE|PREPARATION|CLOSE	PREPARATION	COLD|END_STAGE	NONE	0	BOTH	PREPARATION	COLD|END_STAGE|CLOSE	NONE	1	1	6	6	7	6	5	5	0.238384	0.301852	-0.063468	-0.067922	0.261905	0.000000	0.000000	0.000000	-0.214286	0.428571	0	0	0	0	0.000000	OPEN	0	0
G751-C158	y	ytey	tey	t	3	MIDDLE_STAGE	COLD|MIDDLE_STAGE	MIDDLE_STAGE	COLD|MIDDLE_STAGE	0	NEITHER	MIDDLE_STAGE	NONE	COLD	9	9	7	7	9	7	9	7	0.527337	0.492630	0.034706	0.035520	0.111111	0.111111	0.000000	0.000000	0.333333	0.222222	0	0	0	0	0.000000	OPEN	0	0
G751-C159	y	ytoiin	toiin	t	5	PREPARATION	COLD|PREPARATION	NONE	COLD	0	BOTH	PREPARATION	NONE	COLD	3	3	2	2	3	2	3	2	0.633333	0.000000	0.633333	0.611092	-1.000000	0.333333	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0.000000	OPEN	0	0
G751-C160	y	ytoldy	toldy	t	5	COLD|END_STAGE|MATERIAL|CLOSE	COLD|END_STAGE|MATERIAL|CLOSE	COLD|END_STAGE	COLD|END_STAGE	1	NEITHER	COLD|END_STAGE|MATERIAL|CLOSE	NONE	NONE	3	3	2	2	3	2	3	2	0.875000	0.615385	0.259615	0.259615	0.000000	0.166667	0.000000	-0.500000	0.000000	-0.500000	0	0	0	0	0.000000	OPEN	0	0
