page	locus	token_ordinal	surface	v62_token_gloss_de	v63_main_token_gloss_de	focus_family	cth_family	renderer_rule_id	renderer_changed	selected_head_de	live_rivals_de	provenance_tier	apparatus_note_de	upstream_source_match	upstream_source_records	upstream_source_experiments	upstream_source_artifacts	upstream_source_glosses_de	productive_initial_head	upstream_card_status
f114r	f114r.26	2	olkaiir	dritte erhitzte Holzdrogenfraktion im Ansatz	dritte erhitzte Holzfraktion im Ansatz	NONE	0	N062	1	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundene Holzfraktion.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.26	3	qokaiin	heiß, Grad III	heiß, Grad III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	heiß, Grad III	NONE	EXPORTED
f114r	f114r.26	4	chodaiin	Trockenansatz, Dosis III	Trockenansatz, Dosis III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.26	5	okar	heiße Drogenfraktion I im Ansatz	heiße Drogenfraktion I im Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.26	6	olkaiin	heiße Drogenbasis, Stufe III	heiße Drogenbasis, Stufe III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.26	7	okaiin	heiß, Grad III, im Ansatzrahmen	heißer Ansatz, Grad III	RAHMEN	0	N018	1	Ansatz	Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Ansatzrahmen ist ein Analysegerüst, kein gesprochenes Nomen.	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	heiß, Grad III, im Ansatzrahmen	NONE	EXPORTED
f114r	f114r.26	8	cheody	getrockneter Ansatz	getrockneter Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	getrockneter Ansatz	NONE	EXPORTED
f114r	f114r.26	9	airoy	zweite Drogenfraktion als Grundansatz	zweite Drogenfraktion als Grundansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.26	10	olam	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	ein Maß Holz	HOLZBINDUNG	0	N013	1	Holz	Drogenholz|Holzstoff|Auszug	PROVISIONAL_LOCAL_SCOPE_HEAD	HOLZBINDUNG_OFFEN wird explorativ als getragener Holzkopf konkretisiert; Slash und Scope-Tag verschwinden aus dem Haupttext.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114v	f114v.36	1	tshey	kalt und feucht in der Mitte des Grades	kalt und feucht in der Mitte des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114v	f114v.36	2	oidal	abgemessene Rohstoffmenge I im Ansatz, Grundform	abgemessene Rohstoffmenge I im Ansatz, Grundform	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114v	f114v.36	3	op	Pulveransatz	Pulveransatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114v	f114v.36	4	shoko	erhitzter Feuchtansatz	erhitzter Feuchtansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114v	f114v.36	5	otchey	kalt-trockener Ansatz in der Mitte des Grades	kalt-trockener Ansatz in der Mitte des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114v	f114v.36	6	qopchol	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114v	f114v.36	7	qopaiin	drei Teile Pulveransatz nehmen	drei Teile Pulveransatz nehmen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114v	f114v.36	8	qotar	kalte Drogenfraktion I	kalte Drogenfraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114v	f114v.36	9	al	Rohstoffklasse I	Rohstoffklasse I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114v	f114v.36	10	kal	Rohstoffklasse I, heiß am Gradanfang	Rohstoffklasse I, heiß am Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114v	f114v.36	11	ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I	ein Maß Wurzel	WURZEL	0	N020	1	Wurzel	Wurzeldroge|Harz	PRODUCTIVE_INITIAL_HEAD	r=radix/Wurzel plus GDT636 am measure/entry body; Slash und Metasprache entfernt.	EXACT_GLOSS	1	GDT636	experiments/yolo/gdt636_residual_four_head_semantics/artifacts/RESIDUAL_76_FORM_GRID.tsv	Wurzel/Wurzeldroge: Maß-/Einheitsform I	r	EXPORTED
f115r	f115r.1	1	fdar	erste Blütenfraktion abmessen	erste Blütenfraktion abmessen	BLUETE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.1	2	qopchol	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.1	3	qochedain	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.1	4	otedy	kalter Ansatz, Mittelstufe erreicht	kalter Ansatz, Mittelstufe erreicht	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	gekühlter Ansatz	NONE	EXPORTED
f115r	f115r.1	5	cheop	bis zur Mittelstufe getrocknet	bis zur Mittelstufe getrocknet	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.1	6	ol	Pulverstoff	Pulverstoff	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	NONE	EXPORTED
f115r	f115r.1	7	teeedy	vollständig abgekühlter Ansatz, fertig	vollständig abgekühlter Ansatz, fertig	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.1	8	oroiir	eine Portion der dritten Ansatzfraktion	eine Portion der dritten Ansatzfraktion	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.1	9	oechedy	fertiger bis zur Mittelstufe getrockneter Ansatz	fertiger bis zur Mittelstufe getrockneter Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.1	10	oteedy	kalter Ansatz am Ende des Grades	kalter Ansatz am Ende des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.1	11	qotchedy	kalt-trockene Mittelstufe erreicht	kalt-trockene Mittelstufe erreicht	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.23	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.23	2	keey	heiß am Ende des Grades	heiß am Ende des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.23	3	qokeod	heißen Auszug bereiten und abschließen	heißen Auszug bereiten und abschließen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.23	4	chody	leicht abgeschlossener Trockenansatz	leicht abgeschlossener Trockenansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.23	5	qokcho	erhitze, trockne und setze an	erhitze, trockne und setze an	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.23	6	s	Samen-/Saatgutposten	Samenposten	NONE	0	N022	1	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen/Samen ist Hauptwahl; Slash entfernt.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.23	7	checthy	trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	trockenes Kraut	CTH_MATERIAL	1	N009	1	Kraut	Blattdroge|Krautdroge	LOCAL_CTH_FAMILY	CTH und Herbal sind Analysenotizen, keine gesprochenen Wörter; Hauptwahl ist Kraut.	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	NONE	EXPORTED
f115r	f115r.23	8	qokeeey	stark erhitzt, Endstufe III	stark erhitzt, Endstufe III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.23	9	keeey	stark erhitzt, Endstufe III	stark erhitzt, Endstufe III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.23	10	lol	Holzstoff	Holzstoff	NONE	0	N048	0	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus ol=Stoff.	EXACT_GLOSS	1	GDT635	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/CONCRETE_FOUR_HEAD_PARADIGMS.tsv	Holzstoff	l	EXPORTED
f115r	f115r.23	11	chedy	mittlere Trockenstufe erreicht	mittlere Trockenstufe erreicht	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	getrockneter Zustand	NONE	EXPORTED
f115r	f115r.23	12	qokchedy	heiß-trockene Mittelstufe erreicht	heiß-trockene Mittelstufe erreicht	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f115r	f115r.23	13	ldy	fertig aufbereitetes Drogenholz	fertig aufbereitetes Holz	NONE	0	N044	1	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Ergebnisform; kein atomarer Wert Drogenholz.	HEAD_ONLY	0	NONE	NONE	NONE	l	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f116r	f116r.12	1	qoin	zweiten Ansatz nehmen	zweiten Ansatz nehmen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f116r	f116r.12	2	ar	Drogenfraktion I	Drogenfraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f116r	f116r.12	3	cholches	nachgetrocknetes Drogenmaterial, Mittelstufe	nachgetrocknetes Drogenmaterial, Mittelstufe	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f116r	f116r.12	4	okain	heiß im Zubereitungsrahmen, Grad II	heißer Ansatz, Grad II	RAHMEN	0	N017	1	Ansatz	Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Zubereitungsrahmen ist ein Analysegerüst, kein gesprochenes Nomen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f116r	f116r.12	5	dain	zwei Portionen des erhitzten nachgetrockneten Drogenmaterials	zwei Portionen des erhitzten nachgetrockneten Drogenmaterials	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f116r	f116r.12	6	cheey	trocken am Ende des Grades	trocken am Ende des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f116r	f116r.12	7	okeey	heißer Ansatz am Ende des Grades	heißer Ansatz am Ende des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f116r	f116r.12	8	otain	kalt im Zubereitungsrahmen, Grad II	kalter Ansatz, Grad II	RAHMEN	0	N015	1	Ansatz	Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Zubereitungsrahmen ist ein Analysegerüst, kein gesprochenes Nomen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f116r	f116r.12	9	olchdy	Holzdroge im Ansatz fertig getrocknet	Holz im Ansatz fertig getrocknet	NONE	0	N060	1	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzkopf im Ansatz.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f116r	f116r.12	10	otal	Rohstoffklasse I im Ansatz, kalt am Gradanfang	Rohstoffklasse I im Ansatz, kalt am Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f116r	f116r.12	11	dain	zwei Portionen der Rohdroge I im kalten Anfangsansatz	zwei Portionen der Rohdroge I im kalten Anfangsansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f116r	f116r.12	12	olam	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	ein Maß Holz	HOLZBINDUNG	0	N013	1	Holz	Drogenholz|Holzstoff|Auszug	PROVISIONAL_LOCAL_SCOPE_HEAD	HOLZBINDUNG_OFFEN wird explorativ als getragener Holzkopf konkretisiert; Slash und Scope-Tag verschwinden aus dem Haupttext.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f23r	f23r.6	1	tshol	kalt eingeweichter Drogenstoff	kalt eingeweichter Drogenstoff	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f23r	f23r.6	2	y	Hierzu:	Hierzu:	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f23r	f23r.6	3	kor	heiße Drogenportion	heiße Drogenportion	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f23r	f23r.6	4	qokaiin	heiß, Grad III	heiß, Grad III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	heiß, Grad III	NONE	EXPORTED
f23r	f23r.6	5	yky	hierzu leicht erhitzen	hierzu leicht erhitzen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f23r	f23r.6	6	dar	abgemessene Fraktion I	abgemessene Fraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f23r	f23r.6	7	okol	heißer Ansatzstoff	heißer Ansatzstoff	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f23r	f23r.6	8	dchey	fertige abgemessene Mittelstufen-Trockenportion	fertige abgemessene Mittelstufen-Trockenportion	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f23r	f23r.6	9	daiidal	drei abgemessene Mengen Rohdroge I	drei abgemessene Mengen Rohdroge I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f23r	f23r.6	10	dam	Dosis I	Dosis I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f23r	f23r.6	11	ytcho	hieraus einen Kalt-Trockenansatz herstellen	hieraus einen Kalt-Trockenansatz herstellen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f23r	f23r.6	12	ldals	eine Charge Holzrohdroge I abmessen	eine Charge Holzrohstoff I abmessen	NONE	0	N043	1	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Rohstoff- und Maßkörper.	HEAD_ONLY	0	NONE	NONE	NONE	l	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f24v	f24v.15	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f24v	f24v.15	2	kchod	heiß-trockener Ansatz, abgezogen und abgeschlossen	heiß-trockener Ansatz, abgezogen und abgeschlossen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f24v	f24v.15	3	dchal	eine Dosis angetrocknete Rohdroge I	eine Dosis angetrocknete Rohdroge I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f24v	f24v.15	4	ochdy	fertiger Trockenansatz	fertiger Trockenansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f26r	f26r.2	1	dchey	fertige abgemessene Mittelstufen-Trockenportion	fertige abgemessene Mittelstufen-Trockenportion	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
