segment_id	source_event_id	tile_mode	segment_ordinal	start_component_ordinal	component_length	semantic_fragment	recurrent_in_other_event	donor_event_count	donor_event_ids	donor_page_count	donor_register_count	donor_surface_examples	contains_name_slot
G482-S128	P1008-E1042	MODEL_CONDITIONED	2	3	2	{N1} · WERT	YES	3	P1008-E0359|P1008-E0363|P1008-E0411	1	1	ypaiin|oeeodaiin|oeeesaiin	YES
G482-S129	P1008-E1042	MODEL_FREE_BACKOFF	1	1	2	AUSGANG · AUSGANG	YES	2	P1003-E0557|P1008-E1177	2	1	dararda|sydarary	NO
G482-S130	P1008-E1042	MODEL_FREE_BACKOFF	2	3	2	{N1} · WERT	YES	3	P1008-E0359|P1008-E0363|P1008-E0411	1	1	ypaiin|oeeodaiin|oeeesaiin	YES
G482-S131	P1008-E1175	MODEL_CONDITIONED	1	1	2	{N1} · NEHMEN	YES	2	P1003-E0414|P1008-E0457	2	2	cheocthy|octho	YES
G482-S132	P1008-E1175	MODEL_CONDITIONED	2	3	1	HIER	YES	10	P1008-E0132|P1008-E0141|P1008-E0143|P1008-E0192|P1008-E0246|P1008-E0281|P1008-E0287|P1008-E0364|P1008-E1040|P1008-E1090	2	2	okalam|ainam|sharam|okaram|okaircham|okam|okarcham|ofsholdy|oldam|ykyd	NO
G482-S133	P1008-E1175	MODEL_CONDITIONED	3	4	1	POSTEN	YES	18	P1003-E0414|P1003-E0600|P1008-E0140|P1008-E0174|P1008-E0175|P1008-E0239|P1008-E0241|P1008-E0242|P1008-E0249|P1008-E0365|P1008-E0413|P1008-E0414|P1008-E1038|P1008-E1090|P1008-E1232|P1008-E1296|P1008-E1298|P1008-E1299	4	2	cheocthy|alcphy|ys|okeey|ary|okaly|opoeey|ochey|fydy|okchshy|ykyd|dy|korainy|cheys|cheody	NO
G482-S134	P1008-E1175	MODEL_FREE_BACKOFF	1	1	2	{N1} · NEHMEN	YES	2	P1003-E0414|P1008-E0457	2	2	cheocthy|octho	YES
G482-S135	P1008-E1175	MODEL_FREE_BACKOFF	2	3	2	HIER · POSTEN	YES	1	P1008-E1178	1	1	yddy	NO
G482-S136	P1008-E1176	MODEL_CONDITIONED	1	1	2	{N1} · ZIELORT	YES	10	P1003-E0087|P1003-E0597|P1003-E0609|P1008-E0173|P1008-E0280|P1008-E0286|P1008-E0417|P1008-E0452|P1008-E0454|P1008-E1410	4	3	soral|chfaly|opalor|otchdal|ralal|ainaly|eeesaly|opalal|oraiiral|ofakal	YES
G482-S137	P1008-E1176	MODEL_CONDITIONED	2	3	1	{N2}	YES	8	P1003-E0081|P1003-E0088|P1003-E0554|P1003-E0557|P1008-E0243|P1008-E0453|P1008-E1177|P1008-E1412	4	3	darchdar|dotedy|daramdal|dararda|oteeary|yfary|sydarary|ytarem	YES
G482-S138	P1008-E1176	MODEL_CONDITIONED	3	4	1	HIER	YES	10	P1003-E0458|P1003-E0555|P1003-E0641|P1008-E0190|P1008-E0352|P1008-E0409|P1008-E0415|P1008-E1177|P1008-E1181|P1008-E1410	4	2	otoram|otydary|ofaom|ofchdamy|oraiinam|oralkam|of|sydarary|opchosam|ofakal	NO
G482-S139	P1008-E1176	MODEL_FREE_BACKOFF	1	1	3	{N1} · ZIELORT · {N2}	YES	1	P1008-E1182	1	1	saloiinsheol	YES
G482-S140	P1008-E1176	MODEL_FREE_BACKOFF	2	4	1	HIER	YES	26	P1003-E0458|P1003-E0555|P1003-E0607|P1003-E0641|P1008-E0132|P1008-E0141|P1008-E0143|P1008-E0171|P1008-E0190|P1008-E0192|P1008-E0246|P1008-E0252|P1008-E0281|P1008-E0285|P1008-E0287|P1008-E0352|P1008-E0364|P1008-E0409|P1008-E0415|P1008-E1040|P1008-E1090|P1008-E1175|P1008-E1177|P1008-E1178|P1008-E1181|P1008-E1410	4	2	otoram|otydary|am|ofaom|okalam|ainam|sharam|ofaralar|ofchdamy|okaram|okaircham|otolam|okam|otam|okarcham|oraiinam|ofsholdy|oralkam|of|oldam|ykyd|ykocfhy|sydarary|yddy|opchosam|ofakal	NO
G482-S141	P1008-E1177	MODEL_CONDITIONED	1	1	3	{N1} · HIER · AUSGANG	YES	1	P1003-E0555	1	1	otydary	YES
G482-S142	P1008-E1177	MODEL_CONDITIONED	2	4	2	AUSGANG · {N2}	YES	6	P1003-E0081|P1003-E0554|P1003-E0557|P1008-E0243|P1008-E0453|P1008-E1412	4	3	darchdar|daramdal|dararda|oteeary|yfary|ytarem	YES
G482-S143	P1008-E1177	MODEL_FREE_BACKOFF	1	1	3	{N1} · HIER · AUSGANG	YES	1	P1003-E0555	1	1	otydary	YES
G482-S144	P1008-E1177	MODEL_FREE_BACKOFF	2	4	2	AUSGANG · {N2}	YES	6	P1003-E0081|P1003-E0554|P1003-E0557|P1008-E0243|P1008-E0453|P1008-E1412	4	3	darchdar|daramdal|dararda|oteeary|yfary|ytarem	YES
G482-S145	P1008-E1178	MODEL_CONDITIONED	1	1	1	POSTEN	YES	11	P1003-E0605|P1008-E0131|P1008-E0136|P1008-E0176|P1008-E0236|P1008-E0245|P1008-E0282|P1008-E0351|P1008-E0361|P1008-E0412|P1008-E1411	3	2	aly|ary|otaraldy|otainy|dy|otalshy|olalsy|oteey|ory|otalsy	NO
G482-S146	P1008-E1178	MODEL_CONDITIONED	2	2	1	HIER	YES	4	P1003-E0607|P1008-E0171|P1008-E0252|P1008-E0285	2	1	am|ofaralar|otolam|otam	NO
G482-S147	P1008-E1178	MODEL_CONDITIONED	3	3	1	POSTEN	YES	11	P1003-E0605|P1008-E0131|P1008-E0136|P1008-E0176|P1008-E0236|P1008-E0245|P1008-E0282|P1008-E0351|P1008-E0361|P1008-E0412|P1008-E1411	3	2	aly|ary|otaraldy|otainy|dy|otalshy|olalsy|oteey|ory|otalsy	NO
G482-S148	P1008-E1178	MODEL_FREE_BACKOFF	1	1	2	POSTEN · HIER	YES	1	P1008-E1090	1	1	ykyd	NO
G482-S149	P1008-E1178	MODEL_FREE_BACKOFF	2	3	1	POSTEN	YES	39	P1003-E0414|P1003-E0597|P1003-E0600|P1003-E0605|P1008-E0128|P1008-E0131|P1008-E0136|P1008-E0140|P1008-E0172|P1008-E0174|P1008-E0175|P1008-E0176|P1008-E0236|P1008-E0239|P1008-E0241|P1008-E0242|P1008-E0245|P1008-E0249|P1008-E0282|P1008-E0286|P1008-E0351|P1008-E0360|P1008-E0361|P1008-E0365|P1008-E0412|P1008-E0413|P1008-E0414|P1008-E0417|P1008-E1038|P1008-E1090|P1008-E1175|P1008-E1179|P1008-E1180|P1008-E1229|P1008-E1232|P1008-E1296|P1008-E1298|P1008-E1299|P1008-E1411	4	2	cheocthy|chfaly|alcphy|aly|chdaiirdainy|ary|otaraldy|ys|otchoshy|okeey|otainy|okaly|dy|otalshy|ainaly|olalsy|alaly|oteey|opoeey|ory|ochey|fydy|eeesaly|okchshy|ykyd|ykocfhy|odory|doly|y|korainy|cheys|cheody|otalsy	NO
G482-S150	P1008-E1181	MODEL_CONDITIONED	1	1	2	{N1} · HIER	YES	5	P1003-E0458|P1003-E0555|P1008-E0352|P1008-E0409|P1008-E1177	3	2	otoram|otydary|oraiinam|oralkam|sydarary	YES
G482-S151	P1008-E1181	MODEL_FREE_BACKOFF	1	1	2	{N1} · HIER	YES	8	P1003-E0458|P1003-E0555|P1008-E0246|P1008-E0287|P1008-E0352|P1008-E0409|P1008-E1040|P1008-E1177	3	2	otoram|otydary|okaircham|okarcham|oraiinam|oralkam|oldam|sydarary	YES
G482-S152	P1008-E1182	MODEL_CONDITIONED	1	1	2	{N1} · ZIELORT	YES	4	P1008-E0133|P1008-E0194|P1008-E0247|P1008-E0350	1	1	ytalshdy|okealar|okeal|olkalaiin	YES
G482-S153	P1008-E1182	MODEL_CONDITIONED	2	3	1	{N2}	YES	5	P1008-E0127|P1008-E0133|P1008-E0191|P1008-E0353|P1008-E0424	1	1	oshodady|ytalshdy|oklairdy|osarsheeeo|olfsheoral	YES
G482-S154	P1008-E1182	MODEL_CONDITIONED	3	4	1	HALTEN	YES	10	P1003-E0645|P1003-E0646|P1008-E0127|P1008-E0133|P1008-E0143|P1008-E0353|P1008-E0364|P1008-E0424|P1008-E1231|P1008-E1301	3	2	shar|sholshdy|oshodady|ytalshdy|sharam|osarsheeeo|ofsholdy|olfsheoral|shol|okshdchos	NO
G482-S155	P1008-E1182	MODEL_CONDITIONED	4	5	1	{N3}	NO	0	NONE	0	0	NONE	YES
G482-S156	P1008-E1182	MODEL_CONDITIONED	5	6	1	FORTSETZEN	YES	13	P1003-E0418|P1003-E0598|P1003-E0646|P1008-E0142|P1008-E0350|P1008-E0364|P1008-E0367|P1008-E0424|P1008-E1039|P1008-E1040|P1008-E1091|P1008-E1230|P1008-E1231	4	2	otokol|okolar|sholshdy|ochol|olkalaiin|ofsholdy|ykolairol|olfsheoral|qkol|oldam|chol|okol|shol	NO
G482-S157	P1008-E1182	MODEL_FREE_BACKOFF	1	1	3	{N1} · ZIELORT · {N2}	YES	1	P1008-E1176	1	1	saldam	YES
G482-S158	P1008-E1182	MODEL_FREE_BACKOFF	2	4	1	HALTEN	YES	11	P1003-E0645|P1003-E0646|P1008-E0127|P1008-E0133|P1008-E0143|P1008-E0353|P1008-E0364|P1008-E0424|P1008-E0456|P1008-E1231|P1008-E1301	3	2	shar|sholshdy|oshodady|ytalshdy|sharam|osarsheeeo|ofsholdy|olfsheoral|shol|okshdchos	NO
G482-S159	P1008-E1182	MODEL_FREE_BACKOFF	3	5	1	{N3}	NO	0	NONE	0	0	NONE	YES
G482-S160	P1008-E1182	MODEL_FREE_BACKOFF	4	6	1	FORTSETZEN	YES	25	P1003-E0082|P1003-E0085|P1003-E0411|P1003-E0418|P1003-E0598|P1003-E0646|P1008-E0142|P1008-E0252|P1008-E0350|P1008-E0351|P1008-E0364|P1008-E0367|P1008-E0422|P1008-E0423|P1008-E0424|P1008-E0459|P1008-E1039|P1008-E1040|P1008-E1041|P1008-E1091|P1008-E1180|P1008-E1228|P1008-E1230|P1008-E1231|P1008-E1413	5	3	olkchs|otol|otolaiin|otokol|okolar|sholshdy|ochol|otolam|olkalaiin|olalsy|ofsholdy|ykolairol|olaiin|olay|olfsheoral|oletal|qkol|oldam|otoldy|chol|doly|otold|okol|shol|otolarol	NO
G482-S161	P1008-E1183	MODEL_CONDITIONED	1	1	1	AUSFÜHRUNG	YES	6	P1008-E0142|P1008-E0356|P1008-E0364|P1008-E0413|P1008-E1297|P1008-E1299	2	2	ochol|opoiiinoin|ofsholdy|ochey|sodar|cheody	NO
G482-S162	P1008-E1183	MODEL_CONDITIONED	2	2	1	EINSETZEN	YES	1	P1003-E0600	1	1	alcphy	NO
G482-S163	P1008-E1183	MODEL_CONDITIONED	3	3	2	NEHMEN · GRAD I	YES	4	P1008-E0358|P1008-E0413|P1008-E1092|P1008-E1299	2	2	ches|ochey|cheody	NO
G482-S164	P1008-E1183	MODEL_CONDITIONED	4	5	1	EINHEIT	YES	1	P1008-E1296	1	1	korainy	NO
G482-S165	P1008-E1183	MODEL_FREE_BACKOFF	1	1	1	AUSFÜHRUNG	YES	16	P1003-E0412|P1003-E0641|P1008-E0129|P1008-E0142|P1008-E0171|P1008-E0190|P1008-E0354|P1008-E0356|P1008-E0364|P1008-E0413|P1008-E0415|P1008-E0416|P1008-E1233|P1008-E1297|P1008-E1299|P1008-E1410	4	3	o|ofaom|oaiin|ochol|ofaralar|ofchdamy|oto|opoiiinoin|ofsholdy|ochey|of|opchoroiin|sodar|cheody|ofakal	NO
G482-S166	P1008-E1183	MODEL_FREE_BACKOFF	2	2	1	EINSETZEN	YES	1	P1003-E0600	1	1	alcphy	NO
G482-S167	P1008-E1183	MODEL_FREE_BACKOFF	3	3	2	NEHMEN · GRAD I	YES	4	P1008-E0358|P1008-E0413|P1008-E1092|P1008-E1299	2	2	ches|ochey|cheody	NO
G482-S168	P1008-E1183	MODEL_FREE_BACKOFF	4	5	1	EINHEIT	YES	10	P1003-E0415|P1003-E0609|P1008-E0250|P1008-E0352|P1008-E0409|P1008-E0412|P1008-E0421|P1008-E0454|P1008-E1179|P1008-E1296	4	2	cpheor|opalor|orary|oraiinam|oralkam|ory|orara|oraiiral|odory|korainy	NO
G482-S169	P1008-E1233	MODEL_CONDITIONED	1	1	1	{N1}	YES	59	P1003-E0079|P1003-E0080|P1003-E0081|P1003-E0082|P1003-E0084|P1003-E0087|P1003-E0088|P1003-E0415|P1003-E0417|P1003-E0458|P1003-E0459|P1003-E0460|P1003-E0554|P1003-E0555|P1003-E0556|P1003-E0557|P1003-E0596|P1003-E0597|P1003-E0599|P1003-E0609|P1003-E0641|P1003-E0642|P1008-E0128|P1008-E0135|P1008-E0172|P1008-E0173|P1008-E0190|P1008-E0243|P1008-E0250|P1008-E0280|P1008-E0284|P1008-E0286|P1008-E0352|P1008-E0359|P1008-E0363|P1008-E0409|P1008-E0410|P1008-E0411|P1008-E0417|P1008-E0418|P1008-E0421|P1008-E0423|P1008-E0452|P1008-E0453|P1008-E0454|P1008-E0455|P1008-E1041|P1008-E1042|P1008-E1093|P1008-E1176|P1008-E1177|P1008-E1179|P1008-E1180|P1008-E1181|P1008-E1228|P1008-E1300|P1008-E1409|P1008-E1410|P1008-E1412	6	4	oteeeon|oiil|darchdar|olkchs|otork|soral|dotedy|cpheor|arody|otoram|otora|cheosdy|daramdal|otydary|otdordy|dararda|arom|chfaly|otchody|opalor|ofaom|otalody|chdaiirdainy|alif|otchoshy|otchdal|ofchdamy|oteeary|orary|ralal|chosar|ainaly|oraiinam|ypaiin|oeeodaiin|oralkam|ytairal|oeeesaiin|eeesaly|ykaraiin|orara|olay|opalal|yfary|oraiiral|ytoar|otoldy|ararchodaiin|otorain|saldam|sydarary|odory|doly|opchosam|otold|oporain|yorain|ofakal|ytarem	YES
G482-S170	P1008-E1233	MODEL_CONDITIONED	2	2	1	AUSFÜHRUNG	YES	5	P1003-E0641|P1008-E0190|P1008-E0415|P1008-E0416|P1008-E1410	3	2	ofaom|ofchdamy|of|o|ofakal	NO
G482-S171	P1008-E1233	MODEL_CONDITIONED	3	3	1	STUFE	NO	0	NONE	0	0	NONE	NO
G482-S172	P1008-E1233	MODEL_FREE_BACKOFF	1	1	3	{N1} · AUSFÜHRUNG · STUFE	YES	1	P1008-E0356	1	1	opoiiinoin	YES
G482-S173	P1008-E1296	MODEL_CONDITIONED	1	1	1	GEBEN	YES	1	P1008-E1090	1	1	ykyd	NO
G482-S174	P1008-E1296	MODEL_CONDITIONED	2	2	1	EINHEIT	YES	1	P1008-E1183	1	1	opcheor	NO
G482-S175	P1008-E1296	MODEL_CONDITIONED	3	3	1	ANTEIL	YES	3	P1008-E0141|P1008-E1095|P1008-E1408	2	2	ainam|dan|okain	NO
G482-S176	P1008-E1296	MODEL_CONDITIONED	4	4	1	POSTEN	YES	18	P1003-E0414|P1003-E0600|P1008-E0140|P1008-E0174|P1008-E0175|P1008-E0239|P1008-E0241|P1008-E0242|P1008-E0249|P1008-E0365|P1008-E0413|P1008-E0414|P1008-E1038|P1008-E1090|P1008-E1175|P1008-E1232|P1008-E1298|P1008-E1299	4	2	cheocthy|alcphy|ys|okeey|ary|okaly|opoeey|ochey|fydy|okchshy|ykyd|ykocfhy|dy|cheys|cheody	NO
G482-S177	P1008-E1296	MODEL_FREE_BACKOFF	1	1	1	GEBEN	YES	1	P1008-E1090	1	1	ykyd	NO
G482-S178	P1008-E1296	MODEL_FREE_BACKOFF	2	2	1	EINHEIT	YES	10	P1003-E0415|P1003-E0609|P1008-E0250|P1008-E0352|P1008-E0409|P1008-E0412|P1008-E0421|P1008-E0454|P1008-E1179|P1008-E1183	4	2	cpheor|opalor|orary|oraiinam|oralkam|ory|orara|oraiiral|odory|opcheor	NO
G482-S179	P1008-E1296	MODEL_FREE_BACKOFF	3	3	2	ANTEIL · POSTEN	YES	2	P1008-E0128|P1008-E0176	1	1	chdaiirdainy|otainy	NO
G482-S180	P1008-E1297	MODEL_CONDITIONED	1	1	1	WÄHLEN	YES	4	P1008-E0140|P1008-E0358|P1008-E1092|P1008-E1298	2	2	ys|ches|cheys	NO
G482-S181	P1008-E1297	MODEL_CONDITIONED	2	2	1	AUSFÜHRUNG	YES	6	P1008-E0142|P1008-E0356|P1008-E0364|P1008-E0413|P1008-E1183|P1008-E1299	2	2	ochol|opoiiinoin|ofsholdy|ochey|opcheor|cheody	NO
G482-S182	P1008-E1297	MODEL_CONDITIONED	3	3	1	ZWEITE STUFE	NO	0	NONE	0	0	NONE	NO
G482-S183	P1008-E1297	MODEL_CONDITIONED	4	4	1	MARKIEREN	NO	0	NONE	0	0	NONE	NO
G482-S184	P1008-E1297	MODEL_FREE_BACKOFF	1	1	1	WÄHLEN	YES	4	P1008-E0140|P1008-E0358|P1008-E1092|P1008-E1298	2	2	ys|ches|cheys	NO
G482-S185	P1008-E1297	MODEL_FREE_BACKOFF	2	2	1	AUSFÜHRUNG	YES	16	P1003-E0412|P1003-E0641|P1008-E0129|P1008-E0142|P1008-E0171|P1008-E0190|P1008-E0354|P1008-E0356|P1008-E0364|P1008-E0413|P1008-E0415|P1008-E0416|P1008-E1183|P1008-E1233|P1008-E1299|P1008-E1410	4	3	o|ofaom|oaiin|ochol|ofaralar|ofchdamy|oto|opoiiinoin|ofsholdy|ochey|of|opcheor|opchoroiin|cheody|ofakal	NO
G482-S186	P1008-E1297	MODEL_FREE_BACKOFF	3	3	1	ZWEITE STUFE	NO	0	NONE	0	0	NONE	NO
G482-S187	P1008-E1297	MODEL_FREE_BACKOFF	4	4	1	MARKIEREN	NO	0	NONE	0	0	NONE	NO
G482-S188	P1008-E1299	MODEL_CONDITIONED	1	1	2	NEHMEN · GRAD I	YES	4	P1008-E0358|P1008-E0413|P1008-E1092|P1008-E1183	2	2	ches|ochey|opcheor	NO
G482-S189	P1008-E1299	MODEL_CONDITIONED	2	3	1	AUSFÜHRUNG	YES	6	P1008-E0142|P1008-E0356|P1008-E0364|P1008-E0413|P1008-E1183|P1008-E1297	2	2	ochol|opoiiinoin|ofsholdy|ochey|opcheor|sodar	NO
G482-S190	P1008-E1299	MODEL_CONDITIONED	3	4	1	POSTEN	YES	18	P1003-E0414|P1003-E0600|P1008-E0140|P1008-E0174|P1008-E0175|P1008-E0239|P1008-E0241|P1008-E0242|P1008-E0249|P1008-E0365|P1008-E0413|P1008-E0414|P1008-E1038|P1008-E1090|P1008-E1175|P1008-E1232|P1008-E1296|P1008-E1298	4	2	cheocthy|alcphy|ys|okeey|ary|okaly|opoeey|ochey|fydy|okchshy|ykyd|ykocfhy|dy|korainy|cheys	NO
G482-S191	P1008-E1299	MODEL_FREE_BACKOFF	1	1	2	NEHMEN · GRAD I	YES	4	P1008-E0358|P1008-E0413|P1008-E1092|P1008-E1183	2	2	ches|ochey|opcheor	NO
G482-S192	P1008-E1299	MODEL_FREE_BACKOFF	2	3	1	AUSFÜHRUNG	YES	16	P1003-E0412|P1003-E0641|P1008-E0129|P1008-E0142|P1008-E0171|P1008-E0190|P1008-E0354|P1008-E0356|P1008-E0364|P1008-E0413|P1008-E0415|P1008-E0416|P1008-E1183|P1008-E1233|P1008-E1297|P1008-E1410	4	3	o|ofaom|oaiin|ochol|ofaralar|ofchdamy|oto|opoiiinoin|ofsholdy|ochey|of|opcheor|opchoroiin|sodar|ofakal	NO
G482-S193	P1008-E1299	MODEL_FREE_BACKOFF	3	4	1	POSTEN	YES	39	P1003-E0414|P1003-E0597|P1003-E0600|P1003-E0605|P1008-E0128|P1008-E0131|P1008-E0136|P1008-E0140|P1008-E0172|P1008-E0174|P1008-E0175|P1008-E0176|P1008-E0236|P1008-E0239|P1008-E0241|P1008-E0242|P1008-E0245|P1008-E0249|P1008-E0282|P1008-E0286|P1008-E0351|P1008-E0360|P1008-E0361|P1008-E0365|P1008-E0412|P1008-E0413|P1008-E0414|P1008-E0417|P1008-E1038|P1008-E1090|P1008-E1175|P1008-E1178|P1008-E1179|P1008-E1180|P1008-E1229|P1008-E1232|P1008-E1296|P1008-E1298|P1008-E1411	4	2	cheocthy|chfaly|alcphy|aly|chdaiirdainy|ary|otaraldy|ys|otchoshy|okeey|otainy|okaly|dy|otalshy|ainaly|olalsy|alaly|oteey|opoeey|ory|ochey|fydy|eeesaly|okchshy|ykyd|ykocfhy|yddy|odory|doly|y|korainy|cheys|otalsy	NO
G482-S194	P1008-E1301	MODEL_CONDITIONED	1	1	1	SETZEN	YES	29	P1003-E0413|P1003-E0418|P1003-E0461|P1003-E0598|P1003-E0602|P1008-E0132|P1008-E0174|P1008-E0191|P1008-E0192|P1008-E0193|P1008-E0194|P1008-E0237|P1008-E0238|P1008-E0239|P1008-E0240|P1008-E0241|P1008-E0246|P1008-E0247|P1008-E0249|P1008-E0251|P1008-E0281|P1008-E0283|P1008-E0287|P1008-E0366|P1008-E0420|P1008-E1038|P1008-E1094|P1008-E1230|P1008-E1408	4	2	okalyd|otokol|okaiin|okolar|okaraiin|okalam|okeey|oklairdy|okaram|okairy|okealar|okalar|okal|okaly|okaircham|okeal|okyd|okam|okaldy|okarcham|okchshy|okol|okain	NO
G482-S195	P1008-E1301	MODEL_CONDITIONED	2	2	2	HALTEN · {N1}	YES	1	P1003-E0646	1	1	sholshdy	YES
G482-S196	P1008-E1301	MODEL_FREE_BACKOFF	1	1	1	SETZEN	YES	29	P1003-E0413|P1003-E0418|P1003-E0461|P1003-E0598|P1003-E0602|P1008-E0132|P1008-E0174|P1008-E0191|P1008-E0192|P1008-E0193|P1008-E0194|P1008-E0237|P1008-E0238|P1008-E0239|P1008-E0240|P1008-E0241|P1008-E0246|P1008-E0247|P1008-E0249|P1008-E0251|P1008-E0281|P1008-E0283|P1008-E0287|P1008-E0366|P1008-E0420|P1008-E1038|P1008-E1094|P1008-E1230|P1008-E1408	4	2	okalyd|otokol|okaiin|okolar|okaraiin|okalam|okeey|oklairdy|okaram|okairy|okealar|okalar|okal|okaly|okaircham|okeal|okyd|okam|okaldy|okarcham|okchshy|okol|okain	NO
G482-S197	P1008-E1301	MODEL_FREE_BACKOFF	2	2	2	HALTEN · {N1}	YES	1	P1003-E0646	1	1	sholshdy	YES
G482-S198	P1008-E1410	MODEL_CONDITIONED	1	1	2	AUSFÜHRUNG · HIER	YES	3	P1003-E0641|P1008-E0190|P1008-E0415	2	1	ofaom|ofchdamy|of	NO
G482-S199	P1008-E1410	MODEL_CONDITIONED	2	3	2	{N1} · ZIELORT	YES	10	P1003-E0087|P1003-E0597|P1003-E0609|P1008-E0173|P1008-E0280|P1008-E0286|P1008-E0417|P1008-E0452|P1008-E0454|P1008-E1176	4	3	soral|chfaly|opalor|otchdal|ralal|ainaly|eeesaly|opalal|oraiiral|saldam	YES
G482-S200	P1008-E1410	MODEL_FREE_BACKOFF	1	1	2	AUSFÜHRUNG · HIER	YES	5	P1003-E0641|P1008-E0171|P1008-E0190|P1008-E0364|P1008-E0415	2	1	ofaom|ofaralar|ofchdamy|ofsholdy|of	NO
G482-S201	P1008-E1410	MODEL_FREE_BACKOFF	2	3	2	{N1} · ZIELORT	YES	17	P1003-E0087|P1003-E0597|P1003-E0606|P1003-E0609|P1008-E0133|P1008-E0173|P1008-E0194|P1008-E0247|P1008-E0280|P1008-E0286|P1008-E0350|P1008-E0417|P1008-E0452|P1008-E0454|P1008-E0459|P1008-E1176|P1008-E1182	4	3	soral|chfaly|opalar|opalor|ytalshdy|otchdal|okealar|okeal|ralal|ainaly|olkalaiin|eeesaly|opalal|oraiiral|oletal|saldam|saloiinsheol	YES
G482-S202	P1008-E1413	MODEL_CONDITIONED	1	1	2	DANACH · FORTSETZEN	YES	3	P1003-E0085|P1003-E0411|P1008-E0252	2	2	otol|otolaiin|otolam	NO
G482-S203	P1008-E1413	MODEL_CONDITIONED	2	3	1	AUSGANG	YES	10	P1003-E0603|P1003-E0604|P1003-E0606|P1008-E0130|P1008-E0131|P1008-E0136|P1008-E0171|P1008-E0236|P1008-E0248|P1008-E0458	2	1	otar|ar|opalar|ary|otaraldy|ofaralar|aral	NO
G482-S204	P1008-E1413	MODEL_CONDITIONED	3	4	1	FORTSETZEN	YES	5	P1003-E0085|P1003-E0411|P1008-E0252|P1008-E0351|P1008-E0459	2	2	otol|otolaiin|otolam|olalsy|oletal	NO
G482-S205	P1008-E1413	MODEL_FREE_BACKOFF	1	1	2	DANACH · FORTSETZEN	YES	5	P1003-E0085|P1003-E0411|P1008-E0252|P1008-E1041|P1008-E1228	3	3	otol|otolaiin|otolam|otoldy|otold	NO
G482-S206	P1008-E1413	MODEL_FREE_BACKOFF	2	3	1	AUSGANG	YES	44	P1003-E0081|P1003-E0416|P1003-E0417|P1003-E0554|P1003-E0555|P1003-E0557|P1003-E0595|P1003-E0596|P1003-E0598|P1003-E0602|P1003-E0603|P1003-E0604|P1003-E0606|P1003-E0610|P1003-E0644|P1003-E0645|P1008-E0130|P1008-E0131|P1008-E0134|P1008-E0136|P1008-E0143|P1008-E0171|P1008-E0175|P1008-E0192|P1008-E0194|P1008-E0236|P1008-E0237|P1008-E0242|P1008-E0243|P1008-E0248|P1008-E0250|P1008-E0284|P1008-E0287|P1008-E0353|P1008-E0418|P1008-E0420|P1008-E0421|P1008-E0453|P1008-E0455|P1008-E0456|P1008-E0458|P1008-E1042|P1008-E1177|P1008-E1412	5	3	darchdar|otar|arody|daramdal|otydary|dararda|char|arom|okolar|okaraiin|ar|opalar|shar|ary|otaraldy|sharam|ofaralar|okaram|okealar|okalar|oteeary|orary|chosar|okarcham|osarsheeeo|ykaraiin|orara|yfary|ytoar|aral|ararchodaiin|sydarary|ytarem	NO
G482-S207	P1008-E1413	MODEL_FREE_BACKOFF	3	4	1	FORTSETZEN	YES	25	P1003-E0082|P1003-E0085|P1003-E0411|P1003-E0418|P1003-E0598|P1003-E0646|P1008-E0142|P1008-E0252|P1008-E0350|P1008-E0351|P1008-E0364|P1008-E0367|P1008-E0422|P1008-E0423|P1008-E0424|P1008-E0459|P1008-E1039|P1008-E1040|P1008-E1041|P1008-E1091|P1008-E1180|P1008-E1182|P1008-E1228|P1008-E1230|P1008-E1231	5	3	olkchs|otol|otolaiin|otokol|okolar|sholshdy|ochol|otolam|olkalaiin|olalsy|ofsholdy|ykolairol|olaiin|olay|olfsheoral|oletal|qkol|oldam|otoldy|chol|doly|saloiinsheol|otold|okol|shol	NO
