sequence_id	source_event_id	record_id	bundle_id	physical_page	register	active_model	surface	working_recipe	literal_working_reading_de	normalized_literal_de	token_count	semantic_tokens	semantic_separators	is_gdt481_single_event_residual	definitive_event_reading_de
G482-E171	P1008-E1233	G475-R123	G474-B134	f89r	PHARMA	CATALOGUE	opchoroiin	O+IIN	[DROGENNAME:opchor] · AUSFÜHRUNG · STUFE	{N1} · AUSFÜHRUNG · STUFE	3	{N1}|AUSFÜHRUNG|STUFE	DOT|DOT	YES	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.
G482-E172	P1008-E1296	G475-R124	G474-B135	f89r	PHARMA	INSTRUCTION	korainy	K+OR+AIN+Y	GEBEN · EINHEIT · ANTEIL · POSTEN	GEBEN · EINHEIT · ANTEIL · POSTEN	4	GEBEN|EINHEIT|ANTEIL|POSTEN	DOT|DOT|DOT	YES	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.
G482-E173	P1008-E1297	G475-R125	G474-B136	f89r	PHARMA	INSTRUCTION	sodar	S+O+DA+R	WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN	WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN	4	WÄHLEN|AUSFÜHRUNG|ZWEITE STUFE|MARKIEREN	DOT|DOT|DOT	YES	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.
G482-E174	P1008-E1298	G475-R126	G474-B137	f89r	PHARMA	INSTRUCTION	cheys	Y+S	POSTEN · WÄHLEN	POSTEN · WÄHLEN	2	POSTEN|WÄHLEN	DOT	NO	Wähle den Drogenposten.
G482-E175	P1008-E1299	G475-R127	G474-B138	f89r	PHARMA	INSTRUCTION	cheody	CH+E+O+Y	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	4	NEHMEN|GRAD I|AUSFÜHRUNG|POSTEN	DOT|DOT|DOT	YES	Nimm den Drogenposten, auf Grad I und als Ausführung.
G482-E176	P1008-E1300	G475-R128	G474-B139	f89r	PHARMA	CATALOGUE	oporain	AIN	[DROGENNAME:opor] · ANTEIL	{N1} · ANTEIL	2	{N1}|ANTEIL	DOT	NO	Droge »opor« — Anteilsangabe.
G482-E177	P1008-E1301	G475-R129	G474-B140	f89r	PHARMA	INSTRUCTION	okshdchos	OK+SH	SETZEN · HALTEN · [DROGENNAME:dchos]	SETZEN · HALTEN · {N1}	3	SETZEN|HALTEN|{N1}	DOT|DOT	YES	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.
G482-E178	P1008-E1408	G475-R130	G474-B141	f89r	PHARMA	INSTRUCTION	okain	OK+AIN	SETZEN · ANTEIL	SETZEN · ANTEIL	2	SETZEN|ANTEIL	DOT	NO	Setze den Drogenanteil als Ansatz an.
G482-E179	P1008-E1409	G475-R131	G474-B142	f89r	PHARMA	CATALOGUE	yorain	AIN	[DROGENNAME:yor] · ANTEIL	{N1} · ANTEIL	2	{N1}|ANTEIL	DOT	NO	Droge »yor« — Anteilsangabe.
G482-E180	P1008-E1410	G475-R132	G474-B143	f89r	PHARMA	CATALOGUE	ofakal	O+LOCAL_CHAR_F+AL	AUSFÜHRUNG · HIER · [DROGENNAME:ak] · ZIELORT	AUSFÜHRUNG · HIER · {N1} · ZIELORT	4	AUSFÜHRUNG|HIER|{N1}|ZIELORT	DOT|DOT|DOT	YES	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.
G482-E181	P1008-E1411	G475-R133	G474-B144	f89r	PHARMA	COORDINATE	otalsy	OT+AL+Y	DANACH · ZIELORT · POSTEN	DANACH · ZIELORT · POSTEN	3	DANACH|ZIELORT|POSTEN	DOT|DOT	NO	Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge konkret: OT — danach Zielort.
G482-E182	P1008-E1412	G475-R134	G474-B145	f89r	PHARMA	CATALOGUE	ytarem	AR	[DROGENNAME:yt] · AUSGANG · [DROGENNAME:em]	{N1} · AUSGANG · {N2}	3	{N1}|AUSGANG|{N2}	DOT|DOT	NO	Droge »yt« / Droge »em« — Ausgangszuordnung.
G482-E183	P1008-E1413	G475-R135	G474-B146	f89r	PHARMA	COORDINATE	otolarol	OT+OL+AR+OL	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	4	DANACH|FORTSETZEN|AUSGANG|FORTSETZEN	DOT|DOT|DOT	YES	Adressspur: danach → weiter → Ausgangsgefäß → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.
