local_code	surface	register	drawer	visible_owner_or_default_de	form_recipe_if_any	events	loci	apprentice_rule_de
Z-L116	sykos	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.4)	WHOLE[sykos]	1	f67r2.4	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L117	tar	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries outer figure 01	T+AR	1	f70v1.2	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L118	tol	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.56)	T+OL	1	f67r2.56	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L119	y	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.54)	Y	1	f67r2.54	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L120	yfain	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.47)	Y+LOCAL_CHAR_F+AIN	1	f67r2.47	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L121	ykaly	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.9)	Y+K+AL+Y	1	f67r2.9	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L122	ykar	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.9)	Y+K+AR	1	f67r2.9	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L123	ykary	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 02	Y+K+AR+Y	1	f70v2.3	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L124	ykchdy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.29)	Y+K+CHD+Y	1	f68r1.29	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L125	ykchos	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.12)	Y+K+CH+O+S	1	f67r2.12	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L126	ykchy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.7)	Y+K+Y	1	f67r2.7	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L127	ykchys	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.7)	Y+K+CH+Y+S	1	f67r2.7	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L128	ykecho	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.2)	Y+K+E+CH+O	1	f67r2.2	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L129	ykees	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.12)	Y+K+EE+S	1	f67r2.12	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L130	ykeody	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.5)	Y+K+E+O+DY	1	f67r2.5	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L131	ykolaiin	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces inner figure 10	Y+K+OL+AIIN	1	f70v2.31	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L132	ykshy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.1)	Y+K+Y	1	f67r2.1	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L133	ypsharal	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries outer figure 10	Y+P+SH+AR+AL	1	f70v1.11	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L134	ytchodly	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.59)	Y+T+CH+O+D_ADDR+L+Y	1	f67r2.59	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L135	ytchody	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.18)	Y+T+CH+O+D_ADDR+Y	1	f68r1.18	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L136	ytoaiin	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.37)	Y+T+O+AIIN	1	f67r2.37	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L137	ytodal	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.55)	Y+T+O+DA+L	1	f67r2.55	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L138	ytokar	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.61)	Y+T+OK+AR	1	f67r2.61	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W004	amy	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W004	WHOLE[amy]	1	f67r2.19	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W005	cphol	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W005	WHOLE[cphol]	1	f68r1.1	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W006	ofydy	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W006	WHOLE[ofydy]	1	f67r2.44	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W007	og	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W007	WHOLE[og]	1	f67r2.40	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W008	qkoy	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W008	WHOLE[qkoy]	1	f67r2.72	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W009	qsg	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W009	WHOLE[qsg]	1	f67r2.43	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W010	soraiir	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W010	WHOLE[soraiir]	1	f67r2.17	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W011	yky	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W011	WHOLE[yky]	1	f68r1.5	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W012	yteody	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W012	WHOLE[yteody]	1	f68r1.2	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W013	yto	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W013	WHOLE[yto]	1	f67r2.26	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W014	ytody	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W014	WHOLE[ytody]	1	f67r2.29	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W015	doiir	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W015	WHOLE[doiir]	1	f69v.1	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W016	eykeody	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W016	WHOLE[eykeody]	1	f69v.1	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W017	oygy	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W017	WHOLE[oygy]	1	f68r1.37	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W018	tey	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W018	WHOLE[tey]	1	f69v.1	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-W019	yto	ZODIAC	COPIED_WORKSHOP_CARD	lies den im Muster bezeichneten Ringwert Z-W019	WHOLE[yto]	1	f69v.1	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
