locus_reading_id	physical_page	source_page	register	locus	usage_class	visible_owner_de	groups	source_sequence	workshop_flow_de	sentence_boundary_claim
P910-L194	f83r	f83r	BIOLOGICAL	f83r.8	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	pchedal otedy shecthedchy qoky chedy chary	beginne oder besetze die Station; setze den Stationsposten um; an der Becken- oder Anschlussstelle; danach oder an der naechsten Stelle; im kurzen Grad; schliesse die Teilfolge; halte den Stationsposten; im kurzen Grad; pruefe den Stationsstatus; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; aktiviere die Station; mit dem aktuellen Posten oder Bezug; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; von der Ausgangsstation; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L195	f83r	f83r	BIOLOGICAL	f83r.9	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	9	pchor checphedy qokedy lsheedy qokchdy r shedkedy qopshdy qopy	beginne oder besetze die Station; nimm den Stationsposten ab; mit dem Arbeitsansatz; fuehre den im Muster bezeichneten Stationsschritt B-W001 aus; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; spuele die Station; im laengeren Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; aktiviere die Station; setze den Stationsposten um; schliesse die Teilfolge; setze den markierten Zustand; halte ihn an der Station; setze den Posten ein; im kurzen Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; fuehre den Stationsgang aus; beginne oder besetze die Station; halte den Stationsposten; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; fuehre den im Muster bezeichneten Stationsschritt B-W017 aus	NONE__PHYSICAL_LOCUS_ONLY
P910-L196	f83r	f83r	BIOLOGICAL	f83r.10	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	13	olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam	sammle an der Auffangstelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; setze den markierten Zustand; nimm den Stationsposten ab; pruefe die Station; nimm den Stationsposten ab; im laengeren Grad; verwende das lokale B-Kennzeichen; fahre fort; pruefe die Station; nach vorgeschriebenem Mass; pruefe die Station; setze den Posten ein; an der Becken- oder Anschlussstelle; eine Portion oder Einheit; pruefe den Stationsstatus; an der Becken- oder Anschlussstelle; pruefe die Station; nach vorgeschriebenem Mass; behandle den Zustand des Postens; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; an der Becken- oder Anschlussstelle; fuehre den im Muster bezeichneten Stationsschritt B-W021 aus	NONE__PHYSICAL_LOCUS_ONLY
P910-L197	f83r	f83r	BIOLOGICAL	f83r.11	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	10	sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo	pruefe die Station; mit dem Arbeitsansatz; halte ihn an der Station; schliesse die Teilfolge; aktiviere die Station; nach vorgeschriebenem Mass; behandle den Zustand des Postens; eine Portion oder Einheit; halte den Stationsposten; pruefe den Stationsstatus; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; ueber den Wasser- oder Rohrlauf; halte den Stationsposten; im laengeren Grad; schliesse die Teilfolge; verbinde mit der naechsten Station; setze den Stationsposten um; schliesse die Teilfolge; verbinde mit der naechsten Station; fuehre den Stationsgang aus	NONE__PHYSICAL_LOCUS_ONLY
P910-L198	f83r	f83r	BIOLOGICAL	f83r.12	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	9	qockhol sheckhy otal qokeal sheckhdy al okedy qokedy qokal	fuehre den Stationsgang aus; fuehre durch die Beckenverbindung; fahre fort; halte den Stationsposten; im kurzen Grad; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; an der Becken- oder Anschlussstelle; aktiviere die Station; im kurzen Grad; an der Becken- oder Anschlussstelle; halte den Stationsposten; im kurzen Grad; fuehre durch die Beckenverbindung; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; an der Becken- oder Anschlussstelle; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; an der Becken- oder Anschlussstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L199	f83r	f83r	BIOLOGICAL	f83r.13	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	10	salcheol tar shedy s altedy sair qokedy qedy lchcphedy ldar	pruefe die Station; an der Becken- oder Anschlussstelle; verwende den lokalen Arbeitsinhalt; verbinde mit der naechsten Station; bediene den Abschnitt; von der Ausgangsstation; halte ihn an der Station; schliesse die Teilfolge; pruefe die Station; an der Becken- oder Anschlussstelle; bediene den Abschnitt; im kurzen Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; pruefe die Station; ueber den Wasser- oder Rohrlauf; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; fuehre den im Muster bezeichneten Stationsschritt B-W013 aus; fuehre den im Muster bezeichneten Stationsschritt B-W009 aus; verbinde mit der naechsten Station; auf der markierten zweiten Stufe; setze den markierten Zustand	NONE__PHYSICAL_LOCUS_ONLY
P910-L200	f83r	f83r	BIOLOGICAL	f83r.14	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	10	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy	aktiviere die Station; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; halte ihn an der Station; schliesse die Teilfolge; aktiviere die Station; halte den Stationsposten; im kurzen Grad; schliesse die Teilfolge; an der Becken- oder Anschlussstelle; verbinde mit der naechsten Station; setze den Stationsposten um; schliesse die Teilfolge; aktiviere die Station; nach vorgeschriebenem Mass; halte den Stationsposten; pruefe den Stationsstatus; mit dem aktuellen Posten oder Bezug; an der Becken- oder Anschlussstelle; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L201	f83r	f83r	BIOLOGICAL	f83r.15	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	9	saiin shedal shecthy chey tal shcthy dalchdy qotchedy lchedy	pruefe die Station; nach vorgeschriebenem Mass; halte ihn an der Station; an der Becken- oder Anschlussstelle; halte den Stationsposten; im kurzen Grad; pruefe den Stationsstatus; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; bediene den Abschnitt; an der Becken- oder Anschlussstelle; halte den Stationsposten; pruefe den Stationsstatus; mit dem aktuellen Posten oder Bezug; an der Becken- oder Anschlussstelle; setze den Stationsposten um; schliesse die Teilfolge; danach oder an der naechsten Stelle; setze den Stationsposten um; schliesse die Teilfolge; verbinde mit der naechsten Station; setze den Stationsposten um; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L202	f83r	f83r	BIOLOGICAL	f83r.16	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	8	tchedy qokchdy cheedar chldaiin chedy qokain checthy chealror	bediene den Abschnitt; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; aktiviere die Station; setze den Stationsposten um; schliesse die Teilfolge; im laengeren Grad; von der Ausgangsstation; verbinde mit der naechsten Station; nach vorgeschriebenem Mass; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; aktiviere die Station; eine Portion oder Einheit; pruefe den Stationsstatus; mit dem aktuellen Posten oder Bezug; an der Becken- oder Anschlussstelle; setze den markierten Zustand; mit dem Arbeitsansatz	NONE__PHYSICAL_LOCUS_ONLY
P910-L203	f83r	f83r	BIOLOGICAL	f83r.17	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	dcheokedy lkeed shckhey ytaiin shechy schety	an der Teil- oder Unteradresse; verwende den lokalen Arbeitsinhalt; setze den Posten ein; im kurzen Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; setze den Posten ein; im laengeren Grad; an der Teil- oder Unteradresse; halte den Stationsposten; fuehre durch die Beckenverbindung; im kurzen Grad; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; bediene den Abschnitt; nach vorgeschriebenem Mass; halte den Stationsposten; im kurzen Grad; nimm den Stationsposten ab; mit dem aktuellen Posten oder Bezug; pruefe die Station; nimm den Stationsposten ab; im kurzen Grad; bediene den Abschnitt; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L204	f83r	f83r	BIOLOGICAL	f83r.18	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	9	pdalshdy shocphedy otor shedy opshedy otshdy qokedol shdy soldy	beginne oder besetze die Station; auf der markierten zweiten Stufe; spuele die Station; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; fuehre den im Muster bezeichneten Stationsschritt B-W022 aus; danach oder an der naechsten Stelle; mit dem Arbeitsansatz; halte ihn an der Station; schliesse die Teilfolge; fuehre den Stationsgang aus; beginne oder besetze die Station; halte ihn an der Station; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; halte den Stationsposten; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; an der Teil- oder Unteradresse; fahre fort; halte den Stationsposten; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; pruefe die Station; fahre fort; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L205	f83r	f83r	BIOLOGICAL	f83r.19	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	11	sar shedaiin ockhey sain ched shedy qetal dal shedy shey lchedy	pruefe die Station; von der Ausgangsstation; halte ihn an der Station; nach vorgeschriebenem Mass; fuehre den Stationsgang aus; fuehre durch die Beckenverbindung; im kurzen Grad; mit dem aktuellen Posten oder Bezug; pruefe die Station; eine Portion oder Einheit; setze den Stationsposten um; halte ihn an der Station; schliesse die Teilfolge; im kurzen Grad; bediene den Abschnitt; an der Becken- oder Anschlussstelle; an der Becken- oder Anschlussstelle; halte ihn an der Station; schliesse die Teilfolge; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; setze den Stationsposten um; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L206	f83r	f83r	BIOLOGICAL	f83r.20	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	9	solkeedy qoteedy qokeey qokedy sol cheeety qokedy qoky saiin	sammle an der Auffangstelle; im laengeren Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; fahre fort; im vollen Grad; bediene den Abschnitt; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; mit dem aktuellen Posten oder Bezug; pruefe die Station; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L207	f83r	f83r	BIOLOGICAL	f83r.21	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	10	solkeedy qokedy otedy sol chedy lkedy qokchedy qokedy chckhdy sar	sammle an der Auffangstelle; im laengeren Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; danach oder an der naechsten Stelle; im kurzen Grad; schliesse die Teilfolge; fahre fort; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; setze den Posten ein; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; nimm den Stationsposten ab; fuehre durch die Beckenverbindung; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; pruefe die Station; von der Ausgangsstation	NONE__PHYSICAL_LOCUS_ONLY
P910-L208	f83r	f83r	BIOLOGICAL	f83r.22	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	9	schedair otchedy qokeedy chedain chedy qotedaiin otaiin otedy ldy	setze den Stationsposten um; ueber den Wasser- oder Rohrlauf; danach oder an der naechsten Stelle; setze den Stationsposten um; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; setze den Stationsposten um; eine Portion oder Einheit; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; im kurzen Grad; nach vorgeschriebenem Mass; danach oder an der naechsten Stelle; nach vorgeschriebenem Mass; danach oder an der naechsten Stelle; im kurzen Grad; schliesse die Teilfolge; verbinde mit der naechsten Station; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L209	f83r	f83r	BIOLOGICAL	f83r.23	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	9	tchedy qotedy qokal shedy qokedy shecthedy shecthy otor chedy	bediene den Abschnitt; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; an der Becken- oder Anschlussstelle; halte ihn an der Station; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; halte den Stationsposten; im kurzen Grad; pruefe den Stationsstatus; im kurzen Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; halte den Stationsposten; im kurzen Grad; pruefe den Stationsstatus; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; mit dem Arbeitsansatz; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L210	f83r	f83r	BIOLOGICAL	f83r.24	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	soiiin checthy chety otaiin olsaly shedy	pruefe die Station; fuehre den Stationsgang aus; verwende das lokale I-Kennzeichen; auf der angegebenen Stufe oder am Index; pruefe den Stationsstatus; mit dem aktuellen Posten oder Bezug; bediene den Abschnitt; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; nach vorgeschriebenem Mass; fahre fort; an der Becken- oder Anschlussstelle; mit dem aktuellen Posten oder Bezug; halte ihn an der Station; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L211	f83r	f83r	BIOLOGICAL	f83r.25	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	qokeedy qolchey qokeey qokedy chedy otal	aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; fahre fort; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; an der Becken- oder Anschlussstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L212	f83r	f83r	BIOLOGICAL	f83r.26	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	otchey qokeey qoky tol shedy qokylddy	danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; mit dem aktuellen Posten oder Bezug; bediene den Abschnitt; fahre fort; halte ihn an der Station; schliesse die Teilfolge; aktiviere die Station; mit dem aktuellen Posten oder Bezug; befestige den Einsatz; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L213	f83r	f83r	BIOLOGICAL	f83r.27	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	dain chedy qokeedy shckhedy shckhedy	eine Portion oder Einheit; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; halte den Stationsposten; fuehre durch die Beckenverbindung; im kurzen Grad; schliesse die Teilfolge; halte den Stationsposten; fuehre durch die Beckenverbindung; im kurzen Grad; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L214	f83r	f83r	BIOLOGICAL	f83r.28	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	saiin cheeky sheey qokedy shedy oldy	pruefe die Station; nach vorgeschriebenem Mass; behandle den Zustand des Postens; im laengeren Grad; mit dem aktuellen Posten oder Bezug; halte den Stationsposten; im laengeren Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; halte ihn an der Station; schliesse die Teilfolge; fahre fort; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L215	f83r	f83r	BIOLOGICAL	f83r.29	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	salchedy cheey qody kesd oldy	pruefe die Station; an der Becken- oder Anschlussstelle; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; halte den Stationsposten; im laengeren Grad; mit dem aktuellen Posten oder Bezug; fuehre den im Muster bezeichneten Stationsschritt B-W014 aus; fuehre den im Muster bezeichneten Stationsschritt B-W008 aus; fahre fort; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L216	f83r	f83r	BIOLOGICAL	f83r.30	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	s okeedy qokeedy qoky saii	pruefe die Station; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; mit dem aktuellen Posten oder Bezug; fuehre den im Muster bezeichneten Stationsschritt B-W020 aus	NONE__PHYSICAL_LOCUS_ONLY
P910-L217	f83r	f83r	BIOLOGICAL	f83r.31	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	techedy qotchedy okeedy ldy	bediene den Abschnitt; im kurzen Grad; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; setze den Stationsposten um; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; verbinde mit der naechsten Station; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L218	f83r	f83r	BIOLOGICAL	f83r.32	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	cheol qokchedy lchedy qokey	verwende den lokalen Arbeitsinhalt; verbinde mit der naechsten Station; aktiviere die Station; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; setze den Stationsposten um; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L219	f83r	f83r	BIOLOGICAL	f83r.33	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	sy s aiin sheekchy qokey sain	mit dem aktuellen Posten oder Bezug; pruefe die Station; nach vorgeschriebenem Mass; halte den Stationsposten; im laengeren Grad; setze den Posten ein; nimm den Stationsposten ab; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; mit dem aktuellen Posten oder Bezug; pruefe die Station; eine Portion oder Einheit	NONE__PHYSICAL_LOCUS_ONLY
P910-L220	f83r	f83r	BIOLOGICAL	f83r.34	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	shky lchedy dolshed qokchy	halte den Stationsposten; setze den Posten ein; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; setze den Stationsposten um; schliesse die Teilfolge; an der Teil- oder Unteradresse; fahre fort; halte ihn an der Station; aktiviere die Station; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L221	f83r	f83r	BIOLOGICAL	f83r.35	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	saiin cheky okeeol okain chdy	pruefe die Station; nach vorgeschriebenem Mass; behandle den Zustand des Postens; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; fahre fort; aktiviere die Station; eine Portion oder Einheit; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L222	f83r	f83r	BIOLOGICAL	f83r.36	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	sor aiin shy shey lshedy qoky	pruefe die Station; mit dem Arbeitsansatz; nach vorgeschriebenem Mass; mit dem aktuellen Posten oder Bezug; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; spuele die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L223	f83r	f83r	BIOLOGICAL	f83r.37	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	sol lkedy lchedy qokol shedy	fahre fort; verbinde mit der naechsten Station; setze den Posten ein; im kurzen Grad; schliesse die Teilfolge; verbinde mit der naechsten Station; setze den Stationsposten um; schliesse die Teilfolge; aktiviere die Station; fahre fort; halte ihn an der Station; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L224	f83r	f83r	BIOLOGICAL	f83r.38	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	or chey qockhey dairydy	mit dem Arbeitsansatz; mit dem aktuellen Posten oder Bezug; fuehre den Stationsgang aus; fuehre durch die Beckenverbindung; im kurzen Grad; mit dem aktuellen Posten oder Bezug; ueber den Wasser- oder Rohrlauf; mit dem aktuellen Posten oder Bezug; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L225	f83r	f83r	BIOLOGICAL	f83r.39	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	qokain shey kain chckhal	aktiviere die Station; eine Portion oder Einheit; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; setze den Posten ein; eine Portion oder Einheit; nimm den Stationsposten ab; fuehre durch die Beckenverbindung; an der Becken- oder Anschlussstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L226	f83r	f83r	BIOLOGICAL	f83r.40	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	3	solchedy olchedy chedaiin	pruefe die Station; fahre fort; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; fahre fort; setze den Stationsposten um; schliesse die Teilfolge; setze den Stationsposten um; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L227	f83r	f83r	BIOLOGICAL	f83r.41	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	solkey lchedy qolkain dal	sammle an der Auffangstelle; im kurzen Grad; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; setze den Stationsposten um; schliesse die Teilfolge; sammle an der Auffangstelle; eine Portion oder Einheit; an der Becken- oder Anschlussstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L228	f83r	f83r	BIOLOGICAL	f83r.42	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	sol ol chcthdy l chedy lchdy	fahre fort; fahre fort; nimm den Stationsposten ab; pruefe den Stationsstatus; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L229	f83r	f83r	BIOLOGICAL	f83r.43	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	daiin sheol chedy qotal sar	nach vorgeschriebenem Mass; halte den Stationsposten; im kurzen Grad; fahre fort; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; an der Becken- oder Anschlussstelle; pruefe die Station; von der Ausgangsstation	NONE__PHYSICAL_LOCUS_ONLY
P910-L230	f83r	f83r	BIOLOGICAL	f83r.44	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	2	skar shedy	setze den Posten ein; von der Ausgangsstation; halte ihn an der Station; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L231	f83r	f83r	BIOLOGICAL	f83r.45	LABEL	lokale Becken-, Figuren- und Verbindungsstationen	1	chtorol	lies die gelernte lokale Kennung: Kennung am lokale Becken-, Figuren- und Verbindungsstationen (f83r.45)	NONE__PHYSICAL_LOCUS_ONLY
P910-L232	f83r	f83r	BIOLOGICAL	f83r.46	LABEL	lokale Becken-, Figuren- und Verbindungsstationen	1	olsaiin	lies die gelernte lokale Kennung: Kennung am lokale Becken-, Figuren- und Verbindungsstationen (f83r.46)	NONE__PHYSICAL_LOCUS_ONLY
P910-L233	f83r	f83r	BIOLOGICAL	f83r.47	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	3	otchdy qokchdy shedal	danach oder an der naechsten Stelle; setze den Stationsposten um; schliesse die Teilfolge; aktiviere die Station; setze den Stationsposten um; schliesse die Teilfolge; halte ihn an der Station; an der Becken- oder Anschlussstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L234	f83r	f83r	BIOLOGICAL	f83r.48	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	dal cheol lol chdal aiin	an der Becken- oder Anschlussstelle; verwende den lokalen Arbeitsinhalt; verbinde mit der naechsten Station; verbinde mit der naechsten Station; fahre fort; setze den Stationsposten um; an der Becken- oder Anschlussstelle; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L235	f83r	f83r	BIOLOGICAL	f83r.49	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	3	sol daiiin chedy	fahre fort; auf der markierten zweiten Stufe; auf der angegebenen Stufe oder am Index; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L236	f83r	f83r	BIOLOGICAL	f83r.50	LABEL	lokale Becken-, Figuren- und Verbindungsstationen	1	sasoldal	lies die gelernte lokale Kennung: Kennung am lokale Becken-, Figuren- und Verbindungsstationen (f83r.50)	NONE__PHYSICAL_LOCUS_ONLY
P910-L237	f83r	f83r	BIOLOGICAL	f83r.51	LABEL	lokale Becken-, Figuren- und Verbindungsstationen	1	darolsy	lies die gelernte lokale Kennung: Kennung am lokale Becken-, Figuren- und Verbindungsstationen (f83r.51)	NONE__PHYSICAL_LOCUS_ONLY
P910-L238	f83r	f83r	BIOLOGICAL	f83r.52	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	solkeey qekey raly ol	sammle an der Auffangstelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; im kurzen Grad; setze den Posten ein; im kurzen Grad; mit dem aktuellen Posten oder Bezug; setze den markierten Zustand; an der Becken- oder Anschlussstelle; mit dem aktuellen Posten oder Bezug; fahre fort	NONE__PHYSICAL_LOCUS_ONLY
P910-L239	f83r	f83r	BIOLOGICAL	f83r.53	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	solchkal cheol qotar ol	pruefe die Station; fahre fort; behandle den Zustand des Postens; an der Becken- oder Anschlussstelle; verwende den lokalen Arbeitsinhalt; verbinde mit der naechsten Station; danach oder an der naechsten Stelle; von der Ausgangsstation; fahre fort	NONE__PHYSICAL_LOCUS_ONLY
P910-L240	f83r	f83r	BIOLOGICAL	f83r.54	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	daiin ol dain chey ldalor	nach vorgeschriebenem Mass; fahre fort; eine Portion oder Einheit; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; an der Becken- oder Anschlussstelle; mit dem Arbeitsansatz	NONE__PHYSICAL_LOCUS_ONLY
