dictionary_entry_id	surface	register	usage_class	component_recipe	meaning_mode	portable_value_de	register_default_de	local_code	events	physical_pages	default_reading_de
P910-D0640	oeeed	HERBAL	PROSE	O+EEE+D_ADDR	NEW_COMPONENT_COMPOSITION	AKTIVER REGISTERGANG · VOLLER GRAD · TEIL- ODER UNTERADRESSE	Verarbeitungsgang · vollstaendig bearbeiten · Teil des Artikels		1	f55v	fuehre den Verarbeitungsgang aus; im vollen Grad; an der Teil- oder Unteradresse
P910-D0641	oeees	HERBAL	PROSE	O+EEE+S	LEARNED_COMPONENT_RECIPE	AKTIVER REGISTERGANG · VOLLER GRAD · KONTEXTMARKER	Verarbeitungsgang · vollstaendig bearbeiten · Probe oder und/dann		1	f13r	fuehre den Verarbeitungsgang aus; im vollen Grad; pruefe oder fahre fort
P910-D0642	oiin	HERBAL	PROSE	O+IIN	LEARNED_COMPONENT_RECIPE	AKTIVER REGISTERGANG · STUFE ODER INDEX	Verarbeitungsgang · Arbeitsstufe		1	f13r	fuehre den Verarbeitungsgang aus; auf der angegebenen Stufe oder am Index
P910-D0643	okaiin	HERBAL	PROSE	OK+AIIN	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · VORGESCHRIEBENES MASS	Zubereitung ansetzen · Mass des Pflanzenteils		3	f55v|f56r	setze die Zubereitung an; nach vorgeschriebenem Mass
P910-D0644	okal	HERBAL	PROSE	OK+AL	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · AUFNAHME- ODER ANSCHLUSSSTELLE	Zubereitung ansetzen · Arbeitsstelle		2	f55v	setze die Zubereitung an; an der Arbeitsstelle
P910-D0645	okar	HERBAL	PROSE	OK+AR	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · AUSGANGS- ODER ENTNAHMESTELLE	Zubereitung ansetzen · Entnahmeseite		4	f55v|f56r	setze die Zubereitung an; von der Entnahmeseite
P910-D0646	okchal	HERBAL	PROSE	OK+CH+AL	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · AUSWAEHLEN ODER ABNEHMEN · AUFNAHME- ODER ANSCHLUSSSTELLE	Zubereitung ansetzen · Pflanzenteil entnehmen · Arbeitsstelle		1	f13r	setze die Zubereitung an; nimm den bezeichneten Pflanzenteil; an der Arbeitsstelle
P910-D0647	okchd	HERBAL	PROSE	OK+CHD	NEW_COMPONENT_COMPOSITION	GANG ANSETZEN ODER AKTIVIEREN · POSTENWECHSEL ODER UMSETZEN	Zubereitung ansetzen · Material umsetzen		1	f55v	setze die Zubereitung an; setze das Material um
P910-D0648	okchey	HERBAL	PROSE	OK+Y	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · AKTUELLER POSTEN ODER BEZUG	Zubereitung ansetzen · aktuelles Material		1	f13r	setze die Zubereitung an; mit dem aktuellen Posten oder Bezug
P910-D0649	okchol	HERBAL	PROSE	OK+OL	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · FORTSETZEN	Zubereitung ansetzen · Artikel fortsetzen		1	f11r	setze die Zubereitung an; fahre fort
P910-D0650	okchor	HERBAL	PROSE	OK+CH+OR	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · AUSWAEHLEN ODER ABNEHMEN · ANSATZ ODER ZUBEREITUNG	Zubereitung ansetzen · Pflanzenteil entnehmen · Pflanzenansatz		2	f13r	setze die Zubereitung an; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz
P910-D0651	okchy	HERBAL	PROSE	OK+Y	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · AKTUELLER POSTEN ODER BEZUG	Zubereitung ansetzen · aktuelles Material		2	f13r|f56r	setze die Zubereitung an; mit dem aktuellen Posten oder Bezug
P910-D0652	okeedy	HERBAL	PROSE	OK+EE+DY	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · LAENGERER GRAD · LIZENZIERTER ABSCHLUSS	Zubereitung ansetzen · laenger bearbeiten · Arbeitsschritt schliessen		1	f55v	setze die Zubereitung an; im laengeren Grad; schliesse die Teilfolge
P910-D0653	okeody	HERBAL	PROSE	OK+E+O+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	GANG ANSETZEN ODER AKTIVIEREN · KURZER GRAD · AKTIVER REGISTERGANG · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Zubereitung ansetzen · kurz bearbeiten · Verarbeitungsgang · Teil des Artikels · aktuelles Material		1	f55v	setze die Zubereitung an; im kurzen Grad; fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D0654	okorory	HERBAL	PROSE	OK+OR+OR+Y	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · ANSATZ ODER ZUBEREITUNG · ANSATZ ODER ZUBEREITUNG · AKTUELLER POSTEN ODER BEZUG	Zubereitung ansetzen · Pflanzenansatz · Pflanzenansatz · aktuelles Material		1	f13r	setze die Zubereitung an; mit dem Pflanzenansatz; mit dem Pflanzenansatz; mit dem aktuellen Posten oder Bezug
P910-D0655	oky	HERBAL	PROSE	OK+Y	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · AKTUELLER POSTEN ODER BEZUG	Zubereitung ansetzen · aktuelles Material		2	f10r|f55v	setze die Zubereitung an; mit dem aktuellen Posten oder Bezug
P910-D0656	ol	HERBAL	PROSE	OL	LEARNED_COMPONENT_RECIPE	FORTSETZEN	Artikel fortsetzen		3	f55v	fahre fort
P910-D0657	olchey	HERBAL	PROSE	OL+Y	LEARNED_COMPONENT_RECIPE	FORTSETZEN · AKTUELLER POSTEN ODER BEZUG	Artikel fortsetzen · aktuelles Material		1	f56r	fahre fort; mit dem aktuellen Posten oder Bezug
P910-D0658	oldy	HERBAL	PROSE	OL+DY	LEARNED_COMPONENT_RECIPE	FORTSETZEN · LIZENZIERTER ABSCHLUSS	Artikel fortsetzen · Arbeitsschritt schliessen		3	f13r|f55v	fahre fort; schliesse die Teilfolge
P910-D0659	olkeechy	HERBAL	PROSE	OL+K+EE+CH+Y	NEW_COMPONENT_COMPOSITION	FORTSETZEN · ZUORDNEN ODER ZUGEBEN · LAENGERER GRAD · AUSWAEHLEN ODER ABNEHMEN · AKTUELLER POSTEN ODER BEZUG	Artikel fortsetzen · Material zugeben · laenger bearbeiten · Pflanzenteil entnehmen · aktuelles Material		1	f55v	fahre fort; gib den bezeichneten Teil hinzu; im laengeren Grad; nimm den bezeichneten Pflanzenteil; mit dem aktuellen Posten oder Bezug
P910-D0660	oltchy	HERBAL	PROSE	OL+T+Y	LEARNED_COMPONENT_RECIPE	FORTSETZEN · BEARBEITEN ODER MARKIEREN · AKTUELLER POSTEN ODER BEZUG	Artikel fortsetzen · bearbeiten · aktuelles Material		1	f55v	fahre fort; bearbeite den Teil; mit dem aktuellen Posten oder Bezug
P910-D0661	opchor	HERBAL	PROSE	O+P+CH+OR	LEARNED_COMPONENT_RECIPE	AKTIVER REGISTERGANG · BEGINNEN ODER EINSETZEN · AUSWAEHLEN ODER ABNEHMEN · ANSATZ ODER ZUBEREITUNG	Verarbeitungsgang · Material einsetzen · Pflanzenteil entnehmen · Pflanzenansatz		1	f13r	fuehre den Verarbeitungsgang aus; setze den Teil ein; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz
P910-D0662	opchy	HERBAL	PROSE	O+P+Y	LEARNED_COMPONENT_RECIPE	AKTIVER REGISTERGANG · BEGINNEN ODER EINSETZEN · AKTUELLER POSTEN ODER BEZUG	Verarbeitungsgang · Material einsetzen · aktuelles Material		1	f13r	fuehre den Verarbeitungsgang aus; setze den Teil ein; mit dem aktuellen Posten oder Bezug
P910-D0663	oqotor	HERBAL	PROSE	O+OT+OR	NEW_COMPONENT_COMPOSITION	AKTIVER REGISTERGANG · DANACH ODER NAECHSTE STELLE · ANSATZ ODER ZUBEREITUNG	Verarbeitungsgang · danach · Pflanzenansatz		1	f10r	fuehre den Verarbeitungsgang aus; danach oder an der naechsten Stelle; mit dem Pflanzenansatz
P910-D0664	or	HERBAL	PROSE	OR	LEARNED_COMPONENT_RECIPE	ANSATZ ODER ZUBEREITUNG	Pflanzenansatz		6	f10r|f55v	mit dem Pflanzenansatz
P910-D0665	orain	HERBAL	PROSE	OR+AIN	LEARNED_COMPONENT_RECIPE	ANSATZ ODER ZUBEREITUNG · PORTION ODER EINHEIT	Pflanzenansatz · Pflanzenportion		1	f55v	mit dem Pflanzenansatz; eine Portion oder Einheit
P910-D0666	os	HERBAL	PROSE	OS	LEARNED_COMPONENT_RECIPE	DAZU ODER AUCH	dazu		2	f10r|f55v	dazu oder ebenfalls
P910-D0667	osain	HERBAL	PROSE	O+S+AIN	NEW_COMPONENT_COMPOSITION	AKTIVER REGISTERGANG · KONTEXTMARKER · PORTION ODER EINHEIT	Verarbeitungsgang · Probe oder und/dann · Pflanzenportion		1	f10r	fuehre den Verarbeitungsgang aus; pruefe oder fahre fort; eine Portion oder Einheit
P910-D0668	otaky	HERBAL	PROSE	OT+A_ADDR+K+Y	NEW_COMPONENT_COMPOSITION	DANACH ODER NAECHSTE STELLE · LOKALE ADRESSE · ZUORDNEN ODER ZUGEBEN · AKTUELLER POSTEN ODER BEZUG	danach · lokale Artikelstelle · Material zugeben · aktuelles Material		1	f55v	danach oder an der naechsten Stelle; an der lokalen Adresse; gib den bezeichneten Teil hinzu; mit dem aktuellen Posten oder Bezug
P910-D0669	otam	HERBAL	PROSE	OT+AM_ADDR	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · LOKALE M-ADRESSE	danach · lokale Stelle		1	f55v	danach oder an der naechsten Stelle; an der lokalen M-Adresse
P910-D0670	otar	HERBAL	PROSE	OT+AR	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AUSGANGS- ODER ENTNAHMESTELLE	danach · Entnahmeseite		3	f10r|f55v	danach oder an der naechsten Stelle; von der Entnahmeseite
P910-D0671	otchey	HERBAL	PROSE	OT+Y	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AKTUELLER POSTEN ODER BEZUG	danach · aktuelles Material		1	f56r	danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug
P910-D0672	otchol	HERBAL	PROSE	OT+CH+OL	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AUSWAEHLEN ODER ABNEHMEN · FORTSETZEN	danach · Pflanzenteil entnehmen · Artikel fortsetzen		1	f13r	danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; fahre fort
P910-D0673	otchor	HERBAL	PROSE	OT+CH+OR	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AUSWAEHLEN ODER ABNEHMEN · ANSATZ ODER ZUBEREITUNG	danach · Pflanzenteil entnehmen · Pflanzenansatz		2	f13r|f56r	danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz
P910-D0674	otchoshor	HERBAL	PROSE	OT+CH+O+SH+OR	NEW_COMPONENT_COMPOSITION	DANACH ODER NAECHSTE STELLE · AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG · HALTEN ODER FESTHALTEN · ANSATZ ODER ZUBEREITUNG	danach · Pflanzenteil entnehmen · Verarbeitungsgang · Ansatz halten · Pflanzenansatz		1	f10r	danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; fuehre den Verarbeitungsgang aus; halte den Ansatz; mit dem Pflanzenansatz
P910-D0675	otchy	HERBAL	PROSE	OT+CH+Y	NEW_COMPONENT_COMPOSITION	DANACH ODER NAECHSTE STELLE · AUSWAEHLEN ODER ABNEHMEN · AKTUELLER POSTEN ODER BEZUG	danach · Pflanzenteil entnehmen · aktuelles Material		1	f56r	danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; mit dem aktuellen Posten oder Bezug
P910-D0676	otol	HERBAL	PROSE	OT+OL	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · FORTSETZEN	danach · Artikel fortsetzen		2	f10r|f11r	danach oder an der naechsten Stelle; fahre fort
P910-D0677	otoldaiin	HERBAL	PROSE	OT+OL+D_ADDR+AIIN	NEW_COMPONENT_COMPOSITION	DANACH ODER NAECHSTE STELLE · FORTSETZEN · TEIL- ODER UNTERADRESSE · VORGESCHRIEBENES MASS	danach · Artikel fortsetzen · Teil des Artikels · Mass des Pflanzenteils		1	f55v	danach oder an der naechsten Stelle; fahre fort; an der Teil- oder Unteradresse; nach vorgeschriebenem Mass
P910-D0678	otor	HERBAL	PROSE	OT+OR	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · ANSATZ ODER ZUBEREITUNG	danach · Pflanzenansatz		1	f10r	danach oder an der naechsten Stelle; mit dem Pflanzenansatz
P910-D0679	oty	HERBAL	PROSE	OT+Y	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AKTUELLER POSTEN ODER BEZUG	danach · aktuelles Material		1	f56r	danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug
P910-D0680	otytchol	HERBAL	PROSE	OT+Y+T+CH+OL	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AKTUELLER POSTEN ODER BEZUG · BEARBEITEN ODER MARKIEREN · AUSWAEHLEN ODER ABNEHMEN · FORTSETZEN	danach · aktuelles Material · bearbeiten · Pflanzenteil entnehmen · Artikel fortsetzen		1	f10r	danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; nimm den bezeichneten Pflanzenteil; fahre fort
P910-D0681	oykchor	HERBAL	PROSE	O+Y+K+CH+OR	NEW_COMPONENT_COMPOSITION	AKTIVER REGISTERGANG · AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · AUSWAEHLEN ODER ABNEHMEN · ANSATZ ODER ZUBEREITUNG	Verarbeitungsgang · aktuelles Material · Material zugeben · Pflanzenteil entnehmen · Pflanzenansatz		1	f10r	fuehre den Verarbeitungsgang aus; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz
P910-D0682	pchal	HERBAL	PROSE	P+CH+AL	NEW_COMPONENT_COMPOSITION	BEGINNEN ODER EINSETZEN · AUSWAEHLEN ODER ABNEHMEN · AUFNAHME- ODER ANSCHLUSSSTELLE	Material einsetzen · Pflanzenteil entnehmen · Arbeitsstelle		1	f55v	setze den Teil ein; nimm den bezeichneten Pflanzenteil; an der Arbeitsstelle
P910-D0683	pchocthy	HERBAL	PROSE	P+CH+O+CTH+Y	NEW_COMPONENT_COMPOSITION	BEGINNEN ODER EINSETZEN · AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG · BEREIT- ODER STATUSMARKER · AKTUELLER POSTEN ODER BEZUG	Material einsetzen · Pflanzenteil entnehmen · Verarbeitungsgang · Zubereitungsstatus · aktuelles Material		1	f10r	setze den Teil ein; nimm den bezeichneten Pflanzenteil; fuehre den Verarbeitungsgang aus; pruefe den Zubereitungsstatus; mit dem aktuellen Posten oder Bezug
P910-D0684	pchodol	HERBAL	PROSE	P+CH+O+D_ADDR+OL	NEW_COMPONENT_COMPOSITION	BEGINNEN ODER EINSETZEN · AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG · TEIL- ODER UNTERADRESSE · FORTSETZEN	Material einsetzen · Pflanzenteil entnehmen · Verarbeitungsgang · Teil des Artikels · Artikel fortsetzen		1	f10r	setze den Teil ein; nimm den bezeichneten Pflanzenteil; fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; fahre fort
P910-D0685	qoaiin	HERBAL	PROSE	CARRIER_Q+O+AIIN	NEW_COMPONENT_COMPOSITION	AKTIVER REGISTERGANG · VORGESCHRIEBENES MASS	Verarbeitungsgang · Mass des Pflanzenteils		1	f55v	fuehre den Verarbeitungsgang aus; nach vorgeschriebenem Mass
P910-D0686	qoctholy	HERBAL	PROSE	CARRIER_Q+O+CTH+OL+Y	NEW_COMPONENT_COMPOSITION	AKTIVER REGISTERGANG · BEREIT- ODER STATUSMARKER · FORTSETZEN · AKTUELLER POSTEN ODER BEZUG	Verarbeitungsgang · Zubereitungsstatus · Artikel fortsetzen · aktuelles Material		1	f10r	fuehre den Verarbeitungsgang aus; pruefe den Zubereitungsstatus; fahre fort; mit dem aktuellen Posten oder Bezug
P910-D0687	qodchy	HERBAL	PROSE	O+D_ADDR+Y	LEARNED_COMPONENT_RECIPE	AKTIVER REGISTERGANG · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Verarbeitungsgang · Teil des Artikels · aktuelles Material		1	f13r	fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D0688	qodor	HERBAL	PROSE	CARRIER_Q+O+D_ADDR+OR	NEW_COMPONENT_COMPOSITION	AKTIVER REGISTERGANG · TEIL- ODER UNTERADRESSE · ANSATZ ODER ZUBEREITUNG	Verarbeitungsgang · Teil des Artikels · Pflanzenansatz		1	f11r	fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; mit dem Pflanzenansatz
P910-D0689	qokaiin	HERBAL	PROSE	OK+AIIN	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · VORGESCHRIEBENES MASS	Zubereitung ansetzen · Mass des Pflanzenteils		2	f55v	setze die Zubereitung an; nach vorgeschriebenem Mass
P910-D0690	qokain	HERBAL	PROSE	OK+AIN	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · PORTION ODER EINHEIT	Zubereitung ansetzen · Pflanzenportion		1	f55v	setze die Zubereitung an; eine Portion oder Einheit
P910-D0691	qokcheey	HERBAL	PROSE	OK+CH+EE+Y	NEW_COMPONENT_COMPOSITION	GANG ANSETZEN ODER AKTIVIEREN · AUSWAEHLEN ODER ABNEHMEN · LAENGERER GRAD · AKTUELLER POSTEN ODER BEZUG	Zubereitung ansetzen · Pflanzenteil entnehmen · laenger bearbeiten · aktuelles Material		1	f56r	setze die Zubereitung an; nimm den bezeichneten Pflanzenteil; im laengeren Grad; mit dem aktuellen Posten oder Bezug
P910-D0692	qokchol	HERBAL	PROSE	OK+OL	NEW_COMPONENT_COMPOSITION	GANG ANSETZEN ODER AKTIVIEREN · FORTSETZEN	Zubereitung ansetzen · Artikel fortsetzen		1	f10r	setze die Zubereitung an; fahre fort
P910-D0693	qokchy	HERBAL	PROSE	OK+Y	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · AKTUELLER POSTEN ODER BEZUG	Zubereitung ansetzen · aktuelles Material		3	f10r|f13r|f55v	setze die Zubereitung an; mit dem aktuellen Posten oder Bezug
P910-D0694	qokeeey	HERBAL	PROSE	OK+EEE+Y	NEW_COMPONENT_COMPOSITION	GANG ANSETZEN ODER AKTIVIEREN · VOLLER GRAD · AKTUELLER POSTEN ODER BEZUG	Zubereitung ansetzen · vollstaendig bearbeiten · aktuelles Material		1	f55v	setze die Zubereitung an; im vollen Grad; mit dem aktuellen Posten oder Bezug
P910-D0695	qokeey	HERBAL	PROSE	OK+EE+Y	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · LAENGERER GRAD · AKTUELLER POSTEN ODER BEZUG	Zubereitung ansetzen · laenger bearbeiten · aktuelles Material		1	f56r	setze die Zubereitung an; im laengeren Grad; mit dem aktuellen Posten oder Bezug
P910-D0696	qokokchy	HERBAL	PROSE	OK+OK+CH+Y	NEW_COMPONENT_COMPOSITION	GANG ANSETZEN ODER AKTIVIEREN · GANG ANSETZEN ODER AKTIVIEREN · AUSWAEHLEN ODER ABNEHMEN · AKTUELLER POSTEN ODER BEZUG	Zubereitung ansetzen · Zubereitung ansetzen · Pflanzenteil entnehmen · aktuelles Material		1	f56r	setze die Zubereitung an; setze die Zubereitung an; nimm den bezeichneten Pflanzenteil; mit dem aktuellen Posten oder Bezug
P910-D0697	qoky	HERBAL	PROSE	OK+Y	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · AKTUELLER POSTEN ODER BEZUG	Zubereitung ansetzen · aktuelles Material		1	f13r	setze die Zubereitung an; mit dem aktuellen Posten oder Bezug
P910-D0698	qol	HERBAL	PROSE	OL	LEARNED_COMPONENT_RECIPE	FORTSETZEN	Artikel fortsetzen		1	f55v	fahre fort
P910-D0699	qool	HERBAL	PROSE	CARRIER_Q+O+OL	NEW_COMPONENT_COMPOSITION	AKTIVER REGISTERGANG · FORTSETZEN	Verarbeitungsgang · Artikel fortsetzen		1	f55v	fuehre den Verarbeitungsgang aus; fahre fort
P910-D0700	qopchy	HERBAL	PROSE	O+P+Y	LEARNED_COMPONENT_RECIPE	AKTIVER REGISTERGANG · BEGINNEN ODER EINSETZEN · AKTUELLER POSTEN ODER BEZUG	Verarbeitungsgang · Material einsetzen · aktuelles Material		2	f13r	fuehre den Verarbeitungsgang aus; setze den Teil ein; mit dem aktuellen Posten oder Bezug
P910-D0701	qot	HERBAL	PROSE	OT	NEW_COMPONENT_COMPOSITION	DANACH ODER NAECHSTE STELLE	danach		1	f56r	danach oder an der naechsten Stelle
P910-D0702	qotchol	HERBAL	PROSE	OT+CH+OL	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AUSWAEHLEN ODER ABNEHMEN · FORTSETZEN	danach · Pflanzenteil entnehmen · Artikel fortsetzen		2	f10r|f13r	danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; fahre fort
P910-D0703	qotchor	HERBAL	PROSE	OT+CH+OR	NEW_COMPONENT_COMPOSITION	DANACH ODER NAECHSTE STELLE · AUSWAEHLEN ODER ABNEHMEN · ANSATZ ODER ZUBEREITUNG	danach · Pflanzenteil entnehmen · Pflanzenansatz		1	f10r	danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz
P910-D0704	qotchy	HERBAL	PROSE	OT+Y	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AKTUELLER POSTEN ODER BEZUG	danach · aktuelles Material		5	f10r|f11r|f56r	danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug
P910-D0705	qotor	HERBAL	PROSE	OT+OR	NEW_COMPONENT_COMPOSITION	DANACH ODER NAECHSTE STELLE · ANSATZ ODER ZUBEREITUNG	danach · Pflanzenansatz		3	f10r	danach oder an der naechsten Stelle; mit dem Pflanzenansatz
P910-D0706	qoty	HERBAL	PROSE	OT+Y	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AKTUELLER POSTEN ODER BEZUG	danach · aktuelles Material		3	f10r|f11r|f13r	danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug
P910-D0707	qoy	HERBAL	PROSE	O+Y	LEARNED_COMPONENT_RECIPE	AKTIVER REGISTERGANG · AKTUELLER POSTEN ODER BEZUG	Verarbeitungsgang · aktuelles Material		1	f13r	fuehre den Verarbeitungsgang aus; mit dem aktuellen Posten oder Bezug
P910-D0708	r	HERBAL	PROSE	R	LEARNED_COMPONENT_RECIPE	MARKIERTER ZUSTAND	lokal kuehl		2	f56r	setze den markierten Zustand
P910-D0709	s	HERBAL	PROSE	S	LEARNED_COMPONENT_RECIPE	KONTEXTMARKER	Probe oder und/dann		7	f11r|f13r|f55v|f56r	pruefe oder fahre fort
P910-D0710	sar	HERBAL	PROSE	S+AR	LEARNED_COMPONENT_RECIPE	KONTEXTMARKER · AUSGANGS- ODER ENTNAHMESTELLE	Probe oder und/dann · Entnahmeseite		1	f55v	pruefe oder fahre fort; von der Entnahmeseite
P910-D0711	schey	HERBAL	PROSE	S+CH+E+Y	NEW_COMPONENT_COMPOSITION	KONTEXTMARKER · AUSWAEHLEN ODER ABNEHMEN · KURZER GRAD · AKTUELLER POSTEN ODER BEZUG	Probe oder und/dann · Pflanzenteil entnehmen · kurz bearbeiten · aktuelles Material		1	f56r	pruefe oder fahre fort; nimm den bezeichneten Pflanzenteil; im kurzen Grad; mit dem aktuellen Posten oder Bezug
P910-D0712	schoal	HERBAL	PROSE	SH+O+AL	LEARNED_COMPONENT_RECIPE	HALTEN ODER FESTHALTEN · AKTIVER REGISTERGANG · AUFNAHME- ODER ANSCHLUSSSTELLE	Ansatz halten · Verarbeitungsgang · Arbeitsstelle		1	f11r	halte den Ansatz; fuehre den Verarbeitungsgang aus; an der Arbeitsstelle
P910-D0713	schol	HERBAL	PROSE	RESUME_CARD	LEARNED_COMPONENT_RECIPE	DAVON ODER WIEDERAUFNAHME	davon weiterarbeiten		1	f56r	nimm den vorigen Posten wieder auf
P910-D0714	sh	HERBAL	PROSE	SH	NEW_COMPONENT_COMPOSITION	HALTEN ODER FESTHALTEN	Ansatz halten		1	f56r	halte den Ansatz
P910-D0715	shaiin	HERBAL	PROSE	SH+AIIN	LEARNED_COMPONENT_RECIPE	HALTEN ODER FESTHALTEN · VORGESCHRIEBENES MASS	Ansatz halten · Mass des Pflanzenteils		1	f13r	halte den Ansatz; nach vorgeschriebenem Mass
P910-D0716	sheokey	HERBAL	PROSE	SH+E+OK+E+Y	NEW_COMPONENT_COMPOSITION	HALTEN ODER FESTHALTEN · KURZER GRAD · GANG ANSETZEN ODER AKTIVIEREN · KURZER GRAD · AKTUELLER POSTEN ODER BEZUG	Ansatz halten · kurz bearbeiten · Zubereitung ansetzen · kurz bearbeiten · aktuelles Material		1	f55v	halte den Ansatz; im kurzen Grad; setze die Zubereitung an; im kurzen Grad; mit dem aktuellen Posten oder Bezug
P910-D0717	shey	HERBAL	PROSE	SH+E+Y	LEARNED_COMPONENT_RECIPE	HALTEN ODER FESTHALTEN · KURZER GRAD · AKTUELLER POSTEN ODER BEZUG	Ansatz halten · kurz bearbeiten · aktuelles Material		2	f11r|f13r	halte den Ansatz; im kurzen Grad; mit dem aktuellen Posten oder Bezug
P910-D0718	shfydaiin	HERBAL	PROSE	SH+Y+AIIN	LEARNED_COMPONENT_RECIPE	HALTEN ODER FESTHALTEN · AKTUELLER POSTEN ODER BEZUG · VORGESCHRIEBENES MASS	Ansatz halten · aktuelles Material · Mass des Pflanzenteils		1	f11r	halte den Ansatz; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass
P910-D0719	shkchy	HERBAL	PROSE	SH+K+Y	LEARNED_COMPONENT_RECIPE	HALTEN ODER FESTHALTEN · ZUORDNEN ODER ZUGEBEN · AKTUELLER POSTEN ODER BEZUG	Ansatz halten · Material zugeben · aktuelles Material		1	f13r	halte den Ansatz; gib den bezeichneten Teil hinzu; mit dem aktuellen Posten oder Bezug
P910-D0720	sho	HERBAL	PROSE	SH+O	NEW_COMPONENT_COMPOSITION	HALTEN ODER FESTHALTEN · AKTIVER REGISTERGANG	Ansatz halten · Verarbeitungsgang		2	f56r	halte den Ansatz; fuehre den Verarbeitungsgang aus
P910-D0721	shochy	HERBAL	PROSE	HO+Y	LEARNED_COMPONENT_RECIPE	MATERIAL- ODER OBJEKTTEIL · AKTUELLER POSTEN ODER BEZUG	Pflanzenteil · aktuelles Material		1	f13r	verwende den bezeichneten Pflanzenteil; mit dem aktuellen Posten oder Bezug
