slot_ordinal	gdt575_duplicate_group_id	event_id	statement_id	physical_page	register	surface	final_context_recipe	repeat_root	repeat_scope	slot_occurrence_in_group	slot_atom_position_zero_based	repeat_marker_candidate	assignment_source	selector_rule	source_geometry	head_kind	head_event_id	head_atom_position_zero_based	head_root	head_identity	placement	duplicate_mode	duplicate_role	renderer_history_conflict	guard
99	GDT575-D068	G407-E3605	G407-S597	f83r	BIOLOGICAL	dcheokedy	D_ADDR+CH+E+O+K+E+D_ADDR+Y	D_ADDR	PLAIN	2	6	WIEDER	EXPLORATORY_NEAREST_VISIBLE_ACTION	VISIBLE_ACTION_INSIDE_OT_OL_DY_INTERVAL	SAME_CARRIER_DISTANCE_MINIMUM__LEFT_TIE	ACTION	G407-E3605	4	K	ACTION:G407-E3605@4:K	POST_HEAD	ANALYTICAL_REPEAT_SLOT	CANDIDATE_LOCAL_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
100	GDT575-D069	G407-E3664	G407-S616	f83r	BIOLOGICAL	shecthedy	SH+E+CH+T+E+D_ADDR+Y	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3664	0	SH	ACTION:G407-E3664@0:SH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
101	GDT575-D069	G407-E3664	G407-S616	f83r	BIOLOGICAL	shecthedy	SH+E+CH+T+E+D_ADDR+Y	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3664	3	T	ACTION:G407-E3664@3:T	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
102	GDT575-D071	G407-E3781	G407-S647	f83r	BIOLOGICAL	qekey	E+K+E+Y	E	PLAIN	1	0	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION	G407-E3781	1	K	ACTION:G407-E3781@1:K	PRE_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
103	GDT575-D071	G407-E3781	G407-S647	f83r	BIOLOGICAL	qekey	E+K+E+Y	E	PLAIN	2	2	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3781	1	K	ACTION:G407-E3781@1:K	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
104	GDT575-D073	G407-E3870	G407-S650	f88r	PHARMA	olsheody	O+L+SH+E+O+D_ADDR+Y	O	PLAIN	1	0	FIRST_FULL	EXPLORATORY_NEAREST_VISIBLE_ACTION	VISIBLE_ACTION_INSIDE_OT_OL_DY_INTERVAL	SAME_CARRIER_DISTANCE_MINIMUM__LEFT_TIE	ACTION	G407-E3870	2	SH	ACTION:G407-E3870@2:SH	PRE_HEAD	ANALYTICAL_REPEAT_SLOT	CANDIDATE_LOCAL_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
105	GDT575-D073	G407-E3870	G407-S650	f88r	PHARMA	olsheody	O+L+SH+E+O+D_ADDR+Y	O	PLAIN	2	4	ERNEUT	EXPLORATORY_NEAREST_VISIBLE_ACTION	VISIBLE_ACTION_INSIDE_OT_OL_DY_INTERVAL	SAME_CARRIER_DISTANCE_MINIMUM__LEFT_TIE	ACTION	G407-E3870	2	SH	ACTION:G407-E3870@2:SH	POST_HEAD	ANALYTICAL_REPEAT_SLOT	CANDIDATE_LOCAL_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
106	GDT575-D074	G407-E3919	G407-S652	f88r	PHARMA	cheotey	CH+E+O+T+E+Y	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3919	0	CH	ACTION:G407-E3919@0:CH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
107	GDT575-D074	G407-E3919	G407-S652	f88r	PHARMA	cheotey	CH+E+O+T+E+Y	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3919	3	T	ACTION:G407-E3919@3:T	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
108	GDT575-D075	G407-E3928	G407-S652	f88r	PHARMA	qoekeor	CARRIER_Q+O+E+K+E+OR	E	PLAIN	1	2	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION	G407-E3928	3	K	ACTION:G407-E3928@3:K	PRE_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
109	GDT575-D075	G407-E3928	G407-S652	f88r	PHARMA	qoekeor	CARRIER_Q+O+E+K+E+OR	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3928	3	K	ACTION:G407-E3928@3:K	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
110	GDT575-D076	G407-E3950	G407-S654	f88v	PHARMA	qoekeol	O+E+K+E+OL	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION	G407-E3950	2	K	ACTION:G407-E3950@2:K	PRE_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
111	GDT575-D076	G407-E3950	G407-S654	f88v	PHARMA	qoekeol	O+E+K+E+OL	E	PLAIN	2	3	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3950	2	K	ACTION:G407-E3950@2:K	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
112	GDT575-D077	G407-E3962	G407-S654	f88v	PHARMA	okearcheol	OK+E+AR+CH+E+O+L	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3962	0	OK	ACTION:G407-E3962@0:OK	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
113	GDT575-D077	G407-E3962	G407-S654	f88v	PHARMA	okearcheol	OK+E+AR+CH+E+O+L	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3962	3	CH	ACTION:G407-E3962@3:CH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
114	GDT575-D078	G407-E4023	G407-S662	f88v	PHARMA	dairodain	D_ADDR+AIR+O+D_ADDR+AIN	D_ADDR	PLAIN	1	0	FIRST_FULL	EXPLORATORY_ACTIVE_CONTEXT_HEAD	SAME_PAGE_AND_OWNER_ACTIVE_HEAD	OWNER_ACTIVE_ACTION_CONTEXT	ACTION	G407-E4022	0	K	ACTION:G407-E4022@0:K	ACTIVE_CONTEXT	ANALYTICAL_REPEAT_SLOT	CANDIDATE_CONTEXT_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
115	GDT575-D078	G407-E4023	G407-S662	f88v	PHARMA	dairodain	D_ADDR+AIR+O+D_ADDR+AIN	D_ADDR	PLAIN	2	3	WIEDER	EXPLORATORY_ACTIVE_CONTEXT_HEAD	SAME_PAGE_AND_OWNER_ACTIVE_HEAD	OWNER_ACTIVE_ACTION_CONTEXT	ACTION	G407-E4022	0	K	ACTION:G407-E4022@0:K	ACTIVE_CONTEXT	ANALYTICAL_REPEAT_SLOT	CANDIDATE_CONTEXT_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
116	GDT575-D083	G407-E4353	G407-S685	f89r	PHARMA	doigom	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL	O	PLAIN	1	1	FIRST_FULL	EXPLORATORY_ACTIVE_CONTEXT_HEAD	SAME_PAGE_AND_OWNER_ACTIVE_HEAD	OWNER_ACTIVE_ACTION_CONTEXT	ACTION	G407-E4351	0	CH	ACTION:G407-E4351@0:CH	ACTIVE_CONTEXT	ANALYTICAL_REPEAT_SLOT	CANDIDATE_CONTEXT_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
117	GDT575-D083	G407-E4353	G407-S685	f89r	PHARMA	doigom	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL	O	PLAIN	2	4	ERNEUT	EXPLORATORY_ACTIVE_CONTEXT_HEAD	SAME_PAGE_AND_OWNER_ACTIVE_HEAD	OWNER_ACTIVE_ACTION_CONTEXT	ACTION	G407-E4351	0	CH	ACTION:G407-E4351@0:CH	ACTIVE_CONTEXT	ANALYTICAL_REPEAT_SLOT	CANDIDATE_CONTEXT_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
118	GDT575-D086	G407-E4380	G407-S685	f89r	PHARMA	ocheol	O+CH+E+O+L	O	PLAIN	1	0	FIRST_FULL	EXPLORATORY_NEAREST_VISIBLE_ACTION	VISIBLE_ACTION_INSIDE_OT_OL_DY_INTERVAL	SAME_CARRIER_DISTANCE_MINIMUM__LEFT_TIE	ACTION	G407-E4380	1	CH	ACTION:G407-E4380@1:CH	PRE_HEAD	ANALYTICAL_REPEAT_SLOT	CANDIDATE_LOCAL_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
119	GDT575-D086	G407-E4380	G407-S685	f89r	PHARMA	ocheol	O+CH+E+O+L	O	PLAIN	2	3	ERNEUT	EXPLORATORY_NEAREST_VISIBLE_ACTION	VISIBLE_ACTION_INSIDE_OT_OL_DY_INTERVAL	SAME_CARRIER_DISTANCE_MINIMUM__LEFT_TIE	ACTION	G407-E4380	1	CH	ACTION:G407-E4380@1:CH	POST_HEAD	ANALYTICAL_REPEAT_SLOT	CANDIDATE_LOCAL_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
120	GDT575-D088	G407-E4493	G407-S698	f95v	HERBAL	shekshey	SH+E+K+SH+E+Y	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E4493	0	SH	ACTION:G407-E4493@0:SH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
121	GDT575-D088	G407-E4493	G407-S698	f95v	HERBAL	shekshey	SH+E+K+SH+E+Y	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E4493	3	SH	ACTION:G407-E4493@3:SH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
122	GDT575-D091	G515-E0239	G515-S023	f31r	HERBAL	qoekedy	CARRIER_Q+O+E+K+E+DY	E	PLAIN	1	2	FIRST_FULL	GDT515_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION	G515-E0239	3	K	ACTION:G515-E0239@3:K	PRE_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
123	GDT575-D091	G515-E0239	G515-S023	f31r	HERBAL	qoekedy	CARRIER_Q+O+E+K+E+DY	E	PLAIN	2	4	ERNEUT	GDT515_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G515-E0239	3	K	ACTION:G515-E0239@3:K	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
124	GDT575-D096	G515-E0525	G515-S067	f66r	SOURCE_SECTION_T	oteochey	OT+E+O+CH+E+Y	E	PLAIN	1	1	FIRST_FULL	GDT515_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION	G515-E0525	3	CH	ACTION:G515-E0525@3:CH	PRE_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
125	GDT575-D096	G515-E0525	G515-S067	f66r	SOURCE_SECTION_T	oteochey	OT+E+O+CH+E+Y	E	PLAIN	2	4	ERNEUT	GDT515_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G515-E0525	3	CH	ACTION:G515-E0525@3:CH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
