locus_order	physical_page	source_page	register	locus	source_kind	events	owner_bound_events	repaired_events	surface_sequence	atomic_sequence_de	continuous_reading_de	physical_line_is_sentence_end
168	f82r	f82r	BIOLOGICAL	f82r.27	P	8	0	0	pchedy · rsheal · daldy · qokeedy · rshedy · qoteedy · qokeedy · lochedy	BEGINNEN/EINSETZEN · UMSETZEN · SCHLUSS | MARKIERTER ZUSTAND · HALTEN · KURZ · ZIELSTELLE | ZIELSTELLE · SCHLUSS | ANSETZEN · LANG · SCHLUSS | MARKIERTER ZUSTAND · RUHESTUFE · SCHLUSS | DANACH · LANG · SCHLUSS | ANSETZEN · LANG · SCHLUSS | LEITEN · GANG · UMSETZEN · SCHLUSS	die Station beginnen; den Posten umsetzen; den Schritt schließen; den Zustand markieren; den Posten halten; kurz; zur Zielstelle; zur Zielstelle; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; den Zustand markieren; an der Station halten; den Schritt schließen; danach; länger; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; weiterleiten; den Stationsgang ausführen; den Posten umsetzen; den Schritt schließen	NO
169	f82r	f82r	BIOLOGICAL	f82r.28	P	9	0	0	qokoiin · shedy · qokeedy · qotaiin · chcthey · qoteeol · chey · qokaiin · oly	ANSETZEN · GANG · STUFE | RUHESTUFE · SCHLUSS | ANSETZEN · LANG · SCHLUSS | DANACH · SOLL-MASS | ENTNEHMEN/ABLESEN · STATUS · KURZ · DIESER POSTEN | DANACH · LANG · FORTSETZEN | DIESER POSTEN | ANSETZEN · SOLL-MASS | FORTSETZEN · DIESER POSTEN	die Station ansetzen; den Stationsgang ausführen; auf der Stufe; an der Station halten; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; danach; nach Sollmaß; den Posten abnehmen; den Stationsstatus prüfen; kurz; diesen Posten; danach; länger; fortsetzen; diesen Posten; die Station ansetzen; nach Sollmaß; fortsetzen; diesen Posten	NO
170	f82r	f82r	BIOLOGICAL	f82r.29	P	10	0	0	d · cheey · lchedy · qokeedy · lchedy · rchedy · oky · qotedy · qoty · qoty	TEILADRESSE | HALTEN · LANG · DIESER POSTEN | LEITEN · UMSETZEN · SCHLUSS | ANSETZEN · LANG · SCHLUSS | LEITEN · UMSETZEN · SCHLUSS | MARKIERTER ZUSTAND · UMSETZEN · DIESER POSTEN | ANSETZEN · DIESER POSTEN | DANACH · KURZ · SCHLUSS | DANACH · DIESER POSTEN | DANACH · DIESER POSTEN	an der Teiladresse; den Posten halten; länger; diesen Posten; weiterleiten; den Posten umsetzen; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; weiterleiten; den Posten umsetzen; den Schritt schließen; den Zustand markieren; den Posten umsetzen; diesen Posten; die Station ansetzen; diesen Posten; danach; kurz; den Schritt schließen; danach; diesen Posten; danach; diesen Posten	NO
171	f82r	f82r	BIOLOGICAL	f82r.30	P	9	0	1	qoteey · raiin · cheol · qoteey · shedy · qokeey · lshedy · qokeedy · rag	DANACH · LANG · DIESER POSTEN | MARKIERTER ZUSTAND · SOLL-MASS | REGISTER-EINTRAG · LEITEN | DANACH · LANG · DIESER POSTEN | RUHESTUFE · SCHLUSS | ANSETZEN · LANG · DIESER POSTEN | WASCHEN/SPUELEN · KURZ · SCHLUSS | ANSETZEN · LANG · SCHLUSS | MARKIERTER ZUSTAND · LOKALE ADRESSE · G-KENNZEICHEN	danach; länger; diesen Posten; den Zustand markieren; nach Sollmaß; den Arbeitsinhalt verwenden; weiterleiten; danach; länger; diesen Posten; an der Station halten; den Schritt schließen; die Station ansetzen; länger; diesen Posten; die Station spülen; kurz; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; den Zustand markieren; an der lokalen Adresse; mit G-Kennzeichen	NO
172	f82r	f82r	BIOLOGICAL	f82r.31	P	9	0	0	cheol · ol · rsheedy · lchedy · qoty · lcheeor · qokain · cheedy · lched	REGISTER-EINTRAG · LEITEN | FORTSETZEN | MARKIERTER ZUSTAND · HALTEN · LANG · TEILADRESSE · DIESER POSTEN | LEITEN · UMSETZEN · SCHLUSS | DANACH · DIESER POSTEN | LEITEN · ENTNEHMEN/ABLESEN · LANG · ANSATZ/EINTRAG | ANSETZEN · PORTION | ENTNEHMEN/ABLESEN · LANG · TEILADRESSE · DIESER POSTEN | LEITEN · UMSETZEN	den Arbeitsinhalt verwenden; weiterleiten; fortsetzen; den Zustand markieren; den Posten halten; länger; an der Teiladresse; diesen Posten; weiterleiten; den Posten umsetzen; den Schritt schließen; danach; diesen Posten; weiterleiten; den Posten abnehmen; länger; mit dem Arbeitsansatz; die Station ansetzen; eine Portion; den Posten abnehmen; länger; an der Teiladresse; diesen Posten; weiterleiten; den Posten umsetzen	NO
173	f82r	f82r	BIOLOGICAL	f82r.32	P	9	0	0	taiin · shedaiin · chckhey · lchey · lcheckhy · sheey · lr · chey · rain	BEARBEITEN/MARKIEREN · SOLL-MASS | RUHESTUFE · SOLL-MASS | ENTNEHMEN/ABLESEN · DURCHLASS · KURZ · DIESER POSTEN | LEITEN · DIESER POSTEN | LEITEN · DURCHLASS · DIESER POSTEN | HALTEN · LANG · DIESER POSTEN | LEITEN · MARKIERTER ZUSTAND | DIESER POSTEN | MARKIERTER ZUSTAND · PORTION	den Abschnitt bedienen; nach Sollmaß; an der Station halten; nach Sollmaß; den Posten abnehmen; durch den Durchlass; kurz; diesen Posten; weiterleiten; diesen Posten; weiterleiten; durch den Durchlass; diesen Posten; den Posten halten; länger; diesen Posten; weiterleiten; den Zustand markieren; diesen Posten; den Zustand markieren; eine Portion	NO
174	f82r	f82r	BIOLOGICAL	f82r.33	P	6	0	0	sain · ol · cheol · ey · cheor · chey	KONTEXT/PROBE · PORTION | FORTSETZEN | REGISTER-EINTRAG · LEITEN | KURZ · DIESER POSTEN | REGISTER-EINTRAG · MARKIERTER ZUSTAND | DIESER POSTEN	die Station prüfen; eine Portion; fortsetzen; den Arbeitsinhalt verwenden; weiterleiten; kurz; diesen Posten; den Arbeitsinhalt verwenden; den Zustand markieren; diesen Posten	NO
175	f82r	f82r	BIOLOGICAL	f82r.34	L	1	1	1	okor	ANSETZEN · ANSATZ/EINTRAG	Bild-/Musterwert: Kennung am mehrere lokale Bad- und Leitungsstationen (f82r.34)	NO
176	f82r	f82r	BIOLOGICAL	f82r.35	L	1	1	1	darol	ZWEITE STUFE · MARKIERTER ZUSTAND · FORTSETZEN	Bild-/Musterwert: Kennung am mehrere lokale Bad- und Leitungsstationen (f82r.35)	NO
177	f82r	f82r	BIOLOGICAL	f82r.36	L	1	1	1	okal	ANSETZEN · ZIELSTELLE	Bild-/Musterwert: Kennung am mehrere lokale Bad- und Leitungsstationen (f82r.36)	NO
178	f82r	f82r	BIOLOGICAL	f82r.37	L	1	1	1	okaldy	ANSETZEN · ZIELSTELLE · SCHLUSS	Bild-/Musterwert: Kennung am mehrere lokale Bad- und Leitungsstationen (f82r.37)	NO
179	f82r	f82r	BIOLOGICAL	f82r.38	L	1	1	1	darary	ZWEITE STUFE · MARKIERTER ZUSTAND · QUELLSTELLE · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrere lokale Bad- und Leitungsstationen (f82r.38)	NO
180	f82r	f82r	BIOLOGICAL	f82r.39	L	1	1	1	okairady	ANSETZEN · LAUF · LOKALE ADRESSE · TEILADRESSE · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrere lokale Bad- und Leitungsstationen (f82r.39)	NO
181	f82r	f82r	BIOLOGICAL	f82r.40	L	1	1	1	sororl	KONTEXT/PROBE · ANSATZ/EINTRAG · ANSATZ/EINTRAG · LEITEN	Bild-/Musterwert: Kennung am mehrere lokale Bad- und Leitungsstationen (f82r.40)	NO
182	f82r	f82r	BIOLOGICAL	f82r.41	L	1	1	1	olkoky	FORTSETZEN · ZUORDNEN/ZUGEBEN · ANSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrere lokale Bad- und Leitungsstationen (f82r.41)	NO
183	f82r	f82r	BIOLOGICAL	f82r.42	L	1	1	1	sokoly	KONTEXT/PROBE · ANSETZEN · FORTSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrere lokale Bad- und Leitungsstationen (f82r.42)	NO
184	f82r	f82r	BIOLOGICAL	f82r.43	L	1	1	1	dolol	TEILADRESSE · FORTSETZEN · FORTSETZEN	Bild-/Musterwert: Kennung am mehrere lokale Bad- und Leitungsstationen (f82r.43)	NO
185	f82r	f82r	BIOLOGICAL	f82r.44	L	1	1	1	olaiin	FORTSETZEN · SOLL-MASS	Bild-/Musterwert: Kennung am mehrere lokale Bad- und Leitungsstationen (f82r.44)	NO
186	f82r	f82r	BIOLOGICAL	f82r.45	L	1	1	1	okeear	ANSETZEN · LANG · QUELLSTELLE	Bild-/Musterwert: Kennung am mehrere lokale Bad- und Leitungsstationen (f82r.45)	NO
187	f83r	f83r	BIOLOGICAL	f83r.1	P	7	0	1	tchedy · lpchedy · opedy · chepol · pchedar · shedy · qopchedy	BEARBEITEN/MARKIEREN · UMSETZEN · DIESER POSTEN | LEITEN · BEGINNEN/EINSETZEN · UMSETZEN · DIESER POSTEN | GANG · BEGINNEN/EINSETZEN · KURZ · SCHLUSS | ENTNEHMEN/ABLESEN · KURZ · BEGINNEN/EINSETZEN · FORTSETZEN | BEGINNEN/EINSETZEN · UMSETZEN · QUELLSTELLE | RUHESTUFE · SCHLUSS | GANG · BEGINNEN/EINSETZEN · UMSETZEN · DIESER POSTEN	den Abschnitt bedienen; den Posten umsetzen; diesen Posten; weiterleiten; die Station beginnen; den Posten umsetzen; diesen Posten; den Stationsgang ausführen; die Station beginnen; kurz; den Schritt schließen; den Posten abnehmen; kurz; die Station beginnen; fortsetzen; die Station beginnen; den Posten umsetzen; von der Quellstelle; an der Station halten; den Schritt schließen; den Stationsgang ausführen; die Station beginnen; den Posten umsetzen; diesen Posten	NO
188	f83r	f83r	BIOLOGICAL	f83r.2	P	11	0	0	sol · cheey · qokaiin · shol · lchs · shey · qoteedy · rches · ar · chedy · dor	FORTSETZEN | HALTEN · LANG · DIESER POSTEN | ANSETZEN · SOLL-MASS | HALTEN · FORTSETZEN | LEITEN · ENTNEHMEN/ABLESEN · KONTEXT/PROBE | HALTEN · KURZ · DIESER POSTEN | DANACH · LANG · SCHLUSS | MARKIERTER ZUSTAND · ENTNEHMEN/ABLESEN · KURZ · KONTEXT/PROBE | QUELLSTELLE | UMSETZEN · DIESER POSTEN | TEILADRESSE · ANSATZ/EINTRAG	fortsetzen; den Posten halten; länger; diesen Posten; die Station ansetzen; nach Sollmaß; den Posten halten; fortsetzen; weiterleiten; den Posten abnehmen; die Station prüfen; den Posten halten; kurz; diesen Posten; danach; länger; den Schritt schließen; den Zustand markieren; den Posten abnehmen; kurz; die Station prüfen; von der Quellstelle; den Posten umsetzen; diesen Posten; an der Teiladresse; mit dem Arbeitsansatz	NO
189	f83r	f83r	BIOLOGICAL	f83r.3	P	10	0	0	olkeedy · qotal · chkeedy · chey · daiin · chey · lchedy · qokaiin · qotal · dar	SAMMELSTELLE · LANG · SCHLUSS | DANACH · ZIELSTELLE | ZUSTAND BEHANDELN · LANG · SCHLUSS | DIESER POSTEN | SOLL-MASS | DIESER POSTEN | LEITEN · UMSETZEN · SCHLUSS | ANSETZEN · SOLL-MASS | DANACH · ZIELSTELLE | TEILADRESSE · QUELLSTELLE	an der Auffangstelle sammeln; länger; den Schritt schließen; danach; zur Zielstelle; den Stationszustand behandeln; länger; den Schritt schließen; diesen Posten; nach Sollmaß; diesen Posten; weiterleiten; den Posten umsetzen; den Schritt schließen; die Station ansetzen; nach Sollmaß; danach; zur Zielstelle; an der Teiladresse; von der Quellstelle	NO
190	f83r	f83r	BIOLOGICAL	f83r.4	P	9	0	0	qokshedy · chedy · qokedy · chkedy · daiin · shetar · shedy · qekaiin · chedy	ANSETZEN · HALTEN · KURZ · SCHLUSS | UMSETZEN · DIESER POSTEN | ANSETZEN · KURZ · SCHLUSS | ZUSTAND BEHANDELN · KURZ · TEILADRESSE · DIESER POSTEN | SOLL-MASS | HALTEN · KURZ · BEARBEITEN/MARKIEREN · QUELLSTELLE | RUHESTUFE · SCHLUSS | KURZ · ZUORDNEN/ZUGEBEN · SOLL-MASS | UMSETZEN · DIESER POSTEN	die Station ansetzen; den Posten halten; kurz; den Schritt schließen; den Posten umsetzen; diesen Posten; die Station ansetzen; kurz; den Schritt schließen; den Stationszustand behandeln; kurz; an der Teiladresse; diesen Posten; nach Sollmaß; den Posten halten; kurz; den Abschnitt bedienen; von der Quellstelle; an der Station halten; den Schritt schließen; kurz; den Posten einsetzen; nach Sollmaß; den Posten umsetzen; diesen Posten	NO
191	f83r	f83r	BIOLOGICAL	f83r.5	P	10	0	0	deey · qotaiin · checkhy · qoty · cheg · shedy · qokeey · rchedy · qoteedy · lo	TEILADRESSE · LANG · DIESER POSTEN | DANACH · SOLL-MASS | ENTNEHMEN/ABLESEN · KURZ · DURCHLASS · DIESER POSTEN | DANACH · DIESER POSTEN | ENTNEHMEN/ABLESEN · KURZ · G-KENNZEICHEN | RUHESTUFE · SCHLUSS | ANSETZEN · LANG · DIESER POSTEN | MARKIERTER ZUSTAND · UMSETZEN · DIESER POSTEN | DANACH · LANG · SCHLUSS | LEITEN · GANG	an der Teiladresse; länger; diesen Posten; danach; nach Sollmaß; den Posten abnehmen; kurz; durch den Durchlass; diesen Posten; danach; diesen Posten; den Posten abnehmen; kurz; mit lokalem G-Kennzeichen; an der Station halten; den Schritt schließen; die Station ansetzen; länger; diesen Posten; den Zustand markieren; den Posten umsetzen; diesen Posten; danach; länger; den Schritt schließen; weiterleiten; den Stationsgang ausführen	NO
192	f83r	f83r	BIOLOGICAL	f83r.6	P	9	0	0	schedy · chedchy · qokal · olchedy · qokaiin · chedy · qokeedy · lchedy · qoky	UMSETZEN · SCHLUSS | UMSETZEN · DIESER POSTEN | ANSETZEN · ZIELSTELLE | FORTSETZEN · UMSETZEN · SCHLUSS | ANSETZEN · SOLL-MASS | UMSETZEN · DIESER POSTEN | ANSETZEN · LANG · SCHLUSS | LEITEN · UMSETZEN · SCHLUSS | ANSETZEN · DIESER POSTEN	den Posten umsetzen; den Schritt schließen; den Posten umsetzen; diesen Posten; die Station ansetzen; zur Zielstelle; fortsetzen; den Posten umsetzen; den Schritt schließen; die Station ansetzen; nach Sollmaß; den Posten umsetzen; diesen Posten; die Station ansetzen; länger; den Schritt schließen; weiterleiten; den Posten umsetzen; den Schritt schließen; die Station ansetzen; diesen Posten	NO
193	f83r	f83r	BIOLOGICAL	f83r.7	P	10	0	0	solshed · lsheedy · qeeedy · qoky · o · qol · rsheedy · qokedy · qoteedy · qoteedy	KONTEXT/PROBE · FORTSETZEN · RUHESTUFE | WASCHEN/SPUELEN · LANG · TEILADRESSE · DIESER POSTEN | VOLL · TEILADRESSE · DIESER POSTEN | ANSETZEN · DIESER POSTEN | GANG | FORTSETZEN | MARKIERTER ZUSTAND · HALTEN · LANG · TEILADRESSE · DIESER POSTEN | ANSETZEN · KURZ · SCHLUSS | DANACH · LANG · SCHLUSS | DANACH · LANG · SCHLUSS	die Station prüfen; fortsetzen; an der Station halten; die Station spülen; länger; an der Teiladresse; diesen Posten; vollständig; an der Teiladresse; diesen Posten; die Station ansetzen; diesen Posten; den Stationsgang ausführen; fortsetzen; den Zustand markieren; den Posten halten; länger; an der Teiladresse; diesen Posten; die Station ansetzen; kurz; den Schritt schließen; danach; länger; den Schritt schließen; danach; länger; den Schritt schließen	NO
194	f83r	f83r	BIOLOGICAL	f83r.8	P	6	0	0	pchedal · otedy · shecthedchy · qoky · chedy · chary	BEGINNEN/EINSETZEN · UMSETZEN · ZIELSTELLE | DANACH · KURZ · SCHLUSS | HALTEN · KURZ · STATUS · UMSETZEN · DIESER POSTEN | ANSETZEN · DIESER POSTEN | UMSETZEN · DIESER POSTEN | QUELLSTELLE · DIESER POSTEN	die Station beginnen; den Posten umsetzen; zur Zielstelle; danach; kurz; den Schritt schließen; den Posten halten; kurz; den Stationsstatus prüfen; den Posten umsetzen; diesen Posten; die Station ansetzen; diesen Posten; den Posten umsetzen; diesen Posten; von der Quellstelle; diesen Posten	NO
195	f83r	f83r	BIOLOGICAL	f83r.9	P	9	0	2	pchor · checphedy · qokedy · lsheedy · qokchdy · r · shedkedy · qopshdy · qopy	BEGINNEN/EINSETZEN · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG | ENTNEHMEN/ABLESEN · KURZ · GEGEN-/EMPFANGSGANG · KURZ · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | WASCHEN/SPUELEN · LANG · TEILADRESSE · DIESER POSTEN | ANSETZEN · UMSETZEN · SCHLUSS | MARKIERTER ZUSTAND | RUHESTUFE · ZUORDNEN/ZUGEBEN · KURZ · TEILADRESSE · DIESER POSTEN | GANG · BEGINNEN/EINSETZEN · HALTEN · TEILADRESSE · DIESER POSTEN | GANG · BEGINNEN/EINSETZEN · DIESER POSTEN	die Station beginnen; den Posten abnehmen; mit dem Arbeitsansatz; den Posten abnehmen; kurz; zum Gegenlauf oder Empfänger zurückführen; kurz; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; die Station spülen; länger; an der Teiladresse; diesen Posten; die Station ansetzen; den Posten umsetzen; den Schritt schließen; den Zustand markieren; an der Station halten; den Posten einsetzen; kurz; an der Teiladresse; diesen Posten; den Stationsgang ausführen; die Station beginnen; den Posten halten; an der Teiladresse; diesen Posten; den Stationsgang ausführen; die Station beginnen; diesen Posten	NO
196	f83r	f83r	BIOLOGICAL	f83r.10	P	13	0	1	olkeey · rchs · cheeb · ols · aiin · skal · dain · cthal · s · aiin · chky · lal · sam	SAMMELSTELLE · LANG · DIESER POSTEN | MARKIERTER ZUSTAND · ENTNEHMEN/ABLESEN · KONTEXT/PROBE | ENTNEHMEN/ABLESEN · LANG · B-KENNZEICHEN | FORTSETZEN · KONTEXT/PROBE | SOLL-MASS | KONTEXT/PROBE · ZUORDNEN/ZUGEBEN · ZIELSTELLE | PORTION | STATUS · ZIELSTELLE | KONTEXT/PROBE | SOLL-MASS | ZUSTAND BEHANDELN · DIESER POSTEN | LEITEN · ZIELSTELLE | KONTEXT/PROBE · GEGEN-/INNENFELD	an der Auffangstelle sammeln; länger; diesen Posten; den Zustand markieren; den Posten abnehmen; die Station prüfen; den Posten abnehmen; länger; mit lokalem B-Kennzeichen; fortsetzen; die Station prüfen; nach Sollmaß; die Station prüfen; den Posten einsetzen; zur Zielstelle; eine Portion; den Stationsstatus prüfen; zur Zielstelle; die Station prüfen; nach Sollmaß; den Stationszustand behandeln; diesen Posten; weiterleiten; zur Zielstelle; die Station prüfen; am Gegen-/Innenfeld	NO
197	f83r	f83r	BIOLOGICAL	f83r.11	P	10	0	0	sor · shedy · qokaiin · chkain · shcthey · qokedy · okair · sheedy · lchedy · lo	KONTEXT/PROBE · ANSATZ/EINTRAG | RUHESTUFE · SCHLUSS | ANSETZEN · SOLL-MASS | ZUSTAND BEHANDELN · PORTION | HALTEN · STATUS · KURZ · DIESER POSTEN | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · LAUF | HALTEN · LANG · SCHLUSS | LEITEN · UMSETZEN · SCHLUSS | LEITEN · GANG	die Station prüfen; mit dem Arbeitsansatz; an der Station halten; den Schritt schließen; die Station ansetzen; nach Sollmaß; den Stationszustand behandeln; eine Portion; den Posten halten; den Stationsstatus prüfen; kurz; diesen Posten; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; entlang des Laufs; den Posten halten; länger; den Schritt schließen; weiterleiten; den Posten umsetzen; den Schritt schließen; weiterleiten; den Stationsgang ausführen	NO
198	f83r	f83r	BIOLOGICAL	f83r.12	P	9	0	0	qockhol · sheckhy · otal · qokeal · sheckhdy · al · okedy · qokedy · qokal	GANG · DURCHLASS · FORTSETZEN | HALTEN · KURZ · DURCHLASS · DIESER POSTEN | DANACH · ZIELSTELLE | ANSETZEN · KURZ · ZIELSTELLE | HALTEN · KURZ · DURCHLASS · TEILADRESSE · DIESER POSTEN | ZIELSTELLE | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · ZIELSTELLE	den Stationsgang ausführen; durch den Durchlass; fortsetzen; den Posten halten; kurz; durch den Durchlass; diesen Posten; danach; zur Zielstelle; die Station ansetzen; kurz; zur Zielstelle; den Posten halten; kurz; durch den Durchlass; an der Teiladresse; diesen Posten; zur Zielstelle; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; zur Zielstelle	NO
199	f83r	f83r	BIOLOGICAL	f83r.13	P	10	0	2	salcheol · tar · shedy · s · altedy · sair · qokedy · qedy · lchcphedy · ldar	KONTEXT/PROBE · ZIELSTELLE · REGISTER-EINTRAG · LEITEN | BEARBEITEN/MARKIEREN · QUELLSTELLE | RUHESTUFE · SCHLUSS | KONTEXT/PROBE | ZIELSTELLE · BEARBEITEN/MARKIEREN · KURZ · TEILADRESSE · DIESER POSTEN | KONTEXT/PROBE · LAUF | ANSETZEN · KURZ · SCHLUSS | KURZ · SCHLUSS | LEITEN · ENTNEHMEN/ABLESEN · GEGEN-/EMPFANGSGANG · KURZ · SCHLUSS | LEITEN · ZWEITE STUFE · MARKIERTER ZUSTAND	die Station prüfen; zur Zielstelle; den Arbeitsinhalt verwenden; weiterleiten; den Abschnitt bedienen; von der Quellstelle; an der Station halten; den Schritt schließen; die Station prüfen; zur Zielstelle; den Abschnitt bedienen; kurz; an der Teiladresse; diesen Posten; die Station prüfen; entlang des Laufs; die Station ansetzen; kurz; den Schritt schließen; kurz; den Schritt schließen; weiterleiten; den Posten abnehmen; zum Gegenlauf oder Empfänger zurückführen; kurz; den Schritt schließen; weiterleiten; auf der zweiten Stufe; den Zustand markieren	NO
200	f83r	f83r	BIOLOGICAL	f83r.14	P	10	0	0	qokchedy · qokeedy · shedy · qokshedy · dal · lchedy · qokaiin · shcthy · dal · sy	ANSETZEN · UMSETZEN · DIESER POSTEN | ANSETZEN · LANG · SCHLUSS | RUHESTUFE · SCHLUSS | ANSETZEN · HALTEN · KURZ · SCHLUSS | ZIELSTELLE | LEITEN · UMSETZEN · SCHLUSS | ANSETZEN · SOLL-MASS | HALTEN · STATUS · DIESER POSTEN | ZIELSTELLE | DIESER POSTEN	die Station ansetzen; den Posten umsetzen; diesen Posten; die Station ansetzen; länger; den Schritt schließen; an der Station halten; den Schritt schließen; die Station ansetzen; den Posten halten; kurz; den Schritt schließen; zur Zielstelle; weiterleiten; den Posten umsetzen; den Schritt schließen; die Station ansetzen; nach Sollmaß; den Posten halten; den Stationsstatus prüfen; diesen Posten; zur Zielstelle; diesen Posten	NO
201	f83r	f83r	BIOLOGICAL	f83r.15	P	9	0	0	saiin · shedal · shecthy · chey · tal · shcthy · dalchdy · qotchedy · lchedy	KONTEXT/PROBE · SOLL-MASS | RUHESTUFE · ZIELSTELLE | HALTEN · KURZ · STATUS · DIESER POSTEN | DIESER POSTEN | BEARBEITEN/MARKIEREN · ZIELSTELLE | HALTEN · STATUS · DIESER POSTEN | ZIELSTELLE · UMSETZEN · SCHLUSS | DANACH · UMSETZEN · SCHLUSS | LEITEN · UMSETZEN · SCHLUSS	die Station prüfen; nach Sollmaß; an der Station halten; zur Zielstelle; den Posten halten; kurz; den Stationsstatus prüfen; diesen Posten; diesen Posten; den Abschnitt bedienen; zur Zielstelle; den Posten halten; den Stationsstatus prüfen; diesen Posten; zur Zielstelle; den Posten umsetzen; den Schritt schließen; danach; den Posten umsetzen; den Schritt schließen; weiterleiten; den Posten umsetzen; den Schritt schließen	NO
202	f83r	f83r	BIOLOGICAL	f83r.16	P	8	0	0	tchedy · qokchdy · cheedar · chldaiin · chedy · qokain · checthy · chealror	BEARBEITEN/MARKIEREN · UMSETZEN · DIESER POSTEN | ANSETZEN · UMSETZEN · SCHLUSS | LANG · QUELLSTELLE | LEITEN · SOLL-MASS | UMSETZEN · DIESER POSTEN | ANSETZEN · PORTION | STATUS · DIESER POSTEN | ZIELSTELLE · MARKIERTER ZUSTAND · ANSATZ/EINTRAG	den Abschnitt bedienen; den Posten umsetzen; diesen Posten; die Station ansetzen; den Posten umsetzen; den Schritt schließen; länger; von der Quellstelle; weiterleiten; nach Sollmaß; den Posten umsetzen; diesen Posten; die Station ansetzen; eine Portion; den Stationsstatus prüfen; diesen Posten; zur Zielstelle; den Zustand markieren; mit dem Arbeitsansatz	NO
203	f83r	f83r	BIOLOGICAL	f83r.17	P	6	0	0	dcheokedy · lkeed · shckhey · ytaiin · shechy · schety	TEILADRESSE · REGISTER-EINTRAG · ZUORDNEN/ZUGEBEN · KURZ · TEILADRESSE · DIESER POSTEN | LEITEN · ZUORDNEN/ZUGEBEN · LANG · TEILADRESSE | HALTEN · DURCHLASS · KURZ · DIESER POSTEN | DIESER POSTEN · BEARBEITEN/MARKIEREN · SOLL-MASS | HALTEN · KURZ · ENTNEHMEN/ABLESEN · DIESER POSTEN | KONTEXT/PROBE · ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · DIESER POSTEN	an der Teiladresse; den Arbeitsinhalt verwenden; den Posten einsetzen; kurz; an der Teiladresse; diesen Posten; weiterleiten; den Posten einsetzen; länger; an der Teiladresse; den Posten halten; durch den Durchlass; kurz; diesen Posten; diesen Posten; den Abschnitt bedienen; nach Sollmaß; den Posten halten; kurz; den Posten abnehmen; diesen Posten; die Station prüfen; den Posten abnehmen; kurz; den Abschnitt bedienen; diesen Posten	NO
204	f83r	f83r	BIOLOGICAL	f83r.18	P	9	0	1	pdalshdy · shocphedy · otor · shedy · opshedy · otshdy · qokedol · shdy · soldy	BEGINNEN/EINSETZEN · ZWEITE STUFE · WASCHEN/SPUELEN · TEILADRESSE · DIESER POSTEN | HALTEN · GANG · GEGEN-/EMPFANGSGANG · KURZ · SCHLUSS | DANACH · ANSATZ/EINTRAG | RUHESTUFE · SCHLUSS | GANG · BEGINNEN/EINSETZEN · RUHESTUFE · DIESER POSTEN | DANACH · HALTEN · TEILADRESSE · DIESER POSTEN | ANSETZEN · KURZ · TEILADRESSE · FORTSETZEN | HALTEN · TEILADRESSE · DIESER POSTEN | KONTEXT/PROBE · FORTSETZEN · TEILADRESSE · DIESER POSTEN	die Station beginnen; auf der zweiten Stufe; die Station spülen; an der Teiladresse; diesen Posten; den Posten halten; den Stationsgang ausführen; zum Gegenlauf oder Empfänger zurückführen; kurz; den Schritt schließen; danach; mit dem Arbeitsansatz; an der Station halten; den Schritt schließen; den Stationsgang ausführen; die Station beginnen; an der Station halten; diesen Posten; danach; den Posten halten; an der Teiladresse; diesen Posten; die Station ansetzen; kurz; an der Teiladresse; fortsetzen; den Posten halten; an der Teiladresse; diesen Posten; die Station prüfen; fortsetzen; an der Teiladresse; diesen Posten	NO
