dictionary_entry_id	surface	register	usage_class	component_recipe	meaning_mode	owner_binding_required	events	physical_pages	loci	atomic_default_de	fluent_default_de
P912-D0696	olkar	BIOLOGICAL	PROSE	SOLK+AR	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.3	SAMMELSTELLE · QUELLSTELLE	an der Auffangstelle sammeln; von der Quellstelle
P912-D0697	olkedy	BIOLOGICAL	PROSE	SOLK+E+DY	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.34	SAMMELSTELLE · KURZ · SCHLUSS	an der Auffangstelle sammeln; kurz; den Schritt schließen
P912-D0698	olkeechy	HERBAL	PROSE	OL+K+EE+CH+Y	NEW_COMPONENT_COMPOSITION	NO	1	f55v	f55v.12	FORTSETZEN · ZUORDNEN/ZUGEBEN · LANG · ENTNEHMEN/ABLESEN · DIESER POSTEN	fortsetzen; Material zugeben; länger; den Pflanzenteil entnehmen; diesen Posten
P912-D0699	olkeedy	BIOLOGICAL	PROSE	SOLK+EE+DY	LEARNED_COMPONENT_RECIPE	NO	5	f75r|f81v|f83r	f75r.39|f81v.26|f81v.27|f81v.3|f83r.3	SAMMELSTELLE · LANG · SCHLUSS	an der Auffangstelle sammeln; länger; den Schritt schließen
P912-D0700	olkeey	BIOLOGICAL	PROSE	SOLK+EE+Y	LEARNED_COMPONENT_RECIPE	NO	2	f75r|f83r	f75r.24|f83r.10	SAMMELSTELLE · LANG · DIESER POSTEN	an der Auffangstelle sammeln; länger; diesen Posten
P912-D0701	olkeey	PHARMA	PROSE	SOLK+EE+Y	LEARNED_COMPONENT_RECIPE	NO	1	f88r	f88r.26	SAMMELSTELLE · LANG · DIESER POSTEN	im Gefäß sammeln; länger; diesen Posten
P912-D0702	olkeol	BIOLOGICAL	PROSE	OL+K+E+OL	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.26	FORTSETZEN · ZUORDNEN/ZUGEBEN · KURZ · FORTSETZEN	fortsetzen; den Posten einsetzen; kurz; fortsetzen
P912-D0703	olkoky	BIOLOGICAL	LABEL	OL+K+OK+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f82r	f82r.41	FORTSETZEN · ZUORDNEN/ZUGEBEN · ANSETZEN · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0704	olky	BIOLOGICAL	PROSE	SOLK+Y	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.6	SAMMELSTELLE · DIESER POSTEN	an der Auffangstelle sammeln; diesen Posten
P912-D0705	olol	ZODIAC	PROSE	OL+OL	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.30	FORTSETZEN · FORTSETZEN	fortsetzen; fortsetzen
P912-D0706	olom	BIOLOGICAL	PROSE	OL+O+AM_ADDR	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.30	FORTSETZEN · GANG · GEGEN-/INNENFELD	fortsetzen; den Stationsgang ausführen; am Gegen-/Innenfeld
P912-D0707	olor	BIOLOGICAL	PROSE	OL+OR	LEARNED_COMPONENT_RECIPE	NO	3	f75r|f81v	f75r.46|f81v.7|f81v.9	FORTSETZEN · ANSATZ/EINTRAG	fortsetzen; mit dem Arbeitsansatz
P912-D0708	olor	ZODIAC	LABEL	OL+OR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f68r1	f68r1.20	FORTSETZEN · ANSATZ/EINTRAG	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0709	olqo	BIOLOGICAL	PROSE	OL+CARRIER_Q+O	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.12	FORTSETZEN · GANG	fortsetzen; den Stationsgang ausführen
P912-D0710	ols	BIOLOGICAL	PROSE	OL+S	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.10	FORTSETZEN · KONTEXT/PROBE	fortsetzen; die Station prüfen
P912-D0711	ols	ZODIAC	LABEL	OL+S	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.2	FORTSETZEN · KONTEXT/PROBE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0712	olsaiin	BIOLOGICAL	LABEL	OL+S+AIIN	OWNER_BOUND_COMPOUND_LABEL	YES	1	f83r	f83r.46	FORTSETZEN · KONTEXT/PROBE · SOLL-MASS	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0713	olsaly	BIOLOGICAL	PROSE	OL+AL+Y	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.24	FORTSETZEN · ZIELSTELLE · DIESER POSTEN	fortsetzen; zur Zielstelle; diesen Posten
P912-D0714	olshedy	BIOLOGICAL	PROSE	OL+SH+E+DY	LEARNED_COMPONENT_RECIPE	NO	3	f75r	f75r.12|f75r.13|f75r.14	FORTSETZEN · HALTEN · KURZ · SCHLUSS	fortsetzen; den Posten halten; kurz; den Schritt schließen
P912-D0715	olsheedy	BIOLOGICAL	PROSE	OL+SH+EE+DY	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.5	FORTSETZEN · HALTEN · LANG · SCHLUSS	fortsetzen; den Posten halten; länger; den Schritt schließen
P912-D0716	olsheody	PHARMA	PROSE	O+LSH+E+O+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.21	GANG · WASCHEN/SPUELEN · KURZ · GANG · TEILADRESSE · DIESER POSTEN	den Zubereitungsgang ausführen; das Gefäß spülen; kurz; den Zubereitungsgang ausführen; an der Teiladresse; diesen Posten
P912-D0717	oltchy	HERBAL	PROSE	OL+T+Y	LEARNED_COMPONENT_RECIPE	NO	1	f55v	f55v.11	FORTSETZEN · BEARBEITEN/MARKIEREN · DIESER POSTEN	fortsetzen; den Teil bearbeiten; diesen Posten
P912-D0718	oltedy	BIOLOGICAL	PROSE	OL+T+E+DY	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.34	FORTSETZEN · BEARBEITEN/MARKIEREN · KURZ · SCHLUSS	fortsetzen; den Abschnitt bedienen; kurz; den Schritt schließen
P912-D0719	oly	BIOLOGICAL	PROSE	OL+Y	LEARNED_COMPONENT_RECIPE	NO	4	f75r|f82r	f75r.11|f75r.12|f75r.18|f82r.28	FORTSETZEN · DIESER POSTEN	fortsetzen; diesen Posten
P912-D0720	oly	ZODIAC	PROSE	OL+Y	LEARNED_COMPONENT_RECIPE	NO	1	f67r2	f67r2.72	FORTSETZEN · DIESER POSTEN	fortsetzen; diesen Posten
P912-D0721	oly	ZODIAC	RING_TEXT	OL+Y	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.1	FORTSETZEN · DIESER POSTEN	fortsetzen; diesen Posten
P912-D0722	om	PHARMA	PROSE	O+AM_ADDR	NEW_COMPONENT_COMPOSITION	NO	2	f88r	f88r.9	GANG · GEGEN-/INNENFELD	den Zubereitungsgang ausführen; am Gegen-/Innenfeld
P912-D0723	oparchy	ZODIAC	PROSE	O+P+AR+CH+Y	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.23	GANG · BEGINNEN/EINSETZEN · QUELLSTELLE · ENTNEHMEN/ABLESEN · DIESER POSTEN	den Ringgang lesen; den Eintrag beginnen; von der Quellstelle; die Kennung ablesen; diesen Posten
P912-D0724	opcheeol	ZODIAC	PROSE	O+P+CH+EE+OL	NEW_COMPONENT_COMPOSITION	NO	1	f68r1	f68r1.1	GANG · BEGINNEN/EINSETZEN · ENTNEHMEN/ABLESEN · LANG · FORTSETZEN	den Ringgang lesen; den Eintrag beginnen; die Kennung ablesen; länger; fortsetzen
P912-D0725	opcheoldair	ZODIAC	RING_TEXT	O+P+CH+E+OL+D_ADDR+AIR	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.1	GANG · BEGINNEN/EINSETZEN · ENTNEHMEN/ABLESEN · KURZ · FORTSETZEN · TEILADRESSE · LAUF	den Ringgang lesen; den Eintrag beginnen; die Kennung ablesen; kurz; fortsetzen; an der Teiladresse; entlang des Laufs
P912-D0726	opchey	ZODIAC	LABEL	O+P+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v1.3	GANG · BEGINNEN/EINSETZEN · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0727	opcholdy	ZODIAC	LABEL	O+P+OL+D_ADDR+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.31	GANG · BEGINNEN/EINSETZEN · FORTSETZEN · TEILADRESSE · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0728	opchor	HERBAL	PROSE	O+P+CH+OR	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.1	GANG · BEGINNEN/EINSETZEN · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	den Verarbeitungsgang ausführen; den Teil einsetzen; den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-D0729	opchy	HERBAL	PROSE	O+P+Y	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.1	GANG · BEGINNEN/EINSETZEN · DIESER POSTEN	den Verarbeitungsgang ausführen; den Teil einsetzen; diesen Posten
P912-D0730	opedy	BIOLOGICAL	PROSE	O+P+E+DY	REPAIRED_COMPONENT_COMPOSITION	NO	1	f83r	f83r.1	GANG · BEGINNEN/EINSETZEN · KURZ · SCHLUSS	den Stationsgang ausführen; die Station beginnen; kurz; den Schritt schließen
P912-D0731	opodchol	ZODIAC	PROSE	O+P+O+D_ADDR+OL	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.13	GANG · BEGINNEN/EINSETZEN · GANG · TEILADRESSE · FORTSETZEN	den Ringgang lesen; den Eintrag beginnen; den Ringgang lesen; an der Teiladresse; fortsetzen
P912-D0732	opotey	ZODIAC	RING_TEXT	O+P+O+T+E+Y	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.12	GANG · BEGINNEN/EINSETZEN · GANG · BEARBEITEN/MARKIEREN · KURZ · DIESER POSTEN	den Ringgang lesen; den Eintrag beginnen; den Ringgang lesen; die Stelle markieren; kurz; diesen Posten
P912-D0733	opshedy	BIOLOGICAL	PROSE	O+P+SHED+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.18	GANG · BEGINNEN/EINSETZEN · RUHESTUFE · DIESER POSTEN	den Stationsgang ausführen; die Station beginnen; an der Station halten; diesen Posten
P912-D0734	opysam	ZODIAC	LABEL	O+P+Y+S_ADDR+AM_ADDR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v2.13	GANG · BEGINNEN/EINSETZEN · DIESER POSTEN · S-ADRESSE · GEGEN-/INNENFELD	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0735	oqokain	BIOLOGICAL	PROSE	O+OK+AIN	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.21	GANG · ANSETZEN · PORTION	den Stationsgang ausführen; die Station ansetzen; eine Portion
P912-D0736	oqotor	HERBAL	PROSE	O+OT+OR	NEW_COMPONENT_COMPOSITION	NO	1	f10r	f10r.10	GANG · DANACH · ANSATZ/EINTRAG	den Verarbeitungsgang ausführen; danach; mit dem Pflanzenansatz
P912-D0737	or	BIOLOGICAL	PROSE	OR	LEARNED_COMPONENT_RECIPE	NO	7	f75r|f81v|f82r|f83r	f75r.15|f75r.21|f75r.22|f75r.3|f81v.8|f82r.16|f83r.38	ANSATZ/EINTRAG	mit dem Arbeitsansatz
P912-D0738	or	HERBAL	PROSE	OR	LEARNED_COMPONENT_RECIPE	NO	6	f10r|f55v	f10r.3|f10r.4|f55v.11|f55v.7|f55v.9	ANSATZ/EINTRAG	mit dem Pflanzenansatz
P912-D0739	or	PHARMA	PROSE	OR	LEARNED_COMPONENT_RECIPE	NO	5	f88r	f88r.10|f88r.27|f88r.28|f88r.9	ANSATZ/EINTRAG	mit dem Gefäßansatz
P912-D0740	or	ZODIAC	PROSE	OR	LEARNED_COMPONENT_RECIPE	NO	1	f67r2	f67r2.36	ANSATZ/EINTRAG	mit dem lokalen Eintrag
P912-D0741	orain	HERBAL	PROSE	OR+AIN	LEARNED_COMPONENT_RECIPE	NO	1	f55v	f55v.11	ANSATZ/EINTRAG · PORTION	mit dem Pflanzenansatz; eine Portion
P912-D0742	orald	PHARMA	LABEL	OR+AL+D_ADDR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f88r	f88r.3	ANSATZ/EINTRAG · ZIELSTELLE · TEILADRESSE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0743	oraly	ZODIAC	PROSE	OR+AL+Y	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.46	ANSATZ/EINTRAG · ZIELSTELLE · DIESER POSTEN	mit dem lokalen Eintrag; zur Zielstelle; diesen Posten
P912-D0744	oram	PHARMA	LABEL	OR+A_ADDR+AM_ADDR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f88r	f88r.13	ANSATZ/EINTRAG · LOKALE ADRESSE · GEGEN-/INNENFELD	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0745	oran	ZODIAC	LABEL	OR+AN	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.71	ANSATZ/EINTRAG · ZUSATZ	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0746	orchey	BIOLOGICAL	PROSE	OR+Y	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.3	ANSATZ/EINTRAG · DIESER POSTEN	mit dem Arbeitsansatz; diesen Posten
P912-D0747	orchor	PHARMA	PROSE	OR+CH+OR	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.18	ANSATZ/EINTRAG · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	mit dem Gefäßansatz; die Zutat entnehmen; mit dem Gefäßansatz
P912-D0748	oroldair	BIOLOGICAL	LABEL	OR+OL+D_ADDR+AIR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f82r	f82r.10	ANSATZ/EINTRAG · FORTSETZEN · TEILADRESSE · LAUF	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0749	ory	BIOLOGICAL	PROSE	OR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.18	ANSATZ/EINTRAG · DIESER POSTEN	mit dem Arbeitsansatz; diesen Posten
P912-D0750	os	HERBAL	PROSE	OS	LEARNED_COMPONENT_RECIPE	NO	2	f10r|f55v	f10r.2|f55v.3	AUCH	ebenfalls
P912-D0751	os	ZODIAC	PROSE	OS	LEARNED_COMPONENT_RECIPE	NO	2	f67r2	f67r2.43|f67r2.49	AUCH	ebenfalls
P912-D0752	osain	HERBAL	PROSE	O+S+AIN	NEW_COMPONENT_COMPOSITION	NO	1	f10r	f10r.10	GANG · KONTEXT/PROBE · PORTION	den Verarbeitungsgang ausführen; prüfen oder weitergehen; eine Portion
P912-D0753	osal	PHARMA	LABEL	O+S+AL	OWNER_BOUND_COMPOUND_LABEL	YES	1	f88r	f88r.2	GANG · KONTEXT/PROBE · ZIELSTELLE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0754	osar	ZODIAC	LABEL	O+S+AR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.70	GANG · KONTEXT/PROBE · QUELLSTELLE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0755	osdaiin	ZODIAC	LABEL	O+S+D_ADDR+AIIN	OWNER_BOUND_COMPOUND_LABEL	YES	1	f68r1	f68r1.34	GANG · KONTEXT/PROBE · TEILADRESSE · SOLL-MASS	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0756	oshedy	BIOLOGICAL	PROSE	O+SHED+Y	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.25	GANG · RUHESTUFE · DIESER POSTEN	den Stationsgang ausführen; an der Station halten; diesen Posten
P912-D0757	ot	ZODIAC	RING_TEXT	OT	NEW_COMPONENT_COMPOSITION	NO	1	f69v	f69v.1	DANACH	danach
P912-D0758	otaiin	BIOLOGICAL	PROSE	OT+AIIN	LEARNED_COMPONENT_RECIPE	NO	2	f83r	f83r.22|f83r.24	DANACH · SOLL-MASS	danach; nach Sollmaß
P912-D0759	otaiin	ZODIAC	RING_TEXT	OT+AIIN	LEARNED_COMPONENT_RECIPE	NO	3	f70v	f70v1.1|f70v2.32	DANACH · SOLL-MASS	danach; nach Sollmaß
P912-D0760	otain	BIOLOGICAL	LABEL	OT+AIN	OWNER_BOUND_COMPOUND_LABEL	YES	1	f81v	f81v.28	DANACH · PORTION	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0761	otain	BIOLOGICAL	PROSE	OT+AIN	LEARNED_COMPONENT_RECIPE	NO	3	f75r|f81v|f82r	f75r.18|f81v.5|f82r.18	DANACH · PORTION	danach; eine Portion
P912-D0762	otair	ZODIAC	RING_TEXT	OT+AIR	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.21	DANACH · LAUF	danach; entlang des Laufs
P912-D0763	otakaizan	ZODIAC	LABEL	OT+A_ADDR+K+AIN+Z_ADDR+AN	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v1.4	DANACH · LOKALE ADRESSE · ZUORDNEN/ZUGEBEN · PORTION · Z-BEZUG · ZUSATZ	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0764	otaky	HERBAL	PROSE	OT+A_ADDR+K+Y	NEW_COMPONENT_COMPOSITION	NO	1	f55v	f55v.9	DANACH · LOKALE ADRESSE · ZUORDNEN/ZUGEBEN · DIESER POSTEN	danach; an der lokalen Adresse; Material zugeben; diesen Posten
P912-D0765	otal	BIOLOGICAL	PROSE	OT+AL	LEARNED_COMPONENT_RECIPE	NO	2	f83r	f83r.12|f83r.25	DANACH · ZIELSTELLE	danach; zur Zielstelle
P912-D0766	otal	ZODIAC	LABEL	OT+AL	OWNER_BOUND_COMPOUND_LABEL	YES	3	f70v	f70v1.11|f70v1.16|f70v2.16	DANACH · ZIELSTELLE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0767	otal	ZODIAC	RING_TEXT	OT+AL	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.32	DANACH · ZIELSTELLE	danach; zur Zielstelle
P912-D0768	otalaiin	ZODIAC	LABEL	OT+AL+AIIN	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v1.14	DANACH · ZIELSTELLE · SOLL-MASS	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0769	otalal	ZODIAC	RING_TEXT	OT+AL+AL	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.1	DANACH · ZIELSTELLE · ZIELSTELLE	danach; zur Zielstelle; zur Zielstelle
P912-D0770	otalalg	ZODIAC	LABEL	OT+AL+AL+G_LABEL	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v2.2	DANACH · ZIELSTELLE · ZIELSTELLE · G-KENNZEICHEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0771	otalam	ZODIAC	LABEL	OT+AL+AM_ADDR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v2.25	DANACH · ZIELSTELLE · GEGEN-/INNENFELD	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0772	otalar	ZODIAC	LABEL	OT+AL+AR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v2.24	DANACH · ZIELSTELLE · QUELLSTELLE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0773	otalchy	ZODIAC	LABEL	OT+AL+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v1.2	DANACH · ZIELSTELLE · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0774	otald	ZODIAC	LABEL	OT+AL+D_LABEL	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v2.10	DANACH · ZIELSTELLE · D-KENNZEICHEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0775	otaldal	ZODIAC	RING_TEXT	OT+AL+AL	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.3	DANACH · ZIELSTELLE · ZIELSTELLE	danach; zur Zielstelle; zur Zielstelle
P912-D0776	otaldar	ZODIAC	LABEL	OT+AL+D_ADDR+AR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v2.11	DANACH · ZIELSTELLE · TEILADRESSE · QUELLSTELLE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0777	otaldy	PHARMA	LABEL	OT+AL+DY	OWNER_BOUND_COMPOUND_LABEL	YES	1	f88r	f88r.12	DANACH · ZIELSTELLE · SCHLUSS	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0778	otaldy	ZODIAC	LABEL	OT+AL+DY	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v2.17	DANACH · ZIELSTELLE · SCHLUSS	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0779	otaly	PHARMA	LABEL	OT+AL+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f88r	f88r.6	DANACH · ZIELSTELLE · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0780	otaly	ZODIAC	LABEL	OT+AL+Y	OWNER_BOUND_COMPOUND_LABEL	YES	2	f70v	f70v1.6|f70v2.15	DANACH · ZIELSTELLE · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0781	otam	BIOLOGICAL	PROSE	OT+AM_ADDR	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.44	DANACH · GEGEN-/INNENFELD	danach; am Gegen-/Innenfeld
P912-D0782	otam	HERBAL	PROSE	OT+AM_ADDR	LEARNED_COMPONENT_RECIPE	NO	1	f55v	f55v.12	DANACH · GEGEN-/INNENFELD	danach; am Gegen-/Innenfeld
P912-D0783	otam	PHARMA	PROSE	OT+AM_ADDR	LEARNED_COMPONENT_RECIPE	NO	1	f88r	f88r.9	DANACH · GEGEN-/INNENFELD	danach; am Gegen-/Innenfeld
P912-D0784	otar	BIOLOGICAL	PROSE	OT+AR	LEARNED_COMPONENT_RECIPE	NO	7	f75r|f81v	f75r.14|f75r.27|f75r.34|f75r.36|f75r.43|f75r.44|f81v.21	DANACH · QUELLSTELLE	danach; von der Quellstelle
P912-D0785	otar	HERBAL	PROSE	OT+AR	LEARNED_COMPONENT_RECIPE	NO	3	f10r|f55v	f10r.11|f55v.10|f55v.8	DANACH · QUELLSTELLE	danach; von der Quellstelle
P912-D0786	otar	ZODIAC	LABEL	OT+AR	OWNER_BOUND_COMPOUND_LABEL	YES	4	f67r2|f70v	f67r2.57|f70v2.22|f70v2.23|f70v2.4	DANACH · QUELLSTELLE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0787	otar	ZODIAC	RING_TEXT	OT+AR	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.21	DANACH · QUELLSTELLE	danach; von der Quellstelle
P912-D0788	otaza	ZODIAC	RING_TEXT	OT+A_ADDR+LOCAL_CHAR_Z+A_ADDR	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	NO	1	f69v	f69v.1	DANACH · LOKALE ADRESSE · Z-KENNZEICHEN · LOKALE ADRESSE	danach; an der lokalen Adresse; mit lokalem Z-Kennzeichen; an der lokalen Adresse
P912-D0789	otchdy	BIOLOGICAL	PROSE	OT+CHD+DY	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.47	DANACH · UMSETZEN · SCHLUSS	danach; den Posten umsetzen; den Schritt schließen
P912-D0790	otchdy	ZODIAC	LABEL	OT+CHD+DY	OWNER_BOUND_COMPOUND_LABEL	YES	1	f68r1	f68r1.23	DANACH · UMSETZEN · SCHLUSS	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0791	otchedy	BIOLOGICAL	PROSE	OT+CHD+DY	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.22	DANACH · UMSETZEN · SCHLUSS	danach; den Posten umsetzen; den Schritt schließen
P912-D0792	otcheody	ZODIAC	LABEL	OT+CHEO+D_ADDR+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f68r1	f68r1.10	DANACH · REGISTER-EINTRAG · TEILADRESSE · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0793	otchey	BIOLOGICAL	PROSE	OT+Y	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.26	DANACH · DIESER POSTEN	danach; diesen Posten
P912-D0794	otchey	HERBAL	PROSE	OT+Y	LEARNED_COMPONENT_RECIPE	NO	1	f56r	f56r.19	DANACH · DIESER POSTEN	danach; diesen Posten
P912-D0795	otchey	ZODIAC	PROSE	OT+Y	LEARNED_COMPONENT_RECIPE	NO	1	f67r2	f67r2.17	DANACH · DIESER POSTEN	danach; diesen Posten
P912-D0796	otchl	ZODIAC	PROSE	OT+CH+L	NEW_COMPONENT_COMPOSITION	NO	1	f68r1	f68r1.2	DANACH · ENTNEHMEN/ABLESEN · LEITEN	danach; die Kennung ablesen; weiterleiten
P912-D0797	otchodals	ZODIAC	LABEL	OT+CH+O+AL+S_ADDR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v1.8	DANACH · ENTNEHMEN/ABLESEN · GANG · ZIELSTELLE · S-ADRESSE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0798	otchol	HERBAL	PROSE	OT+CH+OL	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.5	DANACH · ENTNEHMEN/ABLESEN · FORTSETZEN	danach; den Pflanzenteil entnehmen; fortsetzen
P912-D0799	otchol	PHARMA	PROSE	OT+CH+OL	LEARNED_COMPONENT_RECIPE	NO	1	f88r	f88r.18	DANACH · ENTNEHMEN/ABLESEN · FORTSETZEN	danach; die Zutat entnehmen; fortsetzen
P912-D0800	otchor	HERBAL	PROSE	OT+CH+OR	LEARNED_COMPONENT_RECIPE	NO	2	f13r|f56r	f13r.4|f56r.7	DANACH · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	danach; den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-D0801	otchoshor	HERBAL	PROSE	OT+CH+O+SH+OR	NEW_COMPONENT_COMPOSITION	NO	1	f10r	f10r.11	DANACH · ENTNEHMEN/ABLESEN · GANG · HALTEN · ANSATZ/EINTRAG	danach; den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; den Ansatz halten; mit dem Pflanzenansatz
