source_occurrence_id	target_family	surface	page	locus	ordinal	line_token_count	d1_features	r3_features	line_features	d1_donors	r3_donors	line_donors	written_line_eva	all_target_surfaces_blocked_as_donors	all_donors_reader_exact_and_clean	component_credit
G767-CF0114	CHOR_SCHOR_LCHOR	chor	f34r	f34r.13	8	11	VALUE_AMOUNT	HOT|VALUE_AMOUNT|PREP|PROCESS_CLOSE	HOT|VALUE_AMOUNT|PREP|PROCESS_CLOSE	ar@9:d1[VALUE_AMOUNT]	okaly@5:d3[HOT|PREP|PROCESS_CLOSE]|ar@9:d1[VALUE_AMOUNT]|aiiin@10:d2[VALUE_AMOUNT]	oly@4:d4[PROCESS_CLOSE]|okaly@5:d3[HOT|PREP|PROCESS_CLOSE]|ar@9:d1[VALUE_AMOUNT]|aiiin@10:d2[VALUE_AMOUNT]	ykeo lor ochey oly okaly kechdy qokchdy chor ar aiiin daly	1	1	0
G767-CF0115	CHOR_SCHOR_LCHOR	chor	f35v	f35v.21	2	3	PREP	PREP	PREP	doiin@1:d1[PREP]	doiin@1:d1[PREP]	doiin@1:d1[PREP]	doiin chor chor	1	1	0
G767-CF0116	CHOR_SCHOR_LCHOR	chor	f35v	f35v.21	3	3	NONE	PREP	PREP	NONE	doiin@1:d2[PREP]	doiin@1:d2[PREP]	doiin chor chor	1	1	0
G767-CF0117	OFCH_CONTAINING	ofchor	f37r	f37r.1	4	9	COLD|VALUE_AMOUNT	COLD|STAGE|VALUE_AMOUNT	COLD|STAGE|VALUE_AMOUNT	qotor@3:d1[COLD|VALUE_AMOUNT]	qotor@3:d1[COLD|VALUE_AMOUNT]|chory@6:d2[STAGE|VALUE_AMOUNT]|daiin@7:d3[VALUE_AMOUNT]	qotor@3:d1[COLD|VALUE_AMOUNT]|chory@6:d2[STAGE|VALUE_AMOUNT]|daiin@7:d3[VALUE_AMOUNT]	tocphol shaiin qotor ofchor oty chory daiin otod or	1	1	0
G767-CF0118	CHOR_SCHOR_LCHOR	chor	f37v	f37v.12	1	5	NONE	NONE	NONE	NONE	NONE	NONE	chor shyly sheaiin do tody	1	1	0
G767-CF0119	CHOR_SCHOR_LCHOR	chor	f37v	f37v.9	2	5	VALUE_AMOUNT	VALUE_AMOUNT	VALUE_AMOUNT	dor@1:d1[VALUE_AMOUNT]	dor@1:d1[VALUE_AMOUNT]|daiin@5:d3[VALUE_AMOUNT]	dor@1:d1[VALUE_AMOUNT]|daiin@5:d3[VALUE_AMOUNT]	dor chor sho daiiin daiin	1	1	0
G767-CF0120	CHOR_SCHOR_LCHOR	chor	f38r	f38r.5	5	8	PREP	DRY|STAGE|PREP	DRY|STAGE|PREP	ctho@6:d1[PREP]	chey@3:d2[DRY|STAGE]|ctho@6:d1[PREP]	chey@3:d2[DRY|STAGE]|ctho@6:d1[PREP]	o kor chey kain chor ctho dain ckholdy	1	1	0
G767-CF0121	CHOR_SCHOR_LCHOR	chor	f38v	f38v.1	7	10	NONE	COLD|STAGE|PREP|PROCESS_CLOSE	DRY|COLD|STAGE|PREP|PROCESS_CLOSE	NONE	oteol@4:d3[COLD|STAGE|PREP|PROCESS_CLOSE]	chol@2:d5[DRY]|oteol@4:d3[COLD|STAGE|PREP|PROCESS_CLOSE]	okchop chol shotol oteol okeea s chor d aiin d	1	1	0
G767-CF0122	CHOR_SCHOR_LCHOR	chor	f39r	f39r.13	5	11	HOT|VALUE_AMOUNT	MOIST|HOT|STAGE|VALUE_AMOUNT	MOIST|HOT|STAGE|VALUE_AMOUNT	kar@6:d1[HOT|VALUE_AMOUNT]	shey@3:d2[MOIST|STAGE]|kar@6:d1[HOT|VALUE_AMOUNT]	shey@3:d2[MOIST|STAGE]|kar@6:d1[HOT|VALUE_AMOUNT]	ytor chdar shey qokaiin chor kar sheolkedy otedy tedy s aiin	1	1	0
G767-CF0123	OFCH_CONTAINING	ofcheefar	f39r	f39r.15	11	11	NONE	NONE	NONE	NONE	NONE	NONE	qolkain ol cheol daiin dar ol dld ar ador aiin ofcheefar	1	1	0
G767-CF0124	OFCH_CONTAINING	ofchy	f39v	f39v.1	7	12	HOT|VALUE_AMOUNT	HOT|VALUE_AMOUNT	DRY|HOT|STAGE|VALUE_AMOUNT	kar@8:d1[HOT|VALUE_AMOUNT]	kar@8:d1[HOT|VALUE_AMOUNT]|or@9:d2[VALUE_AMOUNT]|aiin@10:d3[VALUE_AMOUNT]	chdy@2:d5[DRY|STAGE]|kar@8:d1[HOT|VALUE_AMOUNT]|or@9:d2[VALUE_AMOUNT]|aiin@10:d3[VALUE_AMOUNT]	pdair chdy fdykain or air sheykaiiin ofchy kar or aiin dolky oshdy	1	1	0
G767-CF0125	CHOR_SCHOR_LCHOR	chor	f39v	f39v.3	2	11	NONE	NONE	VALUE_AMOUNT|H2	NONE	NONE	saiin@6:d4[VALUE_AMOUNT|H2]|or@7:d5[VALUE_AMOUNT]|aiin@8:d6[VALUE_AMOUNT]	daiin chor okain okaii fchody saiin or aiin qokaiin ytodaiin okam	1	1	0
G767-CF0126	CHOR_SCHOR_LCHOR	chor	f3r	f3r.14	1	4	NONE	HOT|STAGE	HOT|STAGE	NONE	qokeey@4:d3[HOT|STAGE]	qokeey@4:d3[HOT|STAGE]	chor qodair okeey qokeey	1	1	0
G767-CF0127	CHOR_SCHOR_LCHOR	chor	f3r	f3r.15	4	8	NONE	NONE	NONE	NONE	NONE	NONE	tsheoarom shor or chor olchsy chom otchom oporar	1	1	0
G767-CF0128	CHOR_SCHOR_LCHOR	chor	f3r	f3r.19	8	9	CTHY_LEAF	CTHY_LEAF	DRY|COLD|VALUE_AMOUNT|CTHY_LEAF|PREP	cthy@9:d1[CTHY_LEAF]	cthy@9:d1[CTHY_LEAF]	otchor@1:d7[DRY|COLD|VALUE_AMOUNT|PREP]|cheor@3:d5[DRY|VALUE_AMOUNT]|cthy@9:d1[CTHY_LEAF]	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	1	1	0
G767-CF0129	CHOR_SCHOR_LCHOR	chor	f3r	f3r.2	2	5	VALUE_AMOUNT	DRY|VALUE_AMOUNT	DRY|VALUE_AMOUNT	dam@3:d1[VALUE_AMOUNT]	dam@3:d1[VALUE_AMOUNT]|cham@5:d3[DRY|VALUE_AMOUNT]	dam@3:d1[VALUE_AMOUNT]|cham@5:d3[DRY|VALUE_AMOUNT]	ycheor chor dam qotcham cham	1	1	0
G767-CF0130	CHOR_SCHOR_LCHOR	chor	f3r	f3r.4	2	6	H2	DRY|VALUE_AMOUNT|H2	DRY|VALUE_AMOUNT|PREP|H2	schey@1:d1[H2]	schey@1:d1[H2]|cham@5:d3[DRY|VALUE_AMOUNT]	schey@1:d1[H2]|cham@5:d3[DRY|VALUE_AMOUNT]|cho@6:d4[DRY|PREP]	schey chor chal chag cham cho	1	1	0
G767-CF0131	CHOR_SCHOR_LCHOR	chor	f3r	f3r.6	2	4	VALUE_AMOUNT|PREP	VALUE_AMOUNT|PREP	VALUE_AMOUNT|PREP	cthom@3:d1[VALUE_AMOUNT|PREP]	cthom@3:d1[VALUE_AMOUNT|PREP]	cthom@3:d1[VALUE_AMOUNT|PREP]	ychtaiin chor cthom otaldam	1	1	0
G767-CF0132	CHOR_SCHOR_LCHOR	chor	f3r	f3r.8	2	5	DRY	DRY	DRY	chol@3:d1[DRY]	chol@3:d1[DRY]	chol@3:d1[DRY]	ysheor chor chol oky dago	1	1	0
G767-CF0133	CHOR_SCHOR_LCHOR	chor	f3v	f3v.7	3	5	NONE	DRY|COLD|VALUE_AMOUNT	DRY|COLD|VALUE_AMOUNT	NONE	tchor@1:d2[DRY|COLD|VALUE_AMOUNT]	tchor@1:d2[DRY|COLD|VALUE_AMOUNT]	tchor otcham chor cfham s	1	1	0
G767-CF0134	CHOR_SCHOR_LCHOR	chor	f3v	f3v.8	3	5	NONE	DRY|HOT|STAGE	DRY|HOT|STAGE	NONE	ykchy@1:d2[DRY|HOT|STAGE]	ykchy@1:d2[DRY|HOT|STAGE]	ykchy kchom chor chckhol oka	1	1	0
G767-CF0135	CHOR_SCHOR_LCHOR	chor	f3v	f3v.9	4	5	CTHY_LEAF	CTHY_LEAF	CTHY_LEAF	cthy@5:d1[CTHY_LEAF]	cthy@5:d1[CTHY_LEAF]	cthy@5:d1[CTHY_LEAF]	ytcheear okeol cthodoaly chor cthy	1	1	0
G767-CF0136	OFCH_CONTAINING	qofcheepy	f41v	f41v.2	2	9	H1	H1	COLD|STAGE|H1	pcheody@1:d1[H1]	pcheody@1:d1[H1]	pcheody@1:d1[H1]|qotal@8:d6[COLD|STAGE]	pcheody qofcheepy ofchdy cfhekchdy ypchedy chepchefy shdchdy qotal dar	1	1	0
G767-CF0137	OFCH_CONTAINING	ofchdy	f41v	f41v.2	3	9	NONE	H1	COLD|STAGE|H1	NONE	pcheody@1:d2[H1]	pcheody@1:d2[H1]|qotal@8:d5[COLD|STAGE]	pcheody qofcheepy ofchdy cfhekchdy ypchedy chepchefy shdchdy qotal dar	1	1	0
G767-CF0138	CHOR_SCHOR_LCHOR	chor	f42v	f42v.1	7	8	DRY	DRY	DRY|MOIST|STAGE	chol@6:d1[DRY]	chol@6:d1[DRY]	sheey@2:d5[MOIST|STAGE]|chol@6:d1[DRY]	cho sheey qocho taiin shols chol chor dain	1	1	0
G767-CF0139	CHOR_SCHOR_LCHOR	schor	f42v	f42v.10	1	9	DRY|HOT|STAGE|PREP	DRY|MOIST|HOT|STAGE|PREP	DRY|MOIST|HOT|STAGE|PREP	okchey@2:d1[DRY|HOT|STAGE|PREP]	okchey@2:d1[DRY|HOT|STAGE|PREP]|chy@3:d2[DRY|STAGE]|shol@4:d3[MOIST]	okchey@2:d1[DRY|HOT|STAGE|PREP]|chy@3:d2[DRY|STAGE]|shol@4:d3[MOIST]|cheaiin@6:d5[DRY]	schor okchey chy shol olor cheaiin chy tcheeb d	1	1	0
G767-CF0140	OFCH_CONTAINING	ofchtar	f43r	f43r.1	4	11	NONE	MOIST	MOIST	NONE	shol@7:d3[MOIST]	shol@7:d3[MOIST]	tarodaiin ytedy eeody ofchtar chcphedy ypar shol folor aiin cphey dar	1	1	0
G767-CF0141	OFCH_CONTAINING	ofchey	f44r	f44r.8	4	7	NONE	DRY|HOT|STAGE|H1	DRY|HOT|STAGE|H1	NONE	pshy@1:d3[H1]|ykchy@7:d3[DRY|HOT|STAGE]	pshy@1:d3[H1]|ykchy@7:d3[DRY|HOT|STAGE]	pshy opchey qopchy ofchey roiry sholos ykchy	1	1	0
G767-CF0142	OFCH_CONTAINING	ofchar	f45r	f45r.1	9	9	NONE	NONE	MOIST|STAGE	NONE	NONE	shey@4:d5[MOIST|STAGE]	pykydal shay oty shey qop char opchal ypchor ofchar	1	1	0
G767-CF0143	CHOR_SCHOR_LCHOR	chor	f45v	f45v.11	2	5	DRY|COLD|STAGE	DRY|COLD|STAGE|PREP	DRY|COLD|STAGE|PREP	ytchy@3:d1[DRY|COLD|STAGE]	ytchy@3:d1[DRY|COLD|STAGE]|doiin@4:d2[PREP]	ytchy@3:d1[DRY|COLD|STAGE]|doiin@4:d2[PREP]	or chor ytchy doiin dcholdy	1	1	0
G767-CF0144	CHOR_SCHOR_LCHOR	chor	f45v	f45v.2	2	10	VALUE_AMOUNT	DRY|HOT|VALUE_AMOUNT|CTHY_LEAF|PREP	DRY|HOT|VALUE_AMOUNT|CTHY_LEAF|PREP	daiin@3:d1[VALUE_AMOUNT]	daiin@3:d1[VALUE_AMOUNT]|cthy@4:d2[CTHY_LEAF]|okchol@5:d3[DRY|HOT|PREP]	daiin@3:d1[VALUE_AMOUNT]|cthy@4:d2[CTHY_LEAF]|okchol@5:d3[DRY|HOT|PREP]|okchol@9:d7[DRY|HOT|PREP]	okol chor daiin cthy okchol chom okolor dy okchol s	1	1	0
G767-CF0145	CHOR_SCHOR_LCHOR	chor	f47r	f47r.7	7	8	DRY	DRY	DRY|HOT|VALUE_AMOUNT	chol@6:d1[DRY]	chol@4:d3[DRY]|chol@5:d2[DRY]|chol@6:d1[DRY]	kchor@2:d5[DRY|HOT|VALUE_AMOUNT]|chol@4:d3[DRY]|chol@5:d2[DRY]|chol@6:d1[DRY]	schesy kchor cthaiin chol chol chol chor ey	1	1	0
G767-CF0146	CHOR_SCHOR_LCHOR	chor	f47v	f47v.5	3	7	STAGE|PREP|PROCESS_CLOSE	MOIST|STAGE|PREP|PROCESS_CLOSE|H2	MOIST|STAGE|PREP|PROCESS_CLOSE|H2	ody@4:d1[STAGE|PREP|PROCESS_CLOSE]	ody@4:d1[STAGE|PREP|PROCESS_CLOSE]|shy@5:d2[MOIST|STAGE]|sy@6:d3[H2]	ody@4:d1[STAGE|PREP|PROCESS_CLOSE]|shy@5:d2[MOIST|STAGE]|sy@6:d3[H2]	dsholy shees chor ody shy sy sary	1	1	0
G767-CF0147	CHOR_SCHOR_LCHOR	chor	f49r	f49r.21	2	4	NONE	MOIST	MOIST	NONE	shol@4:d2[MOIST]	shol@4:d2[MOIST]	odcho chor ety shol	1	1	0
G767-CF0148	CHOR_SCHOR_LCHOR	chor	f49r	f49r.5	1	5	MOIST|VALUE_AMOUNT	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT	sheor@2:d1[MOIST|VALUE_AMOUNT]	sheor@2:d1[MOIST|VALUE_AMOUNT]|chey@3:d2[DRY|STAGE]|teey@4:d3[COLD|STAGE]	sheor@2:d1[MOIST|VALUE_AMOUNT]|chey@3:d2[DRY|STAGE]|teey@4:d3[COLD|STAGE]	chor sheor chey teey qotan	1	1	0
G767-CF0149	CHOR_SCHOR_LCHOR	chor	f49r	f49r.8	2	5	DRY|STAGE	DRY|STAGE	DRY|STAGE	chy@3:d1[DRY|STAGE]	chy@3:d1[DRY|STAGE]	chy@3:d1[DRY|STAGE]	chot chor chy cheet qolsor	1	1	0
G767-CF0150	CHOR_SCHOR_LCHOR	chor	f49v	f49v.38	5	9	VALUE_AMOUNT	DRY|MOIST|VALUE_AMOUNT|PREP	DRY|MOIST|VALUE_AMOUNT|PREP	daiin@6:d1[VALUE_AMOUNT]	sho@2:d3[MOIST|PREP]|cheor@3:d2[DRY|VALUE_AMOUNT]|daiin@6:d1[VALUE_AMOUNT]	sho@2:d3[MOIST|PREP]|cheor@3:d2[DRY|VALUE_AMOUNT]|daiin@6:d1[VALUE_AMOUNT]	chokeo sho cheor cheokchet chor daiin dy daiin qokg	1	1	0
G767-CF0151	CHOR_SCHOR_LCHOR	chor	f49v	f49v.42	3	8	DRY|PREP	DRY|PREP	DRY|PREP	cheo@2:d1[DRY|PREP]	cheo@2:d1[DRY|PREP]	cheo@2:d1[DRY|PREP]|cho@7:d4[DRY|PREP]	qokeaiin cheo chor choteey kcheol dain cho daisin	1	1	0
G767-CF0152	CHOR_SCHOR_LCHOR	chor	f49v	f49v.48	3	8	DRY|STAGE	DRY|STAGE	DRY|STAGE	chey@2:d1[DRY|STAGE]	chey@2:d1[DRY|STAGE]	chey@2:d1[DRY|STAGE]	qotcheol chey chor chokaly chor dal chaiin d	1	1	0
G767-CF0153	CHOR_SCHOR_LCHOR	chor	f49v	f49v.50	2	6	DRY	DRY	DRY	chol@1:d1[DRY]	chol@1:d1[DRY]	chol@1:d1[DRY]	chol chor ches chkalchy chokeeoky chokoran	1	1	0
G767-CF0154	CHOR_SCHOR_LCHOR	chor	f4r	f4r.1	8	9	PREP	MOIST|COLD|STAGE|PREP	MOIST|COLD|STAGE|PREP	doiin@7:d1[PREP]	sheey@5:d3[MOIST|STAGE]|qotey@6:d2[COLD|STAGE]|doiin@7:d1[PREP]	sheey@5:d3[MOIST|STAGE]|qotey@6:d2[COLD|STAGE]|doiin@7:d1[PREP]	kodalchy chpady sheol ol sheey qotey doiin chor ytoy	1	1	0
G767-CF0155	CHOR_SCHOR_LCHOR	chor	f4r	f4r.6	1	3	NONE	NONE	NONE	NONE	NONE	NONE	chor shytchy dytcheey	1	1	0
G767-CF0156	CHOR_SCHOR_LCHOR	chor	f4v	f4v.7	3	5	NONE	NONE	NONE	NONE	NONE	NONE	torchy sheeor chor chokchy cphydy	1	1	0
G767-CF0157	CHOR_SCHOR_LCHOR	chor	f4v	f4v.8	2	6	NONE	MOIST|COLD|VALUE_AMOUNT|PREP	MOIST|COLD|VALUE_AMOUNT|PREP	NONE	sho@4:d2[MOIST|PREP]|otor@5:d3[COLD|VALUE_AMOUNT|PREP]	sho@4:d2[MOIST|PREP]|otor@5:d3[COLD|VALUE_AMOUNT|PREP]|cthory@6:d4[VALUE_AMOUNT]	oleeeb chor cthol sho otor cthory	1	1	0
G767-CF0158	CHOR_SCHOR_LCHOR	chor	f52r	f52r.5	2	8	DRY|HOT|STAGE|PREP	DRY|HOT|STAGE|PREP	DRY|HOT|STAGE|VALUE_AMOUNT|PREP	okchal@3:d1[DRY|HOT|STAGE|PREP]	okchal@3:d1[DRY|HOT|STAGE|PREP]	okchal@3:d1[DRY|HOT|STAGE|PREP]|ykair@7:d5[HOT|VALUE_AMOUNT]	oky chor okchal okchar shor tol ykair ytchdam	1	1	0
G767-CF0159	CHOR_SCHOR_LCHOR	chor	f52v	f52v.3	2	8	VALUE_AMOUNT|PREP	VALUE_AMOUNT|PREP	MOIST|VALUE_AMOUNT|PREP	oor@1:d1[VALUE_AMOUNT|PREP]	oor@1:d1[VALUE_AMOUNT|PREP]	oor@1:d1[VALUE_AMOUNT|PREP]|sheol@7:d5[MOIST]	oor chor chochar ls chteeor ytol sheol otam	1	1	0
G767-CF0160	CHOR_SCHOR_LCHOR	chor	f54v	f54v.4	2	8	NONE	DRY	DRY	NONE	chol@4:d2[DRY]	chol@4:d2[DRY]|chol@7:d5[DRY]	dar chor cheky chol okaiin chody chol dy	1	1	0
G767-CF0161	CHOR_SCHOR_LCHOR	chor	f56r	f56r.4	2	8	NONE	NONE	DRY|STAGE	NONE	NONE	chdy@8:d6[DRY|STAGE]	qot chor chor chokor chkor chy okar chdy	1	1	0
G767-CF0162	CHOR_SCHOR_LCHOR	chor	f56v	f56v.6	2	3	NONE	NONE	NONE	NONE	NONE	NONE	chokchol chor ckhos	1	1	0
G767-CF0163	OFCH_CONTAINING	chofchol	f58r	f58r.1	5	9	NONE	NONE	NONE	NONE	NONE	NONE	kor cholfy shofchy otoralchy chofchol sholy otaly dal m	1	1	0
G767-CF0164	CHOR_SCHOR_LCHOR	chor	f58r	f58r.29	7	13	NONE	STAGE|VALUE_AMOUNT	DRY|STAGE|VALUE_AMOUNT|H2	NONE	daly@5:d2[STAGE|VALUE_AMOUNT]	cheor@2:d5[DRY|VALUE_AMOUNT]|sar@3:d4[H2]|daly@5:d2[STAGE|VALUE_AMOUNT]|cheal@11:d4[DRY|STAGE]	odalar cheor sar alol daly cheom chor ar aldam chal cheal r omy	1	1	0
G767-CF0165	CHOR_SCHOR_LCHOR	chor	f58v	f58v.31	2	10	DRY|HOT|COLD|VALUE_AMOUNT	DRY|HOT|COLD|STAGE|VALUE_AMOUNT	DRY|MOIST|HOT|COLD|STAGE|VALUE_AMOUNT	tcheor@1:d1[DRY|COLD|VALUE_AMOUNT]|kar@3:d1[HOT|VALUE_AMOUNT]	tcheor@1:d1[DRY|COLD|VALUE_AMOUNT]|kar@3:d1[HOT|VALUE_AMOUNT]|qokeey@5:d3[HOT|STAGE]	tcheor@1:d1[DRY|COLD|VALUE_AMOUNT]|kar@3:d1[HOT|VALUE_AMOUNT]|qokeey@5:d3[HOT|STAGE]|shol@7:d5[MOIST]	tcheor chor kar okal qokeey qokal shol qokain ar oetalchg	1	1	0
G767-CF0166	CHOR_SCHOR_LCHOR	chor	f5v	f5v.1	4	10	NONE	H1	VALUE_AMOUNT|H1	NONE	pshod@6:d2[H1]	pshod@6:d2[H1]|daiin@10:d6[VALUE_AMOUNT]	k o cheor chor ytchey pshod chols chodaiin ytoiiin daiin	1	1	0
G767-CF0167	CHOR_SCHOR_LCHOR	chor	f5v	f5v.5	2	8	NONE	DRY|COLD|VALUE_AMOUNT|PREP	DRY|COLD|STAGE|VALUE_AMOUNT|PREP	NONE	otchol@4:d2[DRY|COLD|PREP]|daiin@5:d3[VALUE_AMOUNT]	otchol@4:d2[DRY|COLD|PREP]|daiin@5:d3[VALUE_AMOUNT]|dal@6:d4[VALUE_AMOUNT]|chol@7:d5[DRY]|chotaiin@8:d6[DRY|COLD|STAGE|PREP]	shokeeol chor cheotol otchol daiin dal chol chotaiin	1	1	0
G767-CF0168	CHOR_SCHOR_LCHOR	chor	f66v	f66v.6	5	9	MOIST|PREP	MOIST|PREP	MOIST|PREP	sheo@6:d1[MOIST|PREP]	sheo@6:d1[MOIST|PREP]	sheo@6:d1[MOIST|PREP]	tchod sheody shckhed chos chor sheo keody chepar sheopam	1	1	0
G767-CF0169	OFCH_CONTAINING	qofchal	f66v	f66v.9	8	8	DRY|HOT|STAGE	DRY|HOT|STAGE	DRY|MOIST|HOT|STAGE|H1	kchy@7:d1[DRY|HOT|STAGE]	kchy@7:d1[DRY|HOT|STAGE]	pody@1:d7[H1]|sheey@4:d4[MOIST|STAGE]|kchy@7:d1[DRY|HOT|STAGE]	pody sheody chpadar sheey fchdly cheoseesey kchy qofchal	1	1	0
G767-CF0170	CHOR_SCHOR_LCHOR	chor	f6r	f6r.1	6	9	NONE	DRY|MOIST	DRY|MOIST	NONE	shol@3:d3[MOIST]|cholor@4:d2[DRY]	shol@3:d3[MOIST]|cholor@4:d2[DRY]	foar y shol cholor cphol chor ch chopchol otcham	1	1	0
G767-CF0171	CHOR_SCHOR_LCHOR	chor	f6r	f6r.12	4	5	VALUE_AMOUNT|CTHY_LEAF|PREP	MOIST|VALUE_AMOUNT|CTHY_LEAF|PREP	MOIST|VALUE_AMOUNT|CTHY_LEAF|PREP	cthom@3:d1[VALUE_AMOUNT|PREP]|cthy@5:d1[CTHY_LEAF]	shol@2:d2[MOIST]|cthom@3:d1[VALUE_AMOUNT|PREP]|cthy@5:d1[CTHY_LEAF]	shol@2:d2[MOIST]|cthom@3:d1[VALUE_AMOUNT|PREP]|cthy@5:d1[CTHY_LEAF]	or shol cthom chor cthy	1	1	0
G767-CF0172	CHOR_SCHOR_LCHOR	chor	f6r	f6r.2	3	8	NONE	HOT|VALUE_AMOUNT|CTHY_LEAF	HOT|VALUE_AMOUNT|CTHY_LEAF	NONE	daiin@1:d2[VALUE_AMOUNT]|kar@5:d2[HOT|VALUE_AMOUNT]|cthy@6:d3[CTHY_LEAF]	daiin@1:d2[VALUE_AMOUNT]|kar@5:d2[HOT|VALUE_AMOUNT]|cthy@6:d3[CTHY_LEAF]|cthor@7:d4[VALUE_AMOUNT]	daiin chckhy chor chor kar cthy cthor chotols	1	1	0
G767-CF0173	CHOR_SCHOR_LCHOR	chor	f6r	f6r.2	4	8	HOT|VALUE_AMOUNT	HOT|VALUE_AMOUNT|CTHY_LEAF	HOT|VALUE_AMOUNT|CTHY_LEAF	kar@5:d1[HOT|VALUE_AMOUNT]	daiin@1:d3[VALUE_AMOUNT]|kar@5:d1[HOT|VALUE_AMOUNT]|cthy@6:d2[CTHY_LEAF]|cthor@7:d3[VALUE_AMOUNT]	daiin@1:d3[VALUE_AMOUNT]|kar@5:d1[HOT|VALUE_AMOUNT]|cthy@6:d2[CTHY_LEAF]|cthor@7:d3[VALUE_AMOUNT]	daiin chckhy chor chor kar cthy cthor chotols	1	1	0
G767-CF0174	CHOR_SCHOR_LCHOR	chor	f6v	f6v.13	4	6	STAGE|PREP	STAGE|VALUE_AMOUNT|CTHY_LEAF|PREP|PROCESS_CLOSE	STAGE|VALUE_AMOUNT|CTHY_LEAF|PREP|PROCESS_CLOSE	oees@5:d1[STAGE|PREP]	yodaiin@1:d3[VALUE_AMOUNT|PREP|PROCESS_CLOSE]|cthy@2:d2[CTHY_LEAF]|oees@5:d1[STAGE|PREP]	yodaiin@1:d3[VALUE_AMOUNT|PREP|PROCESS_CLOSE]|cthy@2:d2[CTHY_LEAF]|oees@5:d1[STAGE|PREP]	yodaiin cthy s chor oees or	1	1	0
G767-CF0175	CHOR_SCHOR_LCHOR	chor	f6v	f6v.2	2	9	STAGE|PREP	STAGE|PREP	STAGE|PREP	oees@1:d1[STAGE|PREP]	oees@1:d1[STAGE|PREP]	oees@1:d1[STAGE|PREP]	oees chor chckhy qoekchar cheas odaiiin kchey chor chaiin	1	1	0
G767-CF0176	CHOR_SCHOR_LCHOR	chor	f6v	f6v.21	2	3	NONE	NONE	NONE	NONE	NONE	NONE	ycheor chor octham	1	1	0
G767-CF0177	CHOR_SCHOR_LCHOR	chor	f6v	f6v.8	2	4	DRY|HOT|STAGE|PREP	DRY|HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	DRY|HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	okchey@3:d1[DRY|HOT|STAGE|PREP]	okchey@3:d1[DRY|HOT|STAGE|PREP]|qokom@4:d2[HOT|VALUE_AMOUNT|PREP|PROCESS_CLOSE]	okchey@3:d1[DRY|HOT|STAGE|PREP]|qokom@4:d2[HOT|VALUE_AMOUNT|PREP|PROCESS_CLOSE]	ychor chor okchey qokom	1	1	0
G767-CF0178	CHOR_SCHOR_LCHOR	chor	f6v	f6v.9	3	5	VALUE_AMOUNT|PREP	VALUE_AMOUNT|PREP	VALUE_AMOUNT|PREP	dal@2:d1[VALUE_AMOUNT]|cthom@4:d1[VALUE_AMOUNT|PREP]	dal@2:d1[VALUE_AMOUNT]|cthom@4:d1[VALUE_AMOUNT|PREP]	dal@2:d1[VALUE_AMOUNT]|cthom@4:d1[VALUE_AMOUNT|PREP]	oeeo dal chor cthom s	1	1	0
G767-CF0179	CHOR_SCHOR_LCHOR	lchor	f77v	f77v.25	1	9	NONE	NONE	MOIST|STAGE|VALUE_AMOUNT|H2	NONE	NONE	saiin@5:d4[VALUE_AMOUNT|H2]|dal@6:d5[VALUE_AMOUNT]|sheedy@7:d6[MOIST|STAGE]	lchor oiiin shedy qokaiin saiin dal sheedy qokeedy ral	1	1	0
G767-CF0180	OFCH_CONTAINING	ofchedy	f78r	f78r.28	8	9	NONE	DRY|COLD|STAGE	DRY|HOT|COLD|STAGE	NONE	tchal@5:d3[DRY|COLD|STAGE]	kchol@4:d4[DRY|HOT]|tchal@5:d3[DRY|COLD|STAGE]	orain ol qokeedy kchol tchal olkee yfchey ofchedy taly	1	1	0
G767-CF0181	OFCH_CONTAINING	ofchedy	f78v	f78v.1	8	9	VALUE_AMOUNT	VALUE_AMOUNT	VALUE_AMOUNT	dor@7:d1[VALUE_AMOUNT]	dor@7:d1[VALUE_AMOUNT]	dor@7:d1[VALUE_AMOUNT]	ykedy olfchedy qokedy spchy chedy rol dor ofchedy qokedy	1	1	0
G767-CF0182	OFCH_CONTAINING	qofcheol	f78v	f78v.20	1	9	NONE	NONE	NONE	NONE	NONE	NONE	qofcheol opchedy qokain op chedy lchey cphar ol okalor	1	1	0
G767-CF0183	OFCH_CONTAINING	qofchey	f79r	f79r.22	7	9	MOIST|STAGE	MOIST|STAGE	MOIST|STAGE|VALUE_AMOUNT	shey@6:d1[MOIST|STAGE]	shey@6:d1[MOIST|STAGE]	dal@2:d5[VALUE_AMOUNT]|sheedy@3:d4[MOIST|STAGE]|shey@6:d1[MOIST|STAGE]	lchey dal sheedy efchedy otain shey qofchey ol dorchedchey	1	1	0
G767-CF0184	OFCH_CONTAINING	ofchedy	f79v	f79v.28	4	8	NONE	H1	HOT|STAGE|PREP|PROCESS_CLOSE|H1	NONE	pchey@1:d3[H1]	pchey@1:d3[H1]|okeedy@8:d4[HOT|STAGE|PREP|PROCESS_CLOSE]	pchey ksheol qokain ofchedy otalshdy olkair otaiin okeedy	1	1	0
