unified_order	section	page	unit_id	source_id	visible_surface	atomic_or_local_value_de	page_job	complete_workshop_expansion_de
447	ASTRO	f67r2	A1	A1:G187	odain	gemeinsame Legende der beiden unabhaengigen Pruefraeder: Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest od.	ELIGIBILITY	gemeinsame Legende der beiden unabhaengigen Pruefraeder: Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest od.
448	ASTRO	f67r2	A1	A1:G188	ar	gemeinsame Legende der beiden unabhaengigen Pruefraeder: Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert.	ELIGIBILITY	gemeinsame Legende der beiden unabhaengigen Pruefraeder: Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert.
449	ASTRO	f67r2	A1	A1:G189	air	gemeinsame Legende der beiden unabhaengigen Pruefraeder: Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Himmels-, Ring- oder Zeigerlauf.	ELIGIBILITY	gemeinsame Legende der beiden unabhaengigen Pruefraeder: Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Himmels-, Ring- oder Zeigerlauf.
450	ASTRO	f67r2	A1	A1:G190	ay	gemeinsame Legende der beiden unabhaengigen Pruefraeder: A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: aktueller Hauptwert.	ELIGIBILITY	gemeinsame Legende der beiden unabhaengigen Pruefraeder: A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: aktueller Hauptwert.
451	ASTRO	f68r1	A2	A2:G001	shokchy	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest s/y.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest s/y.
452	ASTRO	f68r1	A2	A2:G002	chteey	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: lange oder volle Diagrammstufe; lokaler Namensrest cht/y.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: lange oder volle Diagrammstufe; lokaler Namensrest cht/y.
453	ASTRO	f68r1	A2	A2:G003	choteey	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest ch/y.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest ch/y.
454	ASTRO	f68r1	A2	A2:G004	cphol	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest cph.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest cph.
455	ASTRO	f68r1	A2	A2:G005	cheor	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che.
456	ASTRO	f68r1	A2	A2:G006	opcheeol	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: lange oder volle Diagrammstufe + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: lange oder volle Diagrammstufe + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch.
457	ASTRO	f68r1	A2	A2:G007	otor	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.
458	ASTRO	f68r1	A2	A2:G008	choctheeey	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/cth/y.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/cth/y.
459	ASTRO	f68r1	A2	A2:G009	okchoal	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Himmelsobjekt oder Eingangsbedingung + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest c.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_LEFT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Himmelsobjekt oder Eingangsbedingung + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest c.
460	ASTRO	f68r1	A2	A2:G010	tochso	Kopf oder Region im Beobachtungsatlas: A2_MIDDLE_PANEL_HEADER: Grundzustand dieses Platzes.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: A2_MIDDLE_PANEL_HEADER: Grundzustand dieses Platzes.
461	ASTRO	f68r1	A2	A2:G011	otchl	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_MIDDLE_PANEL_HEADER: naechster Platz oder folgende Bedingung; lokaler Namensrest chl.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_MIDDLE_PANEL_HEADER: naechster Platz oder folgende Bedingung; lokaler Namensrest chl.
462	ASTRO	f68r1	A2	A2:G012	qokeeedy	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_MIDDLE_PANEL_HEADER: vollstaendig setzen und den Eintrag schliessen.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_MIDDLE_PANEL_HEADER: vollstaendig setzen und den Eintrag schliessen.
463	ASTRO	f68r1	A2	A2:G013	cheey	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_MIDDLE_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_MIDDLE_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.
464	ASTRO	f68r1	A2	A2:G014	cheeteey	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_MIDDLE_PANEL_HEADER: lange oder volle Diagrammstufe + lange oder volle Diagrammstufe; lokaler Namensrest ch/t/y.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_MIDDLE_PANEL_HEADER: lange oder volle Diagrammstufe + lange oder volle Diagrammstufe; lokaler Namensrest ch/t/y.
465	ASTRO	f68r1	A2	A2:G015	yteody	Kopf oder Region im Beobachtungsatlas: A2_MIDDLE_PANEL_HEADER: Phasenplatz fest eingetragen.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: A2_MIDDLE_PANEL_HEADER: Phasenplatz fest eingetragen.
466	ASTRO	f68r1	A2	A2:G016	chpor	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_MIDDLE_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest chp.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_MIDDLE_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest chp.
467	ASTRO	f68r1	A2	A2:G017	cheokorchey	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_MIDDLE_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che/chey.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_MIDDLE_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che/chey.
468	ASTRO	f68r1	A2	A2:G018	chod	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_MIDDLE_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/d.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sternplatz A2_MIDDLE_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/d.
469	ASTRO	f68r1	A2	A2:G019	ykor	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.
470	ASTRO	f68r1	A2	A2:G020	shey	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.
471	ASTRO	f68r1	A2	A2:G021	qocheey	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Wert; lokaler Namensrest qo.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Wert; lokaler Namensrest qo.
472	ASTRO	f68r1	A2	A2:G022	chokal	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ch.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ch.
473	ASTRO	f68r1	A2	A2:G023	okeey	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: in langer Stufe setzen.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: in langer Stufe setzen.
474	ASTRO	f68r1	A2	A2:G024	ror	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest r.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest r.
475	ASTRO	f68r1	A2	A2:G025	eckhear	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.
476	ASTRO	f68r1	A2	A2:G026	daram	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/am.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Sektorplatz A2_RIGHT_PANEL_HEADER: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/am.
477	ASTRO	f68r1	A2	A2:G027	dchor	Kopf oder Region im Beobachtungsatlas: Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.
478	ASTRO	f68r1	A2	A2:G028	okaiiin	Kopf oder Region im Beobachtungsatlas: Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Diagrammposten setzen oder aktivieren + Grad- oder Bedingungsstufe; lokaler Namensrest ai.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Diagrammposten setzen oder aktivieren + Grad- oder Bedingungsstufe; lokaler Namensrest ai.
479	ASTRO	f68r1	A2	A2:G029	yky	Kopf oder Region im Beobachtungsatlas: A2_MULTIPANEL_HEADER_FRAGMENT_05: aktuelles Haus.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: A2_MULTIPANEL_HEADER_FRAGMENT_05: aktuelles Haus.
480	ASTRO	f68r1	A2	A2:G030	dary	Kopf oder Region im Beobachtungsatlas: Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_06: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/y.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_06: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/y.
481	ASTRO	f68r1	A2	A2:G031	chkchykoly	Kopf oder Region im Beobachtungsatlas: Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_07: Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/yk/y.	OBSERVATION	Kopf oder Region im Beobachtungsatlas: Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_07: Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/yk/y.
482	ASTRO	f68r1	A2	A2:G033	odchecthy	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: A2_STAR_STATION_01: feste abgeleitete Bedingung.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: A2_STAR_STATION_01: feste abgeleitete Bedingung.
483	ASTRO	f68r1	A2	A2:G034	otcheody	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_02: naechster Platz oder folgende Bedingung; lokaler Namensrest cheody.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_02: naechster Platz oder folgende Bedingung; lokaler Namensrest cheody.
484	ASTRO	f68r1	A2	A2:G035	okoaly	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_03: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest o/y.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_03: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest o/y.
485	ASTRO	f68r1	A2	A2:G036	chocfhy	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_04: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_04: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.
486	ASTRO	f68r1	A2	A2:G037	octhey	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: A2_STAR_STATION_05: ausgewählte Grundbedingung.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: A2_STAR_STATION_05: ausgewählte Grundbedingung.
487	ASTRO	f68r1	A2	A2:G038	otshey	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_06: naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_06: naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert.
488	ASTRO	f68r1	A2	A2:G039	otydy	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_07: Teilsektor oder Untereintrag; lokaler Namensrest o/dy.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_07: Teilsektor oder Untereintrag; lokaler Namensrest o/dy.
489	ASTRO	f68r1	A2	A2:G040	okear	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_08: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_08: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.
490	ASTRO	f68r1	A2	A2:G041	cphocthy	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_09: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest cp/cthy.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_09: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest cp/cthy.
491	ASTRO	f68r1	A2	A2:G042	ytchody	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_10: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dy.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_10: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dy.
492	ASTRO	f68r1	A2	A2:G043	otys	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_11: Teilsektor oder Untereintrag; lokaler Namensrest o/s.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_11: Teilsektor oder Untereintrag; lokaler Namensrest o/s.
493	ASTRO	f68r1	A2	A2:G044	olor	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_12: fortgesetzter Bedingungs- oder Tabellensatz.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_12: fortgesetzter Bedingungs- oder Tabellensatz.
494	ASTRO	f68r1	A2	A2:G045	ockhy	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_13: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_13: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.
495	ASTRO	f68r1	A2	A2:G046	ofcheor	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_14: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest ofche.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_14: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest ofche.
496	ASTRO	f68r1	A2	A2:G047	otchdy	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_15: den folgenden Platz uebertragen und den Eintrag schliessen.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_15: den folgenden Platz uebertragen und den Eintrag schliessen.
497	ASTRO	f68r1	A2	A2:G048	otykchs	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_16: Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest o/s.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_16: Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest o/s.
498	ASTRO	f68r1	A2	A2:G049	otol	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_17: danach im selben Ring oder Band fortsetzen.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_17: danach im selben Ring oder Band fortsetzen.
499	ASTRO	f68r1	A2	A2:G050	otor	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_18: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_18: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.
500	ASTRO	f68r1	A2	A2:G051	oiinar	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_19: Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_19: Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.
501	ASTRO	f68r1	A2	A2:G052	okoldy	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_20: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dy.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_20: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dy.
502	ASTRO	f68r1	A2	A2:G053	ykchdy	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_21: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_21: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.
503	ASTRO	f68r1	A2	A2:G054	oeeody	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_22: lange oder volle Diagrammstufe; lokaler Namensrest o/ody.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_22: lange oder volle Diagrammstufe; lokaler Namensrest o/ody.
504	ASTRO	f68r1	A2	A2:G055	ocphy	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: A2_STAR_STATION_23: Grundauswahl.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: A2_STAR_STATION_23: Grundauswahl.
505	ASTRO	f68r1	A2	A2:G056	okeeodal	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_24: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_24: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.
506	ASTRO	f68r1	A2	A2:G057	okshor	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_25: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_25: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz.
507	ASTRO	f68r1	A2	A2:G058	osdaiin	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_26: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest osd.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_26: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest osd.
508	ASTRO	f68r1	A2	A2:G059	otochedy	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_27: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen; lokaler Namensrest o/y.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_27: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen; lokaler Namensrest o/y.
509	ASTRO	f68r1	A2	A2:G060	dolchedy	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_28: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen; lokaler Namensrest d/y.	OBSERVATION	lokale Sternadresse zum Bestimmen der aktuellen Himmelslage: Sternplatz A2_STAR_STATION_28: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen; lokaler Namensrest d/y.
510	ASTRO	f68r1	A2	A2:G032	okodaly	lokales Bezugsmedaillon oder Zentrum innerhalb eines Paneels: Zentrumsmarke A2_CENTRE_KEY_UNRESOLVED: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od/y.	OBSERVATION	lokales Bezugsmedaillon oder Zentrum innerhalb eines Paneels: Zentrumsmarke A2_CENTRE_KEY_UNRESOLVED: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od/y.
511	ASTRO	f68r1	A2	A2:G061	oky	lokales Bezugsmedaillon oder Zentrum innerhalb eines Paneels: Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen.	OBSERVATION	lokales Bezugsmedaillon oder Zentrum innerhalb eines Paneels: Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen.
512	ASTRO	f68r1	A2	A2:G062	okchdy	lokales Bezugsmedaillon oder Zentrum innerhalb eines Paneels: Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; lokaler Namensrest y.	OBSERVATION	lokales Bezugsmedaillon oder Zentrum innerhalb eines Paneels: Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; lokaler Namensrest y.
513	ASTRO	f68r1	A2	A2:G063	okardy	lokales Bezugsmedaillon oder Zentrum innerhalb eines Paneels: Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dy.	OBSERVATION	lokales Bezugsmedaillon oder Zentrum innerhalb eines Paneels: Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dy.
