template_id	strict_frame	occurrence_count	record_count	page_count	register_count	recurrence_class	surface_type_count	surface_recurrence_mode	recipe_variant_count	recipe_frames	phrase_variant_count	canonical_owner_neutral_phrase_de	phrase_stable	pages	registers	record_ids	source_fragment_ids	surface_examples	claim_status
G481-ET125	INSTRUCTION[FORTSETZEN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Weiter beziehe den Eintrag. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	YES	f89r	PHARMA	G475-R110	G481-E152	chol	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET126	CATALOGUE[DANACH · {N1} · ANTEIL @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+AIN @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	f89r	PHARMA	G475-R111	G481-E154	otorain	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET127	INSTRUCTION[ANTEIL @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[AIN @NONE]	1	Im selben Gang setze den Anteil als Ansatz an.	YES	f89r	PHARMA	G475-R112	G481-E156	dan	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET128	INSTRUCTION[{N1} · NEHMEN · HIER · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[CH+LOCAL_CHAR_F+Y @NONE]	1	Nimm den Namenseintrag »{N1}« und den Posten an der bezeichneten Stelle.	YES	f89r	PHARMA	G475-R113	G481-E157	ykocfhy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET129	CATALOGUE[{N1} · ZIELORT · {N2} · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AL+AM_ADDR @NONE]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Zielzuordnung, Hier-Vermerk.	YES	f89r	PHARMA	G475-R114	G481-E158	saldam	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET130	CATALOGUE[{N1} · HIER · AUSGANG · AUSGANG · {N2} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[D_ADDR+AR+AR @NONE]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	YES	f89r	PHARMA	G475-R115	G481-E159	sydarary	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET131	COORDINATE[POSTEN · HIER · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[Y+D_ADDR+Y @NONE]	1	Adressspur: Posten → hier → Posten.	YES	f89r	PHARMA	G475-R116	G481-E160	yddy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET132	CATALOGUE[{N1} · EINHEIT · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OR+Y @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe, Postenangabe.	YES	f89r	PHARMA	G475-R117	G481-E161	odory	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET133	CATALOGUE[{N1} · FORTSETZEN · POSTEN @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OL+Y @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	Namenseintrag »{N1}« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Namenseintrag »{N1}« in Posten weiterführen.	YES	f89r	PHARMA	G475-R117	G481-E162	doly	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET134	CATALOGUE[{N1} · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AM_ADDR @NONE]	1	Namenseintrag »{N1}« — Hier-Vermerk.	YES	f89r	PHARMA	G475-R118	G481-E163	opchosam	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET135	INSTRUCTION[{N1} · ZIELORT · {N2} · HALTEN · {N3} · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[AL+SH+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	Weiter halte den Namenseintrag »{N1}«, den Namenseintrag »{N2}« und den Namenseintrag »{N3}« zum Zielort. Reihenfolge konkret: OL — Namenseintrag »{N3}« weiterführen.	YES	f89r	PHARMA	G475-R119	G481-E164	saloiinsheol	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET136	INSTRUCTION[AUSFÜHRUNG · EINSETZEN · NEHMEN · GRAD I · EINHEIT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[O+P+CH+E+OR @NONE]	1	Setze die Einheit ein und nimm die Einheit, als Ausführung und auf Grad I.	YES	f89r	PHARMA	G475-R120	G481-E165	opcheor	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET137	CATALOGUE[POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[Y @NONE]	1	Eintrag »{N1}« — Postenangabe.	YES	f89r	PHARMA	G475-R121	G481-E167	y	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET138	INSTRUCTION[SETZEN · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	Weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OL — Setzen weiterführen.	YES	f89r	PHARMA	G475-R122	G481-E168	okol	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET139	INSTRUCTION[HALTEN · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[SH+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	Weiter halte den Eintrag. Reihenfolge konkret: OL — Halten weiterführen.	YES	f89r	PHARMA	G475-R122	G481-E169	shol	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET140	INSTRUCTION[POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[Y @NONE]	1	Im selben Gang halte den Posten.	YES	f89r	PHARMA	G475-R122	G481-E170	dy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET141	CATALOGUE[{N1} · AUSFÜHRUNG · STUFE @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[O+IIN @NONE]	1	Namenseintrag »{N1}« — Ausführungsvermerk, Stufenvermerk.	YES	f89r	PHARMA	G475-R123	G481-E171	opchoroiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET142	INSTRUCTION[GEBEN · EINHEIT · ANTEIL · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[K+OR+AIN+Y @NONE]	1	Gib die Einheit, den Anteil und den Posten zu.	YES	f89r	PHARMA	G475-R124	G481-E172	korainy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET143	INSTRUCTION[WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[S+O+DA+R @NONE]	1	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	YES	f89r	PHARMA	G475-R125	G481-E173	sodar	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET144	INSTRUCTION[NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[CH+E+O+Y @NONE]	1	Nimm den Posten, auf Grad I und als Ausführung.	YES	f89r	PHARMA	G475-R127	G481-E175	cheody	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET145	CATALOGUE[{N1} · ANTEIL @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	2	MULTIPLE_SURFACES	1	CATALOGUE[AIN @NONE]	1	Namenseintrag »{N1}« — Anteilsangabe.	YES	f89r	PHARMA	G475-R128|G475-R131	G481-E176|G481-E179	oporain || yorain	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET146	INSTRUCTION[SETZEN · HALTEN · {N1} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+SH @NONE]	1	Setze den Namenseintrag »{N1}« als Ansatz an und halte den Namenseintrag »{N1}«.	YES	f89r	PHARMA	G475-R129	G481-E177	okshdchos	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET147	INSTRUCTION[SETZEN · ANTEIL @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AIN @NONE]	1	Setze den Anteil als Ansatz an.	YES	f89r	PHARMA	G475-R130	G481-E178	okain	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET148	CATALOGUE[AUSFÜHRUNG · HIER · {N1} · ZIELORT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[O+LOCAL_CHAR_F+AL @NONE]	1	Namenseintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	YES	f89r	PHARMA	G475-R132	G481-E180	ofakal	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET149	COORDINATE[DANACH · FORTSETZEN · AUSGANG · FORTSETZEN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+OL+AR+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	1	Adressspur: danach → weiter → Ausgang → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	YES	f89r	PHARMA	G475-R135	G481-E183	otolarol	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
