event_fragment_id	source_event_id	record_id	bundle_id	physical_page	register	record_event_ordinal	bundle_event_ordinal	boundary_context	active_model	surface	strict_template_id	strict_occurrence_count	strict_recurrence_class	strict_frame	recipe_frame	role_shape_id	role_occurrence_count	role_recurrence_class	role_frame	owner_neutral_phrase_de	definitive_fragment_reading_de	all_fragments_have_default
G481-E097	P1008-E0409	G475-R070	G474-B073	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	oralkam	G481-ET082	1	SINGLETON	CATALOGUE[EINHEIT · ZIELORT · {N1} · HIER @NONE]	CATALOGUE[OR+AL+AM_ADDR @NONE]	G481-ES065	1	SINGLETON	CATALOGUE[ARG · REL · NAME · MOD @NONE]	Namenseintrag »{N1}« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	YES
G481-E098	P1008-E0410	G475-R071	G474-B074	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	ytairal	G481-ET083	1	SINGLETON	CATALOGUE[{N1} · BAHN · ZIELORT @NONE]	CATALOGUE[AIR+AL @NONE]	G481-ES048	3	SAME_PAGE_RECURRENT	CATALOGUE[NAME · REL · REL @NONE]	Namenseintrag »{N1}« — Bahnvermerk, Zielzuordnung.	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	YES
G481-E099	P1008-E0411	G475-R072	G474-B075	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	oeeesaiin	G481-ET075	3	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · WERT @NONE]	CATALOGUE[AIIN @NONE]	G481-ES058	6	CROSS_REGISTER	CATALOGUE[NAME · ARG @NONE]	Namenseintrag »{N1}« — Wertangabe.	Sternstelle »oeees« — Wertangabe.	YES
G481-E100	P1008-E0412	G475-R073	G474-B076	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	COORDINATE	ory	G481-ET084	1	SINGLETON	COORDINATE[EINHEIT · POSTEN @NONE]	COORDINATE[OR+Y @NONE]	G481-ES066	1	SINGLETON	COORDINATE[ARG · ARG @NONE]	Adressspur: Einheit → Posten.	Adressspur: Positionseinheit → Positionsposten.	YES
G481-E101	P1008-E0413	G475-R074	G474-B077	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	ochey	G481-ET085	1	SINGLETON	INSTRUCTION[AUSFÜHRUNG · NEHMEN · GRAD I · POSTEN @NONE]	INSTRUCTION[O+CH+E+Y @NONE]	G481-ES067	1	SINGLETON	INSTRUCTION[MOD · ACTION · MOD · ARG @NONE]	Nimm den Posten auf, als Ausführung und auf Grad I.	Nimm den Positionsposten auf, als Ausführung und auf Grad I.	YES
G481-E102	P1008-E0414	G475-R074	G474-B077	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	INSTRUCTION	fydy	G481-ET086	1	SINGLETON	INSTRUCTION[{N1} · POSTEN · SCHLUSS @NONE]	INSTRUCTION[Y+DY @NONE]	G481-ES068	1	SINGLETON	INSTRUCTION[NAME · ARG · MOD @NONE]	Im selben Gang nimm den Namenseintrag »{N1}« und den Posten auf, und schließe den Schritt.	Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	YES
G481-E103	P1008-E0415	G475-R075	G474-B078	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	of	G481-ET087	1	SINGLETON	CATALOGUE[AUSFÜHRUNG · HIER @NONE]	CATALOGUE[O+LOCAL_CHAR_F @NONE]	G481-ES069	1	SINGLETON	CATALOGUE[MOD · MOD @NONE]	Eintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk.	Eintrag »of« — Ausführungsvermerk, Hier-Vermerk.	YES
G481-E104	P1008-E0416	G475-R075	G474-B078	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	CATALOGUE	o	G481-ET088	1	SINGLETON	CATALOGUE[AUSFÜHRUNG @NONE]	CATALOGUE[O @NONE]	G481-ES070	1	SINGLETON	CATALOGUE[MOD @NONE]	Eintrag »{N1}« — Ausführungsvermerk.	Eintrag »o« — Ausführungsvermerk.	YES
G481-E105	P1008-E0417	G475-R075	G474-B078	f72r	CELESTIAL	3	3	WITHIN_BUNDLE	CATALOGUE	eeesaly	G481-ET005	3	CROSS_PAGE	CATALOGUE[{N1} · ZIELORT · POSTEN @NONE]	CATALOGUE[AL+Y @NONE]	G481-ES005	5	CROSS_PAGE	CATALOGUE[NAME · REL · ARG @NONE]	Namenseintrag »{N1}« — Zielzuordnung, Postenangabe.	Sternstelle »eees« — Zielzuordnung, Postenangabe.	YES
G481-E106	P1008-E0418	G475-R076	G474-B079	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	ykaraiin	G481-ET089	1	SINGLETON	CATALOGUE[{N1} · AUSGANG · WERT @NONE]	CATALOGUE[AR+AIIN @NONE]	G481-ES005	5	CROSS_PAGE	CATALOGUE[NAME · REL · ARG @NONE]	Namenseintrag »{N1}« — Ausgangszuordnung, Wertangabe.	Sternstelle »yk« — Ausgangszuordnung, Wertangabe.	YES
G481-E107	P1008-E0419	G475-R076	G474-B079	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	CATALOGUE	airal	G481-ET090	1	SINGLETON	CATALOGUE[BAHN · ZIELORT @NONE]	CATALOGUE[AIR+AL @NONE]	G481-ES071	1	SINGLETON	CATALOGUE[REL · REL @NONE]	Eintrag »{N1}« — Bahnvermerk, Zielzuordnung.	Eintrag »airal« — Bahnvermerk, Zielzuordnung.	YES
G481-E108	P1008-E0420	G475-R077	G474-B080	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okalar	G481-ET047	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · ZIELORT · AUSGANG @NONE]	INSTRUCTION[OK+AL+AR @NONE]	G481-ES041	2	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL · REL @NONE]	Setze den Eintrag zum Zielort und vom Ausgang.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	YES
G481-E109	P1008-E0421	G475-R078	G474-B081	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	orara	G481-ET055	2	SAME_PAGE_RECURRENT	CATALOGUE[EINHEIT · AUSGANG · {N1} @NONE]	CATALOGUE[OR+AR @NONE]	G481-ES045	2	SAME_PAGE_RECURRENT	CATALOGUE[ARG · REL · NAME @NONE]	Namenseintrag »{N1}« — Einheitsangabe, Ausgangszuordnung.	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.	YES
G481-E110	P1008-E0422	G475-R078	G474-B082	f72r	CELESTIAL	2	1	CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL	CATALOGUE	olaiin	G481-ET091	1	SINGLETON	CATALOGUE[FORTSETZEN · WERT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	CATALOGUE[OL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	G481-ES072	1	SINGLETON	CATALOGUE[ORDER · ARG @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	Eintrag »{N1}« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert.	Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert.	YES
G481-E111	P1008-E0423	G475-R078	G474-B082	f72r	CELESTIAL	3	2	WITHIN_BUNDLE	CATALOGUE	olay	G481-ET092	2	CROSS_REGISTER	CATALOGUE[FORTSETZEN · {N1} @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	CATALOGUE[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	G481-ES073	2	CROSS_REGISTER	CATALOGUE[ORDER · NAME @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	Namenseintrag »{N1}« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	Sternstelle »ay« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Sternstelle »ay«.	YES
G481-E112	P1008-E0424	G475-R078	G474-B083	f72r	CELESTIAL	4	1	CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL	INSTRUCTION	olfsheoral	G481-ET093	1	SINGLETON	INSTRUCTION[FORTSETZEN · {N1} · HALTEN · {N2} · ZIELORT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	INSTRUCTION[OL+SH+AL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	G481-ES074	1	SINGLETON	INSTRUCTION[ORDER · NAME · ACTION · NAME · REL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	Weiter halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}« zum Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »f«.	YES
G481-E113	P1008-E0452	G475-R079	G474-B084	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	opalal	G481-ET059	2	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · ZIELORT · ZIELORT @NONE]	CATALOGUE[AL+AL @NONE]	G481-ES048	3	SAME_PAGE_RECURRENT	CATALOGUE[NAME · REL · REL @NONE]	Namenseintrag »{N1}« — Zielzuordnung, Zielzuordnung.	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	YES
G481-E114	P1008-E0453	G475-R080	G474-B085	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	yfary	G481-ET094	2	CROSS_REGISTER	CATALOGUE[{N1} · AUSGANG · {N2} @NONE]	CATALOGUE[AR @NONE]	G481-ES075	2	CROSS_REGISTER	CATALOGUE[NAME · REL · NAME @NONE]	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung.	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	YES
G481-E115	P1008-E0454	G475-R081	G474-B086	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	oraiiral	G481-ET095	1	SINGLETON	CATALOGUE[EINHEIT · {N1} · ZIELORT @NONE]	CATALOGUE[OR+AL @NONE]	G481-ES076	1	SINGLETON	CATALOGUE[ARG · NAME · REL @NONE]	Namenseintrag »{N1}« — Einheitsangabe, Zielzuordnung.	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	YES
G481-E116	P1008-E0455	G475-R082	G474-B087	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	ytoar	G481-ET063	2	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · AUSGANG @NONE]	CATALOGUE[AR @NONE]	G481-ES050	3	CROSS_REGISTER	CATALOGUE[NAME · REL @NONE]	Namenseintrag »{N1}« — Ausgangszuordnung.	Sternstelle »yto« — Ausgangszuordnung.	YES
G481-E117	P1008-E0456	G475-R082	G474-B087	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	CATALOGUE	shar	G481-ET096	1	SINGLETON	CATALOGUE[HALTEN · AUSGANG @NONE]	CATALOGUE[SH+AR @NONE]	G481-ES077	1	SINGLETON	CATALOGUE[ACTION · REL @NONE]	Eintrag »{N1}« — Haltevermerk, Ausgangszuordnung.	Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	YES
G481-E118	P1008-E0457	G475-R083	G474-B088	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	octho	G481-ET097	1	SINGLETON	INSTRUCTION[{N1} · NEHMEN · EINSTELLEN · {N1} @NONE]	INSTRUCTION[CH+T @NONE]	G481-ES078	1	SINGLETON	INSTRUCTION[NAME · ACTION · ACTION · NAME @NONE]	Nimm den Namenseintrag »{N1}« und den Namenseintrag »{N1}« auf und stelle den Namenseintrag »{N1}« und den Namenseintrag »{N1}« ein.	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	YES
G481-E119	P1008-E0458	G475-R084	G474-B089	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	COORDINATE	aral	G481-ET098	1	SINGLETON	COORDINATE[AUSGANG · ZIELORT @NONE]	COORDINATE[AR+AL @NONE]	G481-ES079	1	SINGLETON	COORDINATE[REL · REL @NONE]	Adressspur: Ausgang → Zielort.	Adressspur: Ausgangsposition → Zielposition.	YES
G481-E120	P1008-E0459	G475-R084	G474-B090	f72r	CELESTIAL	2	1	CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL	COORDINATE	oletal	G481-ET099	1	SINGLETON	COORDINATE[FORTSETZEN · {N1} · ZIELORT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	COORDINATE[OL+AL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	G481-ES080	1	SINGLETON	COORDINATE[ORDER · NAME · REL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	Adressspur: weiter → Namenseintrag »{N1}« → Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	Adressspur: weiter → Sternstelle »et« → Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »et«.	YES
G481-E121	P1003-E0081	G475-R085	G474-B091	f77r	BIOLOGICAL	1	1	RECORD_START:PAGE_START	CATALOGUE	darchdar	G481-ET100	1	SINGLETON	CATALOGUE[{N1} · AUSGANG · {N2} · AUSGANG @NONE]	CATALOGUE[AR+AR @NONE]	G481-ES081	2	CROSS_REGISTER	CATALOGUE[NAME · REL · NAME · REL @NONE]	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Ausgangszuordnung.	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.	YES
G481-E122	P1003-E0082	G475-R085	G474-B092	f77r	BIOLOGICAL	2	1	CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL	CATALOGUE	olkchs	G481-ET092	2	CROSS_REGISTER	CATALOGUE[FORTSETZEN · {N1} @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	CATALOGUE[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	G481-ES073	2	CROSS_REGISTER	CATALOGUE[ORDER · NAME @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	Namenseintrag »{N1}« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	Badstation »kchs« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Badstation »kchs«.	YES
G481-E123	P1003-E0083	G475-R086	G474-B093	f77r	BIOLOGICAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otedy	G481-ET101	1	SINGLETON	COORDINATE[DANACH · GRAD I · SCHLUSS @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+E+DY @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES082	1	SINGLETON	COORDINATE[ORDER · MOD · MOD @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	YES
G481-E124	P1003-E0084	G475-R087	G474-B094	f77r	BIOLOGICAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	otork	G481-ET001	5	CROSS_REGISTER	CATALOGUE[DANACH · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES001	5	CROSS_REGISTER	CATALOGUE[ORDER · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	Namenseintrag »{N1}« — Folgevermerk. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Badstation »ork« — Folgevermerk. Reihenfolge konkret: OT — danach Badstation »ork«.	YES
G481-E125	P1003-E0085	G475-R088	G474-B095	f77r	BIOLOGICAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otol	G481-ET102	1	SINGLETON	COORDINATE[DANACH · FORTSETZEN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	COORDINATE[OT+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	G481-ES083	1	SINGLETON	COORDINATE[ORDER · ORDER @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	YES
G481-E126	P1003-E0086	G475-R089	G474-B096	f77r	BIOLOGICAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	dchdy	G481-ET103	1	SINGLETON	INSTRUCTION[BEARBEITEN · SCHLUSS @NONE]	INSTRUCTION[CHD+DY @NONE]	G481-ES049	2	CROSS_REGISTER	INSTRUCTION[ACTION · MOD @NONE]	Bearbeite den Eintrag, und schließe den Schritt.	Bearbeite den Eintrag, und schließe den Schritt.	YES
G481-E127	P1003-E0087	G475-R090	G474-B097	f77r	BIOLOGICAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	soral	G481-ET104	1	SINGLETON	CATALOGUE[{N1} · ZIELORT @NONE]	CATALOGUE[AL @NONE]	G481-ES050	3	CROSS_REGISTER	CATALOGUE[NAME · REL @NONE]	Namenseintrag »{N1}« — Zielzuordnung.	Badstation »sor« — Zielzuordnung.	YES
G481-E128	P1003-E0088	G475-R091	G474-B098	f77r	BIOLOGICAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	dotedy	G481-ET105	1	SINGLETON	CATALOGUE[{N1} · DANACH · {N2} @START_FRESH_SIBLING:BRIDGE_LEFT_TO_RIGHT]	CATALOGUE[OT @START_FRESH_SIBLING:BRIDGE_LEFT_TO_RIGHT]	G481-ES084	1	SINGLETON	CATALOGUE[NAME · ORDER · NAME @START_FRESH_SIBLING:BRIDGE_LEFT_TO_RIGHT]	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Folgevermerk. Reihenfolge konkret: OT — nach Namenseintrag »{N1}« folgt Namenseintrag »{N2}«.	Badstation »d« / Badstation »edy« — Folgevermerk. Reihenfolge konkret: OT — nach Badstation »d« folgt Badstation »edy«.	YES
G481-E129	P1003-E0410	G475-R092	G474-B099	f77r	BIOLOGICAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	INSTRUCTION	otchdy	G481-ET106	1	SINGLETON	INSTRUCTION[DANACH · BEARBEITEN · SCHLUSS @START_FRESH_SIBLING:FORWARD_OPEN]	INSTRUCTION[OT+CHD+DY @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES085	1	SINGLETON	INSTRUCTION[ORDER · ACTION · MOD @START_FRESH_SIBLING:FORWARD_OPEN]	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	YES
G481-E130	P1003-E0411	G475-R093	G474-B100	f77r	BIOLOGICAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otolaiin	G481-ET107	1	SINGLETON	COORDINATE[DANACH · FORTSETZEN · WERT @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	COORDINATE[OT+OL+AIIN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	G481-ES086	1	SINGLETON	COORDINATE[ORDER · ORDER · ARG @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	Adressspur: danach → weiter → Wert. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	Adressspur: danach → weiter → Stationswert. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	YES
G481-E131	P1003-E0412	G475-R093	G474-B100	f77r	BIOLOGICAL	2	2	WITHIN_BUNDLE	COORDINATE	o	G481-ET108	1	SINGLETON	COORDINATE[AUSFÜHRUNG @NONE]	COORDINATE[O @NONE]	G481-ES014	2	CROSS_REGISTER	COORDINATE[MOD @NONE]	Adressspur: Ausführungspunkt.	Adressspur: Ausführungspunkt.	YES
G481-E132	P1003-E0413	G475-R094	G474-B101	f88v	PHARMA	1	1	RECORD_START:PAGE_START	INSTRUCTION	okalyd	G481-ET109	1	SINGLETON	INSTRUCTION[SETZEN · ZIELORT · {N1} @NONE]	INSTRUCTION[OK+AL @NONE]	G481-ES039	2	CROSS_REGISTER	INSTRUCTION[ACTION · REL · NAME @NONE]	Setze den Namenseintrag »{N1}« als Ansatz an zum Zielort.	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	YES
G481-E133	P1003-E0414	G475-R095	G474-B102	f88v	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	cheocthy	G481-ET110	1	SINGLETON	INSTRUCTION[{N1} · NEHMEN · EINSTELLEN · POSTEN @NONE]	INSTRUCTION[CH+T+Y @NONE]	G481-ES087	1	SINGLETON	INSTRUCTION[NAME · ACTION · ACTION · ARG @NONE]	Nimm den Namenseintrag »{N1}« und den Posten und stelle den Namenseintrag »{N1}« und den Posten ein.	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	YES
G481-E134	P1003-E0415	G475-R096	G474-B103	f88v	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	cpheor	G481-ET111	1	SINGLETON	CATALOGUE[{N1} · EINHEIT @NONE]	CATALOGUE[OR @NONE]	G481-ES058	6	CROSS_REGISTER	CATALOGUE[NAME · ARG @NONE]	Namenseintrag »{N1}« — Einheitsangabe.	Droge »cphe« — Einheitsangabe.	YES
G481-E135	P1003-E0416	G475-R097	G474-B104	f88v	PHARMA	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	otar	G481-ET112	1	SINGLETON	CATALOGUE[DANACH · AUSGANG @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES088	1	SINGLETON	CATALOGUE[ORDER · REL @START_FRESH_SIBLING:FORWARD_OPEN]	Eintrag »{N1}« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.	Eintrag »otar« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.	YES
G481-E136	P1003-E0417	G475-R097	G474-B104	f88v	PHARMA	2	2	WITHIN_BUNDLE	CATALOGUE	arody	G481-ET004	2	CROSS_REGISTER	CATALOGUE[AUSGANG · {N1} @NONE]	CATALOGUE[AR @NONE]	G481-ES004	3	CROSS_REGISTER	CATALOGUE[REL · NAME @NONE]	Namenseintrag »{N1}« — Ausgangszuordnung.	Droge »ody« — Ausgangszuordnung.	YES
G481-E137	P1003-E0418	G475-R098	G474-B105	f88v	PHARMA	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	INSTRUCTION	otokol	G481-ET113	1	SINGLETON	INSTRUCTION[DANACH · SETZEN · FORTSETZEN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	INSTRUCTION[OT+OK+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	G481-ES089	1	SINGLETON	INSTRUCTION[ORDER · ACTION · ORDER @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	YES
G481-E138	P1003-E0458	G475-R099	G474-B106	f88v	PHARMA	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	otoram	G481-ET114	1	SINGLETON	CATALOGUE[DANACH · {N1} · HIER @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT+AM_ADDR @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES090	1	SINGLETON	CATALOGUE[ORDER · NAME · MOD @START_FRESH_SIBLING:FORWARD_OPEN]	Namenseintrag »{N1}« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Droge »or« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Droge »or«.	YES
G481-E139	P1003-E0459	G475-R100	G474-B107	f88v	PHARMA	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	otora	G481-ET001	5	CROSS_REGISTER	CATALOGUE[DANACH · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES001	5	CROSS_REGISTER	CATALOGUE[ORDER · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	Namenseintrag »{N1}« — Folgevermerk. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Droge »ora« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »ora«.	YES
G481-E140	P1003-E0460	G475-R101	G474-B108	f88v	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	cheosdy	G481-ET115	1	SINGLETON	CATALOGUE[{F1}:NAMENSFAMILIE · {N1} @NONE]	CATALOGUE[NONE @NONE]	G481-ES091	1	SINGLETON	CATALOGUE[MOD · NAME @NONE]	Namenseintrag »{N1}« — Namensfamilie »{N2}«.	Droge »cheosdy« — Drogenfamilie »cheo«.	YES
G481-E141	P1003-E0461	G475-R102	G474-B109	f88v	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okaiin	G481-ET080	3	CROSS_REGISTER	INSTRUCTION[SETZEN · WERT @NONE]	INSTRUCTION[OK+AIIN @NONE]	G481-ES063	4	CROSS_REGISTER	INSTRUCTION[ACTION · ARG @NONE]	Setze den Wert als Ansatz an.	Setze den Mengenwert als Ansatz an.	YES
G481-E142	P1003-E0554	G475-R103	G474-B110	f88v	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	daramdal	G481-ET116	1	SINGLETON	CATALOGUE[{N1} · AUSGANG · {N2} · ZIELORT @NONE]	CATALOGUE[AR+AL @NONE]	G481-ES081	2	CROSS_REGISTER	CATALOGUE[NAME · REL · NAME · REL @NONE]	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Zielzuordnung.	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	YES
