unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	finite_source_unit	allowed_source_program	free_master_noun_allowed	selected_source_vocabulary	content_selection_status
361	BIOLOGICAL_PROSE	f83r	B4-S016	E361	shedy	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B4	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>BIO_CLOTH>TEMPERATURE>DURATION>BODY_WORK_AREA>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Tuch; Temperatur; Dauer; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON
362	BIOLOGICAL_PROSE	f83r	B5-S001	E362	otchdy	B5_LEFT_OPEN_FRINGE_STATION	C02	Danach oder in demselben Gang: Folgegang vollziehen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B5	STATION>OPENING>OUTLET>RUN>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA	NO	Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle	FINITE_SELECTED_LEXICON
363	BIOLOGICAL_PROSE	f83r	B5-S002	E363	qokchdy	B5_LEFT_OPEN_FRINGE_STATION	C08	Führe die Handlung aus; schließe nur bei Endkarte: Umsetzung ansetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B5	STATION>OPENING>OUTLET>RUN>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA	NO	Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle	FINITE_SELECTED_LEXICON
364	BIOLOGICAL_PROSE	f83r	B5-S003	E364	shedal	B5_LEFT_OPEN_FRINGE_STATION	C04	Führe es an der bezeichneten Stelle aus: dort absetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B5	STATION>OPENING>OUTLET>RUN>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA	NO	Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle	FINITE_SELECTED_LEXICON
365	BIOLOGICAL_PROSE	f83r	B5-S003	E365	dal	B5_LEFT_OPEN_FRINGE_STATION	C11	Setze die bezeichnete Zielstelle: dorthin.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B5	STATION>OPENING>OUTLET>RUN>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA	NO	Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle	FINITE_SELECTED_LEXICON
366	BIOLOGICAL_PROSE	f83r	B5-S003	E366	cheol	B5_LEFT_OPEN_FRINGE_STATION	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B5	STATION>OPENING>OUTLET>RUN>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA	NO	Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle	FINITE_SELECTED_LEXICON
367	BIOLOGICAL_PROSE	f83r	B5-S003	E367	lol	B5_LEFT_OPEN_FRINGE_STATION	C01	Setze die gelernte Fachkarte: von dort weiterfuehren.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B5	STATION>OPENING>OUTLET>RUN>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA	NO	Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle	FINITE_SELECTED_LEXICON
368	BIOLOGICAL_PROSE	f83r	B5-S003	E368	chdal	B5_LEFT_OPEN_FRINGE_STATION	C04	Führe es an der bezeichneten Stelle aus: dort umsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B5	STATION>OPENING>OUTLET>RUN>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA	NO	Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle	FINITE_SELECTED_LEXICON
369	BIOLOGICAL_PROSE	f83r	B5-S003	E369	aiin	B5_LEFT_OPEN_FRINGE_STATION	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B5	STATION>OPENING>OUTLET>RUN>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA	NO	Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle	FINITE_SELECTED_LEXICON
370	BIOLOGICAL_PROSE	f83r	B5-S003	E370	sol	B5_LEFT_OPEN_FRINGE_STATION	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B5	STATION>OPENING>OUTLET>RUN>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA	NO	Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle	FINITE_SELECTED_LEXICON
371	BIOLOGICAL_PROSE	f83r	B5-S003	E371	daiiin	B5_LEFT_OPEN_FRINGE_STATION	C10	Setze Maß, Portion oder Stufe: Öffnungsstufe.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B5	STATION>OPENING>OUTLET>RUN>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA	NO	Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle	FINITE_SELECTED_LEXICON
372	BIOLOGICAL_PROSE	f83r	B5-S003	E372	chedy	B5_LEFT_OPEN_FRINGE_STATION	C07	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B5	STATION>OPENING>OUTLET>RUN>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA	NO	Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle	FINITE_SELECTED_LEXICON
373	BIOLOGICAL_PROSE	f83r	B6-S001	E373	solkeey	B6_RIGHT_S_RUN_MULTIPORT_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: länger sammeln.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	STATION>OPENING>INLET>RUN>WASH_LIQUID>BIO_CLOTH>BODY_WORK_AREA>FILTER	NO	Beckenstation; Öffnung; Einlass; Flüssigkeitslauf; Waschflüssigkeit; Tuch; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON
374	BIOLOGICAL_PROSE	f83r	B6-S001	E374	qekey	B6_RIGHT_S_RUN_MULTIPORT_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: aktuellen Posten kurz bearbeiten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	STATION>OPENING>INLET>RUN>WASH_LIQUID>BIO_CLOTH>BODY_WORK_AREA>FILTER	NO	Beckenstation; Öffnung; Einlass; Flüssigkeitslauf; Waschflüssigkeit; Tuch; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON
375	BIOLOGICAL_PROSE	f83r	B6-S001	E375	raly	B6_RIGHT_S_RUN_MULTIPORT_STATION	C11	Setze die bezeichnete Zielstelle: diesen Posten dorthin.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	STATION>OPENING>INLET>RUN>WASH_LIQUID>BIO_CLOTH>BODY_WORK_AREA>FILTER	NO	Beckenstation; Öffnung; Einlass; Flüssigkeitslauf; Waschflüssigkeit; Tuch; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON
376	BIOLOGICAL_PROSE	f83r	B6-S001	E376	ol	B6_RIGHT_S_RUN_MULTIPORT_STATION	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	STATION>OPENING>INLET>RUN>WASH_LIQUID>BIO_CLOTH>BODY_WORK_AREA>FILTER	NO	Beckenstation; Öffnung; Einlass; Flüssigkeitslauf; Waschflüssigkeit; Tuch; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON
377	BIOLOGICAL_PROSE	f83r	B6-S001	E377	daiin	B6_RIGHT_S_RUN_MULTIPORT_STATION	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	STATION>OPENING>INLET>RUN>WASH_LIQUID>BIO_CLOTH>BODY_WORK_AREA>FILTER	NO	Beckenstation; Öffnung; Einlass; Flüssigkeitslauf; Waschflüssigkeit; Tuch; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON
378	BIOLOGICAL_PROSE	f83r	B6-S001	E378	ol	B6_RIGHT_S_RUN_MULTIPORT_STATION	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	STATION>OPENING>INLET>RUN>WASH_LIQUID>BIO_CLOTH>BODY_WORK_AREA>FILTER	NO	Beckenstation; Öffnung; Einlass; Flüssigkeitslauf; Waschflüssigkeit; Tuch; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON
379	BIOLOGICAL_PROSE	f83r	B6-S001	E379	dain	B6_RIGHT_S_RUN_MULTIPORT_STATION	C01	Setze die gelernte Fachkarte: Tuch.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	STATION>OPENING>INLET>RUN>WASH_LIQUID>BIO_CLOTH>BODY_WORK_AREA>FILTER	NO	Beckenstation; Öffnung; Einlass; Flüssigkeitslauf; Waschflüssigkeit; Tuch; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON
380	BIOLOGICAL_PROSE	f83r	B6-S001	E380	chey	B6_RIGHT_S_RUN_MULTIPORT_STATION	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	STATION>OPENING>INLET>RUN>WASH_LIQUID>BIO_CLOTH>BODY_WORK_AREA>FILTER	NO	Beckenstation; Öffnung; Einlass; Flüssigkeitslauf; Waschflüssigkeit; Tuch; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON
381	BIOLOGICAL_PROSE	f83r	B6-S001	E381	ldalor	B6_RIGHT_S_RUN_MULTIPORT_STATION	C11	Setze die bezeichnete Zielstelle: Endziel.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B6	STATION>OPENING>INLET>RUN>WASH_LIQUID>BIO_CLOTH>BODY_WORK_AREA>FILTER	NO	Beckenstation; Öffnung; Einlass; Flüssigkeitslauf; Waschflüssigkeit; Tuch; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON
382	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.1	A001	A1:G001	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
383	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.1	A002	A1:G002	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
384	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.1	A003	A1:G003	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
385	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.2	A004	A1:G004	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
386	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.2	A005	A1:G005	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
387	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.2	A006	A1:G006	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
388	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.3	A007	A1:G007	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_03	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
389	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.3	A008	A1:G008	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_03	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
390	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.3	A009	A1:G009	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_03	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
391	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.4	A010	A1:G010	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_04	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
392	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.4	A011	A1:G011	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_04	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
393	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.5	A012	A1:G012	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_05	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
394	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.5	A013	A1:G013	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_05	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
395	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.6	A014	A1:G014	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_06	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
396	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.7	A015	A1:G015	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
397	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.7	A016	A1:G016	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
398	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.7	A017	A1:G017	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
399	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.8	A018	A1:G018	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_08	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
400	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.9	A019	A1:G019	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_09	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
401	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.9	A020	A1:G020	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_09	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
402	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.10	A021	A1:G021	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_10	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
403	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.10	A022	A1:G022	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_10	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
