language	model_kind	config	seed	unit	category	output	train_occurrences	held_occurrences
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	qot	N		727	353
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	e	L	t	699	453
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Cy	S	als	671	212
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	E	S	ch	669	497
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	l	S	der	666	524
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	ody	S	ein	608	272
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	dy	S	ste	603	204
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	aI	S	ere	597	414
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	p	N		572	338
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Se	S	ger	570	260
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Col	S	min	522	188
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Cey	S	man	521	264
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Ey	S	ten	505	370
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	ey	L	e	498	259
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Edy	S	ine	469	312
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	edy	S	te	446	253
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	od	S	er	445	222
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Sedy	S	den	418	173
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	am	S	eit	408	242
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	olk	L	s	402	152
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	yk	L	s	396	149
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Cor	S	sin	376	100
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	yt	N		375	90
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	r	N		374	250
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	qo	S	vro	371	233
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Co	S	uue	364	121
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	dal	S	sch	362	174
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	T	L	s	344	121
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	dar	S	ent	341	227
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Cdy	S	ant	331	167
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	a	L	e	278	128
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Ky	L	z	273	120
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	ai	L	i	264	143
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	air	S	von	254	210
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Ty	L	n	251	74
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	K	L	i	250	98
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Sey	S	im	236	148
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	N	L	n	222	88
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	f	N		220	104
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	ky	L	e	204	69
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	So	L	e	201	76
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	qokaI	D	pp	201	74
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	i	L	r	199	118
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	op	N		198	110
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Sol	S	ze	195	51
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	qokaN	L	z	190	72
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	qokEdy	D	ff	189	105
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	qokal	D	zz	187	41
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	qokedy	L	t	185	62
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	CE	L	m	178	98
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Sy	S	ter	173	68
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	eol	L	o	173	75
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	q	D	uu	173	71
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	CEy	L	e	171	113
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	Ceol	S	vil	167	77
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	daI	L	z	165	148
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	os	L	e	164	86
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	qol	S	mit	158	45
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	lk	L	s	156	249
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	qokEy	L	z	149	134
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	okaN	L	n	144	92
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	okal	L	r	143	52
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	m	L	n	138	80
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	otal	L	r	130	48
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	oky	L	t	129	44
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	oty	L	n	127	48
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	P	L	s	107	66
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	n	L	r	86	37
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	g	L	z	73	38
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	F	L	s	35	13
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	I	L	t	18	9
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	x	L	z	14	11
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	b	L	u	12	3
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	j	L	t	7	3
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	u	L	a	5	3
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	c	L	t	4	1
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	h	L	a	2	1
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	z	L	n	2	1
middle_high_german	real	primary_42L_4D_34S_7N_11W	71	v	L	r	1	0
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	ol	W	enmohte	1825	712
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	y	W	geschiht	1554	554
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	C	W	geschach	1445	711
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	ar	W	durch	1423	766
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	or	W	uuaere	1322	535
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	s	W	vrouuuen	1322	486
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	aN	S	iht	1169	556
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	d	W	ritter	1144	597
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	o	W	geschehen	1126	609
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	ok	W	uuaren	1084	625
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	ot	S	ger	1033	689
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	k	W	geuuan	1025	478
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	al	S	ein	915	476
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	S	S	ich	910	439
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	t	S	sch	883	359
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Ce	N		866	609
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	qok	S	ver	862	444
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	daN	S	des	844	387
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Cedy	S	ere	732	448
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	qot	S	get	727	353
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	e	N		699	453
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Cy	S	uue	671	212
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	E	N		669	497
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	l	N		666	524
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	ody	S	eit	608	272
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	dy	S	en	603	204
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	aI	S	er	597	414
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	p	W	ungemach	572	338
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Se	S	der	570	260
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Col	S	mit	522	188
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Cey	S	an	521	264
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Ey	L	e	505	370
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	ey	L	e	498	259
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Edy	L	e	469	312
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	edy	L	e	446	253
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	od	S	ant	445	222
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Sedy	S	von	418	173
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	am	S	in	408	242
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	olk	L	z	402	152
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	yk	L	s	396	149
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Cor	S	und	376	100
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	yt	L	s	375	90
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	r	L	z	374	250
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	qo	S	man	371	233
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Co	S	si	364	121
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	dal	S	ers	362	174
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	T	L	s	344	121
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	dar	S	als	341	227
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Cdy	S	iu	331	167
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	a	L	i	278	128
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Ky	S	zen	273	120
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	ai	L	a	264	143
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	air	L	e	254	210
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Ty	S	so	251	74
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	K	L	z	250	98
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Sey	L	e	236	148
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	N	L	n	222	88
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	f	N		220	104
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	ky	S	den	204	69
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	So	S	mir	201	76
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	qokaI	D	pp	201	74
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	i	L	l	199	118
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	op	N		198	110
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Sol	L	z	195	51
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	qokaN	L	t	190	72
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	qokEdy	D	ff	189	105
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	qokal	L	m	187	41
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	qokedy	S	est	185	62
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	CE	N		178	98
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Sy	L	t	173	68
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	eol	L	t	173	75
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	q	L	l	173	71
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	CEy	S	gen	171	113
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	Ceol	S	diu	167	77
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	daI	S	sol	165	148
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	os	S	ist	164	86
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	qol	L	m	158	45
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	lk	D	uu	156	249
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	qokEy	D	zz	149	134
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	okaN	L	t	144	92
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	okal	L	s	143	52
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	m	L	n	138	80
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	otal	L	h	130	48
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	oky	L	t	129	44
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	oty	L	z	127	48
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	P	L	z	107	66
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	n	L	n	86	37
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	g	L	t	73	38
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	F	L	s	35	13
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	I	L	c	18	9
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	x	L	n	14	11
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	b	L	o	12	3
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	j	L	n	7	3
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	u	L	c	5	3
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	c	L	h	4	1
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	h	L	i	2	1
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	z	L	p	2	1
middle_high_german	real	primary_42L_4D_34S_7N_11W	89	v	L	r	1	0
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	ol	W	uuolde	1825	712
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	y	W	sprach	1554	554
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	C	W	geschach	1445	711
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	ar	W	uuaere	1423	766
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	or	W	sinen	1322	535
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	s	W	enmohte	1322	486
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	aN	S	der	1169	556
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	d	W	vrouuue	1144	597
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	o	W	geschehen	1126	609
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	ok	N		1084	625
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	ot	N		1033	689
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	k	W	uuol	1025	478
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	al	W	muoste	915	476
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	S	W	ritter	910	439
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	t	N		883	359
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Ce	S	sch	866	609
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	qok	S	ver	862	444
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	daN	S	die	844	387
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Cedy	S	und	732	448
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	qot	N		727	353
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	e	S	ein	699	453
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Cy	S	des	671	212
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	E	S	man	669	497
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	l	S	ber	666	524
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	ody	S	iht	608	272
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	dy	S	ere	603	204
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	aI	S	in	597	414
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	p	N		572	338
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Se	S	sin	570	260
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Col	S	dar	522	188
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Cey	S	er	521	264
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Ey	S	von	505	370
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	ey	S	gen	498	259
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Edy	S	diu	469	312
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	edy	S	ane	446	253
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	od	L	e	445	222
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Sedy	S	daz	418	173
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	am	S	ich	408	242
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	olk	S	ge	402	152
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	yk	N		396	149
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Cor	S	vil	376	100
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	yt	N		375	90
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	r	L	r	374	250
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	qo	L	s	371	233
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Co	S	uua	364	121
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	dal	S	ger	362	174
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	T	L	n	344	121
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	dar	L	e	341	227
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Cdy	S	als	331	167
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	a	L	s	278	128
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Ky	L	t	273	120
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	ai	L	i	264	143
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	air	S	han	254	210
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Ty	L	t	251	74
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	K	S	en	250	98
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Sey	S	sol	236	148
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	N	L	n	222	88
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	f	L	i	220	104
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	ky	L	t	204	69
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	So	S	hie	201	76
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	qokaI	D	tt	201	74
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	i	L	a	199	118
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	op	L	m	198	110
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Sol	S	her	195	51
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	qokaN	D	zz	190	72
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	qokEdy	D	ff	189	105
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	qokal	L	z	187	41
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	qokedy	D	pp	185	62
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	CE	L	r	178	98
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Sy	S	ten	173	68
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	eol	L	e	173	75
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	q	L	n	173	71
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	CEy	S	art	171	113
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	Ceol	S	mit	167	77
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	daI	L	e	165	148
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	os	L	e	164	86
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	qol	L	e	158	45
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	lk	L	m	156	249
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	qokEy	L	n	149	134
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	okaN	L	z	144	92
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	okal	L	n	143	52
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	m	L	n	138	80
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	otal	L	s	130	48
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	oky	L	r	129	44
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	oty	L	z	127	48
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	P	L	r	107	66
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	n	L	i	86	37
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	g	L	t	73	38
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	F	L	z	35	13
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	I	L	i	18	9
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	x	L	t	14	11
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	b	L	t	12	3
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	j	L	a	7	3
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	u	L	z	5	3
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	c	L	z	4	1
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	h	L	r	2	1
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	z	L	p	2	1
middle_high_german	real	primary_42L_4D_34S_7N_11W	107	v	L	r	1	0
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	ol	W	ritter	1825	712
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	y	W	geschach	1554	554
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	C	W	sprach	1445	711
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	ar	W	uuart	1423	766
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	or	W	schone	1322	535
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	s	W	uuolde	1322	486
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	aN	S	ste	1169	556
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	d	W	begunde	1144	597
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	o	W	ungemach	1126	609
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	ok	S	ein	1084	625
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	ot	S	min	1033	689
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	k	W	gesellen	1025	478
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	al	W	genomen	915	476
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	S	W	under	910	439
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	t	S	ver	883	359
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Ce	N		866	609
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	qok	S	her	862	444
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	daN	S	daz	844	387
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Cedy	S	zen	732	448
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	qot	S	sin	727	353
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	e	S	gen	699	453
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Cy	S	der	671	212
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	E	N		669	497
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	l	N		666	524
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	ody	S	den	608	272
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	dy	S	ten	603	204
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	aI	L	e	597	414
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	p	N		572	338
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Se	N		570	260
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Col	S	diu	522	188
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Cey	S	als	521	264
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Ey	L	e	505	370
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	ey	L	e	498	259
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Edy	L	t	469	312
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	edy	L	e	446	253
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	od	S	ger	445	222
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Sedy	S	ich	418	173
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	am	S	des	408	242
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	olk	S	sch	402	152
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	yk	S	uui	396	149
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Cor	S	mit	376	100
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	yt	S	li	375	90
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	r	S	ber	374	250
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	qo	S	rei	371	233
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Co	S	si	364	121
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	dal	S	abe	362	174
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	T	N		344	121
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	dar	S	vil	341	227
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Cdy	S	ie	331	167
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	a	N		278	128
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Ky	S	in	273	120
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	ai	L	s	264	143
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	air	L	e	254	210
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Ty	S	art	251	74
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	K	L	l	250	98
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Sey	S	ges	236	148
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	N	L	o	222	88
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	f	L	n	220	104
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	ky	S	uue	204	69
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	So	S	het	201	76
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	qokaI	S	uol	201	74
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	i	L	i	199	118
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	op	L	i	198	110
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	Sol	S	ert	195	51
middle_high_german	real	sensitivity_36L_4D_40S_7N_11W	311	qokaN	D	tt	190	72
