page	physical_folio	locus	chunk_index	section	units	decoded_seed_11	decoded_seed_29	decoded_seed_47	decoded_seed_71	decoded_seed_89	decoded_seed_107
f108r	f108	f108r.17	8	S	Cedy	des	ste	den	und	ere	und
f108r	f108	f108r.17	9	S	t e d am	ere sprach nie	schoene nie	her sprach iht	durch t uuolde eit	sch ritter in	ein vrouuue ich
f108r	f108	f108r.18	0	S	ok Edy	gern	gesellen e	ere	gesine	uuaren e	diu
f108r	f108	f108r.18	1	S	lk al	i uuolde	iman	i schoene	s uuider	uuein	m muoste
f108r	f108	f108r.18	2	S	daN	er	han	gen	des	des	die
f108r	f108	f108r.18	3	S	yk Cedy	geldes	ste	den	sund	sere	und
f108r	f108	f108r.18	4	S	qok ol	ver ritter	sprach	enmohte	ber sprach	ver enmohte	ver uuolde
f108r	f108	f108r.18	5	S	Cedy	des	ste	den	und	ere	und
f108r	f108	f108r.18	6	S	qokedy	r	z	z	t	est	pp
f108r	f108	f108r.18	7	S	lk edy	in	in	iach	ste	uue	mane
f108r	f108	f108r.18	8	S	okal ol	r ritter	r sprach	r enmohte	r sprach	s enmohte	n uuolde
f108r	f108	f108r.18	9	S	Ce d l y	geschiht sprach sin geschach	ber schoene ger vrouuuen	gesehen sprach sin begunde	uuolde der vrouuuen	ritter geschiht	sch vrouuue ber sprach
f108r	f108	f108r.19	0	S	d Cedy	sprach des	schoene ste	sprach den	uuolde und	ritter ere	vrouuue und
f108r	f108	f108r.19	1	S	ok E dar	gerden	gesellen uueze	einget	geschent	uuaren als	mane
f108r	f108	f108r.19	2	S	S Cy	dergen	ungemach ich	geschiht daz	uuaals	ichuue	ritter des
f108r	f108	f108r.19	3	S	ok ol	ger ritter	gesellen sprach	enmohte	ges sprach	uuaren enmohte	uuolde
f108r	f108	f108r.19	4	S	k edy	uuen	vrouuue n	under ach	geriten te	geuuan e	uuol ane
f108r	f108	f108r.19	5	S	ok Edy	gern	gesellen e	ere	gesine	uuaren e	diu
f108r	f108	f108r.19	6	S	C al r aN	gesellen uuolde e gesehen	cunegin manienund	vrouuuen schoene siund	geschehen uuider ich	geschach einziht	geschach muoste rder
f108r	f108	f108r.19	7	S	ot edy	sin	ern	ach	erste	gere	ane
f108r	f108	f108r.19	8	S	C t al	gesellen ere uuolde	cunegin man	vrouuuen schoene	geschehen durch uuider	geschach schein	geschach muoste
f108r	f108	f108r.19	9	S	o m	vrouuuen a	geschach e	geschach z	geschach n	geschehen n	geschehen n
f108r	f108	f108r.20	0	S	daI	z	t	e	z	sol	e
f108r	f108	f108r.20	1	S	Cey	nen	diu	er	man	an	er
f108r	f108	f108r.20	2	S	qokEdy	mm	im	pp	ff	ff	ff
f108r	f108	f108r.20	3	S	Col CEy	schget	here	dare	mine	mitgen	darart
f108r	f108	f108r.20	4	S	dal k ar	vonuue uuaere	gen vrouuue geschiht	ers under der	sch geriten ritter	ers geuuan durch	ger uuol uuaere
f108r	f108	f108r.20	5	S	ok edy	gern	gesellen n	ach	geste	uuaren e	ane
f108r	f108	f108r.21	0	S	qol Sy	ot	uuget	benim	mitter	mt	eten
f108r	f108	f108r.21	1	S	qo Edy	mann	sine	iere	vroine	mane	sdiu
f108r	f108	f108r.21	2	S	lk e al Sedy	i uuolde diu	imandaz	iher schoene nen	st uuider den	uueinvon	mein muoste daz
f108r	f108	f108r.21	3	S	S okal	derr	ungemach r	geschiht r	uuar	ichs	ritter n
f108r	f108	f108r.21	4	S	k Edy	uuen	vrouuue e	under ere	geriten ine	geuuan e	uuol diu
f108r	f108	f108r.21	5	S	qot edy	hern	geln	ach	te	gete	ane
f108r	f108	f108r.21	6	S	qo p Cedy	mandes	sinste	iden	vround	man ungemach ere	sund
f108r	f108	f108r.21	7	S	otal	s	n	n	r	h	s
f108r	f108	f108r.21	8	S	d k e d am	sprach uue sprach nie	schoene vrouuue schoene nie	sprach under her sprach iht	uuolde geriten t uuolde eit	ritter geuuan ritter in	vrouuue uuol ein vrouuue ich
f108r	f108	f108r.22	0	S	d Ceol	sprach z	schoene t	sprach e	uuolde vil	ritter diu	vrouuue mit
f108r	f108	f108r.22	1	S	Sol	mir	iu	ane	ze	z	her
f108r	f108	f108r.22	2	S	dal	von	gen	ers	sch	ers	ger
f108r	f108	f108r.22	3	S	qokaN	ff	ff	zz	z	t	zz
f108r	f108	f108r.22	4	S	otal	s	n	n	r	h	s
f108r	f108	f108r.22	5	S	ol	ritter	sprach	enmohte	sprach	enmohte	uuolde
f108r	f108	f108r.22	6	S	Sedy	diu	daz	nen	den	von	daz
f108r	f108	f108r.22	7	S	qok ey	vern	ten	ant	bere	vere	vergen
f108r	f108	f108r.22	8	S	Cey l or	nensin geuuan	diuger uuolde	ersin vrouuue	mander guoten	an uuaere	erber sinen
f108r	f108	f108r.22	9	S	aN	gesehen	und	und	ich	iht	der
f108r	f108	f108r.22	10	S	ok E am	gernie	gesellen uuenie	einiht	gescheit	uuaren in	manich
f108r	f108	f108r.23	0	S	yk eol	geln	n	von	so	st	e
f108r	f108	f108r.23	1	S	Cey	nen	diu	er	man	an	er
f108r	f108	f108r.23	2	S	ok aI	gerste	gesellen ez	ste	gesere	uuaren er	in
f108r	f108	f108r.23	3	S	C ar aI	gesellen uuaere ste	cunegin geschiht ez	vrouuuen derste	geschehen ritter ere	geschach durch er	geschach uuaere in
f108r	f108	f108r.24	0	S	f ol aN	ritter gesehen	t sprach und	n enmohte und	sprach ich	enmohte iht	i uuolde der
f108r	f108	f108r.24	1	S	y	geschach	vrouuuen	begunde	vrouuuen	geschiht	sprach
f108r	f108	f108r.24	2	S	qokal	r	a	l	zz	m	z
f108r	f108	f108r.24	3	S	lk edy	in	in	iach	ste	uue	mane
f108r	f108	f108r.24	4	S	qot edy	hern	geln	ach	te	gete	ane
f108r	f108	f108r.24	5	S	qok e d	ver sprach	schoene	her sprach	bert uuolde	ver ritter	verein vrouuue
f108r	f108	f108r.24	6	S	qot edy	hern	geln	ach	te	gete	ane
f108r	f108	f108r.24	7	S	okal C dar al C ar aN	r gesellen den uuolde gesellen uuaere gesehen	r cunegin zeman cunegin geschiht und	r vrouuuen get schoene vrouuuen derund	r geschehen ent uuider geschehen ritter ich	s geschach alsein geschach durch iht	n geschach e muoste geschach uuaere der
f108r	f108	f108r.25	0	S	y CE or	geschach s geuuan	vrouuuen u uuolde	begunde i vrouuue	vrouuuen m guoten	geschiht uuaere	sprach r sinen
f108r	f108	f108r.25	1	S	aN	gesehen	und	und	ich	iht	der
f108r	f108	f108r.25	2	S	ok Ey	gern	gesellen mir	diu	gesten	uuaren e	von
f108r	f108	f108r.25	3	S	Ceol	z	t	e	vil	diu	mit
f108r	f108	f108r.25	4	S	Cedy	des	ste	den	und	ere	und
f108r	f108	f108r.25	5	S	op C s d	gesellen geriten sprach	i cunegin ritter schoene	i vrouuuen geschehen sprach	geschehen mohte uuolde	geschach vrouuuen ritter	m geschach enmohte vrouuue
f108r	f108	f108r.25	6	S	op Cedy	des	iste	iden	und	ere	mund
f108r	f108	f108r.25	7	S	al k edy	uuolde uuen	man vrouuue n	schoene under ach	uuider geriten te	ein geuuan e	muoste uuol ane
f108r	f108	f108r.25	8	S	al lk e am	uuolde inie	maninie	schoene iheriht	uuider steit	einuuin	muoste meinich
f108r	f108	f108r.25	9	S	ol	ritter	sprach	enmohte	sprach	enmohte	uuolde
f108r	f108	f108r.25	10	S	r aI al	este uuolde	ienezman	siste schoene	ere uuider	zerein	rin muoste
f108r	f108	f108r.26	0	S	d air	sprach t	schoene ane	sprach vil	uuolde von	ritter e	vrouuue han
f108r	f108	f108r.26	1	S	okal	r	r	r	r	s	n
f108r	f108	f108r.26	2	S	Cedy	des	ste	den	und	ere	und
f108r	f108	f108r.26	3	S	qokEdy	mm	im	pp	ff	ff	ff
f108r	f108	f108r.26	4	S	ot e or al	si geuuan uuolde	er uuolde man	her vrouuue schoene	erst guoten uuider	ger uuaere ein	ein sinen muoste
f108r	f108	f108r.26	5	S	qokedy	r	z	z	t	est	pp
f108r	f108	f108r.26	6	S	qokedy	r	z	z	t	est	pp
f108r	f108	f108r.26	7	S	ot aN	si gesehen	erund	und	ersich	geriht	der
f108r	f108	f108r.26	8	S	ot e dar	siden	erze	herget	erstent	gerals	eine
f108r	f108	f108r.26	9	S	C al k Edy	gesellen uuolde uuen	cunegin man vrouuue e	vrouuuen schoene under ere	geschehen uuider geriten ine	geschach ein geuuan e	geschach muoste uuol diu
f108r	f108	f108r.27	0	S	y Ce daI	geschach geschiht z	vrouuuen bert	begunde gesehen e	vrouuuen z	geschiht sol	sprach sche
f108r	f108	f108r.27	1	S	or Ce or y	geuuan geschiht geuuan geschach	uuolde ber uuolde vrouuuen	vrouuue gesehen vrouuue begunde	guoten guoten vrouuuen	uuaere uuaere geschiht	sinen sch sinen sprach
f108r	f108	f108r.27	2	S	qo aN	man gesehen	sinund	iund	vroich	maniht	sder
f108r	f108	f108r.27	3	S	ok Ey	gern	gesellen mir	diu	gesten	uuaren e	von
f108r	f108	f108r.27	4	S	qokEy	z	z	ff	z	zz	n
f108r	f108	f108r.27	5	S	C dal	gesellen von	cunegin gen	vrouuuen ers	geschehen sch	geschach ers	geschach ger
f108r	f108	f108r.27	6	S	ok edy	gern	gesellen n	ach	geste	uuaren e	ane
f108r	f108	f108r.27	7	S	qokedy	r	z	z	t	est	pp
f108r	f108	f108r.27	8	S	ok e d am	ger sprach nie	gesellen schoene nie	her sprach iht	gest uuolde eit	uuaren ritter in	ein vrouuue ich
f108r	f108	f108r.27	9	S	Cdy	zen	et	als	ant	iu	als
f108r	f108	f108r.28	0	S	s aI	geriten ste	ritter ez	geschehen ste	mohte ere	vrouuuen er	enmohte in
f108r	f108	f108r.28	1	S	ar olk Ey	uuaere uuan	geschiht imir	deridiu	ritter sten	durch ze	uuaere gevon
f108r	f108	f108r.28	2	S	qo al	man uuolde	sinman	i schoene	vro uuider	manein	s muoste
f108r	f108	f108r.28	3	S	olk edy	uuan	in	iach	ste	ze	geane
f108r	f108	f108r.28	4	S	okaN	t	z	t	n	t	z
f108r	f108	f108r.29	0	S	p ol Cedy	ritter des	sprach ste	enmohte den	sprach und	ungemach enmohte ere	uuolde und
f108r	f108	f108r.29	1	S	ok edy	gern	gesellen n	ach	geste	uuaren e	ane
f108r	f108	f108r.29	2	S	qo p Cedy	mandes	sinste	iden	vround	man ungemach ere	sund
f108r	f108	f108r.29	3	S	ok e olk ey	geruuan	gesellen iten	heriant	gestse	uuaren ze	eingegen
f108r	f108	f108r.29	4	S	t Edy	eren	e	ere	durch ine	sche	diu
f108r	f108	f108r.29	5	S	qot aN	her gesehen	gelund	und	ich	getiht	der
f108r	f108	f108r.29	6	S	ot edy	sin	ern	ach	erste	gere	ane
f108r	f108	f108r.29	7	S	ok Edy	gern	gesellen e	ere	gesine	uuaren e	diu
f108r	f108	f108r.29	8	S	ot e d am	si sprach nie	er schoene nie	her sprach iht	erst uuolde eit	ger ritter in	ein vrouuue ich
f108r	f108	f108r.30	0	S	yk eol	geln	n	von	so	st	e
f108r	f108	f108r.30	1	S	Ce dal	geschiht von	bergen	gesehen ers	sch	ers	schger
f108r	f108	f108r.30	2	S	C ok edy	gesellen gern	cunegin gesellen n	vrouuuen ach	geschehen geste	geschach uuaren e	geschach ane
f108r	f108	f108r.30	3	S	o	vrouuuen	geschach	geschach	geschach	geschehen	geschehen
f108r	f108	f108r.30	4	S	qokedy	r	z	z	t	est	pp
f108r	f108	f108r.30	5	S	ok Cedy	gerdes	gesellen ste	den	gesund	uuaren ere	und
f108r	f108	f108r.30	6	S	s aN	geriten gesehen	ritter und	geschehen und	mohte ich	vrouuuen iht	enmohte der
f108r	f108	f108r.30	7	S	al k a n	uuolde uuen	man vrouuue ez	schoene under in	uuider geriten er	ein geuuan in	muoste uuol si
f108r	f108	f108r.31	0	S	k eol	uuen	vrouuue n	under von	geriten o	geuuan t	uuol e
f108r	f108	f108r.31	1	S	Se ody	gesten	uuain	manzen	gerein	dereit	siniht
f108r	f108	f108r.31	2	S	qokedy	r	z	z	t	est	pp
f108r	f108	f108r.31	3	S	qokEdy	mm	im	pp	ff	ff	ff
f108r	f108	f108r.31	4	S	qok o y	ver vrouuuen geschach	geschach vrouuuen	geschach begunde	ber geschach vrouuuen	ver geschehen geschiht	ver geschehen sprach
f108r	f108	f108r.31	5	S	qo i i edy	mann	sinenenn	innach	vrorrte	manlle	saaane
f108r	f108	f108r.31	6	S	ot edy	sin	ern	ach	erste	gere	ane
f108r	f108	f108r.31	7	S	qokedy	r	z	z	t	est	pp
f108r	f108	f108r.31	8	S	qokedy	r	z	z	t	est	pp
f108r	f108	f108r.31	9	S	qokal	r	a	l	zz	m	z
f108r	f108	f108r.32	0	S	yk e dar	gelden	ze	herget	stent	sals	eine
f108r	f108	f108r.32	1	S	Cedy	des	ste	den	und	ere	und
f108r	f108	f108r.32	2	S	qok ey	vern	ten	ant	bere	vere	vergen
f108r	f108	f108r.32	3	S	lk Edy	in	ie	iere	sine	uue	mdiu
f108r	f108	f108r.32	4	S	ot edy	sin	ern	ach	erste	gere	ane
f108r	f108	f108r.32	5	S	ok edy	gern	gesellen n	ach	geste	uuaren e	ane
f108r	f108	f108r.32	6	S	ot edy	sin	ern	ach	erste	gere	ane
f108r	f108	f108r.32	7	S	otal	s	n	n	r	h	s
f108r	f108	f108r.32	8	S	Sol	mir	iu	ane	ze	z	her
f108r	f108	f108r.32	9	S	al od ar	uuolde ide uuaere	man geschiht	schoene ichder	uuider er ritter	einant durch	muoste e uuaere
f108r	f108	f108r.32	10	S	or	geuuan	uuolde	vrouuue	guoten	uuaere	sinen
f108r	f108	f108r.32	11	S	al ol d	uuolde ritter sprach	man sprach schoene	schoene enmohte sprach	uuider sprach uuolde	ein enmohte ritter	muoste uuolde vrouuue
f108r	f108	f108r.33	0	S	s olk edy	geriten uuan	ritter in	geschehen iach	mohte ste	vrouuuen ze	enmohte geane
f108r	f108	f108r.33	1	S	ok C d	ger gesellen sprach	gesellen cunegin schoene	vrouuuen sprach	ges geschehen uuolde	uuaren geschach ritter	geschach vrouuue
f108r	f108	f108r.33	2	S	qokedy	r	z	z	t	est	pp
f108r	f108	f108r.33	3	S	ok edy	gern	gesellen n	ach	geste	uuaren e	ane
f108r	f108	f108r.33	4	S	ok eol	gern	gesellen n	von	geso	uuaren t	e
f108r	f108	f108r.33	5	S	Cdy	zen	et	als	ant	iu	als
f108r	f108	f108r.33	6	S	ok ar	ger uuaere	gesellen geschiht	der	ges ritter	uuaren durch	uuaere
f108r	f108	f108r.33	7	S	ok edy	gern	gesellen n	ach	geste	uuaren e	ane
f108r	f108	f108r.33	8	S	ok edy	gern	gesellen n	ach	geste	uuaren e	ane
f108r	f108	f108r.33	9	S	C l ar	gesellen sin uuaere	cunegin ger geschiht	vrouuuen sinder	geschehen der ritter	geschach durch	geschach ber uuaere
f108r	f108	f108r.34	0	S	y Ceol	geschach z	vrouuuen t	begunde e	vrouuuen vil	geschiht diu	sprach mit
f108r	f108	f108r.34	1	S	C Ky	gesellen e	cunegin t	vrouuuen t	geschehen z	geschach zen	geschach t
f108r	f108	f108r.34	2	S	qokedy	r	z	z	t	est	pp
f108r	f108	f108r.34	3	S	ok aI	gerste	gesellen ez	ste	gesere	uuaren er	in
f108r	f108	f108r.35	0	S	p y Cor y	geschach die geschach	vrouuuen ben vrouuuen	begunde mit begunde	vrouuuen sin vrouuuen	ungemach geschiht und geschiht	sprach vil sprach
f108r	f108	f108r.35	1	S	op Cey	nen	idiu	ier	man	an	mer
f108r	f108	f108r.35	2	S	lk eol	in	in	ivon	so	uut	me
f108r	f108	f108r.35	3	S	C dar	gesellen den	cunegin ze	vrouuuen get	geschehen ent	geschach als	geschach e
f108r	f108	f108r.35	4	S	Sedy	diu	daz	nen	den	von	daz
f108r	f108	f108r.35	5	S	qo f Cdy	manzen	sintet	inals	vroant	maniu	sials
f108r	f108	f108r.35	6	S	op al al	uuolde uuolde	imanman	i schoene schoene	uuider uuider	einein	m muoste muoste
f108r	f108	f108r.35	7	S	C Edy	gesellen n	cunegin e	vrouuuen ere	geschehen ine	geschach e	geschach diu
f108r	f108	f108r.35	8	S	qokal Cdy	rzen	aet	lals	zzant	miu	zals
f108r	f108	f108r.35	9	S	op Cdy	zen	iet	ials	ant	iu	mals
f108r	f108	f108r.36	0	S	ok e Cy	gergen	gesellen ich	herdaz	gestals	uuaren uue	eindes
f108r	f108	f108r.36	1	S	ok eol	gern	gesellen n	von	geso	uuaren t	e
f108r	f108	f108r.36	2	S	ok Edy	gern	gesellen e	ere	gesine	uuaren e	diu
f108r	f108	f108r.36	3	S	CE dar	sden	uze	iget	ment	als	re
f108r	f108	f108r.36	4	S	ok edy	gern	gesellen n	ach	geste	uuaren e	ane
f108r	f108	f108r.36	5	S	qot al	her uuolde	gelman	schoene	uuider	getein	muoste
f108r	f108	f108r.36	6	S	Cdy	zen	et	als	ant	iu	als
f108r	f108	f108r.36	7	S	Ce dal	geschiht von	bergen	gesehen ers	sch	ers	schger
f108r	f108	f108r.36	8	S	Cedy	des	ste	den	und	ere	und
f108r	f108	f108r.37	0	S	t Cedy	eredes	ste	den	durch und	schere	und
f108r	f108	f108r.37	1	S	qok ey	vern	ten	ant	bere	vere	vergen
f108r	f108	f108r.37	2	S	ok Ey	gern	gesellen mir	diu	gesten	uuaren e	von
f108r	f108	f108r.37	3	S	lk Ey	in	imir	idiu	sten	uue	mvon
f108r	f108	f108r.37	4	S	Cedy	des	ste	den	und	ere	und
f108r	f108	f108r.37	5	S	Ce ok Ey	geschiht gern	ber gesellen mir	gesehen diu	gesten	uuaren e	schvon
f108r	f108	f108r.37	6	S	qokEy	z	z	ff	z	zz	n
f108r	f108	f108r.37	7	S	Ce d l al	geschiht sprach sin uuolde	ber schoene german	gesehen sprach sin schoene	uuolde der uuider	ritter ein	sch vrouuue ber muoste
f108r	f108	f108r.37	8	S	lk air	it	iane	ivil	svon	uue	mhan
f108r	f108	f108r.37	9	S	al k Edy	uuolde uuen	man vrouuue e	schoene under ere	uuider geriten ine	ein geuuan e	muoste uuol diu
f108r	f108	f108r.37	10	S	r am	enie	iennie	siiht	eit	zin	rich
f108r	f108	f108r.38	0	S	d CE ody	sprach sten	schoene uin	sprach izen	uuolde mein	ritter eit	vrouuue riht
f108r	f108	f108r.38	1	S	C Edy	gesellen n	cunegin e	vrouuuen ere	geschehen ine	geschach e	geschach diu
f108r	f108	f108r.38	2	S	qokEdy	mm	im	pp	ff	ff	ff
f108r	f108	f108r.38	3	S	ot edy	sin	ern	ach	erste	gere	ane
f108r	f108	f108r.38	4	S	q E ey	sn	suueten	leinant	uuche	le	nmangen
f108r	f108	f108r.38	5	S	Cey	nen	diu	er	man	an	er
f108r	f108	f108r.39	0	S	p or o	geuuan vrouuuen	uuolde geschach	vrouuue geschach	guoten geschach	ungemach uuaere geschehen	sinen geschehen
f108r	f108	f108r.39	1	S	l	sin	ger	sin	der	<EMPTY>	ber
f108r	f108	f108r.39	2	S	t e d o	ere sprach vrouuuen	schoene geschach	her sprach geschach	durch t uuolde geschach	sch ritter geschehen	ein vrouuue geschehen
f108r	f108	f108r.39	3	S	l C daI	sin gesellen z	ger cunegin t	sin vrouuuen e	der geschehen z	geschach sol	ber geschach e
f108r	f108	f108r.39	4	S	qok ar	ver uuaere	geschiht	der	ber ritter	ver durch	ver uuaere
f108r	f108	f108r.39	5	S	ot edy	sin	ern	ach	erste	gere	ane
f108r	f108	f108r.39	6	S	ot ar ar	si uuaere uuaere	er geschiht geschiht	derder	ers ritter ritter	ger durch durch	uuaere uuaere
f108r	f108	f108r.39	7	S	yt y	ane geschach	vrouuuen	ger begunde	vrouuuen	s geschiht	sprach
f108r	f108	f108r.39	8	S	So qot edy	isthern	solgeln	each	ete	mirgete	hieane
f108r	f108	f108r.39	9	S	ot Edy	sin	ere	ere	ersine	gere	diu
f108r	f108	f108r.39	10	S	ok edy	gern	gesellen n	ach	geste	uuaren e	ane
f108r	f108	f108r.40	0	S	ok or aN	ger geuuan gesehen	gesellen uuolde und	vrouuue und	ges guoten ich	uuaren uuaere iht	sinen der
f108r	f108	f108r.40	1	S	ok Edy	gern	gesellen e	ere	gesine	uuaren e	diu
f108r	f108	f108r.40	2	S	qokEdy	mm	im	pp	ff	ff	ff
f108r	f108	f108r.40	3	S	ok E o m	ger vrouuuen a	gesellen uue geschach e	ein geschach z	gesch geschach n	uuaren geschehen n	man geschehen n
f108r	f108	f108r.40	4	S	Cey k E e d	nenuue sprach	diu vrouuue uue schoene	er under einher sprach	man geriten cht uuolde	an geuuan ritter	er uuol manein vrouuue
f108r	f108	f108r.40	5	S	Col	sch	her	dar	min	mit	dar
f108r	f108	f108r.40	6	S	q e k Ey	suuen	s vrouuue mir	lher under diu	uut geriten ten	l geuuan e	nein uuol von
f108r	f108	f108r.40	7	S	or aN	geuuan gesehen	uuolde und	vrouuue und	guoten ich	uuaere iht	sinen der
f108r	f108	f108r.40	8	S	C K o m	gesellen e vrouuuen a	cunegin i geschach e	vrouuuen l geschach z	geschehen i geschach n	geschach z geschehen n	geschach en geschehen n
f108r	f108	f108r.41	0	S	S E daI	derz	ungemach uuet	geschiht eine	uuachz	ichsol	ritter mane
f108r	f108	f108r.41	1	S	qokEdy	mm	im	pp	ff	ff	ff
f108r	f108	f108r.41	2	S	C ok Edy	gesellen gern	cunegin gesellen e	vrouuuen ere	geschehen gesine	geschach uuaren e	geschach diu
f108r	f108	f108r.41	3	S	qot e ody	herten	gelin	herzen	tein	geteit	einiht
f108r	f108	f108r.41	4	S	k E So	uueist	vrouuue uuesol	under eine	geriten che	geuuan mir	uuol manhie
f108r	f108	f108r.41	5	S	daN	er	han	gen	des	des	die
f108r	f108	f108r.41	6	S	Cedy	des	ste	den	und	ere	und
f108r	f108	f108r.41	7	S	k E dal	uuevon	vrouuue uuegen	under einers	geriten chsch	geuuan ers	uuol manger
f108r	f108	f108r.41	8	S	a s	geriten	e ritter	i geschehen	e mohte	i vrouuuen	s enmohte
f108r	f108	f108r.41	9	S	k e od ky	uueidee	vrouuue z	under hericht	geriten tere	geuuan antden	uuol einet
f108r	f108	f108r.42	0	S	ok Ey	gern	gesellen mir	diu	gesten	uuaren e	von
f108r	f108	f108r.42	1	S	qokEy	z	z	ff	z	zz	n
f108r	f108	f108r.42	2	S	qokEdy	mm	im	pp	ff	ff	ff
f108r	f108	f108r.42	3	S	qokEy	z	z	ff	z	zz	n
f108r	f108	f108r.42	4	S	Ce dal	geschiht von	bergen	gesehen ers	sch	ers	schger
f108r	f108	f108r.42	5	S	Cedy	des	ste	den	und	ere	und
f108r	f108	f108r.42	6	S	qokEy	z	z	ff	z	zz	n
f108r	f108	f108r.42	7	S	ok E daI	gerz	gesellen uuet	eine	geschz	uuaren sol	mane
f108r	f108	f108r.42	8	S	ot aI	siste	erez	ste	ersere	gerer	in
f108r	f108	f108r.42	9	S	o ol al s	vrouuuen ritter uuolde geriten	geschach sprach man ritter	geschach enmohte schoene geschehen	geschach sprach uuider mohte	geschehen enmohte ein vrouuuen	geschehen uuolde muoste enmohte
f108r	f108	f108r.43	0	S	olk ey	uuan	iten	iant	se	ze	gegen
f108r	f108	f108r.43	1	S	ok ey	gern	gesellen ten	ant	gese	uuaren e	gen
f108r	f108	f108r.43	2	S	l ok Ey	singern	ger gesellen mir	sindiu	dergesten	uuaren e	bervon
f108r	f108	f108r.43	3	S	qokedy	r	z	z	t	est	pp
f108r	f108	f108r.43	4	S	olk e Cy	uuagen	iich	iherdaz	stals	zuue	geeindes
f108r	f108	f108r.43	5	S	Ce dar	geschiht den	berze	gesehen get	ent	als	sche
f108r	f108	f108r.43	6	S	ol al	ritter uuolde	sprach man	enmohte schoene	sprach uuider	enmohte ein	uuolde muoste
f108r	f108	f108r.43	7	S	o edy	vrouuuen n	geschach n	geschach ach	geschach te	geschehen e	geschehen ane
f108r	f108	f108r.43	8	S	q Ky	se	st	lt	uuz	lzen	nt
f108r	f108	f108r.43	9	S	Ce am	geschiht nie	bernie	gesehen iht	eit	in	schich
f108r	f108	f108r.44	0	S	y Cey	geschach nen	vrouuuen diu	begunde er	vrouuuen man	geschiht an	sprach er
f108r	f108	f108r.44	1	S	Cey	nen	diu	er	man	an	er
f108r	f108	f108r.44	2	S	ok ar	ger uuaere	gesellen geschiht	der	ges ritter	uuaren durch	uuaere
f108r	f108	f108r.44	3	S	C ar am	gesellen uuaere nie	cunegin geschiht nie	vrouuuen deriht	geschehen ritter eit	geschach durch in	geschach uuaere ich
f108r	f108	f108r.44	4	S	ot am	sinie	ernie	iht	erseit	gerin	ich
f108r	f108	f108r.44	5	S	Ce ody	geschiht ten	berin	gesehen zen	ein	eit	schiht
f108r	f108	f108r.45	0	S	daI	z	t	e	z	sol	e
f108r	f108	f108r.45	1	S	Se Ky	gese	uuat	mant	gerz	derzen	sint
f108r	f108	f108r.45	2	S	ok Ey	gern	gesellen mir	diu	gesten	uuaren e	von
f108r	f108	f108r.45	3	S	k Ey	uuen	vrouuue mir	under diu	geriten ten	geuuan e	uuol von
f108r	f108	f108r.45	4	S	l Cedy	sindes	gerste	sinden	derund	ere	berund
f108r	f108	f108r.45	5	S	ok Ey	gern	gesellen mir	diu	gesten	uuaren e	von
f108r	f108	f108r.45	6	S	qokedy	r	z	z	t	est	pp
f108r	f108	f108r.45	7	S	Cedy	des	ste	den	und	ere	und
f108r	f108	f108r.45	8	S	dal k edy	vonuuen	gen vrouuue n	ers under ach	sch geriten te	ers geuuan e	ger uuol ane
f108r	f108	f108r.45	9	S	qokedy	r	z	z	t	est	pp
f108r	f108	f108r.45	10	S	dal	von	gen	ers	sch	ers	ger
f108r	f108	f108r.46	0	S	yt Edy	anen	e	gerere	ine	se	diu
f108r	f108	f108r.46	1	S	qokEdy	mm	im	pp	ff	ff	ff
f108r	f108	f108r.46	2	S	qok ey	vern	ten	ant	bere	vere	vergen
f108r	f108	f108r.46	3	S	ot edy	sin	ern	ach	erste	gere	ane
f108r	f108	f108r.46	4	S	ok edy	gern	gesellen n	ach	geste	uuaren e	ane
f108r	f108	f108r.46	5	S	qokaN	ff	ff	zz	z	t	zz
f108r	f108	f108r.46	6	S	Ce od ar	geschiht ide uuaere	ber geschiht	gesehen ichder	er ritter	ant durch	sche uuaere
f108r	f108	f108r.46	7	S	CEy	get	e	e	e	gen	art
f108r	f108	f108r.46	8	S	qokedy	r	z	z	t	est	pp
f108r	f108	f108r.46	9	S	al	uuolde	man	schoene	uuider	ein	muoste
f108r	f108	f108r.47	0	S	y Ce d	geschach geschiht sprach	vrouuuen ber schoene	begunde gesehen sprach	vrouuuen uuolde	geschiht ritter	sprach sch vrouuue
f108r	f108	f108r.47	1	S	Co K ey	minen	einiten	uualant	uueie	size	uuaengen
f108r	f108	f108r.47	2	S	daI	z	t	e	z	sol	e
f108r	f108	f108r.47	3	S	Se ol	ges ritter	uua sprach	man enmohte	ger sprach	der enmohte	sin uuolde
f108r	f108	f108r.47	4	S	ok edy	gern	gesellen n	ach	geste	uuaren e	ane
f108r	f108	f108r.47	5	S	lk Edy	in	ie	iere	sine	uue	mdiu
f108r	f108	f108r.47	6	S	ot Edy	sin	ere	ere	ersine	gere	diu
f108r	f108	f108r.47	7	S	qokEdy	mm	im	pp	ff	ff	ff
f108r	f108	f108r.47	8	S	Ce dal	geschiht von	bergen	gesehen ers	sch	ers	schger
f108r	f108	f108r.47	9	S	k e am	uuenie	vrouuue nie	under heriht	geriten teit	geuuan in	uuol einich
f108r	f108	f108r.48	0	S	p C Edy	gesellen n	cunegin e	vrouuuen ere	geschehen ine	ungemach geschach e	geschach diu
f108r	f108	f108r.48	1	S	qok e o	ver vrouuuen	geschach	her geschach	bert geschach	ver geschehen	verein geschehen
