contact_id	subject_kind	subject_surface	occurrence_id	source_selector	physical_folio	locus	token_index	side	neighbor_surface	pair_sequence_stable_all_three	assigned_disjoint_channel	channel_axis_tags	channel_macro_tags	global652_mapped	global652_axis_tags	global652_macro_tags	semantic_credit	renderer_license	component_export_credit
G806-C03051	K12_CONTROL	chol	GDT800-O3971	f93r	f93r	f93r.6	6	L1	s	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03052	K12_CONTROL	chol	GDT800-O3971	f93r	f93r	f93r.6	6	R1	sheoees	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03053	K12_CONTROL	chol	GDT800-O3980	f93v	f93v	f93v.4	6	L1	qokchody	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03054	K12_CONTROL	chol	GDT800-O3980	f93v	f93v	f93v.4	6	R1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03055	K12_CONTROL	chol	GDT800-O3981	f93v	f93v	f93v.4	7	L1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03056	K12_CONTROL	chol	GDT800-O3981	f93v	f93v	f93v.4	7	R1	ykchy	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY|VALUE	QUALITY|SCALAR	1	HOT|DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03057	K12_CONTROL	chol	GDT800-O3989	f94r	f94r	f94r.4	9	L1	or	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT|MATERIAL	CARRIER|SCALAR	1	AMOUNT|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C03058	K12_CONTROL	chol	GDT800-O3989	f94r	f94r	f94r.4	9	R1	kar	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|PART|MATERIAL	CARRIER|QUALITY	1	HOT|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C03059	K12_CONTROL	chol	GDT800-O4009	f95r1	f95r	f95r1.9	3	L1	tchor	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	COLD|DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03060	K12_CONTROL	chol	GDT800-O4009	f95r1	f95r	f95r1.9	3	R1	tar	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|PART|MATERIAL	CARRIER|QUALITY	1	COLD|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C03061	K12_CONTROL	chol	GDT800-O4012	f95r2	f95r	f95r2.2	4	L1	chkain	1	C2_GDT739_NARROW_PROJECTED	HOT|DRY|VALUE	QUALITY|SCALAR	1	HOT|DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03062	K12_CONTROL	chol	GDT800-O4012	f95r2	f95r	f95r2.2	4	R1	chckhy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03063	K12_CONTROL	chol	GDT800-O4048	f96r	f96r	f96r.6	3	L1	ckheey	1	C3_GDT734_GLOBAL_RESIDUAL	VALUE|PREPARATION	CARRIER|SCALAR	1	VALUE|PREPARATION	CARRIER|SCALAR	0	0	0
G806-C03064	K12_CONTROL	chol	GDT800-O4048	f96r	f96r	f96r.6	3	R1	cholody	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|MATERIAL|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY	1	DRY|MATERIAL|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY	0	0	0
G806-C03065	K12_CONTROL	chol	GDT800-O4051	f96r	f96r	f96r.8	5	L1	qokeeey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03066	K12_CONTROL	chol	GDT800-O4051	f96r	f96r	f96r.8	5	R1	daiin	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03067	K12_CONTROL	chol	GDT800-O4059	f99r	f99r	f99r.18	2	L1	qokeor	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03068	K12_CONTROL	chol	GDT800-O4059	f99r	f99r	f99r.18	2	R1	ykol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03069	K12_CONTROL	chol	GDT800-O4079	f99r	f99r	f99r.48	4	L1	ockhey	0	C2_GDT739_NARROW_PROJECTED	VALUE|PREPARATION	CARRIER|SCALAR	1	VALUE|PREPARATION	CARRIER|SCALAR	0	0	0
G806-C03070	K12_CONTROL	chol	GDT800-O4079	f99r	f99r	f99r.48	4	R1	cheodal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03071	K12_CONTROL	chol	GDT800-O4092	f99v	f99v	f99v.23	2	L1	qokeey	1	C2_GDT739_NARROW_PROJECTED	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C03072	K12_CONTROL	chol	GDT800-O4092	f99v	f99v	f99v.23	2	R1	okeoldy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03073	K12_CONTROL	chol	GDT800-O4122	f9r	f9r	f9r.2	2	L1	oykeey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03074	K12_CONTROL	chol	GDT800-O4122	f9r	f9r	f9r.2	2	R1	ytaiin	1	C2_GDT739_NARROW_PROJECTED	COLD|VALUE	QUALITY|SCALAR	1	COLD|VALUE	QUALITY|SCALAR	0	0	0
G806-C03075	K12_CONTROL	chol	GDT800-O4126	f9r	f9r	f9r.7	2	L1	or	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT|MATERIAL	CARRIER|SCALAR	1	AMOUNT|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C03076	K12_CONTROL	chol	GDT800-O4126	f9r	f9r	f9r.7	2	R1	chy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03077	K12_CONTROL	chol	GDT800-O4131	f9v	f9v	f9v.10	3	L1	kchol	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY	QUALITY	1	HOT|DRY	QUALITY	0	0	0
G806-C03078	K12_CONTROL	chol	GDT800-O4131	f9v	f9v	f9v.10	3	R1	chy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03079	K12_CONTROL	chol	GDT800-O4132	f9v	f9v	f9v.2	5	L1	cthor	1	C2_GDT739_NARROW_PROJECTED	AMOUNT|MATERIAL	CARRIER|SCALAR	1	AMOUNT|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C03080	K12_CONTROL	chol	GDT800-O4132	f9v	f9v	f9v.2	5	R1	chor	1	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C03081	K12_CONTROL	chol	GDT800-O4134	f9v	f9v	f9v.7	2	L1	qo	0	C2_GDT739_NARROW_PROJECTED	PROCESS	PROCESS	1	PROCESS	PROCESS	0	0	0
G806-C03082	K12_CONTROL	chol	GDT800-O4134	f9v	f9v	f9v.7	2	R1	chol	0	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03083	K12_CONTROL	chol	GDT800-O4135	f9v	f9v	f9v.7	3	L1	chol	0	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03084	K12_CONTROL	chol	GDT800-O4135	f9v	f9v	f9v.7	3	R1	chy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03085	K12_CONTROL	cthol	GDT800-O1079	f113v	f113v	f113v.14	6	L1	chor	1	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C03086	K12_CONTROL	cthol	GDT800-O1079	f113v	f113v	f113v.14	6	R1	okeshos	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03087	K12_CONTROL	cthol	GDT800-O1097	f113v	f113v	f113v.25	7	L1	qopchey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03088	K12_CONTROL	cthol	GDT800-O1097	f113v	f113v	f113v.25	7	R1	opaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03089	K12_CONTROL	cthol	GDT800-O1416	f17v	f17v	f17v.13	4	L1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03090	K12_CONTROL	cthol	GDT800-O1416	f17v	f17v	f17v.13	4	R1	chkor	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	HOT|DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03091	K12_CONTROL	cthol	GDT800-O1423	f17v	f17v	f17v.16	4	L1	okeol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03092	K12_CONTROL	cthol	GDT800-O1423	f17v	f17v	f17v.16	4	R1	otcheolom	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03093	K12_CONTROL	cthol	GDT800-O1449	f18r	f18r	f18r.12	2	L1	ychair	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03094	K12_CONTROL	cthol	GDT800-O1449	f18r	f18r	f18r.12	2	R1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03095	K12_CONTROL	cthol	GDT800-O1454	f18r	f18r	f18r.5	4	L1	cthaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03096	K12_CONTROL	cthol	GDT800-O1454	f18r	f18r	f18r.5	4	R1	chlol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03097	K12_CONTROL	cthol	GDT800-O1475	f19v	f19v	f19v.14	3	L1	cheaiin	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03098	K12_CONTROL	cthol	GDT800-O1475	f19v	f19v	f19v.14	3	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03099	K12_CONTROL	cthol	GDT800-O1481	f19v	f19v	f19v.6	3	L1	kchor	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	HOT|DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03100	K12_CONTROL	cthol	GDT800-O1481	f19v	f19v	f19v.6	3	R1	chocthy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03101	K12_CONTROL	cthol	GDT800-O1531	f22r	f22r	f22r.3	6	L1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03102	K12_CONTROL	cthol	GDT800-O1531	f22r	f22r	f22r.3	6	R1	ctholo	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03103	K12_CONTROL	cthol	GDT800-O1608	f24r	f24r	f24r.7	6	L1	cheor	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|PART|MATERIAL	CARRIER|QUALITY	1	DRY|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C03104	K12_CONTROL	cthol	GDT800-O1608	f24r	f24r	f24r.7	6	R1	qodol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03105	K12_CONTROL	cthol	GDT800-O1656	f28r	f28r	f28r.2	3	L1	otchor	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|DRY|AMOUNT|MATERIAL|PREPARATION	CARRIER|QUALITY|SCALAR	1	COLD|DRY|AMOUNT|MATERIAL|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03106	K12_CONTROL	cthol	GDT800-O1656	f28r	f28r	f28r.2	3	R1	y	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03107	K12_CONTROL	cthol	GDT800-O1657	f28r	f28r	f28r.3	3	L1	shor	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03108	K12_CONTROL	cthol	GDT800-O1657	f28r	f28r	f28r.3	3	R1	cthol	1	C2_GDT739_NARROW_PROJECTED	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C03109	K12_CONTROL	cthol	GDT800-O1658	f28r	f28r	f28r.3	4	L1	cthol	1	C2_GDT739_NARROW_PROJECTED	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C03110	K12_CONTROL	cthol	GDT800-O1658	f28r	f28r	f28r.3	4	R1	shor	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03111	K12_CONTROL	cthol	GDT800-O1659	f28r	f28r	f28r.4	5	L1	chotchy	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|DRY|MATERIAL|PREPARATION	CARRIER|QUALITY	1	COLD|DRY|MATERIAL|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C03112	K12_CONTROL	cthol	GDT800-O1659	f28r	f28r	f28r.4	5	R1	otol	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|PREPARATION	CARRIER|QUALITY	1	COLD|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C03113	K12_CONTROL	cthol	GDT800-O1673	f28v	f28v	f28v.8	9	L1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03114	K12_CONTROL	cthol	GDT800-O1673	f28v	f28v	f28v.8	9	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03115	K12_CONTROL	cthol	GDT800-O1712	f30v	f30v	f30v.3	3	L1	daiin	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03116	K12_CONTROL	cthol	GDT800-O1712	f30v	f30v	f30v.3	3	R1	doiin	1	C3_GDT734_GLOBAL_RESIDUAL	PREPARATION	CARRIER	1	PREPARATION	CARRIER	0	0	0
G806-C03117	K12_CONTROL	cthol	GDT800-O1732	f32r	f32r	f32r.3	3	L1	chor	1	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C03118	K12_CONTROL	cthol	GDT800-O1732	f32r	f32r	f32r.3	3	R1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03119	K12_CONTROL	cthol	GDT800-O1741	f32v	f32v	f32v.10	8	L1	l	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03120	K12_CONTROL	cthol	GDT800-O1741	f32v	f32v	f32v.10	8	R1	da	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03121	K12_CONTROL	cthol	GDT800-O1802	f35r	f35r	f35r.14	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03122	K12_CONTROL	cthol	GDT800-O1802	f35r	f35r	f35r.14	1	R1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03123	K12_CONTROL	cthol	GDT800-O1819	f36r	f36r	f36r.7	2	L1	qotol	1	C2_GDT739_NARROW_PROJECTED	COLD|MATERIAL	CARRIER|QUALITY	1	COLD|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C03124	K12_CONTROL	cthol	GDT800-O1819	f36r	f36r	f36r.7	2	R1	okol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03125	K12_CONTROL	cthol	GDT800-O1821	f36r	f36r	f36r.8	2	L1	ytchor	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	COLD|DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03126	K12_CONTROL	cthol	GDT800-O1821	f36r	f36r	f36r.8	2	R1	chaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03127	K12_CONTROL	cthol	GDT800-O1822	f36v	f36v	f36v.13	3	L1	she	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST	QUALITY	1	MOIST	QUALITY	0	0	0
G806-C03128	K12_CONTROL	cthol	GDT800-O1822	f36v	f36v	f36v.13	3	R1	oty	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03129	K12_CONTROL	cthol	GDT800-O1829	f37r	f37r	f37r.3	4	L1	qokaiin	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C03130	K12_CONTROL	cthol	GDT800-O1829	f37r	f37r	f37r.3	4	R1	dy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03131	K12_CONTROL	cthol	GDT800-O1836	f37v	f37v	f37v.11	3	L1	choror	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT|MATERIAL	CARRIER|SCALAR	1	AMOUNT|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C03132	K12_CONTROL	cthol	GDT800-O1836	f37v	f37v	f37v.11	3	R1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03133	K12_CONTROL	cthol	GDT800-O1881	f3r	f3r	f3r.1	4	L1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03134	K12_CONTROL	cthol	GDT800-O1881	f3r	f3r	f3r.1	4	R1	daimg	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03135	K12_CONTROL	cthol	GDT800-O1906	f3r	f3r	f3r.5	5	L1	cham	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03136	K12_CONTROL	cthol	GDT800-O1906	f3r	f3r	f3r.5	5	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03137	K12_CONTROL	cthol	GDT800-O1970	f42r	f42r	f42r.10	6	L1	otol	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|PREPARATION	CARRIER|QUALITY	1	COLD|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C03138	K12_CONTROL	cthol	GDT800-O1970	f42r	f42r	f42r.10	6	R1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03139	K12_CONTROL	cthol	GDT800-O1997	f42r	f42r	f42r.8	3	L1	chees	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03140	K12_CONTROL	cthol	GDT800-O1997	f42r	f42r	f42r.8	3	R1	shor	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03141	K12_CONTROL	cthol	GDT800-O2044	f44v	f44v	f44v.1	3	L1	qotshy	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|MOIST|VALUE	QUALITY|SCALAR	1	COLD|MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C03142	K12_CONTROL	cthol	GDT800-O2044	f44v	f44v	f44v.1	3	R1	d	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03143	K12_CONTROL	cthol	GDT800-O2053	f44v	f44v	f44v.12	6	L1	ctho	1	C3_GDT734_GLOBAL_RESIDUAL	MATERIAL|PREPARATION	CARRIER	1	MATERIAL|PREPARATION	CARRIER	0	0	0
G806-C03144	K12_CONTROL	cthol	GDT800-O2053	f44v	f44v	f44v.12	6	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03145	K12_CONTROL	cthol	GDT800-O2063	f44v	f44v	f44v.7	3	L1	tchaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03146	K12_CONTROL	cthol	GDT800-O2063	f44v	f44v	f44v.7	3	R1	dy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03147	K12_CONTROL	cthol	GDT800-O2196	f49v	f49v	f49v.22	2	L1	dchol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03148	K12_CONTROL	cthol	GDT800-O2196	f49v	f49v	f49v.22	2	R1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03149	K12_CONTROL	cthol	GDT800-O2213	f4r	f4r	f4r.2	4	L1	shol	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST	QUALITY	1	MOIST	QUALITY	0	0	0
G806-C03150	K12_CONTROL	cthol	GDT800-O2213	f4r	f4r	f4r.2	4	R1	shtchy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03151	K12_CONTROL	cthol	GDT800-O2217	f4r	f4r	f4r.7	2	L1	qotaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03152	K12_CONTROL	cthol	GDT800-O2217	f4r	f4r	f4r.7	2	R1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03153	K12_CONTROL	cthol	GDT800-O2226	f4v	f4v	f4v.8	3	L1	chor	1	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C03154	K12_CONTROL	cthol	GDT800-O2226	f4v	f4v	f4v.8	3	R1	sho	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|PREPARATION	CARRIER|QUALITY	1	MOIST|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C03155	K12_CONTROL	cthol	GDT800-O2306	f53v	f53v	f53v.3	5	L1	dockhy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03156	K12_CONTROL	cthol	GDT800-O2306	f53v	f53v	f53v.3	5	R1	dam	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03157	K12_CONTROL	cthol	GDT800-O2319	f54v	f54v	f54v.12	3	L1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03158	K12_CONTROL	cthol	GDT800-O2319	f54v	f54v	f54v.12	3	R1	s	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03159	K12_CONTROL	cthol	GDT800-O2368	f56r	f56r	f56r.11	4	L1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03160	K12_CONTROL	cthol	GDT800-O2368	f56r	f56r	f56r.11	4	R1	chos	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|PREPARATION	CARRIER|QUALITY	1	DRY|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C03161	K12_CONTROL	cthol	GDT800-O2633	f6v	f6v	f6v.14	3	L1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03162	K12_CONTROL	cthol	GDT800-O2633	f6v	f6v	f6v.14	3	R1	tchalody	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03163	K12_CONTROL	cthol	GDT800-O2643	f6v	f6v	f6v.7	4	L1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03164	K12_CONTROL	cthol	GDT800-O2643	f6v	f6v	f6v.7	4	R1	dol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03165	K12_CONTROL	cthol	GDT800-O3124	f7r	f7r	f7r.7	2	L1	dshoy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03166	K12_CONTROL	cthol	GDT800-O3124	f7r	f7r	f7r.7	2	R1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03167	K12_CONTROL	cthol	GDT800-O3131	f7v	f7v	f7v.2	7	L1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03168	K12_CONTROL	cthol	GDT800-O3131	f7v	f7v	f7v.2	7	R1	cthy	1	C3_GDT734_GLOBAL_RESIDUAL	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C03169	K12_CONTROL	cthol	GDT800-O3381	f82r	f82r	f82r.5	5	L1	qokal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03170	K12_CONTROL	cthol	GDT800-O3381	f82r	f82r	f82r.5	5	R1	chedy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03171	K12_CONTROL	cthol	GDT800-O3780	f88r	f88r	f88r.26	4	L1	olkeey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03172	K12_CONTROL	cthol	GDT800-O3780	f88r	f88r	f88r.26	4	R1	poldy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03173	K12_CONTROL	cthol	GDT800-O3858	f89v1	f89v	f89v1.15	3	L1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03174	K12_CONTROL	cthol	GDT800-O3858	f89v1	f89v	f89v1.15	3	R1	daiin	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03175	K12_CONTROL	cthol	GDT800-O3880	f89v1	f89v	f89v1.6	10	L1	otar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03176	K12_CONTROL	cthol	GDT800-O3880	f89v1	f89v	f89v1.6	10	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03177	K12_CONTROL	cthol	GDT800-O3921	f8v	f8v	f8v.5	6	L1	etaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03178	K12_CONTROL	cthol	GDT800-O3921	f8v	f8v	f8v.5	6	R1	dar	1	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C03179	K12_CONTROL	cthol	GDT800-O3953	f93r	f93r	f93r.20	2	L1	ychockhy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03180	K12_CONTROL	cthol	GDT800-O3953	f93r	f93r	f93r.20	2	R1	osos	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03181	K12_CONTROL	cthol	GDT800-O3960	f93r	f93r	f93r.30	3	L1	qokcho	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY|PROCESS	PROCESS|QUALITY	1	HOT|DRY|PROCESS	PROCESS|QUALITY	0	0	0
G806-C03182	K12_CONTROL	cthol	GDT800-O3960	f93r	f93r	f93r.30	3	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03183	K12_CONTROL	cthol	GDT800-O3963	f93r	f93r	f93r.31	3	L1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03184	K12_CONTROL	cthol	GDT800-O3963	f93r	f93r	f93r.31	3	R1	olchod	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
