target_reference	subject_kind	subject_surface	channel	denominator	view	candidate_a	candidate_b	a_l1_hits	a_l1_denominator	a_l1_rate	a_r1_hits	a_r1_denominator	a_r1_rate	candidate_a_score	b_l1_hits	b_l1_denominator	b_l1_rate	b_r1_hits	b_r1_denominator	b_r1_rate	candidate_b_score	uncentered_delta_a_minus_b	uncentered_delta_decimal	bilaterally_scoreable
otal	K12_CONTROL	sol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	2	15	2/15	2	41	2/41	56/615	0	15	0/1	1	41	1/41	1/82	97/1230	0.0788617886179	1
otal	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	2	25	2/25	0	35	0/1	1/25	1	25	1/25	1	35	1/35	6/175	1/175	0.00571428571429	1
otal	K12_CONTROL	cthol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	1	45	1/45	1	35	1/35	8/315	2	45	2/45	0	35	0/1	1/45	1/315	0.0031746031746	1
otal	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	2	27	2/27	1	28	1/28	83/1512	4	27	4/27	1	28	1/28	139/1512	-1/27	-0.037037037037	1
otal	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	8	236	2/59	2	252	1/126	311/14868	14	236	7/118	5	252	5/252	1177/29736	-185/9912	-0.0186642453592	1
otal	TARGET	otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	44	50	22/25	3	37	3/37	889/1850	28	50	14/25	25	37	25/37	1143/1850	-127/925	-0.137297297297	1
otal	K12_CONTROL	qokal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	69	78	23/26	7	78	7/78	19/39	32	78	16/39	58	78	29/39	15/26	-7/78	-0.0897435897436	1
otal	K12_CONTROL	sheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	21	28	3/4	5	34	5/34	61/136	14	28	1/2	28	34	14/17	45/68	-29/136	-0.213235294118	1
otal	K12_CONTROL	al	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	31	79	31/79	12	73	12/73	3211/11534	66	79	66/79	45	73	45/73	8373/11534	-2581/5767	-0.447546384602	1
otal	K12_CONTROL	dol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	22	24	11/12	3	31	3/31	377/744	12	24	1/2	20	31	20/31	71/124	-49/744	-0.0658602150538	1
otal	K12_CONTROL	dal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	54	67	54/67	10	69	10/69	2198/4623	27	67	27/67	45	69	15/23	813/1541	-241/4623	-0.0521306510924	1
otal	K12_CONTROL	shol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	49	63	7/9	10	72	5/36	11/24	29	63	29/63	39	72	13/24	505/1008	-43/1008	-0.0426587301587	1
otal	K12_CONTROL	okol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	11	20	11/20	1	19	1/19	229/760	13	20	13/20	12	19	12/19	487/760	-129/380	-0.339473684211	1
otal	K12_CONTROL	sol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	11	12	11/12	2	27	2/27	107/216	6	12	1/2	23	27	23/27	73/108	-13/72	-0.180555555556	1
otal	K12_CONTROL	qotol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	12	14	6/7	0	18	0/1	3/7	6	14	3/7	14	18	7/9	38/63	-11/63	-0.174603174603	1
otal	K12_CONTROL	cthol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	20	25	4/5	0	12	0/1	2/5	14	25	14/25	2	12	1/6	109/300	11/300	0.0366666666667	1
otal	K12_CONTROL	okeol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	9	14	9/14	2	11	2/11	127/308	10	14	5/7	7	11	7/11	52/77	-81/308	-0.262987012987	1
otal	K12_CONTROL	chol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	109	149	109/149	18	145	18/145	18487/43210	84	149	84/149	63	145	63/145	21567/43210	-308/4321	-0.0712797963434	1
otal	TARGET	otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	30	34	15/17	2	30	1/15	121/255	20	34	10/17	20	30	2/3	32/51	-13/85	-0.152941176471	1
otal	K12_CONTROL	qokal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	48	54	8/9	5	50	1/10	89/180	24	54	4/9	38	50	19/25	271/450	-97/900	-0.107777777778	1
otal	K12_CONTROL	sheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	16	21	16/21	2	23	2/23	205/483	11	21	11/21	18	23	18/23	631/966	-221/966	-0.228778467909	1
otal	K12_CONTROL	al	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	24	52	6/13	6	49	6/49	186/637	41	52	41/52	32	49	32/49	3673/5096	-2185/5096	-0.428767660911	1
otal	K12_CONTROL	dol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	14	16	7/8	2	23	2/23	177/368	8	16	1/2	14	23	14/23	51/92	-27/368	-0.0733695652174	1
otal	K12_CONTROL	dal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	31	38	31/38	8	42	4/21	803/1596	17	38	17/38	28	42	2/3	127/228	-43/798	-0.0538847117794	1
otal	K12_CONTROL	shol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	32	43	32/43	9	60	3/20	769/1720	21	43	21/43	32	60	8/15	659/1290	-329/5160	-0.0637596899225	1
otal	K12_CONTROL	okol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	10	17	10/17	1	14	1/14	157/476	12	17	12/17	8	14	4/7	76/119	-21/68	-0.308823529412	1
otal	K12_CONTROL	sol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	8	9	8/9	1	20	1/20	169/360	5	9	5/9	18	20	9/10	131/180	-31/120	-0.258333333333	1
otal	K12_CONTROL	qotol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	9	11	9/11	0	14	0/1	9/22	6	11	6/11	10	14	5/7	97/154	-17/77	-0.220779220779	1
otal	K12_CONTROL	cthol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	18	22	9/11	0	10	0/1	9/22	13	22	13/22	1	10	1/10	19/55	7/110	0.0636363636364	1
otal	K12_CONTROL	okeol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	7	10	7/10	2	9	2/9	83/180	8	10	4/5	6	9	2/3	11/15	-49/180	-0.272222222222	1
otal	K12_CONTROL	chol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	81	111	27/37	11	106	11/106	3269/7844	63	111	21/37	44	106	22/53	1927/3922	-585/7844	-0.0745792962774	1
otal	TARGET	otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	44	117	44/117	3	117	1/39	47/234	28	117	28/117	25	117	25/117	53/234	-1/39	-0.025641025641	1
otal	K12_CONTROL	qokal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	69	180	23/60	7	180	7/180	19/90	32	180	8/45	58	180	29/90	1/4	-7/180	-0.0388888888889	1
otal	K12_CONTROL	sheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	21	90	7/30	5	90	1/18	13/90	14	90	7/45	28	90	14/45	7/30	-4/45	-0.0888888888889	1
otal	K12_CONTROL	al	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	31	204	31/204	12	204	1/17	43/408	66	204	11/34	45	204	15/68	37/136	-1/6	-0.166666666667	1
otal	K12_CONTROL	dol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	22	76	11/38	3	76	3/76	25/152	12	76	3/19	20	76	5/19	4/19	-7/152	-0.0460526315789	1
otal	K12_CONTROL	dal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	54	191	54/191	10	191	10/191	32/191	27	191	27/191	45	191	45/191	36/191	-4/191	-0.020942408377	1
otal	K12_CONTROL	shol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	49	163	49/163	10	163	10/163	59/326	29	163	29/163	39	163	39/163	34/163	-9/326	-0.0276073619632	1
otal	K12_CONTROL	okol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	11	53	11/53	1	53	1/53	6/53	13	53	13/53	12	53	12/53	25/106	-13/106	-0.122641509434	1
otal	K12_CONTROL	sol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	11	57	11/57	2	57	2/57	13/114	6	57	2/19	23	57	23/57	29/114	-8/57	-0.140350877193	1
otal	K12_CONTROL	qotol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	12	43	12/43	0	43	0/1	6/43	6	43	6/43	14	43	14/43	10/43	-4/43	-0.093023255814	1
otal	K12_CONTROL	cthol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	20	51	20/51	0	51	0/1	10/51	14	51	14/51	2	51	2/51	8/51	2/51	0.0392156862745	1
otal	K12_CONTROL	okeol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	9	44	9/44	2	44	1/22	1/8	10	44	5/22	7	44	7/44	17/88	-3/44	-0.0681818181818	1
otal	K12_CONTROL	chol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	109	343	109/343	18	343	18/343	127/686	84	343	12/49	63	343	9/49	3/14	-10/343	-0.0291545189504	1
otal	TARGET	otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	30	79	30/79	2	75	2/75	1204/5925	20	79	20/79	20	75	4/15	308/1185	-112/1975	-0.0567088607595	1
otal	K12_CONTROL	qokal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	48	108	4/9	5	113	5/113	497/2034	24	108	2/9	38	113	38/113	284/1017	-71/2034	-0.0349065880039	1
otal	K12_CONTROL	sheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	16	57	16/57	2	57	2/57	3/19	11	57	11/57	18	57	6/19	29/114	-11/114	-0.0964912280702	1
otal	K12_CONTROL	al	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	24	129	8/43	6	119	6/119	605/5117	41	129	41/129	32	119	32/119	9007/30702	-5377/30702	-0.175135170347	1
otal	K12_CONTROL	dol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	14	44	7/22	2	48	1/24	95/528	8	44	2/11	14	48	7/24	125/528	-5/88	-0.0568181818182	1
otal	K12_CONTROL	dal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	31	120	31/120	8	80	1/10	43/240	17	120	17/120	28	80	7/20	59/240	-1/15	-0.0666666666667	1
otal	K12_CONTROL	shol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	32	110	16/55	9	124	9/124	2479/13640	21	110	21/110	32	124	8/31	1531/6820	-53/1240	-0.0427419354839	1
otal	K12_CONTROL	okol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	10	38	5/19	1	36	1/36	199/1368	12	38	6/19	8	36	2/9	46/171	-169/1368	-0.123538011696	1
otal	K12_CONTROL	sol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	8	15	8/15	1	41	1/41	343/1230	5	15	1/3	18	41	18/41	95/246	-22/205	-0.107317073171	1
otal	K12_CONTROL	qotol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	9	25	9/25	0	35	0/1	9/50	6	25	6/25	10	35	2/7	46/175	-29/350	-0.0828571428571	1
otal	K12_CONTROL	cthol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	18	45	2/5	0	35	0/1	1/5	13	45	13/45	1	35	1/35	10/63	13/315	0.0412698412698	1
otal	K12_CONTROL	okeol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	7	27	7/27	2	28	1/14	125/756	8	27	8/27	6	28	3/14	193/756	-17/189	-0.0899470899471	1
otal	K12_CONTROL	chol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	81	236	81/236	11	252	11/252	719/3717	63	236	63/236	44	252	11/63	6565/29736	-271/9912	-0.0273405972559	1
otal	TARGET	otal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	55	62	55/62	7	44	7/44	1427/2728	37	62	37/62	29	44	29/44	1713/2728	-13/124	-0.104838709677	1
otal	K12_CONTROL	qokal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	83	95	83/95	8	82	4/41	3783/7790	39	95	39/95	59	82	59/82	8803/15580	-1237/15580	-0.0793966623877	1
otal	K12_CONTROL	sheol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	29	37	29/37	8	46	4/23	815/1702	21	37	21/37	35	46	35/46	2261/3404	-631/3404	-0.185370152761	1
otal	K12_CONTROL	al	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	45	93	15/31	15	83	15/83	855/2573	75	93	25/31	51	83	51/83	1828/2573	-973/2573	-0.37815779246	1
otal	K12_CONTROL	dol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	27	30	9/10	3	33	1/11	109/220	15	30	1/2	20	33	20/33	73/132	-19/330	-0.0575757575758	1
otal	K12_CONTROL	dal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	62	75	62/75	11	74	11/74	5413/11100	32	75	32/75	49	74	49/74	6043/11100	-21/370	-0.0567567567568	1
otal	K12_CONTROL	shol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	55	71	55/71	12	82	6/41	2681/5822	35	71	35/71	46	82	23/41	1534/2911	-387/5822	-0.0664720027482	1
otal	K12_CONTROL	okol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	12	24	1/2	2	23	2/23	27/92	17	24	17/24	16	23	16/23	775/1104	-451/1104	-0.408514492754	1
otal	K12_CONTROL	sol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	13	14	13/14	5	32	5/32	243/448	6	14	3/7	26	32	13/16	139/224	-5/64	-0.078125	1
otal	K12_CONTROL	qotol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	15	17	15/17	0	23	0/1	15/34	8	17	8/17	15	23	15/23	439/782	-47/391	-0.120204603581	1
otal	K12_CONTROL	cthol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	21	27	7/9	1	14	1/14	107/252	16	27	16/27	2	14	1/7	139/378	43/756	0.0568783068783	1
otal	K12_CONTROL	okeol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	12	19	12/19	3	16	3/16	249/608	15	19	15/19	10	16	5/8	215/304	-181/608	-0.297697368421	1
otal	K12_CONTROL	chol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	119	173	119/173	21	167	21/167	11753/28891	101	173	101/173	73	167	73/167	14748/28891	-2995/28891	-0.103665501367	1
otal	TARGET	otal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	40	44	10/11	5	36	5/36	415/792	27	44	27/44	24	36	2/3	169/264	-23/198	-0.116161616162	1
otal	K12_CONTROL	qokal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	56	63	8/9	6	53	6/53	239/477	29	63	29/63	39	53	39/53	1997/3339	-36/371	-0.0970350404313	1
otal	K12_CONTROL	sheol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	21	26	21/26	4	32	1/8	97/208	16	26	8/13	23	32	23/32	555/832	-167/832	-0.200721153846	1
otal	K12_CONTROL	al	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	33	61	33/61	8	55	8/55	2303/6710	46	61	46/61	36	55	36/55	2363/3355	-2423/6710	-0.361102831595	1
otal	K12_CONTROL	dol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	17	20	17/20	2	25	2/25	93/200	10	20	1/2	14	25	14/25	53/100	-13/200	-0.065	1
otal	K12_CONTROL	dal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	38	45	38/45	9	46	9/46	2153/4140	21	45	7/15	31	46	31/46	787/1380	-52/1035	-0.0502415458937	1
otal	K12_CONTROL	shol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	36	49	36/49	11	70	11/70	437/980	26	49	26/49	39	70	39/70	533/980	-24/245	-0.0979591836735	1
otal	K12_CONTROL	okol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	11	21	11/21	2	18	1/9	20/63	16	21	16/21	12	18	2/3	5/7	-25/63	-0.396825396825	1
otal	K12_CONTROL	sol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	10	11	10/11	3	23	3/23	263/506	5	11	5/11	19	23	19/23	162/253	-61/506	-0.120553359684	1
otal	K12_CONTROL	qotol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	11	13	11/13	0	19	0/1	11/26	7	13	7/13	11	19	11/19	138/247	-67/494	-0.135627530364	1
otal	K12_CONTROL	cthol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	19	24	19/24	1	12	1/12	7/16	15	24	5/8	1	12	1/12	17/48	1/12	0.0833333333333	1
otal	K12_CONTROL	okeol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	9	14	9/14	3	12	1/4	25/56	12	14	6/7	7	12	7/12	121/168	-23/84	-0.27380952381	1
otal	K12_CONTROL	chol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	89	130	89/130	13	125	13/125	2563/6500	77	130	77/130	51	125	51/125	3251/6500	-172/1625	-0.105846153846	1
otal	TARGET	otal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	55	117	55/117	7	117	7/117	31/117	37	117	37/117	29	117	29/117	11/39	-2/117	-0.017094017094	1
otal	K12_CONTROL	qokal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	83	180	83/180	8	180	2/45	91/360	39	180	13/60	59	180	59/180	49/180	-7/360	-0.0194444444444	1
otal	K12_CONTROL	sheol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	29	90	29/90	8	90	4/45	37/180	21	90	7/30	35	90	7/18	14/45	-19/180	-0.105555555556	1
otal	K12_CONTROL	al	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	45	204	15/68	15	204	5/68	5/34	75	204	25/68	51	204	1/4	21/68	-11/68	-0.161764705882	1
otal	K12_CONTROL	dol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	27	76	27/76	3	76	3/76	15/76	15	76	15/76	20	76	5/19	35/152	-5/152	-0.0328947368421	1
otal	K12_CONTROL	dal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	62	191	62/191	11	191	11/191	73/382	32	191	32/191	49	191	49/191	81/382	-4/191	-0.020942408377	1
otal	K12_CONTROL	shol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	55	163	55/163	12	163	12/163	67/326	35	163	35/163	46	163	46/163	81/326	-7/163	-0.0429447852761	1
otal	K12_CONTROL	okol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	12	53	12/53	2	53	2/53	7/53	17	53	17/53	16	53	16/53	33/106	-19/106	-0.179245283019	1
otal	K12_CONTROL	sol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	13	57	13/57	5	57	5/57	3/19	6	57	2/19	26	57	26/57	16/57	-7/57	-0.122807017544	1
otal	K12_CONTROL	qotol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	15	43	15/43	0	43	0/1	15/86	8	43	8/43	15	43	15/43	23/86	-4/43	-0.093023255814	1
otal	K12_CONTROL	cthol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	21	51	7/17	1	51	1/51	11/51	16	51	16/51	2	51	2/51	3/17	2/51	0.0392156862745	1
otal	K12_CONTROL	okeol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	12	44	3/11	3	44	3/44	15/88	15	44	15/44	10	44	5/22	25/88	-5/44	-0.113636363636	1
otal	K12_CONTROL	chol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	119	343	17/49	21	343	3/49	10/49	101	343	101/343	73	343	73/343	87/343	-17/343	-0.0495626822157	1
otal	TARGET	otal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	40	79	40/79	5	75	1/15	679/2370	27	79	27/79	24	75	8/25	1307/3950	-263/5925	-0.044388185654	1
otal	K12_CONTROL	qokal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	56	108	14/27	6	113	6/113	872/3051	29	108	29/108	39	113	39/113	7489/24408	-19/904	-0.021017699115	1
otal	K12_CONTROL	sheol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	21	57	7/19	4	57	4/57	25/114	16	57	16/57	23	57	23/57	13/38	-7/57	-0.122807017544	1
otal	K12_CONTROL	al	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	33	129	11/43	8	119	8/119	1653/10234	46	129	46/129	36	119	36/119	5059/15351	-737/4386	-0.168034655723	1
otal	K12_CONTROL	dol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	17	44	17/44	2	48	1/24	113/528	10	44	5/22	14	48	7/24	137/528	-1/22	-0.0454545454545	1
otal	K12_CONTROL	dal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	38	120	19/60	9	80	9/80	103/480	21	120	7/40	31	80	31/80	9/32	-1/15	-0.0666666666667	1
otal	K12_CONTROL	shol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	36	110	18/55	11	124	11/124	2837/13640	26	110	13/55	39	124	39/124	3757/13640	-23/341	-0.0674486803519	1
