event_serial	page	locus	record_unit_id	field_id	statement_id	event_index_in_record	joint_tuple_id	surface_display_only	position_in_field	field_length	complete_field_surface_display_only	terminal_status	v77_r4_decision	v77_r4_gloss	occurrence_reading	semantic_ceiling
318	f83r	f83r.25	B4	F110	B4-S002	4	7db18b2f0fb7ed0fcfd3	qokedy	3	3	qolchey qokeey qokedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
319	f83r	f83r.25	B4	F111	B4-S003	5	6f7ff8287eddf4da9fdb	chedy	1	2	chedy otal	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
321	f83r	f83r.26	B4	F112	B4-S003	7	faf321940aed922846a9	otchey	1	5	otchey qokeey qoky tol shedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
322	f83r	f83r.26	B4	F112	B4-S003	8	0275fbf14e07935b0a45	qokeey	2	5	otchey qokeey qoky tol shedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
323	f83r	f83r.26	B4	F112	B4-S003	9	276a7c2d74d1143446f4	qoky	3	5	otchey qokeey qoky tol shedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
324	f83r	f83r.26	B4	F112	B4-S003	10	dcda95c81a5460feb191	tol	4	5	otchey qokeey qoky tol shedy	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
325	f83r	f83r.26	B4	F112	B4-S003	11	bc4f1f5c006c74a4d26d	shedy	5	5	otchey qokeey qoky tol shedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
328	f83r	f83r.27	B4	F114	B4-S005	14	6f7ff8287eddf4da9fdb	chedy	2	3	dain chedy qokeedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
329	f83r	f83r.27	B4	F114	B4-S005	15	7d25241b0e56c836372a	qokeedy	3	3	dain chedy qokeedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
332	f83r	f83r.28	B4	F117	B4-S008	18	2f1c5e56e8f0ff459065	saiin	1	4	saiin cheeky sheey qokedy	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
335	f83r	f83r.28	B4	F117	B4-S008	21	7db18b2f0fb7ed0fcfd3	qokedy	4	4	saiin cheeky sheey qokedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
336	f83r	f83r.28	B4	F118	B4-S009	22	bc4f1f5c006c74a4d26d	shedy	1	1	shedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
338	f83r	f83r.35	B4	F120	B4-S011	24	2f1c5e56e8f0ff459065	saiin	1	5	saiin cheky okeeol okain chdy	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
341	f83r	f83r.35	B4	F120	B4-S011	27	1645e612504fcef59ced	okain	4	5	saiin cheky okeeol okain chdy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
342	f83r	f83r.35	B4	F120	B4-S011	28	6f7ff8287eddf4da9fdb	chdy	5	5	saiin cheky okeeol okain chdy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
343	f83r	f83r.37	B4	F121	B4-S011	29	dcda95c81a5460feb191	sol	1	2	sol lkedy	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
345	f83r	f83r.37	B4	F122	B4-S012	31	de7321bface5628e35d6	lchedy	1	1	lchedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
347	f83r	f83r.37	B4	F123	B4-S013	33	bc4f1f5c006c74a4d26d	shedy	2	2	qokol shedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
348	f83r	f83r.38	B4	F124	B4-S014	34	7a4bb8136330ee4e6e56	or	1	4	or chey qockhey dairydy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
349	f83r	f83r.38	B4	F124	B4-S014	35	b921a237be883a820352	chey	2	4	or chey qockhey dairydy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
352	f83r	f83r.39	B4	F125	B4-S015	38	1645e612504fcef59ced	qokain	1	4	qokain shey kain chckhal	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
353	f83r	f83r.39	B4	F125	B4-S015	39	b5df9126607030b95175	shey	2	4	qokain shey kain chckhal	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
357	f83r	f83r.41	B4	F126	B4-S015	43	de7321bface5628e35d6	lchedy	2	2	solkey lchedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
359	f83r	f83r.41	B4	F127	B4-S016	45	dd0ecaf5e27d81befffc	dal	2	2	qolkain dal	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
361	f83r	f83r.44	B4	F128	B4-S016	47	bc4f1f5c006c74a4d26d	shedy	2	2	skar shedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
365	f83r	f83r.48	B5	F132	B5-S003	4	dd0ecaf5e27d81befffc	dal	1	5	dal cheol lol chdal aiin	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
366	f83r	f83r.48	B5	F132	B5-S003	5	dcda95c81a5460feb191	cheol	2	5	dal cheol lol chdal aiin	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
369	f83r	f83r.48	B5	F132	B5-S003	8	2f1c5e56e8f0ff459065	aiin	5	5	dal cheol lol chdal aiin	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
370	f83r	f83r.49	B5	F133	B5-S003	9	dcda95c81a5460feb191	sol	1	3	sol daiiin chedy	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
372	f83r	f83r.49	B5	F133	B5-S003	11	6f7ff8287eddf4da9fdb	chedy	3	3	sol daiiin chedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
376	f83r	f83r.52	B6	F134	B6-S001	4	dcda95c81a5460feb191	ol	4	4	solkeey qekey raly ol	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
377	f83r	f83r.54	B6	F135	B6-S001	5	2f1c5e56e8f0ff459065	daiin	1	5	daiin ol dain chey ldalor	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
378	f83r	f83r.54	B6	F135	B6-S001	6	dcda95c81a5460feb191	ol	2	5	daiin ol dain chey ldalor	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
380	f83r	f83r.54	B6	F135	B6-S001	8	b921a237be883a820352	chey	4	5	daiin ol dain chey ldalor	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
