target_ordinal	surface	reader_decision	final_recipe	observed_requirement_modes	neutral_component_reading_de	known_contextual_readings_de	primary_structural_formula	primary_visible_formula	primary_anchor_recipe	primary_anchor_start_atom	primary_anchor_atom_count	primary_anchor_old_event_count	primary_anchor_old_surfaces	primary_visible_stem_status	primary_visible_stem_surface	extension_direction	left_extension_recipe	left_visible_affix	left_channel_class	left_channel_observation_count	left_channel_recipe_variants	left_interface_pair	left_interface_old_event_count	right_extension_recipe	right_visible_affix	right_channel_class	right_channel_observation_count	right_channel_recipe_variants	right_interface_pair	right_interface_old_event_count	primary_old_supported_interfaces	primary_interface_count	primary_full_arm_joint_count	primary_repeated_invariant_channel_count	primary_anchor_context_modes	primary_anchor_context_relation	primary_context_compatible	old_supercard_recipe_count	old_supercard_recipes	old_supercard_context_relation	primary_structural_support_class	recurrent_primary_anchor_family_target_count	initial_flag_reasons	secondary_bridge_present	secondary_structural_formula	secondary_anchor_recipe	secondary_visible_stem_status	secondary_visible_stem_surface	secondary_context_relation	secondary_supported_interfaces	secondary_interface_count	secondary_repaired_dimension	flag_resolution	current_caution	working_default	reading_scope	guard
64	kodalchy	READ_KNOWN_FRAGMENT_WORKING_CARD	K+O+D_ADDR+AL+CH+Y	SELF_CONTAINED	Den Posten geben und nehmen; zur Ausführung; hier; am Zielort.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; zur Zielstelle; zur Ausführung; an der bezeichneten Stelle.	[K+O+D_ADDR]+AL+CH+Y	[kod]+alchy	K+O+D_ADDR	1	3	1	kod	ALIGNED_EXACT_OLD_SURFACE_STEM	kod	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	AL+CH+Y	alchy	SINGLETON_VISIBLE_CHANNEL	1	AL+CH+Y	D_ADDR>AL	12	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
66	kody	READ_KNOWN_FRAGMENT_WORKING_CARD	K+O+DY	SELF_CONTAINED	Geben; zur Ausführung; abschließen.	Ordne zu; zur Ausführung; schließe den Schritt.	K+[O+DY]	k+[ody]	O+DY	2	2	5	ody	ALIGNED_EXACT_OLD_SURFACE_STEM	ody	LEFT_EXTENSION	K	k	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	K	K>O	21	NONE	NONE	NONE	0	NONE	NONE	0	1	1	1	1	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_DISJOINT	NO	2	CH+EE+CH+K+O+DY|CH+K+O+DY	TARGET_MODE_SET_DISJOINT	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	1	ANCHOR_CONTEXT_MODE_DIFFERENCE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	ANCHOR_CONTEXT_MODE_DIFFERENCE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
68	lkeol	READ_KNOWN_FRAGMENT_WORKING_CARD	L+K+E+OL	REQUIRES_ACTIVE_ARGUMENT	Über die Verbindung; geben; auf Grad I; fortsetzen.	Ordne den laufenden Eintrag [wie zuvor] zu; über die Eintragsverbindung; auf Grad I; führe fort.	L+[K+E+OL]	l+[keol]	K+E+OL	2	3	4	keol	ALIGNED_EXACT_OLD_SURFACE_STEM	keol	LEFT_EXTENSION	L	l	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	L	L>K	25	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	1	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
69	lodaiin	READ_KNOWN_FRAGMENT_WORKING_CARD	L+O+D_ADDR+AIIN	REQUIRES_ACTIVE_ACTION	Über die Verbindung; zur Ausführung; hier; Wert.	Im laufenden Satz ordne den Kennwert zu; über die Eintragsverbindung; zur Ausführung; an der bezeichneten Stelle.	L+[O+D_ADDR+AIIN]	l+[odaiin]	O+D_ADDR+AIIN	2	3	6	odaiin	ALIGNED_EXACT_OLD_SURFACE_STEM	odaiin	LEFT_EXTENSION	L	l	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	L	L>O	11	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	1	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	TARGET_MODE_SET_INCLUDED	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
72	ltsholy	READ_KNOWN_FRAGMENT_WORKING_CARD	L+T+SH+OL+Y	SELF_CONTAINED	Über die Verbindung; den Posten einstellen und halten; fortsetzen.	Lege den laufenden Eintrag fest und halte den laufenden Eintrag fest; über die Eintragsverbindung; führe fort.	L+[T+SH+OL]+Y	l+[tshol]+y	T+SH+OL	2	3	1	tshol	ALIGNED_EXACT_OLD_SURFACE_STEM	tshol	BOTH_SIDES	L	l	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	L	L>T	6	Y	y	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	Y	OL>Y	46	2	2	0	2	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
73	ofaram	READ_KNOWN_FRAGMENT_WORKING_CARD	O+LOCAL_CHAR_F+AR+AM_ADDR	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	Zur Ausführung; hier; vom Ausgang; hier.	Im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	[O+LOCAL_CHAR_F+AR]+AM_ADDR	[ofar]+am	O+LOCAL_CHAR_F+AR	1	3	1	ofar	ALIGNED_EXACT_OLD_SURFACE_STEM	ofar	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	AM_ADDR	am	SINGLETON_VISIBLE_CHANNEL	1	AM_ADDR	AR>AM_ADDR	0	0	1	0	0	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_WITH_NEW_INTERFACE	1	NEW_ATOM_INTERFACE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	NEW_ATOM_INTERFACE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
75	okedals	READ_KNOWN_FRAGMENT_WORKING_CARD	OK+AL+S	REQUIRES_ACTIVE_ARGUMENT	Setzen und wählen; am Zielort.	Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; zur Zielspalte.	[OK+AL]+S	[okedal]+s	OK+AL	1	2	47	chokal|chykald|okal|okedal|qokal	ALIGNED_EXACT_OLD_SURFACE_STEM	okedal	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	S	s	SINGLETON_VISIBLE_CHANNEL	1	S	AL>S	8	1	1	0	0	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
76	okedam	READ_KNOWN_FRAGMENT_WORKING_CARD	OK+E+D_ADDR+AM_ADDR	REQUIRES_ACTIVE_ARGUMENT	Setzen; auf Grad I; hier; hier.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	[OK+E+D_ADDR]+AM_ADDR	[NO_EXACT_OLD_VISIBLE_STEM]	OK+E+D_ADDR	1	3	3	qoked	NO_EXACT_OLD_SURFACE_STEM	NONE	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	AM_ADDR	NONE	NO_ALIGNED_VISIBLE_CHANNEL	0	NONE	D_ADDR>AM_ADDR	2	1	1	0	0	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	YES	0	NONE	NO_OLD_SUPERCARD	RECIPE_ANCHOR_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
78	olsheor	READ_KNOWN_FRAGMENT_WORKING_CARD	OL+SH+E+OR	SELF_CONTAINED	Fortsetzen; die Einheit halten; auf Grad I.	Halte die Arbeitseinheit; auf Grad I; führe fort.	OL+[SH+E+OR]	ol+[sheor]	SH+E+OR	2	3	5	sheor	ALIGNED_EXACT_OLD_SURFACE_STEM	sheor	LEFT_EXTENSION	OL	ol	SINGLETON_VISIBLE_CHANNEL	1	OL	OL>SH	16	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
79	otalor	READ_KNOWN_FRAGMENT_WORKING_CARD	OT+AL+OR	REQUIRES_ACTIVE_ACTION	Danach; am Zielort; Einheit.	Danach: im laufenden Satz halte die Eintragseinheit fest; zur Zielspalte.	[OT+AL]+OR	[otal]+or	OT+AL	1	2	16	chotal|otal|qotal	ALIGNED_EXACT_OLD_SURFACE_STEM	otal	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	OR	or	SINGLETON_VISIBLE_CHANNEL	1	OR	AL>OR	7	1	1	0	0	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	TARGET_MODE_SET_INCLUDED	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
81	pchof	READ_KNOWN_FRAGMENT_WORKING_CARD	P+CH+O+LOCAL_CHAR_F	SELF_CONTAINED	Einsetzen und nehmen; zur Ausführung; hier.	Setze ein und entnimm; zur Ausführung; an der bezeichneten Stelle.	P+CH+[O+LOCAL_CHAR_F]	[NO_EXACT_OLD_VISIBLE_STEM]	O+LOCAL_CHAR_F	3	2	1	qof	NO_EXACT_OLD_SURFACE_STEM	NONE	LEFT_EXTENSION	P+CH	NONE	NO_ALIGNED_VISIBLE_CHANNEL	0	NONE	CH>O	64	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	RECIPE_ANCHOR_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
83	pofochey	READ_KNOWN_FRAGMENT_WORKING_CARD	P+O+LOCAL_CHAR_F+O+CH+E+Y	SELF_CONTAINED	Den Posten einsetzen und nehmen; zur Ausführung; hier; erneut zur Ausführung; auf Grad I.	Setze den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung [außen], zur Ausführung [innen] und auf Grad I; an der bezeichneten Stelle.	P+O+LOCAL_CHAR_F+[O+CH+E+Y]	pof+[ochey]	O+CH+E+Y	4	4	1	ochey	ALIGNED_EXACT_OLD_SURFACE_STEM	ochey	LEFT_EXTENSION	P+O+LOCAL_CHAR_F	pof	SINGLETON_VISIBLE_CHANNEL	1	P+O+LOCAL_CHAR_F	LOCAL_CHAR_F>O	2	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
84	psheody	READ_KNOWN_FRAGMENT_WORKING_CARD	P+SH+E+O+D_ADDR+Y	SELF_CONTAINED	Den Posten einsetzen und halten; auf Grad I; zur Ausführung; hier.	Setze den laufenden Eintrag ein und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	P+[SH+E+O+D_ADDR+Y]	p+[sheody]	SH+E+O+D_ADDR+Y	2	5	5	sheody|sheshdy	ALIGNED_EXACT_OLD_SURFACE_STEM	sheody	LEFT_EXTENSION	P	p	REPEATED_INVARIANT_VISIBLE_CHANNEL	2	P	P>SH	13	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
85	pydaiin	READ_KNOWN_FRAGMENT_WORKING_CARD	P+Y+D_ADDR+AIIN	SELF_CONTAINED	Den Posten und den Wert einsetzen; hier.	Setze den Pflanzenposten und den Arbeitswert ein; an der bezeichneten Stelle.	P+[Y+D_ADDR+AIIN]	p+[ydaiin]	Y+D_ADDR+AIIN	2	3	5	ydaiin	ALIGNED_EXACT_OLD_SURFACE_STEM	ydaiin	LEFT_EXTENSION	P	p	REPEATED_INVARIANT_VISIBLE_CHANNEL	2	P	P>Y	27	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
88	qoekedy	READ_KNOWN_FRAGMENT_WORKING_CARD	CARRIER_Q+O+E+K+E+DY	REQUIRES_ACTIVE_ARGUMENT	Mit Beginnmarker; zur Ausführung; auf Grad I; geben; erneut auf Grad I; abschließen.	Gib die Arbeitseinheit [wie zuvor] zu; mit Beginnmarker, zur Ausführung, auf Grad I [außen] und auf Grad I [innen]; schließe den Schritt.	CARRIER_Q+O+E+[K+E+DY]	qoe+[kedy]	K+E+DY	4	3	1	kedy	ALIGNED_EXACT_OLD_SURFACE_STEM	kedy	LEFT_EXTENSION	CARRIER_Q+O+E	qoe	SINGLETON_VISIBLE_CHANNEL	1	CARRIER_Q+O+E	E>K	24	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_DISJOINT	NO	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	2	ANCHOR_CONTEXT_MODE_DIFFERENCE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	ANCHOR_CONTEXT_MODE_DIFFERENCE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
94	qokshd	READ_KNOWN_FRAGMENT_WORKING_CARD	OK+SH+D_ADDR	SELF_CONTAINED	Setzen und halten; hier.	Trage ein und halte fest; an der bezeichneten Stelle.	[OK+SH]+D_ADDR	[qoksh]+d	OK+SH	1	2	1	qoksh	ALIGNED_EXACT_OLD_SURFACE_STEM	qoksh	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	D_ADDR	d	REPEATED_INVARIANT_VISIBLE_CHANNEL	5	D_ADDR	SH>D_ADDR	14	1	1	0	1	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_DISJOINT	NO	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	ANCHOR_CONTEXT_MODE_DIFFERENCE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	ANCHOR_CONTEXT_MODE_DIFFERENCE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
95	qopaiin	READ_KNOWN_FRAGMENT_WORKING_CARD	CARRIER_Q+O+P+AIIN	SELF_CONTAINED	Mit Beginnmarker; zur Ausführung; den Wert einsetzen.	Setze den Kennwert ein; mit Beginnmarker und zur Ausführung.	[CARRIER_Q+O+P]+AIIN	[qop]+aiin	CARRIER_Q+O+P	1	3	1	qop	ALIGNED_EXACT_OLD_SURFACE_STEM	qop	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	AIIN	aiin	REPEATED_INVARIANT_VISIBLE_CHANNEL	2	AIIN	P>AIIN	1	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
96	qotchoiin	READ_KNOWN_FRAGMENT_WORKING_CARD	OT+CH+O+IIN	REQUIRES_ACTIVE_ARGUMENT	Danach; nehmen; zur Ausführung; auf der bezeichneten Stufe.	Danach: nimm den Arbeitswert [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	OT+CH+[O+IIN]	qotch+[oiin]	O+IIN	3	2	13	oiiiin|oiiin|oiin|oin	ALIGNED_EXACT_OLD_SURFACE_STEM	oiin	LEFT_EXTENSION	OT+CH	qotch	SINGLETON_VISIBLE_CHANNEL	1	OT+CH	CH>O	64	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
98	qoteeod	READ_KNOWN_FRAGMENT_WORKING_CARD	OT+EE+O+D_ADDR	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	Danach; auf Grad II; zur Ausführung; hier.	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	[OT+EE+O]+D_ADDR	q+[~oteeo]+d	OT+EE+O	1	3	1	oteeo	DIRECTION_MISMATCH_EXACT_OLD_SURFACE_STEM	oteeo	RIGHT_EXTENSION	NONE	q	NONE	0	NONE	NONE	0	D_ADDR	d	NO_ALIGNED_VISIBLE_CHANNEL	0	NONE	O>D_ADDR	114	1	1	1	0	SELF_CONTAINED	TARGET_MODE_SET_DISJOINT	NO	1	OT+EE+O+D_ADDR+AIIN	TARGET_MODE_SET_DISJOINT	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	1	ANCHOR_CONTEXT_MODE_DIFFERENCE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	ANCHOR_CONTEXT_MODE_DIFFERENCE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
99	qoteoly	READ_KNOWN_FRAGMENT_WORKING_CARD	OT+E+OL+Y	REQUIRES_ACTIVE_ACTION	Danach; auf Grad I; fortsetzen; Posten.	Danach: im laufenden Satz halte den laufenden Eintrag fest; auf Grad I; führe fort.	[OT+E+OL]+Y	[qoteol]+y	OT+E+OL	1	3	6	oteol|qoteol	ALIGNED_EXACT_OLD_SURFACE_STEM	qoteol	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	Y	y	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	Y	OL>Y	46	1	1	0	1	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	TARGET_MODE_SET_INCLUDED	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
100	rotaiin	READ_KNOWN_FRAGMENT_WORKING_CARD	R+OT+AIIN	SELF_CONTAINED	Den Wert markieren; danach.	Danach: kennzeichne den Kennwert.	R+[OT+AIIN]	r+[otaiin]	OT+AIIN	2	2	20	chotaiin|otaiin|qotaiin	ALIGNED_EXACT_OLD_SURFACE_STEM	otaiin	LEFT_EXTENSION	R	r	SINGLETON_VISIBLE_CHANNEL	1	R	R>OT	0	NONE	NONE	NONE	0	NONE	NONE	0	0	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_WITH_NEW_INTERFACE	1	NEW_ATOM_INTERFACE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	NEW_ATOM_INTERFACE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
