component_recipe	intake_tier	register	incoming_action	incoming_argument	explicit_action_roots	explicit_argument_roots	inherited_action_root	inherited_argument_root	outgoing_action	outgoing_argument	baseline_clause_de	order_safe_clause_de	order_repair_rule	clause_changed_by_order_repair
L+CHD+L	T2_FUTURE_STRONG	PHARMA	K	OR	CHD	NONE	NONE	OR	CHD	OR	Bearbeite die Ansatzeinheit [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite die Ansatzeinheit [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	K	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	HERBAL	K	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	Bearbeite den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	K	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	K	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den Positionsposten [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	Bearbeite den Positionsposten [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	PHARMA	K	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den Drogenposten [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite den Drogenposten [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Kennwert [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite den Kennwert [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	HERBAL	NONE	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Arbeitswert [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	Bearbeite den Arbeitswert [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	NONE	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Stationswert [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Bearbeite den Stationswert [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	NONE	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Positionswert [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	Bearbeite den Positionswert [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	PHARMA	NONE	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Mengenwert [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite den Mengenwert [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Teilwert [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite den Teilwert [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	HERBAL	NONE	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Materialanteil [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	Bearbeite den Materialanteil [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	NONE	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Stationsanteil [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Bearbeite den Stationsanteil [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	NONE	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Sektoranteil [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	Bearbeite den Sektoranteil [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	PHARMA	NONE	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Drogenanteil [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite den Drogenanteil [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	HERBAL	NONE	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	Bearbeite; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	NONE	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Bearbeite; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	NONE	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die Ringverbindung [außen] und über die Ringverbindung [innen].	Bearbeite; über die Ringverbindung [außen] und über die Ringverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	PHARMA	NONE	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	HERBAL	NONE	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	Bearbeite den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	NONE	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	NONE	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den Positionsposten [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	Bearbeite den Positionsposten [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	PHARMA	NONE	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den Drogenposten [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite den Drogenposten [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	OK	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Kennwert [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite den Kennwert [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	HERBAL	OK	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Arbeitswert [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	Bearbeite den Arbeitswert [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	OK	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Stationswert [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Bearbeite den Stationswert [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	OK	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Positionswert [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	Bearbeite den Positionswert [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	PHARMA	OK	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Mengenwert [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite den Mengenwert [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	OK	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Teilwert [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite den Teilwert [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	HERBAL	OK	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Materialanteil [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	Bearbeite den Materialanteil [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	OK	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Stationsanteil [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Bearbeite den Stationsanteil [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	OK	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Sektoranteil [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	Bearbeite den Sektoranteil [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	PHARMA	OK	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Drogenanteil [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite den Drogenanteil [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	OK	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	HERBAL	OK	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	Bearbeite; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	OK	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Bearbeite; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	OK	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die Ringverbindung [außen] und über die Ringverbindung [innen].	Bearbeite; über die Ringverbindung [außen] und über die Ringverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	PHARMA	OK	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	OK	OR	CHD	NONE	NONE	OR	CHD	OR	Bearbeite die Eintragseinheit [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite die Eintragseinheit [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	HERBAL	OK	OR	CHD	NONE	NONE	OR	CHD	OR	Bearbeite die Arbeitseinheit [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	Bearbeite die Arbeitseinheit [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	OK	OR	CHD	NONE	NONE	OR	CHD	OR	Bearbeite die Stationseinheit [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Bearbeite die Stationseinheit [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	OK	OR	CHD	NONE	NONE	OR	CHD	OR	Bearbeite die Positionseinheit [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	Bearbeite die Positionseinheit [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	PHARMA	OK	OR	CHD	NONE	NONE	OR	CHD	OR	Bearbeite die Ansatzeinheit [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite die Ansatzeinheit [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	OK	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	HERBAL	OK	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	Bearbeite den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	OK	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	OK	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den Positionsposten [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	Bearbeite den Positionsposten [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	PHARMA	OK	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den Drogenposten [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite den Drogenposten [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	P	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Kennwert [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite den Kennwert [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	HERBAL	P	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Arbeitswert [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	Bearbeite den Arbeitswert [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	P	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Stationswert [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Bearbeite den Stationswert [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	P	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Positionswert [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	Bearbeite den Positionswert [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	PHARMA	P	AIIN	CHD	NONE	NONE	AIIN	CHD	AIIN	Bearbeite den Mengenwert [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite den Mengenwert [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	P	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Teilwert [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite den Teilwert [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	HERBAL	P	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Materialanteil [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	Bearbeite den Materialanteil [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	P	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Stationsanteil [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Bearbeite den Stationsanteil [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	P	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Sektoranteil [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	Bearbeite den Sektoranteil [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	PHARMA	P	AIN	CHD	NONE	NONE	AIN	CHD	AIN	Bearbeite den Drogenanteil [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite den Drogenanteil [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	P	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	HERBAL	P	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	Bearbeite; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	P	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Bearbeite; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	P	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die Ringverbindung [außen] und über die Ringverbindung [innen].	Bearbeite; über die Ringverbindung [außen] und über die Ringverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	PHARMA	P	NONE	CHD	NONE	NONE	NONE	CHD	NONE	Bearbeite; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	P	OR	CHD	NONE	NONE	OR	CHD	OR	Bearbeite die Eintragseinheit [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite die Eintragseinheit [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	HERBAL	P	OR	CHD	NONE	NONE	OR	CHD	OR	Bearbeite die Arbeitseinheit [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	Bearbeite die Arbeitseinheit [wie zuvor]; über die Verbindung im Pflanzenartikel [außen] und über die Verbindung im Pflanzenartikel [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	P	OR	CHD	NONE	NONE	OR	CHD	OR	Bearbeite die Stationseinheit [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Bearbeite die Stationseinheit [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	P	OR	CHD	NONE	NONE	OR	CHD	OR	Bearbeite die Positionseinheit [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	Bearbeite die Positionseinheit [wie zuvor]; über die Ringverbindung [außen] und über die Ringverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	PHARMA	P	OR	CHD	NONE	NONE	OR	CHD	OR	Bearbeite die Ansatzeinheit [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	Bearbeite die Ansatzeinheit [wie zuvor]; über die Gefäßverbindung [außen] und über die Gefäßverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	P	Y	CHD	NONE	NONE	Y	CHD	Y	Bearbeite den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	Bearbeite den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung [außen] und über die Eintragsverbindung [innen].	BASELINE_ORDER_ALREADY_SAFE	NO
