page	locus	section	language	hand	line_mode	ordinal	surface	literal_gloss_de	aligned_chunk_de	action_licensed	signals	identity_signals	action_signals	lost_signals_literal_to_aligned	primary_class	debt_severity	specificity_score	specificity_open	strict_card_debt	strict_debt_categories	mechanical_debt	mechanical_debt_flags	low_or_exploratory_card	low_confidence_sources	low_confidence_labels	repair_route	anchor_drift_ids	practical_translation_de
f76v	f76v.10	B	B	2	MIXED_RECORD	10	dy	Qualitäts-/Wertfeld geschlossen	Qualitäts-/Wertfeld geschlossen	0	AMBIGUOUS_ALTERNATIVE|STRUCTURAL_META	NONE	NONE	NONE	D2_STRUCTURAL_OR_REGISTER_META	CRITICAL	0	1	1	STRUCTURAL_META_CARD	1	NON_SINGLE_GLOSS|STRUCTURAL_META_AS_VALUE	0	NONE	NONE	STRUCTURAL_TO_PRACTICAL_CARD	NONE	Eine Portion Arzneikompositum abmessen; dazu feuchte abgemessene Rohstoffmenge I auf Mittelstufe. Fertig getrocknetes Pulver nehmen und eine Dosis Droge bis zur Mittelstufe einweichen und abschließen. Mit dem fertigen Feuchtgut und dem kalt-trockenen Mittelstufenprodukt die Rohholzdroge I vollständig einweichen und kaltstellen; bis zur Mittelstufe eingeweichtes Arzneikompositum, Maß III, danach Abschluss.
f77r	f77r.38	B	B	2	ACTION_SEQUENCE	6	qol	Drogenstoff zugeben	Drogenstoff zugeben	1	ACT_ADD|MATERIAL_ROLE	NONE	ACT_ADD	NONE	B1_LICENSED_OPERATION_WITH_GENERIC_OBJECT	MAJOR	3	1	1	GENERIC_DRUG_HEAD	1	HARD_GENERIC_CARRIER	0	NONE	NONE	OBJECT_IDENTITY_BINDING	NONE	Pulverstoff · feucht, Mittelstufe, abgeschlossen · vollständig fertiggestellten Ansatz nehmen · heiß, Grad III · bis Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · Drogenstoff zugeben · Holzdroge, kalt auf Stufe III · feucht, Mittelstufe, abgeschlossen · Drogenstoff zugeben.
f77r	f77r.38	B	B	2	ACTION_SEQUENCE	9	qol	Drogenstoff zugeben	Drogenstoff zugeben	1	ACT_ADD|MATERIAL_ROLE	NONE	ACT_ADD	NONE	B1_LICENSED_OPERATION_WITH_GENERIC_OBJECT	MAJOR	3	1	1	GENERIC_DRUG_HEAD	1	HARD_GENERIC_CARRIER	0	NONE	NONE	OBJECT_IDENTITY_BINDING	NONE	Pulverstoff · feucht, Mittelstufe, abgeschlossen · vollständig fertiggestellten Ansatz nehmen · heiß, Grad III · bis Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · Drogenstoff zugeben · Holzdroge, kalt auf Stufe III · feucht, Mittelstufe, abgeschlossen · Drogenstoff zugeben.
f77v	f77v.7	B	B	2	ACTION_SEQUENCE	2	qolsheedy	vollständig eingeweichten und fertigen Drogenstoff zugeben	vollständig eingeweichten und fertigen Drogenstoff zugeben	1	ACT_ADD|MATERIAL_ROLE|STATE_FINISHED|STATE_WET	NONE	ACT_ADD	NONE	B1_LICENSED_OPERATION_WITH_GENERIC_OBJECT	MAJOR	3	1	1	GENERIC_DRUG_HEAD	1	HARD_GENERIC_CARRIER	0	NONE	NONE	OBJECT_IDENTITY_BINDING	NONE	Vollständig eingeweichte Holzdroge; den vollständig eingeweichten und fertigen Drogenstoff zugeben. Davon getrocknete Wurzeldroge nehmen und vollständig trocknen und fertigstellen. Den heißen Mittelstufenansatz mit eingeweichtem Drogenholz mischen; Trockengut in Grundform und feuchte abgemessene Rohstoffmenge I auf Anfangsstufe. Bis zur mittleren Trockenstufe führen und leicht erhitzten Drogenstoff zugeben.
f77v	f77v.7	B	B	2	ACTION_SEQUENCE	8	chs	Trockengut, Grundform	Trockengut, Grundform	0	MATERIAL_ROLE|STATE_DRY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	OPAQUE_FORM_CODE	0	NONE	0	NONE	NONE	INGREDIENT_IDENTITY_SEARCH	NONE	Vollständig eingeweichte Holzdroge; den vollständig eingeweichten und fertigen Drogenstoff zugeben. Davon getrocknete Wurzeldroge nehmen und vollständig trocknen und fertigstellen. Den heißen Mittelstufenansatz mit eingeweichtem Drogenholz mischen; Trockengut in Grundform und feuchte abgemessene Rohstoffmenge I auf Anfangsstufe. Bis zur mittleren Trockenstufe führen und leicht erhitzten Drogenstoff zugeben.
f77v	f77v.7	B	B	2	ACTION_SEQUENCE	9	shdal	feuchte abgemessene Rohstoffmenge I am Gradanfang	feuchte abgemessene Rohstoffmenge I, Anfangsstufe	0	MATERIAL_ROLE|STATE_WET|VALUE_GRADE|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	RAW_CLASS_WITHOUT_IDENTITY	0	NONE	0	NONE	NONE	INGREDIENT_IDENTITY_SEARCH	NONE	Vollständig eingeweichte Holzdroge; den vollständig eingeweichten und fertigen Drogenstoff zugeben. Davon getrocknete Wurzeldroge nehmen und vollständig trocknen und fertigstellen. Den heißen Mittelstufenansatz mit eingeweichtem Drogenholz mischen; Trockengut in Grundform und feuchte abgemessene Rohstoffmenge I auf Anfangsstufe. Bis zur mittleren Trockenstufe führen und leicht erhitzten Drogenstoff zugeben.
f77v	f77v.7	B	B	2	ACTION_SEQUENCE	11	qolky	leicht erhitzten Drogenstoff hinzugeben	leicht erhitzten Drogenstoff zugeben	1	ACT_ADD|MATERIAL_ROLE|STATE_HOT	NONE	ACT_ADD	NONE	B1_LICENSED_OPERATION_WITH_GENERIC_OBJECT	MAJOR	3	1	1	GENERIC_DRUG_HEAD	1	HARD_GENERIC_CARRIER	0	NONE	NONE	OBJECT_IDENTITY_BINDING	NONE	Vollständig eingeweichte Holzdroge; den vollständig eingeweichten und fertigen Drogenstoff zugeben. Davon getrocknete Wurzeldroge nehmen und vollständig trocknen und fertigstellen. Den heißen Mittelstufenansatz mit eingeweichtem Drogenholz mischen; Trockengut in Grundform und feuchte abgemessene Rohstoffmenge I auf Anfangsstufe. Bis zur mittleren Trockenstufe führen und leicht erhitzten Drogenstoff zugeben.
f7r	f7r.2	H	A	1	MIXED_RECORD	4	shor	Blüten-/Fruchtstand; reproduktiver Teil	Blüten-/Fruchtstand	0	AMBIGUOUS_ALTERNATIVE|IDENTITY_FLOWER_FRUIT|VALUE_QUANTITY	IDENTITY_FLOWER_FRUIT	NONE	VALUE_QUANTITY	A2_IDENTITY_BEARING_ENTITY	NONE	4	0	1	OPEN_TAXONOMY_OR_MATERIAL_ALTERNATIVE	1	NON_SINGLE_GLOSS	0	NONE	NONE	NONE	NONE	Eine Dosis vollständig trocknen und abschließen; heiße Drogenportion; Blüten- oder Fruchtstand. Den Drogenstoff abmessen und abschließen. Danach die abgemessene Trockendroge auf Mittelstufe, heiß-trocken auf Mittelstufe, in einen kalt-trockenen Anfangsansatz überführen und als getrockneten Ansatz halten.
f7r	f7r.2	H	A	1	MIXED_RECORD	5	dold	Drogenstoff abmessen und abschließen	Drogenstoff abmessen und abschließen	1	ACT_FINISH|ACT_MEASURE|MATERIAL_ROLE|STATE_FINISHED	NONE	ACT_FINISH|ACT_MEASURE	NONE	B1_LICENSED_OPERATION_WITH_GENERIC_OBJECT	MAJOR	3	1	1	GENERIC_DRUG_HEAD	1	HARD_GENERIC_CARRIER	0	NONE	NONE	OBJECT_IDENTITY_BINDING	NONE	Eine Dosis vollständig trocknen und abschließen; heiße Drogenportion; Blüten- oder Fruchtstand. Den Drogenstoff abmessen und abschließen. Danach die abgemessene Trockendroge auf Mittelstufe, heiß-trocken auf Mittelstufe, in einen kalt-trockenen Anfangsansatz überführen und als getrockneten Ansatz halten.
f80r	f80r.17	B	B	2	ACTION_SEQUENCE	4	shkeol	eingeweichter Drogenstoff, bis Mittelstufe erhitzt	eingeweichter Drogenstoff, bis Mittelstufe erhitzt	0	MATERIAL_ROLE|STATE_HOT|STATE_WET|VALUE_GRADE	NONE	NONE	NONE	D3_GENERIC_CARRIER	CRITICAL	0	1	1	GENERIC_DRUG_HEAD	1	HARD_GENERIC_CARRIER	0	NONE	NONE	PRODUCTIVE_CARRIER_COMPOSITION	NONE	Leicht erhitzten Saatgutansatz und angefeuchtetes Arzneikompositum bis zur Mittelstufe einweichen, erhitzen und abschließen. Eingeweichten, bis Mitte erhitzten Drogenstoff mit der ersten heißen Drogenfraktion erneut bis zur Mittelstufe einweichen, erhitzen und abschließen; danach bis zur Mittelstufe trocknen und auf Kühlstufe II bringen. Grundansatz mit erster erhitzter Drogenfraktion bei Heizstufe II: bis zur Mittelstufe einweichen, erhitzen und abschließen. Von Rohstoffklasse I im heißen Anfangsansatz eine Teilmenge abmessen.
f80r	f80r.17	B	B	2	ACTION_SEQUENCE	9	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz	0	IDENTITY_WOOD|MATERIAL_ROLE|STATE_HOT|UNRESOLVED_COMPONENT|VALUE_QUANTITY	IDENTITY_WOOD	NONE	IDENTITY_WOOD|UNRESOLVED_COMPONENT	D1_UNRESOLVED_COMPONENT	CRITICAL	0	1	1	UNRESOLVED_BINDING	1	OPEN_COMPOSITION	0	NONE	NONE	BOUNDARY_OR_COMPONENT_RECONCILIATION	NONE	Leicht erhitzten Saatgutansatz und angefeuchtetes Arzneikompositum bis zur Mittelstufe einweichen, erhitzen und abschließen. Eingeweichten, bis Mitte erhitzten Drogenstoff mit der ersten heißen Drogenfraktion erneut bis zur Mittelstufe einweichen, erhitzen und abschließen; danach bis zur Mittelstufe trocknen und auf Kühlstufe II bringen. Grundansatz mit erster erhitzter Drogenfraktion bei Heizstufe II: bis zur Mittelstufe einweichen, erhitzen und abschließen. Von Rohstoffklasse I im heißen Anfangsansatz eine Teilmenge abmessen.
f80r	f80r.17	B	B	2	ACTION_SEQUENCE	12	qokal	Rohstoffklasse I, heiß am Gradanfang	Rohstoffklasse I im heißen Anfangsansatz	0	MATERIAL_ROLE|STATE_HOT|VALUE_GRADE	NONE	NONE	VALUE_GRADE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	RAW_CLASS_WITHOUT_IDENTITY	0	NONE	0	NONE	NONE	INGREDIENT_IDENTITY_SEARCH	NONE	Leicht erhitzten Saatgutansatz und angefeuchtetes Arzneikompositum bis zur Mittelstufe einweichen, erhitzen und abschließen. Eingeweichten, bis Mitte erhitzten Drogenstoff mit der ersten heißen Drogenfraktion erneut bis zur Mittelstufe einweichen, erhitzen und abschließen; danach bis zur Mittelstufe trocknen und auf Kühlstufe II bringen. Grundansatz mit erster erhitzter Drogenfraktion bei Heizstufe II: bis zur Mittelstufe einweichen, erhitzen und abschließen. Von Rohstoffklasse I im heißen Anfangsansatz eine Teilmenge abmessen.
f80r	f80r.17	B	B	2	ACTION_SEQUENCE	13	da	eine Teilmenge abmessen	eine Teilmenge abmessen	1	ACT_MEASURE|VALUE_QUANTITY	NONE	ACT_MEASURE	NONE	A1_LICENSED_OPERATION	NONE	4	0	1	QUANTITY_OR_UNIT_WITHOUT_HEAD	0	NONE	1	GDT680	LOW_EXPLORATORY	NONE	NONE	Leicht erhitzten Saatgutansatz und angefeuchtetes Arzneikompositum bis zur Mittelstufe einweichen, erhitzen und abschließen. Eingeweichten, bis Mitte erhitzten Drogenstoff mit der ersten heißen Drogenfraktion erneut bis zur Mittelstufe einweichen, erhitzen und abschließen; danach bis zur Mittelstufe trocknen und auf Kühlstufe II bringen. Grundansatz mit erster erhitzter Drogenfraktion bei Heizstufe II: bis zur Mittelstufe einweichen, erhitzen und abschließen. Von Rohstoffklasse I im heißen Anfangsansatz eine Teilmenge abmessen.
f80v	f80v.27	B	B	2	NOMINAL_REGISTER	3	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz	0	IDENTITY_WOOD|MATERIAL_ROLE|STATE_HOT|UNRESOLVED_COMPONENT|VALUE_QUANTITY	IDENTITY_WOOD	NONE	IDENTITY_WOOD|UNRESOLVED_COMPONENT	D1_UNRESOLVED_COMPONENT	CRITICAL	0	1	1	UNRESOLVED_BINDING	1	OPEN_COMPOSITION	0	NONE	NONE	BOUNDARY_OR_COMPONENT_RECONCILIATION	NONE	Eingeweichter Pulverstoff · heiß, Grad II · erste erhitzte Drogenfraktion im Ansatz · feucht, Mittelstufe · heiß, Grad II · abgemessene Rohstoffmenge I · Holzdrogenansatz, kalt auf Stufe III · heiß, Grad II, im Zubereitungsrahmen · Rohstoffklasse I, feucht, Anfangsstufe · kalt, Anfangsstufe.
f80v	f80v.27	B	B	2	NOMINAL_REGISTER	6	dal	abgemessene Rohstoffmenge I	abgemessene Rohstoffmenge I	0	MATERIAL_ROLE|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	RAW_CLASS_WITHOUT_IDENTITY	0	NONE	0	NONE	NONE	INGREDIENT_IDENTITY_SEARCH	NONE	Eingeweichter Pulverstoff · heiß, Grad II · erste erhitzte Drogenfraktion im Ansatz · feucht, Mittelstufe · heiß, Grad II · abgemessene Rohstoffmenge I · Holzdrogenansatz, kalt auf Stufe III · heiß, Grad II, im Zubereitungsrahmen · Rohstoffklasse I, feucht, Anfangsstufe · kalt, Anfangsstufe.
f80v	f80v.27	B	B	2	NOMINAL_REGISTER	9	shal	Rohstoffklasse I, feucht am Gradanfang	Rohstoffklasse I, feucht, Anfangsstufe	0	MATERIAL_ROLE|STATE_WET|VALUE_GRADE	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	RAW_CLASS_WITHOUT_IDENTITY	0	NONE	0	NONE	NONE	INGREDIENT_IDENTITY_SEARCH	NONE	Eingeweichter Pulverstoff · heiß, Grad II · erste erhitzte Drogenfraktion im Ansatz · feucht, Mittelstufe · heiß, Grad II · abgemessene Rohstoffmenge I · Holzdrogenansatz, kalt auf Stufe III · heiß, Grad II, im Zubereitungsrahmen · Rohstoffklasse I, feucht, Anfangsstufe · kalt, Anfangsstufe.
f80v	f80v.35	B	B	2	ACTION_SEQUENCE	1	tol	kalt; nominal kaltes Gut/Material	Kaltes Gut	0	AMBIGUOUS_ALTERNATIVE|MATERIAL_ROLE|STATE_COLD	NONE	NONE	NONE	D3_GENERIC_CARRIER	CRITICAL	0	1	1	GENERIC_CARRIER	1	HARD_GENERIC_CARRIER|NON_SINGLE_GLOSS	0	NONE	NONE	PRODUCTIVE_CARRIER_COMPOSITION	NONE	Kaltes Gut; Holzdrogenansatz auf Kühlstufe II; erste erhitzte Drogenfraktion im Ansatz. Hierzu zweimal Drogenstoff zugeben. Danach: Heizgrad II; erhitzter Ansatz in Form III; Grundansatz; Heizgrad II; mittlere Feuchtstufe; fertig aufbereitete Holzdroge.
f80v	f80v.35	B	B	2	ACTION_SEQUENCE	3	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz	0	IDENTITY_WOOD|MATERIAL_ROLE|STATE_HOT|UNRESOLVED_COMPONENT|VALUE_QUANTITY	IDENTITY_WOOD	NONE	IDENTITY_WOOD|UNRESOLVED_COMPONENT	D1_UNRESOLVED_COMPONENT	CRITICAL	0	1	1	UNRESOLVED_BINDING	1	OPEN_COMPOSITION	0	NONE	NONE	BOUNDARY_OR_COMPONENT_RECONCILIATION	NONE	Kaltes Gut; Holzdrogenansatz auf Kühlstufe II; erste erhitzte Drogenfraktion im Ansatz. Hierzu zweimal Drogenstoff zugeben. Danach: Heizgrad II; erhitzter Ansatz in Form III; Grundansatz; Heizgrad II; mittlere Feuchtstufe; fertig aufbereitete Holzdroge.
f80v	f80v.35	B	B	2	ACTION_SEQUENCE	4	y	hierzu:	hierzu	0	REGISTER_CONNECTIVE|STRUCTURAL_META	NONE	NONE	STRUCTURAL_META	D2_STRUCTURAL_OR_REGISTER_META	CRITICAL	0	1	1	STRUCTURAL_META_CARD	0	NONE	0	NONE	NONE	STRUCTURAL_TO_PRACTICAL_CARD	NONE	Kaltes Gut; Holzdrogenansatz auf Kühlstufe II; erste erhitzte Drogenfraktion im Ansatz. Hierzu zweimal Drogenstoff zugeben. Danach: Heizgrad II; erhitzter Ansatz in Form III; Grundansatz; Heizgrad II; mittlere Feuchtstufe; fertig aufbereitete Holzdroge.
f80v	f80v.35	B	B	2	ACTION_SEQUENCE	5	qol	Drogenstoff zugeben	Drogenstoff zugeben	1	ACT_ADD|MATERIAL_ROLE	NONE	ACT_ADD	NONE	B1_LICENSED_OPERATION_WITH_GENERIC_OBJECT	MAJOR	3	1	1	GENERIC_DRUG_HEAD	1	HARD_GENERIC_CARRIER	0	NONE	NONE	OBJECT_IDENTITY_BINDING	NONE	Kaltes Gut; Holzdrogenansatz auf Kühlstufe II; erste erhitzte Drogenfraktion im Ansatz. Hierzu zweimal Drogenstoff zugeben. Danach: Heizgrad II; erhitzter Ansatz in Form III; Grundansatz; Heizgrad II; mittlere Feuchtstufe; fertig aufbereitete Holzdroge.
f80v	f80v.35	B	B	2	ACTION_SEQUENCE	6	qol	Drogenstoff zugeben	Drogenstoff zugeben	1	ACT_ADD|MATERIAL_ROLE	NONE	ACT_ADD	NONE	B1_LICENSED_OPERATION_WITH_GENERIC_OBJECT	MAJOR	3	1	1	GENERIC_DRUG_HEAD	1	HARD_GENERIC_CARRIER	0	NONE	NONE	OBJECT_IDENTITY_BINDING	NONE	Kaltes Gut; Holzdrogenansatz auf Kühlstufe II; erste erhitzte Drogenfraktion im Ansatz. Hierzu zweimal Drogenstoff zugeben. Danach: Heizgrad II; erhitzter Ansatz in Form III; Grundansatz; Heizgrad II; mittlere Feuchtstufe; fertig aufbereitete Holzdroge.
f80v	f80v.35	B	B	2	ACTION_SEQUENCE	8	okiin	erhitzter Ansatz, Form III	erhitzter Ansatz, Form III	0	MATERIAL_ROLE|STATE_HOT	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	OPAQUE_FORM_CODE	0	NONE	0	NONE	NONE	INGREDIENT_IDENTITY_SEARCH	NONE	Kaltes Gut; Holzdrogenansatz auf Kühlstufe II; erste erhitzte Drogenfraktion im Ansatz. Hierzu zweimal Drogenstoff zugeben. Danach: Heizgrad II; erhitzter Ansatz in Form III; Grundansatz; Heizgrad II; mittlere Feuchtstufe; fertig aufbereitete Holzdroge.
f83v	f83v.12	B	B	2	MIXED_RECORD	1	daiin	Grad-/Maßwert III	Grad/Maß III	0	AMBIGUOUS_ALTERNATIVE|VALUE_GRADE|VALUE_QUANTITY	NONE	NONE	NONE	C3_VALUE_WITHOUT_AXIS_OR_OBJECT	MAJOR	1	1	1	VALUE_DIMENSION_OPEN	1	NON_SINGLE_GLOSS	0	NONE	NONE	VALUE_AXIS_BINDING	NONE	Maß III; feuchtes Arzneikompositum auf Anfangsstufe; zweiter Mazerationsansatz. Daraus die erste Holzdrogenfraktion abmessen und bis zur Trocken-Endstufe führen; Rohdroge I; heiße Endstufe abgeschlossen; erste erhitzte Drogenfraktion im Ansatz; Feucht-Endstufe abgeschlossen; Heizgrad II; schließlich Holzrohstoffansatz in Form I.
f83v	f83v.12	B	B	2	MIXED_RECORD	6	qoal	Rohstoffklasse I	Rohstoffklasse I	0	MATERIAL_ROLE	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	RAW_CLASS_WITHOUT_IDENTITY	0	NONE	0	NONE	NONE	INGREDIENT_IDENTITY_SEARCH	NONE	Maß III; feuchtes Arzneikompositum auf Anfangsstufe; zweiter Mazerationsansatz. Daraus die erste Holzdrogenfraktion abmessen und bis zur Trocken-Endstufe führen; Rohdroge I; heiße Endstufe abgeschlossen; erste erhitzte Drogenfraktion im Ansatz; Feucht-Endstufe abgeschlossen; Heizgrad II; schließlich Holzrohstoffansatz in Form I.
f83v	f83v.12	B	B	2	MIXED_RECORD	8	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz	0	IDENTITY_WOOD|MATERIAL_ROLE|STATE_HOT|UNRESOLVED_COMPONENT|VALUE_QUANTITY	IDENTITY_WOOD	NONE	IDENTITY_WOOD|UNRESOLVED_COMPONENT	D1_UNRESOLVED_COMPONENT	CRITICAL	0	1	1	UNRESOLVED_BINDING	1	OPEN_COMPOSITION	0	NONE	NONE	BOUNDARY_OR_COMPONENT_RECONCILIATION	NONE	Maß III; feuchtes Arzneikompositum auf Anfangsstufe; zweiter Mazerationsansatz. Daraus die erste Holzdrogenfraktion abmessen und bis zur Trocken-Endstufe führen; Rohdroge I; heiße Endstufe abgeschlossen; erste erhitzte Drogenfraktion im Ansatz; Feucht-Endstufe abgeschlossen; Heizgrad II; schließlich Holzrohstoffansatz in Form I.
f83v	f83v.12	B	B	2	MIXED_RECORD	11	olal	Ansatz aus Holzrohstoff, Form I	Holzrohstoffansatz, Form I	0	IDENTITY_WOOD|MATERIAL_ROLE	IDENTITY_WOOD	NONE	NONE	A2_IDENTITY_BEARING_ENTITY	NONE	4	0	1	OPAQUE_FORM_CODE	0	NONE	0	NONE	NONE	NONE	NONE	Maß III; feuchtes Arzneikompositum auf Anfangsstufe; zweiter Mazerationsansatz. Daraus die erste Holzdrogenfraktion abmessen und bis zur Trocken-Endstufe führen; Rohdroge I; heiße Endstufe abgeschlossen; erste erhitzte Drogenfraktion im Ansatz; Feucht-Endstufe abgeschlossen; Heizgrad II; schließlich Holzrohstoffansatz in Form I.
f85r2	f85r2.5	C	B	2	NOMINAL_REGISTER	2	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz (nur ZL3b; Leser-Rivale olkor/ar)	0	IDENTITY_WOOD|MATERIAL_ROLE|STATE_HOT|UNRESOLVED_COMPONENT|VALUE_QUANTITY	IDENTITY_WOOD	NONE	IDENTITY_WOOD|UNRESOLVED_COMPONENT	D1_UNRESOLVED_COMPONENT	CRITICAL	0	1	1	UNRESOLVED_BINDING	1	OPEN_COMPOSITION	0	NONE	NONE	BOUNDARY_OR_COMPONENT_RECONCILIATION	NONE	Erste abgemessene Fraktion des Arzneikompositum-Ansatzes; erste erhitzte Drogenfraktion im Ansatz; Blüten- oder Frucht-Rohdroge I.
f85r2	f85r2.5	C	B	2	NOMINAL_REGISTER	3	shoral	Blüten- oder Frucht-Rohdroge I	Blüten- oder Frucht-Rohdroge I	0	IDENTITY_FLOWER_FRUIT|MATERIAL_ROLE	IDENTITY_FLOWER_FRUIT	NONE	NONE	A2_IDENTITY_BEARING_ENTITY	NONE	4	0	1	OPEN_TAXONOMY_OR_MATERIAL_ALTERNATIVE	1	NON_SINGLE_GLOSS	0	NONE	NONE	NONE	NONE	Erste abgemessene Fraktion des Arzneikompositum-Ansatzes; erste erhitzte Drogenfraktion im Ansatz; Blüten- oder Frucht-Rohdroge I.
f86v3	f86v3.13	C	B	2	MIXED_RECORD	5	qodaiin	Qualitätsgrad III	Qualitätsgrad III	0	VALUE_GRADE	NONE	NONE	NONE	C3_VALUE_WITHOUT_AXIS_OR_OBJECT	MAJOR	1	1	1	VALUE_DIMENSION_OPEN	0	NONE	0	NONE	NONE	VALUE_AXIS_BINDING	G684-A005	Vom vollständig eingeweichten Ansatz eine Portion vollständig eingeweichte Droge nehmen; abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen. Auf Heizstufe II mit drei Teilen der ersten erhitzten Ansatzfraktion und drei Dosen Trockendroge verbinden; hierzu bis zur Mittelstufe trocknen und abschließen, einen gleichen Teil erhitzen und abschließen und das Trockengut auf Heizstufe II halten.
f86v3	f86v3.13	C	B	2	MIXED_RECORD	6	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz	0	IDENTITY_WOOD|MATERIAL_ROLE|STATE_HOT|UNRESOLVED_COMPONENT|VALUE_QUANTITY	IDENTITY_WOOD	NONE	IDENTITY_WOOD|UNRESOLVED_COMPONENT	D1_UNRESOLVED_COMPONENT	CRITICAL	0	1	1	UNRESOLVED_BINDING	1	OPEN_COMPOSITION	0	NONE	NONE	BOUNDARY_OR_COMPONENT_RECONCILIATION	G684-A006	Vom vollständig eingeweichten Ansatz eine Portion vollständig eingeweichte Droge nehmen; abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen. Auf Heizstufe II mit drei Teilen der ersten erhitzten Ansatzfraktion und drei Dosen Trockendroge verbinden; hierzu bis zur Mittelstufe trocknen und abschließen, einen gleichen Teil erhitzen und abschließen und das Trockengut auf Heizstufe II halten.
f86v3	f86v3.13	C	B	2	MIXED_RECORD	8	y	hierzu:	hierzu	0	REGISTER_CONNECTIVE|STRUCTURAL_META	NONE	NONE	STRUCTURAL_META	D2_STRUCTURAL_OR_REGISTER_META	CRITICAL	0	1	1	STRUCTURAL_META_CARD	0	NONE	0	NONE	NONE	STRUCTURAL_TO_PRACTICAL_CARD	NONE	Vom vollständig eingeweichten Ansatz eine Portion vollständig eingeweichte Droge nehmen; abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen. Auf Heizstufe II mit drei Teilen der ersten erhitzten Ansatzfraktion und drei Dosen Trockendroge verbinden; hierzu bis zur Mittelstufe trocknen und abschließen, einen gleichen Teil erhitzen und abschließen und das Trockengut auf Heizstufe II halten.
f86v3	f86v3.18	C	B	2	MIXED_RECORD	5	shol	feucht; nominal feuchtes Gut/Material	Feuchtgut	0	AMBIGUOUS_ALTERNATIVE|MATERIAL_ROLE|STATE_WET	NONE	NONE	NONE	D3_GENERIC_CARRIER	CRITICAL	0	1	1	GENERIC_CARRIER	1	HARD_GENERIC_CARRIER|NON_SINGLE_GLOSS	0	NONE	NONE	PRODUCTIVE_CARRIER_COMPOSITION	NONE	Drei Dosen bis zur Mittelstufe getrocknetes Pulver; abgemessene Trockendroge, fertig. Heiß-trocken auf Anfangsstufe abschließen, fertig getrocknetes Pulver nehmen, mit Feuchtgut ansetzen und den angefeuchteten Ansatz fertigstellen. Zum Schluss ein Maß erhitzter Saatgutzubereitung.
f86v3	f86v3.19	C	B	2	ACTION_SEQUENCE	5	chol	trocken; nominal trockenes Gut/Material	Trockengut	0	AMBIGUOUS_ALTERNATIVE|MATERIAL_ROLE|STATE_DRY	NONE	NONE	NONE	D3_GENERIC_CARRIER	CRITICAL	0	1	1	GENERIC_CARRIER	1	HARD_GENERIC_CARRIER|NON_SINGLE_GLOSS	0	NONE	NONE	PRODUCTIVE_CARRIER_COMPOSITION	NONE	Eine Dosis bis zur Mittelstufe trocknen und abschließen; kalter Ansatz auf Grad II. Den Holzdrogenansatz mäßig erhitzen, trocknen und abschließen. Ein Maß nehmen und erhitzen; Trockengut heiß-trocken auf Anfangsstufe abschließen, weiteres Trockengut kalt-trocken auf Anfangsstufe abschließen und die erste abgemessene Fraktion in drei Teile fertig abteilen.
