anaphor_ordinal	covered_argument_mention_ordinals	repeat_group_ordinal	event_id	statement_id	physical_page	register	state_status	surface	final_context_recipe	argument_root	argument_scope	source_form_class	pronoun_card_id	mention_ordinal_for_argument	mention_count_for_argument	covered_argument_mention_count	source_start_char	source_end_char	target_start_char	target_end_char	source_argument_phrase_de	pronoun_de	guard
519	519	431	G407-E2546	G407-S361	f77r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	66	84	51	54	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
520	520	432	G407-E2549	G407-S362	f77r	BIOLOGICAL	STATE_CARD	solchedy	S+OL+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	47	65	47	50	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
521	521	433	G407-E2567	G407-S368	f77r	BIOLOGICAL	NONSTATE_CARD	chckhey	CH+CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
522	522	433	G407-E2567	G407-S368	f77r	BIOLOGICAL	NONSTATE_CARD	chckhey	CH+CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	65	83	50	53	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
523	523	434	G407-E2571	G407-S368	f77r	BIOLOGICAL	NONSTATE_CARD	cheeky	CH+K+EE+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
524	524	435	G407-E2574	G407-S368	f77r	BIOLOGICAL	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
525	525	436	G407-E2594	G407-S372	f77r	BIOLOGICAL	NONSTATE_CARD	cheety	CH+EE+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	38	56	38	41	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
526	526	437	G407-E2602	G407-S374	f77r	BIOLOGICAL	NONSTATE_CARD	checkhy	CH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
527	527	437	G407-E2602	G407-S374	f77r	BIOLOGICAL	NONSTATE_CARD	checkhy	CH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	65	83	50	53	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
528	528	438	G407-E2613	G407-S376	f77r	BIOLOGICAL	STATE_CARD	pchedy	P+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	49	73	49	52	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
529	529	439	G407-E2631	G407-S381	f77r	BIOLOGICAL	NONSTATE_CARD	chcphey	CH+CH+P+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
530	530	439	G407-E2631	G407-S381	f77r	BIOLOGICAL	NONSTATE_CARD	chcphey	CH+CH+P+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	65	83	50	53	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
531	531	440	G407-E2638	G407-S382	f77r	BIOLOGICAL	NONSTATE_CARD	sheckhey	SH+E+CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
532	532	440	G407-E2638	G407-S382	f77r	BIOLOGICAL	NONSTATE_CARD	sheckhey	SH+E+CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	63	81	48	51	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
533	533	441	G407-E2678	G407-S392	f77r	BIOLOGICAL	NONSTATE_CARD	qepchedy	CARRIER_Q+E+P+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	43	61	43	46	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
534	534	442	G407-E2686	G407-S392	f77r	BIOLOGICAL	NONSTATE_CARD	ches	CH+E+S	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P14	2	2	1	41	63	41	44	denselben Stationswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
535	535	443	G407-E2689	G407-S392	f77r	BIOLOGICAL	NONSTATE_CARD	chr	CH+R	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P14	2	2	1	44	66	44	47	denselben Stationswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
536	536	444	G407-E2697	G407-S392	f77r	BIOLOGICAL	NONSTATE_CARD	chlchpsheey	CH+L+CH+P+SH+EE+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	4	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
537	537	444	G407-E2697	G407-S392	f77r	BIOLOGICAL	NONSTATE_CARD	chlchpsheey	CH+L+CH+P+SH+EE+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	4	1	62	80	47	50	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
538	538	444	G407-E2697	G407-S392	f77r	BIOLOGICAL	NONSTATE_CARD	chlchpsheey	CH+L+CH+P+SH+EE+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	4	4	1	95	113	65	68	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
539	539	445	G407-E2706	G407-S392	f77r	BIOLOGICAL	STATE_CARD	saiisol	S+A_ADDR+IIN+S+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	49	73	49	52	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
540	540	446	G407-E2712	G407-S392	f77r	BIOLOGICAL	NONSTATE_CARD	sodar	S+O+DA+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	44	68	44	47	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
541	541	447	G407-E2714	G407-S393	f81r	BIOLOGICAL	STATE_CARD	polchoy	P+OL+CH+O+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	49	67	49	52	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
542	542	448	G407-E2717	G407-S394	f81r	BIOLOGICAL	STATE_CARD	opchedy	O+P+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	49	73	49	52	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
543	543	449	G407-E2718	G407-S395	f81r	BIOLOGICAL	STATE_CARD	olpchedy	OL+P+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	57	81	57	60	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
544	544	450	G407-E2741	G407-S397	f81r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
545	545	450	G407-E2741	G407-S397	f81r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	66	84	51	54	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
546	546	451	G407-E2755	G407-S397	f81r	BIOLOGICAL	NONSTATE_CARD	eses	E+S+E+S	AIN	SINGLE_ARGUMENT	CARRIED	GDT573-P15	2	2	1	41	65	41	44	denselben Stationsanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
547	547	452	G407-E2760	G407-S397	f81r	BIOLOGICAL	NONSTATE_CARD	dshees	D_ADDR+SH+EE+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	41	65	41	44	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
548	548	453	G407-E2762	G407-S397	f81r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
549	549	453	G407-E2762	G407-S397	f81r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	66	84	51	54	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
550	550	454	G407-E2765	G407-S397	f81r	BIOLOGICAL	STATE_CARD	pchedy	P+CHD+DY	AIN	SINGLE_ARGUMENT	CARRIED	GDT573-P15	2	2	1	49	73	49	52	denselben Stationsanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
551	551	455	G407-E2774	G407-S400	f81r	BIOLOGICAL	NONSTATE_CARD	chcphey	CH+CH+P+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
552	552	455	G407-E2774	G407-S400	f81r	BIOLOGICAL	NONSTATE_CARD	chcphey	CH+CH+P+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	65	83	50	53	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
553	553	456	G407-E2783	G407-S402	f81r	BIOLOGICAL	STATE_CARD	sheckhedy	SH+E+CH+K+E+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	3	1	43	67	43	46	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
554	554	456	G407-E2783	G407-S402	f81r	BIOLOGICAL	STATE_CARD	sheckhedy	SH+E+CH+K+E+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	3	3	1	78	102	57	60	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
555	555	457	G407-E2797	G407-S408	f81r	BIOLOGICAL	STATE_CARD	qokechedy	OK+E+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	64	88	64	67	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
556	556	458	G407-E2811	G407-S414	f81r	BIOLOGICAL	STATE_CARD	olpchedy	OL+P+CHD+DY	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P16	2	2	1	57	81	57	60	dieselbe Stationseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
557	557	459	G407-E2815	G407-S415	f81r	BIOLOGICAL	NONSTATE_CARD	checthy	CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	38	56	38	41	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
558	558	460	G407-E2832	G407-S424	f81r	BIOLOGICAL	NONSTATE_CARD	qopchedy	CARRIER_Q+O+P+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	43	61	43	46	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
559	559	461	G407-E2857	G407-S425	f81r	BIOLOGICAL	NONSTATE_CARD	sheckhy	SH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
560	560	461	G407-E2857	G407-S425	f81r	BIOLOGICAL	NONSTATE_CARD	sheckhy	SH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	63	81	48	51	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
561	561	462	G407-E2863	G407-S426	f81r	BIOLOGICAL	NONSTATE_CARD	shecphy	SH+E+CH+P+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
562	562	462	G407-E2863	G407-S426	f81r	BIOLOGICAL	NONSTATE_CARD	shecphy	SH+E+CH+P+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	63	81	48	51	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
563	563	463	G407-E2876	G407-S428	f81r	BIOLOGICAL	STATE_CARD	pchedy	P+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	49	73	49	52	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
564	564	464	G407-E2882	G407-S430	f81r	BIOLOGICAL	NONSTATE_CARD	qcthdys	CH+T+D_ADDR+Y+S	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	35	53	35	38	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
565	565	464	G407-E2882	G407-S430	f81r	BIOLOGICAL	NONSTATE_CARD	qcthdys	CH+T+D_ADDR+Y+S	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	68	86	53	56	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
566	566	465	G407-E2888	G407-S432	f81r	BIOLOGICAL	NONSTATE_CARD	qokchedy	OK+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	58	76	58	61	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
567	567	466	G407-E2889	G407-S432	f81r	BIOLOGICAL	STATE_CARD	qokesdy	OK+E+S+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	60	84	60	63	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
568	568	467	G407-E2901	G407-S434	f81r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
569	569	467	G407-E2901	G407-S434	f81r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	66	84	51	54	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
570	570	468	G407-E2912	G407-S436	f81r	BIOLOGICAL	STATE_CARD	olkshdy	OL+K+SH+D_ADDR+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	46	64	46	49	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
571	571	469	G407-E2920	G407-S440	f81r	BIOLOGICAL	NONSTATE_CARD	ches	CH+E+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	43	67	43	46	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
572	572	470	G407-E2927	G407-S442	f81v	BIOLOGICAL	NONSTATE_CARD	shekal	SH+E+K+AL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	41	65	41	44	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
573	573	471	G407-E2931	G407-S442	f81v	BIOLOGICAL	STATE_CARD	pchedy	P+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	49	73	49	52	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
574	574	472	G407-E2932	G407-S443	f81v	BIOLOGICAL	NONSTATE_CARD	shek	SH+E+K	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	41	65	41	44	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
575	575	473	G407-E2934	G407-S443	f81v	BIOLOGICAL	NONSTATE_CARD	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+L+SH+E+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	35	53	35	38	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
576	576	474	G407-E2952	G407-S446	f81v	BIOLOGICAL	NONSTATE_CARD	shek	SH+E+K	AIN	SINGLE_ARGUMENT	CARRIED	GDT573-P15	2	2	1	41	65	41	44	denselben Stationsanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
577	577	475	G407-E2958	G407-S447	f81v	BIOLOGICAL	NONSTATE_CARD	cheeky	CH+K+EE+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
578	578	476	G407-E2965	G407-S447	f81v	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
579	579	476	G407-E2965	G407-S447	f81v	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	66	84	51	54	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
580	580	477	G407-E2969	G407-S447	f81v	BIOLOGICAL	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
581	581	478	G407-E2988	G407-S449	f81v	BIOLOGICAL	NONSTATE_CARD	sheckhal	SH+E+CH+K+AL	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P16	2	3	1	40	64	40	43	dieselbe Stationseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
582	582	478	G407-E2988	G407-S449	f81v	BIOLOGICAL	NONSTATE_CARD	sheckhal	SH+E+CH+K+AL	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P16	3	3	1	75	99	54	57	dieselbe Stationseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
583	583	479	G407-E2992	G407-S449	f81v	BIOLOGICAL	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
584	584	480	G407-E3002	G407-S452	f81v	BIOLOGICAL	STATE_CARD	cphedy	CH+P+E+DY	AIN	SINGLE_ARGUMENT	CARRIED	GDT573-P15	2	2	1	43	67	43	46	denselben Stationsanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
585	585	481	G407-E3010	G407-S454	f81v	BIOLOGICAL	NONSTATE_CARD	checkhy	CH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
586	586	481	G407-E3010	G407-S454	f81v	BIOLOGICAL	NONSTATE_CARD	checkhy	CH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	65	83	50	53	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
587	587	482	G407-E3012	G407-S455	f81v	BIOLOGICAL	STATE_CARD	polshy	P+OL+SH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	47	65	47	50	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
588	588	483	G407-E3013	G407-S455	f81v	BIOLOGICAL	NONSTATE_CARD	ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
589	589	484	G407-E3017	G407-S457	f81v	BIOLOGICAL	STATE_CARD	okshedy	OK+SH+E+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	60	84	60	63	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
590	590	485	G407-E3037	G407-S461	f81v	BIOLOGICAL	NONSTATE_CARD	chetedy	CH+E+T+E+D_ADDR+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	38	56	38	41	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
591	591	486	G407-E3041	G407-S462	f81v	BIOLOGICAL	NONSTATE_CARD	dchsed	D_ADDR+CH+S+E+D_ADDR	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	43	67	43	46	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
592	592	487	G407-E3051	G407-S466	f81v	BIOLOGICAL	NONSTATE_CARD	sheeky	SH+EE+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	35	53	35	38	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
593	593	488	G407-E3056	G407-S468	f81v	BIOLOGICAL	NONSTATE_CARD	lchpchdy	L+CH+P+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
594	594	488	G407-E3056	G407-S468	f81v	BIOLOGICAL	NONSTATE_CARD	lchpchdy	L+CH+P+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	71	89	56	59	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
595	595	489	G407-E3061	G407-S468	f81v	BIOLOGICAL	NONSTATE_CARD	salshcthdy	S+A_ADDR+L+SH+CH+T+D_ADDR+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	4	1	32	50	32	35	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
