event_serial	statement_id	record_unit_id	page	local_address	visible_identity	short_form_reading	statement_translation_de	line_crossing_statement
186	B2-S006	B2	f82r	B2-S006	qokal	Führe es an der bezeichneten Stelle aus: dort ansetzen.	An der jeweils neu gesetzten lokalen Beckenstation: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.	NO
187	B2-S006	B2	f82r	B2-S006	sheckhy	Führe aus und beachte Dauer oder Endpunkt: kurz durchleiten.	An der jeweils neu gesetzten lokalen Beckenstation: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.	NO
188	B2-S006	B2	f82r	B2-S006	qoky	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	An der jeweils neu gesetzten lokalen Beckenstation: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.	NO
189	B2-S007	B2	f82r	B2-S007	dshedy	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe	NO
190	B2-S008	B2	f82r	B2-S008	sotaiin	Danach oder in demselben Gang: Folgemaß.	An der jeweils neu gesetzten lokalen Beckenstation: Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	NO
191	B2-S008	B2	f82r	B2-S008	qokar	Führe es aus dem Vorrat oder am Ansatz aus: daraus ansetzen.	An der jeweils neu gesetzten lokalen Beckenstation: Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	NO
192	B2-S008	B2	f82r	B2-S008	shedy	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	NO
193	B2-S009	B2	f82r	B2-S009	solshedy	Danach oder in demselben Gang: weiter absetzen; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Lass weiter absetzen und schließe	NO
194	B2-S010	B2	f82r	B2-S010	qokeey	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.	NO
195	B2-S010	B2	f82r	B2-S010	qoky	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.	NO
196	B2-S010	B2	f82r	B2-S010	ls	Setze die gelernte Fachkarte: Durchlassöffnung.	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.	NO
197	B2-S010	B2	f82r	B2-S010	cheey	Setze die gelernte Fachkarte: klarer Auszug.	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.	NO
198	B2-S011	B2	f82r	B2-S011	okain	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	An der jeweils neu gesetzten lokalen Beckenstation: Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	NO
199	B2-S011	B2	f82r	B2-S011	char	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	An der jeweils neu gesetzten lokalen Beckenstation: Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	NO
200	B2-S011	B2	f82r	B2-S011	okain	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	An der jeweils neu gesetzten lokalen Beckenstation: Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	NO
201	B2-S011	B2	f82r	B2-S011	qokeedy	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	NO
202	B2-S012	B2	f82r	B2-S012	lchy	Setze die gelernte Fachkarte: abziehen.	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
203	B2-S012	B2	f82r	B2-S012	cheey	Setze die gelernte Fachkarte: klarer Auszug.	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
204	B2-S012	B2	f82r	B2-S012	qcthey	Führe aus und beachte Dauer oder Endpunkt: kurz bereithalten.	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
205	B2-S012	B2	f82r	B2-S012	qokeey	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
206	B2-S012	B2	f82r	B2-S012	lcheey	Setze die gelernte Fachkarte: Klarlauf abfuehren.	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
207	B2-S012	B2	f82r	B2-S012	daiin	Setze Maß, Portion oder Stufe: Sollmaß.	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
208	B2-S012	B2	f82r	B2-S012	chey	Nimm diesen Posten wieder auf: dieser Posten.	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
209	B2-S012	B2	f82r	B2-S012	qokeeedy	Führe aus und beachte Dauer oder Endpunkt: vollständig ansetzen; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
210	B2-S013	B2	f82r	B2-S013	lchedy	Setze die gelernte Fachkarte: abführen; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Führe ab und schließe	NO
211	B2-S014	B2	f82r	B2-S014	lar	Setze die gelernte Fachkarte: von dort abfuehren.	An der jeweils neu gesetzten lokalen Beckenstation: Führe von dort ab.	NO
212	B2-S015	B2	f82r	B2-S015	tshey	Setze die gelernte Fachkarte: Klarlauf zugeben.	An der jeweils neu gesetzten lokalen Beckenstation: Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze länger an und schließe.	NO
213	B2-S015	B2	f82r	B2-S015	qokeedy	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze länger an und schließe.	NO
214	B2-S016	B2	f82r	B2-S016	cheal	Setze die bezeichnete Zielstelle: dorthin.	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
215	B2-S016	B2	f82r	B2-S016	lchedar	Setze die gelernte Fachkarte: von dort abführen.	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
216	B2-S016	B2	f82r	B2-S016	ches	Führe die Handlung aus; schließe nur bei Endkarte: teilen.	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
217	B2-S016	B2	f82r	B2-S016	aiin	Setze Maß, Portion oder Stufe: Sollmaß.	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
218	B2-S016	B2	f82r	B2-S016	oteey	Danach oder in demselben Gang: langer Folgeposten.	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
219	B2-S016	B2	f82r	B2-S016	qokaiin	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
220	B2-S016	B2	f82r	B2-S016	okey	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen.	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
221	B2-S016	B2	f82r	B2-S016	pchedy	Setze die gelernte Fachkarte: einführen; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
222	B2-S017	B2	f82r	B2-S017	rsheal	Führe aus und beachte Dauer oder Endpunkt: kurz am Ziel ruhen.	An der jeweils neu gesetzten lokalen Beckenstation: Lass den Posten kurz am Ziel ruhen, schließe die Nebenöffnung und beende den Schritt.	NO
223	B2-S017	B2	f82r	B2-S017	daldy	Setze die bezeichnete Zielstelle: Nebenoeffnung; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Lass den Posten kurz am Ziel ruhen, schließe die Nebenöffnung und beende den Schritt.	NO
224	B2-S018	B2	f82r	B2-S018	qokeedy	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an und schließe	NO
225	B2-S019	B2	f82r	B2-S019	rshedy	Führe die Handlung aus; schließe nur bei Endkarte: Waschgang abschließen.	An der jeweils neu gesetzten lokalen Beckenstation: Führe den Waschgang aus und schließe.	NO
226	B2-S020	B2	f82r	B2-S020	qoteedy	Danach oder in demselben Gang: lange Folge; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Nimm die lange Folge und schließe	NO
227	B2-S021	B2	f82r	B2-S021	qokeedy	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an und schließe	NO
228	B2-S022	B2	f82r	B2-S022	lochedy	Setze die gelernte Fachkarte: Rest abfuehren; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Führe den Rest ab und schließe	NO
229	B3-S001	B3	f83r	B3-S001	olkeedy	Führe aus und beachte Dauer oder Endpunkt: länger sammeln; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Sammle länger und schließe	NO
230	B3-S002	B3	f83r	B3-S002	qotal	Danach oder in demselben Gang: danach dorthin.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe danach dorthin, wärme länger und schließe	NO
231	B3-S002	B3	f83r	B3-S002	chkeedy	Führe aus und beachte Dauer oder Endpunkt: länger wärmen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe danach dorthin, wärme länger und schließe	NO
232	B3-S003	B3	f83r	B3-S003	chey	Nimm diesen Posten wieder auf: dieser Posten.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe	NO
233	B3-S003	B3	f83r	B3-S003	daiin	Setze Maß, Portion oder Stufe: Sollmaß.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe	NO
234	B3-S003	B3	f83r	B3-S003	chey	Nimm diesen Posten wieder auf: dieser Posten.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe	NO
235	B3-S003	B3	f83r	B3-S003	lchedy	Setze die gelernte Fachkarte: abführen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe	NO
236	B3-S004	B3	f83r	B3-S004	qokaiin	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus	NO
237	B3-S004	B3	f83r	B3-S004	qotal	Danach oder in demselben Gang: danach dorthin.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus	NO
238	B3-S004	B3	f83r	B3-S004	dar	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus	NO
239	B3-S005	B3	f83r	B3-S005	schedy	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze die entnommene Sollmaßportion um und schließe	NO
240	B3-S006	B3	f83r	B3-S006	chedchy	Führe es mit diesem laufenden Posten aus: diesen Posten überführen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze dorthin um, führe weiter und schließe	NO
241	B3-S006	B3	f83r	B3-S006	qokal	Führe es an der bezeichneten Stelle aus: dort ansetzen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze dorthin um, führe weiter und schließe	NO
242	B3-S006	B3	f83r	B3-S006	olchedy	Danach oder in demselben Gang: weiterüberführen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze dorthin um, führe weiter und schließe	NO
243	B3-S007	B3	f83r	B3-S007	qokaiin	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, setze um, setze länger an und schließe	NO
244	B3-S007	B3	f83r	B3-S007	chedy	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, setze um, setze länger an und schließe	NO
245	B3-S007	B3	f83r	B3-S007	qokeedy	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, setze um, setze länger an und schließe	NO
246	B3-S008	B3	f83r	B3-S008	lchedy	Setze die gelernte Fachkarte: abführen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe	NO
247	B3-S009	B3	f83r	B3-S009	qoky	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten an	NO
248	B3-S010	B3	f83r	B3-S010	pchedal	Setze die gelernte Fachkarte: Einlass.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe	NO
249	B3-S010	B3	f83r	B3-S010	otedy	Danach oder in demselben Gang: kurze Folge; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe	NO
250	B3-S011	B3	f83r	B3-S011	shecthedchy	Führe es mit diesem laufenden Posten aus: bereiten Posten umsetzen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	NO
251	B3-S011	B3	f83r	B3-S011	qoky	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	NO
252	B3-S011	B3	f83r	B3-S011	chedy	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	NO
253	B3-S011	B3	f83r	B3-S011	chary	Nenne Quelle, Lauf, Auszug oder Ansatz: aus diesem Posten.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	NO
254	B3-S012	B3	f83r	B3-S012	sor	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe	NO
255	B3-S012	B3	f83r	B3-S012	shedy	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe	NO
256	B3-S013	B3	f83r	B3-S013	qokaiin	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe	NO
257	B3-S013	B3	f83r	B3-S013	chkain	Setze Maß, Portion oder Stufe: eine Portion.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe	NO
258	B3-S013	B3	f83r	B3-S013	shcthey	Führe aus und beachte Dauer oder Endpunkt: kurz bereithalten.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe	NO
259	B3-S013	B3	f83r	B3-S013	qokedy	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe	NO
260	B3-S014	B3	f83r	B3-S014	okair	Führe es aus dem Vorrat oder am Ansatz aus: Wasser einlassen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass Wasser ein, lass länger absetzen und schließe	NO
261	B3-S014	B3	f83r	B3-S014	sheedy	Führe aus und beachte Dauer oder Endpunkt: länger absetzen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass Wasser ein, lass länger absetzen und schließe	NO
262	B3-S015	B3	f83r	B3-S015	lchedy	Setze die gelernte Fachkarte: abführen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe	NO
263	B3-S016	B3	f83r	B3-S016	lo	Setze die gelernte Fachkarte: abfuehren.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab, setze den Posten um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
264	B3-S016	B3	f83r	B3-S016	qokchedy	Führe die Handlung aus; schließe nur bei Endkarte: angesetzten Inhalt überführen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab, setze den Posten um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
265	B3-S017	B3	f83r	B3-S017	qokeedy	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger an und schließe	NO
266	B3-S018	B3	f83r	B3-S018	shedy	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass absetzen und schließe	NO
267	B3-S019	B3	f83r	B3-S019	qokshedy	Führe die Handlung aus; schließe nur bei Endkarte: Absetzgang ansetzen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass absetzen und schließe	NO
268	B3-S020	B3	f83r	B3-S020	dal	Setze die bezeichnete Zielstelle: dorthin.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe dorthin, führe ab und schließe	NO
269	B3-S020	B3	f83r	B3-S020	lchedy	Setze die gelernte Fachkarte: abführen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe dorthin, führe ab und schließe	NO
270	B3-S021	B3	f83r	B3-S021	qokaiin	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
271	B3-S021	B3	f83r	B3-S021	shcthy	Führe es mit diesem laufenden Posten aus: bereit.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
272	B3-S021	B3	f83r	B3-S021	dal	Setze die bezeichnete Zielstelle: dorthin.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
273	B3-S021	B3	f83r	B3-S021	sy	Nimm diesen Posten wieder auf: dieser Posten.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
274	B3-S021	B3	f83r	B3-S021	saiin	Setze Maß, Portion oder Stufe: Sollmaß.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
275	B3-S021	B3	f83r	B3-S021	shedal	Führe es an der bezeichneten Stelle aus: dort absetzen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
276	B3-S021	B3	f83r	B3-S021	shecthy	Führe aus und beachte Dauer oder Endpunkt: kurz bereit halten.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
277	B3-S021	B3	f83r	B3-S021	chey	Nimm diesen Posten wieder auf: dieser Posten.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
278	B3-S021	B3	f83r	B3-S021	tal	Setze die bezeichnete Zielstelle: dorthin.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
279	B3-S021	B3	f83r	B3-S021	shcthy	Führe es mit diesem laufenden Posten aus: bereit.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
280	B3-S021	B3	f83r	B3-S021	dalchdy	Führe es an der bezeichneten Stelle aus: dorthin umsetzen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
281	B3-S022	B3	f83r	B3-S022	qotchedy	Danach oder in demselben Gang: nächsten Posten überführen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe die Folgeumsetzung aus und schließe	NO
282	B3-S023	B3	f83r	B3-S023	lchedy	Setze die gelernte Fachkarte: abführen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe	NO
283	B3-S024	B3	f83r	B3-S024	tchedy	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze um und schließe	NO
284	B3-S025	B3	f83r	B3-S025	qokchdy	Führe die Handlung aus; schließe nur bei Endkarte: Umsetzung ansetzen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze um und schließe	NO
285	B3-S026	B3	f83r	B3-S026	cheedar	Führe es aus dem Vorrat oder am Ansatz aus: von dort umsetzen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
286	B3-S026	B3	f83r	B3-S026	chldaiin	Führe es in der angegebenen Portion oder Stufe aus: Absetzmaß.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
