burst_id	burst_position	event_id	stream_ordinal	statement_id	physical_page	owner_de	source_recipe	replacement_recipe	neighbor_id	mutation_family	neutral_selection_class	schedule_rule
G455-B0249	1	G407-E2495	2495	P1009-S335	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+E+AL	E+AL	G447-N24114	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0249	2	G407-E2496	2496	P1009-S335	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK+EE+DY	EE+DY	G447-N16531	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0250	1	G407-E2499	2499	P1009-S336	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+EE+Y	EE+Y	G447-N26042	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0250	2	G407-E2500	2500	P1009-S336	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OT+E+DY	E+DY	G447-N19154	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0251	1	G407-E2502	2502	P1009-S338	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CHD+AIIN	AIIN	G447-N07496	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0251	2	G407-E2503	2503	P1009-S338	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0252	1	G407-E2509	2509	P1009-S341	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OL+AIIN+Y	AIIN+Y	G447-N17453	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0252	2	G407-E2510	2510	P1009-S341	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OT+EE+DY	EE+DY	G447-N19400	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0253	1	G407-E2511	2511	P1009-S342	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AL	AIR	G447-N00244	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0253	2	G407-E2512	2512	P1009-S342	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	L+CHD+DY	L+DY	G447-N11690	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0254	1	G407-E2517	2517	P1009-S343	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+EE+Y	EE+Y	G447-N26042	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0254	2	G407-E2518	2518	P1009-S343	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0255	1	G407-E2522	2522	P1009-S344	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CHD+Y	CHD	G447-N07628	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0255	2	G407-E2523	2523	P1009-S344	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	L+CHD+DY	L+DY	G447-N11690	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0256	1	G407-E2530	2530	P1009-S347	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+OR	OR	G447-N26873	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0256	2	G407-E2531	2531	P1009-S347	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH+P+E+Y	CH+CHD+E+Y	G447-N06274	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0257	1	G407-E2536	2536	P1009-S348	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK+AR	AR	G447-N15134	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0257	2	G407-E2537	2537	P1009-S348	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0258	1	G407-E2542	2542	P1009-S349	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	D_ADDR+AR+OR	AR+OR	G447-N08072	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0258	2	G407-E2543	2543	P1009-S349	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OT+EE+DY	EE+DY	G447-N19400	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0259	1	G407-E2546	2546	P1009-S351	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH+CH+T+Y	CH+CH+CHD+Y	G447-N02515	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0259	2	G407-E2547	2547	P1009-S351	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	L+CHD+DY	L+DY	G447-N11690	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0260	1	G407-E2548	2548	P1009-S352	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK+AL+Y	AL+Y	G447-N15094	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0260	2	G407-E2549	2549	P1009-S352	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S+OL+CHD+Y	S+CHD+Y	G447-N23138	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0261	1	G407-E2557	2557	P1009-S355	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK+AIN	AIN	G447-N14854	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0261	2	G407-E2558	2558	P1009-S355	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OL+CH+EE+DY	OL+EE+DY	G447-N17580	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0262	1	G407-E2562	2562	P1009-S356	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+EE+OL	EE+OL	G447-N25942	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0262	2	G407-E2563	2563	P1009-S356	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK+EE+DY	EE+DY	G447-N16531	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0263	1	G407-E2566	2566	P1009-S358	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK+AIIN	AIIN	G447-N14840	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0263	2	G407-E2567	2567	P1009-S358	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH+CH+K+E+Y	CH+CH+CHD+E+Y	G447-N02157	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0264	1	G407-E2589	2589	P1009-S360	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OL	OT	G447-N17443	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0264	2	G407-E2590	2590	P1009-S360	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	K+EE+DY	EE+DY	G447-N10340	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0265	1	G407-E2596	2596	P1009-S362	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK+AIIN	AIIN	G447-N14840	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0265	2	G407-E2597	2597	P1009-S362	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0266	1	G407-E2598	2598	P1009-S363	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CHD+Y	CHD	G447-N07628	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0266	2	G407-E2599	2599	P1009-S363	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OL+CHD+DY	OL+DY	G447-N17659	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0267	1	G407-E2601	2601	P1009-S364	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK+AIIN	AIIN	G447-N14840	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0267	2	G407-E2602	2602	P1009-S364	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH+E+CH+K+Y	CH+E+CH+CHD+Y	G447-N02724	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0268	1	G407-E2611	2611	P1009-S365	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AL+Y	AL	G447-N00679	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0268	2	G407-E2612	2612	P1009-S365	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0269	1	G407-E2616	2616	P1009-S367	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	D_ADDR+OL+CH+L	D_ADDR+CH+L	G447-N08713	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0269	2	G407-E2617	2617	P1009-S367	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK+EE+DY	EE+DY	G447-N16531	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0270	1	G407-E2621	2621	P1009-S368	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	AIIN	G447-N28193	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0270	2	G407-E2622	2622	P1009-S368	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OT+EE+DY	EE+DY	G447-N19400	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0271	1	G407-E2625	2625	P1009-S369	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+EE+Y	EE+Y	G447-N26042	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0271	2	G407-E2626	2626	P1009-S369	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	L+CHD+DY	L+DY	G447-N11690	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0272	1	G407-E2627	2627	P1009-S370	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P+OL	OL	G447-N20730	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0272	2	G407-E2628	2628	P1009-S370	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0273	1	G407-E2630	2630	P1009-S371	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK+AIIN	AIIN	G447-N14840	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0273	2	G407-E2631	2631	P1009-S371	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH+CH+P+E+Y	CH+CH+CHD+E+Y	G447-N02262	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0274	1	G407-E2637	2637	P1009-S372	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+EE+Y	EE+Y	G447-N26042	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0274	2	G407-E2638	2638	P1009-S372	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+E+CH+K+E+Y	SH+E+CH+CHD+E+Y	G447-N24333	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0275	1	G407-E2644	2644	P1009-S373	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OL	OT	G447-N17443	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0275	2	G407-E2645	2645	P1009-S373	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EEE+DY	DY	G447-N09482	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0276	1	G407-E2648	2648	P1009-S374	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OT+AIIN	AIIN	G447-N18644	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0276	2	G407-E2649	2649	P1009-S374	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+O+DY	O+DY	G447-N26325	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0277	1	G407-E2653	2653	P1009-S375	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OL+Y	OL	G447-N18495	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0277	2	G407-E2654	2654	P1009-S375	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OT+E+DY	E+DY	G447-N19154	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0278	1	G407-E2660	2660	P1009-S376	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AR+OL	AR	G447-N00867	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0278	2	G407-E2661	2661	P1009-S376	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK+EE+DY	EE+DY	G447-N16531	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0279	1	G407-E2673	2673	P1009-S380	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OT+AIIN	AIIN	G447-N18644	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0279	2	G407-E2674	2674	P1009-S380	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OT+EE+DY	EE+DY	G447-N19400	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0280	1	G407-E2677	2677	P1009-S382	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+EE+Y	EE+Y	G447-N26042	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0280	2	G407-E2678	2678	P1009-S382	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CARRIER_Q+E+P+CHD+Y	CARRIER_Q+E+CHD+P+Y	G447-N01138	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0281	1	G407-E2714	2714	G404-S011	f81r	F81R_UPPER_POOL	P+OL+CH+O+Y	OL+CH+O+Y	G447-N20774	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0281	2	G407-E2715	2715	G404-S011	f81r	F81R_UPPER_POOL	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0282	1	G407-E2716	2716	G404-S012	f81r	F81R_UPPER_POOL	SH+OL	OL	G447-N26813	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0282	2	G407-E2717	2717	G404-S012	f81r	F81R_UPPER_POOL	O+P+CHD+DY	O+CHD+P+DY	G447-N14373	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0283	1	G407-E2735	2735	G404-S014	f81r	F81R_UPPER_POOL	OK+AR	AR	G447-N15134	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0283	2	G407-E2736	2736	G404-S014	f81r	F81R_UPPER_POOL	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0284	1	G407-E2740	2740	G404-S015	f81r	F81R_UPPER_POOL	OL	OT	G447-N17443	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0284	2	G407-E2741	2741	G404-S015	f81r	F81R_UPPER_POOL	CH+CH+T+Y	CH+CH+CHD+Y	G447-N02515	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0285	1	G407-E2771	2771	G404-S016	f81r	F81R_UPPER_POOL	OT+EE+S+Y	EE+S+Y	G447-N19488	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0285	2	G407-E2772	2772	G404-S016	f81r	F81R_UPPER_POOL	OT+E+DY	E+DY	G447-N19154	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0286	1	G407-E2774	2774	G404-S018	f81r	F81R_UPPER_POOL	CH+CH+P+E+Y	CH+CH+CHD+E+Y	G447-N02262	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0286	2	G407-E2775	2775	G404-S018	f81r	F81R_UPPER_POOL	OL	OT	G447-N17443	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0287	1	G407-E2781	2781	G404-S019	f81r	F81R_UPPER_POOL	OL+K+E+OL	K+E+OL	G447-N17925	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0287	2	G407-E2782	2782	G404-S019	f81r	F81R_UPPER_POOL	OL+K+E+DY	OL+E+DY	G447-N17908	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0288	1	G407-E2785	2785	G404-S022	f81r	F81R_UPPER_POOL	Y+CHD+Y	CHD+Y	G447-N28530	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0288	2	G407-E2786	2786	G404-S022	f81r	F81R_UPPER_POOL	T+E+DY	E+DY	G447-N27554	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0289	1	G407-E2787	2787	G404-S023	f81r	F81R_UPPER_POOL	OL	OT	G447-N17443	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0289	2	G407-E2788	2788	G404-S023	f81r	F81R_UPPER_POOL	SH+EE+DY	EE+DY	G447-N25791	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0290	1	G407-E2791	2791	G404-S024	f81r	F81R_UPPER_POOL	D_ADDR+OL	D_ADDR	G447-N08707	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0290	2	G407-E2792	2792	G404-S024	f81r	F81R_UPPER_POOL	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
