join_ordinal	gdt800_occurrence_id	gdt791_occurrence_ordinal	gdt791_occurrence_id	source_selector	physical_page	locus	token_index	token_count	surface	stem	terminal	section	language	hand	distance_from_end	position_class	any_line_final	multi_line_final	single_token_line	occurrence_kind	line_kind	paragraph_start	paragraph_end_line	paragraph_role	paragraph_close	legacy_statement_id	statement_close	record_id	record_close	panel_id	panel_close	topology_family	register	context_scope	structurally_internal	semantic_export_credit
139	GDT800-O2581	1392	G515-E0489	f66r	f66r	f66r.70	9	11	shol	sho	l	T	B	5	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G515-S058	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
140	GDT800-O2582	1396	G515-E0493	f66r	f66r	f66r.71	2	10	cheol	cheo	l	T	B	5	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S059	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
141	GDT800-O2583	1397	G515-E0494	f66r	f66r	f66r.71	3	10	kal	ka	l	T	B	5	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S059	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
142	GDT800-O2584	1400	G515-E0497	f66r	f66r	f66r.71	6	10	dal	da	l	T	B	5	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S060	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
143	GDT800-O2585	1401	G515-E0498	f66r	f66r	f66r.71	7	10	shol	sho	l	T	B	5	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S060	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
144	GDT800-O2586	1409	G515-E0506	f66r	f66r	f66r.72	5	10	ol	o	l	T	B	5	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S063	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
145	GDT800-O2587	1417	G515-E0514	f66r	f66r	f66r.73	3	10	qotol	qoto	l	T	B	5	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S064	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
146	GDT800-O2588	1433	G515-E0530	f66r	f66r	f66r.74	9	9	otam	ota	m	T	B	5	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S068	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
147	GDT800-O2589	1438	G515-E0535	f66r	f66r	f66r.75	5	12	ol	o	l	T	B	5	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S068	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
148	GDT800-O2590	1445	G515-E0542	f66r	f66r	f66r.75	12	12	ol	o	l	T	B	5	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S068	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
149	GDT800-O2591	1447	G515-E0544	f66r	f66r	f66r.76	2	9	sheol	sheo	l	T	B	5	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S068	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
150	GDT800-O2592	1453	G515-E0550	f66r	f66r	f66r.76	8	9	qotal	qota	l	T	B	5	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S069	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
151	GDT800-O2593	1458	G515-E0555	f66r	f66r	f66r.77	4	10	qokal	qoka	l	T	B	5	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S070	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
152	GDT800-O2594	1472	G515-E0569	f66r	f66r	f66r.78	8	9	dalol	dalo	l	T	B	5	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S073	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
153	GDT800-O2595	1474	G515-E0571	f66r	f66r	f66r.79	1	8	sheol	sheo	l	T	B	5	7	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S073	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
154	GDT800-O2596	1489	G515-E0586	f66r	f66r	f66r.80	8	9	qokol	qoko	l	T	B	5	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S078	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
155	GDT800-O2648	2691	G407-E1518	f75r	f75r	f75r.11	6	10	qokal	qoka	l	B	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S100	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
156	GDT800-O2649	2695	G407-E1522	f75r	f75r	f75r.11	10	10	chekam	cheka	m	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S101	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
157	GDT800-O2650	2697	G407-E1524	f75r	f75r	f75r.12	2	11	qokal	qoka	l	B	B	2	9	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S101	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
158	GDT800-O2651	2701	G407-E1528	f75r	f75r	f75r.12	6	11	ol	o	l	B	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S101	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
159	GDT800-O2652	2716	G407-E1543	f75r	f75r	f75r.14	2	11	al	a	l	B	B	2	9	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S109	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
160	GDT800-O2653	2731	G407-E1558	f75r	f75r	f75r.15	6	10	sol	so	l	B	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S110	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
161	GDT800-O2654	2748	G407-E1575	f75r	f75r	f75r.17	4	9	dal	da	l	B	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S115	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
162	GDT800-O2655	2749	G407-E1576	f75r	f75r	f75r.17	5	9	shal	sha	l	B	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S115	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
163	GDT800-O2656	2751	G407-E1578	f75r	f75r	f75r.17	7	9	kol	ko	l	B	B	2	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S115	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
164	GDT800-O2657	2753	G407-E1580	f75r	f75r	f75r.17	9	9	qokam	qoka	m	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S116	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
165	GDT800-O2658	2754	G407-E1581	f75r	f75r	f75r.18	1	9	sol	so	l	B	B	2	8	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S116	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
166	GDT800-O2659	2785	G407-E1612	f75r	f75r	f75r.21	6	8	ol	o	l	B	B	2	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S119	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
167	GDT800-O2660	2787	G407-E1614	f75r	f75r	f75r.21	8	8	am	a	m	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S119	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
168	GDT800-O2661	2800	G407-E1627	f75r	f75r	f75r.23	4	7	qokal	qoka	l	B	B	2	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S119	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
169	GDT800-O2662	2810	G407-E1637	f75r	f75r	f75r.24	7	7	ol	o	l	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S119	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
170	GDT800-O2663	2818	G407-E1645	f75r	f75r	f75r.25	8	8	ram	ra	m	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S122	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
171	GDT800-O2664	2820	G407-E1647	f75r	f75r	f75r.26	2	8	ol	o	l	B	B	2	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S122	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
172	GDT800-O2665	2821	G407-E1648	f75r	f75r	f75r.26	3	8	sheol	sheo	l	B	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S122	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
173	GDT800-O2666	2823	G407-E1650	f75r	f75r	f75r.26	5	8	ol	o	l	B	B	2	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S122	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
174	GDT800-O2667	2837	G407-E1664	f75r	f75r	f75r.27	11	11	rol	ro	l	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S125	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
175	GDT800-O2668	2841	G407-E1668	f75r	f75r	f75r.28	4	11	sol	so	l	B	B	2	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S126	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
176	GDT800-O2669	2850	G407-E1677	f75r	f75r	f75r.29	2	12	chkal	chka	l	B	B	2	10	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S129	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
177	GDT800-O2670	2854	G407-E1681	f75r	f75r	f75r.29	6	12	ol	o	l	B	B	2	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S129	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
178	GDT800-O2671	2614	G407-E1441	f75r	f75r	f75r.3	2	9	chal	cha	l	B	B	2	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S085	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
179	GDT800-O2672	2867	G407-E1694	f75r	f75r	f75r.30	7	14	qokal	qoka	l	B	B	2	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S130	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
180	GDT800-O2673	2874	G407-E1701	f75r	f75r	f75r.30	14	14	olom	olo	m	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S131	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
181	GDT800-O2674	2885	G407-E1712	f75r	f75r	f75r.32	2	10	dal	da	l	B	B	2	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S135	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
182	GDT800-O2675	2903	G407-E1730	f75r	f75r	f75r.33	10	10	darom	daro	m	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S143	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
183	GDT800-O2676	2906	G407-E1733	f75r	f75r	f75r.34	3	10	okal	oka	l	B	B	2	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S144	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
184	GDT800-O2677	2911	G407-E1738	f75r	f75r	f75r.34	8	10	ol	o	l	B	B	2	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S144	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
185	GDT800-O2678	2922	G407-E1749	f75r	f75r	f75r.36	1	7	sol	so	l	B	B	2	6	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S147	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
186	GDT800-O2679	2935	G407-E1762	f75r	f75r	f75r.37	7	7	lol	lo	l	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S154	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
187	GDT800-O2680	2626	G407-E1453	f75r	f75r	f75r.4	5	10	kal	ka	l	B	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S085	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
188	GDT800-O2681	2952	G407-E1779	f75r	f75r	f75r.40	5	7	dal	da	l	B	B	2	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S167	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
189	GDT800-O2682	2982	G407-E1809	f75r	f75r	f75r.44	8	12	otam	ota	m	B	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S184	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
190	GDT800-O2683	2999	G407-E1826	f75r	f75r	f75r.46	3	9	sheol	sheo	l	B	B	2	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S190	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
191	GDT800-O2684	3006	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E0848	f75r	f75r	f75r.47	1	2	sal	sa	l	B	B	2	1	FIRST	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	1	0	START	0	NONE	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
192	GDT800-O2685	2638	G407-E1465	f75r	f75r	f75r.5	7	10	ol	o	l	B	B	2	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S086	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
193	GDT800-O2686	2656	G407-E1483	f75r	f75r	f75r.7	7	9	lol	lo	l	B	B	2	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S090	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
194	GDT800-O2687	2675	G407-E1502	f75r	f75r	f75r.9	9	9	sal	sa	l	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S096	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
195	GDT800-O2744	3114	G407-E1928	f76r	f76r	f76r.11	5	12	ol	o	l	T	B	2	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S214	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
196	GDT800-O2745	3120	G407-E1934	f76r	f76r	f76r.11	11	12	sal	sa	l	T	B	2	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S214	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
197	GDT800-O2746	3127	G407-E1941	f76r	f76r	f76r.12	6	14	ol	o	l	T	B	2	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S215	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
198	GDT800-O2747	3139	G407-E1953	f76r	f76r	f76r.13	4	13	okal	oka	l	T	B	2	9	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S218	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
199	GDT800-O2748	3144	G407-E1958	f76r	f76r	f76r.13	9	13	dal	da	l	T	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S219	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
200	GDT800-O2749	3146	G407-E1960	f76r	f76r	f76r.13	11	13	kal	ka	l	T	B	2	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S219	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
201	GDT800-O2750	3153	G407-E1966	f76r	f76r	f76r.15	4	13	al	a	l	T	B	2	9	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S221	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
202	GDT800-O2751	3178	G407-E1991	f76r	f76r	f76r.17	5	12	chol	cho	l	T	B	2	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S224	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
203	GDT800-O2752	3262	G407-E2073	f76r	f76r	f76r.26	1	14	shedal	sheda	l	T	B	2	13	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S248	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
204	GDT800-O2753	3280	G407-E2090	f76r	f76r	f76r.28	4	13	ol	o	l	T	B	2	9	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S250	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
205	GDT800-O2754	3286	G407-E2096	f76r	f76r	f76r.28	10	13	dal	da	l	T	B	2	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S250	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
206	GDT800-O2755	3288	G407-E2098	f76r	f76r	f76r.28	12	13	dal	da	l	T	B	2	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S250	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
