projection_ordinal	in_exact_542_join	gdt800_occurrence_id	gdt791_occurrence_ordinal	gdt791_occurrence_id	source_selector	physical_page	locus	token_index	token_count	surface	stem	terminal	distance_from_end	position_class	any_line_final	multi_line_final	single_token_line	occurrence_kind	line_kind	paragraph_start	paragraph_end_line	paragraph_role	paragraph_close	legacy_statement_id	statement_close	record_id	record_close	panel_id	panel_close	topology_family	register	context_scope	structurally_internal	semantic_export_credit
371	1	GDT800-O2753	3280	G407-E2090	f76r	f76r	f76r.28	4	13	ol	o	l	9	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S250	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
372	1	GDT800-O2754	3286	G407-E2096	f76r	f76r	f76r.28	10	13	dal	da	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S250	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
373	1	GDT800-O2755	3288	G407-E2098	f76r	f76r	f76r.28	12	13	dal	da	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S250	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
374	1	GDT800-O2756	3289	G407-E2099	f76r	f76r	f76r.28	13	13	ytal	yta	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S250	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
375	1	GDT800-O2759	3325	G407-E2134	f76r	f76r	f76r.32	9	14	cheol	cheo	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S255	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
376	1	GDT800-O2760	3333	G407-E2142	f76r	f76r	f76r.33	3	16	kal	ka	l	13	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S257	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
377	1	GDT800-O2761	3342	G407-E2151	f76r	f76r	f76r.33	12	16	lol	lo	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S259	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
378	1	GDT800-O2762	3344	G407-E2153	f76r	f76r	f76r.33	14	16	ol	o	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S259	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
379	1	GDT800-O2763	3362	G407-E2171	f76r	f76r	f76r.35	4	12	qokal	qoka	l	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S263	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
380	1	GDT800-O2764	3365	G407-E2174	f76r	f76r	f76r.35	7	12	cheol	cheo	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S263	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
381	1	GDT800-O2765	3371	G407-E2180	f76r	f76r	f76r.36	1	15	qokal	qoka	l	14	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S263	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
382	1	GDT800-O2766	3373	G407-E2182	f76r	f76r	f76r.36	3	15	sheol	sheo	l	12	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S264	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
383	1	GDT800-O2767	3374	G407-E2183	f76r	f76r	f76r.36	4	15	cheol	cheo	l	11	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S264	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
384	1	GDT800-O2768	3376	G407-E2185	f76r	f76r	f76r.36	6	15	chol	cho	l	9	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S264	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
385	1	GDT800-O2769	3379	G407-E2188	f76r	f76r	f76r.36	9	15	ol	o	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S264	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
386	1	GDT800-O2770	3381	G407-E2190	f76r	f76r	f76r.36	11	15	chol	cho	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S264	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
387	1	GDT800-O2771	3391	G407-E2199	f76r	f76r	f76r.38	5	6	qokal	qoka	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S265	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
388	1	GDT800-O2772	3392	G407-E2200	f76r	f76r	f76r.38	6	6	chal	cha	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	1	G407-S265	1	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
389	1	GDT800-O2773	3402	G407-E2210	f76r	f76r	f76r.39	10	10	ytal	yta	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S271	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
390	1	GDT800-O2774	3423	G407-E2231	f76r	f76r	f76r.41	8	13	qokal	qoka	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S275	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
391	1	GDT800-O2775	3436	G407-E2244	f76r	f76r	f76r.42	8	12	qotal	qota	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S277	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
392	1	GDT800-O2776	3440	G407-E2248	f76r	f76r	f76r.42	12	12	otalam	otala	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S278	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
393	1	GDT800-O2777	3446	G407-E2254	f76r	f76r	f76r.43	6	10	chol	cho	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S278	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
394	1	GDT800-O2778	3449	G407-E2257	f76r	f76r	f76r.43	9	10	lol	lo	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S278	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
395	1	GDT800-O2779	3455	G407-E2263	f76r	f76r	f76r.44	5	12	alol	alo	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S279	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
396	1	GDT800-O2780	3457	G407-E2265	f76r	f76r	f76r.44	7	12	ol	o	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S279	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
397	1	GDT800-O2781	3506	G407-E2314	f76r	f76r	f76r.48	10	10	qokal	qoka	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S290	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
398	1	GDT800-O2782	3510	G407-E2318	f76r	f76r	f76r.49	4	12	shol	sho	l	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S290	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
399	1	GDT800-O2783	3517	G407-E2325	f76r	f76r	f76r.49	11	12	al	a	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S290	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
400	1	GDT800-O2786	3520	G407-E2328	f76r	f76r	f76r.50	2	8	sal	sa	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S291	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
401	1	GDT800-O2787	3521	G407-E2329	f76r	f76r	f76r.50	3	8	dol	do	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S291	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
402	1	GDT800-O2788	3525	G407-E2333	f76r	f76r	f76r.50	7	8	otal	ota	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S292	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
403	1	GDT800-O2789	3531	G407-E2339	f76r	f76r	f76r.51	5	11	sal	sa	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S295	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
404	1	GDT800-O2790	3550	G407-E2358	f76r	f76r	f76r.53	4	11	ol	o	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S302	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
405	1	GDT800-O2791	3552	G407-E2360	f76r	f76r	f76r.53	6	11	chal	cha	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S302	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
406	1	GDT800-O2792	3556	G407-E2364	f76r	f76r	f76r.53	10	11	okal	oka	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S305	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
407	1	GDT800-O2793	3558	G407-E2366	f76r	f76r	f76r.54	1	11	dal	da	l	10	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S305	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
408	1	GDT800-O2794	3562	G407-E2370	f76r	f76r	f76r.54	5	11	okedal	okeda	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S305	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
409	1	GDT800-O2795	3573	G407-E2381	f76r	f76r	f76r.55	5	10	al	a	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S307	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
410	1	GDT800-O2796	3580	G407-E2388	f76r	f76r	f76r.56	2	6	ol	o	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S309	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
411	1	GDT800-O2862	3594	G407-E2394	f77r	f77r	f77r.9	2	9	ol	o	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S311	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
412	1	GDT800-O2863	3595	G407-E2395	f77r	f77r	f77r.9	3	9	qokol	qoko	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S311	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
413	1	GDT800-O2829	3607	G407-E2407	f77r	f77r	f77r.10	6	10	qokol	qoko	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S313	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
414	1	GDT800-O2830	3611	G407-E2411	f77r	f77r	f77r.10	10	10	sal	sa	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S313	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
415	1	GDT800-O2831	3615	G407-E2415	f77r	f77r	f77r.11	4	9	chol	cho	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S315	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
416	1	GDT800-O2832	3620	G407-E2420	f77r	f77r	f77r.11	9	9	cham	cha	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S318	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
417	1	GDT800-O2833	3632	G407-E2432	f77r	f77r	f77r.13	4	10	shol	sho	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S323	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
418	1	GDT800-O2834	3649	G407-E2449	f77r	f77r	f77r.15	3	10	qotol	qoto	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S331	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
419	1	GDT800-O2835	3656	G407-E2456	f77r	f77r	f77r.15	10	10	lol	lo	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S333	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
420	1	GDT800-O2836	3664	G407-E2464	f77r	f77r	f77r.16	8	8	lol	lo	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S337	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
421	1	GDT800-O2837	3673	G407-E2473	f77r	f77r	f77r.17	9	9	lol	lo	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S341	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
422	1	GDT800-O2838	3695	G407-E2495	f77r	f77r	f77r.20	2	8	sheal	shea	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S345	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
423	1	GDT800-O2839	3711	G407-E2511	f77r	f77r	f77r.22	2	10	al	a	l	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S352	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
424	1	GDT800-O2840	3727	G407-E2527	f77r	f77r	f77r.23	8	8	qokal	qoka	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S357	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
425	1	GDT800-O2841	3729	G407-E2529	f77r	f77r	f77r.24	2	7	dol	do	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S357	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
426	1	GDT800-O2842	3738	G407-E2538	f77r	f77r	f77r.25	4	8	qokal	qoka	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S359	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
427	1	GDT800-O2843	3740	G407-E2540	f77r	f77r	f77r.25	6	8	dal	da	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S359	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
428	1	GDT800-O2844	3760	G407-E2560	f77r	f77r	f77r.28	6	6	lom	lo	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S366	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
429	1	GDT800-O2845	3765	G407-E2565	f77r	f77r	f77r.29	5	5	qotal	qota	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S368	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
430	1	GDT800-O2846	3772	G407-E2572	f77r	f77r	f77r.30	7	7	lol	lo	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S368	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
431	1	GDT800-O2847	3781	G407-E2581	f77r	f77r	f77r.32	3	8	cheol	cheo	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S370	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
432	1	GDT800-O2848	3782	G407-E2582	f77r	f77r	f77r.32	4	8	ol	o	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S370	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
433	1	GDT800-O2849	3818	G407-E2618	f77r	f77r	f77r.36	7	8	qokol	qoko	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S378	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
434	1	GDT800-O2850	3844	G407-E2644	f77r	f77r	f77r.40	2	8	ol	o	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S383	0	F77_P3	0	F77_LOWER_VESSEL	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
435	1	GDT800-O2851	3855	G407-E2655	f77r	f77r	f77r.41	5	10	qotal	qota	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S386	0	F77_P3	0	F77_LOWER_VESSEL	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
436	1	GDT800-O2852	3858	G407-E2658	f77r	f77r	f77r.41	8	10	chl	ch	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S386	0	F77_P3	0	F77_LOWER_VESSEL	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
437	1	GDT800-O2853	3860	G407-E2660	f77r	f77r	f77r.41	10	10	arol	aro	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S386	0	F77_P3	0	F77_LOWER_VESSEL	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
438	1	GDT800-O2854	3868	G407-E2668	f77r	f77r	f77r.42	8	8	al	a	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S390	0	F77_P3	0	F77_LOWER_VESSEL	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
439	1	GDT800-O2855	3871	G407-E2671	f77r	f77r	f77r.43	3	8	ol	o	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S390	0	F77_P3	0	F77_LOWER_VESSEL	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
440	1	GDT800-O2856	3888	G407-E2688	f77r	f77r	f77r.45	4	11	dal	da	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S392	0	F77_P3	0	F77_LOWER_VESSEL	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
