page	locus	section	language	hand	token_count	new_v50_positions	new_v51_positions	new_v52_positions	new_v53_positions	new_v54_positions	new_v55_positions	new_v56_positions	residual_unknown_positions	assigned_fraction	complete	action_positions	action_ordinals	action_surfaces	line_mode	v54_target_surfaces	v55_target_surfaces	v56_target_surfaces	remaining_unknown_surfaces	zl3b_line	literal_token_glosses_de	aligned_line_de	practical_translation_de	review_note	v57_semantic_revisions	v57_bound_compounds	v57_ol_decision	v57_reader_support	v58_local_dispatch	v58_patch_basis	v58_semantic_revisions	v58_target_surfaces	v59_value_dispatch	v59_patch_basis	v59_value_confidence	v59_semantic_revisions	v59_target_surfaces	v60_scope_dispatch	v60_patch_basis	v60_semantic_revisions
f86v5	f86v5.2	T	B	2	12	1	1	0	0	0	0	0	0	1.000000	1	2	7|10	qopchol|ytol	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	losair yteody qokar shy qokar shor qopchol tal ol ytol otam otam	zweite Fraktion des Drogenholzpostens | Eintrag: fertige kalte Zubereitung | heiße Drogenfraktion I | feucht am Anfang des Grades | heiße Drogenfraktion I | Blüten-/Fruchtstand; reproduktiver Teil | nimm getrockneten Pulverstoff | Rohstoffklasse I, kalt am Gradanfang | Grundansatz | kühle hiervon den Drogenstoff ab | ein Maß kalten Ansatzes | ein Maß kalten Ansatzes	zweite Fraktion des Drogenholzpostens · Eintrag: fertige kalte Zubereitung · heiße Drogenfraktion I · feucht am Anfang des Grades · heiße Drogenfraktion I · Blüten-/Fruchtstand; reproduktiver Teil · nimm getrockneten Pulverstoff · Rohstoffklasse I, kalt am Gradanfang · Grundansatz · kühle hiervon den Drogenstoff ab · ein Maß kalten Ansatzes · ein Maß kalten Ansatzes.	Zweite Fraktion des Drogenholzpostens; Eintrag: fertige kalte Zubereitung; heiße Drogenfraktion I; feucht am Anfang des Grades; heiße Drogenfraktion I; Blüten-/Fruchtstand; reproduktiver Teil; nimm getrockneten Pulverstoff; Rohstoffklasse I, kalt am Gradanfang; Grundansatz; kühle hiervon den Drogenstoff ab; ein Maß kalten Ansatzes; ein Maß kalten Ansatzes.	GDT677 closes losair; RF1b trennt los air und wählt zwei bereits gelernte Ganzwörter; lo+sair bleibt als sichtbarer Samenabsud-Rivale erhalten. GDT683: Grundansatz ist das Medium der kalten Rohdroge auf Anfangsstufe und der direkte Bezug des folgenden, aber in IT2a und RF1b abweichend gelesenen Abkühlbefehls. Rival: ytol in ZL3b, ytal in IT2a und yt|l in RF1b.	1	0	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	yteody#2=NOMINAL_FINISHED_RESULT_STATE	yteody#2:V59_WHOLE_TOKEN_NOMINAL_STATE	1
f86v5	f86v5.24	T	B	2	9	1	1	0	0	0	0	0	0	1.000000	1	1	3	ykain	MIXED_RECORD	NONE	NONE	NONE	NONE	oar aiin ykain okal kchody chckhy otaiin olkar otaiin	Drogenfraktion I im Ansatz | Menge III | erhitze hiervon auf Stufe II | Rohstoffklasse I im Ansatz, heiß am Gradanfang | fertiger heiß-trockener Ansatz | Arzneikompositum: trocken, Gradanfang | kalt im Zubereitungsrahmen, Grad III | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | kalt im Zubereitungsrahmen, Grad III	Drogenfraktion I im Ansatz · Menge III · erhitze hiervon auf Stufe II · Rohstoffklasse I im Ansatz, heiß am Gradanfang · fertiger heiß-trockener Ansatz · Arzneikompositum: trocken, Gradanfang · kalt im Zubereitungsrahmen, Grad III · erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen · kalt im Zubereitungsrahmen, Grad III.	Drogenfraktion I im Ansatz; Menge III; erhitze hiervon auf Stufe II; Rohstoffklasse I im Ansatz, heiß am Gradanfang; fertiger heiß-trockener Ansatz; Arzneikompositum: trocken, Gradanfang; kalt im Zubereitungsrahmen, Grad III; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; kalt im Zubereitungsrahmen, Grad III.	GDT677 closes kchody; Nominales Zustandsregister; Ergebnislesung ist lokaler als ein neuer Imperativ.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	kchody#5=NOMINAL_FINISHED_RESULT_STATE	kchody#5:V59_WHOLE_TOKEN_NOMINAL_STATE	1
f86v5	f86v5.4	T	B	2	11	1	0	0	0	0	5	0	0	1.000000	1	1	1	ypchesy	MIXED_RECORD	NONE	ypchesy|sheeey|sail|chepy|ltedy	NONE	NONE	ypchesy oky sheeey qoty qotaiin sail chepy ltedy dar olkar am	hiervon Samenpulver bis zur Mittelstufe trocknen | heißer Ansatz am Anfang des Grades | vollständig eingeweichtes Gut der Schlussstufe | kalt am Anfang des Grades | kalt, Grad III | Saatgut, Charge II | Trockenpulver in Grundform | fertig abgekühlte Holzdroge, Mittelstufe | abgemessene Fraktion I | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | Maßeinheit I	hiervon Samenpulver bis zur Mittelstufe trocknen · heißer Ansatz am Anfang des Grades · vollständig eingeweichtes Gut der Schlussstufe · kalt am Anfang des Grades · kalt, Grad III · Saatgut, Charge II · Trockenpulver in Grundform · fertig abgekühlte Holzdroge, Mittelstufe · abgemessene Fraktion I · erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen · Maßeinheit I.	Hiervon Samenpulver bis zur Mittelstufe trocknen; heißer Ansatz am Anfang des Grades; vollständig eingeweichtes Gut der Schlussstufe; kalt am Anfang des Grades; kalt, Grad III; Saatgut, Charge II; Trockenpulver in Grundform; fertig abgekühlte Holzdroge, Mittelstufe; abgemessene Fraktion I; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; Maßeinheit I.	IT2a ypchery supplies a live Wurzelpulver rival; chepy is reused byte-for-byte in meaning and composition from GDT680.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	ltedy#8=NOMINAL_FINISHED_RESULT_STATE	ltedy#8:V59_WHOLE_TOKEN_NOMINAL_STATE	1
f86v6	f86v6.25	T	B	2	10	1	0	0	0	4	0	0	0	1.000000	1	3	1|4|5	yteedy|qodar|ykaiin	ACTION_SEQUENCE	qodar|okeeeey|ofchedy|araram	NONE	NONE	NONE	yteedy qokar olkar qodar ykaiin or okeeeey ofchedy qokaiin araram	hiervon vollständig abkühlen | heiße Drogenfraktion I | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | die erste Ansatzfraktion abmessen | erhitze hiervon auf Stufe III | Drogenportion | Ansatz vollständig bis zur letzten Heizstufe geführt | fertig getrockneter Blütenansatz | heiß, Grad III | ein Maß der ersten Drogenfraktion	hiervon vollständig abkühlen · heiße Drogenfraktion I · erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen · die erste Ansatzfraktion abmessen · erhitze hiervon auf Stufe III · Drogenportion · Ansatz vollständig bis zur letzten Heizstufe geführt · fertig getrockneter Blütenansatz · heiß, Grad III · ein Maß der ersten Drogenfraktion.	Hiervon vollständig abkühlen; heiße Drogenfraktion I; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; die erste Ansatzfraktion abmessen; erhitze hiervon auf Stufe III; Drogenportion; Ansatz vollständig bis zur letzten Heizstufe geführt; fertig getrockneter Blütenansatz; heiß, Grad III; ein Maß der ersten Drogenfraktion.	IT2a joins or+okeeeey and RF1b splits qodar and araram; published fchedy controls the flower family and the practical line preserves all boundaries.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	yteedy#1=ACTION_WHOLE_WITH_FINISHED_ENDPOINT | ofchedy#8=NOMINAL_FINISHED_RESULT_STATE	yteedy#1:V59_WHOLE_TOKEN_ACTION_LICENSE | ofchedy#8:V59_WHOLE_TOKEN_NOMINAL_STATE	2
f86v6	f86v6.31	T	B	2	11	1	0	0	0	4	0	0	0	1.000000	1	1	10	otytam	MIXED_RECORD	chepy|olkchey|otytam|orom	NONE	NONE	NONE	dair chepy qokaiin olkar olkchdy okar al dar olkchey otytam orom	abgemessene Fraktion II | Trockenpulver in Grundform | heiß, Grad III | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | fertige heiß-trockene Drogenportion | heiße Drogenfraktion I im Ansatz | Rohstoffklasse I | abgemessene Fraktion I | erhitzter Holzdrogenansatz, bis Mittelstufe getrocknet | aus dem Kaltansatz ein Maß nehmen und erneut kühlen | eine Handvoll Ansatz als Portion	abgemessene Fraktion II · Trockenpulver in Grundform · heiß, Grad III · erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen · fertige heiß-trockene Drogenportion · heiße Drogenfraktion I im Ansatz · Rohstoffklasse I · abgemessene Fraktion I · erhitzter Holzdrogenansatz, bis Mittelstufe getrocknet · aus dem Kaltansatz ein Maß nehmen und erneut kühlen · eine Handvoll Ansatz als Portion.	Abgemessene Fraktion II; Trockenpulver in Grundform; heiß, Grad III; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; fertige heiß-trockene Drogenportion; heiße Drogenfraktion I im Ansatz; Rohstoffklasse I; abgemessene Fraktion I; erhitzter Holzdrogenansatz, bis Mittelstufe getrocknet; aus dem Kaltansatz ein Maß nehmen und erneut kühlen; eine Handvoll Ansatz als Portion.	All four targets are bilateral exact; otytam supplies the first licensed action and orom retains a unit-I rival.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	olkchdy#5=NOMINAL_FINISHED_RESULT_STATE	olkchdy#5:V59_WHOLE_TOKEN_NOMINAL_STATE	1
f86v6	f86v6.4	T	B	2	13	1	0	2	0	0	0	0	0	1.000000	1	0	NONE	NONE	QUANTITY_LABEL	NONE	NONE	NONE	NONE	dshor shdy shor ol aiin olkeedy shdal oteor chdar l karchees olkar dalam	abgemessene Blüten-/Fruchtdroge | fertige feuchte Anfangsstufe | Blüten-/Fruchtstand; reproduktiver Teil | Grundansatz | Menge III | vollständig erhitzter Holzdrogenansatz, fertig | feuchte abgemessene Rohstoffmenge I am Gradanfang | eine Portion kalten Ansatzes, Mittelstufe | abgemessene Trockenfraktion I, Anfangsstufe | Holzdroge in der gebundenen Anschlussform | vollständig getrocknete Kräutercharge der ersten heißen Fraktion | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | ein Maß Rohdroge I	abgemessene Blüten-/Fruchtdroge · fertige feuchte Anfangsstufe · Blüten-/Fruchtstand; reproduktiver Teil · Grundansatz · Menge III · vollständig erhitzter Holzdrogenansatz, fertig · feuchte abgemessene Rohstoffmenge I am Gradanfang · eine Portion kalten Ansatzes, Mittelstufe · abgemessene Trockenfraktion I, Anfangsstufe · Holzdroge in der gebundenen Anschlussform · vollständig getrocknete Kräutercharge der ersten heißen Fraktion · erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen · ein Maß Rohdroge I.	Abgemessene Blüten-/Fruchtdroge; fertige feuchte Anfangsstufe; Blüten-/Fruchtstand; reproduktiver Teil; Grundansatz; Menge III; vollständig erhitzter Holzdrogenansatz, fertig; feuchte abgemessene Rohstoffmenge I am Gradanfang; eine Portion kalten Ansatzes, Mittelstufe; abgemessene Trockenfraktion I, Anfangsstufe; Holzdroge in der gebundenen Anschlussform; vollständig getrocknete Kräutercharge der ersten heißen Fraktion; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; ein Maß Rohdroge I.	Both alternate readers join l karchees; the practical prose renders the joined hot-wood-fraction compound once. GDT683: Alle drei Leser erhalten die Grenze ol aiin; die Mengenfolge liest sich konkret als drei Teile Grundansatz. Rival: Ansatzmenge III ohne festgelegten Stoffkern.	1	0	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	shdy#2=NOMINAL_FINISHED_RESULT_STATE | olkeedy#6=NOMINAL_FINISHED_RESULT_STATE	shdy#2:V59_WHOLE_TOKEN_NOMINAL_STATE | olkeedy#6:V59_WHOLE_TOKEN_NOMINAL_STATE	2
f86v6	f86v6.5	T	B	2	12	1	1	0	0	0	0	0	0	1.000000	1	0	NONE	NONE	NOMINAL_REGISTER	NONE	NONE	NONE	NONE	tar lol chol olkar daiin chear or otshey qokar opchey taiky qotar	kalte Drogenfraktion I | Holzstoff | trocken | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | drei Portionen der ersten erhitzten Drogenfraktion im Ansatz | trockene Fraktion I | Drogenportion | kalt-feuchter Ansatz in der Mitte des Grades | heiße Drogenfraktion I | Trockenpulver-Ansatz, Form I | kalt angesetzte Charge, leicht angewärmt | kalte Drogenfraktion I	Kalte Drogenfraktion I · Holzstoff · trocken · erste erhitzte Drogenfraktion im Ansatz · drei Portionen der ersten erhitzten Drogenfraktion im Ansatz · trockene Fraktion I · Drogenportion · kalt-feuchter Ansatz, Mittelstufe · heiße Drogenfraktion I · Trockenpulver-Ansatz, Form I · kalt angesetzte Charge, leicht angewärmt · kalte Drogenfraktion I.	Kalte Drogenfraktion I · Holzstoff: trocken · erste erhitzte Drogenfraktion im Ansatz: drei Portionen · trockene Fraktion I · Drogenportion · kalt-feuchter Ansatz, Mittelstufe · heiße Drogenfraktion I · Trockenpulver-Ansatz, Form I · kalt angesetzte Charge, leicht angewärmt · kalte Drogenfraktion I.	GDT677 closes taiky; Zwischen Trockenpulver-Ansatz Form I und kalter Fraktion I; praktisch brauchbar, aber niedrigste Sicherheit. GDT685: chol#3=unmittelbar linker Holzstoff: trocken GDT686: daiin#5=AMOUNT:LEFT:olkar	0	0	NONE	NONE	chol#3=unmittelbar linker Holzstoff: trocken	Der unmittelbar linke lol-Posten liefert den Holzkopf; olkar rechts bleibt getrennt.	1	chol	daiin#5=AMOUNT:LEFT:olkar	Das Nominalregister setzt nach dem Wert mit chear einen neuen Posten; die lokale Menge bindet deshalb an die linke Fraktion.	AMBER	1	daiin	NONE	NONE	0
f88r	f88r.19	P	A	1	8	1	0	0	0	4	0	0	0	1.000000	1	4	1|4|5|6	dchey|qoekol|qoekol|qockhol	ACTION_SEQUENCE	chokol|qoekol|qoekol|qockhol	NONE	NONE	NONE	dchey chokol daiin qoekol qoekol qockhol okol cheol	Eine abgemessene Portion bis zur Mittelstufe trocknen | heißer Trockenabsud | Qualitätsgrad III des heißen Trockenabsuds | heißen Drogenstoff der Mittelstufe zugeben | heißen Drogenstoff der Mittelstufe zugeben | Drogenstoff aus Arzneikompositum zugeben | heißer Ansatzstoff | trockener Drogenstoff	Eine abgemessene Portion bis zur Mittelstufe trocknen · heißer Trockenabsud · Qualitätsgrad III des heißen Trockenabsuds · heißen Drogenstoff der Mittelstufe zugeben · heißen Drogenstoff der Mittelstufe zugeben · Drogenstoff aus Arzneikompositum zugeben · heißer Ansatzstoff · trockener Drogenstoff.	Eine abgemessene Portion bis zur Mittelstufe trocknen; heißer Trockenabsud; Qualitätsgrad III des heißen Trockenabsuds; heißen Drogenstoff der Mittelstufe zugeben; heißen Drogenstoff der Mittelstufe zugeben; Drogenstoff aus Arzneikompositum zugeben; heißer Ansatzstoff; trockener Drogenstoff.	The doubled qoekol is executed twice; IT2a qockhoy is the sole qockhol source rival while RF1b and five other occurrences preserve qockhol. GDT686: daiin#3=GRADE:LEFT:chokol	0	0	NONE	NONE	NONE	NONE	0	NONE	daiin#3=GRADE:LEFT:chokol	Der unmittelbar linke kernhaltige OL-Qualitätskopf hat Vorrang vor einer ungeschriebenen Mengeneinheit.	GREEN	1	daiin	dchey#1=ACTION_DRY_MEASURED_PORTION_TO_MIDDLE	dchey#1:LINE_ENTRY_NO_IMMEDIATE_VALUE	1
f8r	f8r.15	H	A	1	10	1	0	0	3	0	0	0	0	1.000000	1	1	1	dchey	MIXED_RECORD	NONE	NONE	NONE	NONE	dchey ckhol chol chey kc chy daiin dol daiiiry ckhy	Eine abgemessene Portion bis zur Mittelstufe trocknen | Drogenstoff aus Arzneikompositum | trocken | trocken in der Mitte des Grades | Charge unter Wärme getrockneter Droge | trocken am Anfang des Grades | drei Materialmaße | Materialmaß | abgemessene vierte Trockenfraktion, Anfangsstufe | Arzneikompositum am Gradanfang	Eine abgemessene Portion bis zur Mittelstufe trocknen · Drogenstoff aus Arzneikompositum · trocken · trocken in der Mitte des Grades · Charge unter Wärme getrockneter Droge · trocken am Anfang des Grades · drei Materialmaße · Materialmaß · abgemessene vierte Trockenfraktion, Anfangsstufe · Arzneikompositum am Gradanfang.	Eine abgemessene Portion bis zur Mittelstufe trocknen; Drogenstoff aus Arzneikompositum; trocken; trocken in der Mitte des Grades; Charge unter Wärme getrockneter Droge; trocken am Anfang des Grades; drei Materialmaße; Materialmaß; abgemessene vierte Trockenfraktion, Anfangsstufe; Arzneikompositum am Gradanfang.	Beide Alternativleser reparieren kc zu kchs und daiiiry zu daiiirchy; diese beiden gemeinsamen Lesungen steuern den Praxistext GDT685: chol#3=unmittelbar linker Arzneikompositumstoff: trocken GDT686: daiin#7=AMOUNT:RIGHT:dol	0	0	NONE	NONE	chol#3=unmittelbar linker Arzneikompositumstoff: trocken	Der unmittelbar linke ckhol-Posten liefert den Arzneikompositumstoffkopf.	1	chol	daiin#7=AMOUNT:RIGHT:dol	Das folgende dol liefert die sichtbare Mengeneinheit; daiin selbst lizenziert weder Abnehmen noch ein anderes Verb.	AMBER	1	daiin	dchey#1=ACTION_DRY_MEASURED_PORTION_TO_MIDDLE	dchey#1:LINE_ENTRY_NO_IMMEDIATE_VALUE	1
f95v1	f95v1.7	H	B	3	11	1	0	2	0	0	0	0	0	1.000000	1	0	NONE	NONE	NOMINAL_REGISTER	NONE	NONE	NONE	NONE	dshey kain qokar olkar chy tar otar chdy kchdy dolkain otardy	eine Dosis bis zur Mittelstufe angefeuchtete Droge | heiß, Grad II | heiße Drogenfraktion I | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | trocken am Anfang des Grades | kalte Drogenfraktion I | kalte Drogenfraktion I im Ansatz | fertige Trocken-Anfangsstufe | fertige heiß-trockene Anfangsstufe | abgemessenes heißes Drogenmaterial, Stufe II | fertige erste kalte Ansatzfraktion	eine Dosis bis zur Mittelstufe angefeuchtete Droge · heiß, Grad II · heiße Drogenfraktion I · erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen · trocken am Anfang des Grades · kalte Drogenfraktion I · kalte Drogenfraktion I im Ansatz · fertige Trocken-Anfangsstufe · fertige heiß-trockene Anfangsstufe · abgemessenes heißes Drogenmaterial, Stufe II · fertige erste kalte Ansatzfraktion.	Eine Dosis bis zur Mittelstufe angefeuchtete Droge; heiß, Grad II; heiße Drogenfraktion I; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; trocken am Anfang des Grades; kalte Drogenfraktion I; kalte Drogenfraktion I im Ansatz; fertige Trocken-Anfangsstufe; fertige heiß-trockene Anfangsstufe; abgemessenes heißes Drogenmaterial, Stufe II; fertige erste kalte Ansatzfraktion.	The completed ZL3b line stays reader-quarantined because RF1b renders the tail as dolkeiin otar y.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	chdy#8=NOMINAL_FINISHED_RESULT_STATE | kchdy#9=NOMINAL_FINISHED_RESULT_STATE | otardy#11=NOMINAL_FINISHED_RESULT_STATE	chdy#8:V59_WHOLE_TOKEN_NOMINAL_STATE | kchdy#9:V59_WHOLE_TOKEN_NOMINAL_STATE | otardy#11:V59_WHOLE_TOKEN_NOMINAL_STATE	3
