statement_id	legacy_statement_id	physical_page	register	visible_owner_or_namespace_de	locus_span	locus_count	crosses_physical_line	event_count	surface_sequence	component_sequence	portable_literal_de	fluent_workshop_de	end_mode	boundary_reading_de	reading_source	source_release	event_ids
P1006-S336	P915-C227	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.26|f82r.27	2	YES	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	AL | L+CHD+AR | CH+E+S | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+DY	ZIEL | LEITEN · UMSETZEN · QUELLE | NEHMEN · KURZ · AUSWÄHLEN | MASS | DANACH · LÄNGER · POSTEN | SETZEN · MASS | SETZEN · KURZ · POSTEN | EINSETZEN · UMSETZEN · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1325|P912-E1326|P912-E1327|P912-E1328|P912-E1329|P912-E1330|P912-E1331|P912-E1332
P1006-S337	P915-C228	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.27	1	NO	2	rsheal daldy	R+SH+E+AL | AL+DY	MERKEN · HALTEN · KURZ · ZIEL | ZIEL · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1333|P912-E1334
P1006-S338	P915-C229	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.27	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1335
P1006-S339	P915-C230	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.27	1	NO	1	rshedy	R+SHED+DY	MERKEN · ABSETZEN · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsgang nach der Vorlage ausführen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1336
P1006-S340	P915-C231	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.27	1	NO	1	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1337
P1006-S341	P915-C232	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.27	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1338
P1006-S342	P915-C233	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.27	1	NO	1	lochedy	L+O+CHD+DY	LEITEN · AUSFÜHREN · UMSETZEN · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1339
P1006-S343	P915-C234	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.28	1	NO	2	qokoiin shedy	OK+O+IIN | SHED+DY	SETZEN · AUSFÜHREN · STUFE | ABSETZEN · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1340|P912-E1341
P1006-S344	P915-C235	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.28	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1342
P1006-S345	P915-C236	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.28|f82r.29	2	YES	9	qotaiin chcthey qoteeol chey qokaiin oly d cheey lchedy	OT+AIIN | CH+CTH+E+Y | OT+EE+OL | Y | OK+AIIN | OL+Y | D_ADDR | SH+EE+Y | L+CHD+DY	DANACH · MASS | NEHMEN · BEREIT · KURZ · POSTEN | DANACH · LÄNGER · FORTSETZEN | POSTEN | SETZEN · MASS | FORTSETZEN · POSTEN | TEIL | HALTEN · LÄNGER · POSTEN | LEITEN · UMSETZEN · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1343|P912-E1344|P912-E1345|P912-E1346|P912-E1347|P912-E1348|P912-E1349|P912-E1350|P912-E1351
P1006-S346	P915-C237	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.29	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1352
P1006-S347	P915-C238	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.29	1	NO	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1353
P1006-S348	P915-C239	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.29	1	NO	3	rchedy oky qotedy	R+CHD+Y | OK+Y | OT+E+DY	MERKEN · UMSETZEN · POSTEN | SETZEN · POSTEN | DANACH · KURZ · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1354|P912-E1355|P912-E1356
P1006-S349	P915-C240	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.29|f82r.30	2	YES	7	qoty qoty qoteey raiin cheol qoteey shedy	OT+Y | OT+Y | OT+EE+Y | R+AIIN | CHEO+L | OT+EE+Y | SHED+DY	DANACH · POSTEN | DANACH · POSTEN | DANACH · LÄNGER · POSTEN | MERKEN · MASS | AUSZUG · LEITEN | DANACH · LÄNGER · POSTEN | ABSETZEN · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, den Auszug weiterverwenden, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1357|P912-E1358|P912-E1359|P912-E1360|P912-E1361|P912-E1362|P912-E1363
P1006-S350	P915-C241	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.30	1	NO	2	qokeey lshedy	OK+EE+Y | LSH+E+DY	SETZEN · LÄNGER · POSTEN | SPÜLEN · KURZ · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation die Station spülen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1364|P912-E1365
P1006-S351	P915-C242	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.30	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1366
P1006-S352	P915-C243	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.30|f82r.31	2	YES	5	rag cheol ol rsheedy lchedy	R+A_ADDR+G_LABEL | CHEO+L | OL | R+SH+EE+D_ADDR+Y | L+CHD+DY	MERKEN · ORT · PRÜFEN | AUSZUG · LEITEN | FORTSETZEN | MERKEN · HALTEN · LÄNGER · TEIL · POSTEN | LEITEN · UMSETZEN · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, den Auszug weiterverwenden und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1367|P912-E1368|P912-E1369|P912-E1370|P912-E1371
P1006-S353	P915-C244	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.31|f82r.32|f82r.33	3	YES	20	qoty lcheeor qokain cheedy lched taiin shedaiin chckhey lchey lcheckhy sheey lr chey rain sain ol cheol ey cheor chey	OT+Y | L+CH+EE+OR | OK+AIN | CH+EE+D_ADDR+Y | L+CHD | T+AIIN | SHED+AIIN | CH+CKH+E+Y | L+Y | L+CKH+Y | SH+EE+Y | L+R | Y | R+AIN | S+AIN | OL | CHEO+L | E+Y | CHEO+R | Y	DANACH · POSTEN | LEITEN · NEHMEN · LÄNGER · ANSATZ | SETZEN · PORTION | NEHMEN · LÄNGER · TEIL · POSTEN | LEITEN · UMSETZEN | STELLEN · MASS | ABSETZEN · MASS | NEHMEN · DURCHLASS · KURZ · POSTEN | LEITEN · POSTEN | LEITEN · DURCHLASS · POSTEN | HALTEN · LÄNGER · POSTEN | LEITEN · MERKEN | POSTEN | MERKEN · PORTION | AUSWÄHLEN · PORTION | FORTSETZEN | AUSZUG · LEITEN | KURZ · POSTEN | AUSZUG · MERKEN | POSTEN	Zur nächsten Station gehen, eine Portion aus dem vorherigen Becken abführen, nach Sollwert absetzen lassen und durch den sichtbaren Durchlass weiterleiten; den Auszug markieren und die Fortsetzung offenlassen.	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Der sichtbare Bild- oder Diagrammbesitzer beendet diesen Eintrag.	MANUAL_LONG_CLAUSE_REWRITE	PASS1002	P912-E1372|P912-E1373|P912-E1374|P912-E1375|P912-E1376|P912-E1377|P912-E1378|P912-E1379|P912-E1380|P912-E1381|P912-E1382|P912-E1383|P912-E1384|P912-E1385|P912-E1386|P912-E1387|P912-E1388|P912-E1389|P912-E1390|P912-E1391
P1006-S354	P915-C245	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.1	1	NO	3	tchedy lpchedy opedy	T+CHD+Y | L+P+CHD+Y | O+P+E+DY	STELLEN · UMSETZEN · POSTEN | LEITEN · EINSETZEN · UMSETZEN · POSTEN | AUSFÜHREN · EINSETZEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1404|P912-E1405|P912-E1406
P1006-S355	P915-C246	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.1	1	NO	3	chepol pchedar shedy	CH+E+P+OL | P+CHD+AR | SHED+DY	NEHMEN · KURZ · EINSETZEN · FORTSETZEN | EINSETZEN · UMSETZEN · QUELLE | ABSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1407|P912-E1408|P912-E1409
P1006-S356	P915-C247	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.1|f83r.2	2	YES	8	qopchedy sol cheey qokaiin shol lchs shey qoteedy	CARRIER_Q+O+P+CHD+Y | OL | SH+EE+Y | OK+AIIN | SH+OL | L+CH+S | SH+E+Y | OT+EE+DY	BEGINN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN | FORTSETZEN | HALTEN · LÄNGER · POSTEN | SETZEN · MASS | HALTEN · FORTSETZEN | LEITEN · NEHMEN · AUSWÄHLEN | HALTEN · KURZ · POSTEN | DANACH · LÄNGER · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, in die Arbeitsstation geben, länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1410|P912-E1411|P912-E1412|P912-E1413|P912-E1414|P912-E1415|P912-E1416|P912-E1417
P1006-S357	P915-C248	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.2|f83r.3	2	YES	5	rches ar chedy dor olkeedy	R+CH+E+S | AR | CHD+Y | D_ADDR+OR | SOLK+EE+DY	MERKEN · NEHMEN · KURZ · AUSWÄHLEN | QUELLE | UMSETZEN · POSTEN | TEIL · ANSATZ | AUFFANGEN · LÄNGER · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, über den sichtbaren Weg zur nächsten Station führen, im Empfangsbecken auffangen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1418|P912-E1419|P912-E1420|P912-E1421|P912-E1422
P1006-S358	P915-C249	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.3	1	NO	2	qotal chkeedy	OT+AL | CHK+EE+DY	DANACH · ZIEL | BEHANDELN · LÄNGER · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante länger halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1423|P912-E1424
P1006-S359	P915-C250	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.3	1	NO	4	chey daiin chey lchedy	Y | AIIN | Y | L+CHD+DY	POSTEN | MASS | POSTEN | LEITEN · UMSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1425|P912-E1426|P912-E1427|P912-E1428
P1006-S360	P915-C251	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.3|f83r.4	2	YES	4	qokaiin qotal dar qokshedy	OK+AIIN | OT+AL | D_ADDR+AR | OK+SH+E+DY	SETZEN · MASS | DANACH · ZIEL | TEIL · QUELLE | SETZEN · HALTEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante kurz halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1429|P912-E1430|P912-E1431|P912-E1432
P1006-S361	P915-C252	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.4	1	NO	2	chedy qokedy	CHD+Y | OK+E+DY	UMSETZEN · POSTEN | SETZEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1433|P912-E1434
P1006-S362	P915-C253	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.4	1	NO	4	chkedy daiin shetar shedy	CHK+E+D_ADDR+Y | AIIN | SH+E+T+AR | SHED+DY	BEHANDELN · KURZ · TEIL · POSTEN | MASS | HALTEN · KURZ · STELLEN · QUELLE | ABSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante kurz halten und behandeln, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1435|P912-E1436|P912-E1437|P912-E1438
P1006-S363	P915-C254	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.4|f83r.5	2	YES	8	qekaiin chedy deey qotaiin checkhy qoty cheg shedy	CARRIER_Q+E+K+AIIN | CHD+Y | D_ADDR+EE+Y | OT+AIIN | CH+E+CKH+Y | OT+Y | CH+E+LOCAL_CHAR_G | SHED+DY	BEGINN · KURZ · GEBEN · MASS | UMSETZEN · POSTEN | TEIL · LÄNGER · POSTEN | DANACH · MASS | NEHMEN · KURZ · DURCHLASS · POSTEN | DANACH · POSTEN | NEHMEN · KURZ · EINMAL | ABSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1439|P912-E1440|P912-E1441|P912-E1442|P912-E1443|P912-E1444|P912-E1445|P912-E1446
P1006-S364	P915-C255	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.5	1	NO	3	qokeey rchedy qoteedy	OK+EE+Y | R+CHD+Y | OT+EE+DY	SETZEN · LÄNGER · POSTEN | MERKEN · UMSETZEN · POSTEN | DANACH · LÄNGER · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1447|P912-E1448|P912-E1449
P1006-S365	P915-C256	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.5|f83r.6	2	YES	2	lo schedy	L+O | CHD+DY	LEITEN · AUSFÜHREN | UMSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1450|P912-E1451
P1006-S366	P915-C257	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.6	1	NO	3	chedchy qokal olchedy	CHD+Y | OK+AL | OL+CHD+DY	UMSETZEN · POSTEN | SETZEN · ZIEL | FORTSETZEN · UMSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1452|P912-E1453|P912-E1454
P1006-S367	P915-C258	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.6	1	NO	3	qokaiin chedy qokeedy	OK+AIIN | CHD+Y | OK+EE+DY	SETZEN · MASS | UMSETZEN · POSTEN | SETZEN · LÄNGER · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1455|P912-E1456|P912-E1457
P1006-S368	P915-C259	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.6	1	NO	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1458
P1006-S369	P915-C260	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.6|f83r.7	2	YES	9	qoky solshed lsheedy qeeedy qoky o qol rsheedy qokedy	OK+Y | S+OL+SHED | LSH+EE+D_ADDR+Y | CARRIER_Q+EEE+D_ADDR+Y | OK+Y | O | OL | R+SH+EE+D_ADDR+Y | OK+E+DY	SETZEN · POSTEN | AUSWÄHLEN · FORTSETZEN · ABSETZEN | SPÜLEN · LÄNGER · TEIL · POSTEN | BEGINN · VOLL · TEIL · POSTEN | SETZEN · POSTEN | AUSFÜHREN | FORTSETZEN | MERKEN · HALTEN · LÄNGER · TEIL · POSTEN | SETZEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, länger halten und behandeln, die Station spülen, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1459|P912-E1460|P912-E1461|P912-E1462|P912-E1463|P912-E1464|P912-E1465|P912-E1466|P912-E1467
P1006-S370	P915-C261	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.7	1	NO	1	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1468
P1006-S371	P915-C262	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.7	1	NO	1	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1469
P1006-S372	P915-C263	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.8	1	NO	2	pchedal otedy	P+CHD+AL | OT+E+DY	EINSETZEN · UMSETZEN · ZIEL | DANACH · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1470|P912-E1471
P1006-S373	P915-C264	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.8|f83r.9	2	YES	6	shecthedchy qoky chedy chary pchor checphedy	SH+E+CTH+CHD+Y | OK+Y | CHD+Y | AR+Y | P+CH+OR | CH+E+CPH+E+DY	HALTEN · KURZ · BEREIT · UMSETZEN · POSTEN | SETZEN · POSTEN | UMSETZEN · POSTEN | QUELLE · POSTEN | EINSETZEN · NEHMEN · ANSATZ | NEHMEN · KURZ · UMLEITEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1472|P912-E1473|P912-E1474|P912-E1475|P912-E1476|P912-E1477
P1006-S374	P915-C265	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.9	1	NO	1	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1478
P1006-S375	P915-C266	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.9	1	NO	2	lsheedy qokchdy	LSH+EE+D_ADDR+Y | OK+CHD+DY	SPÜLEN · LÄNGER · TEIL · POSTEN | SETZEN · UMSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen, die Station spülen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1479|P912-E1480
P1006-S376	P915-C267	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.9|f83r.10|f83r.11	3	YES	19	r shedkedy qopshdy qopy olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam sor shedy	R | SHED+K+E+D_ADDR+Y | CARRIER_Q+O+P+SH+D_ADDR+Y | CARRIER_Q+O+P+Y | SOLK+EE+Y | R+CH+S | CH+EE+LOCAL_CHAR_B | OL+S | AIIN | S+K+AL | AIN | CTH+AL | S | AIIN | CHK+Y | L+AL | S+AM_ADDR | S+OR | SHED+DY	MERKEN | ABSETZEN · GEBEN · KURZ · TEIL · POSTEN | BEGINN · AUSFÜHREN · EINSETZEN · HALTEN · TEIL · POSTEN | BEGINN · AUSFÜHREN · EINSETZEN · POSTEN | AUFFANGEN · LÄNGER · POSTEN | MERKEN · NEHMEN · AUSWÄHLEN | NEHMEN · LÄNGER · PAAR | FORTSETZEN · AUSWÄHLEN | MASS | AUSWÄHLEN · GEBEN · ZIEL | PORTION | BEREIT · ZIEL | AUSWÄHLEN | MASS | BEHANDELN · POSTEN | LEITEN · ZIEL | AUSWÄHLEN · INNEN | AUSWÄHLEN · ANSATZ | ABSETZEN · SCHLUSS	Die markierte Beckenvariante wählen, den Posten kurz einsetzen, länger im Auffangbecken halten, durch das Tuch führen und an der Zielstelle gebrauchsfertig machen; anschließend absetzen und schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	MANUAL_LONG_CLAUSE_REWRITE	PASS1002	P912-E1481|P912-E1482|P912-E1483|P912-E1484|P912-E1485|P912-E1486|P912-E1487|P912-E1488|P912-E1489|P912-E1490|P912-E1491|P912-E1492|P912-E1493|P912-E1494|P912-E1495|P912-E1496|P912-E1497|P912-E1498|P912-E1499
