rank	page	locus	section	language	hand	token_count	practical_unit_count	gdt734_changed_cell_count	active_whole_repair_count	unique_split_candidate_count	editorial_override_count	unknown_cells_v99r6	unknown_cells_v99r7	unknown_delta	complete_line_v99r6	complete_line_v99r7	newly_complete_line	gdt734_changed_ordinals	gdt734_dispatch_classes	zl3b_line	v99r7_semantic_token_values_de	v99r7_spoken_token_values_de	v99r7_practical_units_de	v99r6_practical_render_de	v99r7_practical_render_de
38	f115v	f115v.6	S	B	3	10	10	2	0	2	0	5	3	-2	0	0	0	3|8	UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNIQUE_SPLIT_EXPLORATORY_WHOLE | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNIQUE_SPLIT_EXPLORATORY_WHOLE | UNCHANGED_GDT733 | UNCHANGED_GDT733	pchody odaiin chcphy qokchdain qotain qokor shed oteody solkaiin al	[pchody:?] | Zubereitung, Wertstufe III | trockene Mischung | [qokchdain:?] | kalt im qo-Rahmen, Grad II | heiße Drogenportion | Einweichen bis zur mittleren Stufe abschließen | abgekühlter, fertiger Ansatz | [solkaiin:?] | Rohstoffklasse I	[pchody:?] | Zubereitung, Wertstufe III | trockene Mischung | [qokchdain:?] | kalt im qo-Rahmen, Grad II | heiße Drogenportion | Einweichen bis zur mittleren Stufe abschließen | abgekühlter, fertiger Ansatz | [solkaiin:?] | Rohstoffklasse I	[pchody:?] | Zubereitung, Wertstufe III | trockene Mischung | [qokchdain:?] | kalt im qo-Rahmen, Grad II | heiße Drogenportion | Einweichen bis zur mittleren Stufe abschließen | abgekühlter, fertiger Ansatz | [solkaiin:?] | Rohstoffklasse I	[pchody:?]; Zubereitung, Wertstufe III; [chcphy:?]; [qokchdain:?]; kalt im qo-Rahmen, Grad II; heiße Drogenportion; Einweichen bis zur mittleren Stufe abschließen; [oteody:?]; [solkaiin:?]; Rohstoffklasse I	[pchody:?]; Zubereitung, Wertstufe III; trockene Mischung; [qokchdain:?]; kalt im qo-Rahmen, Grad II; heiße Drogenportion; Einweichen bis zur mittleren Stufe abschließen; abgekühlter, fertiger Ansatz; [solkaiin:?]; Rohstoffklasse I
39	f26v	f26v.3	H	B	2	12	12	2	2	0	2	5	3	-2	0	0	0	8|10	UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | ACTIVE_WHOLE_EXPORT_REPAIR | UNCHANGED_GDT733 | ACTIVE_WHOLE_EXPORT_REPAIR | UNCHANGED_GDT733 | UNCHANGED_GDT733	pchdar opar dar cheeol ofchdy otedy dy odar chedy ytedy okchdy g	[pchdar:?] | [opar:?] | abgemessene Fraktion I | vollständig getrockneter Drogenstoff | [ofchdy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | Qualitäts-/Wertfeld geschlossen | Anteil I des Ansatzes abmessen | trocken in der Mitte des Grades, abgeschlossen | hiervon bis zur Mittelstufe abkühlen und abschließen | heiß-trockener Ansatz am Anfang des Grades, abgeschlossen | vorstehenden Rezeptposten abschließen	[pchdar:?] | [opar:?] | abgemessene Fraktion I | vollständig getrockneter Drogenstoff | [ofchdy:?] | bis zur Mittelstufe abgekühlter Ansatz; abgeschlossen | Qualitäts-/Wertfeld geschlossen | Anteil I abmessen | bis zur Mittelstufe getrocknet; abgeschlossen | bis zur Mittelstufe abkühlen und abschließen | heiß-trockener Ansatz, Anfangsstufe erreicht; abgeschlossen | vorstehenden Rezeptposten abschließen	[pchdar:?] | [opar:?] | abgemessene Fraktion I | vollständig getrockneter Drogenstoff | [ofchdy:?] | bis zur Mittelstufe abgekühlter Ansatz; abgeschlossen | Qualitäts-/Wertfeld geschlossen | Anteil I abmessen | bis zur Mittelstufe getrocknet; abgeschlossen | bis zur Mittelstufe abkühlen und abschließen | heiß-trockener Ansatz, Anfangsstufe erreicht; abgeschlossen | vorstehenden Rezeptposten abschließen	[pchdar:?]; [opar:?]; abgemessene Fraktion I; vollständig getrockneter Drogenstoff; [ofchdy:?]; bis zur Mittelstufe abgekühlter Ansatz; abgeschlossen; Qualitäts-/Wertfeld geschlossen; [odar:?]; bis zur Mittelstufe getrocknet; abgeschlossen; [ytedy:?]; heiß-trockener Ansatz, Anfangsstufe erreicht; abgeschlossen; vorstehenden Rezeptposten abschließen	[pchdar:?]; [opar:?]; abgemessene Fraktion I; vollständig getrockneter Drogenstoff; [ofchdy:?]; bis zur Mittelstufe abgekühlter Ansatz; abgeschlossen; Qualitäts-/Wertfeld geschlossen; Anteil I abmessen; bis zur Mittelstufe getrocknet; abgeschlossen; bis zur Mittelstufe abkühlen und abschließen; heiß-trockener Ansatz, Anfangsstufe erreicht; abgeschlossen; vorstehenden Rezeptposten abschließen
40	f41v	f41v.5	H	B	5	9	9	2	1	1	0	5	3	-2	0	0	0	2|7	UNCHANGED_GDT733 | ACTIVE_WHOLE_EXPORT_REPAIR | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNIQUE_SPLIT_EXPLORATORY_WHOLE | UNCHANGED_GDT733 | UNCHANGED_GDT733	ycheos olchey daiin or cholalaiin oteedy qoteol oteodar orain	[ycheos:?] | Holzansatz, bis Mittelstufe getrocknet | Grad-/Maßwert III | Drogenportion | [cholalaiin:?] | kalter Ansatz am Ende des Grades, abgeschlossen | abgekühlten Drogenstoff nehmen | [oteodar:?] | Drogenportion II	[ycheos:?] | Holzansatz, bis Mittelstufe getrocknet | Grad-/Maßwert III | Drogenportion | [cholalaiin:?] | vollständig abgekühlter Ansatz; abgeschlossen | abgekühlten Drogenstoff nehmen | [oteodar:?] | Drogenportion II	[ycheos:?] | Holzansatz, bis Mittelstufe getrocknet | Grad-/Maßwert III | Drogenportion | [cholalaiin:?] | vollständig abgekühlter Ansatz; abgeschlossen | abgekühlten Drogenstoff nehmen | [oteodar:?] | Drogenportion II	[ycheos:?]; [olchey:?]; Grad-/Maßwert III; Drogenportion; [cholalaiin:?]; vollständig abgekühlter Ansatz; abgeschlossen; [qoteol:?]; [oteodar:?]; Drogenportion II	[ycheos:?]; Holzansatz, bis Mittelstufe getrocknet; Grad-/Maßwert III; Drogenportion; [cholalaiin:?]; vollständig abgekühlter Ansatz; abgeschlossen; abgekühlten Drogenstoff nehmen; [oteodar:?]; Drogenportion II
41	f66r	f66r.52	T	B	5	10	10	2	0	2	0	5	3	-2	0	0	0	5|6	UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNIQUE_SPLIT_EXPLORATORY_WHOLE | UNIQUE_SPLIT_EXPLORATORY_WHOLE | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	ykshedy chady cthdy qokees cheeo okcho dy chekeey chedy chckhy	[ykshedy:?] | [chady:?] | Krautdroge fertig aufbereiten | erhitze die Charge bis zur Endstufe | vollständig getrocknet | heiß-trockene Zubereitung | Qualitäts-/Wertfeld geschlossen | [chekeey:?] | trocken in der Mitte des Grades, abgeschlossen | Arzneikompositum: trocken, Gradanfang	[ykshedy:?] | [chady:?] | Krautdroge fertig aufbereiten | erhitze die Charge bis zur Endstufe | vollständig getrocknet | heiß-trockene Zubereitung | Qualitäts-/Wertfeld geschlossen | [chekeey:?] | bis zur Mittelstufe getrocknet; abgeschlossen | leicht getrocknetes Arzneikompositum	[ykshedy:?] | [chady:?] | Krautdroge fertig aufbereiten | erhitze die Charge bis zur Endstufe | vollständig getrocknet | heiß-trockene Zubereitung | Qualitäts-/Wertfeld geschlossen | [chekeey:?] | bis zur Mittelstufe getrocknet; abgeschlossen | leicht getrocknetes Arzneikompositum	[ykshedy:?]; [chady:?]; Krautdroge fertig aufbereiten; erhitze die Charge bis zur Endstufe; [cheeo:?]; [okcho:?]; Qualitäts-/Wertfeld geschlossen; [chekeey:?]; bis zur Mittelstufe getrocknet; abgeschlossen; leicht getrocknetes Arzneikompositum	[ykshedy:?]; [chady:?]; Krautdroge fertig aufbereiten; erhitze die Charge bis zur Endstufe; vollständig getrocknet; heiß-trockene Zubereitung; Qualitäts-/Wertfeld geschlossen; [chekeey:?]; bis zur Mittelstufe getrocknet; abgeschlossen; leicht getrocknetes Arzneikompositum
42	f81v	f81v.13	B	B	2	9	9	2	2	0	2	5	3	-2	0	0	0	3|4	UNCHANGED_GDT733 | UNCHANGED_GDT733 | ACTIVE_WHOLE_EXPORT_REPAIR | ACTIVE_WHOLE_EXPORT_REPAIR | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	ykeshey dchsed ytedy ytedy dar ykeday qoty ykedy okal	[ykeshey:?] | [dchsed:?] | hiervon bis zur Mittelstufe abkühlen und abschließen | hiervon bis zur Mittelstufe abkühlen und abschließen | abgemessene Fraktion I | [ykeday:?] | kalt am Anfang des Grades | erhitze hiervon bis zur Mittelstufe und schließe ab | Rohstoffklasse I im Ansatz, heiß am Gradanfang	[ykeshey:?] | [dchsed:?] | bis zur Mittelstufe abkühlen und abschließen | bis zur Mittelstufe abkühlen und abschließen | abgemessene Fraktion I | [ykeday:?] | leicht abgekühlt | erhitze hiervon bis zur Mittelstufe und schließe ab | Rohstoffklasse I im leicht erhitzten Ansatz	[ykeshey:?] | [dchsed:?] | bis zur Mittelstufe abkühlen und abschließen | bis zur Mittelstufe abkühlen und abschließen | abgemessene Fraktion I | [ykeday:?] | leicht abgekühlt | erhitze hiervon bis zur Mittelstufe und schließe ab | Rohstoffklasse I im leicht erhitzten Ansatz	[ykeshey:?]; [dchsed:?]; [ytedy:?]; [ytedy:?]; abgemessene Fraktion I; [ykeday:?]; leicht abgekühlt; erhitze hiervon bis zur Mittelstufe und schließe ab; Rohstoffklasse I im leicht erhitzten Ansatz	[ykeshey:?]; [dchsed:?]; bis zur Mittelstufe abkühlen und abschließen; bis zur Mittelstufe abkühlen und abschließen; abgemessene Fraktion I; [ykeday:?]; leicht abgekühlt; erhitze hiervon bis zur Mittelstufe und schließe ab; Rohstoffklasse I im leicht erhitzten Ansatz
43	f86v5	f86v5.18	T	B	2	11	11	2	2	0	1	5	3	-2	0	0	0	6|10	UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | ACTIVE_WHOLE_EXPORT_REPAIR | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | ACTIVE_WHOLE_EXPORT_REPAIR | UNCHANGED_GDT733	poldaiin shea teraiin otcho lkaiin os al ody qotar ytedy daiin	[poldaiin:?] | [shea:?] | [teraiin:?] | kalt-trockene Zubereitung | Holzdroge, heiß auf Stufe III | Zubereitung | Rohstoffklasse I | fertiggestellter Ansatz | kalte Drogenfraktion I | hiervon bis zur Mittelstufe abkühlen und abschließen | Grad-/Maßwert III	[poldaiin:?] | [shea:?] | [teraiin:?] | kalt-trockene Zubereitung | Holzdroge, heiß auf Stufe III | Zubereitung | Rohstoffklasse I | fertiggestellter Ansatz | kalte Drogenfraktion I | bis zur Mittelstufe abkühlen und abschließen | Grad-/Maßwert III	[poldaiin:?] | [shea:?] | [teraiin:?] | kalt-trockene Zubereitung | Holzdroge, heiß auf Stufe III | Zubereitung | Rohstoffklasse I | fertiggestellter Ansatz | kalte Drogenfraktion I | bis zur Mittelstufe abkühlen und abschließen | Grad-/Maßwert III	[poldaiin:?]; [shea:?]; [teraiin:?]; kalt-trockene Zubereitung; Holzdroge, heiß auf Stufe III; [os:?]; Rohstoffklasse I; fertiggestellter Ansatz; kalte Drogenfraktion I; [ytedy:?]; Grad-/Maßwert III	[poldaiin:?]; [shea:?]; [teraiin:?]; kalt-trockene Zubereitung; Holzdroge, heiß auf Stufe III; Zubereitung; Rohstoffklasse I; fertiggestellter Ansatz; kalte Drogenfraktion I; bis zur Mittelstufe abkühlen und abschließen; Grad-/Maßwert III
44	f93v	f93v.6	H	A	1	9	9	2	1	1	1	5	3	-2	0	0	0	2|5	UNCHANGED_GDT733 | ACTIVE_WHOLE_EXPORT_REPAIR | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNIQUE_SPLIT_EXPLORATORY_WHOLE | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	ytchl ckhol qochocthy ctho chkeey cthody s dar sheyokam	[ytchl:?] | Mischgut | [qochocthy:?] | Krautansatz | heiß-trocken, Endstufe | fertiger Krautansatz | Samen-/Saatgutposten | abgemessene Fraktion I | [sheyokam:?]	[ytchl:?] | Mischung | [qochocthy:?] | Krautansatz | heiß-trocken, Endstufe | fertiger Krautansatz | Samen-/Saatgutposten | abgemessene Fraktion I | [sheyokam:?]	[ytchl:?] | Mischung | [qochocthy:?] | Krautansatz | heiß-trocken, Endstufe | fertiger Krautansatz | Samen-/Saatgutposten | abgemessene Fraktion I | [sheyokam:?]	[ytchl:?]; [ckhol:?]; [qochocthy:?]; Krautansatz; [chkeey:?]; fertiger Krautansatz; Samen-/Saatgutposten; abgemessene Fraktion I; [sheyokam:?]	[ytchl:?]; Mischung; [qochocthy:?]; Krautansatz; heiß-trocken, Endstufe; fertiger Krautansatz; Samen-/Saatgutposten; abgemessene Fraktion I; [sheyokam:?]
45	f99r	f99r.15	P	A	1	9	9	2	1	1	0	5	3	-2	0	0	0	2|5	UNCHANGED_GDT733 | UNIQUE_SPLIT_EXPLORATORY_WHOLE | UNCHANGED_GDT733 | UNCHANGED_GDT733 | ACTIVE_WHOLE_EXPORT_REPAIR | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	pcheody oteody daiin cpheey tshol dal cfheol olaiin sar	[pcheody:?] | abgekühlter, fertiger Ansatz | Grad-/Maßwert III | [cpheey:?] | kalt-feucht | abgemessene Rohstoffmenge I | [cfheol:?] | drei Portionen Drogenstoff | Samenfraktion I	[pcheody:?] | abgekühlter, fertiger Ansatz | Grad-/Maßwert III | [cpheey:?] | kalt-feucht | abgemessene Rohstoffmenge I | [cfheol:?] | drei Portionen Drogenstoff | Samenfraktion I	[pcheody:?] | abgekühlter, fertiger Ansatz | Grad-/Maßwert III | [cpheey:?] | kalt-feucht | abgemessene Rohstoffmenge I | [cfheol:?] | drei Portionen Drogenstoff | Samenfraktion I	[pcheody:?]; [oteody:?]; Grad-/Maßwert III; [cpheey:?]; [tshol:?]; abgemessene Rohstoffmenge I; [cfheol:?]; drei Portionen Drogenstoff; Samenfraktion I	[pcheody:?]; abgekühlter, fertiger Ansatz; Grad-/Maßwert III; [cpheey:?]; kalt-feucht; abgemessene Rohstoffmenge I; [cfheol:?]; drei Portionen Drogenstoff; Samenfraktion I
46	f100r	f100r.12	P	A	1	10	10	2	1	1	0	6	4	-2	0	0	0	2|5	UNCHANGED_GDT733 | UNIQUE_SPLIT_EXPLORATORY_WHOLE | UNCHANGED_GDT733 | UNCHANGED_GDT733 | ACTIVE_WHOLE_EXPORT_REPAIR | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	pcheol sheod qocpheeckhy shodol da oto choos sheey cho s	getrockneter Pulverstoff | vom feuchten Ansatz abmessen | [qocpheeckhy:?] | [shodol:?] | eine Teilmenge abmessen | [oto:?] | [choos:?] | feucht am Ende des Grades | Trockenansatz | Samen-/Saatgutposten	getrockneter Pulverstoff | vom feuchten Ansatz abmessen | [qocpheeckhy:?] | [shodol:?] | eine Teilmenge abmessen | [oto:?] | [choos:?] | vollständig angefeuchtet | Trockenansatz | Samen-/Saatgutposten	getrockneter Pulverstoff | vom feuchten Ansatz abmessen | [qocpheeckhy:?] | [shodol:?] | eine Teilmenge abmessen | [oto:?] | [choos:?] | vollständig angefeuchtet | Trockenansatz | Samen-/Saatgutposten	getrockneter Pulverstoff; [sheod:?]; [qocpheeckhy:?]; [shodol:?]; [da:?]; [oto:?]; [choos:?]; vollständig angefeuchtet; Trockenansatz; Samen-/Saatgutposten	getrockneter Pulverstoff; vom feuchten Ansatz abmessen; [qocpheeckhy:?]; [shodol:?]; eine Teilmenge abmessen; [oto:?]; [choos:?]; vollständig angefeuchtet; Trockenansatz; Samen-/Saatgutposten
47	f111r	f111r.45	S	B	3	13	13	2	1	1	0	6	4	-2	0	0	0	3|8	UNCHANGED_GDT733 | UNCHANGED_GDT733 | ACTIVE_WHOLE_EXPORT_REPAIR | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNIQUE_SPLIT_EXPLORATORY_WHOLE | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	oain ain keeey teed checkhed iir okeey lkeeey okeeo lkeey lkeey lkeedy qoky	zwei Teile Ansatz | Menge-/Klassenwert II | stark erhitzt, Endstufe III | [teed:?] | [checkhed:?] | [iir:?] | heißer Ansatz am Ende des Grades | holziger Pflanzenteil, stark erhitzt, Endstufe | [okeeo:?] | Drogenholz, heiß am Gradende | Drogenholz, heiß am Gradende | Drogenholz, heiß am Gradende, abgeschlossen | heiß am Anfang des Grades	zwei Teile Ansatz | Menge-/Klassenwert II | stark erhitzt, Endstufe III | [teed:?] | [checkhed:?] | [iir:?] | vollständig erhitzter Ansatz | holziger Pflanzenteil, stark erhitzt, Endstufe | [okeeo:?] | Drogenholz, vollständig erhitzt | Drogenholz, vollständig erhitzt | Drogenholz, vollständig erhitzt, abgeschlossen | leicht erhitzt	zwei Teile Ansatz | Menge-/Klassenwert II | stark erhitzt, Endstufe III | [teed:?] | [checkhed:?] | [iir:?] | vollständig erhitzter Ansatz | holziger Pflanzenteil, stark erhitzt, Endstufe | [okeeo:?] | Drogenholz, vollständig erhitzt | Drogenholz, vollständig erhitzt | Drogenholz, vollständig erhitzt, abgeschlossen | leicht erhitzt	zwei Teile Ansatz; Menge-/Klassenwert II; [keeey:?]; [teed:?]; [checkhed:?]; [iir:?]; vollständig erhitzter Ansatz; [lkeeey:?]; [okeeo:?]; Drogenholz, vollständig erhitzt; Drogenholz, vollständig erhitzt; Drogenholz, vollständig erhitzt, abgeschlossen; leicht erhitzt	zwei Teile Ansatz; Menge-/Klassenwert II; stark erhitzt, Endstufe III; [teed:?]; [checkhed:?]; [iir:?]; vollständig erhitzter Ansatz; holziger Pflanzenteil, stark erhitzt, Endstufe; [okeeo:?]; Drogenholz, vollständig erhitzt; Drogenholz, vollständig erhitzt; Drogenholz, vollständig erhitzt, abgeschlossen; leicht erhitzt
48	f113r	f113r.8	S	B	3	11	11	2	0	2	0	6	4	-2	0	0	0	4|8	UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNIQUE_SPLIT_EXPLORATORY_WHOLE | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNIQUE_SPLIT_EXPLORATORY_WHOLE | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	pchosos cheoarkeeol qokeey lkchey qokar chos shey qopchy rchsy chykeor otal	[pchosos:?] | [cheoarkeeol:?] | heiß am Ende des Grades | holziger Pflanzenteil, heiß-trocken, Mittelstufe | heiße Drogenfraktion I | eine Charge Trockenansatz | feucht in der Mitte des Grades | trockenes Pulver nehmen | [rchsy:?] | [chykeor:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang	[pchosos:?] | [cheoarkeeol:?] | vollständig erhitzt | holziger Pflanzenteil, heiß-trocken, Mittelstufe | heiße Drogenfraktion I | eine Charge Trockenansatz | bis zur Mittelstufe angefeuchtet | trockenes Pulver nehmen | [rchsy:?] | [chykeor:?] | Rohstoffklasse I im leicht abgekühlten Ansatz	[pchosos:?] | [cheoarkeeol:?] | vollständig erhitzt | holziger Pflanzenteil, heiß-trocken, Mittelstufe | heiße Drogenfraktion I | eine Charge Trockenansatz | bis zur Mittelstufe angefeuchtet | trockenes Pulver nehmen | [rchsy:?] | [chykeor:?] | Rohstoffklasse I im leicht abgekühlten Ansatz	[pchosos:?]; [cheoarkeeol:?]; vollständig erhitzt; [lkchey:?]; heiße Drogenfraktion I; eine Charge Trockenansatz; bis zur Mittelstufe angefeuchtet; [qopchy:?]; [rchsy:?]; [chykeor:?]; Rohstoffklasse I im leicht abgekühlten Ansatz	[pchosos:?]; [cheoarkeeol:?]; vollständig erhitzt; holziger Pflanzenteil, heiß-trocken, Mittelstufe; heiße Drogenfraktion I; eine Charge Trockenansatz; bis zur Mittelstufe angefeuchtet; trockenes Pulver nehmen; [rchsy:?]; [chykeor:?]; Rohstoffklasse I im leicht abgekühlten Ansatz
49	f66r	f66r.57	T	B	5	8	8	2	2	0	1	6	4	-2	0	0	0	3|6	UNCHANGED_GDT733 | UNCHANGED_GDT733 | ACTIVE_WHOLE_EXPORT_REPAIR | UNCHANGED_GDT733 | UNCHANGED_GDT733 | ACTIVE_WHOLE_EXPORT_REPAIR | UNCHANGED_GDT733 | UNCHANGED_GDT733	tocpheey dol kchody qokeody qokshy qopaiin dairykodas okyd	[tocpheey:?] | Materialmaß | heiß-trocken; abgeschlossen | [qokeody:?] | heiß und feucht am Anfang des Grades | drei Teile Pulverzubereitung | [dairykodas:?] | [okyd:?]	[tocpheey:?] | Materialmaß | heiß-trocken; abgeschlossen | [qokeody:?] | heiß und feucht, Anfangsstufe | drei Teile Pulver | [dairykodas:?] | [okyd:?]	[tocpheey:?] | Materialmaß | heiß-trocken; abgeschlossen | [qokeody:?] | heiß und feucht, Anfangsstufe | drei Teile Pulver | [dairykodas:?] | [okyd:?]	[tocpheey:?]; Materialmaß; [kchody:?]; [qokeody:?]; heiß und feucht, Anfangsstufe; [qopaiin:?]; [dairykodas:?]; [okyd:?]	[tocpheey:?]; Materialmaß; heiß-trocken; abgeschlossen; [qokeody:?]; heiß und feucht, Anfangsstufe; drei Teile Pulver; [dairykodas:?]; [okyd:?]
50	f104v	f104v.8	S	B	3	12	12	2	1	1	1	7	5	-2	0	0	0	2|4	UNCHANGED_GDT733 | UNIQUE_SPLIT_EXPLORATORY_WHOLE | UNCHANGED_GDT733 | ACTIVE_WHOLE_EXPORT_REPAIR | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	tchodls cheeody cheeool ls air ykeedy chotedy qotchedy chedy qoeky qoteeo lo	[tchodls:?] | vollständig getrockneter, fertiger Ansatz | [cheeool:?] | eine Charge Holz | zweite Drogenfraktion | Eintrag: heiß am Gradende, abgeschlossen | [chotedy:?] | kalt und trocken in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | [qoeky:?] | [qoteeo:?] | Holzabsud	[tchodls:?] | vollständig getrockneter, fertiger Ansatz | [cheeool:?] | ein Posten Drogenholz | zweite Drogenfraktion | Eintrag: vollständig erhitzt, abgeschlossen | [chotedy:?] | kalt und trocken, Mittelstufe erreicht; abgeschlossen | bis zur Mittelstufe getrocknet; abgeschlossen | [qoeky:?] | [qoteeo:?] | Holzabsud	[tchodls:?] | vollständig getrockneter, fertiger Ansatz | [cheeool:?] | ein Posten Drogenholz | zweite Drogenfraktion | Eintrag: vollständig erhitzt, abgeschlossen | [chotedy:?] | kalt und trocken, Mittelstufe erreicht; abgeschlossen | bis zur Mittelstufe getrocknet; abgeschlossen | [qoeky:?] | [qoteeo:?] | Holzabsud	[tchodls:?]; [cheeody:?]; [cheeool:?]; [ls:?]; zweite Drogenfraktion; Eintrag: vollständig erhitzt, abgeschlossen; [chotedy:?]; kalt und trocken, Mittelstufe erreicht; abgeschlossen; bis zur Mittelstufe getrocknet; abgeschlossen; [qoeky:?]; [qoteeo:?]; Holzabsud	[tchodls:?]; vollständig getrockneter, fertiger Ansatz; [cheeool:?]; ein Posten Drogenholz; zweite Drogenfraktion; Eintrag: vollständig erhitzt, abgeschlossen; [chotedy:?]; kalt und trocken, Mittelstufe erreicht; abgeschlossen; bis zur Mittelstufe getrocknet; abgeschlossen; [qoeky:?]; [qoteeo:?]; Holzabsud
