surface	reading_id	working_meaning_de	current_layer	semantic_scope	semantic_applicability	form_level	occurrence_count	page_count	locus_count	working_model_score_0_100_not_probability	working_model_level	source_gdts	positive_evidence_de	counterevidence_de	historical_confirmation	historical_analogue	relation_word_delta	global_export_scope	bound_span_ids	unconditional_global_export_allowed	v99_context_realizations_de	source_reading_ids	v99_audit_decision	v99_evidence_class	v99_open_semantic_slots	v99_component_global_export_allowed	v99_exact_whole_surface_default_allowed	v99_lineage_class	v99_value_kind	v99_structural_tag	v99_action_default_allowed	v99r7_spoken_default_de	gdt734_renderer_decision	gdt734_renderer_blocker_status	gdt734_renderer_positive_evidence_de	gdt734_renderer_counterevidence_de	gdt734_candidate_composition	gdt734_component_reading_ids	gdt734_component_export_allowed	gdt734_exact_whole_default_allowed	gdt734_candidate_decision	gdt734_composition_semantic_credit	gdt734_score_formula
tshol	tshol#1	kalt-feucht	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	39	W1_WEAK_WORKING	GDT680|GDT712	GDT712 trennt erneut Wortkern und lokale Realisierung: GDT684 traegt MATERIAL_ROLE, STATE_COLD und STATE_WET; GDT685 erlaubt den Zustand, aber keinen universal erfundenen OL-Stoffkopf. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: Singleton; Stoffart, Einweichhandlung und freie T/SH/OL-Werte bleiben offen. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	kalt-feuchtes Material	tshol#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	kalt-feucht	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
tshy	tshy#GLOBAL	kalt und feucht am Anfang des Grades	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	3	3	61	W3_SOLID_WORKING_THEORY	GDT647:FAMILY_MIGRATION	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	kalt und feucht am Anfang des Grades	tshy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	kalt und feucht am Anfang des Grades	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ty	ty#GLOBAL	kalt am Anfang des Grades	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	20	18	20	71	W3_SOLID_WORKING_THEORY	GDT647:FAMILY_MIGRATION	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 20 exakte ZL3b-Vorkommen auf 18 Seiten und 20 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	kalt am Anfang des Grades	ty#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	kalt am Anfang des Grades	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
y	y#1	[STRUKTUR: SATZSCHLUSS]	ACTIVE_V99_LEXICAL_CORE	NAMED_CONTEXT_DISPATCH	STRUCTURAL_OR_PUNCTUATION_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT687|GDT725	GDT725 audit: GDT687 weist diese Lesart als Zeilenschluss aus; der Punkt bleibt Renderer, während das Wörterbuch die strukturelle Funktion explizit benennt. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT687: vollstaendiger Action/Result/Boundary-Dispatch; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen; Drei lokale Rechtsbezüge und ein EOS-Beleg sind positionsgebunden darstellbar.	GDT725 Grenze: Ein gesprochener Eintragsschluss bleibt möglich; globales y besitzt acht Kontextklassen. || Keine historische Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT725	NAMED_CONTEXT_ONLY	NONE	0	.	y#1	REVISED_DICTIONARY_DEFAULT_OR_STRUCTURAL_TAG	POSITION_DISPATCHED_STRUCTURAL_MARK	lautliche Realisierung; Verhältnis zu anderen y-Klassen	0	0	POSITION_DISPATCHED_STRUCTURAL_MARK	STRUCTURAL_MARK	LINE_STOP	0	[STRUKTUR: SATZSCHLUSS]	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	0	NONE	0	INHERITED_SCORE_UNCHANGED
y	y#2	[STRUKTUR: ANSCHLUSS AN FOLGENDEN POSTEN]	ACTIVE_V99_LEXICAL_CORE	NAMED_CONTEXT_DISPATCH	STRUCTURAL_OR_PUNCTUATION_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	3	3	3	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT687|GDT725	GDT725 audit: Alle drei Stellen öffnen einen Bezug auf den folgenden Posten; zwei Zugabe-/Objektanschlüsse rendern Hierzu, der reine Folgezustand P352 rendert Anschließend. || 3 aktive exakte Positionen auf 3 Seiten und 3 Zeilen; letzte semantische Entscheidung GDT687: vollstaendiger Action/Result/Boundary-Dispatch; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen; Drei lokale Rechtsbezüge und ein EOS-Beleg sind positionsgebunden darstellbar.	GDT725 Grenze: Neuer Unterposten oder bloßes Scharnier bleiben lokale Rivalen; globales y besitzt acht Kontextklassen. || Keine historische Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT725	NAMED_CONTEXT_ONLY	NONE	0	Hierzu:|Anschließend:	y#2	REVISED_DICTIONARY_DEFAULT_OR_STRUCTURAL_TAG	POSITION_DISPATCHED_STRUCTURAL_LINK	genaue Bezugsrichtung; Unterposten gegen Scharnier	0	0	POSITION_DISPATCHED_STRUCTURAL_LINK	STRUCTURAL_LINK	RIGHT_REFERENCE	0	[STRUKTUR: ANSCHLUSS AN FOLGENDEN POSTEN]	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	0	NONE	0	INHERITED_SCORE_UNCHANGED
ychair	ychair#GLOBAL	zweiter trockener Anteil dieser Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT645:ROUND_03	V48-Quelle GDT645:ROUND_03 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	zweiter trockener Anteil dieser Droge	ychair#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	zweiter trockener Anteil dieser Droge	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ycheckhey	ycheckhey#GLOBAL	trockne hiervon mäßig, trockne das Arzneikompositum nochmals mäßig und schließe ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon mäßig, trockne das Arzneikompositum nochmals mäßig und schließe ab	ycheckhey#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trockne hiervon mäßig, trockne das Arzneikompositum nochmals mäßig und schließe ab	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
yched	yched#GLOBAL	trockne hiervon bis zur Mittelstufe und schließe ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	58	W2_PROVISIONAL_WORKING	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon bis zur Mittelstufe und schließe ab	yched#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trockne hiervon bis zur Mittelstufe und schließe ab	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ychedaiin	ychedaiin#1	drei Portionen der bis zur Mittelstufe getrockneten Droge abmessen	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	49	W2_PROVISIONAL_WORKING	GDT681|GDT727	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen || GDT727: Das exakte aktionslizenzierte Ganzwort bindet Menge III, Trocknung bis Mittelstufe und Abmessen; AM-Formen schreiben Maß getrennt, während die physische Vorgängerzeile keinen eindeutigen Referenten für hiervon liefert.	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE || GDT727: Singleton; Droge und historische Einheit bleiben Arbeitshypothesen; die Vorgängerzeile enthält sechs im aktuellen Wörterbuch fehlende Formen.	H0_NONE	NONE	0_GDT696_TO_GDT727	ACTIVE_WORKING_DEFAULT	NONE	1	drei Portionen der bis zur Mittelstufe getrockneten Droge abmessen	ychedaiin#1	PORTION_FAMILY_PLUS_BOS_DETACH	EXACT_WHOLE_PLUS_POSITION_DISPATCH	Singleton; Droge und historische Einheit bleiben Arbeitshypothesen; die Vorgängerzeile enthält sechs im aktuellen Wörterbuch fehlende Formen.	0	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	drei Portionen der bis zur Mittelstufe getrockneten Droge abmessen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ychedy	ychedy#1	bis zur Mittelstufe getrocknet und abgeschlossen	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	54	W2_PROVISIONAL_WORKING	GDT689	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT689: gebundener dy-Schwestervergleich und Endpunkt-Dispatch; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Eintrag: getrocknete Droge, fertig	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	bis zur Mittelstufe getrocknet und abgeschlossen	ychedy#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	bis zur Mittelstufe getrocknet und abgeschlossen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ycheedy	ycheedy#1	hiervon bis zur Endstufe trocknen	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	54	W2_PROVISIONAL_WORKING	GDT689	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT689: gebundener dy-Schwestervergleich und Endpunkt-Dispatch; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: trockne hiervon vollständig und stelle es fertig	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	hiervon bis zur Endstufe trocknen	ycheedy#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	hiervon bis zur Endstufe trocknen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ycheeo	ycheeo#GLOBAL	Eintrag: zweiter Trockenansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	6	5	6	61	W3_SOLID_WORKING_THEORY	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 6 exakte ZL3b-Vorkommen auf 5 Seiten und 6 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Eintrag: zweiter Trockenansatz	ycheeo#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Eintrag: zweiter Trockenansatz	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ycheeodaiin	ycheeodaiin#1	drei Portionen des zweiten Trockenansatzes abmessen	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	49	W2_PROVISIONAL_WORKING	GDT679|GDT727	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen || GDT727: Das initiale Ganzwort bindet Abmessen, Menge III und zweiten Trockenansatz; der physische Vorgänger endet in einer kalten Fraktion, einer Drogenportion und einer unbekannten Form und trägt daher keinen eindeutigen hiervon-Referenten.	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE || GDT727: Singleton; Ordinal- und Materialbindung bleiben Arbeitshypothesen; genaue Einheit historisch unbekannt.	H0_NONE	NONE	0_GDT696_TO_GDT727	ACTIVE_WORKING_DEFAULT	NONE	1	drei Portionen des zweiten Trockenansatzes abmessen	ycheeodaiin#1	PORTION_FAMILY_PLUS_BOS_DETACH	EXACT_WHOLE_PLUS_POSITION_DISPATCH	Singleton; Ordinal- und Materialbindung bleiben Arbeitshypothesen; genaue Einheit historisch unbekannt.	0	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	drei Portionen des zweiten Trockenansatzes abmessen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ycheey	ycheey#GLOBAL	trockne hiervon bis zur Endstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	18	16	18	76	W3_SOLID_WORKING_THEORY	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 18 exakte ZL3b-Vorkommen auf 16 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon bis zur Endstufe	ycheey#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trockne hiervon bis zur Endstufe	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ychekch	ychekch#GLOBAL	trockne hiervon bis zur Mittelstufe, erhitze und trockne erneut	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT671:EXACT_WHOLE	V48-Quelle GDT671:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon bis zur Mittelstufe, erhitze und trockne erneut	ychekch#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trockne hiervon bis zur Mittelstufe, erhitze und trockne erneut	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ycheo	ycheo#GLOBAL	nimm hierzu den Trockenansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	9	8	9	63	W3_SOLID_WORKING_THEORY	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 9 exakte ZL3b-Vorkommen auf 8 Seiten und 9 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nimm hierzu den Trockenansatz	ycheo#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	nimm hierzu den Trockenansatz	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ycheodain	ycheodain#GLOBAL	hierzu zwei Portionen Trockenansatz nehmen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664:EXACT_WHOLE|GDT728	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT728	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	hierzu zwei Portionen Trockenansatz nehmen	ycheodain#GLOBAL	GDT728_PORTION_EXACT_WHOLE_DISPATCH	EXACT_WHOLE_UNIT_TERM_DISPATCH	Rückbezugsquelle außerhalb des Ganzworts offen	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48__GDT728_UNIT_TERM_DISPATCH	PORTION	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	hierzu zwei Portionen Trockenansatz nehmen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ycheoky	ycheoky#GLOBAL	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht	ycheoky#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
