group_serial	page	locus	visible_owner	namespace_id	visible_surface	coverage_class	component_or_copy_reading_de	source_order_only	orientation_claim	start_claim	cross_page_key
247	f68r1	f68r1.33	A2_STAR_STATION_25	F68_LOCAL_STAR_SLOT_NS	okshor	PORTABLE_COMPOSITION	ruhenden Bedingungsansatz einsetzen	YES	NONE	NONE	NONE
248	f68r1	f68r1.34	A2_STAR_STATION_26	F68_LOCAL_STAR_SLOT_NS	osdaiin	PORTABLE_COMPOSITION	voriger Aufnahmewert	YES	NONE	NONE	NONE
249	f68r1	f68r1.35	A2_STAR_STATION_27	F68_LOCAL_STAR_SLOT_NS	otochedy	LEARNED_WHOLE_SIGN	Ganzzeichen otochedy: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen; lokaler Namensrest o/y.	YES	NONE	NONE	NONE
250	f68r1	f68r1.36	A2_STAR_STATION_28	F68_LOCAL_STAR_SLOT_NS	dolchedy	LEARNED_WHOLE_SIGN	Ganzzeichen dolchedy: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen; lokaler Namensrest d/y.	YES	NONE	NONE	NONE
251	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	oky	PORTABLE_COMPOSITION	einsetzen	YES	NONE	NONE	NONE
252	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	okchdy	LEARNED_WHOLE_SIGN	Ganzzeichen okchdy: Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; lokaler Namensrest y.	YES	NONE	NONE	NONE
253	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	okardy	LEARNED_WHOLE_SIGN	Ganzzeichen okardy: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dy.	YES	NONE	NONE	NONE
254	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	qear	PORTABLE_COMPOSITION	Quelladresse des QE-Postens	YES	NONE	NONE	NONE
255	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	oygy	PORTABLE_COMPOSITION	aktueller Grundgrad.	YES	NONE	NONE	NONE
256	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	dair	PORTABLE_COMPOSITION	voriger Lauf	YES	NONE	NONE	NONE
257	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	cheyky	PORTABLE_COMPOSITION	Ablesung dieses Hauses.	YES	NONE	NONE	NONE
258	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	otaza	PORTABLE_COMPOSITION	lokaler AZA-Folgeposten	YES	NONE	NONE	NONE
259	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	sar	PORTABLE_COMPOSITION	davon	YES	NONE	NONE	NONE
260	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	ar	PORTABLE_COMPOSITION	Quelladresse des ROOT-Postens	YES	NONE	NONE	NONE
261	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chykar	PORTABLE_COMPOSITION	Quelladresse des CHYK-Postens	YES	NONE	NONE	NONE
262	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okoirsh	LOCAL_COPY_LABEL	Lokalschluessel okoirsh fuer A3_LEFT_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
263	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	ar	PORTABLE_COMPOSITION	Quelladresse des ROOT-Postens	YES	NONE	NONE	NONE
264	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chetody	LEARNED_WHOLE_SIGN	Ganzzeichen chetody: abgeleiteter Platzwert.	YES	NONE	NONE	NONE
265	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okeeos	LOCAL_COPY_LABEL	Lokalschluessel okeeos fuer A3_LEFT_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
266	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	o	LOCAL_COPY_LABEL	Lokalschluessel o fuer A3_LEFT_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
267	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	tey	PORTABLE_COMPOSITION	aktueller Phasenwert.	YES	NONE	NONE	NONE
268	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	otokeeey	PORTABLE_COMPOSITION	Folgeposten laenger einsetzen	YES	NONE	NONE	NONE
269	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okeeody	LEARNED_WHOLE_SIGN	Ganzzeichen okeeody: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	YES	NONE	NONE	NONE
270	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okeey	PORTABLE_COMPOSITION	LANGSTUFE_SETZEN	YES	NONE	NONE	NONE
271	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	doiir	LOCAL_COPY_LABEL	Lokalschluessel doiir fuer A3_LEFT_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
272	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	teeo	LOCAL_COPY_LABEL	Lokalschluessel teeo fuer A3_LEFT_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
273	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	y	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
274	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chey	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
275	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	ot	PORTABLE_COMPOSITION	Folgeposten	YES	NONE	NONE	NONE
276	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	y	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
277	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okedy	LEARNED_WHOLE_SIGN	Ganzzeichen okedy: Diagrammposten setzen oder aktivieren; lokaler Namensrest edy.	YES	NONE	NONE	NONE
278	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chsdy	LEARNED_WHOLE_SIGN	Ganzzeichen chsdy: sekundärer Zustand fest.	YES	NONE	NONE	NONE
279	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okeod	LOCAL_COPY_LABEL	Lokalschluessel okeod fuer A3_LEFT_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
280	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	y	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
281	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	dy	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
282	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	choaiin	PORTABLE_COMPOSITION	Eingabe-Sollwert	YES	NONE	NONE	NONE
283	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okar	PORTABLE_COMPOSITION	Quelladresse des OK-Postens	YES	NONE	NONE	NONE
284	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okar	PORTABLE_COMPOSITION	Quelladresse des OK-Postens	YES	NONE	NONE	NONE
285	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chol	PORTABLE_COMPOSITION	weiter	YES	NONE	NONE	NONE
286	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chees	LOCAL_COPY_LABEL	Lokalschluessel chees fuer A3_LEFT_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
287	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	yto	LOCAL_COPY_LABEL	Lokalschluessel yto fuer A3_LEFT_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
288	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	odair	PORTABLE_COMPOSITION	vom vorigen Lauf zurücknehmen	YES	NONE	NONE	NONE
289	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	oty	LEARNED_WHOLE_SIGN	Ganzzeichen oty: Teilsektor oder Untereintrag; lokaler Namensrest o.	YES	NONE	NONE	NONE
290	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	oteeo	PORTABLE_COMPOSITION	lokalen Folgeposten laenger halten	YES	NONE	NONE	NONE
291	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	dar	PORTABLE_COMPOSITION	davon	YES	NONE	NONE	NONE
292	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	o	LOCAL_COPY_LABEL	Lokalschluessel o fuer A3_LEFT_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
293	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	eykeody	LEARNED_WHOLE_SIGN	Ganzzeichen eykeody: ausgewählter Klassenplatz.	YES	NONE	NONE	NONE
294	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	dchor	PORTABLE_COMPOSITION	Bedingungsansatz des lokalen DCH-Postens	YES	NONE	NONE	NONE
295	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	char	PORTABLE_COMPOSITION	davon	YES	NONE	NONE	NONE
296	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	yka	LOCAL_COPY_LABEL	Lokalschluessel yka fuer A3_MIDDLE_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
297	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chol	PORTABLE_COMPOSITION	weiter	YES	NONE	NONE	NONE
298	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykar	PORTABLE_COMPOSITION	Quelladresse des YK-Postens	YES	NONE	NONE	NONE
299	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	dal	PORTABLE_COMPOSITION	dorthin	YES	NONE	NONE	NONE
300	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykady	LEARNED_WHOLE_SIGN	Ganzzeichen ykady: aktuelle Qualität fest.	YES	NONE	NONE	NONE
301	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	iokeeor	PORTABLE_COMPOSITION	lokalen Bedingungsansatz laenger aktiv halten	YES	NONE	NONE	NONE
302	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	cheey	PORTABLE_COMPOSITION	Freigabewert	YES	NONE	NONE	NONE
303	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	choly	PORTABLE_COMPOSITION	im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/y.	YES	NONE	NONE	NONE
304	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykeeal	PORTABLE_COMPOSITION	Zieladresse des YKEE-Postens	YES	NONE	NONE	NONE
305	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	cheo	LOCAL_COPY_LABEL	Lokalschluessel cheo fuer A3_MIDDLE_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
306	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	oaram	LOCAL_COPY_LABEL	Lokalschluessel oaram fuer A3_MIDDLE_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
307	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ockhy	PORTABLE_COMPOSITION	durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	YES	NONE	NONE	NONE
308	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	sheey	PORTABLE_COMPOSITION	POSITION_LAENGER_HALTEN	YES	NONE	NONE	NONE
309	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	aiin	PORTABLE_COMPOSITION	Sollwert	YES	NONE	NONE	NONE
310	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	y	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
311	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	daiial	PORTABLE_COMPOSITION	Zieladresse des DAII-Postens	YES	NONE	NONE	NONE
312	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	cheody	LEARNED_WHOLE_SIGN	Ganzzeichen cheody: Ablesewert fest.	YES	NONE	NONE	NONE
313	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	cheal	PORTABLE_COMPOSITION	dorthin	YES	NONE	NONE	NONE
314	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	yetey	PORTABLE_COMPOSITION	ausgewählter Phasenwert.	YES	NONE	NONE	NONE
315	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chear	PORTABLE_COMPOSITION	Quelladresse des CHE-Postens	YES	NONE	NONE	NONE
316	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	y	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
317	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	dy	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
318	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykey	PORTABLE_COMPOSITION	aktuelle Klasse.	YES	NONE	NONE	NONE
319	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ch	LOCAL_COPY_LABEL	Lokalschluessel ch fuer A3_MIDDLE_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
320	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	y	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
321	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	dy	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
322	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chol	PORTABLE_COMPOSITION	weiter	YES	NONE	NONE	NONE
323	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykar	PORTABLE_COMPOSITION	Quelladresse des YK-Postens	YES	NONE	NONE	NONE
324	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ol	PORTABLE_COMPOSITION	weiter	YES	NONE	NONE	NONE
325	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	y	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
326	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykeeody	LEARNED_WHOLE_SIGN	Ganzzeichen ykeeody: lange oder volle Diagrammstufe; lokaler Namensrest yk/ody.	YES	NONE	NONE	NONE
327	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chey	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
328	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	dal	PORTABLE_COMPOSITION	dorthin	YES	NONE	NONE	NONE
329	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ody	PORTABLE_COMPOSITION	POSTEN_ZURUECKNEHMEN__SCHLUSS	YES	NONE	NONE	NONE
330	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	airchy	PORTABLE_COMPOSITION	Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest chy.	YES	NONE	NONE	NONE
331	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	choky	PORTABLE_COMPOSITION	einsetzen	YES	NONE	NONE	NONE
332	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ychey	PORTABLE_COMPOSITION	aktueller Ablesewert.	YES	NONE	NONE	NONE
333	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chey	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
334	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	doair	PORTABLE_COMPOSITION	vorigen Rücklauf wählen	YES	NONE	NONE	NONE
335	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	otaldal	PORTABLE_COMPOSITION	Folgeposten an die bezeichnete Ziel-Unteradresse	YES	NONE	NONE	NONE
336	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	dair	PORTABLE_COMPOSITION	voriger Lauf	YES	NONE	NONE	NONE
337	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	chdy	PORTABLE_COMPOSITION	überführen	YES	NONE	NONE	NONE
338	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	otoar	PORTABLE_COMPOSITION	Quelladresse des Folgepostens	YES	NONE	NONE	NONE
339	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	ar	PORTABLE_COMPOSITION	Quelladresse des ROOT-Postens	YES	NONE	NONE	NONE
340	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	chy	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
341	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	qoteor	PORTABLE_COMPOSITION	kurzer Bedingungsansatz des Folgepostens	YES	NONE	NONE	NONE
342	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	cho	PORTABLE_COMPOSITION	EINGANGSBEDINGUNG	YES	NONE	NONE	NONE
343	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	qotair	PORTABLE_COMPOSITION	Laufbahn des Folgepostens	YES	NONE	NONE	NONE
344	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	chda	LOCAL_COPY_LABEL	Lokalschluessel chda fuer A3_RIGHT_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
345	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteeal	PORTABLE_COMPOSITION	Folgeposten laenger an der Zieladresse halten	YES	NONE	NONE	NONE
346	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	cheor	PORTABLE_COMPOSITION	Bedingungsansatz des lokalen CHE-Postens	YES	NONE	NONE	NONE
347	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	ar	PORTABLE_COMPOSITION	Quelladresse des ROOT-Postens	YES	NONE	NONE	NONE
348	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	air	PORTABLE_COMPOSITION	Lauf oder Bahn	YES	NONE	NONE	NONE
349	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteody	LEARNED_WHOLE_SIGN	Ganzzeichen oteody: naechster Platz oder folgende Bedingung; lokaler Namensrest eody.	YES	NONE	NONE	NONE
350	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	ytyd	LOCAL_COPY_LABEL	Lokalschluessel ytyd fuer A3_RIGHT_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
351	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	a	LOCAL_COPY_LABEL	Lokalschluessel a fuer A3_RIGHT_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
352	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	dchy	PORTABLE_COMPOSITION	fester Zustand.	YES	NONE	NONE	NONE
353	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	otoly	PORTABLE_COMPOSITION	diesen Folgeposten im selben Lauf weiterfuehren	YES	NONE	NONE	NONE
354	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	okeodal	PORTABLE_COMPOSITION	Zieladresse des OKEOD-Postens	YES	NONE	NONE	NONE
355	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteoarar	PORTABLE_COMPOSITION	Folgeposten mit doppelter Quelladresse	YES	NONE	NONE	NONE
356	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	cheteeser	LOCAL_COPY_LABEL	Lokalschluessel cheteeser fuer A3_RIGHT_WHEEL_RING_TEXT	YES	NONE	NONE	NONE
357	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	dair	PORTABLE_COMPOSITION	voriger Lauf	YES	NONE	NONE	NONE
358	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	chey	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
359	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	okody	LEARNED_WHOLE_SIGN	Ganzzeichen okody: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	YES	NONE	NONE	NONE
360	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	dal	PORTABLE_COMPOSITION	dorthin	YES	NONE	NONE	NONE
361	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteey	PORTABLE_COMPOSITION	NAECHSTER_LANGSTUFENPOSTEN	YES	NONE	NONE	NONE
362	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteey	PORTABLE_COMPOSITION	NAECHSTER_LANGSTUFENPOSTEN	YES	NONE	NONE	NONE
363	f69v	f69v.4	A3_LEFT_RADIAL_SLOT_01	F69_LEFT_WHEEL_NS	okeey	PORTABLE_COMPOSITION	LANGSTUFE_SETZEN	YES	NONE	NONE	NONE
364	f69v	f69v.4	A3_LEFT_RADIAL_SLOT_01	F69_LEFT_WHEEL_NS	sar	PORTABLE_COMPOSITION	davon	YES	NONE	NONE	NONE
365	f69v	f69v.5	A3_LEFT_RADIAL_SLOT_02	F69_LEFT_WHEEL_NS	okeo	LOCAL_COPY_LABEL	Lokalschluessel okeo fuer A3_LEFT_RADIAL_SLOT_02	YES	NONE	NONE	NONE
366	f69v	f69v.5	A3_LEFT_RADIAL_SLOT_02	F69_LEFT_WHEEL_NS	dy	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
367	f69v	f69v.6	A3_LEFT_RADIAL_SLOT_03	F69_LEFT_WHEEL_NS	ochoyk	LOCAL_COPY_LABEL	Lokalschluessel ochoyk fuer A3_LEFT_RADIAL_SLOT_03	YES	NONE	NONE	NONE
368	f69v	f69v.7	A3_LEFT_RADIAL_SLOT_04	F69_LEFT_WHEEL_NS	ykeey	PORTABLE_COMPOSITION	lange oder volle Diagrammstufe; lokaler Namensrest yk/y.	YES	NONE	NONE	NONE
369	f69v	f69v.8	A3_LEFT_RADIAL_SLOT_05	F69_LEFT_WHEEL_NS	ytory	PORTABLE_COMPOSITION	Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt/y.	YES	NONE	NONE	NONE
370	f69v	f69v.9	A3_LEFT_RADIAL_SLOT_06	F69_LEFT_WHEEL_NS	oeesy	LEARNED_WHOLE_SIGN	Ganzzeichen oeesy: lange oder volle Diagrammstufe; lokaler Namensrest o/sy.	YES	NONE	NONE	NONE
371	f69v	f69v.10	A3_LEFT_RADIAL_SLOT_07	F69_LEFT_WHEEL_NS	ytody	LEARNED_WHOLE_SIGN	Ganzzeichen ytody: Platz fest eingetragen.	YES	NONE	NONE	NONE
372	f69v	f69v.11	A3_LEFT_RADIAL_SLOT_08	F69_LEFT_WHEEL_NS	okody	LEARNED_WHOLE_SIGN	Ganzzeichen okody: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	YES	NONE	NONE	NONE
373	f69v	f69v.12	A3_LEFT_RADIAL_SLOT_09	F69_LEFT_WHEEL_NS	otody	LEARNED_WHOLE_SIGN	Ganzzeichen otody: naechster Platz oder folgende Bedingung; lokaler Namensrest ody.	YES	NONE	NONE	NONE
374	f69v	f69v.13	A3_LEFT_RADIAL_SLOT_10	F69_LEFT_WHEEL_NS	okeal	PORTABLE_COMPOSITION	Zieladresse des OKE-Postens	YES	NONE	NONE	NONE
375	f69v	f69v.14	A3_LEFT_RADIAL_SLOT_11	F69_LEFT_WHEEL_NS	okeod	LOCAL_COPY_LABEL	Lokalschluessel okeod fuer A3_LEFT_RADIAL_SLOT_11	YES	NONE	NONE	NONE
