edition	paragraph	page	at	word	value	head	head_at	category	numerator	numerator_at	denominator	denominator_at	raw_line
ZL3b	f93r|f93r.1-f93r.32	f93r	ZL3b|f93r.22|G004	daiin	C	chakal	ZL3b|f93r.22|G003	UNKNOWN_HEAD	cthy	ZL3b|f93r.22|G002	cthol	ZL3b|f93r.20|G002	kchor cthy chakal daiin
ZL3b	f93r|f93r.1-f93r.32	f93r	ZL3b|f93r.29|G001	dain	B			NO_LEFT_HEAD	cthy	ZL3b|f93r.22|G002	cthol	ZL3b|f93r.20|G002	dain {ck}cho ctho ctho[s:e]g
IT2a	f93r|f93r.1-f93r.32	f93r	IT2a|f93r.21|G003	daiin	C	shol	IT2a|f93r.21|G002	QUALITY_HEAD_ASSUMED	cthol	IT2a|f93r.20|G002	keol	IT2a|f93r.10|G003	dol shol daiin shcthy
IT2a	f93r|f93r.1-f93r.32	f93r	IT2a|f93r.22|G004	daiin	C	chokal	IT2a|f93r.22|G003	UNKNOWN_HEAD	cthy	IT2a|f93r.22|G002	cthol	IT2a|f93r.20|G002	kchor cthy chokal daiin
IT2a	f93r|f93r.1-f93r.32	f93r	IT2a|f93r.28|G004	daiin	C	cho	IT2a|f93r.28|G003	UNKNOWN_HEAD	cthy	IT2a|f93r.22|G002	cthol	IT2a|f93r.20|G002	ychor odol cho daiin s
IT2a	f93r|f93r.1-f93r.32	f93r	IT2a|f93r.29|G001	dain	B			NO_LEFT_HEAD	cthy	IT2a|f93r.22|G002	cthol	IT2a|f93r.20|G002	dain ckcho ctho cthosm
ZL3b	f29r|f29r.5-f29r.9	f29r	ZL3b|f29r.6|G005	daiin	C	shor	ZL3b|f29r.6|G004	MATERIAL_HEAD_ASSUMED	shor	ZL3b|f29r.6|G004			chokshy shocthy shor shor daiin qokaiiin
ZL3b	f29r|f29r.5-f29r.9	f29r	ZL3b|f29r.8|G007	daiin	C	kody	ZL3b|f29r.8|G006	UNKNOWN_HEAD	chor	ZL3b|f29r.8|G002	shor	ZL3b|f29r.8|G001	shor chor shosheky shy qoty kody daiin cthy
ZL3b	f38v|f38v.1-f38v.8	f38v	ZL3b|f38v.3|G003	daiin	C	keor	ZL3b|f38v.3|G002	UNKNOWN_HEAD	chor	ZL3b|f38v.1|G007			qokeey keor daiin okey keey daiin dair daiin s
ZL3b	f38v|f38v.1-f38v.8	f38v	ZL3b|f38v.3|G006	daiin	C	keey	ZL3b|f38v.3|G005	UNKNOWN_HEAD	chor	ZL3b|f38v.1|G007			qokeey keor daiin okey keey daiin dair daiin s
ZL3b	f38v|f38v.1-f38v.8	f38v	ZL3b|f38v.3|G007	dair	A	daiin	ZL3b|f38v.3|G006	VALUE_SEQUENCE	chor	ZL3b|f38v.1|G007			qokeey keor daiin okey keey daiin dair daiin s
ZL3b	f38v|f38v.1-f38v.8	f38v	ZL3b|f38v.3|G008	daiin	C	dair	ZL3b|f38v.3|G007	VALUE_SEQUENCE	chor	ZL3b|f38v.1|G007			qokeey keor daiin okey keey daiin dair daiin s
ZL3b	f38v|f38v.1-f38v.8	f38v	ZL3b|f38v.5|G002	daiin	C	qoty	ZL3b|f38v.5|G001	UNKNOWN_HEAD	chor	ZL3b|f38v.1|G007			qoty daiin chol oteeol dody cheod chody
ZL3b	f38v|f38v.1-f38v.8	f38v	ZL3b|f38v.6|G005	daiin	C	tey	ZL3b|f38v.6|G004	UNKNOWN_HEAD	chor	ZL3b|f38v.1|G007			sho keeey key tey daiin daiiin dain dain
ZL3b	f38v|f38v.1-f38v.8	f38v	ZL3b|f38v.6|G007	dain	B	daiiin	ZL3b|f38v.6|G006	UNKNOWN_HEAD	chor	ZL3b|f38v.1|G007			sho keeey key tey daiin daiiin dain dain
ZL3b	f38v|f38v.1-f38v.8	f38v	ZL3b|f38v.6|G008	dain	B	dain	ZL3b|f38v.6|G007	VALUE_SEQUENCE	chor	ZL3b|f38v.1|G007			sho keeey key tey daiin daiiin dain dain
ZL3b	f38v|f38v.1-f38v.8	f38v	ZL3b|f38v.7|G001	daiin	C			NO_LEFT_HEAD	chor	ZL3b|f38v.1|G007			daiin qol chy dain @153; or daiin dain daldy
ZL3b	f38v|f38v.1-f38v.8	f38v	ZL3b|f38v.7|G004	dain	B	chy	ZL3b|f38v.7|G003	MATERIAL_HEAD_ASSUMED	chy	ZL3b|f38v.7|G003	chor	ZL3b|f38v.1|G007	daiin qol chy dain @153; or daiin dain daldy
ZL3b	f38v|f38v.1-f38v.8	f38v	ZL3b|f38v.7|G007	daiin	C	or	ZL3b|f38v.7|G006	UNKNOWN_HEAD	chy	ZL3b|f38v.7|G003	chor	ZL3b|f38v.1|G007	daiin qol chy dain @153; or daiin dain daldy
ZL3b	f38v|f38v.1-f38v.8	f38v	ZL3b|f38v.7|G008	dain	B	daiin	ZL3b|f38v.7|G007	VALUE_SEQUENCE	chy	ZL3b|f38v.7|G003	chor	ZL3b|f38v.1|G007	daiin qol chy dain @153; or daiin dain daldy
ZL3b	f76v|f76v.34-f76v.36	f76v	ZL3b|f76v.36|G001	daiin	C			NO_LEFT_HEAD					daiin cheol teey lshety okeey qeedy
ZL3b	f79v|f79v.12-f79v.22	f79v	ZL3b|f79v.13|G001	dain	B			NO_LEFT_HEAD					dain ar olshey dytain qokain checthy okeedy qokeedy ror
ZL3b	f79v|f79v.12-f79v.22	f79v	ZL3b|f79v.21|G007	dain	B	otshdy	ZL3b|f79v.21|G006	UNKNOWN_HEAD	okaiin	ZL3b|f79v.16|G008			dshey qokal sheedy sheky orain otshdy dain cther aror
ZL3b	f79v|f79v.33-f79v.36	f79v	ZL3b|f79v.35|G007	dain	B	otol	ZL3b|f79v.35|G006	UNKNOWN_HEAD					qor cheey kain chl ol otol dain otain ol oteedy qokan
ZL3b	f85r2|f85r2.7-f85r2.11	f85r2	ZL3b|f85r2.9|G001	daiin	C			NO_LEFT_HEAD					daiin qotaiin tchedy otedy qotchdy chckhey
IT2a	f29r|f29r.5-f29r.9	f29r	IT2a|f29r.6|G005	daiin	C	shor	IT2a|f29r.6|G004	MATERIAL_HEAD_ASSUMED	shor	IT2a|f29r.6|G004			chokshy shocthy shor shor daiin qokaiiin
IT2a	f29r|f29r.5-f29r.9	f29r	IT2a|f29r.8|G008	daiin	C	kody	IT2a|f29r.8|G007	UNKNOWN_HEAD	chor	IT2a|f29r.8|G002	shor	IT2a|f29r.8|G001	shor chor sho sheky shy qoty kody daiin cthy
IT2a	f38v|f38v.1-f38v.8	f38v	IT2a|f38v.3|G003	daiin	C	keor	IT2a|f38v.3|G002	UNKNOWN_HEAD	chor	IT2a|f38v.1|G007			qokeey keor daiin okey keey daiin dair daiin s
IT2a	f38v|f38v.1-f38v.8	f38v	IT2a|f38v.3|G006	daiin	C	keey	IT2a|f38v.3|G005	UNKNOWN_HEAD	chor	IT2a|f38v.1|G007			qokeey keor daiin okey keey daiin dair daiin s
IT2a	f38v|f38v.1-f38v.8	f38v	IT2a|f38v.3|G007	dair	A	daiin	IT2a|f38v.3|G006	VALUE_SEQUENCE	chor	IT2a|f38v.1|G007			qokeey keor daiin okey keey daiin dair daiin s
IT2a	f38v|f38v.1-f38v.8	f38v	IT2a|f38v.3|G008	daiin	C	dair	IT2a|f38v.3|G007	VALUE_SEQUENCE	chor	IT2a|f38v.1|G007			qokeey keor daiin okey keey daiin dair daiin s
IT2a	f38v|f38v.1-f38v.8	f38v	IT2a|f38v.4|G002	daiin	C	okeey	IT2a|f38v.4|G001	UNKNOWN_HEAD	chor	IT2a|f38v.1|G007			okeey daiin qokeey chotey tody oky aiiin d
IT2a	f38v|f38v.1-f38v.8	f38v	IT2a|f38v.5|G002	daiin	C	qoty	IT2a|f38v.5|G001	UNKNOWN_HEAD	chor	IT2a|f38v.1|G007			qoty daiin chol oteeol dody cheod chody
IT2a	f38v|f38v.1-f38v.8	f38v	IT2a|f38v.6|G005	daiin	C	tey	IT2a|f38v.6|G004	UNKNOWN_HEAD	chor	IT2a|f38v.1|G007			sho keeey key tey daiin daiiin dain dain
IT2a	f38v|f38v.1-f38v.8	f38v	IT2a|f38v.6|G007	dain	B	daiiin	IT2a|f38v.6|G006	UNKNOWN_HEAD	chor	IT2a|f38v.1|G007			sho keeey key tey daiin daiiin dain dain
IT2a	f38v|f38v.1-f38v.8	f38v	IT2a|f38v.6|G008	dain	B	dain	IT2a|f38v.6|G007	VALUE_SEQUENCE	chor	IT2a|f38v.1|G007			sho keeey key tey daiin daiiin dain dain
IT2a	f38v|f38v.1-f38v.8	f38v	IT2a|f38v.7|G001	daiin	C			NO_LEFT_HEAD	chor	IT2a|f38v.1|G007			daiin qol chy dain ? or daiin dais daldy
IT2a	f38v|f38v.1-f38v.8	f38v	IT2a|f38v.7|G004	dain	B	chy	IT2a|f38v.7|G003	MATERIAL_HEAD_ASSUMED	chy	IT2a|f38v.7|G003	chor	IT2a|f38v.1|G007	daiin qol chy dain ? or daiin dais daldy
IT2a	f38v|f38v.1-f38v.8	f38v	IT2a|f38v.7|G007	daiin	C	or	IT2a|f38v.7|G006	UNKNOWN_HEAD	chy	IT2a|f38v.7|G003	chor	IT2a|f38v.1|G007	daiin qol chy dain ? or daiin dais daldy
IT2a	f49r|f49r.4-f49r.11	f49r	IT2a|f49r.6|G005	daiin	C	chol	IT2a|f49r.6|G004	QUALITY_HEAD_ASSUMED	chor	IT2a|f49r.5|G001			olor shshes sheoty chol daiin
IT2a	f76v|f76v.34-f76v.36	f76v	IT2a|f76v.36|G001	daiin	C			NO_LEFT_HEAD					daiin cheol teey lshety okeey qeedy
IT2a	f79v|f79v.12-f79v.22	f79v	IT2a|f79v.13|G001	dain	B			NO_LEFT_HEAD					dain ar olshey dytain qokain checthy okeedy qokeedy ror
IT2a	f79v|f79v.12-f79v.22	f79v	IT2a|f79v.21|G007	dain	B	otshdy	IT2a|f79v.21|G006	UNKNOWN_HEAD	okaiin	IT2a|f79v.16|G008			dshey qokal sheedy sheky orain otshdy dain cther aror
IT2a	f79v|f79v.33-f79v.36	f79v	IT2a|f79v.35|G007	dain	B	otol	IT2a|f79v.35|G006	UNKNOWN_HEAD					qor cheey kain chl ol otol dain otain ol oteedy qokan
IT2a	f85r2|f85r2.7-f85r2.11	f85r2	IT2a|f85r2.9|G001	daiin	C			NO_LEFT_HEAD					daiin qotaiin tchedy otedy qotchdy chckhey
