guard_ordinal	primary_governor_key	source_event_or_card_id	statement_or_record_id	physical_page	gdt584_rule_id	written_root_sequence	complete_host_values_written	body_blockers_present	historical_y_lemma_sequence	portable_y_lemma_sequence	historical_route	portable_exact	clean_bath_body_fork	exploratory_bath_default_de	retained_bath_alternative_de	guard	gdt590_y_lemma_sequence	gdt590_body_station_route	gdt590_changed	gdt590_retained_alternative_de	gdt590_guard
129	ACTION:G407-E2298@1:SH	G407-E2298	G407-S287	f76r	SH_REST_HOLD	Y	SH|EE|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
130	ACTION:G407-E2301@1:SH	G407-E2301	G407-S287	f76r	SH_REST_HOLD	Y	SH|EE|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
131	ACTION:G407-E2310@2:T	G407-E2310	G407-S288	f76r	T_PHYSICAL_BROAD	Y+AIN	Y|T|AIN	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
132	ACTION:G407-E2323@1:CHD	G407-E2323	G407-S290	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
133	ACTION:G407-E2330@1:SH	G407-E2330	G407-S291	f76r	SH_REST_HOLD	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
134	ACTION:G407-E2337@1:SH	G407-E2337	G407-S294	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
135	ACTION:G407-E2341@3:CHD	G407-E2341	G407-S295	f76r	CHD_BIO_TREAT	Y	CHD|Y|D_ADDR|AR	AR|D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
136	ACTION:G407-E2343@1:CHD	G407-E2343	G407-S295	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
137	ACTION:G407-E2344@4:CHD	G407-E2344	G407-S295	f76r	CHD_BIO_TREAT	Y	CHD|Y|L	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
138	ACTION:G407-E2351@2:SH	G407-E2351	G407-S300	f76r	SH_REST_HOLD	Y	L|SH|EE|D_ADDR|Y	D_ADDR|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
139	ACTION:G407-E2365@1:CHD	G407-E2365	G407-S305	f76r	CHD_BIO_TREAT	Y+OR	CHD|Y|L|AL|OR	AL|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
140	ACTION:G407-E2368@1:CHD	G407-E2368	G407-S305	f76r	CHD_BIO_TREAT	Y+AIIN	CHD|Y|AIIN	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
141	ACTION:G407-E2377@1:S	G407-E2377	G407-S307	f76r	S_REST_SELECT	Y+AIN	Y|S|AIN	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
142	ACTION:G407-E2378@1:SH	G407-E2378	G407-S307	f76r	SH_REST_HOLD	Y+OR	SH|EE|Y|OR|AR|AL	AL|AR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
143	ACTION:G407-E2382@2:SH	G407-E2382	G407-S307	f76r	SH_REST_HOLD	Y	SH|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
144	ACTION:G407-E2392@1:SH	G407-E2392	G407-S310	f76r	SH_REST_HOLD	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
145	ACTION:G407-E2397@4:CHD	G407-E2397	G407-S311	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
146	ACTION:G407-E2398@4:CHD	G407-E2398	G407-S311	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
147	ACTION:G407-E2402@1:T	G407-E2402	G407-S312	f77r	T_BIO_STATION_REGULATE	Y	L|Y|T	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
148	ACTION:G407-E2404@1:SH	G407-E2404	G407-S312	f77r	SH_BIO_BATHE	Y+AIIN	SH|E|Y|AIIN	NONE	Stationsansatz	Stationsansatz	STATION	YES	YES	Körper	Stationsansatz	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	YES	Stationsansatz	AIIN_IS_BATH_FILL_COMPANION__NOT_OBJECT_CLASS_BLOCKER
149	ACTION:G407-E2408@1:CHD	G407-E2408	G407-S313	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
150	ACTION:G407-E2410@3:T	G407-E2410	G407-S313	f77r	T_PHYSICAL_GRADE_TEMPER	Y	T|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
151	ACTION:G407-E2417@3:T	G407-E2417	G407-S316	f77r	T_PHYSICAL_GRADE_TEMPER	Y	T|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
152	ACTION:G407-E2425@1:CHD	G407-E2425	G407-S321	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
153	ACTION:G407-E2434@1:CHD	G407-E2434	G407-S324	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
154	ACTION:G407-E2435@2:SH	G407-E2435	G407-S324	f77r	SH_BIO_BATHE	Y	L|SH|EE|D_ADDR|Y	D_ADDR|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
155	ACTION:G407-E2438@1:CHD	G407-E2438	G407-S325	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
156	ACTION:G407-E2452@3:T	G407-E2452	G407-S332	f77r	T_AFTER_SH_COOL	Y	T|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
157	ACTION:G407-E2459@1:CHD	G407-E2459	G407-S334	f77r	CHD_BIO_TREAT	AIIN+Y	AIIN|CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
158	ACTION:G407-E2468@1:SH	G407-E2468	G407-S340	f77r	SH_BIO_BATHE	Y	SH|EE|D_ADDR|CARRIER_Q|EE|Y	CARRIER_Q|D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
159	ACTION:G407-E2471@3:T	G407-E2471	G407-S340	f77r	T_AFTER_SH_COOL	Y	T|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
160	ACTION:G407-E2476@2:SH	G407-E2476	G407-S341	f77r	SH_BIO_BATHE	Y+OR	L|SH|E|Y|L|OR	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
161	ACTION:G407-E2487@2:SH	G407-E2487	G407-S343	f77r	SH_BIO_BATHE	Y+Y	L|Y|L|SH|EE|Y	L	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
162	ACTION:G407-E2499@1:SH	G407-E2499	G407-S346	f77r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
163	ACTION:G407-E2507@1:CHD	G407-E2507	G407-S351	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
164	ACTION:G407-E2508@1:SH	G407-E2508	G407-S351	f77r	SH_BIO_BATHE	AIIN+Y	SH|E|AR|AIIN|Y	AR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
165	ACTION:G407-E2517@1:SH	G407-E2517	G407-S353	f77r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
166	ACTION:G407-E2522@1:CHD	G407-E2522	G407-S354	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
167	ACTION:G407-E2526@1:CHD	G407-E2526	G407-S357	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
168	ACTION:G407-E2541@1:CHD	G407-E2541	G407-S359	f77r	CHD_BIO_TREAT	Y+OR	CHD|Y|D_ADDR|AR|OR	AR|D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
169	ACTION:G407-E2546@3:T	G407-E2546	G407-S361	f77r	T_BIO_STATION_REGULATE	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
170	ACTION:G407-E2549@3:CHD	G407-E2549	G407-S362	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
171	ACTION:G407-E2584@1:SH	G407-E2584	G407-S370	f77r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
172	ACTION:G407-E2588@1:CHD	G407-E2588	G407-S370	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
173	ACTION:G407-E2594@3:T	G407-E2594	G407-S372	f77r	T_BIO_STATION_REGULATE	Y+Y	T|Y|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
174	ACTION:G407-E2598@1:CHD	G407-E2598	G407-S373	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
175	ACTION:G407-E2606@1:CHD	G407-E2606	G407-S374	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
176	ACTION:G407-E2610@1:CHD	G407-E2610	G407-S375	f77r	CHD_BIO_TREAT	AIIN+Y	CHD|AIIN|AL|Y	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
177	ACTION:G407-E2615@1:CHD	G407-E2615	G407-S377	f77r	CHD_BIO_TREAT	AIN+Y	AIN|CHD|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
178	ACTION:G407-E2620@1:T	G407-E2620	G407-S378	f77r	T_PHYSICAL_GRADE_TEMPER	AIN+Y	T|AIN|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
179	ACTION:G407-E2625@1:SH	G407-E2625	G407-S379	f77r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
180	ACTION:G407-E2637@1:SH	G407-E2637	G407-S382	f77r	SH_BIO_BATHE	AIIN+Y	AIIN|SH|EE|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	YES	Körper	Stationsansatz	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	YES	Stationsansatz	AIIN_IS_BATH_FILL_COMPANION__NOT_OBJECT_CLASS_BLOCKER
181	ACTION:G407-E2639@2:SH	G407-E2639	G407-S382	f77r	SH_BIO_BATHE	Y	L|SH|EE|Y	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
182	ACTION:G407-E2652@1:SH	G407-E2652	G407-S385	f77r	SH_BIO_BATHE	AIIN+Y	AIIN|SH|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	YES	Körper	Stationsansatz	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	YES	Stationsansatz	AIIN_IS_BATH_FILL_COMPANION__NOT_OBJECT_CLASS_BLOCKER
183	ACTION:G407-E2677@1:SH	G407-E2677	G407-S392	f77r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
184	ACTION:G407-E2678@4:CHD	G407-E2678	G407-S392	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
185	ACTION:G407-E2682@1:SH	G407-E2682	G407-S392	f77r	SH_BIO_BATHE	Y+Y+Y	SH|EE|Y|L|Y|Y	L	Stationsansatz|Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
186	ACTION:G407-E2697@5:SH	G407-E2697	G407-S392	f77r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
187	ACTION:G407-E2701@2:S	G407-E2701	G407-S392	f77r	S_REST_SELECT	Y+AIIN	A_ADDR|S|Y|AIIN	A_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
188	ACTION:G407-E2704@2:SH	G407-E2704	G407-S392	f77r	SH_BIO_BATHE	Y+Y	Y|SH|EE|Y|AL	AL	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
189	ACTION:G407-E2719@3:SH	G407-E2719	G407-S396	f81r	SH_BIO_BATHE	Y+Y	O|LOCAL_CHAR_F|SH|D_ADDR|Y|Y	D_ADDR|LOCAL_CHAR_F|O	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
190	ACTION:G407-E2727@1:CHD	G407-E2727	G407-S396	f81r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
191	ACTION:G407-E2734@1:CHD	G407-E2734	G407-S396	f81r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
