replay_slot_ordinal	carrier_slot_id	primary_governor_key	physical_page	register	gate_class	gdt583_rule_id	gdt584_rule_id	portable_runtime_rule_id	written_carrier_ordinal	carrier_root	portable_core	expected_context_family	expected_lemma_de	expected_object_form_de	expected_genitive_form_de	historical_rule_lemma_de	historical_rule_exact	portable_lookup_route	observed_register_root_alternatives_de	portable_context_family	portable_lemma_de	portable_object_form_de	portable_genitive_form_de	portable_exact	portable_visible_exact	expected_packet_rule_id	portable_packet_rule_id	guard	gdt590_context_family	gdt590_lemma_de	gdt590_object_form_de	gdt590_genitive_form_de	gdt590_changed	gdt590_decision_source	gdt590_retained_alternative_de	gdt590_guard
637	RUNNING:G407-E2795@2	ACTION:G407-E2795@1:CHD	f81r	BIOLOGICAL	AUTO_CONTEXT	CHD_BIO_TREAT	CHD_BIO_TREAT	CHD_BIO_TREAT	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
638	RUNNING:G407-E2796@4	ACTION:G407-E2796@3:T	f81r	BIOLOGICAL	AUTO_CONTEXT	T_BIO_STATION_REGULATE	T_BIO_STATION_REGULATE	T_BIO_STATION_REGULATE	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
639	RUNNING:G407-E2803@2	ACTION:G407-E2803@1:S	f81r	BIOLOGICAL	AUTO_CONTEXT	S_REST_SELECT	S_REST_SELECT	S_REST_SELECT	1	AIN	ANTEIL	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	Anwendungsportion	YES	OBSERVED_ACTION_ROOT_CELL	Anwendungsportion/Teil/Teilmenge	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
640	RUNNING:G407-E2813@1	ACTION:G407-E2813@3:S	f81r	BIOLOGICAL	AUTO_CONTEXT	S_REST_SELECT	S_REST_SELECT	S_REST_SELECT	1	OR	EINHEIT	BIOLOGICAL_BATH_OR_STATION_UNIT	Stationseinheit	die Stationseinheit	der Stationseinheit	Stationseinheit	YES	OBSERVED_ACTION_ROOT_CELL	Badeinheit/Beckeninhalt/Stationseinheit	BIOLOGICAL_BATH_OR_STATION_UNIT	Stationseinheit	die Stationseinheit	der Stationseinheit	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BATH_OR_STATION_UNIT	Stationseinheit	die Stationseinheit	der Stationseinheit	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
641	RUNNING:G407-E2813@2	ACTION:G407-E2813@3:S	f81r	BIOLOGICAL	AUTO_CONTEXT	S_REST_SELECT	S_REST_SELECT	S_REST_SELECT	2	AIN	ANTEIL	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	Anwendungsportion	YES	OBSERVED_ACTION_ROOT_CELL	Anwendungsportion/Teil/Teilmenge	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
642	RUNNING:G407-E2813@4	ACTION:G407-E2813@3:S	f81r	BIOLOGICAL	AUTO_CONTEXT	S_REST_SELECT	S_REST_SELECT	S_REST_SELECT	3	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
643	RUNNING:G407-E2814@1	ACTION:G407-E2813@3:S	f81r	BIOLOGICAL	AUTO_CONTEXT	S_REST_SELECT	S_REST_SELECT	S_REST_SELECT	4	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
644	RUNNING:G407-E2815@3	ACTION:G407-E2815@2:T	f81r	BIOLOGICAL	AUTO_CONTEXT	T_BIO_STATION_REGULATE	T_BIO_STATION_REGULATE	T_BIO_STATION_REGULATE	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
645	RUNNING:G407-E2817@3	ACTION:G407-E2817@1:SH	f81r	BIOLOGICAL	AUTO_CONTEXT	SH_BIO_BATHE	SH_BIO_BATHE	SH_BIO_BATHE	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Körper	den Körper	des Körpers	Körper	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Körper	den Körper	des Körpers	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Körper	den Körper	des Körpers	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
646	RUNNING:G407-E2829@2	ACTION:G407-E2829@1:CHD	f81r	BIOLOGICAL	AUTO_CONTEXT	CHD_BIO_TREAT	CHD_BIO_TREAT	CHD_BIO_TREAT	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
647	RUNNING:G407-E2832@5	ACTION:G407-E2832@4:CHD	f81r	BIOLOGICAL	AUTO_CONTEXT	CHD_BIO_TREAT	CHD_BIO_TREAT	CHD_BIO_TREAT	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
648	RUNNING:G407-E2834@2	ACTION:G407-E2834@1:CHD	f81r	BIOLOGICAL	AUTO_CONTEXT	CHD_BIO_TREAT	CHD_BIO_TREAT	CHD_BIO_TREAT	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
649	RUNNING:G407-E2843@4	ACTION:G407-E2843@2:SH	f81r	BIOLOGICAL	AUTO_CONTEXT	SH_BIO_BATHE	SH_BIO_BATHE	SH_BIO_BATHE	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
650	RUNNING:G407-E2844@3	ACTION:G407-E2843@2:SH	f81r	BIOLOGICAL	AUTO_CONTEXT	SH_BIO_BATHE	SH_BIO_BATHE	SH_BIO_BATHE	2	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
651	RUNNING:G407-E2847@2	ACTION:G407-E2847@1:CHD	f81r	BIOLOGICAL	AUTO_CONTEXT	CHD_BIO_TREAT	CHD_BIO_TREAT	CHD_BIO_TREAT	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
652	RUNNING:G407-E2850@1	ACTION:G407-E2847@1:CHD	f81r	BIOLOGICAL	AUTO_CONTEXT	CHD_BIO_TREAT	CHD_BIO_TREAT	CHD_BIO_TREAT	2	AIIN	WERT	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	das Stationsmaß	des Stationsmaßes	Stationsmaß	YES	OBSERVED_ACTION_ROOT_CELL	Badfüllung/Mengenangabe/Stationsmaß	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	das Stationsmaß	des Stationsmaßes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	das Stationsmaß	des Stationsmaßes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
653	RUNNING:G407-E2854@2	ACTION:G407-E2852@1:CHD	f81r	BIOLOGICAL	AUTO_CONTEXT	CHD_BIO_TREAT	CHD_BIO_TREAT	CHD_BIO_TREAT	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
654	RUNNING:G407-E2855@1	ACTION:G407-E2852@1:CHD	f81r	BIOLOGICAL	AUTO_CONTEXT	CHD_BIO_TREAT	CHD_BIO_TREAT	CHD_BIO_TREAT	2	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
655	RUNNING:G407-E2859@1	ACTION:G407-E2858@1:S	f81r	BIOLOGICAL	AUTO_CONTEXT	S_BIO_DIVERT	S_BIO_DIVERT	S_BIO_DIVERT	1	Y	POSTEN	BIOLOGICAL_FLOW_PACKET	Strom	den Strom	des Stroms	Strom	YES	KNOWN_PACKET_RULE	Körper/Stationsansatz/Strom	BIOLOGICAL_FLOW_PACKET	Strom	den Strom	des Stroms	YES	YES	BIOLOGICAL_FLOW_PACKET	BIOLOGICAL_FLOW_PACKET	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_FLOW_PACKET	Strom	den Strom	des Stroms	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
656	RUNNING:G407-E2860@2	ACTION:G407-E2858@1:S	f81r	BIOLOGICAL	AUTO_CONTEXT	S_BIO_DIVERT	S_BIO_DIVERT	S_BIO_DIVERT	2	Y	POSTEN	BIOLOGICAL_FLOW_PACKET	Strom	den Strom	des Stroms	Strom	YES	KNOWN_PACKET_RULE	Körper/Stationsansatz/Strom	BIOLOGICAL_FLOW_PACKET	Strom	den Strom	des Stroms	YES	YES	BIOLOGICAL_FLOW_PACKET	BIOLOGICAL_FLOW_PACKET	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_FLOW_PACKET	Strom	den Strom	des Stroms	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
657	RUNNING:G407-E2867@2	ACTION:G407-E2868@1:S	f81r	BIOLOGICAL	AUTO_CONTEXT	S_BIO_DIVERT	S_BIO_DIVERT	S_BIO_DIVERT	1	Y	POSTEN	BIOLOGICAL_FLOW_PACKET	Strom	den Strom	des Stroms	Strom	YES	KNOWN_PACKET_RULE	Körper/Stationsansatz/Strom	BIOLOGICAL_FLOW_PACKET	Strom	den Strom	des Stroms	YES	YES	BIOLOGICAL_FLOW_PACKET	BIOLOGICAL_FLOW_PACKET	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_FLOW_PACKET	Strom	den Strom	des Stroms	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
658	RUNNING:G407-E2874@2	ACTION:G407-E2874@1:CHD	f81r	BIOLOGICAL	AUTO_CONTEXT	CHD_BIO_TREAT	CHD_BIO_TREAT	CHD_BIO_TREAT	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
659	RUNNING:G407-E2875@1	ACTION:G407-E2874@1:CHD	f81r	BIOLOGICAL	AUTO_CONTEXT	CHD_BIO_TREAT	CHD_BIO_TREAT	CHD_BIO_TREAT	2	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
660	RUNNING:G407-E2880@3	ACTION:G407-E2880@1:SH	f81r	BIOLOGICAL	AUTO_CONTEXT	SH_BIO_BATHE	SH_BIO_BATHE	SH_BIO_BATHE	1	OR	EINHEIT	BIOLOGICAL_BATH_OR_STATION_UNIT	Badeinheit	die Badeinheit	der Badeinheit	Badeinheit	YES	OBSERVED_ACTION_ROOT_CELL	Badeinheit/Beckeninhalt/Stationseinheit	BIOLOGICAL_BATH_OR_STATION_UNIT	Badeinheit	die Badeinheit	der Badeinheit	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BATH_OR_STATION_UNIT	Badeinheit	die Badeinheit	der Badeinheit	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
661	RUNNING:G407-E2882@4	ACTION:G407-E2882@5:S	f81r	BIOLOGICAL	AUTO_CONTEXT	S_REST_SELECT	S_REST_SELECT	S_REST_SELECT	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
662	RUNNING:G407-E2884@2	ACTION:G407-E2884@1:CHD	f81r	BIOLOGICAL	AUTO_CONTEXT	CHD_BIO_TREAT	CHD_BIO_TREAT	CHD_BIO_TREAT	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
663	RUNNING:G407-E2888@3	ACTION:G407-E2888@2:CHD	f81r	BIOLOGICAL	AUTO_CONTEXT	CHD_BIO_TREAT	CHD_BIO_TREAT	CHD_BIO_TREAT	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
664	RUNNING:G407-E2890@2	ACTION:G407-E2890@1:CHD	f81r	BIOLOGICAL	AUTO_CONTEXT	CHD_BIO_TREAT	CHD_BIO_TREAT	CHD_BIO_TREAT	1	Y	POSTEN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	Stationsansatz	YES	OBSERVED_ACTION_ROOT_CELL	Körper/Stationsansatz/Strom	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	den Stationsansatz	des Stationsansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
665	RUNNING:G407-E2893@2	ACTION:G407-E2893@1:T	f81r	BIOLOGICAL	AUTO_CONTEXT	T_BIO_STATION_REGULATE	T_BIO_STATION_REGULATE	T_BIO_STATION_REGULATE	1	AIIN	WERT	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	das Stationsmaß	des Stationsmaßes	Stationsmaß	YES	OBSERVED_ACTION_ROOT_CELL	Badfüllung/Mengenangabe/Stationsmaß	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	das Stationsmaß	des Stationsmaßes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	das Stationsmaß	des Stationsmaßes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
