surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt521_rank	gdt521_top1	gdt522_rank	gdt522_top1	gdt522_top5	truth_gdt521_score	truth_analogy_bonus	truth_gdt522_score	truth_analogy_trace	top1_gdt521_score	top1_analogy_bonus	top1_gdt522_score	top1_analogy_trace	top1_alignment_trace	decision_change_class	working_policy
kodalchy	1	f4r	K+O+D_ADDR+AL+CH+Y	100	1	K+O+D_ADDR+AL+CH+Y	1	K+O+D_ADDR+AL+CH+Y	K+O+D_ADDR+AL+CH+Y | K+O+D_ADDR+AL+Y | K+O+AL+CH+Y | K+O+D_ADDR+AL+LOCAL_C+Y | K+O+AL+LOCAL_C+Y	5.487663305	0.000000000	5.487663305	NO_NEAR_OLD_BASE	5.487663305	0.000000000	5.487663305	NO_NEAR_OLD_BASE	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kodary	1	f66r	K+O+D_ADDR+AR+Y	33	1	K+O+D_ADDR+AR+Y	1	K+O+D_ADDR+AR+Y	K+O+D_ADDR+AR+Y | CH+K+O+D_ADDR+AR+Y | K+O+D_ADDR+D_ADDR+AR+Y | OK+D_ADDR+AR+Y | K+O+D_ADDR+R+Y	3.323445735	0.000000000	3.323445735	NO_SUPPORTED_TRANSFORMATION;base=dary	3.323445735	0.000000000	3.323445735	NO_SUPPORTED_TRANSFORMATION;base=dary	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kody	1	f66r	K+O+DY	10	1	K+O+DY	1	K+O+DY	K+O+DY | K+O+D_ADDR+Y | K+O+Y | OK+DY | CH+K+O+D_ADDR+Y	3.503534798	0.952195193	3.122656721	ody+k=>K@LEFT/LEFT;n=32/34;p=0.915493;r=0.941176;b=0.952195	3.503534798	0.952195193	3.122656721	ody+k=>K@LEFT/LEFT;n=32/34;p=0.915493;r=0.941176;b=0.952195	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ld	1	f66r	L+D_ADDR	6	2	L	2	L	L | L+D_ADDR | AL | AL+D_ADDR | L+CHD	4.923272369	0.987383798	4.528318850	d+l=>L@LEFT/LEFT;n=43/45;p=0.935484;r=0.955556;b=0.987384	2.803637894	-0.365741526	2.949934504	l+d=>NULL@RIGHT/NULL;n=1/12;p=0.111111;r=0.333333;b=-0.365742	ld=>ld~L@edit0+alias0.267	GDT521_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
lkeol	1	f66r	L+K+E+OL	16	1	L+K+E+OL	1	L+K+E+OL	L+K+E+OL | L+K+E+O+L | OL+K+E+L | K+E+OL+L | AL+K+E+OL	2.968557163	0.987383798	2.573603644	keol+l=>L@LEFT/LEFT;n=43/45;p=0.935484;r=0.955556;b=0.987384	2.968557163	0.987383798	2.573603644	keol+l=>L@LEFT/LEFT;n=43/45;p=0.935484;r=0.955556;b=0.987384	l=>l~L@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
lodaiin	1	f66r	L+O+D_ADDR+AIIN	100	1	L+O+D_ADDR+AIIN	1	L+O+D_ADDR+AIIN	L+O+D_ADDR+AIIN | L+O+AIIN | OL+AIIN | OL+D_ADDR+AIIN | L+O+D_ADDR+IIN	3.698682670	0.987383798	3.303729151	odaiin+l=>L@LEFT/LEFT;n=43/45;p=0.935484;r=0.955556;b=0.987384	3.698682670	0.987383798	3.303729151	odaiin+l=>L@LEFT/LEFT;n=43/45;p=0.935484;r=0.955556;b=0.987384	l=>l~L@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
lpchees	1	f66r	L+P+CH+EE+S	78	1	L+P+CH+EE+S	1	L+P+CH+EE+S	L+P+CH+EE+S | L+P+LOCAL_C+EE+S | L+P+EE+S | L+P+CH+EE | L+P+LOCAL_C+SH+EE+S	6.950282624	0.000000000	6.950282624	NO_SUPPORTED_TRANSFORMATION;base=chees	6.950282624	0.000000000	6.950282624	NO_SUPPORTED_TRANSFORMATION;base=chees	l=>l~L@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
lsheody	1	f66r	L+SH+E+O+D_ADDR+Y	70	1	L+SH+E+O+D_ADDR+Y	1	L+SH+E+O+D_ADDR+Y	L+SH+E+O+D_ADDR+Y | L+SH+E+O+DY | L+SH+E+O+Y | L+SH+E+O+D_ADDR+DY | L+E+O+DY	4.539256744	0.987383798	4.144303225	sheody+l=>L@LEFT/LEFT;n=43/45;p=0.935484;r=0.955556;b=0.987384	4.539256744	0.987383798	4.144303225	sheody+l=>L@LEFT/LEFT;n=43/45;p=0.935484;r=0.955556;b=0.987384	l=>l~L@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ltsholy	1	f66r	L+T+SH+OL+Y	48	1	L+T+SH+OL+Y	1	L+T+SH+OL+Y	L+T+SH+OL+Y | L+T+OL+Y | L+SH+OL+Y | L+T+S+OL+Y | AL+T+SH+OL+Y	4.582489968	0.000000000	4.582489968	NO_SUPPORTED_TRANSFORMATION;base=loly	4.582489968	0.000000000	4.582489968	NO_SUPPORTED_TRANSFORMATION;base=loly	l=>l~L@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ofaram	1	f66r	O+LOCAL_CHAR_F+AR+AM_ADDR	14	1	O+LOCAL_CHAR_F+AR+AM_ADDR	1	O+LOCAL_CHAR_F+AR+AM_ADDR	O+LOCAL_CHAR_F+AR+AM_ADDR | O+LOCAL_CHAR_F+AR+A_ADDR+AM_ADDR | O+LOCAL_CHAR_F+A_ADDR+R+AM_ADDR | O+LOCAL_CHAR_F+A_ADDR+AR+AM_ADDR | O+LOCAL_CHAR_F+AR+A_ADDR+M_LOCAL	3.440871522	0.805390506	3.118715320	ofar+am=>AM_ADDR@RIGHT/RIGHT;n=10/11;p=0.875000;r=0.833333;b=0.805391	3.440871522	0.805390506	3.118715320	ofar+am=>AM_ADDR@RIGHT/RIGHT;n=10/11;p=0.875000;r=0.833333;b=0.805391	o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
okalchedy	1	f66r	OK+AL+CHD+Y	100	1	OK+AL+CHD+Y	1	OK+AL+CHD+Y	OK+AL+CHD+Y | OK+AL+CHD+DY | OK+AL+CH+E+DY | OK+AL+LOCAL_C+E+DY | OK+L+CHD+DY	5.480329664	0.000000000	5.480329664	NO_SUPPORTED_TRANSFORMATION;base=okchedy|olchedy	5.480329664	0.000000000	5.480329664	NO_SUPPORTED_TRANSFORMATION;base=okchedy|olchedy	ok=>ok~OK@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
okedals	1	f66r	OK+AL+S	100	3	OK+E+D_ADDR+AL+S	3	OK+E+D_ADDR+AL+S	OK+E+D_ADDR+AL+S | OK+E+AL+S | OK+AL+S | OK+E+AL | OK+E+D_ADDR+AL+SH	6.759885829	0.856700960	6.417205445	okedal+s=>S@RIGHT/RIGHT;n=20/23;p=0.854167;r=0.909091;b=0.856701	5.521873190	0.000000000	5.521873190	NO_SUPPORTED_TRANSFORMATION;base=okedal	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT521_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
okedam	1	f31r	OK+E+D_ADDR+AM_ADDR	44	1	OK+E+D_ADDR+AM_ADDR	1	OK+E+D_ADDR+AM_ADDR	OK+E+D_ADDR+AM_ADDR | OK+E+DA+AM_ADDR | OK+E+AM_ADDR | OK+E+DY | OK+AM_ADDR	4.822254377	0.119434322	4.774480648	okam+ed=>E+D_ADDR@INNER/INNER;n=11/26;p=0.383333;r=0.846154;b=0.119434	4.822254377	0.119434322	4.774480648	okam+ed=>E+D_ADDR@INNER/INNER;n=11/26;p=0.383333;r=0.846154;b=0.119434	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
okoy	1	f20v	OK+O+Y	4	1	OK+O+Y	1	OK+O+Y	OK+O+Y | O+K+O+Y | O+OK+Y | OK+O+D_ADDR+Y	2.555670060	0.718556005	2.268247658	oky+o=>O@INNER/INNER;n=46/61;p=0.704545;r=0.958333;b=0.718556	2.555670060	0.718556005	2.268247658	oky+o=>O@INNER/INNER;n=46/61;p=0.704545;r=0.958333;b=0.718556	ok=>ok~OK@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
olsheor	1	f31r	OL+SH+E+OR	66	1	OL+SH+E+OR	1	OL+SH+E+OR	OL+SH+E+OR | O+L+SH+E+OR | OL+SH+E+O+R | OL+K+E+OR | OL+E+OR	4.312525058	0.859233522	3.968831649	sheor+ol=>OL@LEFT/LEFT;n=35/40;p=0.825581;r=0.945946;b=0.859234	4.312525058	0.859233522	3.968831649	sheor+ol=>OL@LEFT/LEFT;n=35/40;p=0.825581;r=0.945946;b=0.859234	ol=>ol~OL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
otalor	1	f66r	OT+AL+OR	55	1	OT+AL+OR	1	OT+AL+OR	OT+AL+OR | OT+L+OR | O+L+AL+OR | OT+AL+O+R | O+T+AL+OR	3.084508197	0.000000000	3.084508197	NO_SUPPORTED_TRANSFORMATION;base=talor	3.084508197	0.000000000	3.084508197	NO_SUPPORTED_TRANSFORMATION;base=talor	ot=>ot~OT@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
otcheo	1	f66r	OT+CH+E+O	20	1	OT+CH+E+O	1	OT+CH+E+O	OT+CH+E+O | OT+CH+E+O+D_ADDR | OT+E+O | OT+LOCAL_C+E+O | OT+CH+SH+E+O	2.524502101	0.918991572	2.156905472	cheo+ot=>OT@LEFT/LEFT;n=23/25;p=0.903846;r=0.920000;b=0.918992	2.524502101	0.918991572	2.156905472	cheo+ot=>OT@LEFT/LEFT;n=23/25;p=0.903846;r=0.920000;b=0.918992	ot=>ot~OT@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
oteochey	1	f66r	OT+E+O+CH+E+Y	45	1	OT+E+O+CH+E+Y	1	OT+E+O+CH+E+Y	OT+E+O+CH+E+Y | OT+E+O+LOCAL_C+E+Y | OT+E+O+Y | OT+E+O+LOCAL_C+SH+E+Y | OT+E+O+CH+Y	4.595359433	0.000000000	4.595359433	NO_SUPPORTED_TRANSFORMATION;base=otchey	4.595359433	0.000000000	4.595359433	NO_SUPPORTED_TRANSFORMATION;base=otchey	ot=>ot~OT@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
p	1	f66r	P	1	1	P	1	P	P	2.429767297	0.000000000	2.429767297	NO_NEAR_OLD_BASE	2.429767297	0.000000000	2.429767297	NO_NEAR_OLD_BASE	p=>p~P@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
pchof	1	f66r	P+CH+O+LOCAL_CHAR_F	10	1	P+CH+O+LOCAL_CHAR_F	1	P+CH+O+LOCAL_CHAR_F	P+CH+O+LOCAL_CHAR_F | P+LOCAL_C+O+LOCAL_CHAR_F | P+O+LOCAL_CHAR_F | O+P+CH+LOCAL_CHAR_F | P+CH+SH+O+LOCAL_CHAR_F	3.724625272	0.000000000	3.724625272	NO_NEAR_OLD_BASE	3.724625272	0.000000000	3.724625272	NO_NEAR_OLD_BASE	p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
pdaiin	1	f66r	P+AIIN	100	1	P+AIIN	1	P+AIIN	P+AIIN | P+D_ADDR+AIIN | P+DA+AIIN | P+DA+IIN | P+D_ADDR+IIN	4.602223377	0.970588235	4.213988083	daiin+p=>P@LEFT/LEFT;n=15/15;p=1.000000;r=0.882353;b=0.970588	4.602223377	0.970588235	4.213988083	daiin+p=>P@LEFT/LEFT;n=15/15;p=1.000000;r=0.882353;b=0.970588	p=>p~P@edit0+alias0.000 | daiin=>daiin~AIIN@edit0+alias0.284	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
pofochey	1	f20v	P+O+LOCAL_CHAR_F+O+CH+E+Y	18	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+LOCAL_C+E+Y | P+O+LOCAL_CHAR_F+O+Y | O+P+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+CH+Y	7.013062121	0.000000000	7.013062121	NO_SUPPORTED_TRANSFORMATION;base=ochey|pchey	7.013062121	0.000000000	7.013062121	NO_SUPPORTED_TRANSFORMATION;base=ochey|pchey	p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
psheody	1	f66r	P+SH+E+O+D_ADDR+Y	34	1	P+SH+E+O+D_ADDR+Y	1	P+SH+E+O+D_ADDR+Y	P+SH+E+O+D_ADDR+Y | P+SH+E+O+DY | P+SH+E+O+Y | P+E+O+DY | P+SH+E+O+D_ADDR+DY	5.022094303	0.970588235	4.633859009	sheody+p=>P@LEFT/LEFT;n=15/15;p=1.000000;r=0.882353;b=0.970588	5.022094303	0.970588235	4.633859009	sheody+p=>P@LEFT/LEFT;n=15/15;p=1.000000;r=0.882353;b=0.970588	p=>p~P@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
pydaiin	1	f4r	P+Y+D_ADDR+AIIN	100	1	P+Y+D_ADDR+AIIN	1	P+Y+D_ADDR+AIIN	P+Y+D_ADDR+AIIN | P+Y+AIIN | P+Y+D_ADDR+IIN | P+Y+A_ADDR+AIIN | P+Y+DA+AIIN	3.792414689	0.970588235	3.404179395	ydaiin+p=>P@LEFT/LEFT;n=15/15;p=1.000000;r=0.882353;b=0.970588	3.792414689	0.970588235	3.404179395	ydaiin+p=>P@LEFT/LEFT;n=15/15;p=1.000000;r=0.882353;b=0.970588	p=>p~P@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qef	1	f31r	E+LOCAL_CHAR_F	4	2	CARRIER_Q+E+LOCAL_CHAR_F	2	CARRIER_Q+E+LOCAL_CHAR_F	CARRIER_Q+E+LOCAL_CHAR_F | E+LOCAL_CHAR_F | CARRIER_Q+D_ADDR | CARRIER_Q+CH+E+LOCAL_CHAR_F	6.743827256	0.000000000	6.743827256	NO_NEAR_OLD_BASE	4.222664372	0.000000000	4.222664372	NO_NEAR_OLD_BASE	q=>q~CARRIER_Q@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT521_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qocthedy	1	f66r	CARRIER_Q+O+CH+T+E+Y	93	3	CARRIER_Q+O+CH+T+E+DY	3	CARRIER_Q+O+CH+T+E+DY	CARRIER_Q+O+CH+T+E+DY | O+CH+T+E+DY | CARRIER_Q+O+CH+T+E+Y | CARRIER_Q+O+CH+T+E+D_ADDR+Y | O+CH+T+E+D_ADDR+Y	7.543883975	-0.147258999	7.602787574	qocthey+d=>NULL@INNER/NULL;n=16/56;p=0.282051;r=0.888889;b=-0.147259	4.997219659	0.000000000	4.997219659	NO_SUPPORTED_TRANSFORMATION;base=qocthey	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT521_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qoekedy	1	f31r	CARRIER_Q+O+E+K+E+DY	68	1	CARRIER_Q+O+E+K+E+DY	1	CARRIER_Q+O+E+K+E+DY	CARRIER_Q+O+E+K+E+DY | O+E+K+E+DY | CARRIER_Q+O+E+K+E+D_ADDR+Y | O+E+K+E+D_ADDR+Y | CARRIER_Q+O+E+K+E+Y	4.012847839	0.000000000	4.012847839	NO_SUPPORTED_TRANSFORMATION;base=qoeedy|qokedy	4.012847839	0.000000000	4.012847839	NO_SUPPORTED_TRANSFORMATION;base=qoeedy|qokedy	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokaiir	1	f66r	OK+IIN+R	100	1	OK+IIN+R	1	OK+IIN+R	OK+IIN+R | OK+AIIN+R | CARRIER_Q+OK+IIN+R | OK+A_ADDR+IIN+R | OK+LOCAL_CHAR_I+R	6.546241725	0.938949587	6.170661890	okaiir+q=>NULL@LEFT/NULL;n=75/84;p=0.872832;r=0.974026;b=0.938950	6.546241725	0.938949587	6.170661890	okaiir+q=>NULL@LEFT/NULL;n=75/84;p=0.872832;r=0.974026;b=0.938950	qok=>qok~OK@edit0+alias0.250 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokchey	1	f66r	OK+CH+E+Y	39	1	OK+CH+E+Y	1	OK+CH+E+Y	OK+CH+E+Y | OK+Y | OK+E+Y | OK+LOCAL_C+E+Y | CARRIER_Q+OK+CH+E+Y	4.824093767	-1.477469446	5.415081545	qokchy+e=>CH+E@INNER/INNER;n=4/117;p=0.036290;r=0.666667;b=-1.477469	4.824093767	-1.477469446	5.415081545	qokchy+e=>CH+E@INNER/INNER;n=4/117;p=0.036290;r=0.666667;b=-1.477469	qok=>qok~OK@edit0+alias0.250 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokee	1	f31r	OK+EE	12	1	OK+EE	1	OK+EE	OK+EE | CARRIER_Q+OK+EE | OK+E+E | O+K+EE | OK+SH+EE	2.509817757	0.938949587	2.134237922	okee+q=>NULL@LEFT/NULL;n=75/84;p=0.872832;r=0.974026;b=0.938950	2.509817757	0.938949587	2.134237922	okee+q=>NULL@LEFT/NULL;n=75/84;p=0.872832;r=0.974026;b=0.938950	qokee=>qokee~OK+EE@edit0+alias0.250	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokeedar	1	f66r	OK+EE+D_ADDR+AR	100	1	OK+EE+D_ADDR+AR	1	OK+EE+D_ADDR+AR	OK+EE+D_ADDR+AR | OK+EE+AR | CARRIER_Q+OK+EE+D_ADDR+AR | OK+EE+DA+R | CARRIER_Q+OK+EE+AR	3.867433011	0.000000000	3.867433011	NO_SUPPORTED_TRANSFORMATION;base=qokedar	3.867433011	0.000000000	3.867433011	NO_SUPPORTED_TRANSFORMATION;base=qokedar	qokee=>qokee~OK+EE@edit0+alias0.250 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokees	2	f31r|f66r	OK+EE+S	28	1	OK+EE+S	1	OK+EE+S	OK+EE+S | OK+EE | CARRIER_Q+OK+EE+S | OK+EE+SH | CARRIER_Q+OK+EE	2.780512571	0.938949587	2.404932737	okees+q=>NULL@LEFT/NULL;n=75/84;p=0.872832;r=0.974026;b=0.938950	2.780512571	0.938949587	2.404932737	okees+q=>NULL@LEFT/NULL;n=75/84;p=0.872832;r=0.974026;b=0.938950	qokee=>qokee~OK+EE@edit0+alias0.250 | s=>s~S@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
