visible_insert	visible_position	atom_insert	atom_position	support_pair_count	visible_condition_total	visible_condition_option_count	conditional_probability	reliability	examples
kei	LEFT	K+E+SH	LEFT	1	1	1	1.000000000	0.333333333	shy>keishy
keo	INNER	K+E+O	INNER	1	9	2	0.150000000	0.333333333	ydy>ykeody
keo	INNER	OK+E	LEFT	8	9	2	0.850000000	0.800000000	or>okeor | chol>chokeol | ol>okeol | olaiin>okeolaiin | qor>qokeor | qol>qokeol | qoy>qokeoy | om>okeom
keo	LEFT	K+E+O	LEFT	1	2	2	0.500000000	0.333333333	dal>keodal
keo	LEFT	O	LEFT	1	2	2	0.500000000	0.333333333	dar>keodar
keo	RIGHT	K+E+O	RIGHT	2	4	2	0.500000000	0.500000000	l>lkeo | y>ykeo
keo	RIGHT	OK+E	LEFT	2	4	2	0.500000000	0.500000000	o>okeo | qo>qokeo
kes	LEFT	K+E+S_ADDR	LEFT	1	1	1	1.000000000	0.333333333	d>kesd
key	RIGHT	K+E+Y	RIGHT	3	3	1	1.000000000	0.600000000	l>lkey | sol>solkey | ol>olkey
kl	INNER	NULL	NULL	1	1	1	1.000000000	0.333333333	lchey>lklchey
ko	INNER	CH+K+O	LEFT	1	11	3	0.120000000	0.333333333	chey>chekoy
ko	INNER	OK	LEFT	9	11	3	0.760000000	0.818181818	ol>okol | or>okor | qol>qokol | oeor>okoeor | odaiin>okodaiin | oldy>okoldy | qor>qokor | chol>chokol
ko	INNER	OK+CH	INNER	1	11	3	0.120000000	0.333333333	qokchy>qokokchy
ko	LEFT	K+O	LEFT	7	9	3	0.714285714	0.777777778	s>kos | d>kod | dshey>kodshey | shey>koshey | chky>kochky | ey>koey | ay>koay
ko	LEFT	K+O+D_ADDR	LEFT	1	9	3	0.142857143	0.333333333	daiin>kodaiin
ko	LEFT	OK	INNER	1	9	3	0.142857143	0.333333333	kaiin>kokaiin
ko	RIGHT	OK	LEFT	1	1	1	1.000000000	0.333333333	qo>qoko
koa	LEFT	K+O+A_ADDR	LEFT	1	1	1	1.000000000	0.333333333	y>koay
kod	LEFT	K+O+D_ADDR	LEFT	2	2	1	1.000000000	0.500000000	aiin>kodaiin | shey>kodshey
koe	LEFT	K+O+E	LEFT	2	2	1	1.000000000	0.500000000	am>koeam | y>koey
koi	INNER	OK	LEFT	1	1	1	1.000000000	0.333333333	oin>okoiin
kok	LEFT	K+OK	LEFT	1	1	1	1.000000000	0.333333333	aiin>kokaiin
kol	LEFT	K+OL	LEFT	2	2	1	1.000000000	0.500000000	y>koly | chdy>kolchdy
kol	RIGHT	K+OL	RIGHT	1	1	1	1.000000000	0.333333333	y>ykol
kor	LEFT	K+OR	LEFT	1	2	2	0.500000000	0.333333333	ain>korain
kor	LEFT	K+OR+CH	LEFT	1	2	2	0.500000000	0.333333333	chy>korchy
kor	RIGHT	K+OR	RIGHT	3	3	1	1.000000000	0.600000000	y>ykor | ch>chkor | she>shekor
ksh	LEFT	K+SH	LEFT	4	4	1	1.000000000	0.666666667	y>kshy | eo>ksheo | o>ksho | ey>kshey
ky	INNER	K+Y	INNER	1	2	2	0.500000000	0.333333333	shedy>shekydy
ky	INNER	K+Y+CH	INNER	1	2	2	0.500000000	0.333333333	ychy>ykychy
ky	RIGHT	K+Y	RIGHT	9	10	2	0.863636364	0.818181818	she>sheky | d>dky | y>yky | cheo>cheoky | ol>olky | sh>shky | l>lky | qol>qolky
ky	RIGHT	Y+K	LEFT	1	10	2	0.136363636	0.333333333	y>yky
l	INNER	L	INNER	3	4	2	0.700000000	0.600000000	cheos>cheols | olchy>ollchy | cheody>cheoldy
l	INNER	L	LEFT	1	4	2	0.300000000	0.333333333	chol>chlol
l	LEFT	L	LEFT	43	45	3	0.935483871	0.955555556	y>ly | tain>ltain | shey>lshey | ol>lol | shedy>lshedy | o>lo | ch>lch | chey>lchey
l	LEFT	L+CH	LEFT	1	45	3	0.032258065	0.333333333	chy>lchy
l	LEFT	Y	RIGHT	1	45	3	0.032258065	0.333333333	oral>loral
l	RIGHT	L	RIGHT	12	12	1	1.000000000	0.857142857	chod>chodl | ycheo>ycheol | cheo>cheol | s>sl | otedy>otedyl | qokchdy>qokchdyl | chedy>chedyl | ch>chl
la	INNER	NULL	NULL	1	12	4	0.107142857	0.333333333	okaiin>okalaiin
la	INNER	AL	INNER	5	12	4	0.392857143	0.714285714	okar>okalar | okal>okalal | polchdy>polalchdy | otam>otalam | otain>otalain
la	INNER	AL	LEFT	3	12	4	0.250000000	0.600000000	aiin>alaiin | daiin>dalaiin | dal>dalal
la	INNER	AL	RIGHT	3	12	4	0.250000000	0.600000000	okal>okalal | qol>qolal | dal>dalal
la	LEFT	AL	RIGHT	1	1	1	1.000000000	0.333333333	l>lal
lar	INNER	AR+L	RIGHT	1	1	1	1.000000000	0.333333333	octheol>octheolarl
lch	INNER	CH+L	RIGHT	1	2	2	0.500000000	0.333333333	dol>dolchl
lch	INNER	L+CH	INNER	1	2	2	0.500000000	0.333333333	oly>ollchy
lch	LEFT	CH+L	RIGHT	1	9	4	0.136363636	0.333333333	l>lchl
lch	LEFT	L	LEFT	1	9	4	0.136363636	0.333333333	ar>lchar
lch	LEFT	L+CH	LEFT	6	9	4	0.590909091	0.750000000	y>lchy | l>lchl | pchdy>lchpchdy | o>lcho | s>lchs | cphedy>lchcphedy
lch	LEFT	L+CHD	LEFT	1	9	4	0.136363636	0.333333333	dy>lchdy
ld	INNER	L	INNER	1	1	1	1.000000000	0.333333333	cheoy>cheoldy
ld	LEFT	L	LEFT	3	3	1	1.000000000	0.600000000	aiin>ldaiin | alor>ldalor | ain>ldain
lda	INNER	AL	LEFT	2	7	5	0.263157895	0.500000000	daiin>daldaiin | dal>daldal
lda	INNER	AL	RIGHT	1	7	5	0.157894737	0.333333333	dal>daldal
lda	INNER	AL+D_ADDR	INNER	2	7	5	0.263157895	0.500000000	qotar>qotaldar | saiin>saldaiin
lda	INNER	AL+D_ADDR	LEFT	1	7	5	0.157894737	0.333333333	aiin>aldaiin
lda	INNER	DA+L	RIGHT	1	7	5	0.157894737	0.333333333	ol>oldal
lda	LEFT	AL	INNER	1	2	2	0.500000000	0.333333333	lor>ldalor
lda	LEFT	L+DA	LEFT	1	2	2	0.500000000	0.333333333	r>ldar
ldo	INNER	OL+D_ADDR	INNER	1	1	1	1.000000000	0.333333333	otos>otoldos
ldy	RIGHT	L+DY	RIGHT	1	2	2	0.500000000	0.333333333	sh>shldy
ldy	RIGHT	L+Y	RIGHT	1	2	2	0.500000000	0.333333333	cheo>cheoldy
lk	LEFT	NULL	NULL	1	8	2	0.166666667	0.333333333	lchey>lklchey
lk	LEFT	L+K	LEFT	7	8	2	0.833333333	0.777777778	aiin>lkaiin | ar>lkar | ain>lkain | ey>lkey | y>lky | chedy>lkchedy | eo>lkeo
lka	INNER	AL+K	LEFT	1	2	2	0.500000000	0.333333333	ain>alkain
lka	INNER	K+AL	RIGHT	1	2	2	0.500000000	0.333333333	ol>olkal
lke	LEFT	L+K+E	LEFT	3	3	1	1.000000000	0.600000000	y>lkey | o>lkeo | opol>lkeopol
lkl	LEFT	L	LEFT	1	1	1	1.000000000	0.333333333	chey>lklchey
lo	INNER	L+O	INNER	1	12	4	0.107142857	0.333333333	do>dloo
lo	INNER	OL	INNER	1	12	4	0.107142857	0.333333333	lol>lolol
lo	INNER	OL	LEFT	5	12	4	0.392857143	0.714285714	ody>olody | om>olom | ol>olol | or>olor | oky>oloky
lo	INNER	OL	RIGHT	5	12	4	0.392857143	0.714285714	ol>olol | kal>kalol | al>alol | sheal>shealol | lol>lolol
lo	LEFT	L+O	LEFT	1	6	3	0.200000000	0.333333333	d>lod
lo	LEFT	OL	INNER	3	6	3	0.466666667	0.600000000	lchedy>lolchedy | ly>loly | lol>lolol
lo	LEFT	OL	RIGHT	2	6	3	0.333333333	0.500000000	l>lol | lol>lolol
loi	LEFT	L+O	LEFT	1	1	1	1.000000000	0.333333333	iin>loiiin
lol	LEFT	L+OL	LEFT	2	2	1	1.000000000	0.500000000	y>loly | ol>lolol
loo	RIGHT	L+O+O	RIGHT	1	1	1	1.000000000	0.333333333	d>dloo
los	RIGHT	L+O+S	RIGHT	1	1	1	1.000000000	0.333333333	d>dlos
lp	LEFT	L+P	LEFT	1	1	1	1.000000000	0.333333333	chedy>lpchedy
lqo	RIGHT	OL+CARRIER_Q	LEFT	1	1	1	1.000000000	0.333333333	o>olqo
ls	RIGHT	L+S	RIGHT	1	1	1	1.000000000	0.333333333	cheo>cheols
lsa	INNER	AL	INNER	1	3	3	0.333333333	0.333333333	oly>olsaly
lsa	INNER	AL+S	INNER	1	3	3	0.333333333	0.333333333	sain>salsain
lsa	INNER	S+AL	LEFT	1	3	3	0.333333333	0.333333333	sain>salsain
lsh	LEFT	L+SH	LEFT	5	6	2	0.785714286	0.714285714	ey>lshey | cthy>lshcthy | l>lshl | ety>lshety | o>lsho
lsh	LEFT	SH+L	RIGHT	1	6	2	0.214285714	0.333333333	l>lshl
lt	LEFT	L+T	LEFT	2	2	1	1.000000000	0.500000000	ain>ltain | aiin>ltaiin
m	LEFT	M_LOCAL	LEFT	1	1	1	1.000000000	0.333333333	ol>mol
m	RIGHT	AM_ADDR	RIGHT	6	8	2	0.722222222	0.750000000	okcho>okchom | o>om | sheo>sheom | okeo>okeom | cheo>cheom | qokeo>qokeom
m	RIGHT	M_LOCAL	RIGHT	2	8	2	0.277777778	0.500000000	cho>chom | lo>lom
n	RIGHT	NULL	NULL	1	3	3	0.333333333	0.333333333	saii>saiin
n	RIGHT	AN	RIGHT	1	3	3	0.333333333	0.333333333	d>dn
n	RIGHT	T	INNER	1	3	3	0.333333333	0.333333333	chtaii>chtaiin
o	INNER	CARRIER_Q+O	LEFT	3	61	10	0.053030303	0.600000000	qol>qool | qcthey>qocthey | qor>qoor
o	INNER	CH+E+O	LEFT	1	61	10	0.022727273	0.333333333	chey>cheoy
o	INNER	CH+O	INNER	1	61	10	0.022727273	0.333333333	okchy>okchoy
o	INNER	D_ADDR+O	LEFT	2	61	10	0.037878788	0.500000000	daiin>doaiin | dy>doy
o	INNER	E+O	INNER	2	61	10	0.037878788	0.500000000	chekal>cheokal | chekam>cheokam
o	INNER	HO	LEFT	2	61	10	0.037878788	0.500000000	chy>choy | chckhy>chockhy
o	INNER	O	INNER	46	61	10	0.704545455	0.958333333	cphy>cphoy | cfhaiin>cfhoaiin | chcthy>chocthy | tedy>teody | kshy>kshoy | shaiin>shoaiin | kshey>koshey | cthor>cthoor
o	INNER	O+CH	INNER	2	61	10	0.037878788	0.500000000	tchol>tochol | qokechy>qokeochy
o	INNER	S+O	LEFT	1	61	10	0.022727273	0.333333333	sy>soy
o	INNER	SH+O	LEFT	1	61	10	0.022727273	0.333333333	shy>shoy
o	LEFT	O	LEFT	31	37	5	0.797468354	0.939393939	dar>odar | ydar>oydar | iin>oiin | chol>ochol | ykchor>oykchor | qotor>oqotor | sain>osain | pchor>opchor
o	LEFT	O+CH+E	LEFT	1	37	5	0.037974684	0.333333333	chey>ochey
o	LEFT	O+D_ADDR	LEFT	3	37	5	0.088607595	0.600000000	daiin>odaiin | dl>odl | dain>odain
o	LEFT	OT	LEFT	1	37	5	0.037974684	0.333333333	teol>oteol
o	LEFT	S	RIGHT	1	37	5	0.037974684	0.333333333	ls>ols
o	RIGHT	O	RIGHT	15	15	1	1.000000000	0.882352941	sh>sho | she>sheo | yt>yto | r>ro | cth>ctho | chckh>chckho | or>oro | d>do
oa	INNER	O+A_ADDR	INNER	1	1	1	1.000000000	0.333333333	ky>koay
oar	INNER	O+AR	INNER	1	1	1	1.000000000	0.333333333	cthy>cthoary
oar	RIGHT	O+AR	RIGHT	3	3	1	1.000000000	0.600000000	y>yoar | che>cheoar | ot>otoar
oay	RIGHT	O+A_ADDR+Y	RIGHT	1	1	1	1.000000000	0.333333333	k>koay
och	INNER	HO	LEFT	2	5	2	0.416666667	0.500000000	shy>shochy | chor>chochor
och	INNER	O+CH	INNER	3	5	2	0.583333333	0.600000000	tol>tochol | qokey>qokeochy | qeey>qocheey
och	LEFT	O	LEFT	1	3	3	0.333333333	0.333333333	ol>ochol
och	LEFT	O+CH	LEFT	1	3	3	0.333333333	0.333333333	ey>ochey
och	LEFT	O+CHD	LEFT	1	3	3	0.333333333	0.333333333	dy>ochdy
od	INNER	NULL	NULL	1	26	7	0.050847458	0.333333333	daiiny>daiinody
od	INNER	CARRIER_Q+O+D_ADDR	LEFT	1	26	7	0.050847458	0.333333333	qor>qodor
od	INNER	CH+E+O	LEFT	2	26	7	0.084745763	0.500000000	chey>cheody | cheal>cheodal
od	INNER	CH+O+D_ADDR	INNER	1	26	7	0.050847458	0.333333333	tchol>tchodol
od	INNER	CH+O+D_ADDR	LEFT	1	26	7	0.050847458	0.333333333	chy>chody
od	INNER	O	INNER	5	26	7	0.186440678	0.714285714	taiin>todaiin | qokeal>qokeodal | otey>oteody | cthey>ctheody | sheal>sheodal
od	INNER	O+D_ADDR	INNER	15	26	7	0.525423729	0.882352941	cphal>cphodal | kaiin>kodaiin | chaiin>chodaiin | kshey>kodshey | chl>chodl | tchar>tchodar | okaiin>okodaiin | okey>okeody
od	LEFT	O+D_ADDR	LEFT	6	6	1	1.000000000	0.750000000	ar>odar | aiin>odaiin | l>odl | s>ods | or>odor | ain>odain
od	RIGHT	D_ADDR+O	LEFT	1	7	2	0.187500000	0.333333333	d>dod
od	RIGHT	O+D_ADDR	RIGHT	6	7	2	0.812500000	0.750000000	sh>shod | k>kod | d>dod | dar>darod | ch>chod | l>lod
oda	LEFT	O+DA	LEFT	2	2	1	1.000000000	0.500000000	s>odas | l>odal
odl	RIGHT	O+D_ADDR+L	RIGHT	1	1	1	1.000000000	0.333333333	ch>chodl
odo	RIGHT	O+D_ADDR+O	RIGHT	1	1	1	1.000000000	0.333333333	shor>shorodo
ody	RIGHT	O+DY	RIGHT	9	14	3	0.612903226	0.818181818	sh>shody | d>dody | ol>olody | yt>ytody | sheeal>sheealody | ot>otody | qot>qotody | y>yody
ody	RIGHT	O+D_ADDR+Y	RIGHT	4	14	3	0.290322581	0.666666667	ch>chody | tal>talody | she>sheody | okee>okeeody
ody	RIGHT	O+Y	RIGHT	1	14	3	0.096774194	0.333333333	che>cheody
oe	INNER	NULL	NULL	1	6	3	0.200000000	0.333333333	yteey>yoeteey
oe	INNER	HO+EE	LEFT	1	6	3	0.200000000	0.333333333	chey>choeey
oe	INNER	O+E	INNER	4	6	3	0.600000000	0.666666667	kam>koeam | okor>okoeor | chr>choer | ky>koey
oe	LEFT	O+E	LEFT	5	6	2	0.785714286	0.714285714	or>oeor | kain>oekain | ar>oear | ckhy>oeckhy | kshy>oekshy
oe	LEFT	O+E+D_ADDR	LEFT	1	6	2	0.214285714	0.333333333	dain>oedain
oed	LEFT	O+E+D_ADDR	LEFT	1	1	1	1.000000000	0.333333333	ain>oedain
oee	INNER	HO+EE	LEFT	1	4	3	0.272727273	0.333333333	chy>choeey
oee	INNER	O+EE	INNER	2	4	3	0.454545455	0.500000000	cha>choeea | par>poeear
oee	INNER	S+O+EE	LEFT	1	4	3	0.272727273	0.333333333	sy>soeey
oee	LEFT	O+EE	LEFT	1	1	1	1.000000000	0.333333333	or>oeeor
oef	INNER	O+D_ADDR	INNER	1	1	1	1.000000000	0.333333333	qokey>qokeoefy
oek	LEFT	O+E+K	LEFT	1	1	1	1.000000000	0.333333333	ain>oekain
oep	LEFT	O+E+P	LEFT	1	1	1	1.000000000	0.333333333	aiin>oepaiin
oer	RIGHT	O+E+R	RIGHT	1	1	1	1.000000000	0.333333333	ch>choer
oes	INNER	O+E+S	INNER	1	1	1	1.000000000	0.333333333	qedy>qoesedy
oes	RIGHT	O+E+S	RIGHT	1	1	1	1.000000000	0.333333333	ok>okoes
oey	RIGHT	O+E+Y	RIGHT	1	1	1	1.000000000	0.333333333	k>koey
of	LEFT	O+LOCAL_CHAR_F	LEFT	5	5	1	1.000000000	0.714285714	ar>ofar | ydy>ofydy | shdy>ofshdy | al>ofal | chdy>ofchdy
oi	LEFT	O	LEFT	1	1	1	1.000000000	0.333333333	iin>oiiin
oii	LEFT	O	LEFT	1	1	1	1.000000000	0.333333333	iin>oiiiin
oin	RIGHT	O+IIN	RIGHT	2	2	1	1.000000000	0.500000000	qol>qoloin | s>soin
ois	RIGHT	O	RIGHT	1	1	1	1.000000000	0.333333333	ot>otois
ok	INNER	OK	INNER	7	15	3	0.454545455	0.777777778	kaiin>kokaiin | ytchy>ytchoky | shaiin>shokaiin | tchy>tchoky | shal>shokal | shey>sheoky | oly>oloky
ok	INNER	OK	LEFT	7	15	3	0.454545455	0.777777778	chy>choky | qol>qokol | qey>qokey | qor>qokor | chol>chokol | char>chokar | qo>qoko
ok	INNER	OK+CH	INNER	1	15	3	0.090909091	0.333333333	qokchy>qokokchy
ok	LEFT	OK	LEFT	28	28	1	1.000000000	0.933333333	aiin>okaiin | sho>oksho | ain>okain | ol>okol | y>oky | chey>okchey | chol>okchol | chy>okchy
ok	RIGHT	O+K	RIGHT	1	2	2	0.500000000	0.333333333	che>cheok
ok	RIGHT	OK	RIGHT	1	2	2	0.500000000	0.333333333	sh>shok
oka	INNER	OK	INNER	1	1	1	1.000000000	0.333333333	dn>dokan
oka	LEFT	OK+A_ADDR	LEFT	1	2	2	0.500000000	0.333333333	dy>okady
oka	LEFT	S+A_ADDR	LEFT	1	2	2	0.500000000	0.333333333	lshey>okalshey
oke	INNER	E+O+K	INNER	1	9	5	0.130434783	0.333333333	oteey>oteokeey
oke	INNER	E+OK	INNER	1	9	5	0.130434783	0.333333333	shey>sheokey
oke	INNER	OK+E	INNER	1	9	5	0.130434783	0.333333333	shey>sheokey
oke	INNER	OK+E	LEFT	5	9	5	0.478260870	0.714285714	chol>chokeol | qor>qokeor | qol>qokeol | qoy>qokeoy | qo>qokeo
oke	INNER	OK+EE	LEFT	1	9	5	0.130434783	0.333333333	chey>chokeey
oke	LEFT	OK	LEFT	1	8	2	0.166666667	0.333333333	dal>okedal
oke	LEFT	OK+E	LEFT	7	8	2	0.833333333	0.777777778	or>okeor | o>okeo | y>okey | ol>okeol | olaiin>okeolaiin | dor>okedor | om>okeom
oko	LEFT	OK+O	LEFT	3	4	2	0.700000000	0.600000000	es>okoes | chey>okochey | iin>okoiin
oko	LEFT	OK+O+D_ADDR	LEFT	1	4	2	0.300000000	0.333333333	daiin>okodaiin
oks	INNER	OK+S	LEFT	1	1	1	1.000000000	0.333333333	chy>choksy
oky	RIGHT	O+K+Y	RIGHT	1	3	2	0.375000000	0.333333333	che>cheoky
oky	RIGHT	OK+Y	RIGHT	2	3	2	0.625000000	0.500000000	she>sheoky | ol>oloky
ol	INNER	O+L	INNER	1	16	4	0.083333333	0.333333333	ches>cheols
ol	INNER	OL	INNER	13	16	4	0.750000000	0.866666667	shdy>sholdy | yky>ykoly | shetey>sheoltey | okees>okeeols | shey>sheoly | ky>koly | lchedy>lolchedy | ly>loly
ol	INNER	OL	LEFT	1	16	4	0.083333333	0.333333333	chy>choly
ol	INNER	OL	RIGHT	1	16	4	0.083333333	0.333333333	lol>lolol
ol	LEFT	O+L	LEFT	1	40	6	0.034883721	0.333333333	sheody>olsheody
ol	LEFT	OL	LEFT	35	40	6	0.825581395	0.945945946	s>ols | dain>oldain | aiin>olaiin | ody>olody | om>olom | tchy>oltchy | chey>olchey | ol>olol
ol	LEFT	OL	RIGHT	1	40	6	0.034883721	0.333333333	ol>olol
ol	LEFT	OL+CARRIER_Q	LEFT	1	40	6	0.034883721	0.333333333	qo>olqo
ol	LEFT	OL+CH	LEFT	1	40	6	0.034883721	0.333333333	chy>olchy
ol	LEFT	OL+D_ADDR	LEFT	1	40	6	0.034883721	0.333333333	daiin>oldaiin
ol	RIGHT	NULL	NULL	1	33	5	0.042253521	0.333333333	chkor>chkorol
ol	RIGHT	O+L	RIGHT	1	33	5	0.042253521	0.333333333	che>cheol
ol	RIGHT	OL	INNER	1	33	5	0.042253521	0.333333333	lol>lolol
ol	RIGHT	OL	LEFT	1	33	5	0.042253521	0.333333333	ol>olol
ol	RIGHT	OL	RIGHT	29	33	5	0.830985915	0.935483871	sh>shol | k>kol | t>tol | ot>otol | ok>okol | cth>cthol | d>dol | yt>ytol
old	INNER	OL	LEFT	2	7	4	0.277777778	0.500000000	daiin>doldaiin | chy>choldy
old	INNER	OL+D_ADDR	INNER	3	7	4	0.388888889	0.600000000	cthar>ctholdar | otaiin>otoldaiin | otos>otoldos
old	INNER	S+OL+D_ADDR	LEFT	1	7	4	0.166666667	0.333333333	sy>soldy
old	INNER	SH+OL+D_ADDR	LEFT	1	7	4	0.166666667	0.333333333	shy>sholdy
old	LEFT	OL	LEFT	1	4	2	0.300000000	0.333333333	ain>oldain
old	LEFT	OL+D_ADDR	LEFT	3	4	2	0.700000000	0.600000000	ckhy>oldckhy | air>oldair | aiin>oldaiin
olk	INNER	D_ADDR+OL+K	LEFT	1	2	2	0.500000000	0.333333333	dain>dolkain
olk	INNER	OL+K	INNER	1	2	2	0.500000000	0.333333333	dchy>dolkchy
olk	LEFT	OL+K	LEFT	10	10	1	1.000000000	0.833333333	ar>olkar | y>olky | eedy>olkeedy | al>olkal | aiin>olkaiin | shdy>olkshdy | ain>olkain | eol>olkeol
oll	LEFT	OL+L+CH	LEFT	1	1	1	1.000000000	0.333333333	chy>ollchy
olp	INNER	OL+P	INNER	2	2	1	1.000000000	0.500000000	ky>kolpy | otchy>otolpchy
olq	LEFT	OL+CARRIER_Q	LEFT	1	1	1	1.000000000	0.333333333	o>olqo
ols	INNER	OL	LEFT	2	2	1	1.000000000	0.500000000	shedy>solshedy | shey>solshey
ols	LEFT	OL	LEFT	1	2	2	0.500000000	0.333333333	aly>olsaly
ols	LEFT	OL+S	LEFT	1	2	2	0.500000000	0.333333333	ain>olsain
ols	RIGHT	O+L+S	RIGHT	1	3	2	0.375000000	0.333333333	che>cheols
ols	RIGHT	OL+S	RIGHT	2	3	2	0.625000000	0.500000000	cth>cthols | okee>okeeols
olt	LEFT	OL+T	LEFT	2	2	1	1.000000000	0.500000000	chy>oltchy | eedy>olteedy
oly	RIGHT	OL+Y	RIGHT	4	4	1	1.000000000	0.666666667	ar>aroly | she>sheoly | k>koly | l>loly
om	RIGHT	O+AM_ADDR	RIGHT	4	7	2	0.562500000	0.666666667	ol>olom | dar>darom | she>sheom | che>cheom
om	RIGHT	O+M_LOCAL	RIGHT	3	7	2	0.437500000	0.600000000	k>kom | s>som | l>lom
oor	RIGHT	O+OR	RIGHT	1	1	1	1.000000000	0.333333333	cth>cthoor
op	INNER	CARRIER_Q+O+P	LEFT	1	1	1	1.000000000	0.333333333	qol>qopol
op	LEFT	O+P	LEFT	11	12	2	0.884615385	0.846153846	chy>opchy | chor>opchor | ydy>opydy | om>opom | shody>opshody | shdy>opshdy | shey>opshey | chdy>opchdy
op	LEFT	P+O	INNER	1	12	2	0.115384615	0.333333333	om>opom
op	RIGHT	O+P	RIGHT	1	1	1	1.000000000	0.333333333	ch>chop
opo	LEFT	O+P+O	LEFT	1	1	1	1.000000000	0.333333333	dchol>opodchol
opy	LEFT	O+P+Y	LEFT	1	1	1	1.000000000	0.333333333	key>opykey
oq	LEFT	O	LEFT	2	2	1	1.000000000	0.500000000	otor>oqotor | okain>oqokain
or	INNER	D_ADDR+OR	LEFT	1	8	5	0.142857143	0.333333333	dy>dory
or	INNER	OR	INNER	4	8	5	0.428571429	0.666666667	tshor>torshor | tchy>torchy | ry>rory | kain>korain
or	INNER	OR+CH	INNER	1	8	5	0.142857143	0.333333333	kchy>korchy
or	INNER	S+OR	LEFT	1	8	5	0.142857143	0.333333333	sy>sory
or	INNER	SH+OR	LEFT	1	8	5	0.142857143	0.333333333	shy>shory
or	LEFT	OR	LEFT	9	10	2	0.863636364	0.818181818	aiin>oraiin | o>oro | ain>orain | aly>oraly | al>oral | chey>orchey | or>oror | y>ory
or	LEFT	OR	RIGHT	1	10	2	0.136363636	0.333333333	or>oror
or	RIGHT	NULL	NULL	1	28	4	0.050000000	0.333333333	okeol>okeolor
or	RIGHT	O+R	RIGHT	1	28	4	0.050000000	0.333333333	che>cheor
or	RIGHT	OR	LEFT	1	28	4	0.050000000	0.333333333	or>oror
or	RIGHT	OR	RIGHT	25	28	4	0.850000000	0.925925926	k>kor | ch>chor | sh>shor | ctho>cthoor | qot>qotor | s>sor | chol>cholor | ot>otor
oro	RIGHT	OR+O	RIGHT	1	1	1	1.000000000	0.333333333	qokal>qokaloro
ors	INNER	S+OR+SH	LEFT	1	1	1	1.000000000	0.333333333	shy>sorshy
ory	RIGHT	OR+Y	RIGHT	5	5	1	1.000000000	0.714285714	sh>shory | s>sory | okor>okorory | r>rory | d>dory
os	INNER	NULL	NULL	1	4	3	0.272727273	0.333333333	sor>sosor
os	INNER	O+S	INNER	2	4	3	0.454545455	0.500000000	dar>dosar | chals>chosals
os	INNER	S+O	LEFT	1	4	3	0.272727273	0.333333333	sho>sosho
os	LEFT	O+S	LEFT	1	1	1	1.000000000	0.333333333	ain>osain
os	RIGHT	O+S	RIGHT	7	7	1	1.000000000	0.777777778	k>kos | sh>shos | ch>chos | che>cheos | ot>otos | t>tos | she>sheos
osh	INNER	O+SH	INNER	4	5	2	0.750000000	0.666666667	key>koshey | otchor>otchoshor | otear>oteoshar | koldy>kosholdy
osh	INNER	SH+O+SH	LEFT	1	5	2	0.250000000	0.333333333	shy>shoshy
osh	LEFT	O+SH	LEFT	4	4	1	1.000000000	0.666666667	or>oshor | eo>osheo | eedy>osheedy | edy>oshedy
ot	INNER	CH+OT	LEFT	2	10	4	0.208333333	0.500000000	chy>choty | chol>chotol
ot	INNER	CH+OT+E	LEFT	1	10	4	0.125000000	0.333333333	chey>chotey
ot	INNER	OT	INNER	4	10	4	0.375000000	0.666666667	cham>chotam | deey>doteey | sheey>shoteey | saiin>sotaiin
ot	INNER	OT	LEFT	3	10	4	0.291666667	0.600000000	qor>qotor | qey>qotey | qol>qotol
ot	LEFT	OT	LEFT	23	25	2	0.903846154	0.920000000	eol>oteol | ol>otol | or>otor | ar>otar | chor>otchor | shol>otshol | chos>otchos | oldaiin>otoldaiin
ot	LEFT	OT+CH	LEFT	2	25	2	0.096153846	0.500000000	chol>otchol | chy>otchy
ota	LEFT	OT+A_ADDR	LEFT	1	1	1	1.000000000	0.333333333	ky>otaky
otc	INNER	S+OT	LEFT	1	1	1	1.000000000	0.333333333	shy>sotchy
ote	INNER	CH+OT+E	LEFT	1	6	4	0.187500000	0.333333333	chy>chotey
ote	INNER	CH+OT+EE	LEFT	1	6	4	0.187500000	0.333333333	chey>choteey
ote	INNER	OT+E	LEFT	3	6	4	0.437500000	0.600000000	qor>qoteor | qo>qoteo | qol>qoteol
ote	INNER	S+OT+E	LEFT	1	6	4	0.187500000	0.333333333	sol>soteol
ote	LEFT	OT+E	LEFT	7	7	1	1.000000000	0.777777778	ol>oteol | odar>oteodar | y>otey | o>oteo | ar>otear | dar>otedar | or>oteor
oto	LEFT	OT+O	LEFT	2	2	1	1.000000000	0.500000000	s>otos | ar>otoar
oty	RIGHT	OT+Y	RIGHT	2	2	1	1.000000000	0.500000000	rol>roloty | ch>choty
oy	LEFT	O+Y	LEFT	2	2	1	1.000000000	0.500000000	dar>oydar | kchor>oykchor
oy	RIGHT	O+Y	RIGHT	5	5	1	1.000000000	0.714285714	sh>shoy | s>soy | al>aloy | che>cheoy | d>doy
oyd	LEFT	O+Y+D_ADDR	LEFT	1	1	1	1.000000000	0.333333333	ar>oydar
oyf	INNER	O+Y+LOCAL_CHAR_F	INNER	1	1	1	1.000000000	0.333333333	shar>shoyfar
oyk	LEFT	O+Y+K	LEFT	1	1	1	1.000000000	0.333333333	chor>oykchor
