universal_group_serial	register	unit_id	page	source_serial	locus	field_or_address	statement_or_station	exact_card_or_local_group_id	formal_value	atomic_or_whole_card_mnemonic	source_order_slot	abbreviation_channel	register_state_before	register_update	register_state_after	selected_parse_status	terminal_status	renderer_instruction	rendered_surface	iatromedical_selected_local_expansion	nonmedical_rival_local_expansion	frozen_anchor_note	nonmedical_source_status	rival_unit_text_digest	rival_fragment_digest	mechanical_identity_token_from_v67	adversarial_roundtrip_status
391	ASTRO	A1	f67r2	10	f67r2.4	f67r2.4:1	Z04	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.4::1::11850	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.4:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z04	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	shekchy	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 4: Krebs; Körperbezirk: Brust und Brüste; bei Mond in	freie Feuerstelle. Am ersten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	02f213b955ce62604878	da2c67b687e8567e2189	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
392	ASTRO	A1	f67r2	11	f67r2.4	f67r2.4:2	Z04	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.4::2::11851	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.4:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z04	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	sykos	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	für die Blattsichtung Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	a71fcdc7a6da499c63ea	8d347e88f22d69e46430	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
393	ASTRO	A1	f67r2	12	f67r2.5	f67r2.5:1	Z05	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.5::1::11852	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.5:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z05	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ykeody	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 5: Löwe; Körperbezirk: Herz und oberer Rücken; bei Mond	freie Feuerstelle. Am ersten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	02f213b955ce62604878	dd02bc1b86f296970c24	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
394	ASTRO	A1	f67r2	13	f67r2.5	f67r2.5:2	Z05	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.5::2::11853	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.5:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z05	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	okchy	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	für das Schattentrocknen Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	fe107e10ffc6dd048087	43a89c4d801da7278b58	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
395	ASTRO	A1	f67r2	14	f67r2.6	f67r2.6:1	Z06	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.6::1::11854	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.6:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z06	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	dchetay	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 6: Jungfrau; Körperbezirk: Bauch und Eingeweide; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	freie Feuerstelle. Am ersten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	02f213b955ce62604878	1a1a908cb13c6ccbcf1b	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
396	ASTRO	A1	f67r2	15	f67r2.7	f67r2.7:1	Z07	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.7::1::11855	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.7:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z07	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ykchy	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 7: Waage; Körperbezirk: Lenden und	für das Zerkleinern Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	8c9707e73dce4623c36f	7f9c33fdd07d6b0a77ee	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
397	ASTRO	A1	f67r2	16	f67r2.7	f67r2.7:2	Z07	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.7::2::11856	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.7:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z07	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	kchey	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Nieren; bei Mond in diesem Zeichen den Bezirk	freie Feuerstelle. Am ersten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	02f213b955ce62604878	990b0a3e3921327e143e	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
398	ASTRO	A1	f67r2	17	f67r2.7	f67r2.7:3	Z07	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.7::3::11857	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.7:3	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z07	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ykchys	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	für das Einweichen Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	ff9ef38cc98787999426	f9bb76f98c58597fcf4d	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
399	ASTRO	A1	f67r2	18	f67r2.8	f67r2.8:1	Z08	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.8::1::11858	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.8:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z08	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	chkchdar	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 8: Skorpion; Körperbezirk: Genitalien und Blase; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	freie Feuerstelle. Am ersten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	02f213b955ce62604878	416186d00b8246a4749b	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
400	ASTRO	A1	f67r2	19	f67r2.9	f67r2.9:1	Z09	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.9::1::11859	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.9:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z09	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ykar	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 9: Schütze; Körperbezirk: Hüften und Oberschenkel; bei Mond in	für das Färbebad Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	011fde847508ee3996cd	63f3d14a052b1309e900	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
401	ASTRO	A1	f67r2	20	f67r2.9	f67r2.9:2	Z09	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.9::2::11860	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.9:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z09	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ykaly	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	freie Feuerstelle. Am ersten Werkstatttag prüfe für	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	0cf530cfeed394935a61	086b8a93eb1ce4bceb1b	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
402	ASTRO	A1	f67r2	21	f67r2.10	f67r2.10:1	Z10	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.10::1::11861	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.10:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z10	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	lkshy	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 10: Steinbock; Körperbezirk: Knie;	das Duftöl Materialbestand, Wasserqualität und freie	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	e8274b53d480b9898d23	36b38736eac192d252ff	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
403	ASTRO	A1	f67r2	22	f67r2.10	f67r2.10:2	Z10	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.10::2::11862	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.10:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z10	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	kchy	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] bei Mond in diesem Zeichen den Bezirk	Feuerstelle. Am ersten Werkstatttag prüfe für	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	918b64d7e0b867ba33a8	e012dff075b19cfc6cad	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
404	ASTRO	A1	f67r2	23	f67r2.10	f67r2.10:3	Z10	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.10::3::11863	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.10:3	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z10	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	okar	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	das Erwärmen Materialbestand, Wasserqualität und freie	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	a7e3e5854d1794f446c5	e4ee3139be33161903a6	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
405	ASTRO	A1	f67r2	24	f67r2.11	f67r2.11:1	Z11	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.11::1::11864	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.11:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z11	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	chky	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 11: Wassermann; Körperbezirk: Schienbeine und	Feuerstelle. Am ersten Werkstatttag prüfe für	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	918b64d7e0b867ba33a8	41b0031a88e323dcaf44	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
406	ASTRO	A1	f67r2	25	f67r2.11	f67r2.11:2	Z11	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.11::2::11865	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.11:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z11	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	chykchs	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Knöchel; bei Mond in diesem Zeichen den Bezirk	das Filtern Materialbestand, Wasserqualität und freie	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	a22382e19065c5a15ddd	b9112d858b915b2030ad	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
407	ASTRO	A1	f67r2	26	f67r2.11	f67r2.11:3	Z11	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.11::3::11866	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.11:3	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z11	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	chy	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	Feuerstelle. Am ersten Werkstatttag prüfe für	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	918b64d7e0b867ba33a8	0e85e40ebf6bea637741	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
408	ASTRO	A1	f67r2	27	f67r2.12	f67r2.12:1	Z12	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.12::1::11867	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.12:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z12	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ykees	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 12: Fische; Körperbezirk: Füße; bei Mond in diesem	den Badedienst Materialbestand, Wasserqualität und freie	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	3fca343687d7036cfa66	a4933dd26778dcf965d4	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
409	ASTRO	A1	f67r2	28	f67r2.12	f67r2.12:2	Z12	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.12::2::11868	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.12:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=Z12	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ykchos	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	Feuerstelle. Am ersten Werkstatttag prüfe für	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	918b64d7e0b867ba33a8	85fbf4d60219914bc06e	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
