combined_group_ordinal	unit_id	section_axis	page	source_locus	field_or_local_address	statement_or_locus_unit	opaque_whole_card_or_local_group_key	surface_display_only	fixed_exact_mnemonic	strict_formal_prompt	template_or_diagram_role	terminal_or_local_status	technical_system	complete_local_technical_default	technical_local_noun_source	selected_iatromedical_comparator	medical_local_noun_source	local_comparison_winner	strongest_local_technical_contradiction	compiler_channel_inherited	field_and_reflow_contract	formal_roundtrip	technical_content_status	medical_content_status	identity_contract
312	B3	BIO_PROCESS	f83r	f83r.24	F108	B3-S034	P:54d0e228ca346110af05	otaiin	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[offenen Arbeitsstand fortschreiben;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A009+A011+A022:für dieselbe Dauer wie zuvor]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
313	B3	BIO_PROCESS	f83r	f83r.24	F108	B3-S034	P:7811a7daff25d476e28d	olsaly	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A011+A022:das untere Becken]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
314	B3	BIO_PROCESS	f83r	f83r.24	F108	B3-S034	P:bc4f1f5c006c74a4d26d	shedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Bereitschaft stehen und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
315	B4	BIO_PROCESS	f83r	f83r.25	F109	B4-S001	P:7d25241b0e56c836372a	qokeedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A006+A008+A011+A015+A023:tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
316	B4	BIO_PROCESS	f83r	f83r.25	F110	B4-S002	P:e2eb77ca9d9e1a8ba29a	qolchey	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A009+A011+A023:fülle danach das Gefäß]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
317	B4	BIO_PROCESS	f83r	f83r.25	F110	B4-S002	P:0275fbf14e07935b0a45	qokeey	TEMPERIEREN?	NONE	ACTION_TEMPER	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I001] [EXEMPLAR:A005+A008+A011+A015+A023:die Charge für den vorgesehenen Gebrauch temperieren]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
318	B4	BIO_PROCESS	f83r	f83r.25	F110	B4-S002	P:7db18b2f0fb7ed0fcfd3	qokedy	SPÜLEN?	NONE	TERMINAL_FLUSH	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=B4:T001] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A023:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
319	B4	BIO_PROCESS	f83r	f83r.25	F111	B4-S003	P:6f7ff8287eddf4da9fdb	chedy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A013+A023:rühre, bis alles gleichmäßig vermischt ist]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
320	B4	BIO_PROCESS	f83r	f83r.25	F111	B4-S003	P:90bcf0a9ec0ef56399e6	otal	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Leitungsöffnung ausstreichen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A003+A011+A023:zum unteren Ablauf hin]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	OPEN_FIELD_CUT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
321	B4	BIO_PROCESS	f83r	f83r.26	F112	B4-S003	P:faf321940aed922846a9	otchey	ANTEIL?	NONE	SELECT_PART	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	ANTEIL?=bezeichnete Teilcharge wählen ; LOCAL_ARGUMENT[Teilcharge aus B4:F112]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:ANTEIL?] [REGISTER:OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;PREVIOUS_ITEM=B4:I001] [EXEMPLAR:A010+A011+A023:einen recordlokalen Anteil auswählen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
322	B4	BIO_PROCESS	f83r	f83r.26	F112	B4-S003	P:0275fbf14e07935b0a45	qokeey	TEMPERIEREN?	NONE	ACTION_TEMPER	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I002] [EXEMPLAR:A005+A008+A011+A015+A023:die Charge für den vorgesehenen Gebrauch temperieren]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
323	B4	BIO_PROCESS	f83r	f83r.26	F112	B4-S003	P:276a7c2d74d1143446f4	qoky	ANWENDEN?	NONE	ACTION_APPLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F112]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002] [EXEMPLAR:A001+A004+A005+A006+A010+A011+A015+A023:den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
324	B4	BIO_PROCESS	f83r	f83r.26	F112	B4-S003	P:dcda95c81a5460feb191	tol	UNKNOWN	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F112]	V63_FORMAL_NO_SEMANTIC_WORD+LOCAL_APPARATUS_ARGUMENT	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I002;PREVIOUS_ITEM=B4:I001] [EXEMPLAR:A010+A011+A013+A023:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	STRICT_FORMAL_PROMPT	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
325	B4	BIO_PROCESS	f83r	f83r.26	F112	B4-S003	P:bc4f1f5c006c74a4d26d	shedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Wärmequelle am Becken anlegen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
326	B4	BIO_PROCESS	f83r	f83r.26	F113	B4-S004	P:eb2e4bc143f623ee03ac	qokylddy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A004+A006+A008+A011+A023:lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
327	B4	BIO_PROCESS	f83r	f83r.27	F114	B4-S005	P:53cd0637c6820ba5e91f	dain	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A006+A011+A023:durch ein Tuch]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
328	B4	BIO_PROCESS	f83r	f83r.27	F114	B4-S005	P:6f7ff8287eddf4da9fdb	chedy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A013+A023:rühre, bis alles gleichmäßig vermischt ist]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
329	B4	BIO_PROCESS	f83r	f83r.27	F114	B4-S005	P:7d25241b0e56c836372a	qokeedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A006+A008+A011+A015+A023:tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
330	B4	BIO_PROCESS	f83r	f83r.27	F115	B4-S006	P:d68bc8de3bcee09db23c	shckhedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A006+A009+A011+A023:seihe es einmal durch ein Tuch und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
331	B4	BIO_PROCESS	f83r	f83r.27	F116	B4-S007	P:d68bc8de3bcee09db23c	shckhedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A006+A009+A011+A023:seihe es einmal durch ein Tuch und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
332	B4	BIO_PROCESS	f83r	f83r.28	F117	B4-S008	P:2f1c5e56e8f0ff459065	saiin	MASS?	NONE	PARAMETER_ASSIGN	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B4:F117:M]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I004] [EXEMPLAR:A010+A011+A023:den aktiven Posten nach der örtlichen Vorschrift bemessen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
333	B4	BIO_PROCESS	f83r	f83r.28	F117	B4-S008	P:2c1a5fd92b9e3c762242	cheeky	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Leitung bis zum klaren Lauf spülen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A008+A011+A023:solange es noch warm ist]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
334	B4	BIO_PROCESS	f83r	f83r.28	F117	B4-S008	P:92e43836d82f98bf02d3	sheey	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Spülrest getrennt auffangen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A003+A009+A011+A014+A023:die erste Öffnung]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
335	B4	BIO_PROCESS	f83r	f83r.28	F117	B4-S008	P:7db18b2f0fb7ed0fcfd3	qokedy	SPÜLEN?	NONE	TERMINAL_FLUSH	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A023:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
