global_index	section	page	unit_id	locus	opaque_identity	surface_display_only	rival_complete_local_reading	iatromedical_comparator	shared_formal_layer	semantic_status
172	BATHHOUSE_WATERWORK	f82r	B2	f82r.2	308e8ea2d5d190c498e8	qokal	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	mische beide Anteile zusammen	TARGET_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
173	BATHHOUSE_WATERWORK	f82r	B2	f82r.2	f329f2051370174e9a38	lcheckhy	LOCAL_EXEMPLAR[Schieber am Abgang öffnen;keine Kartenbedeutung]	die zweite Öffnung	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
174	BATHHOUSE_WATERWORK	f82r	B2	f82r.2	ba8142680851f24c9ff2	lched	LOCAL_EXEMPLAR[Fluss zur Zielstation führen;keine Kartenbedeutung]	und gehe zum nächsten Becken weiter	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
175	BATHHOUSE_WATERWORK	f82r	B2	f82r.3	0275fbf14e07935b0a45	qokeey	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	ACTION_TEMPER	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
176	BATHHOUSE_WATERWORK	f82r	B2	f82r.3	c1db6b0a28d5cbb5d3d2	lcheckhedy	LOCAL_EXEMPLAR[Charge gelinde erwärmen;keine Kartenbedeutung]	seihe es klar und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
177	BATHHOUSE_WATERWORK	f82r	B2	f82r.3	4a7a6326ac95a8809302	qokaly	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	fahre am zweiten Lauf fort	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
178	BATHHOUSE_WATERWORK	f82r	B2	f82r.3	2d2e37ccb2dacc53ee5a	solkaiin	LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung]	durch ein Tuch	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
179	BATHHOUSE_WATERWORK	f82r	B2	f82r.3	2cc8bb3c2af19607888f	chckhy	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	durch die verbundenen Läufe	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
180	BATHHOUSE_WATERWORK	f82r	B2	f82r.3	b5fcea1eaed06b2f2291	qokaiin	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B2:F050:M]	beginne den nächsten abgemessenen Posten	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
181	BATHHOUSE_WATERWORK	f82r	B2	f82r.4	b5fcea1eaed06b2f2291	qokaiin	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B2:F051:M]	beginne den nächsten abgemessenen Posten	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
182	BATHHOUSE_WATERWORK	f82r	B2	f82r.4	a8f891de626fc00028e9	octheol	LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung]	unter derselben Einstellung	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
183	BATHHOUSE_WATERWORK	f82r	B2	f82r.4	f0db6d30cd34f4cb2a4d	chkeey	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	das breite Gefäß	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
184	BATHHOUSE_WATERWORK	f82r	B2	f82r.4	04a3877f0fc81b7597c9	ldy	LOCAL_EXEMPLAR[Füllstand am Randzeichen prüfen;keine Kartenbedeutung]	ziehe es ab und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
185	BATHHOUSE_WATERWORK	f82r	B2	f82r.4	5d5e0b288cf36864ed9d	oteey	LOCAL_EXEMPLAR[Arbeitsziel an der Station bereitstellen;keine Kartenbedeutung]	das bereitete Öl	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
186	BATHHOUSE_WATERWORK	f82r	B2	f82r.4	308e8ea2d5d190c498e8	qokal	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	mische beide Anteile zusammen	TARGET_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
187	BATHHOUSE_WATERWORK	f82r	B2	f82r.4	c1913ec4ff84148da6d3	sheckhy	LOCAL_EXEMPLAR[Durchgang beobachten;keine Kartenbedeutung]	über der örtlich bezeichneten Stelle	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
188	BATHHOUSE_WATERWORK	f82r	B2	f82r.4	276a7c2d74d1143446f4	qoky	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F052]	Die aktive Portion verwenden	ACTION_APPLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
189	BATHHOUSE_WATERWORK	f82r	B2	f82r.7	cbb42a4fe68068325d6b	dshedy	LOCAL_EXEMPLAR[Leitungszweig wählen;keine Kartenbedeutung]	gib sauberes Wasser hinzu und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
190	BATHHOUSE_WATERWORK	f82r	B2	f82r.7	54d0e228ca346110af05	sotaiin	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	für dieselbe Dauer wie zuvor	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
191	BATHHOUSE_WATERWORK	f82r	B2	f82r.7	3ae9a121ba0045b913e8	qokar	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	über der örtlich bezeichneten Stelle	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
192	BATHHOUSE_WATERWORK	f82r	B2	f82r.7	bc4f1f5c006c74a4d26d	shedy	LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
193	BATHHOUSE_WATERWORK	f82r	B2	f82r.7	daa1347f456415fe8737	solshedy	LOCAL_EXEMPLAR[Arbeitsziel an der Station bereitstellen;keine Kartenbedeutung]	halte es warm und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
194	BATHHOUSE_WATERWORK	f82r	B2	f82r.7	0275fbf14e07935b0a45	qokeey	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	ACTION_TEMPER	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
195	BATHHOUSE_WATERWORK	f82r	B2	f82r.7	276a7c2d74d1143446f4	qoky	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F056]	Die aktive Portion verwenden	ACTION_APPLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
196	BATHHOUSE_WATERWORK	f82r	B2	f82r.7	5eff216ba51fbfb21f22	ls	LOCAL_EXEMPLAR[Wärme mit der Handprobe prüfen;keine Kartenbedeutung]	die erste Öffnung	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
197	BATHHOUSE_WATERWORK	f82r	B2	f82r.7	b5df9126607030b95175	cheey	KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	Bis die Flüssigkeit klar abläuft	STATE_GATE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
198	BATHHOUSE_WATERWORK	f82r	B2	f82r.19	1645e612504fcef59ced	okain	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	gib einen abgemessenen Anteil in das Gefäß	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
199	BATHHOUSE_WATERWORK	f82r	B2	f82r.19	4d4559019a961b834aa1	char	LOCAL_EXEMPLAR[klaren Oberlauf abnehmen;keine Kartenbedeutung]	Daraus, aus demselben Ansatz	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
200	BATHHOUSE_WATERWORK	f82r	B2	f82r.19	1645e612504fcef59ced	okain	LOCAL_EXEMPLAR[Bodensatz zurückhalten;keine Kartenbedeutung]	gib einen abgemessenen Anteil in das Gefäß	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
201	BATHHOUSE_WATERWORK	f82r	B2	f82r.19	7d25241b0e56c836372a	qokeedy	LOCAL_EXEMPLAR[Klarstand im Register buchen;keine Kartenbedeutung]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
202	BATHHOUSE_WATERWORK	f82r	B2	f82r.19	0ab57b7166de99db3a55	lchy	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	ziehe die klare Flüssigkeit ab	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
203	BATHHOUSE_WATERWORK	f82r	B2	f82r.23	b5df9126607030b95175	cheey	KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	Bis die Flüssigkeit klar abläuft	STATE_GATE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
204	BATHHOUSE_WATERWORK	f82r	B2	f82r.23	6b89d6dd70635bc60fe0	qcthey	LOCAL_EXEMPLAR[Charge gelinde erwärmen;keine Kartenbedeutung]	unter derselben Einstellung	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
205	BATHHOUSE_WATERWORK	f82r	B2	f82r.23	0275fbf14e07935b0a45	qokeey	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	ACTION_TEMPER	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
206	BATHHOUSE_WATERWORK	f82r	B2	f82r.23	5fca8fc3dee57e1d8c1f	lcheey	LOCAL_EXEMPLAR[warmen Stand halten;keine Kartenbedeutung]	der eingetauchte Teil	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
207	BATHHOUSE_WATERWORK	f82r	B2	f82r.23	2f1c5e56e8f0ff459065	daiin	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B2:F059:M]	Ein vorgeschriebenes Maß	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
208	BATHHOUSE_WATERWORK	f82r	B2	f82r.23	b921a237be883a820352	chey	LOCAL_EXEMPLAR[Charge gelinde erwärmen;keine Kartenbedeutung]	Diese aktive Portion	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
209	BATHHOUSE_WATERWORK	f82r	B2	f82r.23	d25110e0d8488927278f	qokeeedy	LOCAL_EXEMPLAR[Wärme mit der Handprobe prüfen;keine Kartenbedeutung]	tauche vollständig ein und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
210	BATHHOUSE_WATERWORK	f82r	B2	f82r.23	de7321bface5628e35d6	lchedy	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL_DRAIN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
211	BATHHOUSE_WATERWORK	f82r	B2	f82r.23	29e0eb222ef2fb99523a	lar	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	schließe den unteren Ablauf	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
212	BATHHOUSE_WATERWORK	f82r	B2	f82r.26	d4a31dbcf1ed6d9e5aa9	tshey	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	beginne die Spülung	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
213	BATHHOUSE_WATERWORK	f82r	B2	f82r.26	7d25241b0e56c836372a	qokeedy	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
214	BATHHOUSE_WATERWORK	f82r	B2	f82r.26	dd0ecaf5e27d81befffc	cheal	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	An die bezeichnete Zielstelle führen	TARGET_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
215	BATHHOUSE_WATERWORK	f82r	B2	f82r.26	0f15effeca7ab10bb026	lchedar	LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung]	kühles Wasser	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
216	BATHHOUSE_WATERWORK	f82r	B2	f82r.26	db729b598e89e11452e0	ches	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	zu gleichen Anteilen	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
217	BATHHOUSE_WATERWORK	f82r	B2	f82r.26	2f1c5e56e8f0ff459065	aiin	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B2:F063:M]	Ein vorgeschriebenes Maß	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
218	BATHHOUSE_WATERWORK	f82r	B2	f82r.26	5d5e0b288cf36864ed9d	oteey	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	das bereitete Öl	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
219	BATHHOUSE_WATERWORK	f82r	B2	f82r.26	b5fcea1eaed06b2f2291	qokaiin	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B2:F063:M]	beginne den nächsten abgemessenen Posten	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
220	BATHHOUSE_WATERWORK	f82r	B2	f82r.26	08bd5ca0c2ad137a056d	okey	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	warmes Wasser	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
221	BATHHOUSE_WATERWORK	f82r	B2	f82r.27	65df3cd9e59060042d47	pchedy	LOCAL_EXEMPLAR[Leitungszweig wählen;keine Kartenbedeutung]	ziehe es ab und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
222	BATHHOUSE_WATERWORK	f82r	B2	f82r.27	98bdc4244c84cbef3321	rsheal	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	gieße das erwärmte Wasser ein	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
223	BATHHOUSE_WATERWORK	f82r	B2	f82r.27	78b3b3140714da19090d	daldy	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	wiederhole es an der zweiten Öffnung und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
224	BATHHOUSE_WATERWORK	f82r	B2	f82r.27	7d25241b0e56c836372a	qokeedy	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
225	BATHHOUSE_WATERWORK	f82r	B2	f82r.27	7f68f60279efe6b28cd7	rshedy	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	trinke den angegebenen Anteil und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
226	BATHHOUSE_WATERWORK	f82r	B2	f82r.27	ff178343c18e287ce3b7	qoteedy	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	binde es auf die Stelle und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
227	BATHHOUSE_WATERWORK	f82r	B2	f82r.27	7d25241b0e56c836372a	qokeedy	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
228	BATHHOUSE_WATERWORK	f82r	B2	f82r.27	f2af6326898fb5b490a4	lochedy	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	mische zu gleichen Teilen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
229	BATHHOUSE_WATERWORK	f83r	B3	f83r.3	3b70942557b3a40e8030	olkeedy	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	lasse die Flüssigkeit sich setzen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
230	BATHHOUSE_WATERWORK	f83r	B3	f83r.3	90bcf0a9ec0ef56399e6	qotal	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	zum unteren Ablauf hin	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
231	BATHHOUSE_WATERWORK	f83r	B3	f83r.3	a84fbe3ad380df345b97	chkeedy	LOCAL_EXEMPLAR[klaren Oberlauf abnehmen;keine Kartenbedeutung]	tauche vollständig ein und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
232	BATHHOUSE_WATERWORK	f83r	B3	f83r.3	b921a237be883a820352	chey	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	Diese aktive Portion	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
233	BATHHOUSE_WATERWORK	f83r	B3	f83r.3	2f1c5e56e8f0ff459065	daiin	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F073:M]	Ein vorgeschriebenes Maß	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
234	BATHHOUSE_WATERWORK	f83r	B3	f83r.3	b921a237be883a820352	chey	LOCAL_EXEMPLAR[Restlauf am Auslass beobachten;keine Kartenbedeutung]	Diese aktive Portion	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
235	BATHHOUSE_WATERWORK	f83r	B3	f83r.3	de7321bface5628e35d6	lchedy	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL_DRAIN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
236	BATHHOUSE_WATERWORK	f83r	B3	f83r.3	b5fcea1eaed06b2f2291	qokaiin	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F074:M]	beginne den nächsten abgemessenen Posten	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
237	BATHHOUSE_WATERWORK	f83r	B3	f83r.3	90bcf0a9ec0ef56399e6	qotal	LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung]	zum unteren Ablauf hin	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
238	BATHHOUSE_WATERWORK	f83r	B3	f83r.3	4d4559019a961b834aa1	dar	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	Daraus, aus demselben Ansatz	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
239	BATHHOUSE_WATERWORK	f83r	B3	f83r.6	259b2b3b0bf859882e2c	schedy	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
240	BATHHOUSE_WATERWORK	f83r	B3	f83r.6	5e8441397e7c0faf042b	chedchy	LOCAL_EXEMPLAR[Leitungszweig wählen;keine Kartenbedeutung]	gieße das erwärmte Wasser ein	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
241	BATHHOUSE_WATERWORK	f83r	B3	f83r.6	308e8ea2d5d190c498e8	qokal	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Zieladresse=Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	mische beide Anteile zusammen	TARGET_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
242	BATHHOUSE_WATERWORK	f83r	B3	f83r.6	28ffbc88b97772a75f1e	olchedy	LOCAL_EXEMPLAR[Fluss zur Zielstation führen;keine Kartenbedeutung]	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
243	BATHHOUSE_WATERWORK	f83r	B3	f83r.6	b5fcea1eaed06b2f2291	qokaiin	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F077:M]	beginne den nächsten abgemessenen Posten	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
244	BATHHOUSE_WATERWORK	f83r	B3	f83r.6	6f7ff8287eddf4da9fdb	chedy	LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung]	rühre, bis alles gleichmäßig vermischt ist	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
245	BATHHOUSE_WATERWORK	f83r	B3	f83r.6	7d25241b0e56c836372a	qokeedy	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
246	BATHHOUSE_WATERWORK	f83r	B3	f83r.6	de7321bface5628e35d6	lchedy	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL_DRAIN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
247	BATHHOUSE_WATERWORK	f83r	B3	f83r.6	276a7c2d74d1143446f4	qoky	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F079]	Die aktive Portion verwenden	ACTION_APPLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
248	BATHHOUSE_WATERWORK	f83r	B3	f83r.8	ba540da978ea132f6da5	pchedal	LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung]	fülle danach das Gefäß	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
249	BATHHOUSE_WATERWORK	f83r	B3	f83r.8	c45ebac60774620561e2	otedy	LOCAL_EXEMPLAR[Charge über das Gefälle umlaufen lassen;keine Kartenbedeutung]	lasse es bis zur Klarheit ziehen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
250	BATHHOUSE_WATERWORK	f83r	B3	f83r.8	348e81ba084c5acdb32b	shecthedchy	LOCAL_EXEMPLAR[Arbeitsziel an der Station bereitstellen;keine Kartenbedeutung]	wende es an der markierten Stelle an	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
