role_cell_id	source_cell_id	form	opaque_head_id	eva_transcription_label	sta_code	body	occurrences	reader_exact_occurrences	record_location_axis	free_form_proxy_axis	body_affinity_axis	selected_formal_role	revised_body_role_de	structural_role_render_de	aggressive_pharmaceutical_renderer_de	body_role_confidence	head_structural_confidence	head_semantic_confidence	live_rivals	herbal_visual_override_de	literal_head_lexeme	literal_body_lexeme_confidence	eva_initial_credit	sound_credit	component_export_credit	status
G736-C081	G735-C081	pody	H1	p	P1	ody	2	1	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	fertig aufbereitete Grundform	Eintrag: fertig aufbereitete Grundform	Form-/Zustandseintrag: fertig aufbereitete Grundform	HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=resultative grammatical form	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C082	G735-C082	sody	H2	s	C2	ody	4	4	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	fertig aufbereitete Grundform	Posten: fertig aufbereitete Grundform	Material-/Wertposten: fertig aufbereitete Grundform	HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=resultative grammatical form	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C083	G735-C083	rody	H3	r	C1	ody	2	2	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	fertig aufbereitete Grundform	fertig aufbereitete Grundform [interner Bezug]	fertig aufbereitete Grundform; interner Zutaten-/Wertbezug	HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=resultative grammatical form	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C084	G735-C084	lody	H4	l	B2	ody	3	3	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	fertig aufbereitete Grundform	internes Feld: fertig aufbereitete Grundform	internes Form-/Zustandsfeld: fertig aufbereitete Grundform	HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=resultative grammatical form	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C085	G735-C085	pcheo	H1	p	P1	cheo	3	2	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	trockener Ansatz oder Zubereitung	Eintrag: trockener Ansatz oder Zubereitung	Form-/Zustandseintrag: trockener Ansatz oder Zubereitung	HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=dry o-frame without process semantics	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C086	G735-C086	scheo	H2	s	C2	cheo	2	1	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	trockener Ansatz oder Zubereitung	Posten: trockener Ansatz oder Zubereitung	Material-/Wertposten: trockener Ansatz oder Zubereitung	HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=dry o-frame without process semantics	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C087	G735-C087	rcheo	H3	r	C1	cheo	1	0	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	trockener Ansatz oder Zubereitung	trockener Ansatz oder Zubereitung [interner Bezug]	trockener Ansatz oder Zubereitung; interner Zutaten-/Wertbezug	HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=dry o-frame without process semantics	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C088	G735-C088	lcheo	H4	l	B2	cheo	3	3	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	trockener Ansatz oder Zubereitung	internes Feld: trockener Ansatz oder Zubereitung	internes Form-/Zustandsfeld: trockener Ansatz oder Zubereitung	HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=dry o-frame without process semantics	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C089	G735-C089	poaiin	H1	p	P1	oaiin	1	0	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Zubereitung: Index III	Eintrag: Zubereitung: Index III	Form-/Zustandseintrag: Zubereitung: Index III	HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=Zubereitungsmenge III|Charge III	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C090	G735-C090	soaiin	H2	s	C2	oaiin	3	2	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Zubereitung: Index III	Posten: Zubereitung: Index III	Material-/Wertposten: Zubereitung: Index III	HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=Zubereitungsmenge III|Charge III	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C091	G735-C091	roaiin	H3	r	C1	oaiin	1	0	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Zubereitung: Index III	Zubereitung: Index III [interner Bezug]	Zubereitung: Index III; interner Zutaten-/Wertbezug	HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=Zubereitungsmenge III|Charge III	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C092	G735-C092	loaiin	H4	l	B2	oaiin	1	1	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	Zubereitung: Index III	internes Feld: Zubereitung: Index III	internes Form-/Zustandsfeld: Zubereitung: Index III	HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=Zubereitungsmenge III|Charge III	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C093	G735-C093	poral	H1	p	P1	oral	1	0	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Rohstoff- oder Zutatenportion	Eintrag: Rohstoff- oder Zutatenportion	Form-/Zustandseintrag: Rohstoff- oder Zutatenportion	MEDIUM_HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=portionierter Stoff without numeral force	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C094	G735-C094	soral	H2	s	C2	oral	3	3	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Rohstoff- oder Zutatenportion	Posten: Rohstoff- oder Zutatenportion	Material-/Wertposten: Rohstoff- oder Zutatenportion	MEDIUM_HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=portionierter Stoff without numeral force	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C095	G735-C095	roral	H3	r	C1	oral	1	1	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Rohstoff- oder Zutatenportion	Rohstoff- oder Zutatenportion [interner Bezug]	Rohstoff- oder Zutatenportion; interner Zutaten-/Wertbezug	MEDIUM_HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=portionierter Stoff without numeral force	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C096	G735-C096	loral	H4	l	B2	oral	1	1	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	Rohstoff- oder Zutatenportion	internes Feld: Rohstoff- oder Zutatenportion	internes Form-/Zustandsfeld: Rohstoff- oder Zutatenportion	MEDIUM_HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=portionierter Stoff without numeral force	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
