gdt758_occurrence_id	surface	page	physical_folio	locus	token_ordinal	line_token_count	normalized_position	line_position	paragraph_first_token	paragraph_last_token	section	language	hand	written_line_eva	immediate_left_surface	immediate_left_reader_exact	immediate_right_surface	immediate_right_reader_exact	formula_predecessor	directly_after_ychor	left_extent	right_extent	left_boundary_reason	right_boundary_reason	boundary_complete	independent_anchor_count	independent_anchor_surfaces	independent_anchor_tags	independent_anchor_evidence	field_channel	slot_class	suspect_neighbor_cells_with_axes_excluded	target_cache_value_background_not_used_as_anchor	gdt758_primary_candidate_de	gdt758_renderer_value_de	gdt758_working_confidence	all_172_productive_compound_axes_excluded_from_field	reader_exact_target	exact_whole_only	literal_identity	confirmed_lexeme	component_export_credit
G758-O0677	ar	f77r	f77	f77r.10	2	10	0.111111	MIDDLE	0	0	B	B	2	tolchd ar shey qotaiin qotedy qokol chdy qokain chetey sal	tolchd	0	shey	1	NONE	0	1	3	LINE_EDGE_AFTER_R1	CURRENT_CLOSE_INCLUDED_R3	1	1	qotedy	COLD|CLOSE|MIDDLE_STAGE|END_STAGE	R3 qotedy=kalt in der Mitte des Grades, abgeschlossen [COLD|CLOSE|MIDDLE_STAGE|END_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Drogenfraktion I	Teil / Anteil	Anteil	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0678	chol	f77r	f77	f77r.11	4	9	0.375000	MIDDLE	0	0	B	B	2	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham	shedy	1	shedy	0	NONE	0	2	5	PRIOR_CLOSE_BEFORE_R3	RADIUS5_CENSORED	0	1	cham	DRY|AMOUNT|MATERIAL	R5 cham=ein Maß Trockendroge [DRY|AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	1	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0679	sheol	f77v	f77	f77v.8	8	10	0.777778	MIDDLE	0	0	B	B	2	qokeeey shedy qokeedy qodykey qokedy rsheedy taiiin sheol teedy yry	taiiin	1	teedy	0	NONE	0	1	2	STRICT_INITIAL_BEFORE_R2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0680	sheol	f77v	f77	f77v.13	2	12	0.090909	MIDDLE	0	0	B	B	2	sor sheol chdy qokeedy dar shedy chedy qokal chedy qokey lshedy dal	sor	1	chdy	0	NONE	0	0	5	STRICT_INITIAL_BEFORE_R1	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0681	ar	f77v	f77	f77v.14	11	11	1.000000	LAST	0	0	B	B	2	darcheedal qeedy qeedeey olchey lchey qedy or cheey qol rar ar	rar	1	LINE_EDGE	0	NONE	0	0	0	STRICT_INITIAL_BEFORE_R1	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Drogenfraktion I	Teil / Anteil	Anteil	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0682	sheol	f77v	f77	f77v.18	2	7	0.166667	MIDDLE	0	0	B	B	2	qokaiin sheol ekedy qokey qokal dal daly	qokaiin	1	ekedy	1	NONE	0	1	5	LINE_EDGE_AFTER_R1	RADIUS5_CENSORED	0	2	qokey|daly	HOT|AMOUNT|MATERIAL|BEGIN_STAGE|MIDDLE_STAGE	R2 qokey=heiß in der Mitte des Grades [HOT|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY] || R5 daly=abgewogener Rohstoffposten I, Grundform [AMOUNT|MATERIAL|BEGIN_STAGE;W2_PROVISIONAL_WORKING]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0683	sheol	f77v	f77	f77v.35	5	8	0.571429	MIDDLE	0	0	B	B	2	tchor sheey qokain qokain sheol qokeedy qokal dary	qokain	1	qokeedy	0	NONE	0	4	3	LINE_EDGE_AFTER_R4	CURRENT_CLOSE_INCLUDED_R3	1	2	tchor|dary	COLD|DRY|AMOUNT|PART|MATERIAL|CLOSE|END_STAGE	L4 tchor=kalt-trockene Drogenportion [COLD|DRY|AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY] || R3 dary=abgemessene Fraktion I, abgeschlossen [PART|CLOSE|END_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0684	oky	f78r	f78	f78r.3	7	7	1.000000	LAST	0	0	B	B	2	tshedor shedy qopchedy qokedy dy qokol oky	qokol	1	LINE_EDGE	0	NONE	0	5	0	RADIUS5_CENSORED	LINE_EDGE_AFTER_R0	0	1	qokol	HOT|PROCESS	L1 qokol=erhitzen [HOT|PROCESS;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_PROCESS	INGREDIENT_OR_PROCESS_COMPLEMENT	0	heißer Ansatz am Anfang des Grades	erste Wärmestufe / heiß zu Beginn	erste Wärmestufe	C1_RECURRENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0685	s	f78r	f78	f78r.7	8	9	0.875000	MIDDLE	0	0	B	B	2	qokal otedy qokedy qokedy dal qokedy qokedy s am	qokedy	0	am	0	NONE	0	5	1	RADIUS5_CENSORED	LINE_EDGE_AFTER_R1	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0686	ar	f78r	f78	f78r.18	6	7	0.833333	MIDDLE	0	0	B	B	2	o l chedy qokain dar ar okain	dar	1	okain	1	NONE	0	5	1	RADIUS5_CENSORED	LINE_EDGE_AFTER_R1	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Drogenfraktion I	Teil / Anteil	Anteil	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0687	oky	f78r	f78	f78r.29	8	11	0.700000	MIDDLE	0	0	B	B	2	ssheky ol kedy chckhy dain oty qokor oky dain chy ol	qokor	1	dain	1	NONE	0	5	3	RADIUS5_CENSORED	LINE_EDGE_AFTER_R3	0	1	qokor	HOT|AMOUNT|MATERIAL	L1 qokor=heiße Drogenportion [HOT|AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	heißer Ansatz am Anfang des Grades	erste Wärmestufe / heiß zu Beginn	erste Wärmestufe	C1_RECURRENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0688	s	f78r	f78	f78r.37	3	7	0.333333	MIDDLE	0	0	B	B	2	osal ol s aiin shee aiin oly	ol	1	aiin	1	NONE	0	2	4	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R4	1	1	oly	PROCESS	R4 oly=abseihen [PROCESS;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_PROCESS	INGREDIENT_OR_PROCESS_COMPLEMENT	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0689	ols	f78v	f78	f78v.27	6	11	0.500000	MIDDLE	0	0	B	B	2	lol kar shr r ol ols sheey ol chedy oltar olkaiin	ol	1	sheey	0	NONE	0	4	5	STRICT_INITIAL_BEFORE_R5	RADIUS5_CENSORED	0	1	kar	HOT|PART|MATERIAL	L4 kar=heiße Drogenfraktion I [HOT|PART|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Drogenstoffposten	abgeseihtes Endprodukt	abgeseihtes Endprodukt	C0_SPARSE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0690	s	f78v	f78	f78v.29	7	11	0.600000	MIDDLE	0	0	B	B	2	lchedy otchey qol chedy lr al s aiiin ol shedy ary	al	1	aiiin	1	NONE	0	1	4	STRICT_INITIAL_BEFORE_R2	CURRENT_CLOSE_INCLUDED_R4	1	1	ary	PART|MATERIAL|CLOSE|END_STAGE	R4 ary=Drogenfraktion I, abgeschlossen [PART|MATERIAL|CLOSE|END_STAGE;W3_SOLID_WORKING_THEORY]	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0691	ar	f78v	f78	f78v.31	2	9	0.125000	MIDDLE	0	0	B	B	2	sor ar or dchor otaiin otain ytedy olshdy sholkal	sor	1	or	1	NONE	0	0	5	STRICT_INITIAL_BEFORE_R1	RADIUS5_CENSORED	0	1	dchor	PART	R2 dchor=abgemessener Pflanzenteil [PART;W3_SOLID_WORKING_THEORY]	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	0	Drogenfraktion I	Teil / Anteil	Anteil	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0692	sheol	f78v	f78	f78v.32	3	6	0.400000	MIDDLE	0	0	B	B	2	lol cheor sheol dy qokar otalor	cheor	1	dy	1	NONE	0	1	3	STRICT_INITIAL_BEFORE_R2	LINE_EDGE_AFTER_R3	1	2	cheor|otalor	COLD|DRY|AMOUNT|PART|MATERIAL|PREPARATION	L1 cheor=trockener Drogenteil [DRY|PART|MATERIAL;W3_SOLID_WORKING_THEORY] || R3 otalor=kalte Ansatzportion aus Rohstoff I [COLD|AMOUNT|MATERIAL|PREPARATION;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0693	chol	f79r	f79	f79r.5	12	13	0.916667	MIDDLE	0	0	B	B	2	qokal shedy chcthy or chear salchey qol shal chey l cheol chol chy	cheol	1	chy	1	NONE	0	5	1	RADIUS5_CENSORED	LINE_EDGE_AFTER_R1	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0694	sheol	f79r	f79	f79r.9	5	9	0.500000	MIDDLE	0	0	B	B	2	saiin shedy psheedy qokar sheol qolchey qoty qokal qokam	qokar	1	qolchey	1	NONE	0	1	4	STRICT_INITIAL_BEFORE_R2	LINE_EDGE_AFTER_R4	1	1	qolchey	DRY|MATERIAL|MIDDLE_STAGE	R1 qolchey=gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab [DRY|MATERIAL|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0695	sheol	f79r	f79	f79r.15	10	11	0.900000	MIDDLE	0	0	B	B	2	qokl shey qokal chedy okol dyty r aiin ol sheol lchey	ol	1	lchey	1	NONE	0	5	0	RADIUS5_CENSORED	STRICT_INITIAL_BEFORE_R1	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0696	chol	f79r	f79	f79r.19	3	10	0.222222	MIDDLE	0	0	B	B	2	sol cheey chol sain oral shey qokain sheyky shoty oly	cheey	1	sain	1	NONE	0	1	0	STRICT_INITIAL_BEFORE_R2	STRICT_INITIAL_BEFORE_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0697	oky	f79r	f79	f79r.27	10	10	1.000000	LAST	0	0	B	B	2	qokeedy sheey kas cheey olkaiin ol ory cholor oty oky	oty	1	LINE_EDGE	0	NONE	0	5	0	RADIUS5_CENSORED	LINE_EDGE_AFTER_R0	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	heißer Ansatz am Anfang des Grades	erste Wärmestufe / heiß zu Beginn	erste Wärmestufe	C1_RECURRENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0698	sheol	f79r	f79	f79r.31	3	8	0.285714	MIDDLE	0	0	B	B	2	polshey oltshedy sheol ykeey okeey cheor sheedy ol	oltshedy	1	ykeey	1	NONE	0	1	5	STRICT_INITIAL_BEFORE_R2	RADIUS5_CENSORED	0	2	ykeey|cheor	HOT|DRY|PART|MATERIAL|PROCESS|END_STAGE	R1 ykeey=erhitze hiervon bis zur Endstufe und schließe ab [HOT|PROCESS|END_STAGE;W3_SOLID_WORKING_THEORY] || R3 cheor=trockener Drogenteil [DRY|PART|MATERIAL;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0699	sheol	f79r	f79	f79r.38	3	4	0.666667	MIDDLE	0	0	B	B	2	pol olkeeey sheol qokeey	olkeeey	1	qokeey	1	NONE	0	1	1	STRICT_INITIAL_BEFORE_R2	LINE_EDGE_AFTER_R1	1	1	qokeey	HOT|END_STAGE	R1 qokeey=heiß am Ende des Grades [HOT|END_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0700	oky	f79v	f79	f79v.12	8	8	1.000000	LAST	0	0	B	B	2	pshdy ofchdy qokedy qoteedy qokedy qoltedy qotedy oky	qotedy	1	LINE_EDGE	0	NONE	0	0	0	PRIOR_CLOSE_BEFORE_R1	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	heißer Ansatz am Anfang des Grades	erste Wärmestufe / heiß zu Beginn	erste Wärmestufe	C1_RECURRENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0701	ar	f79v	f79	f79v.13	2	9	0.125000	MIDDLE	0	0	B	B	2	dain ar olshey dytain qokain checthy okeedy qokeedy ror	dain	1	olshey	1	NONE	0	1	5	LINE_EDGE_AFTER_R1	RADIUS5_CENSORED	0	1	olshey	MATERIAL|MIDDLE_STAGE	R1 olshey=eingeweichte Drogenbasis, Mittelstufe [MATERIAL|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY]	MATERIA_OR_INGREDIENT	LEMMA_OR_INGREDIENT	0	Drogenfraktion I	Teil / Anteil	Anteil	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0702	chol	f79v	f79	f79v.17	3	10	0.222222	MIDDLE	0	0	B	B	2	qol sheey chol ol dar qokaiin cheekey qoky otain oram	sheey	1	ol	1	NONE	0	2	5	LINE_EDGE_AFTER_R2	RADIUS5_CENSORED	0	1	qoky	HOT|BEGIN_STAGE	R5 qoky=heiß am Anfang des Grades [HOT|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0703	ar	f79v	f79	f79v.33	2	12	0.090909	MIDDLE	0	0	B	B	2	por ar or yteey teey okar oshey qoky chey okeey ldy oral	por	1	or	1	NONE	0	0	5	STRICT_INITIAL_BEFORE_R1	RADIUS5_CENSORED	0	3	yteey|teey|oshey	COLD|PREPARATION|MIDDLE_STAGE|END_STAGE	R2 yteey=kühle hiervon bis zur Endstufe ab [END_STAGE;W3_SOLID_WORKING_THEORY] || R3 teey=kalt am Ende des Grades [COLD|END_STAGE;W3_SOLID_WORKING_THEORY] || R5 oshey=Ansatz bis zur mittleren Stufe eingeweicht [PREPARATION|MIDDLE_STAGE;W2_PROVISIONAL_WORKING]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Drogenfraktion I	Teil / Anteil	Anteil	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0704	sheol	f80r	f80	f80r.18	2	11	0.100000	MIDDLE	0	0	B	B	2	paiin sheol qokain chety qokeedy qokar shcthy qotol shecthy qokain olkam	paiin	0	qokain	1	NONE	0	0	5	STRICT_INITIAL_BEFORE_R1	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0705	oky	f80r	f80	f80r.23	13	14	0.923077	MIDDLE	0	0	B	B	2	yshey l shey kaiin lor aiiin shcthy pchey ty ol keedy tar oky lar	tar	1	lar	0	NONE	0	4	0	STRICT_INITIAL_BEFORE_R5	STRICT_INITIAL_BEFORE_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	heißer Ansatz am Anfang des Grades	erste Wärmestufe / heiß zu Beginn	erste Wärmestufe	C1_RECURRENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0706	s	f80r	f80	f80r.46	7	7	1.000000	LAST	0	1	B	B	2	qokain cheey olkain shedy qokain orol s	orol	1	LINE_EDGE	0	NONE	0	5	0	RADIUS5_CENSORED	LINE_EDGE_AFTER_R0	0	2	orol|olkain	HOT|AMOUNT|MATERIAL|LEVEL_II	L4 olkain=heißes Drogenmaterial, Grad II [HOT|MATERIAL|LEVEL_II;W3_SOLID_WORKING_THEORY] || L1 orol=Drogenstoffportion [AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0707	s	f80r	f80	f80r.51	3	11	0.200000	MIDDLE	0	0	B	B	2	talkl ol s al cheoly daiin otaly otain chey lkain olom	ol	1	al	0	NONE	0	2	5	LINE_EDGE_AFTER_R2	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	1	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0708	sheol	f80v	f80	f80v.8	5	9	0.500000	MIDDLE	0	0	B	B	2	olteedy qokaiin shedy qokain sheol qokchdy qokchdy qoty dy	qokain	1	qokchdy	1	NONE	0	3	4	PRIOR_CLOSE_BEFORE_R4	LINE_EDGE_AFTER_R4	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0709	ar	f80v	f80	f80v.13	2	6	0.200000	MIDDLE	0	0	B	B	2	lor ar ol olor chey koldy	lor	1	ol	1	NONE	0	0	4	STRICT_INITIAL_BEFORE_R1	LINE_EDGE_AFTER_R4	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Drogenfraktion I	Teil / Anteil	Anteil	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0710	ar	f80v	f80	f80v.41	3	10	0.222222	MIDDLE	0	0	B	B	2	tor arol ar shckhy lkol otol chedy qokain chckhy qokal	arol	0	shckhy	1	NONE	0	2	1	LINE_EDGE_AFTER_R2	STRICT_INITIAL_BEFORE_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Drogenfraktion I	Teil / Anteil	Anteil	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0711	chol	f81r	f81	f81r.2	5	8	0.571429	MIDDLE	0	0	B	B	2	dchey lshl alched qokol chol otar chedy oky	qokol	1	otar	1	NONE	0	2	3	STRICT_INITIAL_BEFORE_R3	LINE_EDGE_AFTER_R3	1	1	qokol	HOT|PROCESS	L1 qokol=erhitzen [HOT|PROCESS;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_PROCESS	INGREDIENT_OR_PROCESS_COMPLEMENT	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0712	oky	f81r	f81	f81r.2	8	8	1.000000	LAST	0	0	B	B	2	dchey lshl alched qokol chol otar chedy oky	chedy	1	LINE_EDGE	0	NONE	0	5	0	RADIUS5_CENSORED	LINE_EDGE_AFTER_R0	0	1	qokol	HOT|PROCESS	L4 qokol=erhitzen [HOT|PROCESS;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_PROCESS	INGREDIENT_OR_PROCESS_COMPLEMENT	0	heißer Ansatz am Anfang des Grades	erste Wärmestufe / heiß zu Beginn	erste Wärmestufe	C1_RECURRENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0713	chol	f81r	f81	f81r.10	1	6	0.000000	FIRST	0	0	B	B	2	chol dain otedy cheey qotain ly	LINE_EDGE	0	dain	1	NONE	0	0	4	LINE_EDGE_AFTER_R0	STRICT_INITIAL_BEFORE_R5	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0714	ar	f81r	f81	f81r.31	9	11	0.800000	MIDDLE	0	0	B	B	2	sol shedy ol lchedy shedy shy olkedy ches ar or oraiiin	ches	1	or	1	NONE	0	1	2	PRIOR_CLOSE_BEFORE_R2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Drogenfraktion I	Teil / Anteil	Anteil	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0715	oky	f81v	f81	f81v.11	4	11	0.300000	MIDDLE	0	0	B	B	2	yshey qokeey okeey oky ykeey qoky oky lky olchy ky dsholyd	okeey	1	ykeey	1	NONE	0	3	3	LINE_EDGE_AFTER_R3	STRICT_INITIAL_BEFORE_R4	1	3	qokeey|ykeey|qoky	HOT|PROCESS|BEGIN_STAGE|END_STAGE	L2 qokeey=heiß am Ende des Grades [HOT|END_STAGE;W3_SOLID_WORKING_THEORY] || R1 ykeey=erhitze hiervon bis zur Endstufe und schließe ab [HOT|PROCESS|END_STAGE;W3_SOLID_WORKING_THEORY] || R2 qoky=heiß am Anfang des Grades [HOT|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_PROCESS	INGREDIENT_OR_PROCESS_COMPLEMENT	0	heißer Ansatz am Anfang des Grades	erste Wärmestufe / heiß zu Beginn	erste Wärmestufe	C1_RECURRENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0716	oky	f81v	f81	f81v.25	12	12	1.000000	LAST	0	0	B	B	2	oshedy qotedy shol chedy y shchey ol chey qol chedy tchd oky	tchd	0	LINE_EDGE	0	NONE	0	5	0	RADIUS5_CENSORED	LINE_EDGE_AFTER_R0	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	heißer Ansatz am Anfang des Grades	erste Wärmestufe / heiß zu Beginn	erste Wärmestufe	C1_RECURRENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0717	sheol	f82v	f82	f82v.8	2	10	0.111111	MIDDLE	0	0	B	B	2	qokain sheol qoteedy chedy qokey qokedy qokol chedy chedy lchy	qokain	1	qoteedy	1	NONE	0	1	1	LINE_EDGE_AFTER_R1	CURRENT_CLOSE_INCLUDED_R1	1	1	qoteedy	COLD|CLOSE|END_STAGE	R1 qoteedy=kalt am Ende des Grades, abgeschlossen [COLD|CLOSE|END_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0718	oky	f82v	f82	f82v.18	10	10	1.000000	LAST	0	0	B	B	2	ykeedy qokeedy chedy qokar okeey lkedy qokal olkeedy qokeedy oky	qokeedy	1	LINE_EDGE	0	NONE	0	3	0	STRICT_INITIAL_BEFORE_R4	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	heißer Ansatz am Anfang des Grades	erste Wärmestufe / heiß zu Beginn	erste Wärmestufe	C1_RECURRENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0719	sheol	f82v	f82	f82v.25	2	8	0.142857	MIDDLE	0	0	B	B	2	qok sheol kechey qoty ral tchdarol sheytchdy qokal	qok	1	kechey	1	NONE	0	1	2	LINE_EDGE_AFTER_R1	STRICT_INITIAL_BEFORE_R3	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0720	oky	f82v	f82	f82v.31	6	9	0.625000	MIDDLE	0	0	B	B	2	qokeey r ain chey qolkain oky otaly qokal olshalsy	qolkain	1	otaly	1	NONE	0	5	3	RADIUS5_CENSORED	LINE_EDGE_AFTER_R3	0	1	qokeey	HOT|END_STAGE	L5 qokeey=heiß am Ende des Grades [HOT|END_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	1	heißer Ansatz am Anfang des Grades	erste Wärmestufe / heiß zu Beginn	erste Wärmestufe	C1_RECURRENT_EXPLORATORY	1	1	1	OPEN	0	0
