context_id	source_recipe	incoming_action	incoming_argument	scope_incoming_action	next_recipe	occurrence_count	event_ids	statement_ids	physical_pages	owners_de	actual_source_factor_gate_statuses	recomputed_source_factor_gate_status	source_context_gate_matches_actual
G448-C2074	OK+CHD+DY	OK	Y	NONE	NONE	1	G407-E1494	P1009-S083	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2075	OK+CHD+DY	R	Y	R	NONE	1	G407-E3085	P1009-S415	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2076	OK+CHD+DY	SH	OR	NONE	NONE	1	G407-E1561	P1009-S101	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2077	OK+CHD+DY	SH	Y	SH	NONE	1	G407-E3531	P1009-S520	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2078	OK+CHD+DY	T	Y	T	NONE	1	G407-E3140	P1009-S428	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2079	OK+CHD+DY+L	CHD	Y	CHD	NONE	1	G407-E2236	P1009-S265	f76r	unbebilderter Textabschnitt B	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2080	OK+CHD+S+DY	CHD	Y	NONE	NONE	1	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	FACTOR_AMBER_LOCAL_APPENDIX	FACTOR_AMBER_LOCAL_APPENDIX	YES
G448-C2081	OK+CHD+Y	CH	Y	CH	L+CHD+DY	1	G407-E3712	P1009-S576	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2082	OK+CHD+Y	K	Y	NONE	OK+E+DY	1	G407-E3646	P1009-S550	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2083	OK+CHD+Y	K	Y	NONE	OK+E+S+DY	1	G407-E2888	G404-S050	f81r	F81R_LOWER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2084	OK+CHD+Y	R	Y	R	OK+EE+DY	1	G407-E3578	P1009-S531	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2085	OK+E+AL	K	Y	K	SH+E+CH+K+D_ADDR+Y	1	G407-E3562	P1009-S525	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2086	OK+E+AR	CH	Y	CH	SH+EE+Y	1	G407-E2681	P1009-S382	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2087	OK+E+AR+CH+E+O+L	CH	Y	CH	AR+CH+EE+Y	1	G407-E3962	P1009-S596	f88v	erste Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2088	OK+E+CHD+DY	OK	Y	NONE	NONE	1	G407-E1761	P1009-S143	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2089	OK+E+CHD+DY	R	Y	R	NONE	1	G407-E2797	G404-S026	f81r	F81R_UPPER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2090	OK+E+DY	CH	Y	CH	NONE	1	G407-E2715	G404-S011	f81r	F81R_UPPER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2091	OK+E+DY	CHD	AIIN	NONE	NONE	1	G407-E3284	P1009-S458	f82r	mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2092	OK+E+DY	CHD	Y	CHD	NONE	6	G407-E2140|G407-E2885|G407-E3108|G407-E3250|G407-E3485|G407-E3647	G404-S048|P1009-S245|P1009-S421|P1009-S450|P1009-S506|P1009-S550	f76r|f81r|f81v|f82r|f83r	F81R_LOWER_POOL|Variantenatlas lokaler Becken und Anwendungen|gemeinsames zweireihiges Badfeld|mehrere getrennte Bad- und Leitungsstationen|unbebilderter Textabschnitt A8	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2093	OK+E+DY	K	AIIN	K	NONE	1	G407-E3053	P1009-S408	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2094	OK+E+DY	K	AIIN	NONE	NONE	1	G407-E2950	P1009-S387	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2095	OK+E+DY	K	NONE	NONE	NONE	1	G407-E4191	P1009-S616	f89r	Gefäß-/Pflanzenteilgruppe D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2096	OK+E+DY	K	Y	K	NONE	4	G407-E1877|G407-E2935|G407-E3565|G407-E3641	P1009-S190|P1009-S385|P1009-S525|P1009-S547	f76r|f81v|f83r	Variantenatlas lokaler Becken und Anwendungen|gemeinsames zweireihiges Badfeld|unbebilderter Textabschnitt A1	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2097	OK+E+DY	K	Y	NONE	NONE	1	G407-E1536	P1009-S094	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2098	OK+E+DY	NONE	NONE	NONE	NONE	1	G407-E1870	P1009-S189	f76r	unbebilderter Textabschnitt A1	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2099	OK+E+DY	OK	AIIN	NONE	NONE	2	G407-E2467|G407-E2505	P1009-S329|P1009-S340	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2100	OK+E+DY	OK	AIIN	OK	NONE	1	G407-E3055	P1009-S409	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2101	OK+E+DY	OK	AIN	NONE	NONE	2	G407-E1805|G407-E2288	P1009-S171|P1009-S275	f75r|f76r	großes Bad-/Stationsblatt mit dreieckiger Insel|unbebilderter Textabschnitt C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2102	OK+E+DY	OK	OR	NONE	NONE	1	G407-E2827	G404-S039	f81r	F81R_LOWER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2103	OK+E+DY	OK	Y	NONE	NONE	9	G407-E1537|G407-E1538|G407-E1539|G407-E1756|G407-E1765|G407-E1766|G407-E2349|G407-E3092|G407-E3566	P1009-S095|P1009-S096|P1009-S097|P1009-S140|P1009-S146|P1009-S147|P1009-S288|P1009-S418|P1009-S526	f75r|f76r|f81v|f83r	Variantenatlas lokaler Becken und Anwendungen|gemeinsames zweireihiges Badfeld|großes Bad-/Stationsblatt mit dreieckiger Insel|unbebilderter Textabschnitt D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2104	OK+E+DY	OK	Y	OK	NONE	8	G407-E1709|G407-E1817|G407-E1825|G407-E1861|G407-E3308|G407-E3634|G407-E3677|G407-E4474	G404-S068|P1009-S123|P1009-S175|P1009-S179|P1009-S185|P1009-S464|P1009-S545|P1009-S560	f75r|f76r|f82r|f83r|f95v	F95V_WHOLE_PLANT|Variantenatlas lokaler Becken und Anwendungen|großes Bad-/Stationsblatt mit dreieckiger Insel|mehrere getrennte Bad- und Leitungsstationen|unbebilderter Textabschnitt A0	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2105	OK+E+DY	P	OR	NONE	NONE	1	G407-E3529	P1009-S519	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2106	OK+E+DY	S	AIN	S	NONE	2	G407-E1804|G407-E2226	P1009-S170|P1009-S263	f75r|f76r	großes Bad-/Stationsblatt mit dreieckiger Insel|unbebilderter Textabschnitt B	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2107	OK+E+DY	S	Y	S	NONE	1	G407-E3574	P1009-S528	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2108	OK+E+DY	SH	AIIN	NONE	NONE	1	G407-E2907	G404-S053	f81r	F81R_LOWER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2109	OK+E+DY	SH	AIN	SH	NONE	1	G407-E2286	P1009-S273	f76r	unbebilderter Textabschnitt C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2110	OK+E+DY	SH	NONE	NONE	NONE	1	G407-E2035	P1009-S232	f76r	unbebilderter Textabschnitt A6	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2111	OK+E+DY	SH	Y	NONE	NONE	7	G407-E1790|G407-E1889|G407-E2347|G407-E3035|G407-E3091|G407-E3235|G407-E3663	P1009-S164|P1009-S195|P1009-S286|P1009-S401|P1009-S417|P1009-S448|P1009-S557	f75r|f76r|f81v|f82r|f83r	Variantenatlas lokaler Becken und Anwendungen|gemeinsames zweireihiges Badfeld|großes Bad-/Stationsblatt mit dreieckiger Insel|mehrere getrennte Bad- und Leitungsstationen|unbebilderter Textabschnitt A1|unbebilderter Textabschnitt D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2112	OK+E+DY	SH	Y	SH	NONE	7	G407-E1827|G407-E2436|G407-E2518|G407-E2818|G407-E3330|G407-E3518|G407-E3694	G404-S034|P1009-S180|P1009-S314|P1009-S343|P1009-S469|P1009-S514|P1009-S566	f75r|f77r|f81r|f82r|f83r	F81R_LOWER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen|Variantenatlas lokaler Becken und Anwendungen|großes Bad-/Stationsblatt mit dreieckiger Insel|mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2113	OK+E+DY	T	AIIN	T	NONE	1	G407-E4531	G404-S080	f95v	F95V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2114	OK+E+DY	T	Y	T	NONE	5	G407-E1497|G407-E1759|G407-E3164|G407-E3554|G407-E3637	P1009-S084|P1009-S141|P1009-S431|P1009-S522|P1009-S546	f75r|f81v|f83r	Variantenatlas lokaler Becken und Anwendungen|gemeinsames zweireihiges Badfeld|großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2115	OK+E+D_ADDR	OK	AIIN	OK	OK+EE+Y	1	G407-E1899	P1009-S197	f76r	unbebilderter Textabschnitt A2	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2116	OK+E+D_ADDR	SH	OR	NONE	OK+EE+S	1	G407-E1964	P1009-S211	f76r	unbebilderter Textabschnitt A4	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2117	OK+E+D_ADDR	SH	Y	NONE	OK+E+DY	1	G407-E1708	P1009-S123	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2118	OK+E+D_ADDR+AL+OR	K	Y	K	OK+AIIN	1	G407-E2386	P1009-S299	f76r	unbebilderter Textabschnitt D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2119	OK+E+D_ADDR+AR	SH	Y	SH	OL+CHD+DY	1	G407-E2218	P1009-S261	f76r	unbebilderter Textabschnitt B	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2120	OK+E+D_ADDR+OL	SH	Y	SH	SH+D_ADDR+Y	1	G407-E3617	P1009-S541	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2121	OK+E+D_ADDR+OR	T	AIN	NONE	SH+E+DY	1	G407-E2312	P1009-S279	f76r	unbebilderter Textabschnitt C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2122	OK+E+O	CH	Y	CH	SH+EE+Y	1	G407-E1118	P1009-S047	f71v	zweite lokale Figuren-/Sternringgruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2123	OK+E+O	CHD	Y	CHD	R	1	G407-E4029	P1009-S605	f88v	zweite Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2124	OK+E+O	K	OR	K	R	1	G407-E0937	P1009-S033	f67r2	zwei getrennte Himmelsräder und Tabelle	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2125	OK+E+O	NONE	AIIN	NONE	AIIN	1	G407-E1221	P1009-S057	f72r	Tierkreis-Ringgruppe D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2126	OK+E+O	OK	Y	OK	D_ADDR+AR	1	G407-E1102	P1009-S047	f71v	zweite lokale Figuren-/Sternringgruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2127	OK+E+O	OK	Y	OK	L+Y	1	G407-E3941	P1009-S595	f88v	erste Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2128	OK+E+O	S	AIIN	S	AIIN	1	G407-E4286	P1009-S622	f89r	Gefäß-/Pflanzenteilgruppe E	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2129	OK+E+O	S	AIIN	S	D_ADDR+AR	1	G407-E1170	P1009-S053	f72r	Tierkreis-Ringgruppe A	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2130	OK+E+O+AL	OK	AIIN	OK	S+AIIN	1	G407-E1256	P1009-S057	f72r	Tierkreis-Ringgruppe D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2131	OK+E+O+AM_ADDR	OK	AIIN	OK	CARRIER_Q+O+AIIN	1	G407-E3946	P1009-S595	f88v	erste Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2132	OK+E+O+AM_ADDR	S	OR	S	CH+EE+OR	1	G407-E3820	P1009-S590	f88r	sechzehn Drogenposten und drei Gefäßansätze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2133	OK+E+O+CH+Y	CH	Y	CH	O+AIIN	1	G407-E1010	P1009-S041	f67r2	zwei getrennte Himmelsräder und Tabelle	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2134	OK+E+O+D_ADDR+AL+Y	CHD	Y	NONE	OL	1	G407-E1146	P1009-S052	f72r	Tierkreis-Ringgruppe A	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2135	OK+E+O+D_ADDR+AL+Y	SH	AIIN	SH	OT+EE+Y	1	G407-E1087	P1009-S046	f71v	erste lokale Figuren-/Sternringgruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2136	OK+E+O+D_ADDR+Y	CH	OR	CH	D_ADDR+AR	1	G407-E3822	P1009-S590	f88r	sechzehn Drogenposten und drei Gefäßansätze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2137	OK+E+O+D_ADDR+Y	CH	Y	CH	AL	1	G407-E3983	P1009-S600	f88v	zweite Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2138	OK+E+O+D_ADDR+Y	CHD	Y	CHD	AL+AIIN	1	G407-E4076	P1009-S610	f89r	Gefäß-/Pflanzenteilgruppe A	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2139	OK+E+O+D_ADDR+Y	OK	AIIN	NONE	Y+K+EE+S+AN	1	G407-E0700	P1009-S024	f55v	große aromatische Doldenpflanze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2140	OK+E+O+D_ADDR+Y	OK	Y	OK	CH+OR	1	G407-E3986	P1009-S600	f88v	zweite Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2141	OK+E+O+D_ADDR+Y	OK	Y	OK	OL	1	G407-E4345	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2142	OK+E+O+D_ADDR+Y	S	Y	S	AL+Y	1	G407-E1340	P1009-S064	f72r	Tierkreis-Ringgruppe G	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2143	OK+E+O+D_ADDR+Y	SH	OR	SH	E+OL	1	G407-E1378	P1009-S067	f72r	Tierkreis-Ringgruppe H	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2144	OK+E+O+D_ADDR+Y	SH	OR	SH	OK+E+O	1	G407-E3940	P1009-S595	f88v	erste Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2145	OK+E+O+D_ADDR+Y	SH	Y	SH	D_ADDR+O+Y	1	G407-E4046	P1009-S606	f88v	zweite Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2146	OK+E+O+D_ADDR+Y	SH	Y	SH	OK+Y	1	G407-E3979	P1009-S600	f88v	zweite Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2147	OK+E+O+D_ADDR+Y	SH	Y	SH	SH+EE+Y	1	G407-E4295	P1009-S623	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2148	OK+E+O+S	NONE	NONE	NONE	AIIN	1	G407-E1416	P1009-S071	f72r	Tierkreis-Ringgruppe J	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2149	OK+E+O+S	SH	AIIN	SH	AL+AIIN	1	G407-E1319	P1009-S063	f72r	Tierkreis-Ringgruppe G	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2150	OK+E+O+S+AR	OK	Y	OK	OT+AIIN	1	G407-E1127	P1009-S049	f71v	dritte lokale Ringgruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2151	OK+E+O+Y	CH	Y	CH	S+AL	1	G407-E3368	P1009-S476	f82r	mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2152	OK+E+O+Y	OK	Y	OK	O+EE+Y	1	G407-E4372	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2153	OK+E+OL	CH	AIIN	CH	OL	1	G407-E4080	P1009-S610	f89r	Gefäß-/Pflanzenteilgruppe A	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2154	OK+E+OL	CH	Y	CH	CH+E+O+L	1	G407-E3827	P1009-S590	f88r	sechzehn Drogenposten und drei Gefäßansätze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2155	OK+E+OL	K	AIIN	K	SH+EE+Y	1	G407-E4332	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2156	OK+E+OL	K	Y	K	OK+E+Y	2	G407-E4249|G407-E4272	P1009-S620|P1009-S622	f89r	Gefäß-/Pflanzenteilgruppe E	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2157	OK+E+OL	K	Y	K	OL+Y	1	G407-E1227	P1009-S057	f72r	Tierkreis-Ringgruppe D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2158	OK+E+OL	K	Y	NONE	SH+E+OL	1	G407-E3169	P1009-S433	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2159	OK+E+OL	OK	Y	OK	AIIN	1	G407-E4314	P1009-S626	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2160	OK+E+OL	OK	Y	OK	CH+E+O+K+Y	1	G407-E1148	P1009-S052	f72r	Tierkreis-Ringgruppe A	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2161	OK+E+OL	OK	Y	OK	Y	1	G407-E4326	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2162	OK+E+OL	SH	Y	SH	AIIN	1	G407-E3178	P1009-S437	f82r	mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2163	OK+E+OL	SH	Y	SH	AL	1	G407-E4376	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2164	OK+E+OL	SH	Y	SH	CH+E+O	1	G407-E4320	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2165	OK+E+OL	SH	Y	SH	SH+O+Y	1	G407-E3871	P1009-S592	f88r	sechzehn Drogenposten und drei Gefäßansätze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2166	OK+E+OL	T	Y	T	CH+E+O+L	1	G407-E2173	P1009-S253	f76r	unbebilderter Textabschnitt A8	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2167	OK+E+OL+AIIN	T	Y	NONE	OT+EE+Y	1	G407-E1312	P1009-S063	f72r	Tierkreis-Ringgruppe G	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2168	OK+E+OR	CH	Y	CH	CH+E+T+CH+Y	1	G407-E3921	P1009-S594	f88r	sechzehn Drogenposten und drei Gefäßansätze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2169	OK+E+OR	CHD	OR	CHD	AR	1	G407-E2191	P1009-S254	f76r	unbebilderter Textabschnitt A8	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2170	OK+E+OR	OK	AIN	OK	SH+E+DY	1	G407-E1851	P1009-S184	f76r	unbebilderter Textabschnitt A0	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2171	OK+E+OR	OK	Y	OK	OK+EE+Y	1	G407-E4328	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2172	OK+E+OR	S	AIIN	S	OL	1	G407-E1210	P1009-S056	f72r	Tierkreis-Ringgruppe C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2173	OK+E+OR	SH	AIIN	NONE	OK+EE+DY	1	G407-E1948	P1009-S206	f76r	unbebilderter Textabschnitt A3	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2174	OK+E+OR	T	OR	T	Y+K+OL	1	G407-E0548	P1009-S019	f18r	große abgebildete Blütenpflanze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2175	OK+E+S+DY	CHD	Y	CHD	NONE	1	G407-E2889	G404-S050	f81r	F81R_LOWER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2176	OK+E+Y	CH	Y	CH	AIIN	1	G407-E4085	P1009-S610	f89r	Gefäß-/Pflanzenteilgruppe A	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2177	OK+E+Y	CH	Y	CH	S+AIN	1	G407-E3719	P1009-S577	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2178	OK+E+Y	CHD	Y	CHD	AL+AIIN	1	G407-E2119	P1009-S243	f76r	unbebilderter Textabschnitt A7	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2179	OK+E+Y	CHD	Y	CHD	AL+SH+E+DY	1	G407-E2046	P1009-S234	f76r	unbebilderter Textabschnitt A6	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C2180	OK+E+Y	CHD	Y	NONE	OL+Y	1	G407-E2014	P1009-S225	f76r	unbebilderter Textabschnitt A5	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
