paragraph	locus	index	raw	status	N	C	T	CT	row_status
f23r|f23r.4-f23r.5	f23r.5	2	qokchol	ASSUMED	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	recorded
f23r|f23r.4-f23r.5	f23r.5	3	ytym	UNREAD	[ungelesen: ytym]	[ungelesen: ytym]	[ungelesen: ytym]	[ungelesen: ytym]	recorded
f23r|f23r.4-f23r.5	f23r.5	4	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f23r|f23r.4-f23r.5	f23r.5	5	da[ir:in]	UNREAD	[ungelesen: da[ir:in]]	[ungelesen: da[ir:in]]	[ungelesen: da[ir:in]]	[ungelesen: da[ir:in]]	recorded
f23r|f23r.4-f23r.5	f23r.5	6	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f23r|f23r.4-f23r.5	f23r.5	7	ar	ASSUMED	Teil	Teil	Teil	Teil	recorded
f23r|f23r.4-f23r.5	f23r.5	8	ol	ASSUMED	mit	mit	mit	mit	recorded
f23r|f23r.4-f23r.5	f23r.5	9	ol	ASSUMED	mit	mit	mit	mit	recorded
f23r|f23r.4-f23r.5	f23r.5	10	dol	ASSUMED	Portion	Portion	Portion	Portion	recorded
f23r|f23r.4-f23r.5	f23r.5	11	dain	ASSUMED	Dosis P	Dosis P	Dosis P	Dosis P	recorded
f24r|f24r.1-f24r.20	f24r.1	1	por	ASSUMED	Zubereitungsmenge	Zubereitungsmenge	Zubereitungsmenge	Zubereitungsmenge	recorded
f24r|f24r.1-f24r.20	f24r.1	2	or	ASSUMED	Anteil	Anteil	Anteil	Anteil	recorded
f24r|f24r.1-f24r.20	f24r.1	3	y	ASSUMED	und	und	und	und	recorded
f24r|f24r.1-f24r.20	f24r.1	4	chor	ASSUMED	Blüten	Blüten	Blüten	Blüten	recorded
f24r|f24r.1-f24r.20	f24r.1	5	opchar	UNREAD	[ungelesen: opchar]	[ungelesen: opchar]	[ungelesen: opchar]	[ungelesen: opchar]	recorded
f24r|f24r.1-f24r.20	f24r.1	6	she	ASSUMED	lasse stehen	lasse stehen	lasse stehen	lasse stehen	recorded
f24r|f24r.1-f24r.20	f24r.1	7	cheol	ASSUMED	flüssige Zubereitung	flüssige Zubereitung	flüssige Zubereitung	flüssige Zubereitung	recorded
f24r|f24r.1-f24r.20	f24r.1	8	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.1	9	or	ASSUMED	Anteil	Anteil	Anteil	Anteil	recorded
f24r|f24r.1-f24r.20	f24r.2	1	qotaiin	UNREAD	[ungelesen: qotaiin]	[ungelesen: qotaiin]	[ungelesen: qotaiin]	[ungelesen: qotaiin]	recorded
f24r|f24r.1-f24r.20	f24r.2	2	char	ASSUMED	Blütenanteil	Blütenanteil	Blütenanteil	Blütenanteil	recorded
f24r|f24r.1-f24r.20	f24r.2	3	odaiin	ASSUMED	zusätzliche Dosis Q	zusätzliche Dosis Q	zusätzliche Dosis Q	zusätzliche Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.2	4	okai{ikh}al	UNREAD	[ungelesen: okai{ikh}al]	[ungelesen: okai{ikh}al]	[ungelesen: okai{ikh}al]	[ungelesen: okai{ikh}al]	recorded
f24r|f24r.1-f24r.20	f24r.2	5	oky	ASSUMED	warm	warm	warm	warm	recorded
f24r|f24r.1-f24r.20	f24r.3	1	ycthar	UNREAD	[ungelesen: ycthar]	[ungelesen: ycthar]	[ungelesen: ycthar]	[ungelesen: ycthar]	recorded
f24r|f24r.1-f24r.20	f24r.3	2	cthal	ASSUMED	Kräuterstück	Kräuterstück	Kräuterstück	Kräuterstück	recorded
f24r|f24r.1-f24r.20	f24r.3	3	okol	ASSUMED	Grundansatz	Grundansatz	Grundansatz	Grundansatz	recorded
f24r|f24r.1-f24r.20	f24r.3	4	qotar	ASSUMED	abgeteilter Anteil	abgeteilter Anteil	abgeteilter Anteil	abgeteilter Anteil	recorded
f24r|f24r.1-f24r.20	f24r.3	5	ckhy	ASSUMED	stampfe	stampfe	stampfe	stampfe	recorded
f24r|f24r.1-f24r.20	f24r.4	1	or	ASSUMED	Anteil	Anteil	Anteil	Anteil	recorded
f24r|f24r.1-f24r.20	f24r.4	2	chckhaly	UNREAD	[ungelesen: chckhaly]	[ungelesen: chckhaly]	[ungelesen: chckhaly]	[ungelesen: chckhaly]	recorded
f24r|f24r.1-f24r.20	f24r.4	3	cthar	ASSUMED	kleine Kräuterportion	kleine Kräuterportion	kleine Kräuterportion	kleine Kräuterportion	recorded
f24r|f24r.1-f24r.20	f24r.4	4	eeor	UNREAD	[ungelesen: eeor]	[ungelesen: eeor]	[ungelesen: eeor]	[ungelesen: eeor]	recorded
f24r|f24r.1-f24r.20	f24r.4	5	chees	UNREAD	[ungelesen: chees]	[ungelesen: chees]	[ungelesen: chees]	[ungelesen: chees]	recorded
f24r|f24r.1-f24r.20	f24r.4	6	da	UNREAD	[ungelesen: da]	[ungelesen: da]	[ungelesen: da]	[ungelesen: da]	recorded
f24r|f24r.1-f24r.20	f24r.5	1	qodar	UNREAD	[ungelesen: qodar]	[ungelesen: qodar]	[ungelesen: qodar]	[ungelesen: qodar]	recorded
f24r|f24r.1-f24r.20	f24r.5	2	cho	ASSUMED	Inneres	Inneres	Inneres	Inneres	recorded
f24r|f24r.1-f24r.20	f24r.5	3	r	ASSUMED	darauf	darauf	darauf	darauf	recorded
f24r|f24r.1-f24r.20	f24r.5	4	chey	ASSUMED	prüfe	prüfe	prüfe	prüfe	recorded
f24r|f24r.1-f24r.20	f24r.5	5	cthy	ASSUMED	Kraut	Kraut	Kraut	Kraut	recorded
f24r|f24r.1-f24r.20	f24r.5	6	cthe	UNREAD	[ungelesen: cthe]	[ungelesen: cthe]	[ungelesen: cthe]	[ungelesen: cthe]	recorded
f24r|f24r.1-f24r.20	f24r.5	7	keom	UNREAD	[ungelesen: keom]	[ungelesen: keom]	[ungelesen: keom]	[ungelesen: keom]	recorded
f24r|f24r.1-f24r.20	f24r.6	1	oeeeos	UNREAD	[ungelesen: oeeeos]	[ungelesen: oeeeos]	[ungelesen: oeeeos]	[ungelesen: oeeeos]	recorded
f24r|f24r.1-f24r.20	f24r.6	2	cthor	ASSUMED	Krautanteil	Krautanteil	Krautanteil	Krautanteil	recorded
f24r|f24r.1-f24r.20	f24r.6	3	otal	ASSUMED	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.6	4	qocthol	UNREAD	[ungelesen: qocthol]	[ungelesen: qocthol]	[ungelesen: qocthol]	[ungelesen: qocthol]	recorded
f24r|f24r.1-f24r.20	f24r.6	5	qoky	ASSUMED	erwärme mäßig	erwärme mäßig	erwärme mäßig	erwärme mäßig	recorded
f24r|f24r.1-f24r.20	f24r.7	1	q@145;kar	UNREAD	[ungelesen: q@145;kar]	[ungelesen: q@145;kar]	[ungelesen: q@145;kar]	[ungelesen: q@145;kar]	recorded
f24r|f24r.1-f24r.20	f24r.7	2	chtar	UNREAD	[ungelesen: chtar]	[ungelesen: chtar]	[ungelesen: chtar]	[ungelesen: chtar]	recorded
f24r|f24r.1-f24r.20	f24r.7	3	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.7	4	cheor	ASSUMED	Auszug	Auszug	Auszug	Auszug	recorded
f24r|f24r.1-f24r.20	f24r.7	5	cthol	ASSUMED	Krautpulver	Krautpulver	Krautpulver	Krautpulver	recorded
f24r|f24r.1-f24r.20	f24r.7	6	qodol	UNREAD	[ungelesen: qodol]	[ungelesen: qodol]	[ungelesen: qodol]	[ungelesen: qodol]	recorded
f24r|f24r.1-f24r.20	f24r.8	1	ychor	ASSUMED	ferner	ferner	ferner	ferner	recorded
f24r|f24r.1-f24r.20	f24r.8	2	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.8	3	om	UNREAD	[ungelesen: om]	[ungelesen: om]	[ungelesen: om]	[ungelesen: om]	recorded
f24r|f24r.1-f24r.20	f24r.8	4	qoear	UNREAD	[ungelesen: qoear]	[ungelesen: qoear]	[ungelesen: qoear]	[ungelesen: qoear]	recorded
f24r|f24r.1-f24r.20	f24r.8	5	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.8	6	qokeol	ASSUMED	erhitzte Flüssigkeit	erhitzte Flüssigkeit	erhitzte Flüssigkeit	erhitzte Flüssigkeit	recorded
f24r|f24r.1-f24r.20	f24r.9	1	odaiin	ASSUMED	zusätzliche Dosis Q	zusätzliche Dosis Q	zusätzliche Dosis Q	zusätzliche Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.9	2	ckham	UNREAD	[ungelesen: ckham]	[ungelesen: ckham]	[ungelesen: ckham]	[ungelesen: ckham]	recorded
f24r|f24r.1-f24r.20	f24r.9	3	qodai{ikh}y	UNREAD	[ungelesen: qodai{ikh}y]	[ungelesen: qodai{ikh}y]	[ungelesen: qodai{ikh}y]	[ungelesen: qodai{ikh}y]	recorded
f24r|f24r.1-f24r.20	f24r.9	4	dol	ASSUMED	Portion	Portion	Portion	Portion	recorded
f24r|f24r.1-f24r.20	f24r.9	5	dal	ASSUMED	Maß	Maß	Maß	Maß	recorded
f24r|f24r.1-f24r.20	f24r.10	1	q[?:e]or	UNREAD	[ungelesen: q[?:e]or]	[ungelesen: q[?:e]or]	[ungelesen: q[?:e]or]	[ungelesen: q[?:e]or]	recorded
f24r|f24r.1-f24r.20	f24r.10	2	cfhar	UNREAD	[ungelesen: cfhar]	[ungelesen: cfhar]	[ungelesen: cfhar]	[ungelesen: cfhar]	recorded
f24r|f24r.1-f24r.20	f24r.10	3	chor	ASSUMED	Blüten	Blüten	Blüten	Blüten	recorded
f24r|f24r.1-f24r.20	f24r.10	4	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.10	5	am	UNREAD	[ungelesen: am]	[ungelesen: am]	[ungelesen: am]	[ungelesen: am]	recorded
f24r|f24r.1-f24r.20	f24r.10	6	chotaiin	UNREAD	[ungelesen: chotaiin]	[ungelesen: chotaiin]	[ungelesen: chotaiin]	[ungelesen: chotaiin]	recorded
f24r|f24r.1-f24r.20	f24r.10	7	dy	ASSUMED	fertig	fertig	fertig	fertig	recorded
f24r|f24r.1-f24r.20	f24r.11	1	sar	ASSUMED	je Teil	je Teil	je Teil	je Teil	recorded
f24r|f24r.1-f24r.20	f24r.11	2	cheoiees	UNREAD	[ungelesen: cheoiees]	[ungelesen: cheoiees]	[ungelesen: cheoiees]	[ungelesen: cheoiees]	recorded
f24r|f24r.1-f24r.20	f24r.11	3	okeem	UNREAD	[ungelesen: okeem]	[ungelesen: okeem]	[ungelesen: okeem]	[ungelesen: okeem]	recorded
f24r|f24r.1-f24r.20	f24r.11	4	cheor	ASSUMED	Auszug	Auszug	Auszug	Auszug	recorded
f24r|f24r.1-f24r.20	f24r.11	5	qokain	ASSUMED	erwärmte Dosis P	erwärmte Dosis P	erwärmte Dosis P	erwärmte Dosis P	recorded
f24r|f24r.1-f24r.20	f24r.12	1	qokchy	ASSUMED	mische ein	mische ein	mische ein	mische ein	recorded
f24r|f24r.1-f24r.20	f24r.12	2	qotchy	ASSUMED	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	recorded
f24r|f24r.1-f24r.20	f24r.12	3	tol	ASSUMED	kühles Material [nominale Qualität: Stoffkonstitution]	kühles Material [nominale Qualität: Stoffkonstitution]	kühles Material [nominale Qualität: Stoffkonstitution]	kühles Material [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.12	4	tod	ASSUMED	kalter Rest [nominale Qualität: Stoffkonstitution]	kalter Rest [nominale Qualität: Stoffkonstitution]	kalter Rest [nominale Qualität: Stoffkonstitution]	kalter Rest [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.12	5	ckhy	ASSUMED	stampfe	stampfe	stampfe	stampfe	recorded
f24r|f24r.1-f24r.20	f24r.13	1	oees	ASSUMED	gemischt	gemischt	gemischt	gemischt	recorded
f24r|f24r.1-f24r.20	f24r.13	2	ol	ASSUMED	mit	mit	mit	mit	recorded
f24r|f24r.1-f24r.20	f24r.13	3	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.13	4	chey	ASSUMED	prüfe	prüfe	prüfe	prüfe	recorded
f24r|f24r.1-f24r.20	f24r.13	5	chcth	UNREAD	[ungelesen: chcth]	[ungelesen: chcth]	[ungelesen: chcth]	[ungelesen: chcth]	recorded
f24r|f24r.1-f24r.20	f24r.13	6	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.13	7	ar	ASSUMED	Teil	Teil	Teil	Teil	recorded
f24r|f24r.1-f24r.20	f24r.14	1	qor	UNREAD	[ungelesen: qor]	[ungelesen: qor]	[ungelesen: qor]	[ungelesen: qor]	recorded
f24r|f24r.1-f24r.20	f24r.14	2	cheey	ASSUMED	zerreibe fein	zerreibe fein	zerreibe fein	zerreibe fein	recorded
f24r|f24r.1-f24r.20	f24r.14	3	qod	UNREAD	[ungelesen: qod]	[ungelesen: qod]	[ungelesen: qod]	[ungelesen: qod]	recorded
f24r|f24r.1-f24r.20	f24r.14	4	char	ASSUMED	Blütenanteil	Blütenanteil	Blütenanteil	Blütenanteil	recorded
f24r|f24r.1-f24r.20	f24r.14	5	cthal	ASSUMED	Kräuterstück	Kräuterstück	Kräuterstück	Kräuterstück	recorded
f24r|f24r.1-f24r.20	f24r.15	1	ockhoees	UNREAD	[ungelesen: ockhoees]	[ungelesen: ockhoees]	[ungelesen: ockhoees]	[ungelesen: ockhoees]	recorded
f24r|f24r.1-f24r.20	f24r.15	2	oeees	UNREAD	[ungelesen: oeees]	[ungelesen: oeees]	[ungelesen: oeees]	[ungelesen: oeees]	recorded
f24r|f24r.1-f24r.20	f24r.15	3	ol	ASSUMED	mit	mit	mit	mit	recorded
f24r|f24r.1-f24r.20	f24r.15	4	dal	ASSUMED	Maß	Maß	Maß	Maß	recorded
f24r|f24r.1-f24r.20	f24r.15	5	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.16	1	sham	ASSUMED	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.16	2	okeal	UNREAD	[ungelesen: okeal]	[ungelesen: okeal]	[ungelesen: okeal]	[ungelesen: okeal]	recorded
f24r|f24r.1-f24r.20	f24r.16	3	dal	ASSUMED	Maß	Maß	Maß	Maß	recorded
f24r|f24r.1-f24r.20	f24r.16	4	dam	ASSUMED	Restmenge	Restmenge	Restmenge	Restmenge	recorded
f24r|f24r.1-f24r.20	f24r.16	5	dal	ASSUMED	Maß	Maß	Maß	Maß	recorded
f24r|f24r.1-f24r.20	f24r.17	1	sshey	UNREAD	[ungelesen: sshey]	[ungelesen: sshey]	[ungelesen: sshey]	[ungelesen: sshey]	recorded
f24r|f24r.1-f24r.20	f24r.17	2	otam	ASSUMED	Ansatzmasse	Ansatzmasse	Ansatzmasse	Ansatzmasse	recorded
f24r|f24r.1-f24r.20	f24r.17	3	sham	ASSUMED	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.17	4	cthoj	UNREAD	[ungelesen: cthoj]	[ungelesen: cthoj]	[ungelesen: cthoj]	[ungelesen: cthoj]	recorded
f24r|f24r.1-f24r.20	f24r.17	5	oky	ASSUMED	warm	warm	warm	warm	recorded
f24r|f24r.1-f24r.20	f24r.18	1	ycheol	ASSUMED	danach	danach	danach	danach	recorded
f24r|f24r.1-f24r.20	f24r.18	2	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f24r|f24r.1-f24r.20	f24r.18	3	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.18	4	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f24r|f24r.1-f24r.20	f24r.18	5	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.19	1	yol	UNREAD	[ungelesen: yol]	[ungelesen: yol]	[ungelesen: yol]	[ungelesen: yol]	recorded
f24r|f24r.1-f24r.20	f24r.19	2	kol	UNREAD	[ungelesen: kol]	[ungelesen: kol]	[ungelesen: kol]	[ungelesen: kol]	recorded
f24r|f24r.1-f24r.20	f24r.19	3	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f24r|f24r.1-f24r.20	f24r.19	4	shom	UNREAD	[ungelesen: shom]	[ungelesen: shom]	[ungelesen: shom]	[ungelesen: shom]	recorded
f24r|f24r.1-f24r.20	f24r.19	5	otacphy	UNREAD	[ungelesen: otacphy]	[ungelesen: otacphy]	[ungelesen: otacphy]	[ungelesen: otacphy]	recorded
f24r|f24r.1-f24r.20	f24r.20	1	sam	UNREAD	[ungelesen: sam]	[ungelesen: sam]	[ungelesen: sam]	[ungelesen: sam]	recorded
f24r|f24r.1-f24r.20	f24r.20	2	chorly	UNREAD	[ungelesen: chorly]	[ungelesen: chorly]	[ungelesen: chorly]	[ungelesen: chorly]	recorded
f45v|f45v.5-f45v.11	f45v.5	1	qotol	ASSUMED	kalter Ansatz [nominale Qualität: Stoffkonstitution]	kalter Ansatz [nominale Qualität: Stoffkonstitution]	kalter Ansatz [nominale Qualität: Stoffkonstitution]	kalter Ansatz [nominale Qualität: Stoffkonstitution]	recorded
f45v|f45v.5-f45v.11	f45v.5	2	choiin	UNREAD	[ungelesen: choiin]	[ungelesen: choiin]	[ungelesen: choiin]	[ungelesen: choiin]	recorded
f45v|f45v.5-f45v.11	f45v.5	3	okchar	UNREAD	[ungelesen: okchar]	[ungelesen: okchar]	[ungelesen: okchar]	[ungelesen: okchar]	recorded
f45v|f45v.5-f45v.11	f45v.5	4	dar	ASSUMED	Teilmenge	Teilmenge	Teilmenge	Teilmenge	recorded
f45v|f45v.5-f45v.11	f45v.5	5	oty	ASSUMED	kühl	kühl	kühle	kühle	recorded
f45v|f45v.5-f45v.11	f45v.5	6	shoto	UNREAD	[ungelesen: shoto]	[ungelesen: shoto]	[ungelesen: shoto]	[ungelesen: shoto]	recorded
f45v|f45v.5-f45v.11	f45v.5	7	dol	ASSUMED	Portion	Portion	Portion	Portion	recorded
f45v|f45v.5-f45v.11	f45v.5	8	py	UNREAD	[ungelesen: py]	[ungelesen: py]	[ungelesen: py]	[ungelesen: py]	recorded
f45v|f45v.5-f45v.11	f45v.5	9	otytam	UNREAD	[ungelesen: otytam]	[ungelesen: otytam]	[ungelesen: otytam]	[ungelesen: otytam]	recorded
f45v|f45v.5-f45v.11	f45v.6	1	?s	UNREAD	[ungelesen: ?s]	[ungelesen: ?s]	[ungelesen: ?s]	[ungelesen: ?s]	recorded
f45v|f45v.5-f45v.11	f45v.6	2	aiin	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f45v|f45v.5-f45v.11	f45v.6	3	cphor	UNREAD	[ungelesen: cphor]	[ungelesen: cphor]	[ungelesen: cphor]	[ungelesen: cphor]	recorded
f45v|f45v.5-f45v.11	f45v.6	4	qok{cy}	UNREAD	[ungelesen: qok{cy}]	[ungelesen: qok{cy}]	[ungelesen: qok{cy}]	[ungelesen: qok{cy}]	recorded
f45v|f45v.5-f45v.11	f45v.6	5	tod	ASSUMED	kalter Rest [nominale Qualität: Stoffkonstitution]	kalter Rest [nominale Qualität: Stoffkonstitution]	kalter Rest [nominale Qualität: Stoffkonstitution]	kalter Rest [nominale Qualität: Stoffkonstitution]	recorded
f45v|f45v.5-f45v.11	f45v.6	6	ytchdy	UNREAD	[ungelesen: ytchdy]	[ungelesen: ytchdy]	[ungelesen: ytchdy]	[ungelesen: ytchdy]	recorded
f45v|f45v.5-f45v.11	f45v.6	7	dy	ASSUMED	fertig	fertig	fertig	fertig	recorded
f45v|f45v.5-f45v.11	f45v.6	8	dy	ASSUMED	fertig	fertig	fertig	fertig	recorded
f45v|f45v.5-f45v.11	f45v.6	9	cheg	UNREAD	[ungelesen: cheg]	[ungelesen: cheg]	[ungelesen: cheg]	[ungelesen: cheg]	recorded
f45v|f45v.5-f45v.11	f45v.7	1	tchtcho	UNREAD	[ungelesen: tchtcho]	[ungelesen: tchtcho]	[ungelesen: tchtcho]	[ungelesen: tchtcho]	recorded
f45v|f45v.5-f45v.11	f45v.7	2	kchol	ASSUMED	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	recorded
f45v|f45v.5-f45v.11	f45v.7	3	dshy	UNREAD	[ungelesen: dshy]	[ungelesen: dshy]	[ungelesen: dshy]	[ungelesen: dshy]	recorded
f45v|f45v.5-f45v.11	f45v.7	4	o	ASSUMED	und	und	und	und	recorded
f45v|f45v.5-f45v.11	f45v.7	5	tyol	UNREAD	[ungelesen: tyol]	[ungelesen: tyol]	[ungelesen: tyol]	[ungelesen: tyol]	recorded
f45v|f45v.5-f45v.11	f45v.7	6	ytchom	UNREAD	[ungelesen: ytchom]	[ungelesen: ytchom]	[ungelesen: ytchom]	[ungelesen: ytchom]	recorded
f45v|f45v.5-f45v.11	f45v.8	1	yksheor	UNREAD	[ungelesen: yksheor]	[ungelesen: yksheor]	[ungelesen: yksheor]	[ungelesen: yksheor]	recorded
f45v|f45v.5-f45v.11	f45v.8	2	odal	ASSUMED	abgemessener Anteil	abgemessener Anteil	abgemessener Anteil	abgemessener Anteil	recorded
f45v|f45v.5-f45v.11	f45v.8	3	sho	ASSUMED	Flüssigkeit	Flüssigkeit	Flüssigkeit	Flüssigkeit	recorded
f45v|f45v.5-f45v.11	f45v.8	4	dy	ASSUMED	fertig	fertig	fertig	fertig	recorded
f45v|f45v.5-f45v.11	f45v.8	5	pchom	UNREAD	[ungelesen: pchom]	[ungelesen: pchom]	[ungelesen: pchom]	[ungelesen: pchom]	recorded
f45v|f45v.5-f45v.11	f45v.8	6	otor	ASSUMED	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	recorded
f45v|f45v.5-f45v.11	f45v.8	7	oa[iir:iin]	UNREAD	[ungelesen: oa[iir:iin]]	[ungelesen: oa[iir:iin]]	[ungelesen: oa[iir:iin]]	[ungelesen: oa[iir:iin]]	recorded
f45v|f45v.5-f45v.11	f45v.9	1	ychor	ASSUMED	ferner	ferner	ferner	ferner	recorded
f45v|f45v.5-f45v.11	f45v.9	2	cthy	ASSUMED	Kraut	Kraut	Kraut	Kraut	recorded
f45v|f45v.5-f45v.11	f45v.9	3	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f45v|f45v.5-f45v.11	f45v.9	4	qokom	ASSUMED	erwärme portionsweise	erwärme portionsweise	erwärme portionsweise	erwärme portionsweise	recorded
f45v|f45v.5-f45v.11	f45v.9	5	sy	ASSUMED	abgesetzt	abgesetzt	abgesetzt	abgesetzt	recorded
f45v|f45v.5-f45v.11	f45v.9	6	sa	UNREAD	[ungelesen: sa]	[ungelesen: sa]	[ungelesen: sa]	[ungelesen: sa]	recorded
f45v|f45v.5-f45v.11	f45v.9	7	ykchom	UNREAD	[ungelesen: ykchom]	[ungelesen: ykchom]	[ungelesen: ykchom]	[ungelesen: ykchom]	recorded
f45v|f45v.5-f45v.11	f45v.10	1	dshor	UNREAD	[ungelesen: dshor]	[ungelesen: dshor]	[ungelesen: dshor]	[ungelesen: dshor]	recorded
f45v|f45v.5-f45v.11	f45v.10	2	otshy	UNREAD	[ungelesen: otshy]	[ungelesen: otshy]	[ungelesen: otshy]	[ungelesen: otshy]	recorded
f45v|f45v.5-f45v.11	f45v.10	3	oky	ASSUMED	warm	warm	warm	warm	recorded
f45v|f45v.5-f45v.11	f45v.10	4	tsholol	UNREAD	[ungelesen: tsholol]	[ungelesen: tsholol]	[ungelesen: tsholol]	[ungelesen: tsholol]	recorded
f45v|f45v.5-f45v.11	f45v.10	5	ytchord	UNREAD	[ungelesen: ytchord]	[ungelesen: ytchord]	[ungelesen: ytchord]	[ungelesen: ytchord]	recorded
f45v|f45v.5-f45v.11	f45v.11	1	or	ASSUMED	Anteil	Anteil	Anteil	Anteil	recorded
f45v|f45v.5-f45v.11	f45v.11	2	chor	ASSUMED	Blüten	Blüten	Blüten	Blüten	recorded
f45v|f45v.5-f45v.11	f45v.11	3	ytchy	UNREAD	[ungelesen: ytchy]	[ungelesen: ytchy]	[ungelesen: ytchy]	[ungelesen: ytchy]	recorded
f45v|f45v.5-f45v.11	f45v.11	4	doiin	UNREAD	[ungelesen: doiin]	[ungelesen: doiin]	[ungelesen: doiin]	[ungelesen: doiin]	recorded
f45v|f45v.5-f45v.11	f45v.11	5	dcholdy	UNREAD	[ungelesen: dcholdy]	[ungelesen: dcholdy]	[ungelesen: dcholdy]	[ungelesen: dcholdy]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	1	poldaiin	UNREAD	[ungelesen: poldaiin]	[ungelesen: poldaiin]	[ungelesen: poldaiin]	[ungelesen: poldaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	2	shea	UNREAD	[ungelesen: shea]	[ungelesen: shea]	[ungelesen: shea]	[ungelesen: shea]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	3	teraiin	UNREAD	[ungelesen: teraiin]	[ungelesen: teraiin]	[ungelesen: teraiin]	[ungelesen: teraiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	4	otcho	UNREAD	[ungelesen: otcho]	[ungelesen: otcho]	[ungelesen: otcho]	[ungelesen: otcho]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	5	lkaiin	UNREAD	[ungelesen: lkaiin]	[ungelesen: lkaiin]	[ungelesen: lkaiin]	[ungelesen: lkaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	6	os	ASSUMED	zusammen	zusammen	zusammen	zusammen	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	7	al	ASSUMED	davon	davon	davon	davon	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	8	ody	ASSUMED	Endprodukt	Endprodukt	Endprodukt	Endprodukt	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	9	qotar	ASSUMED	abgeteilter Anteil	abgeteilter Anteil	abgeteilter Anteil	abgeteilter Anteil	recorded
