gdt466_label_id	gdt465_label_id	gdt464_label_id	gdt463_label_id	source_event_id	physical_page	register	locus	owner_de	surface	content_class	gdt463_hybrid_status	gdt464_hybrid_status	surface_segmentation	prefix_stem	prefix_recipe	internal_stem_trace	suffix_stem	suffix_recipe	owner_family_stem_trace	known_function_character_count	remaining_learned_character_count	surface_character_count	known_function_fraction	ordered_function_recipe_trace	revised_short_default_de	gdt464_change	strongest_rival	image_object_id	review_image_sha256	gdt465_hybrid_status	gdt465_change	gdt465_decision_evidence	gdt466_hybrid_status	gdt466_change	gdt466_decision_evidence
G466-L060	G465-L060	G464-L060	G463-L060	P1008-E0424	f72r	CELESTIAL	f72r3.25	lokale Kennung für Tierkreis-Ringgruppe H	olfsheoral	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ol	OL	3:sh=SH	al	AL	NONE	6	4	10	0.600000	OL+SH+AL	FORTSETZEN · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L061	G465-L061	G464-L061	G463-L061	P1008-E0452	f72r	CELESTIAL	f72r3.27	lokale Kennung für Tierkreis-Ringgruppe I	opalal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	2:al=AL	al	AL	ala=STERNSTELLENFAMILIE|pa=STERNSTELLENFAMILIE|opal=STERNSTELLENFAMILIE	4	2	6	0.666667	AL+AL	[STERNSTELLENNAME:op] · ZIELORT · ZIELORT	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L062	G465-L062	G464-L062	G463-L062	P1008-E0453	f72r	CELESTIAL	f72r3.28	lokale Kennung für Tierkreis-Ringgruppe I	yfary	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	2:ar=AR	NONE	NONE	NONE	2	3	5	0.400000	AR	[STERNSTELLENNAME:yf] · AUSGANG · [STERNSTELLENNAME:y]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L063	G465-L063	G464-L063	G463-L063	P1008-E0454	f72r	CELESTIAL	f72r3.29	lokale Kennung für Tierkreis-Ringgruppe I	oraiiral	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	or	OR	NONE	al	AL	raii=STERNSTELLENFAMILIE	4	4	8	0.500000	OR+AL	EINHEIT · [STERNSTELLENNAME:aiir] · ZIELORT	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L064	G465-L064	G464-L064	G463-L064	P1008-E0455	f72r	CELESTIAL	f72r3.30	lokale Kennung für Tierkreis-Ringgruppe I	ytoar	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	ar	AR	NONE	2	3	5	0.400000	AR	[STERNSTELLENNAME:yto] · AUSGANG	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L065	G465-L065	G464-L065	G463-L065	P1008-E0457	f72r	CELESTIAL	f72r3.31	lokale Kennung für Tierkreis-Ringgruppe I	octho	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	1:cth=CH+T	NONE	NONE	NONE	3	2	5	0.600000	CH+T	[STERNSTELLENNAME:o] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L066	G465-L066	G464-L066	G463-L066	P1008-E0459	f72r	CELESTIAL	f72r3.33	lokale Kennung für Tierkreis-Ringgruppe I	oletal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ol	OL	NONE	al	AL	tal=STERNSTELLENFAMILIE	4	2	6	0.666667	OL+AL	FORTSETZEN · [STERNSTELLENNAME:et] · ZIELORT	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L067	G465-L067	G464-L067	G463-L067	P1003-E0081	f77r	BIOLOGICAL	f77r.1	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	darchdar	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	1:ar=AR	ar	AR	NONE	4	4	8	0.500000	AR+AR	[BADSTATIONSNAME:d] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006212	6bcedcaccc8107da32d6d1ca950b96708b529538d7902a2108398a3c0b9327df	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L068	G465-L068	G464-L068	G463-L068	P1003-E0082	f77r	BIOLOGICAL	f77r.2	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	olkchs	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ol	OL	NONE	NONE	NONE	NONE	2	4	6	0.333333	OL	FORTSETZEN · [BADSTATIONSNAME:kchs]	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006212	6bcedcaccc8107da32d6d1ca950b96708b529538d7902a2108398a3c0b9327df	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L069	G465-L069	G464-L069	G463-L069	P1003-E0084	f77r	BIOLOGICAL	f77r.4	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	otork	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ot	OT	NONE	NONE	NONE	NONE	2	3	5	0.400000	OT	DANACH · [BADSTATIONSNAME:ork]	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006212	6bcedcaccc8107da32d6d1ca950b96708b529538d7902a2108398a3c0b9327df	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L070	G465-L070	G464-L070	G463-L070	P1003-E0087	f77r	BIOLOGICAL	f77r.7	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	soral	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	al	AL	NONE	2	3	5	0.400000	AL	[BADSTATIONSNAME:sor] · ZIELORT	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006212	6bcedcaccc8107da32d6d1ca950b96708b529538d7902a2108398a3c0b9327df	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L071	G465-L071	G464-L071	G463-L071	P1003-E0088	f77r	BIOLOGICAL	f77r.8	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	dotedy	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	1:ot=OT	NONE	NONE	NONE	2	4	6	0.333333	OT	[BADSTATIONSNAME:d] · DANACH · [BADSTATIONSNAME:edy]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006212	6bcedcaccc8107da32d6d1ca950b96708b529538d7902a2108398a3c0b9327df	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L072	G465-L072	G464-L072	G463-L072	P1003-E0411	f77r	BIOLOGICAL	f77r.50	Name oder Kennung fuer untere Gefaess-/Beckenstation	otolaiin	BATH_OR_OUTLET_STATION	FULL_FUNCTION_FORMULA	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT462	otol	OT+OL	NONE	aiin	AIIN	NONE	8	0	8	1.000000	OT+OL+AIIN	DANACH · FORTSETZEN · WERT	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006212	6bcedcaccc8107da32d6d1ca950b96708b529538d7902a2108398a3c0b9327df	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L073	G465-L073	G464-L073	G463-L073	P1003-E0413	f88v	PHARMA	f88v.1	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	okalyd	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ok	OK	2:al=AL	NONE	NONE	NONE	4	2	6	0.666667	OK+AL	SETZEN · ZIELORT · [DROGENNAME:yd]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L074	G465-L074	G464-L074	G463-L074	P1003-E0414	f88v	PHARMA	f88v.2	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	cheocthy	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	cthy	CH+T+Y	cheo=DROGENFAMILIE	4	4	8	0.500000	CH+T+Y	[DROGENNAME:cheo] · NEHMEN · EINSTELLEN · POSTEN	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L075	G465-L075	G464-L075	G463-L075	P1003-E0415	f88v	PHARMA	f88v.3	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	cpheor	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	or	OR	NONE	2	4	6	0.333333	OR	[DROGENNAME:cphe] · EINHEIT	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L076	G465-L076	G464-L076	G463-L076	P1003-E0417	f88v	PHARMA	f88v.4	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	arody	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ar	AR	NONE	NONE	NONE	NONE	2	3	5	0.400000	AR	AUSGANG · [DROGENNAME:ody]	UNCHANGED	ARARY_PACKAGE_DOES_NOT_LICENSE_FREE_PREFIX	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L077	G465-L077	G464-L077	G463-L077	P1003-E0418	f88v	PHARMA	f88v.5	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	otokol	DRUG_OR_INGREDIENT_OBJECT	FULL_FUNCTION_FORMULA	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT462	ot	OT	2:ok=OK	ol	OL	NONE	6	0	6	1.000000	OT+OK+OL	DANACH · SETZEN · FORTSETZEN	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L078	G465-L078	G464-L078	G463-L078	P1003-E0458	f88v	PHARMA	f88v.11	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	otoram	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ot	OT	NONE	am	AM_ADDR	otora=DROGENFAMILIE	4	2	6	0.666667	OT+AM_ADDR	DANACH · [DROGENNAME:or] · HIER	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L079	G465-L079	G464-L079	G463-L079	P1003-E0459	f88v	PHARMA	f88v.12	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	otora	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ot	OT	NONE	NONE	NONE	otora=DROGENFAMILIE	2	3	5	0.400000	OT	DANACH · [DROGENNAME:ora]	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L080	G465-L080	G464-L080	G463-L080	P1003-E0460	f88v	PHARMA	f88v.13	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	cheosdy	DRUG_OR_INGREDIENT_OBJECT	OWNER_FAMILY_STEM_ONLY	OWNER_FAMILY_STEM_ONLY	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	NONE	NONE	cheo=DROGENFAMILIE	0	7	7	0.000000	NONE	cheo:DROGENFAMILIE · [DROGENNAME:cheosdy]	UNCHANGED	UNANALYZED_WHOLE_NOMENCLATOR_ENTRY	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	OWNER_FAMILY_STEM_ONLY	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	OWNER_FAMILY_STEM_ONLY	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L081	G465-L081	G464-L081	G463-L081	P1003-E0554	f88v	PHARMA	f88v.27	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	daramdal	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	1:ar=AR	dal	AL	dara=DROGENFAMILIE	5	3	8	0.625000	AR+AL	[DROGENNAME:d] · AUSGANG · [DROGENNAME:am] · ZIELORT	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L082	G465-L082	G464-L082	G463-L082	P1003-E0555	f88v	PHARMA	f88v.28	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	otydary	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ot	OT	3:dar=D_ADDR+AR	NONE	NONE	NONE	5	2	7	0.714286	OT+D_ADDR+AR	DANACH · [DROGENNAME:y] · HIER · AUSGANG · [DROGENNAME:y]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L083	G465-L083	G464-L083	G463-L083	P1003-E0556	f88v	PHARMA	f88v.29	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	otdordy	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ot	OT	NONE	NONE	NONE	NONE	2	5	7	0.285714	OT	DANACH · [DROGENNAME:dordy]	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L084	G465-L084	G464-L084	G463-L084	P1003-E0557	f88v	PHARMA	f88v.30	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	dararda	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	1:ar=AR|3:ar=AR	NONE	NONE	arar=DROGENFAMILIE|dara=DROGENFAMILIE	4	3	7	0.571429	AR+AR	[DROGENNAME:d] · AUSGANG · AUSGANG · [DROGENNAME:da]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L085	G465-L085	G464-L085	G463-L085	P1008-E1039	f89r	PHARMA	f89r1.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	qkol	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	ol	OL	NONE	2	2	4	0.500000	OL	[DROGENNAME:qk] · FORTSETZEN	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L086	G465-L086	G464-L086	G463-L086	P1008-E1040	f89r	PHARMA	f89r1.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	oldam	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ol	OL	NONE	am	AM_ADDR	NONE	4	1	5	0.800000	OL+AM_ADDR	FORTSETZEN · [DROGENNAME:d] · HIER	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L087	G465-L087	G464-L087	G463-L087	P1008-E1041	f89r	PHARMA	f89r1.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	otoldy	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	otol	OT+OL	NONE	NONE	NONE	NONE	4	2	6	0.666667	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:dy]	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L088	G465-L088	G464-L088	G463-L088	P1008-E1042	f89r	PHARMA	f89r1.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	ararchodaiin	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	ar|ar|[DROGENNAME:cho]|daiin	ar	AR	2:ar=AR	daiin	AIIN	arar=DROGENFAMILIE	9	3	12	0.750000	AR+AR+AIIN	AUSGANG · AUSGANG · [DROGENNAME:cho] · WERT	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	GDT462_AR_PREFIX_PROPAGATION_COMPLETED	FROZEN_PREFIX_ar_APPLIES_BEFORE_OLD_INTERNAL_ar_AND_SUFFIX_daiin
G466-L089	G465-L089	G464-L089	G463-L089	P1008-E1090	f89r	PHARMA	f89r1.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	ykyd	DRUG_OR_INGREDIENT_OBJECT	FULL_FUNCTION_FORMULA	FULL_FUNCTION_FORMULA	yky|d	yky	Y+K+Y	NONE	d	D_ADDR	NONE	4	0	4	1.000000	Y+K+Y+D_ADDR	POSTEN · GEBEN · POSTEN · HIER	UNCHANGED	EMBEDDED_EXACT_CARD_IS_NAME_OR_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
