group_serial	unit_id	page	locus	event_index	opaque_local_id	local_owner	local_namespace	default_local_meaning_de	copy_instruction_de	instrument_reading_de	orientation	crosspage_key
98	A1	f67r2	f67r2.40	1	A1:G098	A1_LEFT_LOCAL_FIELD_40	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_40.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
99	A1	f67r2	f67r2.40	2	A1:G099	A1_LEFT_LOCAL_FIELD_40	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_40.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
100	A1	f67r2	f67r2.40	3	A1:G100	A1_LEFT_LOCAL_FIELD_40	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_40.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
101	A1	f67r2	f67r2.41	1	A1:G101	A1_LEFT_LOCAL_FIELD_41	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_41.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
102	A1	f67r2	f67r2.41	2	A1:G102	A1_LEFT_LOCAL_FIELD_41	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_41.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
103	A1	f67r2	f67r2.42	1	A1:G103	A1_LEFT_LOCAL_FIELD_42	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_42.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
104	A1	f67r2	f67r2.42	2	A1:G104	A1_LEFT_LOCAL_FIELD_42	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_42.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
105	A1	f67r2	f67r2.42	3	A1:G105	A1_LEFT_LOCAL_FIELD_42	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_42.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
106	A1	f67r2	f67r2.43	1	A1:G106	A1_LEFT_LOCAL_FIELD_43	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_43.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
107	A1	f67r2	f67r2.43	2	A1:G107	A1_LEFT_LOCAL_FIELD_43	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_43.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
108	A1	f67r2	f67r2.43	3	A1:G108	A1_LEFT_LOCAL_FIELD_43	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_43.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
109	A1	f67r2	f67r2.43	4	A1:G109	A1_LEFT_LOCAL_FIELD_43	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 4 am Besitzer A1_LEFT_LOCAL_FIELD_43.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
110	A1	f67r2	f67r2.44	1	A1:G110	A1_LEFT_LOCAL_FIELD_44	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_44.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
111	A1	f67r2	f67r2.44	2	A1:G111	A1_LEFT_LOCAL_FIELD_44	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_44.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
112	A1	f67r2	f67r2.44	3	A1:G112	A1_LEFT_LOCAL_FIELD_44	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_44.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
113	A1	f67r2	f67r2.45	1	A1:G113	A1_LEFT_LOCAL_FIELD_45	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_45.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
114	A1	f67r2	f67r2.45	2	A1:G114	A1_LEFT_LOCAL_FIELD_45	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_45.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
115	A1	f67r2	f67r2.45	3	A1:G115	A1_LEFT_LOCAL_FIELD_45	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_45.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
116	A1	f67r2	f67r2.46	1	A1:G116	A1_LEFT_LOCAL_FIELD_46	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_46.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
117	A1	f67r2	f67r2.46	2	A1:G117	A1_LEFT_LOCAL_FIELD_46	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_46.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
118	A1	f67r2	f67r2.47	1	A1:G118	A1_LEFT_LOCAL_FIELD_47	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_47.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
119	A1	f67r2	f67r2.48	1	A1:G119	A1_LEFT_LOCAL_FIELD_48	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_48.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
120	A1	f67r2	f67r2.48	2	A1:G120	A1_LEFT_LOCAL_FIELD_48	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_48.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
121	A1	f67r2	f67r2.48	3	A1:G121	A1_LEFT_LOCAL_FIELD_48	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_48.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
122	A1	f67r2	f67r2.49	1	A1:G122	A1_LEFT_LOCAL_FIELD_49	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_49.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
123	A1	f67r2	f67r2.49	2	A1:G123	A1_LEFT_LOCAL_FIELD_49	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_49.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
124	A1	f67r2	f67r2.49	3	A1:G124	A1_LEFT_LOCAL_FIELD_49	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_49.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
125	A1	f67r2	f67r2.50	1	A1:G125	A1_LEFT_LOCAL_FIELD_50	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_50.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
126	A1	f67r2	f67r2.50	2	A1:G126	A1_LEFT_LOCAL_FIELD_50	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_50.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
127	A1	f67r2	f67r2.51	1	A1:G127	A1_LEFT_LOCAL_FIELD_51	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_51.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
128	A1	f67r2	f67r2.52	1	A1:G128	A1_LEFT_OUTER_STAR_STATION_01	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_01.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
129	A1	f67r2	f67r2.53	1	A1:G129	A1_LEFT_OUTER_STAR_STATION_02	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_02.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
130	A1	f67r2	f67r2.54	1	A1:G130	A1_LEFT_OUTER_STAR_STATION_03	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_03.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
131	A1	f67r2	f67r2.54	2	A1:G131	A1_LEFT_OUTER_STAR_STATION_03	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_STAR_STATION_03.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
132	A1	f67r2	f67r2.55	1	A1:G132	A1_LEFT_OUTER_STAR_STATION_04	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_04.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
133	A1	f67r2	f67r2.56	1	A1:G133	A1_LEFT_OUTER_STAR_STATION_05	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_05.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
134	A1	f67r2	f67r2.56	2	A1:G134	A1_LEFT_OUTER_STAR_STATION_05	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_STAR_STATION_05.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
135	A1	f67r2	f67r2.57	1	A1:G135	A1_LEFT_OUTER_STAR_STATION_06	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_06.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
136	A1	f67r2	f67r2.57	2	A1:G136	A1_LEFT_OUTER_STAR_STATION_06	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_STAR_STATION_06.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
137	A1	f67r2	f67r2.58	1	A1:G137	A1_LEFT_OUTER_STAR_STATION_07	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_07.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
138	A1	f67r2	f67r2.58	2	A1:G138	A1_LEFT_OUTER_STAR_STATION_07	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_STAR_STATION_07.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
139	A1	f67r2	f67r2.58	3	A1:G139	A1_LEFT_OUTER_STAR_STATION_07	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_OUTER_STAR_STATION_07.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
140	A1	f67r2	f67r2.59	1	A1:G140	A1_LEFT_OUTER_STAR_STATION_08	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_08.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
141	A1	f67r2	f67r2.60	1	A1:G141	A1_LEFT_OUTER_STAR_STATION_09	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_09.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
142	A1	f67r2	f67r2.61	1	A1:G142	A1_LEFT_OUTER_STAR_STATION_10	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_10.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
143	A1	f67r2	f67r2.62	1	A1:G143	A1_LEFT_OUTER_STAR_STATION_11	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_11.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
144	A1	f67r2	f67r2.63	1	A1:G144	A1_LEFT_OUTER_STAR_STATION_12	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_12.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
145	A1	f67r2	f67r2.64	1	A1:G145	A1_RIGHT_PHASE_STATION_01	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_01.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
146	A1	f67r2	f67r2.64	2	A1:G146	A1_RIGHT_PHASE_STATION_01	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_RIGHT_PHASE_STATION_01.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
